date,wiki_identity_views,wiki_generic_fear_views,wiki_anchor_views,wiki_identity_logrel_21d,wiki_generic_fear_logrel_21d,wiki_identity_attention_7d_z_lag1,wiki_identity_attention_21d_z_lag1,wiki_generic_fear_attention_7d_z_lag1,wiki_generic_fear_attention_21d_z_lag1
2020-03-09,1337.0,18747.0,48273.0,-2.895063556922178,-1.3413390209752887,-0.9344247138156101,-1.81950496323799,4.297776507632554,4.374227966605825
2020-03-10,1464.0,12109.0,41754.0,-2.9546891175576153,-1.3280177364939867,-1.3065663665244553,-1.968118546560722,4.827930827224059,5.287002443279609
2020-03-11,1217.0,10241.0,34413.0,-3.009890226824714,-1.3167137022347415,-1.5097472788239876,-2.044745044978019,4.089518556080997,4.590222482651527
2020-03-12,1358.0,23064.0,69266.0,-3.1274795908858586,-1.2786884737168105,-1.6435535354904054,-2.1000522119151976,3.6276268331360617,4.128971500175764
2020-03-13,2394.0,17928.0,58073.0,-3.16125509761223,-1.2646837918757825,-1.9945542195276655,-2.2909964457039096,3.356953172798613,4.168334877851207
2020-03-16,1658.0,32256.0,53547.0,-3.197473066278297,-1.130165283565443,-1.7494417714172494,-2.078863515732437,2.8822214100341492,3.6166251489798373
2020-03-17,1832.0,32408.0,55579.0,-3.210753539337352,-1.0511368402374277,-1.6817601275657728,-2.083750846892132,3.332868965607395,4.114279414515261
2020-03-18,2078.0,21107.0,48430.0,-3.212625924176125,-1.0215452190407461,-1.6598945243599357,-2.035751063975217,3.6856022329919593,4.268719989440818
2020-03-19,2194.0,18350.0,39369.0,-3.1861160958126096,-0.9889266758937296,-1.5691090967271106,-1.969555243717667,3.5263462684771243,3.9857150531604066
2020-03-20,2238.0,13537.0,28262.0,-3.1180665546460773,-0.9415027108905214,-1.260005682382601,-1.8532557339970688,3.518708751293859,3.790634548450001
2020-03-23,1720.0,13982.0,31792.0,-3.1063679083964857,-0.8863475725083791,-1.109613666378975,-1.5656660952087043,3.114868993076764,3.3245744784508386
2020-03-24,2299.0,13470.0,31683.0,-3.090765297095265,-0.8739516703509569,-0.9394375272908242,-1.5291734874756469,2.731165614775455,3.165911253858611
2020-03-25,2866.0,10916.0,33542.0,-3.060697877979999,-0.8758980763518185,-0.6862334994997622,-1.4668529853099053,2.3626880849508574,3.018658814849627
2020-03-26,2764.0,12648.0,28201.0,-3.0262421880089097,-0.8661626746725002,-0.45355849813061705,-1.3800358813668467,2.1490505483003535,2.831423309763478
2020-03-27,2326.0,10957.0,25821.0,-3.0025616638806234,-0.8611651831075715,-0.2793803411836662,-1.2888749676849767,2.050259134811473,2.7248780480104022
2020-03-30,1730.0,21710.0,20787.0,-2.939380240253154,-0.8017444773134415,-0.11835604553467537,-1.158227906727903,1.7925829103548452,2.4384595161699414
2020-03-31,1903.0,11366.0,20440.0,-2.897446771353378,-0.7737130540009627,-0.005636884939436534,-1.0490560832162557,2.250051293206514,2.525796749098636
2020-04-01,1472.0,10354.0,21624.0,-2.872115850478508,-0.7546907137255641,0.06656519286385615,-0.9550333497732058,2.3077352035153815,2.526807160452986
2020-04-02,1578.0,9981.0,20378.0,-2.7916447340311006,-0.7217972298744968,0.01915314970419888,-0.8952868227570031,2.438699063884145,2.4929138094075403
2020-04-03,1456.0,8380.0,17357.0,-2.749399841542278,-0.6866633200624452,-0.0589129338232512,-0.729069943111867,2.4114417735308353,2.510598499645827
2020-04-06,1726.0,8116.0,17219.0,-2.6674005021296594,-0.6892282121156335,-0.059960265473534176,-0.6010487571986919,2.360746138752811,2.395065024243503
2020-04-07,2123.0,8000.0,18801.0,-2.5885790907696986,-0.7132291348720354,-0.006623661263245145,-0.46247388921902965,1.8427331884043305,2.2454554808788503
2020-04-08,1864.0,11260.0,17387.0,-2.5301416603271267,-0.6901272825439886,0.058137885177522226,-0.3014888466837057,1.691770219116907,2.0989060063156417
2020-04-09,2180.0,9329.0,18039.0,-2.4839209622918013,-0.6826807258498135,0.19385980706891484,-0.18186720197370615,1.7940818191490384,2.1115175858550055
2020-04-13,2115.0,6163.0,15210.0,-2.371576892439256,-0.6774544038301613,0.4865317606567724,0.03900022314504894,1.588250221342989,1.9238047024427187
2020-04-14,2678.0,10037.0,15289.0,-2.319597500081329,-0.652633337546856,0.5812171052938487,0.14508854071779392,1.517410997955833,1.8870860917343786
2020-04-15,2242.0,9064.0,15485.0,-2.288046595909785,-0.6137093943366825,0.7269276092802843,0.25256363496929624,1.674483123260157,1.915606708261231
2020-04-16,1901.0,7152.0,16410.0,-2.2787959087819765,-0.6090856888566627,0.8132278493659543,0.3171847342317142,1.5899330489751442,1.981457513205659
2020-04-17,2078.0,6258.0,15336.0,-2.255562750111009,-0.6037226039067125,0.7973935278897142,0.3348766242351431,1.4999554556583865,1.9471919901789962
2020-04-20,2155.0,5782.0,16284.0,-2.193309573337217,-0.6937464046283566,0.889528631323312,0.45598055115477065,1.2383412634694397,1.8061717176470222
2020-04-21,2507.0,6102.0,16253.0,-2.1641645414306883,-0.7134900714301402,0.8672358331217239,0.5071741363352832,1.1775039680119264,1.5590339395526618
2020-04-22,1973.0,5633.0,13742.0,-2.126241188528084,-0.7190424239214437,0.818417005017929,0.5664527958343298,0.9242356550906892,1.4812855074797364
2020-04-23,1978.0,5138.0,12738.0,-2.0912987964964174,-0.7265103559645265,0.8075724470033829,0.6441822877792611,0.7528021501298894,1.4446316248974231
2020-04-24,2004.0,4537.0,12515.0,-2.0612643738969982,-0.7367655006292573,0.8845422039108427,0.7149180774057424,0.7111580966325168,1.4043573190615344
2020-04-27,1772.0,4875.0,13339.0,-2.0262108025951235,-0.7908572217551306,0.8796624452539297,0.8079150622888808,0.573821979373881,1.2112444390331234
2020-04-28,2010.0,5209.0,13770.0,-2.011982049197325,-0.7947236479692972,0.8784074194161937,0.8325506748996411,0.5854351261738672,1.1693152877444375
2020-04-29,2151.0,8429.0,13946.0,-1.9927556559271142,-0.8045921375616931,0.8491503044076768,0.8570270120118414,0.5853047243968513,1.146909418809759
2020-04-30,2125.0,5045.0,13673.0,-1.9788728562067703,-0.8231513107498287,0.8665554908035114,0.8920305597490755,0.7874929343611847,1.1092081053329856
2020-05-01,1666.0,4959.0,12899.0,-1.9706194737283251,-0.840729521568921,0.8623182252229535,0.9150670355892445,0.747811636991991,1.049349536682852
2020-05-04,1381.0,3741.0,13544.0,-1.9835510988673892,-0.8906083906036049,0.7570302525776184,0.9112545494310326,0.6700027744082201,0.8844520878157017
2020-05-05,1513.0,3886.0,13204.0,-2.0068352241798344,-0.9382496065737502,0.6828422122944402,0.8761680114923838,0.5736043698058044,0.8379540805797652
2020-05-06,1682.0,5256.0,12861.0,-2.012465212052625,-0.9644627010304614,0.605584915067679,0.8191768321116404,0.4822560812783474,0.7045427557450127
2020-05-07,1654.0,6604.0,12329.0,-2.0042477890794537,-0.9547424133968168,0.5419208359611637,0.801280599387203,0.24059710888647812,0.6297622167428569
2020-05-08,1536.0,4271.0,11639.0,-2.0054657696494615,-0.9602467415322469,0.4806720771116301,0.8138093049335162,0.4183125950904039,0.6523534668656161
2020-05-11,1416.0,3757.0,12213.0,-2.007223015594546,-0.9729944886167097,0.5601290724191063,0.80308835633683,0.49297496783447764,0.6054875202673005
2020-05-12,1503.0,4314.0,11305.0,-2.01726735723663,-0.9721349228404197,0.5932179856222947,0.7859071158951274,0.5285080097856658,0.5888378003609419
2020-05-13,1486.0,9999.0,12167.0,-2.025612960022311,-0.9211988984928059,0.632266828603042,0.7545790166211523,0.6203914221829583,0.580486680530523
2020-05-14,1492.0,5054.0,11967.0,-2.0373229292620234,-0.9189637064277996,0.6048396124367612,0.7281307777893096,1.0177969956243715,0.7091104032860901
2020-05-15,1413.0,5746.0,10339.0,-2.046869815877331,-0.8981922900455235,0.5761429992395027,0.6952999328347026,0.895156652680627,0.7034411338682088
2020-05-18,1738.0,6012.0,10711.0,-2.0259816624255773,-0.8680615603987594,0.5729033170889822,0.6778931169024666,1.042536222517347,0.7448983793867402
2020-05-19,1888.0,5034.0,11701.0,-2.0211882480308283,-0.8611453667319893,0.6748295639374507,0.6924840664105743,1.2467787420811325,0.7934558941310136
2020-05-20,1590.0,3594.0,10582.0,-2.024902354449612,-0.8961589732353108,0.7362132060421825,0.6972019877711099,1.262937429263286,0.7994186877540124
2020-05-21,1394.0,3096.0,9975.0,-2.032898305802716,-0.9008341681997702,0.7954870281766059,0.6838146475170175,0.8099498169501247,0.6895899771119689
2020-05-22,1218.0,2863.0,8759.0,-2.0297338314294624,-0.9053390932346144,0.8272700815998666,0.6613365677439572,0.7006600500699012,0.6644397462573379
2020-05-26,1345.0,2897.0,11384.0,-2.0002063443307136,-0.8785064468812571,0.7259251143572892,0.704251975188194,0.11422459875234774,0.686700091299943
2020-05-27,1531.0,2726.0,12272.0,-2.0026983017235818,-0.9048327867944064,0.6080025391366661,0.7039806524804861,-0.16553091029285763,0.6670155817494897
2020-05-28,1376.0,2587.0,11640.0,-2.009214314544934,-0.9495975582603453,0.5373664087254643,0.6926775669002165,-0.37485204510929987,0.5800335527328838
2020-05-29,1045.0,2339.0,9837.0,-2.0181413258123833,-0.9649679959537742,0.4792843379335254,0.6731411949303369,-0.5320319779804531,0.440401716088039
2020-06-01,1166.0,2285.0,10775.0,-2.0302629444375384,-0.9980529622538583,0.34270502223884547,0.6188852662563132,-0.8445302036467475,0.30302497431390824
2020-06-02,1181.0,2204.0,9499.0,-2.03345399166912,-1.01755549511965,0.31396382764938663,0.6093821713215113,-1.078715910868329,0.2560792093719767
2020-06-03,1338.0,9038.0,9445.0,-2.025535781618066,-1.0172384693122556,0.3236376554246425,0.5977468590045929,-1.1257125093970537,0.1876094661535198
2020-06-04,1690.0,4537.0,9442.0,-2.0053704343266308,-1.0117122330634327,0.3540167450030664,0.6095605651295836,-0.04677492312853995,0.1775904403708578
2020-06-05,1927.0,3021.0,11142.0,-1.9902890733927308,-1.0544256725922683,0.49153297630645276,0.647081711457562,0.2859174085597929,0.1831226383566646
2020-06-08,2132.0,5050.0,10951.0,-1.968028630666831,-1.0912351092977595,0.7361226829089034,0.6807004681655635,0.3302014645029597,-0.04443614960216896
2020-06-09,2392.0,5929.0,11756.0,-1.9502886011719056,-1.078167533337039,0.9067202177010485,0.7029729296043199,0.6137674724027907,-0.10403195755271702
2020-06-10,2299.0,3622.0,11472.0,-1.9299549579462951,-1.082227655604898,1.0609117081779238,0.7409408511430765,0.866943536130055,-0.07497748520775363
2020-06-11,1785.0,4444.0,15863.0,-1.9456421890333448,-1.091576622614733,1.1765902662222243,0.787407506855135,0.2141304217757364,-0.09991671292007269
2020-06-12,1692.0,4864.0,14472.0,-1.9570653393371096,-1.0904020347910617,1.0429441108238007,0.7589502703999018,-0.07460202181436006,-0.14210919105847153
2020-06-15,1743.0,3501.0,10584.0,-1.9290415822422826,-1.0971805089828433,1.0381312844004111,0.7815967442070201,0.004255828441058013,-0.18596814563944958
2020-06-16,1965.0,2593.0,9780.0,-1.9018066232149504,-1.093925670704019,1.0150610310967878,0.8180321375497702,-0.1737400527590878,-0.21341416786733455
2020-06-17,1639.0,2192.0,9324.0,-1.8844514014377172,-1.087492395818126,1.0038203070272675,0.8822567863621932,-0.533533231204984,-0.21682865696737866
2020-06-18,1584.0,2307.0,8950.0,-1.8650336194374528,-1.0785514113990118,0.9397020385003518,0.9250662179462144,-0.660998848771674,-0.20968808976985193
2020-06-19,1494.0,2386.0,8047.0,-1.8424443977590066,-1.0692000982496026,1.1030768726470204,0.9718717397457926,-0.6909098984191377,-0.19418810936282
2020-06-22,1315.0,2228.0,8162.0,-1.8085998174293731,-1.0509188599362194,1.21683992456378,1.068693098637,-0.9668615142766773,-0.18787257347104602
2020-06-23,1358.0,2309.0,8135.0,-1.7964296294208122,-1.0426151919088102,1.2012730357665167,1.110730784849083,-1.1154573397899696,-0.16101740772250495
2020-06-24,1368.0,2340.0,8911.0,-1.7928451146905378,-1.1399643933305317,1.1175236637050454,1.141449359309139,-1.0945620209665916,-0.14770495253172128
2020-06-25,1456.0,2291.0,8145.0,-1.793394006393088,-1.169341718534083,1.0598373417791525,1.1536602707970587,-1.0479384464567003,-0.5305538860691373
2020-06-26,1267.0,1892.0,8016.0,-1.7977213607809315,-1.1719613758366751,1.0497798015694186,1.1565512935914366,-1.0141976266069526,-0.664044096100625
2020-06-29,1253.0,1844.0,8377.0,-1.8137454203583232,-1.2225620680011957,0.9498098273987395,1.1598142838481769,-1.2527861649990553,-0.7777510670520833
2020-06-30,1264.0,1739.0,8319.0,-1.8326568006117494,-1.28238669463156,0.9166856661196722,1.1304000100172555,-1.3736009409213508,-0.973885912407356
2020-07-01,1150.0,1715.0,8313.0,-1.854923852814439,-1.3029390279803916,0.8748736679998017,1.0805635854795506,-1.5480208006706886,-1.2457194969175658
2020-07-02,1198.0,1818.0,8121.0,-1.8323699826079256,-1.3139861957398917,0.8313551584803202,1.0194949210818165,-1.693579439077561,-1.3576940768852375
2020-07-06,1294.0,1808.0,8100.0,-1.8330739800738396,-1.3999820646533134,0.6086215397284109,1.0081596550292933,-2.001487655764627,-1.770039685728804
2020-07-07,1388.0,1871.0,8206.0,-1.8459187214542627,-1.4085128448789597,0.6210910389818445,0.9880621841411779,-1.997172800019255,-1.9107535073670279
2020-07-08,1357.0,1707.0,8229.0,-1.850295030708672,-1.4141427132431073,0.6514124316475151,0.9448817969902906,-1.9448446032919826,-1.96912472193297
2020-07-09,1299.0,1946.0,8878.0,-1.8613611318949577,-1.4231127588353782,0.7049652262077143,0.9205164301163128,-1.9376678282277473,-2.0116620741365407
2020-07-10,2167.0,1590.0,8143.0,-1.834972145029118,-1.4448207833046336,0.6892266152955694,0.8820187370550809,-1.940831862260697,-2.063872002498513
2020-07-13,1947.0,1871.0,8619.0,-1.7850944997713878,-1.4788626204186759,1.1618790633012053,0.9576563987303215,-1.9434539382323075,-2.246621445700878
2020-07-14,1534.0,2816.0,10536.0,-1.7935479715696427,-1.4799609445752377,1.2659104691653706,0.9893876648293608,-1.9173637950394615,-2.277322239537985
2020-07-15,1406.0,2430.0,10008.0,-1.7989337422358442,-1.4843093272183498,1.1877032656381314,0.9566302354893114,-1.756215124918528,-2.253206991578907
2020-07-16,1261.0,2091.0,8872.0,-1.8107333186115397,-1.4942664746954222,1.1173906807157474,0.9315360837981612,-1.6407344877665484,-2.2415861877349044
2020-07-17,1309.0,1846.0,8670.0,-1.8131715729721023,-1.4995472633875675,1.1102433850156224,0.893923261587513,-1.577258745292887,-2.247548709169295
2020-07-20,1409.0,1917.0,10109.0,-1.8288944654171946,-1.5215144001507959,0.5842716943883358,0.8330816803324682,-1.4907164038029048,-2.2023735856275897
2020-07-21,1609.0,1976.0,10312.0,-1.8279719653725461,-1.5269230664040663,0.3403493610621099,0.8138560703345715,-1.5317593319055356,-2.185000894781431
2020-07-22,1457.0,2141.0,9039.0,-1.8209913639426496,-1.5196406603541277,0.36272476045921087,0.8089762215075387,-1.6870238817305616,-2.151306539188372
2020-07-23,1334.0,2608.0,9269.0,-1.8228018672371107,-1.5052711108089127,0.41852421681603147,0.8205284540789842,-1.6730935672493297,-2.069855085269195
2020-07-24,1189.0,1966.0,8172.0,-1.8195915435360703,-1.4977393218321868,0.41310280549195233,0.8099897746658152,-1.538197729018345,-1.965798352327912
2020-07-27,1272.0,2032.0,8021.0,-1.8100001745052055,-1.485052301561879,0.531187315021465,0.8292524076641953,-1.2887790302706499,-1.7852705260497985
2020-07-28,1274.0,1829.0,8247.0,-1.8142677540362016,-1.4863604993107202,0.6130887027911639,0.8250928225870587,-1.1306294221096054,-1.7250780261718603
2020-07-29,1416.0,1753.0,7998.0,-1.8108450204439173,-1.4838524898369805,0.6022252636065824,0.8097867955067931,-1.0316089518236993,-1.6941109993221466
2020-07-30,1385.0,3130.0,9238.0,-1.8098881202330528,-1.4561925838880612,0.6603377785482977,0.8186125285432875,-1.0458180286100325,-1.6509330758857859
2020-07-31,1175.0,2377.0,9946.0,-1.8558287536202318,-1.4472516350259994,0.6837035236580351,0.8203839637175464,-0.9077565271550139,-1.5216494717947588
2020-08-03,1132.0,1912.0,8071.0,-1.922189538894738,-1.4372674516744883,0.2879008590701568,0.5146977810087955,-0.9282530697162135,-1.3905129497127104
2020-08-04,1218.0,1803.0,8457.0,-1.9226561946243077,-1.4499088101140831,0.17791403204092557,0.3965822857355836,-0.9427034605738551,-1.3523971415912424
2020-08-05,1267.0,2131.0,8606.0,-1.9200434567851232,-1.4491703997261638,0.10377536947600031,0.38283517859051497,-0.945484528808396,-1.3727106122876016
2020-08-06,1238.0,3809.0,8477.0,-1.9186611312741313,-1.4053376404617683,-0.0783190012842324,0.38230261367204466,-0.8818081804936433,-1.3470577599802802
2020-08-07,1207.0,2083.0,8149.0,-1.9196744224916422,-1.3967088643877528,-0.13600525112089415,0.3762451904791594,-0.6807044278009102,-1.1755781101916705
2020-08-10,1252.0,1697.0,9716.0,-1.9089608789592507,-1.3944787703633796,0.2541764571000827,0.4129309817548999,-0.626973944181921,-1.0774289235786247
2020-08-11,1265.0,2010.0,11581.0,-1.9301224186498018,-1.401103178393333,0.13060476254941603,0.3805618381974937,-0.7648678059416663,-1.0713403156607433
2020-08-12,1272.0,23675.0,9669.0,-1.9412540829852016,-0.9926974753591775,-0.25152105008840714,0.23775908270374083,-0.8866170364853315,-1.0781040077723807
2020-08-13,1190.0,5615.0,9300.0,-1.9472824417550427,-0.946796127391913,-0.4181431349717978,0.14660962178815207,2.1464655095332987,0.3770322476442302
2020-08-14,1090.0,2981.0,7655.0,-1.948314304966182,-0.9287001382364988,-0.6030775465058155,0.08306215409107252,2.243817955287752,0.5522254021260657
2020-08-17,1114.0,2315.0,8166.0,-1.9663984465994275,-0.912881611219639,-0.9985511799871021,-0.09203357359806325,2.369371248507168,0.6992116601313103
2020-08-18,1360.0,2070.0,9360.0,-1.9692891533169057,-0.9158536834778381,-0.9464152128156372,-0.18691395674658004,2.457193548676659,0.7238240317827134
2020-08-19,1191.0,1968.0,9308.0,-1.986224195080485,-0.9203040150492825,-0.5159211104646451,-0.24523164529900046,2.5401553358097813,0.7273620847358021
2020-08-20,1237.0,1828.0,8569.0,-1.9885899075618791,-0.9354105928793839,-0.5545769580365263,-0.4329110201135323,0.15000889097747291,0.7284093995808103
2020-08-21,1193.0,1579.0,8160.0,-1.9774755444596313,-0.936854284387115,-0.3926222796080899,-0.49522805650766294,-0.5131035390980003,0.6898534895809821
2020-08-24,1139.0,1838.0,12601.0,-2.0019285235999202,-0.9671004086848036,-0.3885916088760651,-0.4849707077068959,-1.156818507473142,0.7325261432321063
2020-08-25,1148.0,1711.0,26534.0,-2.1030424759339468,-1.0666349280038414,-1.0134463799302746,-0.801993056532273,-1.5062359587990612,0.6387188035993613
2020-08-26,1123.0,1827.0,19130.0,-2.1621593040321727,-1.1242115962091805,-3.248653155584947,-1.9459990148247575,-2.344828681147752,0.2511540149178292
2020-08-27,1094.0,2186.0,13323.0,-2.191806374444475,-1.1725080085592214,-4.002897042944828,-2.583051409224966,-2.662952813827662,0.029743418492717055
2020-08-28,1070.0,1976.0,10942.0,-2.210991306717915,-1.1874575304566974,-4.196394976928521,-2.844186956514662,-2.6331122156747404,-0.15663460449257802
2020-08-31,1174.0,2440.0,12505.0,-2.2605631066055984,-1.2035174654700747,-3.904497541653568,-3.06931255979408,-2.415645294899556,-0.24399316277422003
2020-09-01,1460.0,2560.0,10627.0,-2.2475997450022813,-1.1907240512515092,-3.6311854397079832,-3.097251460071824,-2.2143488312570216,-0.238358707669716
2020-09-02,1357.0,5443.0,12329.0,-2.25610532968731,-1.5274522206646637,-2.34624689996666,-2.8632441453389306,-1.5197034015122162,-0.17079981195959484
2020-09-03,1187.0,5036.0,163082.0,-2.788013123084095,-2.071478352861167,-1.6801939940906518,-2.830258607668511,-0.6304988767348314,-1.618729986403845
2020-09-04,1214.0,4998.0,46444.0,-2.8815921976528642,-2.1284095434898003,-6.1712547367988515,-6.248955287195848,-3.077253658958639,-3.757772378806357
2020-09-08,1147.0,2801.0,11049.0,-2.9151115170150703,-2.1242040836961067,-4.251060059204659,-4.339426199055109,-2.519924517898195,-3.2220597164959117
2020-09-09,1091.0,2610.0,10282.0,-2.9218996256151275,-2.1137073433750952,-4.0471417529814655,-4.069479876727344,-2.4208908965042792,-3.0436437409224295
2020-09-10,1074.0,2316.0,9542.0,-2.931524800642034,-2.1063910457430985,-3.8433972916380488,-3.8227163490575125,-2.5936296835818444,-2.8852563683722363
2020-09-11,975.0,2154.0,9192.0,-2.943830156955947,-2.0976083042953615,-1.5166716705639558,-3.625043147173415,-0.7804146803423037,-2.7531450880302777
2020-09-14,1093.0,1934.0,8716.0,-2.9508768914652705,-2.085683168142241,-0.42880139330770956,-3.1709450367233254,-0.2065924476093752,-2.4576988389616905
2020-09-15,1141.0,1825.0,8867.0,-2.907726306398864,-2.040002824803379,-0.3726746204649226,-3.0063820212104035,-0.2626875299781343,-2.3519477601806105
2020-09-16,1150.0,1997.0,8588.0,-2.879612928873394,-2.0098496610108576,-0.2826474629257317,-2.75527293574302,-0.3308777592173418,-2.160656147727252
2020-09-17,1089.0,2618.0,8605.0,-2.8675793598391977,-1.989292338546619,-0.1877300656227463,-2.574158581004612,-0.36030163271492455,-2.0249424698629004
2020-09-18,999.0,1860.0,7777.0,-2.862539813243183,-1.9832006383985217,-0.14057440800514795,-2.4555396005562184,-0.25917677686514334,-1.9227452855812082
2020-09-21,985.0,2021.0,10773.0,-2.8677328784951595,-1.9824359081788643,-0.04803704741861995,-2.234482219323976,-0.2015398129073592,-1.7773935796930302
2020-09-22,987.0,1963.0,9677.0,-2.8877279915923584,-1.9915642274559033,-0.17778804248873878,-2.184802546925023,-0.2609950090016413,-1.7517547255955563
2020-09-23,1006.0,2037.0,9347.0,-2.8967523955039667,-2.052878427101051,-0.26716968842957145,-2.1785177239592253,-0.25656627571914514,-1.741966760172364
2020-09-24,947.0,1982.0,8776.0,-2.3679356974798758,-1.5787839959678358,-0.34999418814719085,-2.1438632655626075,-0.26988825101966,-1.8656044816803834
2020-09-25,870.0,1669.0,7963.0,-2.188114629516411,-1.4597334184421733,-0.4068875538065394,-0.7340898751096776,-0.3891332144829274,-0.5963907782236009
2020-09-28,1375.0,1878.0,7364.0,-2.1347447302002287,-1.4854556747860794,-0.27799517838585525,-0.18348991532845074,-0.41728587089045727,-0.3064237729335081
2020-09-29,1165.0,1638.0,7458.0,-2.11286430909165,-1.4946339172052987,0.019166680499117794,-0.10513619236699785,-0.28759502748156474,-0.30598765755438356
