event_month,expiration_date,is_quad_witching,offset,value,control_mean,ratio_control
1993-05,1993-05-21,False,-2,0.0002575931093578565,1.4760776780041464e-05,17.451189269805685
1993-05,1993-05-21,False,-1,8.50517083101952e-06,1.4760776780041464e-05,0.5762007621793755
1993-05,1993-05-21,False,0,5.030360932261935e-05,1.4760776780041464e-05,3.407924262538576
1993-05,1993-05-21,False,1,1.114744070319012e-05,1.4760776780041464e-05,0.7552069155508769
1993-05,1993-05-21,False,2,1.5600040522785838e-06,1.4760776780041464e-05,0.10568576949066237
1993-05,1993-05-21,False,3,4.379555853096393e-05,1.4760776780041464e-05,2.9670226156513224
1993-05,1993-05-21,False,4,1.3771503357511856e-05,1.4760776780041464e-05,0.9329795824927563
1993-05,1993-05-21,False,5,2.9131994725291218e-05,1.4760776780041464e-05,1.9736085139287218
1993-06,1993-06-18,True,-5,1.1116518393623634e-05,1.5037005377351134e-05,0.7392774102726218
1993-06,1993-06-18,True,-4,4.327348261807606e-06,1.5037005377351134e-05,0.2877799238088652
1993-06,1993-06-18,True,-3,6.253027543320659e-06,1.5037005377351134e-05,0.41584260871110834
1993-06,1993-06-18,True,-2,8.552569997752676e-06,1.5037005377351134e-05,0.5687681678051821
1993-06,1993-06-18,True,-1,4.327348261807606e-06,1.5037005377351134e-05,0.2877799238088652
1993-06,1993-06-18,True,0,2.1356785440209773e-05,1.5037005377351134e-05,1.4202818250219917
1993-06,1993-06-18,True,1,1.5951951671356578e-06,1.5037005377351134e-05,0.10608463102223495
1993-06,1993-06-18,True,2,1.5929609988645108e-06,1.5037005377351134e-05,0.10593605301650302
1993-06,1993-06-18,True,3,3.0165711833773502e-05,1.5037005377351134e-05,2.0060983604627394
1993-06,1993-06-18,True,4,3.9880584719027e-05,1.5037005377351134e-05,2.652162695844711
1993-06,1993-06-18,True,5,4.381817954058502e-06,1.5037005377351134e-05,0.2914023001320751
1993-07,1993-07-16,False,-5,8.576418306550657e-06,2.318621863737559e-05,0.369892928238229
1993-07,1993-07-16,False,-4,2.794612227038722e-06,2.318621863737559e-05,0.1205290207405307
1993-07,1993-07-16,False,-3,3.428219485962464e-05,2.318621863737559e-05,1.4785591128845228
1993-07,1993-07-16,False,-2,1.4059604194933045e-05,2.318621863737559e-05,0.60637762521006
1993-07,1993-07-16,False,-1,1.1178492215410288e-05,2.318621863737559e-05,0.48211795076368535
1993-07,1993-07-16,False,0,1.1225313316853273e-05,2.318621863737559e-05,0.48413730123110094
1993-07,1993-07-16,False,1,4.412524425584603e-06,2.318621863737559e-05,0.19030806595050936
1993-07,1993-07-16,False,2,2.543417683255206e-05,2.318621863737559e-05,1.0969523418343352
1993-07,1993-07-16,False,3,4.400203221411376e-06,2.318621863737559e-05,0.1897766638980261
1993-07,1993-07-16,False,4,1.766255937004911e-05,2.318621863737559e-05,0.7617697239159781
1993-07,1993-07-16,False,5,4.4187044436448435e-06,2.318621863737559e-05,0.1905746043695976
1993-08,1993-08-20,False,-5,6.918951579908943e-07,1.0800642001533465e-05,0.06406055842723606
1993-08,1993-08-20,False,-4,2.0742858963426705e-05,1.0800642001533465e-05,1.9205209246340778
1993-08,1993-08-20,False,-3,6.1417122893394036e-06,1.0800642001533465e-05,0.5686432610642413
1993-08,1993-08-20,False,-2,8.24011986665721e-06,1.0800642001533465e-05,0.7629287097458916
1993-08,1993-08-20,False,-1,1.513486699611502e-06,1.0800642001533465e-05,0.14012932744151863
1993-08,1993-08-20,False,0,4.20988223832099e-06,1.0800642001533465e-05,0.3897807406007231
1993-08,1993-08-20,False,1,2.6998542947408864e-06,1.0800642001533465e-05,0.2499716493109913
1993-08,1993-08-20,False,2,4.2671482457444375e-05,1.0800642001533465e-05,3.9508283351476625
1993-08,1993-08-20,False,3,1.3310639647018998e-05,1.0800642001533465e-05,1.2323933748687501
1993-08,1993-08-20,False,4,3.218701268497747e-05,1.0800642001533465e-05,2.98010180139362
1993-08,1993-08-20,False,5,1.4849598017716544e-06,1.0800642001533465e-05,0.13748810501827774
1993-09,1993-09-17,True,-5,2.3711463909820745e-05,1.5353342025382585e-05,1.5443845301316335
1993-09,1993-09-17,True,-4,2.606328727385049e-06,1.5353342025382585e-05,0.16975644280419153
1993-09,1993-09-17,True,-3,8.084805799753372e-06,1.5353342025382585e-05,0.5265827978291202
1993-09,1993-09-17,True,-2,4.2325492124952855e-05,1.5353342025382585e-05,2.7567608443151426
1993-09,1993-09-17,True,-1,5.927817263932765e-06,1.5353342025382585e-05,0.3860929597043255
1993-09,1993-09-17,True,0,4.192675619831895e-06,1.5353342025382585e-05,0.2730790216814322
1993-09,1993-09-17,True,1,4.873381620051788e-05,1.5353342025382585e-05,3.1741503654350787
1993-09,1993-09-17,True,2,9.936201392454004e-05,1.5353342025382585e-05,6.471686344267711
1993-09,1993-09-17,True,3,2.0544090238072235e-05,1.5353342025382585e-05,1.3380858841096719
1993-09,1993-09-17,True,4,8.217659499158878e-06,1.5353342025382585e-05,0.5352358779979765
1993-09,1993-09-17,True,5,4.198399419512368e-06,1.5353342025382585e-05,0.27345182648647137
1993-10,1993-10-15,False,-5,3.2714667816710025e-05,1.1635813763178339e-05,2.8115496245080815
1993-10,1993-10-15,False,-4,1.4849598017716544e-06,1.1635813763178339e-05,0.12761976360182267
1993-10,1993-10-15,False,-3,6.595357225999048e-07,1.1635813763178339e-05,0.05668152963113013
1993-10,1993-10-15,False,-2,1.4849598017716544e-06,1.1635813763178339e-05,0.12761976360182267
1993-10,1993-10-15,False,-1,4.6983006468311395e-05,1.1635813763178339e-05,4.037792923172218
1993-10,1993-10-15,False,0,1.019115875541878e-05,1.1635813763178339e-05,0.8758440933172044
1993-10,1993-10-15,False,1,3.994168630952999e-06,1.1635813763178339e-05,0.34326508762047997
1993-10,1993-10-15,False,2,2.3175979077457855e-05,1.1635813763178339e-05,1.9917798229805377
1993-10,1993-10-15,False,3,5.825035841845915e-06,1.1635813763178339e-05,0.5006126739738054
1993-10,1993-10-15,False,4,4.053300985982852e-06,1.1635813763178339e-05,0.34834701452592576
1993-10,1993-10-15,False,5,3.648025550217443e-05,1.1635813763178339e-05,3.1351701088252715
1993-11,1993-11-19,False,-5,1.622417106051537e-05,3.253953649709978e-05,0.4985987142736781
1993-11,1993-11-19,False,-4,1.0397383703314438e-05,3.253953649709978e-05,0.31953078693180365
1993-11,1993-11-19,False,-3,1.9591837507800615e-05,3.253953649709978e-05,0.6020933183712318
1993-11,1993-11-19,False,-2,2.740061028041706e-05,3.253953649709978e-05,0.8420713147791535
1993-11,1993-11-19,False,-1,1.3239052705437724e-05,3.253953649709978e-05,0.40686051894493674
1993-11,1993-11-19,False,0,4.108204643445006e-06,3.253953649709978e-05,0.1262527093405638
1993-11,1993-11-19,False,1,2.0100352394422715e-05,3.253953649709978e-05,0.6177209191721045
1993-11,1993-11-19,False,2,1.3382808796854213e-05,3.253953649709978e-05,0.411278408899494
1993-11,1993-11-19,False,3,4.086110095795202e-06,3.253953649709978e-05,0.12557370312141333
1993-11,1993-11-19,False,4,2.6028291213854122e-06,3.253953649709978e-05,0.07998974175976355
1993-11,1993-11-19,False,5,2.751117220696436e-05,3.253953649709978e-05,0.8454690867958863
1993-12,1993-12-17,True,-5,7.944484217529695e-06,8.342955320999219e-06,0.9522386147188668
1993-12,1993-12-17,True,-4,1.953943495177412e-05,8.342955320999219e-06,2.3420279984711607
1993-12,1993-12-17,True,-3,2.3238030530142667e-05,8.342955320999219e-06,2.785347593993767
1993-12,1993-12-17,True,-2,4.064193311870982e-06,8.342955320999219e-06,0.4871407259776889
1993-12,1993-12-17,True,-1,1.4591866057754802e-06,8.342955320999219e-06,0.17490044590107148
1993-12,1993-12-17,True,0,7.987268460830922e-06,8.342955320999219e-06,0.9573668027116203
1993-12,1993-12-17,True,1,4.058741668039224e-06,8.342955320999219e-06,0.48648728320807033
1993-12,1993-12-17,True,2,4.0751296028327975e-06,8.342955320999219e-06,0.48845156734517037
1993-12,1993-12-17,True,3,1.6180732546211886e-05,8.342955320999219e-06,1.9394485435496678
1993-12,1993-12-17,True,4,4.026260977875132e-06,8.342955320999219e-06,0.482594095612742
1993-12,1993-12-17,True,5,1.0259213371515873e-05,8.342955320999219e-06,1.2296857620336805
1994-01,1994-01-21,False,-5,2.504329617609344e-06,1.5885104959089557e-05,0.1576526956579126
1994-01,1994-01-21,False,-4,3.920762302471376e-06,1.5885104959089557e-05,0.2468200438441479
1994-01,1994-01-21,False,-3,3.9104410976358475e-06,1.5885104959089557e-05,0.24617030279036767
1994-01,1994-01-21,False,-2,7.69485234223524e-06,1.5885104959089557e-05,0.484406767349195
1994-01,1994-01-21,False,-1,2.504329617610186e-06,1.5885104959089557e-05,0.1576526956579656
1994-01,1994-01-21,False,0,5.63474979061653e-06,1.5885104959089557e-05,0.35471907835222016
1994-01,1994-01-21,False,1,2.259868519490346e-05,1.5885104959089557e-05,1.4226336718016048
1994-01,1994-01-21,False,2,3.957210162703174e-06,1.5885104959089557e-05,0.2491145115436479
1994-01,1994-01-21,False,3,7.735633349858508e-06,1.5885104959089557e-05,0.48697401558131537
1994-01,1994-01-21,False,4,3.500978865793176e-05,1.5885104959089557e-05,2.203938138784468
1994-01,1994-01-21,False,5,3.829318935285039e-06,1.5885104959089557e-05,0.24106349596978133
1994-02,1994-02-18,False,-5,3.580492196735896e-05,4.0447995593129843e-05,0.8852088080587233
1994-02,1994-02-18,False,-4,2.277863609496668e-05,4.0447995593129843e-05,0.5631585882301586
1994-02,1994-02-18,False,-3,1.0043801816762154e-05,4.0447995593129843e-05,0.2483139564638429
1994-02,1994-02-18,False,-2,5.63474979061653e-06,4.0447995593129843e-05,0.13930850485885637
1994-02,1994-02-18,False,-1,6.925564115144056e-05,4.0447995593129843e-05,1.7122144159648727
1994-02,1994-02-18,False,0,3.5900244430225984e-05,4.0447995593129843e-05,0.8875654752178548
1994-02,1994-02-18,False,1,1.915303167834068e-05,4.0447995593129843e-05,0.47352239332210205
1994-02,1994-02-18,False,2,2.2718414375826327e-05,4.0447995593129843e-05,0.5616697204072354
1994-02,1994-02-18,False,3,4.114709164116671e-05,4.0447995593129843e-05,1.0172838242732505
1994-02,1994-02-18,False,4,1.0341782554874887e-05,4.0447995593129843e-05,0.2556809652301153
1994-02,1994-02-18,False,5,1.0231909958791856e-05,4.0447995593129843e-05,0.2529645736148607
1994-03,1994-03-18,True,-5,4.142315849048798e-05,6.800204421491256e-05,0.6091457833175559
1994-03,1994-03-18,True,-4,5.755437446316322e-06,6.800204421491256e-05,0.08463624164189727
1994-03,1994-03-18,True,-3,1.0218299107923132e-05,6.800204421491256e-05,0.15026458727666162
1994-03,1994-03-18,True,-2,3.585253567907566e-05,6.800204421491256e-05,0.5272273222517824
1994-03,1994-03-18,True,-1,7.745879257396681e-06,6.800204421491256e-05,0.11390656482203283
1994-03,1994-03-18,True,0,1.6030063640110323e-05,6.800204421491256e-05,0.23572914351587973
1994-03,1994-03-18,True,1,7.870434565870863e-06,6.800204421491256e-05,0.11573820547213652
1994-03,1994-03-18,True,2,1.6008711418405322e-05,6.800204421491256e-05,0.2354151496947893
1994-03,1994-03-18,True,3,3.988857227293906e-06,6.800204421491256e-05,0.058657901734359426
1994-03,1994-03-18,True,4,7.884422155147204e-05,6.800204421491256e-05,1.1594389913087617
1994-03,1994-03-18,True,5,5.948449078421931e-05,6.800204421491256e-05,0.8747456267083014
1994-04,1994-04-15,False,-5,3.965786227512785e-05,4.1101439566741464e-05,0.9648776951165056
1994-04,1994-04-15,False,-4,2.3123564716397646e-05,4.1101439566741464e-05,0.5625974408718476
1994-04,1994-04-15,False,-3,1.417738124119992e-05,4.1101439566741464e-05,0.34493636696540425
1994-04,1994-04-15,False,-2,7.816732896522046e-05,4.1101439566741464e-05,1.9018148704570446
1994-04,1994-04-15,False,-1,3.224662137701524e-05,4.1101439566741464e-05,0.7845618478801073
1994-04,1994-04-15,False,0,1.2765636510319635e-05,4.1101439566741464e-05,0.31058854981442924
1994-04,1994-04-15,False,1,6.77548173906939e-05,4.1101439566741464e-05,1.6484779634219884
1994-04,1994-04-15,False,2,5.507085905684464e-05,4.1101439566741464e-05,1.3398766475665485
1994-04,1994-04-15,False,3,3.518289275922489e-05,4.1101439566741464e-05,0.8560014717268989
1994-04,1994-04-15,False,4,7.065196743999122e-05,4.1101439566741464e-05,1.718965763358846
1994-04,1994-04-15,False,5,1.7478606080752403e-05,4.1101439566741464e-05,0.42525532596906346
1994-05,1994-05-20,False,-5,2.155234066301126e-05,3.102442548616158e-05,0.6946894366383888
1994-05,1994-05-20,False,-4,9.945591216268916e-06,3.102442548616158e-05,0.3205729376263595
1994-05,1994-05-20,False,-3,8.477603884384481e-05,3.102442548616158e-05,2.732557896411622
1994-05,1994-05-20,False,-2,7.91631175083802e-05,3.102442548616158e-05,2.5516384676870434
1994-05,1994-05-20,False,-1,3.314165159344587e-05,3.102442548616158e-05,1.0682438457475603
1994-05,1994-05-20,False,0,6.099688946418523e-06,3.102442548616158e-05,0.19660924741827318
1994-05,1994-05-20,False,1,6.1417122893400626e-06,3.102442548616158e-05,0.19796377186999217
1994-05,1994-05-20,False,2,9.475495079800235e-06,3.102442548616158e-05,0.3054204850312787
1994-05,1994-05-20,False,3,4.0721557287335784e-05,3.102442548616158e-05,1.312564427840883
1994-05,1994-05-20,False,4,7.083216048839708e-06,3.102442548616158e-05,0.22831094977082395
1994-05,1994-05-20,False,5,7.102572458049391e-06,3.102442548616158e-05,0.22893485847844264
1994-06,1994-06-17,True,-5,2.647086656961936e-06,3.757092658261601e-05,0.07045571929510883
1994-06,1994-06-17,True,-4,4.1416839957543135e-06,3.757092658261601e-05,0.11023640810792945
1994-06,1994-06-17,True,-3,9.190675679492976e-06,3.757092658261601e-05,0.24462201269599465
1994-06,1994-06-17,True,-2,1.0453434458537032e-05,3.757092658261601e-05,0.2782320110085817
1994-06,1994-06-17,True,-1,4.952526469014431e-06,3.757092658261601e-05,0.131818055062447
1994-06,1994-06-17,True,0,2.600019861382362e-05,3.757092658261601e-05,0.6920297415782622
1994-06,1994-06-17,True,1,6.116446373102235e-06,3.757092658261601e-05,0.16279732573676536
1994-06,1994-06-17,True,2,5.2846331960687876e-05,3.757092658261601e-05,1.4065751571093743
1994-06,1994-06-17,True,3,1.0986523451258443e-05,3.757092658261601e-05,0.29242088099956215
1994-06,1994-06-17,True,4,3.88390562241957e-05,3.757092658261601e-05,1.0337529509364418
1994-06,1994-06-17,True,5,0.0001117209215364992,3.757092658261601e-05,2.973600379294139
1994-07,1994-07-15,False,-5,2.3204276043053667e-05,1.1727229073894524e-05,1.9786665628206836
1994-07,1994-07-15,False,-4,4.221293812949387e-05,1.1727229073894524e-05,3.599566262712669
1994-07,1994-07-15,False,-3,1.765020566982991e-05,1.1727229073894524e-05,1.5050618998413077
1994-07,1994-07-15,False,-2,7.371841479700995e-06,1.1727229073894524e-05,0.6286089777261307
1994-07,1994-07-15,False,-1,2.6850542464381932e-05,1.1727229073894524e-05,2.2895896630989125
1994-07,1994-07-15,False,0,4.270947026643756e-06,1.1727229073894524e-05,0.36419063699805493
1994-07,1994-07-15,False,1,6.129059802363561e-06,1.1727229073894524e-05,0.5226349518495546
1994-07,1994-07-15,False,2,6.1332729503209625e-06,1.1727229073894524e-05,0.5229942138654028
1994-07,1994-07-15,False,3,2.082892965363015e-05,1.1727229073894524e-05,1.7761168919260328
1994-07,1994-07-15,False,4,8.452316247127564e-06,1.1727229073894524e-05,0.7207428279833723
1994-07,1994-07-15,False,5,4.285682069987905e-06,1.1727229073894524e-05,0.3654471182393867
1994-08,1994-08-19,False,-5,1.4895976286905245e-05,1.4138269409255288e-05,1.0535926184256994
1994-08,1994-08-19,False,-4,4.949191426822414e-06,1.4138269409255288e-05,0.3500563812698704
1994-08,1994-08-19,False,-3,4.72363745672475e-05,1.4138269409255288e-05,3.3410294569945957
1994-08,1994-08-19,False,-2,4.045160452011764e-06,1.4138269409255288e-05,0.2861142573336235
1994-08,1994-08-19,False,-1,4.0751296028327975e-06,1.4138269409255288e-05,0.28823397580506627
1994-08,1994-08-19,False,0,6.9078599664402625e-06,1.4138269409255288e-05,0.4885930354331905
1994-08,1994-08-19,False,1,4.097135029287358e-06,1.4138269409255288e-05,0.28979041993677557
1994-08,1994-08-19,False,2,1.955251586287034e-05,1.4138269409255288e-05,1.3829497300476352
1994-08,1994-08-19,False,3,3.601993376873555e-05,1.4138269409255288e-05,2.5476904369325384
1994-08,1994-08-19,False,4,1.5913152379820142e-05,1.4138269409255288e-05,1.1255374982034907
1994-08,1994-08-19,False,5,6.898225517292332e-05,1.4138269409255288e-05,4.87911590705477
1994-09,1994-09-16,True,-5,1.5966134762971503e-05,1.3020083983946207e-05,1.2262697216590754
1994-09,1994-09-16,True,-4,1.2958403353380061e-05,1.3020083983946207e-05,0.9952626549381557
1994-09,1994-09-16,True,-3,1.1524004815068746e-05,1.3020083983946207e-05,0.8850945070153057
1994-09,1994-09-16,True,-2,1.1531672190920857e-05,1.3020083983946207e-05,0.8856833953712921
1994-09,1994-09-16,True,-1,3.526411435396671e-05,1.3020083983946207e-05,2.708439853187387
1994-09,1994-09-16,True,0,1.4395056254475814e-05,1.3020083983946207e-05,1.1056039478873525
1994-09,1994-09-16,True,1,1.5828927486181852e-05,1.3020083983946207e-05,1.2157315963321709
1994-09,1994-09-16,True,2,7.879125961023127e-05,1.3020083983946207e-05,6.0515170030685725
1994-09,1994-09-16,True,3,5.6912984855096896e-05,1.3020083983946207e-05,4.371168797779702
1994-09,1994-09-16,True,4,1.1949255244047735e-05,1.3020083983946207e-05,0.9177556196089974
1994-09,1994-09-16,True,5,2.0141339040314336e-05,1.3020083983946207e-05,1.5469438649665128
1994-10,1994-10-21,False,-5,2.30833668771967e-05,3.7308090825985854e-05,0.6187228122946098
1994-10,1994-10-21,False,-4,3.988857227294436e-06,3.7308090825985854e-05,0.10691668051038718
1994-10,1994-10-21,False,-3,7.88094954563078e-06,3.7308090825985854e-05,0.21123969013556532
1994-10,1994-10-21,False,-2,5.4699651131128486e-05,3.7308090825985854e-05,1.4661605544561678
1994-10,1994-10-21,False,-1,3.3759727695956844e-05,3.7308090825985854e-05,0.9048902516459646
1994-10,1994-10-21,False,0,1.7941270634492884e-05,3.7308090825985854e-05,0.48089490073816427
1994-10,1994-10-21,False,1,6.204693426127412e-05,3.7308090825985854e-05,1.6630959367681488
1994-10,1994-10-21,False,2,1.6533198309922993e-05,3.7308090825985854e-05,0.4431531591106581
1994-10,1994-10-21,False,3,1.186874800628589e-05,3.7308090825985854e-05,0.3181279916371133
1994-10,1994-10-21,False,4,7.960487933686787e-06,3.7308090825985854e-05,0.2133716241556414
1994-10,1994-10-21,False,5,0.00014209188292442805,3.7308090825985854e-05,3.808607724988654
1994-11,1994-11-18,False,-5,1.3239052705435795e-05,4.192339333801677e-05,0.31579153430384227
1994-11,1994-11-18,False,-4,1.032104705757521e-05,4.192339333801677e-05,0.2461882551910684
1994-11,1994-11-18,False,-3,9.690117397553888e-05,4.192339333801677e-05,2.311386704655594
1994-11,1994-11-18,False,-2,9.074261140885442e-06,4.192339333801677e-05,0.21644863209717244
1994-11,1994-11-18,False,-1,4.685708619318125e-05,4.192339333801677e-05,1.117683528510812
1994-11,1994-11-18,False,0,2.159388711311119e-05,4.192339333801677e-05,0.5150796582472613
1994-11,1994-11-18,False,1,5.6261663460544345e-05,4.192339333801677e-05,1.3420112014054313
1994-11,1994-11-18,False,2,0.00017423151752647242,4.192339333801677e-05,4.155949784925368
1994-11,1994-11-18,False,3,7.69220415361153e-05,4.192339333801677e-05,1.8348238396618823
1994-11,1994-11-18,False,4,1.0933658050907017e-05,4.192339333801677e-05,0.26080088419255437
1994-11,1994-11-18,False,5,2.057231040719035e-05,4.192339333801677e-05,0.49071195743439655
1994-12,1994-12-16,True,-5,2.7319954579388087e-05,3.879311855390358e-05,0.7042474438198782
1994-12,1994-12-16,True,-4,2.6999429387316038e-05,3.879311855390358e-05,0.6959850198637667
1994-12,1994-12-16,True,-3,8.365313749350116e-06,3.879311855390358e-05,0.21563911490452609
1994-12,1994-12-16,True,-2,4.3168944172919506e-05,3.879311855390358e-05,1.1127990164785453
1994-12,1994-12-16,True,-1,8.184140741789295e-06,3.879311855390358e-05,0.21096887919483237
1994-12,1994-12-16,True,0,8.251384597106303e-06,3.879311855390358e-05,0.21270227567914884
1994-12,1994-12-16,True,1,9.475495079800235e-06,3.879311855390358e-05,0.24425711139035916
1994-12,1994-12-16,True,2,8.234496149897958e-06,3.879311855390358e-05,0.21226692920951976
1994-12,1994-12-16,True,3,5.396968159475164e-05,3.879311855390358e-05,1.391217917161262
1994-12,1994-12-16,True,4,9.328292098914549e-06,3.879311855390358e-05,0.24046254713842502
1994-12,1994-12-16,True,5,5.9721223042193235e-06,3.879311855390358e-05,0.15394798167414606
1995-01,1995-01-20,False,-5,2.149254048055698e-05,1.1396425165587877e-05,1.8859019533120676
1995-01,1995-01-20,False,-4,1.6030063640110323e-05,1.1396425165587877e-05,1.4065870136640715
1995-01,1995-01-20,False,-3,6.747907829016689e-06,1.1396425165587877e-05,0.5921074135942526
1995-01,1995-01-20,False,-2,6.743419682245753e-06,1.1396425165587877e-05,0.5917135930140509
1995-01,1995-01-20,False,-1,5.793948231222784e-06,1.1396425165587877e-05,0.5084004981419897
1995-01,1995-01-20,False,0,7.960487933686787e-06,1.1396425165587877e-05,0.6985074545765378
1995-01,1995-01-20,False,1,3.92285342518627e-05,1.1396425165587877e-05,3.442178901004447
1995-01,1995-01-20,False,2,1.978811859066335e-06,1.1396425165587877e-05,0.17363443626528294
1995-01,1995-01-20,False,3,4.651340405463687e-05,1.1396425165587877e-05,4.081403017069476
1995-01,1995-01-20,False,4,9.019887967216381e-06,1.1396425165587877e-05,0.7914664323381354
1995-01,1995-01-20,False,5,1.589203324579508e-05,1.1396425165587877e-05,1.3944752863189007
1995-02,1995-02-17,False,-5,1.0941629973275198e-05,1.9126198718143502e-05,0.5720755145608596
1995-02,1995-02-17,False,-4,3.0449316435215342e-06,1.9126198718143502e-05,0.15920213359662785
1995-02,1995-02-17,False,-3,1.2183711093225358e-05,1.9126198718143502e-05,0.6370168621989503
1995-02,1995-02-17,False,-2,2.149314162182279e-05,1.9126198718143502e-05,1.1237539637938592
1995-02,1995-02-17,False,-1,5.369790464017268e-06,1.9126198718143502e-05,0.2807557603656693
1995-02,1995-02-17,False,0,5.383630158853331e-06,1.9126198718143502e-05,0.2814793591863244
1995-02,1995-02-17,False,1,1.836062310530547e-06,1.9126198718143502e-05,0.0959972411448816
1995-02,1995-02-17,False,2,1.8025376723615835e-05,1.9126198718143502e-05,0.9424442875058385
1995-02,1995-02-17,False,3,1.3235300980569362e-05,1.9126198718143502e-05,0.6919985082040419
1995-02,1995-02-17,False,4,6.219780869363197e-06,1.9126198718143502e-05,0.32519691764276115
1995-02,1995-02-17,False,5,3.3325464210331914e-05,1.9126198718143502e-05,1.7423987223722976
1995-03,1995-03-17,True,-5,0.00011112271122646284,2.5510074271906633e-05,4.356032445928174
1995-03,1995-03-17,True,-4,7.106383932307209e-06,2.5510074271906633e-05,0.2785716676698674
1995-03,1995-03-17,True,-3,1.1643714515848049e-05,2.5510074271906633e-05,0.45643593161431406
1995-03,1995-03-17,True,-2,1.1673173776242922e-05,2.5510074271906633e-05,0.4575907404980858
1995-03,1995-03-17,True,-1,2.0595871656135246e-05,2.5510074271906633e-05,0.807362277216761
1995-03,1995-03-17,True,0,7.03926886310374e-06,2.5510074271906633e-05,0.2759407435695256
1995-03,1995-03-17,True,1,3.586929025807435e-06,2.5510074271906633e-05,0.14060833330295697
1995-03,1995-03-17,True,2,3.895166354847647e-05,2.5510074271906633e-05,1.526912980859981
1995-03,1995-03-17,True,3,6.090694226175381e-06,2.5510074271906633e-05,0.23875642858801288
1995-03,1995-03-17,True,4,1.2969311739082908e-05,2.5510074271906633e-05,0.5083996071844277
1995-03,1995-03-17,True,5,4.324241066767471e-05,2.5510074271906633e-05,1.6951111238157424
1995-04,1995-04-21,False,-5,7.6242574909765305e-06,9.694924007203365e-06,0.7864174577657008
1995-04,1995-04-21,False,-4,6.56243714838867e-05,9.694924007203365e-06,6.7689412970259015
