Date,BRL_spot,BRL_usd_lcy_log_ret,BRL_carry_lag1,BRL_fx_vol60_lag1,BRL_carry_threshold_lag1,BRL_vol_threshold_lag1,BRL_pure_weight,BRL_gate_weight,BRL_pure_net_ret,BRL_gate_net_ret,BRL_pure_turnover,BRL_gate_turnover,MXN_spot,MXN_usd_lcy_log_ret,MXN_carry_lag1,MXN_fx_vol60_lag1,MXN_carry_threshold_lag1,MXN_vol_threshold_lag1,MXN_pure_weight,MXN_gate_weight,MXN_pure_net_ret,MXN_gate_net_ret,MXN_pure_turnover,MXN_gate_turnover,ZAR_spot,ZAR_usd_lcy_log_ret,ZAR_carry_lag1,ZAR_fx_vol60_lag1,ZAR_carry_threshold_lag1,ZAR_vol_threshold_lag1,ZAR_pure_weight,ZAR_gate_weight,ZAR_pure_net_ret,ZAR_gate_net_ret,ZAR_pure_turnover,ZAR_gate_turnover,IDR_spot,IDR_usd_lcy_log_ret,IDR_carry_lag1,IDR_fx_vol60_lag1,IDR_carry_threshold_lag1,IDR_vol_threshold_lag1,IDR_pure_weight,IDR_gate_weight,IDR_pure_net_ret,IDR_gate_net_ret,IDR_pure_turnover,IDR_gate_turnover,pure_net_ret,gate_net_ret,pure_weight_sum,gate_weight_sum,pure_turnover,gate_turnover
2004-02-10,2.9179999828338623,-0.002054106149785925,0.156,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.092000007629395,-0.0019814752479840386,0.0567,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.847499847412109,-0.002552406008176622,0.064058333333,,,,0.0,0.0,0.0,0.0,0.0,0.0,8416.5,-0.0013298579728667171,0.06659999999999999,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-11,2.9049999713897705,-0.0044650637624918076,0.156,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.951000213623047,-0.012793332640565697,0.0567,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.710000038146973,-0.020284643202675444,0.064058333333,,,,0.0,0.0,0.0,0.0,0.0,0.0,8407.2998046875,-0.0010937120432266585,0.06659999999999999,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-12,2.8949999809265137,-0.003448276018723596,0.156,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.9399995803833,-0.0010050371631483207,0.0567,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.60099983215332,-0.01637782938951224,0.064058333333,,,,0.0,0.0,0.0,0.0,0.0,0.0,8398.400390625,-0.0010590948060398245,0.06659999999999999,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-13,2.9040000438690186,0.003104007632425894,0.156,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,10.930000305175781,-0.0009144285282678303,0.0567,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.5960001945495605,-0.0007576930867370204,0.064058333333,,,,0.0,0.0,0.0,0.0,0.0,0.0,8410.900390625,0.001487272131876709,0.06659999999999999,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-16,2.9059998989105225,0.0006884182926611629,0.156,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,10.91100025177002,-0.0017398523615365005,0.0567,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.625100135803223,0.004402052403846233,0.064058333333,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8391.2001953125,-0.0023449692184804452,0.06659999999999999,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-17,2.9159998893737793,0.0034352458471275053,0.1562,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,10.878000259399414,-0.003029052900831583,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.53249979019165,-0.014075800301269746,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8391.900390625,8.344051914844285e-05,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-18,2.940000057220459,0.008196824604581607,0.1562,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,10.96500015258789,0.007965970938745561,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.587600231170654,0.008399442814691982,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8449.099609375,0.006792879127856086,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-19,2.9570000171661377,0.00576564586226338,0.1562,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,10.930000305175781,-0.003197065676377379,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.607600212097168,0.003031404688117608,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8394.7001953125,-0.006459302987871356,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-20,2.9570000171661377,0.0,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.920000076293945,-0.0009153528059943251,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.690100193023682,0.012408316765847268,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8451.7998046875,0.00677883572625666,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-23,2.9570000171661377,0.0,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.031000137329102,0.01011352613323967,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.630199909210205,-0.008993894601731346,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8438.0,-0.0016340996243721822,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-24,2.9570000171661377,0.0,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.069999694824219,0.0035292157161001207,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.539999961853027,-0.013697796325699091,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8457.599609375,0.0023200855394146748,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-25,2.938999891281128,-0.006105896230605526,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.03600025177002,-0.0030760399841632804,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.63700008392334,0.014722907172321184,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8439.400390625,-0.0021541369222340253,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-26,2.930000066757202,-0.0030669046319854736,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.036999702453613,9.055866319489002e-05,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.61899995803833,-0.0027157720113507536,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8466.7001953125,0.0032295831054921305,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-27,2.9049999713897705,-0.008569065357745216,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.041999816894531,0.00045292944746120137,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.625,0.000906077075078638,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8412.7998046875,-0.006386513087506103,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,2.8929998874664307,-0.004139393359833451,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.958000183105469,-0.00763636745324009,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.601500034332275,-0.003553470734489288,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8451.5,0.004589608070781879,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-02,2.890000104904175,-0.0010374486720625164,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.9399995803833,-0.0016440411883301986,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.873000144958496,0.040303812092678915,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8521.5,0.008248441275058752,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-03,2.88700008392334,-0.001038608673171163,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.041999816894531,0.009280408641570346,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.78000020980835,-0.013623580332987665,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8495.7001953125,-0.003032205551902252,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-04,2.888000011444092,0.0003462952430241204,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.918999671936035,-0.011201806292526767,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.797999858856201,0.002651297613888425,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8563.7001953125,0.007972186429984447,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-05,2.865999937057495,-0.007646917549030746,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.899999618530273,-0.0017416067488149037,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.570000171661377,-0.034114571886794114,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8622.099609375,0.006796266628426439,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-08,2.872999906539917,0.002439440022482419,0.1562,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,10.930999755859375,0.002840012739121693,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.5229997634887695,-0.007179502068669438,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8543.7001953125,-0.009134437087416035,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-09,2.878999948501587,0.0020862462757671764,0.1562,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,10.916999816894531,-0.0012815764513719509,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.542500019073486,0.0029850017815719284,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8620.2998046875,0.008925672094700722,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-10,2.9000000953674316,0.007267776135314796,0.1562,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,10.949000358581543,0.0029269701158266674,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.629000186920166,0.013134633119109273,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8575.099609375,-0.00525725495876751,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-11,2.9070000648498535,0.002410874007160761,0.1562,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,11.0,0.004647112156919461,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.63100004196167,0.0003016372582423936,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8567.0,-0.0009449962562728896,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-12,2.8989999294281006,-0.002755818288923636,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.940999984741211,-0.005378073698360632,0.0467,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.752999782562256,0.01823118967917927,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8633.0,0.007674456271478798,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-15,2.9030001163482666,0.0013788995251372462,0.1562,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,11.0,0.005378073698360694,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.682700157165527,-0.01046469737385468,0.067215384615,,,,0.0,0.0,0.0,0.0,0.0,0.0,8614.900390625,-0.002098761658967077,0.0668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-16,2.8970000743865967,-0.002068980656797221,0.1562,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.006999969482422,0.0006361584703231908,0.0467,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,6.698999881744385,0.00243612285324268,0.067215384615,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,8620.5,0.0006497800393502469,0.0668,,,,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
