ticker,event_date,day_offset,date_utc,count
AAPL,2025-01-30,2,2025-02-01,
AAPL,2025-05-01,-2,2025-04-29,
AAPL,2025-05-01,-1,2025-04-30,
AAPL,2025-05-01,0,2025-05-01,
AAPL,2025-05-01,1,2025-05-02,
AAPL,2025-05-01,2,2025-05-03,
AAPL,2025-07-31,-2,2025-07-29,
AAPL,2025-07-31,-1,2025-07-30,
AAPL,2025-07-31,0,2025-07-31,
AAPL,2025-07-31,1,2025-08-01,
AAPL,2025-07-31,2,2025-08-02,
AAPL,2025-10-30,-2,2025-10-28,
AAPL,2025-10-30,-1,2025-10-29,
AAPL,2025-10-30,0,2025-10-30,
AAPL,2025-10-30,1,2025-10-31,
AAPL,2025-10-30,2,2025-11-01,
ABEV3.SA,2024-02-29,-2,2024-02-27,0.0
ABEV3.SA,2024-02-29,-1,2024-02-28,0.0
ABEV3.SA,2024-02-29,0,2024-02-29,0.0
ABEV3.SA,2024-02-29,1,2024-03-01,0.0
ABEV3.SA,2024-02-29,2,2024-03-02,0.0
ABEV3.SA,2024-05-08,-2,2024-05-06,0.0
ABEV3.SA,2024-05-08,-1,2024-05-07,0.0
ABEV3.SA,2024-05-08,0,2024-05-08,0.0
ABEV3.SA,2024-05-08,1,2024-05-09,0.0
ABEV3.SA,2024-05-08,2,2024-05-10,0.0
ABEV3.SA,2024-08-01,-2,2024-07-30,
ABEV3.SA,2024-08-01,-1,2024-07-31,
ABEV3.SA,2024-08-01,0,2024-08-01,
ABEV3.SA,2024-08-01,1,2024-08-02,
ABEV3.SA,2024-08-01,2,2024-08-03,
ABEV3.SA,2024-10-31,-2,2024-10-29,
ABEV3.SA,2024-10-31,-1,2024-10-30,
ABEV3.SA,2024-10-31,0,2024-10-31,
ABEV3.SA,2024-10-31,1,2024-11-01,
ABEV3.SA,2024-10-31,2,2024-11-02,
ABEV3.SA,2025-02-26,-2,2025-02-24,
ABEV3.SA,2025-02-26,-1,2025-02-25,
ABEV3.SA,2025-02-26,0,2025-02-26,
ABEV3.SA,2025-02-26,1,2025-02-27,
ABEV3.SA,2025-02-26,2,2025-02-28,
ABEV3.SA,2025-05-08,-2,2025-05-06,
ABEV3.SA,2025-05-08,-1,2025-05-07,
ABEV3.SA,2025-05-08,0,2025-05-08,
ABEV3.SA,2025-05-08,1,2025-05-09,
ABEV3.SA,2025-05-08,2,2025-05-10,
ABEV3.SA,2025-07-31,-2,2025-07-29,
ABEV3.SA,2025-07-31,-1,2025-07-30,
ABEV3.SA,2025-07-31,0,2025-07-31,
ABEV3.SA,2025-07-31,1,2025-08-01,
ABEV3.SA,2025-07-31,2,2025-08-02,
ABEV3.SA,2025-10-30,-2,2025-10-28,
ABEV3.SA,2025-10-30,-1,2025-10-29,
ABEV3.SA,2025-10-30,0,2025-10-30,
ABEV3.SA,2025-10-30,1,2025-10-31,
ABEV3.SA,2025-10-30,2,2025-11-01,
ADS.DE,2024-03-13,-2,2024-03-11,0.0
ADS.DE,2024-03-13,-1,2024-03-12,2.0
ADS.DE,2024-03-13,0,2024-03-13,4.0
ADS.DE,2024-03-13,1,2024-03-14,0.0
ADS.DE,2024-03-13,2,2024-03-15,0.0
ADS.DE,2024-04-30,-2,2024-04-28,0.0
ADS.DE,2024-04-30,-1,2024-04-29,0.0
ADS.DE,2024-04-30,0,2024-04-30,1.0
ADS.DE,2024-04-30,1,2024-05-01,0.0
ADS.DE,2024-04-30,2,2024-05-02,0.0
ADS.DE,2024-07-31,-2,2024-07-29,
ADS.DE,2024-07-31,-1,2024-07-30,
ADS.DE,2024-07-31,0,2024-07-31,
ADS.DE,2024-07-31,1,2024-08-01,
ADS.DE,2024-07-31,2,2024-08-02,
ADS.DE,2024-10-29,-2,2024-10-27,
ADS.DE,2024-10-29,-1,2024-10-28,
ADS.DE,2024-10-29,0,2024-10-29,
ADS.DE,2024-10-29,1,2024-10-30,
ADS.DE,2024-10-29,2,2024-10-31,
ADS.DE,2025-03-04,-2,2025-03-02,
ADS.DE,2025-03-04,-1,2025-03-03,
ADS.DE,2025-03-04,0,2025-03-04,
ADS.DE,2025-03-04,1,2025-03-05,
ADS.DE,2025-03-04,2,2025-03-06,
ADS.DE,2025-04-29,-2,2025-04-27,
ADS.DE,2025-04-29,-1,2025-04-28,
ADS.DE,2025-04-29,0,2025-04-29,
ADS.DE,2025-04-29,1,2025-04-30,
ADS.DE,2025-04-29,2,2025-05-01,
ADS.DE,2025-07-30,-2,2025-07-28,
ADS.DE,2025-07-30,-1,2025-07-29,
ADS.DE,2025-07-30,0,2025-07-30,
ADS.DE,2025-07-30,1,2025-07-31,
ADS.DE,2025-07-30,2,2025-08-01,
ADS.DE,2025-10-28,-2,2025-10-26,
ADS.DE,2025-10-28,-1,2025-10-27,
ADS.DE,2025-10-28,0,2025-10-28,
ADS.DE,2025-10-28,1,2025-10-29,
ADS.DE,2025-10-28,2,2025-10-30,
AMZN,2024-02-01,-2,2024-01-30,2.0
AMZN,2024-02-01,-1,2024-01-31,2.0
AMZN,2024-02-01,0,2024-02-01,1.0
AMZN,2024-02-01,1,2024-02-02,0.0
AMZN,2024-02-01,2,2024-02-03,0.0
AMZN,2024-04-30,-2,2024-04-28,0.0
AMZN,2024-04-30,-1,2024-04-29,0.0
AMZN,2024-04-30,0,2024-04-30,3.0
AMZN,2024-04-30,1,2024-05-01,2.0
AMZN,2024-04-30,2,2024-05-02,1.0
AMZN,2024-08-01,-2,2024-07-30,
AMZN,2024-08-01,-1,2024-07-31,
AMZN,2024-08-01,0,2024-08-01,
AMZN,2024-08-01,1,2024-08-02,
AMZN,2024-08-01,2,2024-08-03,
AMZN,2024-10-31,-2,2024-10-29,
AMZN,2024-10-31,-1,2024-10-30,
AMZN,2024-10-31,0,2024-10-31,
AMZN,2024-10-31,1,2024-11-01,
AMZN,2024-10-31,2,2024-11-02,
AMZN,2025-02-06,-2,2025-02-04,
AMZN,2025-02-06,-1,2025-02-05,
AMZN,2025-02-06,0,2025-02-06,
AMZN,2025-02-06,1,2025-02-07,
AMZN,2025-02-06,2,2025-02-08,
AMZN,2025-05-01,-2,2025-04-29,
AMZN,2025-05-01,-1,2025-04-30,
AMZN,2025-05-01,0,2025-05-01,
AMZN,2025-05-01,1,2025-05-02,
AMZN,2025-05-01,2,2025-05-03,
AMZN,2025-07-31,-2,2025-07-29,
AMZN,2025-07-31,-1,2025-07-30,
AMZN,2025-07-31,0,2025-07-31,
AMZN,2025-07-31,1,2025-08-01,
AMZN,2025-07-31,2,2025-08-02,
AMZN,2025-10-30,-2,2025-10-28,
AMZN,2025-10-30,-1,2025-10-29,
AMZN,2025-10-30,0,2025-10-30,
AMZN,2025-10-30,1,2025-10-31,
AMZN,2025-10-30,2,2025-11-01,
ASML.AS,2024-01-24,-2,2024-01-22,0.0
ASML.AS,2024-01-24,-1,2024-01-23,0.0
ASML.AS,2024-01-24,0,2024-01-24,0.0
ASML.AS,2024-01-24,1,2024-01-25,0.0
ASML.AS,2024-01-24,2,2024-01-26,0.0
ASML.AS,2024-04-17,-2,2024-04-15,0.0
ASML.AS,2024-04-17,-1,2024-04-16,0.0
ASML.AS,2024-04-17,0,2024-04-17,0.0
ASML.AS,2024-04-17,1,2024-04-18,0.0
ASML.AS,2024-04-17,2,2024-04-19,0.0
ASML.AS,2024-07-17,-2,2024-07-15,0.0
ASML.AS,2024-07-17,-1,2024-07-16,0.0
ASML.AS,2024-07-17,0,2024-07-17,0.0
ASML.AS,2024-07-17,1,2024-07-18,1.0
ASML.AS,2024-07-17,2,2024-07-19,0.0
ASML.AS,2024-10-15,-2,2024-10-13,
ASML.AS,2024-10-15,-1,2024-10-14,
ASML.AS,2024-10-15,0,2024-10-15,
ASML.AS,2024-10-15,1,2024-10-16,
ASML.AS,2024-10-15,2,2024-10-17,
ASML.AS,2025-01-29,-2,2025-01-27,
ASML.AS,2025-01-29,-1,2025-01-28,
ASML.AS,2025-01-29,0,2025-01-29,
ASML.AS,2025-01-29,1,2025-01-30,
ASML.AS,2025-01-29,2,2025-01-31,
ASML.AS,2025-04-16,-2,2025-04-14,
ASML.AS,2025-04-16,-1,2025-04-15,
ASML.AS,2025-04-16,0,2025-04-16,
ASML.AS,2025-04-16,1,2025-04-17,
ASML.AS,2025-04-16,2,2025-04-18,
ASML.AS,2025-07-16,-2,2025-07-14,
ASML.AS,2025-07-16,-1,2025-07-15,
ASML.AS,2025-07-16,0,2025-07-16,
ASML.AS,2025-07-16,1,2025-07-17,
ASML.AS,2025-07-16,2,2025-07-18,
ASML.AS,2025-10-15,-2,2025-10-13,
ASML.AS,2025-10-15,-1,2025-10-14,
ASML.AS,2025-10-15,0,2025-10-15,
ASML.AS,2025-10-15,1,2025-10-16,
ASML.AS,2025-10-15,2,2025-10-17,
B3SA3.SA,2024-02-22,-2,2024-02-20,0.0
B3SA3.SA,2024-02-22,-1,2024-02-21,0.0
B3SA3.SA,2024-02-22,0,2024-02-22,0.0
B3SA3.SA,2024-02-22,1,2024-02-23,0.0
B3SA3.SA,2024-02-22,2,2024-02-24,0.0
B3SA3.SA,2024-05-09,-2,2024-05-07,0.0
B3SA3.SA,2024-05-09,-1,2024-05-08,0.0
B3SA3.SA,2024-05-09,0,2024-05-09,0.0
B3SA3.SA,2024-05-09,1,2024-05-10,0.0
B3SA3.SA,2024-05-09,2,2024-05-11,0.0
B3SA3.SA,2024-08-08,-2,2024-08-06,
B3SA3.SA,2024-08-08,-1,2024-08-07,
B3SA3.SA,2024-08-08,0,2024-08-08,
B3SA3.SA,2024-08-08,1,2024-08-09,
B3SA3.SA,2024-08-08,2,2024-08-10,
B3SA3.SA,2024-11-13,-2,2024-11-11,
B3SA3.SA,2024-11-13,-1,2024-11-12,
B3SA3.SA,2024-11-13,0,2024-11-13,
B3SA3.SA,2024-11-13,1,2024-11-14,
B3SA3.SA,2024-11-13,2,2024-11-15,
B3SA3.SA,2025-02-20,-2,2025-02-18,
B3SA3.SA,2025-02-20,-1,2025-02-19,
B3SA3.SA,2025-02-20,0,2025-02-20,
B3SA3.SA,2025-02-20,1,2025-02-21,
B3SA3.SA,2025-02-20,2,2025-02-22,
B3SA3.SA,2025-05-08,-2,2025-05-06,
B3SA3.SA,2025-05-08,-1,2025-05-07,
B3SA3.SA,2025-05-08,0,2025-05-08,
B3SA3.SA,2025-05-08,1,2025-05-09,
B3SA3.SA,2025-05-08,2,2025-05-10,
B3SA3.SA,2025-08-07,-2,2025-08-05,
B3SA3.SA,2025-08-07,-1,2025-08-06,
B3SA3.SA,2025-08-07,0,2025-08-07,
B3SA3.SA,2025-08-07,1,2025-08-08,
B3SA3.SA,2025-08-07,2,2025-08-09,
B3SA3.SA,2025-11-11,-2,2025-11-09,
B3SA3.SA,2025-11-11,-1,2025-11-10,
B3SA3.SA,2025-11-11,0,2025-11-11,
B3SA3.SA,2025-11-11,1,2025-11-12,
B3SA3.SA,2025-11-11,2,2025-11-13,
CNQ.TO,2024-02-29,-2,2024-02-27,0.0
CNQ.TO,2024-02-29,-1,2024-02-28,0.0
CNQ.TO,2024-02-29,0,2024-02-29,0.0
CNQ.TO,2024-02-29,1,2024-03-01,1.0
CNQ.TO,2024-02-29,2,2024-03-02,0.0
CNQ.TO,2024-05-02,-2,2024-04-30,0.0
CNQ.TO,2024-05-02,-1,2024-05-01,0.0
CNQ.TO,2024-05-02,0,2024-05-02,0.0
CNQ.TO,2024-05-02,1,2024-05-03,0.0
CNQ.TO,2024-05-02,2,2024-05-04,0.0
CNQ.TO,2024-08-01,-2,2024-07-30,
CNQ.TO,2024-08-01,-1,2024-07-31,
CNQ.TO,2024-08-01,0,2024-08-01,
CNQ.TO,2024-08-01,1,2024-08-02,
CNQ.TO,2024-08-01,2,2024-08-03,
CNQ.TO,2024-10-31,-2,2024-10-29,
CNQ.TO,2024-10-31,-1,2024-10-30,
CNQ.TO,2024-10-31,0,2024-10-31,
CNQ.TO,2024-10-31,1,2024-11-01,
CNQ.TO,2024-10-31,2,2024-11-02,
CNQ.TO,2025-03-06,-2,2025-03-04,
CNQ.TO,2025-03-06,-1,2025-03-05,
CNQ.TO,2025-03-06,0,2025-03-06,
CNQ.TO,2025-03-06,1,2025-03-07,
CNQ.TO,2025-03-06,2,2025-03-08,
CNQ.TO,2025-05-08,-2,2025-05-06,
CNQ.TO,2025-05-08,-1,2025-05-07,
CNQ.TO,2025-05-08,0,2025-05-08,
CNQ.TO,2025-05-08,1,2025-05-09,
CNQ.TO,2025-05-08,2,2025-05-10,
CNQ.TO,2025-08-07,-2,2025-08-05,
CNQ.TO,2025-08-07,-1,2025-08-06,
CNQ.TO,2025-08-07,0,2025-08-07,
CNQ.TO,2025-08-07,1,2025-08-08,
CNQ.TO,2025-08-07,2,2025-08-09,
CNQ.TO,2025-11-06,-2,2025-11-04,
CNQ.TO,2025-11-06,-1,2025-11-05,
CNQ.TO,2025-11-06,0,2025-11-06,
CNQ.TO,2025-11-06,1,2025-11-07,
CNQ.TO,2025-11-06,2,2025-11-08,
CP.TO,2024-01-30,-2,2024-01-28,1.0
CP.TO,2024-01-30,-1,2024-01-29,0.0
CP.TO,2024-01-30,0,2024-01-30,0.0
CP.TO,2024-01-30,1,2024-01-31,0.0
CP.TO,2024-01-30,2,2024-02-01,0.0
CP.TO,2024-04-24,-2,2024-04-22,0.0
CP.TO,2024-04-24,-1,2024-04-23,0.0
CP.TO,2024-04-24,0,2024-04-24,0.0
CP.TO,2024-04-24,1,2024-04-25,0.0
CP.TO,2024-04-24,2,2024-04-26,0.0
CP.TO,2024-07-30,-2,2024-07-28,
CP.TO,2024-07-30,-1,2024-07-29,
CP.TO,2024-07-30,0,2024-07-30,
CP.TO,2024-07-30,1,2024-07-31,
CP.TO,2024-07-30,2,2024-08-01,
CP.TO,2024-10-23,-2,2024-10-21,
CP.TO,2024-10-23,-1,2024-10-22,
CP.TO,2024-10-23,0,2024-10-23,
CP.TO,2024-10-23,1,2024-10-24,
CP.TO,2024-10-23,2,2024-10-25,
CP.TO,2025-01-29,-2,2025-01-27,
CP.TO,2025-01-29,-1,2025-01-28,
CP.TO,2025-01-29,0,2025-01-29,
CP.TO,2025-01-29,1,2025-01-30,
CP.TO,2025-01-29,2,2025-01-31,
CP.TO,2025-04-30,-2,2025-04-28,
CP.TO,2025-04-30,-1,2025-04-29,
CP.TO,2025-04-30,0,2025-04-30,
CP.TO,2025-04-30,1,2025-05-01,
CP.TO,2025-04-30,2,2025-05-02,
CP.TO,2025-07-30,-2,2025-07-28,
CP.TO,2025-07-30,-1,2025-07-29,
CP.TO,2025-07-30,0,2025-07-30,
CP.TO,2025-07-30,1,2025-07-31,
CP.TO,2025-07-30,2,2025-08-01,
CP.TO,2025-10-29,-2,2025-10-27,
CP.TO,2025-10-29,-1,2025-10-28,
CP.TO,2025-10-29,0,2025-10-29,
CP.TO,2025-10-29,1,2025-10-30,
CP.TO,2025-10-29,2,2025-10-31,
ENB.TO,2024-02-09,-2,2024-02-07,0.0
ENB.TO,2024-02-09,-1,2024-02-08,1.0
ENB.TO,2024-02-09,0,2024-02-09,0.0
ENB.TO,2024-02-09,1,2024-02-10,0.0
ENB.TO,2024-02-09,2,2024-02-11,0.0
ENB.TO,2024-05-10,-2,2024-05-08,0.0
ENB.TO,2024-05-10,-1,2024-05-09,0.0
ENB.TO,2024-05-10,0,2024-05-10,1.0
ENB.TO,2024-05-10,1,2024-05-11,0.0
ENB.TO,2024-05-10,2,2024-05-12,0.0
ENB.TO,2024-08-02,-2,2024-07-31,
ENB.TO,2024-08-02,-1,2024-08-01,
ENB.TO,2024-08-02,0,2024-08-02,
ENB.TO,2024-08-02,1,2024-08-03,
ENB.TO,2024-08-02,2,2024-08-04,
ENB.TO,2024-11-01,-2,2024-10-30,
ENB.TO,2024-11-01,-1,2024-10-31,
ENB.TO,2024-11-01,0,2024-11-01,
ENB.TO,2024-11-01,1,2024-11-02,
ENB.TO,2024-11-01,2,2024-11-03,
ENB.TO,2025-02-14,-2,2025-02-12,
ENB.TO,2025-02-14,-1,2025-02-13,
ENB.TO,2025-02-14,0,2025-02-14,
ENB.TO,2025-02-14,1,2025-02-15,
ENB.TO,2025-02-14,2,2025-02-16,
ENB.TO,2025-05-09,-2,2025-05-07,
ENB.TO,2025-05-09,-1,2025-05-08,
ENB.TO,2025-05-09,0,2025-05-09,
ENB.TO,2025-05-09,1,2025-05-10,
ENB.TO,2025-05-09,2,2025-05-11,
ENB.TO,2025-08-01,-2,2025-07-30,
ENB.TO,2025-08-01,-1,2025-07-31,
ENB.TO,2025-08-01,0,2025-08-01,
ENB.TO,2025-08-01,1,2025-08-02,
ENB.TO,2025-08-01,2,2025-08-03,
ENB.TO,2025-11-07,-2,2025-11-05,
ENB.TO,2025-11-07,-1,2025-11-06,
ENB.TO,2025-11-07,0,2025-11-07,
ENB.TO,2025-11-07,1,2025-11-08,
ENB.TO,2025-11-07,2,2025-11-09,
ICICIBANK.NS,2024-01-20,-2,2024-01-18,0.0
ICICIBANK.NS,2024-01-20,-1,2024-01-19,0.0
ICICIBANK.NS,2024-01-20,0,2024-01-20,0.0
ICICIBANK.NS,2024-01-20,1,2024-01-21,0.0
ICICIBANK.NS,2024-01-20,2,2024-01-22,0.0
ICICIBANK.NS,2024-04-27,-2,2024-04-25,0.0
ICICIBANK.NS,2024-04-27,-1,2024-04-26,0.0
ICICIBANK.NS,2024-04-27,0,2024-04-27,0.0
ICICIBANK.NS,2024-04-27,1,2024-04-28,0.0
ICICIBANK.NS,2024-04-27,2,2024-04-29,0.0
ICICIBANK.NS,2024-07-27,-2,2024-07-25,0.0
ICICIBANK.NS,2024-07-27,-1,2024-07-26,0.0
ICICIBANK.NS,2024-07-27,0,2024-07-27,
ICICIBANK.NS,2024-07-27,1,2024-07-28,
ICICIBANK.NS,2024-07-27,2,2024-07-29,
ICICIBANK.NS,2024-10-26,-2,2024-10-24,
ICICIBANK.NS,2024-10-26,-1,2024-10-25,
ICICIBANK.NS,2024-10-26,0,2024-10-26,
ICICIBANK.NS,2024-10-26,1,2024-10-27,
ICICIBANK.NS,2024-10-26,2,2024-10-28,
ICICIBANK.NS,2025-01-25,-2,2025-01-23,
ICICIBANK.NS,2025-01-25,-1,2025-01-24,
ICICIBANK.NS,2025-01-25,0,2025-01-25,
ICICIBANK.NS,2025-01-25,1,2025-01-26,
ICICIBANK.NS,2025-01-25,2,2025-01-27,
ICICIBANK.NS,2025-04-19,-2,2025-04-17,
ICICIBANK.NS,2025-04-19,-1,2025-04-18,
ICICIBANK.NS,2025-04-19,0,2025-04-19,
ICICIBANK.NS,2025-04-19,1,2025-04-20,
ICICIBANK.NS,2025-04-19,2,2025-04-21,
ICICIBANK.NS,2025-07-19,-2,2025-07-17,
ICICIBANK.NS,2025-07-19,-1,2025-07-18,
ICICIBANK.NS,2025-07-19,0,2025-07-19,
ICICIBANK.NS,2025-07-19,1,2025-07-20,
ICICIBANK.NS,2025-07-19,2,2025-07-21,
ICICIBANK.NS,2025-10-18,-2,2025-10-16,
ICICIBANK.NS,2025-10-18,-1,2025-10-17,
ICICIBANK.NS,2025-10-18,0,2025-10-18,
ICICIBANK.NS,2025-10-18,1,2025-10-19,
ICICIBANK.NS,2025-10-18,2,2025-10-20,
INFY.NS,2024-01-11,-2,2024-01-09,1.0
INFY.NS,2024-01-11,-1,2024-01-10,1.0
INFY.NS,2024-01-11,0,2024-01-11,2.0
INFY.NS,2024-01-11,1,2024-01-12,0.0
INFY.NS,2024-01-11,2,2024-01-13,0.0
INFY.NS,2024-04-18,-2,2024-04-16,5.0
INFY.NS,2024-04-18,-1,2024-04-17,3.0
INFY.NS,2024-04-18,0,2024-04-18,11.0
INFY.NS,2024-04-18,1,2024-04-19,3.0
INFY.NS,2024-04-18,2,2024-04-20,0.0
INFY.NS,2024-07-18,-2,2024-07-16,1.0
INFY.NS,2024-07-18,-1,2024-07-17,0.0
INFY.NS,2024-07-18,0,2024-07-18,13.0
INFY.NS,2024-07-18,1,2024-07-19,2.0
INFY.NS,2024-07-18,2,2024-07-20,0.0
INFY.NS,2024-10-17,-2,2024-10-15,
INFY.NS,2024-10-17,-1,2024-10-16,
INFY.NS,2024-10-17,0,2024-10-17,
INFY.NS,2024-10-17,1,2024-10-18,
INFY.NS,2024-10-17,2,2024-10-19,
INFY.NS,2025-01-16,-2,2025-01-14,
INFY.NS,2025-01-16,-1,2025-01-15,
INFY.NS,2025-01-16,0,2025-01-16,
INFY.NS,2025-01-16,1,2025-01-17,
INFY.NS,2025-01-16,2,2025-01-18,
INFY.NS,2025-04-17,-2,2025-04-15,
INFY.NS,2025-04-17,-1,2025-04-16,
INFY.NS,2025-04-17,0,2025-04-17,
INFY.NS,2025-04-17,1,2025-04-18,
INFY.NS,2025-04-17,2,2025-04-19,
INFY.NS,2025-07-23,-2,2025-07-21,
INFY.NS,2025-07-23,-1,2025-07-22,
INFY.NS,2025-07-23,0,2025-07-23,
INFY.NS,2025-07-23,1,2025-07-24,
INFY.NS,2025-07-23,2,2025-07-25,
INFY.NS,2025-10-16,-2,2025-10-14,
INFY.NS,2025-10-16,-1,2025-10-15,
INFY.NS,2025-10-16,0,2025-10-16,
INFY.NS,2025-10-16,1,2025-10-17,
INFY.NS,2025-10-16,2,2025-10-18,
MBG.DE,2024-03-20,-2,2024-03-18,1.0
MBG.DE,2024-03-20,-1,2024-03-19,0.0
MBG.DE,2024-03-20,0,2024-03-20,0.0
MBG.DE,2024-03-20,1,2024-03-21,2.0
MBG.DE,2024-03-20,2,2024-03-22,1.0
MBG.DE,2024-04-30,-2,2024-04-28,8.0
MBG.DE,2024-04-30,-1,2024-04-29,0.0
MBG.DE,2024-04-30,0,2024-04-30,1.0
MBG.DE,2024-04-30,1,2024-05-01,0.0
MBG.DE,2024-04-30,2,2024-05-02,0.0
MBG.DE,2024-07-26,-2,2024-07-24,3.0
MBG.DE,2024-07-26,-1,2024-07-25,0.0
MBG.DE,2024-07-26,0,2024-07-26,1.0
MBG.DE,2024-07-26,1,2024-07-27,
MBG.DE,2024-07-26,2,2024-07-28,
MBG.DE,2024-10-25,-2,2024-10-23,
MBG.DE,2024-10-25,-1,2024-10-24,
MBG.DE,2024-10-25,0,2024-10-25,
MBG.DE,2024-10-25,1,2024-10-26,
MBG.DE,2024-10-25,2,2024-10-27,
MBG.DE,2025-02-20,-2,2025-02-18,
MBG.DE,2025-02-20,-1,2025-02-19,
MBG.DE,2025-02-20,0,2025-02-20,
MBG.DE,2025-02-20,1,2025-02-21,
MBG.DE,2025-02-20,2,2025-02-22,
MBG.DE,2025-04-30,-2,2025-04-28,
MBG.DE,2025-04-30,-1,2025-04-29,
MBG.DE,2025-04-30,0,2025-04-30,
MBG.DE,2025-04-30,1,2025-05-01,
MBG.DE,2025-04-30,2,2025-05-02,
MBG.DE,2025-07-29,-2,2025-07-27,
MBG.DE,2025-07-29,-1,2025-07-28,
MBG.DE,2025-07-29,0,2025-07-29,
MBG.DE,2025-07-29,1,2025-07-30,
MBG.DE,2025-07-29,2,2025-07-31,
MBG.DE,2025-10-28,-2,2025-10-26,
MBG.DE,2025-10-28,-1,2025-10-27,
MBG.DE,2025-10-28,0,2025-10-28,
MBG.DE,2025-10-28,1,2025-10-29,
MBG.DE,2025-10-28,2,2025-10-30,
META,2024-02-01,-2,2024-01-30,33.0
META,2024-02-01,-1,2024-01-31,29.0
META,2024-02-01,0,2024-02-01,38.0
META,2024-02-01,1,2024-02-02,43.0
META,2024-02-01,2,2024-02-03,18.0
META,2024-04-24,-2,2024-04-22,32.0
META,2024-04-24,-1,2024-04-23,45.0
META,2024-04-24,0,2024-04-24,65.0
META,2024-04-24,1,2024-04-25,57.0
META,2024-04-24,2,2024-04-26,51.0
META,2024-07-31,-2,2024-07-29,
META,2024-07-31,-1,2024-07-30,
META,2024-07-31,0,2024-07-31,
META,2024-07-31,1,2024-08-01,
META,2024-07-31,2,2024-08-02,
META,2024-10-30,-2,2024-10-28,
META,2024-10-30,-1,2024-10-29,
META,2024-10-30,0,2024-10-30,
META,2024-10-30,1,2024-10-31,
META,2024-10-30,2,2024-11-01,
META,2025-01-29,-2,2025-01-27,
META,2025-01-29,-1,2025-01-28,
META,2025-01-29,0,2025-01-29,
META,2025-01-29,1,2025-01-30,
META,2025-01-29,2,2025-01-31,
META,2025-04-30,-2,2025-04-28,
META,2025-04-30,-1,2025-04-29,
META,2025-04-30,0,2025-04-30,
META,2025-04-30,1,2025-05-01,
META,2025-04-30,2,2025-05-02,
META,2025-07-30,-2,2025-07-28,
META,2025-07-30,-1,2025-07-29,
META,2025-07-30,0,2025-07-30,
META,2025-07-30,1,2025-07-31,
META,2025-07-30,2,2025-08-01,
META,2025-10-29,-2,2025-10-27,
META,2025-10-29,-1,2025-10-28,
META,2025-10-29,0,2025-10-29,
META,2025-10-29,1,2025-10-30,
META,2025-10-29,2,2025-10-31,
NVDA,2024-02-21,-2,2024-02-19,11.0
NVDA,2024-02-21,-1,2024-02-20,10.0
NVDA,2024-02-21,0,2024-02-21,9.0
NVDA,2024-02-21,1,2024-02-22,19.0
NVDA,2024-02-21,2,2024-02-23,21.0
NVDA,2024-05-22,-2,2024-05-20,5.0
NVDA,2024-05-22,-1,2024-05-21,13.0
NVDA,2024-05-22,0,2024-05-22,13.0
NVDA,2024-05-22,1,2024-05-23,12.0
NVDA,2024-05-22,2,2024-05-24,8.0
NVDA,2024-08-28,-2,2024-08-26,
NVDA,2024-08-28,-1,2024-08-27,
NVDA,2024-08-28,0,2024-08-28,
NVDA,2024-08-28,1,2024-08-29,
NVDA,2024-08-28,2,2024-08-30,
NVDA,2024-11-20,-2,2024-11-18,
NVDA,2024-11-20,-1,2024-11-19,
NVDA,2024-11-20,0,2024-11-20,
NVDA,2024-11-20,1,2024-11-21,
NVDA,2024-11-20,2,2024-11-22,
NVDA,2025-02-26,-2,2025-02-24,
NVDA,2025-02-26,-1,2025-02-25,
NVDA,2025-02-26,0,2025-02-26,
NVDA,2025-02-26,1,2025-02-27,
NVDA,2025-02-26,2,2025-02-28,
NVDA,2025-05-28,-2,2025-05-26,
NVDA,2025-05-28,-1,2025-05-27,
NVDA,2025-05-28,0,2025-05-28,
NVDA,2025-05-28,1,2025-05-29,
NVDA,2025-05-28,2,2025-05-30,
NVDA,2025-08-27,-2,2025-08-25,
NVDA,2025-08-27,-1,2025-08-26,
NVDA,2025-08-27,0,2025-08-27,
NVDA,2025-08-27,1,2025-08-28,
NVDA,2025-08-27,2,2025-08-29,
NVDA,2025-11-19,-2,2025-11-17,
NVDA,2025-11-19,-1,2025-11-18,
NVDA,2025-11-19,0,2025-11-19,
NVDA,2025-11-19,1,2025-11-20,
NVDA,2025-11-19,2,2025-11-21,
RENT3.SA,2024-03-13,-2,2024-03-11,0.0
RENT3.SA,2024-03-13,-1,2024-03-12,0.0
RENT3.SA,2024-03-13,0,2024-03-13,0.0
RENT3.SA,2024-03-13,1,2024-03-14,0.0
RENT3.SA,2024-03-13,2,2024-03-15,0.0
RENT3.SA,2024-05-09,-2,2024-05-07,0.0
RENT3.SA,2024-05-09,-1,2024-05-08,0.0
RENT3.SA,2024-05-09,0,2024-05-09,0.0
RENT3.SA,2024-05-09,1,2024-05-10,0.0
RENT3.SA,2024-05-09,2,2024-05-11,0.0
RENT3.SA,2024-08-23,-2,2024-08-21,
RENT3.SA,2024-08-23,-1,2024-08-22,
RENT3.SA,2024-08-23,0,2024-08-23,
RENT3.SA,2024-08-23,1,2024-08-24,
RENT3.SA,2024-08-23,2,2024-08-25,
RENT3.SA,2024-11-20,-2,2024-11-18,
RENT3.SA,2024-11-20,-1,2024-11-19,
RENT3.SA,2024-11-20,0,2024-11-20,
RENT3.SA,2024-11-20,1,2024-11-21,
RENT3.SA,2024-11-20,2,2024-11-22,
