cpi_date,trading_d,ratio_T-6,ratio_T-5,ratio_T0,ratio_T+5,move_T0_pct_change_5d,vix_T0_pct_change_5d,move_true_pre_pct_change_5d,vix_true_pre_pct_change_5d,move_release_day_pct_change,vix_release_day_pct_change,move_post_pct_change_5d,vix_post_pct_change_5d
2025-01-15,2025-01-15,6.102867444034066,5.767676797949054,5.775433847840206,5.892809549847958,-9.418175150947405,-9.539836614501073,4.188373173648863,16.64587292112092,-8.716540421466634,-13.842856076827314,-4.930178746637148,-6.823823351128544
2025-02-12,2025-02-12,5.245787541078373,6.003804537530258,5.448709877935092,5.5083015949380965,-8.555131440655794,0.7609377430297215,-5.206022387895725,-6.914576932096617,1.168497287455228,-0.8114863341212808,-0.36960000930542636,-1.4474543168106035
2025-03-12,2025-03-12,4.630795477953087,4.756953864255226,4.296739685400037,4.59296498884201,-0.2013028039560827,10.487912471746363,5.263153837588153,14.504465394359944,-9.15357591923387,-9.992572535044165,-12.208240332301868,-17.87040860714112
2025-04-10,2025-04-10,4.9460715136021625,3.730846045708002,3.152013807854679,3.8664418504073845,14.598219735281814,35.64290672811183,21.09221033005253,56.29938900113367,-0.37258070380882247,21.118389394369697,-10.681734368450224,-27.185661272879745
2025-05-13,2025-05-13,4.418358699026832,4.288368308709457,5.495609277000734,5.60364852910631,-5.697874396655955,-26.413573728075413,-1.4839592797033396,-22.208122400793663,-2.6919380285570838,-0.9244158887228737,1.2383956128809048,-0.7134970673205121
2025-06-11,2025-06-11,5.652911078633114,5.507098239390549,5.177288495096423,4.6494539338356455,-7.857292723054165,-1.9875091955646407,-8.779998779296871,-4.183152904339837,-2.0390271710820973,1.828905321468688,4.789613641521262,16.68597405895389
2025-07-15,2025-07-15,4.976390906311126,5.237953947003392,5.11795174012648,5.447878750887784,1.0221395403647415,3.3908370787224307,2.4850385270209774,-3.3164706139668043,-1.9618718646893796,1.0465022665288926,1.0567762491922483,-5.063286555002266
2025-08-12,2025-08-12,5.019976863600408,4.9971986017906,5.2559402970077285,5.276172327298581,-13.20627711022474,-17.47899592468527,-7.038084169183634,-7.248860870896234,-5.308223891743225,-9.353848970853363,6.109536901062462,5.702648870960947
2025-09-11,2025-09-11,5.4844034297743995,5.768627518689679,5.103331033320706,4.580255065969662,-14.944484616086129,-3.8562100995604753,-11.25236594616661,-6.116207808370133,-5.667255632646295,-4.169383240506974,-4.209399288079007,6.730113994227249
2025-10-24,2025-10-24,3.2094035982196774,3.783445627944951,4.211362181251707,3.819380651982926,-12.31238866319757,-21.222327727093116,-8.839098865509175,-31.647571702481635,-6.900743281239152,-5.375713519309755,-3.3797530440110024,6.536344776841974
2025-12-18,2025-12-18,4.351299984446099,4.662625998997903,3.557201857511002,4.301470467582297,-13.330444579730427,13.602696335848496,-8.568931554594139,11.73113714501486,-4.351296276535754,-4.256526471497213,-2.5162445655182997,-19.383522792475837
2026-01-13,2026-01-13,4.342953069877703,4.462372860666049,3.8041303289687116,3.524260515839628,-7.642052267727994,8.338979947364944,-2.7970909970667313,1.4765118970554214,-3.3545318905651267,5.6878284602278395,-2.0233583216185735,5.757197137974357
2026-02-13,2026-02-13,2.855305399189574,3.123220241078745,3.4029124842724756,3.237981819999127,10.185475716801239,1.1291091446267387,10.31209759193552,-4.363806811959259,2.2312947150448403,-1.056672990293961,-2.952924022656578,1.9902904845619185
2026-03-11,2026-03-11,3.2986848114840353,3.311111113115155,3.2434997037823754,3.238341949217546,12.223329584184373,14.562647656066897,-1.8263642044312745,5.77004933373082,2.960820716129553,-2.8078650395929716,3.384659353682795,3.549321612047329
2026-04-10,2026-04-10,3.675224086252571,3.5362379846828804,3.751950246665909,3.7585811595414245,-14.524347357342716,-19.438630640392084,-17.939904498491877,-20.57865100246945,-2.513174647567029,-1.3340186348648642,-8.939715095256396,-9.100364231191682
2026-05-12,2026-05-12,4.256970842699746,4.417721662071141,3.9844358653218888,4.724252614498744,-6.642352898156423,3.509785039164859,-9.14462200201347,0.49206255185505476,1.328813217122926,-2.1218683757119994,19.02901692463237,0.38910336695279213
