Date,CEW,FXA,FXB,FXE,FXY,UUP
2013-02-21,18.159547805786133,90.48513793945312,137.09384155273438,124.28911590576172,105.2699966430664,18.562599182128906
2013-02-22,18.23711395263672,91.24374389648438,136.97569274902344,124.30813598632812,104.91999816894531,18.570953369140625
2013-02-25,18.15092658996582,90.72333526611328,136.2847137451172,123.12012481689453,107.3499984741211,18.64613914489746
2013-02-26,18.18540382385254,90.44099426269531,135.9210968017578,123.13916015625,106.55000305175781,18.66284942626953
2013-02-27,18.219873428344727,90.41455841064453,136.25743103027344,123.86141204833984,106.33999633789062,18.587663650512695
2013-02-28,18.168161392211914,90.27339935302734,136.3302001953125,123.0631332397461,105.76000213623047,18.687910079956055
2013-03-01,18.116453170776367,90.14527893066406,134.93911743164062,122.75900268554688,104.76000213623047,18.746389389038086
2013-03-04,18.133689880371094,90.03923797607422,135.74832153320312,122.72101593017578,104.86000061035156,18.738037109375
2013-03-05,18.19402313232422,90.55175018310547,135.87557983398438,122.9300765991211,105.08000183105469,18.71297264099121
2013-03-06,18.168161392211914,90.51641082763672,135.05734252929688,122.46440887451172,104.16000366210938,18.78816032409668
2013-03-07,18.18540382385254,90.7726058959961,134.911865234375,123.51931762695312,103.29000091552734,18.70461654663086
2013-03-08,18.168161392211914,90.51641082763672,134.08450317382812,122.5213851928711,102.05000305175781,18.846637725830078
2013-03-11,18.18540382385254,90.80796813964844,134.05722045898438,122.86353302001953,101.80000305175781,18.804866790771484
2013-03-12,18.202640533447266,91.2674789428711,133.92088317871094,122.82552337646484,102.11000061035156,18.7965145111084
2013-03-13,18.18540382385254,91.15261840820312,134.1027374267578,122.13176727294922,102.06999969482422,18.8716983795166
2013-03-14,18.168161392211914,91.75345611572266,135.5391387939453,122.58793640136719,102.0,18.7965145111084
2013-03-15,18.219873428344727,92.03621673583984,135.63011169433594,123.11062622070312,102.75,18.71297264099121
2013-03-18,18.116453170776367,91.90369415283203,135.6482696533203,121.8846664428711,102.86000061035156,18.829927444458008
2013-03-19,18.116453170776367,91.72694396972656,135.67552185058594,121.46650695800781,103.11000061035156,18.88840675354004
2013-03-20,18.107833862304688,91.81535339355469,135.7574005126953,121.96070861816406,101.98999786376953,18.846637725830078
2013-03-21,18.064739227294922,92.31013488769531,136.30291748046875,121.52352142333984,103.26000213623047,18.846637725830078
2013-03-22,18.090595245361328,92.4073486328125,136.88475036621094,122.37889099121094,103.72000122070312,18.729684829711914
2013-03-25,18.125072479248047,92.58405303955078,136.37570190429688,121.13386535644531,104.05999755859375,18.863344192504883
2013-03-26,18.107833862304688,92.7784423828125,136.1846923828125,121.17189025878906,103.62000274658203,18.85499382019043
