DATE,VALUE,RELEASE_DATE,SOURCE_SERIES
2022-01-07,-0.8509,2022-01-13,STLFSI2
2022-01-21,-0.5956,2022-01-27,STLFSI3
2022-01-28,-0.4277,2022-02-03,STLFSI3
2022-02-04,-0.765,2022-02-10,STLFSI3
2022-02-11,-0.9065,2022-02-17,STLFSI3
2022-02-18,-0.6915,2022-02-24,STLFSI3
2022-02-25,-0.5427,2022-03-03,STLFSI3
2022-03-04,-0.2709,2022-03-10,STLFSI3
2022-03-11,-0.4598,2022-03-17,STLFSI3
2022-03-18,-1.0293,2022-03-24,STLFSI3
2022-03-25,-1.3549,2022-03-31,STLFSI3
2022-04-01,-1.2777,2022-04-07,STLFSI3
2022-04-08,-1.237,2022-04-14,STLFSI3
2022-04-15,-1.2248,2022-04-21,STLFSI3
2022-04-22,-1.4327,2022-04-28,STLFSI3
2022-04-29,-1.0091,2022-05-05,STLFSI3
2022-05-06,-1.2584,2022-05-12,STLFSI3
2022-05-13,-0.81,2022-05-19,STLFSI3
2022-05-20,-1.0925,2022-05-26,STLFSI3
2022-05-27,-1.2323,2022-06-02,STLFSI3
2022-06-03,-1.651,2022-06-09,STLFSI3
2022-06-10,-1.513,2022-06-16,STLFSI3
2022-06-17,-1.5881,2022-06-23,STLFSI3
2022-06-24,-1.3815,2022-06-30,STLFSI3
2022-07-01,-1.1661,2022-07-07,STLFSI3
2022-07-08,-1.3021,2022-07-14,STLFSI3
2022-07-15,-1.8261,2022-07-21,STLFSI3
2022-07-22,-2.2238,2022-07-28,STLFSI3
2022-07-29,-2.0015,2022-08-04,STLFSI3
2022-08-05,-2.188,2022-08-11,STLFSI3
2022-08-12,-2.1495,2022-08-18,STLFSI3
2022-08-19,-1.936,2022-08-25,STLFSI3
2022-08-26,-1.7044,2022-09-01,STLFSI3
2022-09-02,-1.59,2022-09-08,STLFSI3
2022-09-09,-1.7621,2022-09-15,STLFSI3
2022-09-16,-1.912,2022-09-22,STLFSI3
2022-09-23,-1.6168,2022-09-29,STLFSI3
2022-09-30,-1.2385,2022-10-06,STLFSI3
2022-10-07,-1.2161,2022-10-13,STLFSI3
2022-10-14,-1.4153,2022-10-20,STLFSI3
2022-10-21,-1.8775,2022-10-27,STLFSI3
2022-10-28,-1.7057,2022-11-03,STLFSI3
2022-11-11,-0.3728,2022-11-17,STLFSI4
2022-11-18,-0.2611,2022-11-24,STLFSI4
2022-11-25,-0.256,2022-12-01,STLFSI4
2022-12-02,-0.0367,2022-12-08,STLFSI4
2022-12-09,0.248,2022-12-15,STLFSI4
2022-12-16,0.4171,2022-12-22,STLFSI4
2022-12-23,0.0761,2022-12-29,STLFSI4
2022-12-30,-0.0134,2023-01-05,STLFSI4
2023-01-06,-0.0802,2023-01-12,STLFSI4
2023-01-13,-0.3061,2023-01-19,STLFSI4
2023-01-20,-0.3025,2023-01-26,STLFSI4
2023-01-27,-0.4892,2023-02-02,STLFSI4
2023-02-03,-0.5782,2023-02-09,STLFSI4
2023-02-10,-0.7704,2023-02-16,STLFSI4
2023-02-17,-0.569,2023-02-23,STLFSI4
2023-02-24,-0.2324,2023-03-02,STLFSI4
2023-03-03,-0.4735,2023-03-09,STLFSI4
2023-03-10,-0.2879,2023-03-16,STLFSI4
2023-03-17,1.5746,2023-03-23,STLFSI4
2023-03-24,0.3406,2023-03-30,STLFSI4
2023-03-31,-0.3265,2023-04-06,STLFSI4
2023-04-07,-0.0086,2023-04-13,STLFSI4
2023-04-14,-0.5502,2023-04-20,STLFSI4
2023-04-21,-0.7184,2023-04-27,STLFSI4
2023-04-28,-0.2641,2023-05-04,STLFSI4
2023-05-05,-0.346,2023-05-11,STLFSI4
2023-05-12,-0.5209,2023-05-18,STLFSI4
2023-05-19,-0.4794,2023-05-25,STLFSI4
2023-05-26,-0.6017,2023-06-01,STLFSI4
2023-06-02,-0.3689,2023-06-08,STLFSI4
2023-06-09,-0.6529,2023-06-15,STLFSI4
2023-06-16,-0.5672,2023-06-22,STLFSI4
2023-06-23,-0.5525,2023-06-29,STLFSI4
2023-06-30,-0.7117,2023-07-06,STLFSI4
2023-07-07,-0.7897,2023-07-13,STLFSI4
2023-07-14,-0.6724,2023-07-20,STLFSI4
2023-07-21,-0.7293,2023-07-27,STLFSI4
2023-07-28,-0.7956,2023-08-03,STLFSI4
2023-08-04,-0.7707,2023-08-10,STLFSI4
2023-08-11,-0.6801,2023-08-17,STLFSI4
2023-08-18,-0.6711,2023-08-24,STLFSI4
2023-08-25,-0.722,2023-08-31,STLFSI4
2023-09-01,-0.6556,2023-09-07,STLFSI4
2023-09-08,-0.7535,2023-09-14,STLFSI4
2023-09-15,-0.6938,2023-09-21,STLFSI4
2023-09-22,-0.7316,2023-09-28,STLFSI4
2023-09-29,-0.5545,2023-10-05,STLFSI4
2023-10-06,-0.4893,2023-10-12,STLFSI4
2023-10-13,-0.4851,2023-10-19,STLFSI4
2023-10-20,-0.5136,2023-10-26,STLFSI4
2023-10-27,-0.3351,2023-11-02,STLFSI4
2023-11-03,-0.5559,2023-11-09,STLFSI4
2023-11-10,-0.6715,2023-11-16,STLFSI4
2023-11-17,-0.5468,2023-11-23,STLFSI4
2023-11-24,-0.6839,2023-11-30,STLFSI4
2023-12-01,-0.444,2023-12-07,STLFSI4
2023-12-08,-0.4063,2023-12-14,STLFSI4
2023-12-15,-0.5182,2023-12-21,STLFSI4
2023-12-22,-0.4711,2023-12-28,STLFSI4
2023-12-29,-0.5546,2024-01-04,STLFSI4
2024-01-05,-0.5486,2024-01-11,STLFSI4
2024-01-12,-0.6798,2024-01-18,STLFSI4
2024-01-19,-0.8037,2024-01-25,STLFSI4
2024-01-26,-0.8163,2024-02-01,STLFSI4
2024-02-02,-0.7332,2024-02-08,STLFSI4
2024-02-09,-0.7855,2024-02-15,STLFSI4
2024-02-16,-0.8423,2024-02-22,STLFSI4
2024-02-23,-0.8666,2024-02-29,STLFSI4
2024-03-01,-0.776,2024-03-07,STLFSI4
2024-03-08,-0.7718,2024-03-14,STLFSI4
2024-03-15,-0.9347,2024-03-21,STLFSI4
2024-03-22,-0.9372,2024-03-28,STLFSI4
2024-03-29,-0.9203,2024-04-04,STLFSI4
2024-04-05,-0.8663,2024-04-11,STLFSI4
2024-04-12,-0.8186,2024-04-18,STLFSI4
2024-04-19,-0.6062,2024-04-25,STLFSI4
2024-04-26,-0.8367,2024-05-02,STLFSI4
2024-05-03,-0.8302,2024-05-09,STLFSI4
2024-05-10,-0.9006,2024-05-16,STLFSI4
2024-05-17,-0.8993,2024-05-23,STLFSI4
2024-05-24,-0.9676,2024-05-30,STLFSI4
2024-05-31,-0.8634,2024-06-06,STLFSI4
2024-06-07,-0.8036,2024-06-13,STLFSI4
2024-06-14,-0.8508,2024-06-20,STLFSI4
2024-06-21,-0.7931,2024-06-27,STLFSI4
2024-06-28,-0.8121,2024-07-04,STLFSI4
2024-07-05,-0.8206,2024-07-11,STLFSI4
2024-07-12,-0.7898,2024-07-18,STLFSI4
2024-07-19,-0.7775,2024-07-25,STLFSI4
2024-07-26,-0.5959,2024-08-01,STLFSI4
2024-08-02,-0.2784,2024-08-08,STLFSI4
2024-08-09,-0.1432,2024-08-15,STLFSI4
2024-08-16,-0.7105,2024-08-22,STLFSI4
2024-08-23,-0.6143,2024-08-29,STLFSI4
2024-08-30,-0.6258,2024-09-05,STLFSI4
2024-09-06,-0.3763,2024-09-12,STLFSI4
2024-09-13,-0.2977,2024-09-19,STLFSI4
2024-09-20,-0.4285,2024-09-26,STLFSI4
2024-09-27,-0.3947,2024-10-03,STLFSI4
2024-10-04,-0.6174,2024-10-10,STLFSI4
2024-10-11,-0.6079,2024-10-17,STLFSI4
2024-10-18,-0.5358,2024-10-24,STLFSI4
2024-10-25,-0.4004,2024-10-31,STLFSI4
2024-11-01,-0.3062,2024-11-07,STLFSI4
2024-11-08,-0.57,2024-11-14,STLFSI4
2024-11-15,-0.8092,2024-11-21,STLFSI4
2024-11-22,-0.6153,2024-11-28,STLFSI4
2024-11-29,-0.6083,2024-12-05,STLFSI4
2024-12-06,-0.5299,2024-12-12,STLFSI4
2024-12-13,-0.5906,2024-12-19,STLFSI4
2024-12-20,-0.5224,2024-12-26,STLFSI4
2024-12-27,-0.6404,2025-01-02,STLFSI4
2025-01-03,-0.6291,2025-01-09,STLFSI4
2025-01-10,-0.8199,2025-01-16,STLFSI4
2025-01-17,-0.8225,2025-01-23,STLFSI4
2025-01-24,-0.9762,2025-01-30,STLFSI4
2025-01-31,-0.764,2025-02-06,STLFSI4
2025-02-07,-0.7872,2025-02-13,STLFSI4
2025-02-14,-0.8378,2025-02-20,STLFSI4
2025-02-21,-0.7601,2025-02-27,STLFSI4
2025-02-28,-0.4518,2025-03-06,STLFSI4
2025-03-07,-0.3601,2025-03-13,STLFSI4
2025-03-14,-0.2264,2025-03-20,STLFSI4
2025-03-21,-0.6489,2025-03-27,STLFSI4
2025-03-28,-0.6316,2025-04-03,STLFSI4
2025-04-04,0.0944,2025-04-10,STLFSI4
2025-04-11,0.5535,2025-04-17,STLFSI4
2025-04-18,-0.2104,2025-04-24,STLFSI4
2025-04-25,-0.2767,2025-05-01,STLFSI4
2025-05-02,-0.3478,2025-05-08,STLFSI4
2025-05-09,-0.4793,2025-05-15,STLFSI4
2025-05-16,-0.9036,2025-05-22,STLFSI4
2025-05-23,-0.5089,2025-05-29,STLFSI4
2025-05-30,-0.5433,2025-06-05,STLFSI4
2025-06-06,-0.8111,2025-06-12,STLFSI4
2025-06-13,-0.7856,2025-06-19,STLFSI4
2025-06-20,-0.6635,2025-06-26,STLFSI4
2025-06-27,-0.7036,2025-07-03,STLFSI4
2025-07-04,-0.879,2025-07-10,STLFSI4
2025-07-11,-0.7526,2025-07-17,STLFSI4
2025-07-18,-0.7175,2025-07-24,STLFSI4
2025-07-25,-0.795,2025-07-31,STLFSI4
2025-08-01,-0.6777,2025-08-07,STLFSI4
2025-08-08,-0.5681,2025-08-13,STLFSI4
2025-08-15,-0.8153,2025-08-20,STLFSI4
2025-08-22,-0.7505,2025-08-27,STLFSI4
2025-08-29,-0.7126,2025-09-03,STLFSI4
2025-09-05,-0.4211,2025-09-10,STLFSI4
2025-09-12,-0.5655,2025-09-17,STLFSI4
2025-09-19,-0.5903,2025-09-24,STLFSI4
2025-09-26,-0.534,2025-10-01,STLFSI4
2025-10-03,-0.4941,2025-10-08,STLFSI4
2025-10-10,-0.4834,2025-10-15,STLFSI4
2025-10-17,-0.3683,2025-10-22,STLFSI4
2025-10-24,-0.5081,2025-10-29,STLFSI4
2025-10-31,-0.5405,2025-11-05,STLFSI4
2025-11-07,-0.3091,2025-11-12,STLFSI4
2025-11-14,-0.5064,2025-11-19,STLFSI4
2025-11-21,-0.1331,2025-11-26,STLFSI4
2025-11-28,-0.3964,2025-12-03,STLFSI4
2025-12-05,-0.4257,2025-12-10,STLFSI4
2025-12-12,-0.3606,2025-12-17,STLFSI4
2025-12-19,-0.342,2025-12-24,STLFSI4
2025-12-26,-0.5822,2025-12-31,STLFSI4
2026-01-02,-0.5656,2026-01-07,STLFSI4
2026-01-09,-0.6644,2026-01-14,STLFSI4
2026-01-16,-0.651,2026-01-21,STLFSI4
2026-01-23,-0.7123,2026-01-28,STLFSI4
2026-01-30,-0.6784,2026-02-04,STLFSI4
2026-02-06,-0.6558,2026-02-11,STLFSI4
2026-02-13,-0.6208,2026-02-18,STLFSI4
2026-02-20,-0.5981,2026-02-25,STLFSI4
2026-02-27,-0.4436,2026-03-04,STLFSI4
2026-03-06,-0.4279,2026-03-11,STLFSI4
2026-03-13,-0.299,2026-03-18,STLFSI4
2026-03-20,-0.3677,2026-03-25,STLFSI4
2026-03-27,-0.1828,2026-04-01,STLFSI4
2026-04-03,-0.2412,2026-04-08,STLFSI4
