week_end,obs_date,release_date,value
2020-09-11,2020-09-04,2020-09-10,-0.32
2020-09-18,2020-09-11,2020-09-17,-0.1387
2020-09-25,2020-09-18,2020-09-24,-0.385
2020-10-02,2020-09-25,2020-10-01,-0.0022
2020-10-09,2020-10-02,2020-10-08,-0.3593
2020-10-16,2020-10-09,2020-10-15,-0.5148
2020-10-23,2020-10-16,2020-10-22,-0.3568
2020-10-30,2020-10-23,2020-10-29,-0.2833
2020-11-06,2020-10-30,2020-11-05,0.1029
2020-11-13,2020-11-06,2020-11-12,-0.3909
2020-11-20,2020-11-13,2020-11-19,-0.8328
2020-11-27,2020-11-20,2020-11-27,-0.4733
2020-12-04,2020-11-27,2020-12-03,-0.6546
2020-12-11,2020-12-04,2020-12-10,-0.6852
2020-12-18,2020-12-11,2020-12-17,-0.6199
2020-12-25,2020-12-18,2020-12-24,-0.5545
2021-01-01,2020-12-25,2020-12-31,-0.5823
2021-01-08,2021-01-01,2021-01-07,-0.6969
2021-01-15,2021-01-08,2021-01-14,-0.6911
2021-01-22,2021-01-15,2021-01-21,-0.7384
2021-01-29,2021-01-22,2021-01-28,-0.7417
2021-02-05,2021-01-29,2021-02-04,-0.4489
2021-02-12,2021-02-05,2021-02-11,-0.7656
2021-02-19,2021-02-12,2021-02-18,-0.9186
2021-02-26,2021-02-19,2021-02-25,-0.8002
2021-03-05,2021-02-26,2021-03-04,-0.5901
2021-03-12,2021-03-05,2021-03-11,-0.5661
2021-03-19,2021-03-12,2021-03-18,-0.6639
2021-03-26,2021-03-19,2021-03-25,-0.6925
2021-04-02,2021-03-26,2021-04-01,-0.7036
2021-04-09,2021-04-02,2021-04-08,-0.8136
2021-04-16,2021-04-09,2021-04-15,-0.9184
2021-04-23,2021-04-16,2021-04-22,-0.8656
2021-04-30,2021-04-23,2021-04-29,-0.8052
2021-05-07,2021-04-30,2021-05-06,-0.9257
2021-05-14,2021-05-07,2021-05-13,-0.9396
2021-05-21,2021-05-14,2021-05-20,-0.8694
2021-05-28,2021-05-21,2021-05-27,-0.8527
2021-06-04,2021-05-28,2021-06-03,-0.9691
2021-06-11,2021-06-04,2021-06-10,-1.0062
2021-06-18,2021-06-11,2021-06-17,-0.979
2021-06-25,2021-06-18,2021-06-24,-0.9253
2021-07-02,2021-06-25,2021-07-01,-0.9771
2021-07-09,2021-07-02,2021-07-08,-1.019
2021-07-16,2021-07-09,2021-07-15,-0.8917
2021-07-23,2021-07-16,2021-07-22,-0.9812
2021-07-30,2021-07-23,2021-07-29,-0.7332
2021-08-06,2021-07-30,2021-08-05,-0.9473
2021-08-13,2021-08-06,2021-08-12,-0.8717
2021-08-20,2021-08-13,2021-08-19,-1.0606
2021-08-27,2021-08-20,2021-08-26,-0.8255
2021-09-03,2021-08-27,2021-09-02,-1.0031
2021-09-10,2021-09-03,2021-09-09,-0.9963
2021-09-17,2021-09-10,2021-09-16,-0.971
2021-09-24,2021-09-17,2021-09-23,-0.9386
2021-10-01,2021-09-24,2021-09-30,-0.7951
2021-10-08,2021-10-01,2021-10-07,-0.8858
2021-10-15,2021-10-08,2021-10-14,-0.8827
2021-10-22,2021-10-15,2021-10-21,-0.9785
2021-10-29,2021-10-22,2021-10-28,-1.1357
2021-11-05,2021-10-29,2021-11-04,-1.0052
2021-11-12,2021-11-05,2021-11-11,-0.8724
2021-11-19,2021-11-12,2021-11-18,-0.9572
2021-11-26,2021-11-19,2021-11-25,-0.8622
2021-12-03,2021-11-26,2021-12-02,-0.644
2021-12-10,2021-12-03,2021-12-09,-0.3137
2021-12-17,2021-12-10,2021-12-16,-0.8564
2021-12-24,2021-12-17,2021-12-23,-0.6257
2021-12-31,2021-12-24,2021-12-30,-0.694
2022-01-07,2021-12-31,2022-01-06,-0.9201
2022-01-14,2022-01-07,2022-01-13,-0.8509
2022-01-21,2022-01-07,2022-01-13,-0.8509
2022-01-28,2022-01-21,2022-01-27,-0.5956
2022-02-04,2022-01-28,2022-02-03,-0.4277
2022-02-11,2022-02-04,2022-02-10,-0.765
2022-02-18,2022-02-11,2022-02-17,-0.9065
2022-02-25,2022-02-18,2022-02-24,-0.6915
2022-03-04,2022-02-25,2022-03-03,-0.5427
2022-03-11,2022-03-04,2022-03-10,-0.2709
2022-03-18,2022-03-11,2022-03-17,-0.4598
2022-03-25,2022-03-18,2022-03-24,-1.0293
2022-04-01,2022-03-25,2022-03-31,-1.3549
2022-04-08,2022-04-01,2022-04-07,-1.2777
2022-04-15,2022-04-08,2022-04-14,-1.237
2022-04-22,2022-04-15,2022-04-21,-1.2248
2022-04-29,2022-04-22,2022-04-28,-1.4327
2022-05-06,2022-04-29,2022-05-05,-1.0091
2022-05-13,2022-05-06,2022-05-12,-1.2584
2022-05-20,2022-05-13,2022-05-19,-0.81
2022-05-27,2022-05-20,2022-05-26,-1.0925
2022-06-03,2022-05-27,2022-06-02,-1.2323
2022-06-10,2022-06-03,2022-06-09,-1.651
2022-06-17,2022-06-10,2022-06-16,-1.513
2022-06-24,2022-06-17,2022-06-23,-1.5881
2022-07-01,2022-06-24,2022-06-30,-1.3815
2022-07-08,2022-07-01,2022-07-07,-1.1661
2022-07-15,2022-07-08,2022-07-14,-1.3021
2022-07-22,2022-07-15,2022-07-21,-1.8261
2022-07-29,2022-07-22,2022-07-28,-2.2238
2022-08-05,2022-07-29,2022-08-04,-2.0015
2022-08-12,2022-08-05,2022-08-11,-2.188
2022-08-19,2022-08-12,2022-08-18,-2.1495
2022-08-26,2022-08-19,2022-08-25,-1.936
2022-09-02,2022-08-26,2022-09-01,-1.7044
2022-09-09,2022-09-02,2022-09-08,-1.59
2022-09-16,2022-09-09,2022-09-15,-1.7621
2022-09-23,2022-09-16,2022-09-22,-1.912
2022-09-30,2022-09-23,2022-09-29,-1.6168
2022-10-07,2022-09-30,2022-10-06,-1.2385
2022-10-14,2022-10-07,2022-10-13,-1.2161
2022-10-21,2022-10-14,2022-10-20,-1.4153
2022-10-28,2022-10-21,2022-10-27,-1.8775
2022-11-04,2022-10-28,2022-11-03,-1.7057
2022-11-11,2022-10-28,2022-11-03,-1.7057
2022-11-18,2022-11-11,2022-11-17,-0.3728
2022-11-25,2022-11-18,2022-11-24,-0.2611
2022-12-02,2022-11-25,2022-12-01,-0.256
2022-12-09,2022-12-02,2022-12-08,-0.0367
2022-12-16,2022-12-09,2022-12-15,0.248
2022-12-23,2022-12-16,2022-12-22,0.4171
2022-12-30,2022-12-23,2022-12-29,0.0761
2023-01-06,2022-12-30,2023-01-05,-0.0134
2023-01-13,2023-01-06,2023-01-12,-0.0802
2023-01-20,2023-01-13,2023-01-19,-0.3061
2023-01-27,2023-01-20,2023-01-26,-0.3025
2023-02-03,2023-01-27,2023-02-02,-0.4892
2023-02-10,2023-02-03,2023-02-09,-0.5782
2023-02-17,2023-02-10,2023-02-16,-0.7704
2023-02-24,2023-02-17,2023-02-23,-0.569
2023-03-03,2023-02-24,2023-03-02,-0.2324
2023-03-10,2023-03-03,2023-03-09,-0.4735
2023-03-17,2023-03-10,2023-03-16,-0.2879
2023-03-24,2023-03-17,2023-03-23,1.5746
2023-03-31,2023-03-24,2023-03-30,0.3406
2023-04-07,2023-03-31,2023-04-06,-0.3265
2023-04-14,2023-04-07,2023-04-13,-0.0086
2023-04-21,2023-04-14,2023-04-20,-0.5502
2023-04-28,2023-04-21,2023-04-27,-0.7184
2023-05-05,2023-04-28,2023-05-04,-0.2641
2023-05-12,2023-05-05,2023-05-11,-0.346
2023-05-19,2023-05-12,2023-05-18,-0.5209
2023-05-26,2023-05-19,2023-05-25,-0.4794
2023-06-02,2023-05-26,2023-06-01,-0.6017
2023-06-09,2023-06-02,2023-06-08,-0.3689
2023-06-16,2023-06-09,2023-06-15,-0.6529
2023-06-23,2023-06-16,2023-06-22,-0.5672
2023-06-30,2023-06-23,2023-06-29,-0.5525
2023-07-07,2023-06-30,2023-07-06,-0.7117
2023-07-14,2023-07-07,2023-07-13,-0.7897
2023-07-21,2023-07-14,2023-07-20,-0.6724
2023-07-28,2023-07-21,2023-07-27,-0.7293
2023-08-04,2023-07-28,2023-08-03,-0.7956
2023-08-11,2023-08-04,2023-08-10,-0.7707
2023-08-18,2023-08-11,2023-08-17,-0.6801
2023-08-25,2023-08-18,2023-08-24,-0.6711
2023-09-01,2023-08-25,2023-08-31,-0.722
2023-09-08,2023-09-01,2023-09-07,-0.6556
2023-09-15,2023-09-08,2023-09-14,-0.7535
2023-09-22,2023-09-15,2023-09-21,-0.6938
2023-09-29,2023-09-22,2023-09-28,-0.7316
2023-10-06,2023-09-29,2023-10-05,-0.5545
2023-10-13,2023-10-06,2023-10-12,-0.4893
2023-10-20,2023-10-13,2023-10-19,-0.4851
2023-10-27,2023-10-20,2023-10-26,-0.5136
2023-11-03,2023-10-27,2023-11-02,-0.3351
2023-11-10,2023-11-03,2023-11-09,-0.5559
2023-11-17,2023-11-10,2023-11-16,-0.6715
2023-11-24,2023-11-17,2023-11-23,-0.5468
2023-12-01,2023-11-24,2023-11-30,-0.6839
2023-12-08,2023-12-01,2023-12-07,-0.444
2023-12-15,2023-12-08,2023-12-14,-0.4063
2023-12-22,2023-12-15,2023-12-21,-0.5182
2023-12-29,2023-12-22,2023-12-28,-0.4711
2024-01-05,2023-12-29,2024-01-04,-0.5546
2024-01-12,2024-01-05,2024-01-11,-0.5486
2024-01-19,2024-01-12,2024-01-18,-0.6798
2024-01-26,2024-01-19,2024-01-25,-0.8037
2024-02-02,2024-01-26,2024-02-01,-0.8163
2024-02-09,2024-02-02,2024-02-08,-0.7332
2024-02-16,2024-02-09,2024-02-15,-0.7855
2024-02-23,2024-02-16,2024-02-22,-0.8423
2024-03-01,2024-02-23,2024-02-29,-0.8666
2024-03-08,2024-03-01,2024-03-07,-0.776
2024-03-15,2024-03-08,2024-03-14,-0.7718
2024-03-22,2024-03-15,2024-03-21,-0.9347
2024-03-29,2024-03-22,2024-03-28,-0.9372
2024-04-05,2024-03-29,2024-04-04,-0.9203
2024-04-12,2024-04-05,2024-04-11,-0.8663
2024-04-19,2024-04-12,2024-04-18,-0.8186
2024-04-26,2024-04-19,2024-04-25,-0.6062
2024-05-03,2024-04-26,2024-05-02,-0.8367
2024-05-10,2024-05-03,2024-05-09,-0.8302
2024-05-17,2024-05-10,2024-05-16,-0.9006
2024-05-24,2024-05-17,2024-05-23,-0.8993
2024-05-31,2024-05-24,2024-05-30,-0.9676
2024-06-07,2024-05-31,2024-06-06,-0.8634
2024-06-14,2024-06-07,2024-06-13,-0.8036
2024-06-21,2024-06-14,2024-06-20,-0.8508
2024-06-28,2024-06-21,2024-06-27,-0.7931
2024-07-05,2024-06-28,2024-07-04,-0.8121
2024-07-12,2024-07-05,2024-07-11,-0.8206
2024-07-19,2024-07-12,2024-07-18,-0.7898
2024-07-26,2024-07-19,2024-07-25,-0.7775
2024-08-02,2024-07-26,2024-08-01,-0.5959
2024-08-09,2024-08-02,2024-08-08,-0.2784
2024-08-16,2024-08-09,2024-08-15,-0.1432
2024-08-23,2024-08-16,2024-08-22,-0.7105
2024-08-30,2024-08-23,2024-08-29,-0.6143
2024-09-06,2024-08-30,2024-09-05,-0.6258
2024-09-13,2024-09-06,2024-09-12,-0.3763
2024-09-20,2024-09-13,2024-09-19,-0.2977
2024-09-27,2024-09-20,2024-09-26,-0.4285
2024-10-04,2024-09-27,2024-10-03,-0.3947
2024-10-11,2024-10-04,2024-10-10,-0.6174
2024-10-18,2024-10-11,2024-10-17,-0.6079
2024-10-25,2024-10-18,2024-10-24,-0.5358
2024-11-01,2024-10-25,2024-10-31,-0.4004
2024-11-08,2024-11-01,2024-11-07,-0.3062
2024-11-15,2024-11-08,2024-11-14,-0.57
2024-11-22,2024-11-15,2024-11-21,-0.8092
2024-11-29,2024-11-22,2024-11-28,-0.6153
2024-12-06,2024-11-29,2024-12-05,-0.6083
2024-12-13,2024-12-06,2024-12-12,-0.5299
2024-12-20,2024-12-13,2024-12-19,-0.5906
2024-12-27,2024-12-20,2024-12-26,-0.5224
2025-01-03,2024-12-27,2025-01-02,-0.6404
2025-01-10,2025-01-03,2025-01-09,-0.6291
2025-01-17,2025-01-10,2025-01-16,-0.8199
2025-01-24,2025-01-17,2025-01-23,-0.8225
2025-01-31,2025-01-24,2025-01-30,-0.9762
2025-02-07,2025-01-31,2025-02-06,-0.764
2025-02-14,2025-02-07,2025-02-13,-0.7872
2025-02-21,2025-02-14,2025-02-20,-0.8378
2025-02-28,2025-02-21,2025-02-27,-0.7601
2025-03-07,2025-02-28,2025-03-06,-0.4518
2025-03-14,2025-03-07,2025-03-13,-0.3601
2025-03-21,2025-03-14,2025-03-20,-0.2264
2025-03-28,2025-03-21,2025-03-27,-0.6489
2025-04-04,2025-03-28,2025-04-03,-0.6316
2025-04-11,2025-04-04,2025-04-10,0.0944
2025-04-18,2025-04-11,2025-04-17,0.5535
2025-04-25,2025-04-18,2025-04-24,-0.2104
2025-05-02,2025-04-25,2025-05-01,-0.2767
2025-05-09,2025-05-02,2025-05-08,-0.3478
2025-05-16,2025-05-09,2025-05-15,-0.4793
2025-05-23,2025-05-16,2025-05-22,-0.9036
2025-05-30,2025-05-23,2025-05-29,-0.5089
2025-06-06,2025-05-30,2025-06-05,-0.5433
2025-06-13,2025-06-06,2025-06-12,-0.8111
2025-06-20,2025-06-13,2025-06-19,-0.7856
2025-06-27,2025-06-20,2025-06-26,-0.6635
2025-07-04,2025-06-27,2025-07-03,-0.7036
2025-07-11,2025-07-04,2025-07-10,-0.879
2025-07-18,2025-07-11,2025-07-17,-0.7526
2025-07-25,2025-07-18,2025-07-24,-0.7175
2025-08-01,2025-07-25,2025-07-31,-0.795
2025-08-08,2025-08-01,2025-08-07,-0.6777
2025-08-15,2025-08-08,2025-08-13,-0.5681
2025-08-22,2025-08-15,2025-08-20,-0.8153
2025-08-29,2025-08-22,2025-08-27,-0.7505
2025-09-05,2025-08-29,2025-09-03,-0.7126
2025-09-12,2025-09-05,2025-09-10,-0.4211
2025-09-19,2025-09-12,2025-09-17,-0.5655
2025-09-26,2025-09-19,2025-09-24,-0.5903
2025-10-03,2025-09-26,2025-10-01,-0.534
2025-10-10,2025-10-03,2025-10-08,-0.4941
2025-10-17,2025-10-10,2025-10-15,-0.4834
2025-10-24,2025-10-17,2025-10-22,-0.3683
2025-10-31,2025-10-24,2025-10-29,-0.5081
2025-11-07,2025-10-31,2025-11-05,-0.5405
2025-11-14,2025-11-07,2025-11-12,-0.3091
2025-11-21,2025-11-14,2025-11-19,-0.5064
2025-11-28,2025-11-21,2025-11-26,-0.1331
2025-12-05,2025-11-28,2025-12-03,-0.3964
2025-12-12,2025-12-05,2025-12-10,-0.4257
2025-12-19,2025-12-12,2025-12-17,-0.3606
2025-12-26,2025-12-19,2025-12-24,-0.342
2026-01-02,2025-12-26,2025-12-31,-0.5822
2026-01-09,2026-01-02,2026-01-07,-0.5656
2026-01-16,2026-01-09,2026-01-14,-0.6644
2026-01-23,2026-01-16,2026-01-21,-0.651
2026-01-30,2026-01-23,2026-01-28,-0.7123
2026-02-06,2026-01-30,2026-02-04,-0.6784
2026-02-13,2026-02-06,2026-02-11,-0.6558
2026-02-20,2026-02-13,2026-02-18,-0.6208
2026-02-27,2026-02-20,2026-02-25,-0.5981
2026-03-06,2026-02-27,2026-03-04,-0.4436
2026-03-13,2026-03-06,2026-03-11,-0.4279
2026-03-20,2026-03-13,2026-03-18,-0.299
2026-03-27,2026-03-20,2026-03-25,-0.3677
2026-04-03,2026-03-27,2026-04-01,-0.1828
2026-04-10,2026-04-03,2026-04-08,-0.2412
2026-04-17,2026-04-03,2026-04-08,-0.2412
