DATE,VALUE,RELEASE_DATE,SOURCE_SERIES
2020-08-21,54.37,2020-08-24,WLEMUINDXD
2020-08-22,125.55,2020-08-24,WLEMUINDXD
2020-08-23,200.02,2020-08-24,WLEMUINDXD
2020-08-24,287.42,2020-08-25,WLEMUINDXD
2020-08-25,63.39,2020-08-26,WLEMUINDXD
2020-08-26,72.24,2020-08-27,WLEMUINDXD
2020-08-27,54.04,2020-08-28,WLEMUINDXD
2020-08-28,40.95,2020-08-31,WLEMUINDXD
2020-08-29,209.73,2020-08-31,WLEMUINDXD
2020-08-30,114.03,2020-08-31,WLEMUINDXD
2020-08-31,55.24,2020-09-01,WLEMUINDXD
2020-09-01,72.73,2020-09-02,WLEMUINDXD
2020-09-02,75.29,2020-09-03,WLEMUINDXD
2020-09-03,159.54,2020-09-04,WLEMUINDXD
2020-09-04,132.25,2020-09-07,WLEMUINDXD
2020-09-05,39.51,2020-09-07,WLEMUINDXD
2020-09-06,271.05,2020-09-07,WLEMUINDXD
2020-09-07,123.35,2020-09-08,WLEMUINDXD
2020-09-08,72.27,2020-09-09,WLEMUINDXD
2020-09-09,120.73,2020-09-10,WLEMUINDXD
2020-09-10,75.71,2020-09-11,WLEMUINDXD
2020-09-11,89.54,2020-09-14,WLEMUINDXD
2020-09-12,37.52,2020-09-14,WLEMUINDXD
2020-09-13,335.85,2020-09-14,WLEMUINDXD
2020-09-14,341.35,2020-09-15,WLEMUINDXD
2020-09-15,58.48,2020-09-16,WLEMUINDXD
2020-09-16,182.37,2020-09-17,WLEMUINDXD
2020-09-17,289.93,2020-09-18,WLEMUINDXD
2020-09-18,76.65,2020-09-21,WLEMUINDXD
2020-09-19,75.92,2020-09-21,WLEMUINDXD
2020-09-20,409.97,2020-09-21,WLEMUINDXD
2020-09-21,134.03,2020-09-22,WLEMUINDXD
2020-09-22,120.53,2020-09-23,WLEMUINDXD
2020-09-23,45.02,2020-09-24,WLEMUINDXD
2020-09-24,24.38,2020-09-25,WLEMUINDXD
2020-09-25,206.05,2020-09-28,WLEMUINDXD
2020-09-26,37.1,2020-09-28,WLEMUINDXD
2020-09-27,111.93,2020-09-28,WLEMUINDXD
2020-09-28,327.18,2020-09-29,WLEMUINDXD
2020-09-29,90.26,2020-09-30,WLEMUINDXD
2020-09-30,276.96,2020-10-01,WLEMUINDXD
2020-10-01,25.07,2020-10-02,WLEMUINDXD
2020-10-02,166.26,2020-10-05,WLEMUINDXD
2020-10-03,75.68,2020-10-05,WLEMUINDXD
2020-10-04,186.01,2020-10-05,WLEMUINDXD
2020-10-05,93.66,2020-10-06,WLEMUINDXD
2020-10-06,368.44,2020-10-07,WLEMUINDXD
2020-10-07,183.07,2020-10-08,WLEMUINDXD
2020-10-08,48.09,2020-10-09,WLEMUINDXD
2020-10-09,165.11,2020-10-12,WLEMUINDXD
2020-10-10,166.68,2020-10-12,WLEMUINDXD
2020-10-11,242.12,2020-10-12,WLEMUINDXD
2020-10-12,515.66,2020-10-13,WLEMUINDXD
2020-10-13,32.38,2020-10-14,WLEMUINDXD
2020-10-14,227.08,2020-10-15,WLEMUINDXD
2020-10-15,57.29,2020-10-16,WLEMUINDXD
2020-10-16,38.11,2020-10-19,WLEMUINDXD
2020-10-17,56.01,2020-10-19,WLEMUINDXD
2020-10-18,479.17,2020-10-19,WLEMUINDXD
2020-10-19,183.4,2020-10-20,WLEMUINDXD
2020-10-20,88.69,2020-10-21,WLEMUINDXD
2020-10-21,46.23,2020-10-22,WLEMUINDXD
2020-10-22,46.82,2020-10-23,WLEMUINDXD
2020-10-23,141.0,2020-10-26,WLEMUINDXD
2020-10-24,203.03,2020-10-26,WLEMUINDXD
2020-10-25,137.59,2020-10-26,WLEMUINDXD
2020-10-26,46.39,2020-10-27,WLEMUINDXD
2020-10-27,91.53,2020-10-28,WLEMUINDXD
2020-10-28,136.18,2020-10-29,WLEMUINDXD
2020-10-29,297.34,2020-10-30,WLEMUINDXD
2020-10-30,469.1,2020-11-02,WLEMUINDXD
2020-10-31,311.93,2020-11-02,WLEMUINDXD
2020-11-01,134.16,2020-11-02,WLEMUINDXD
2020-11-02,102.99,2020-11-03,WLEMUINDXD
2020-11-03,9.34,2020-11-04,WLEMUINDXD
2020-11-04,237.03,2020-11-05,WLEMUINDXD
2020-11-05,219.78,2020-11-06,WLEMUINDXD
2020-11-06,105.76,2020-11-09,WLEMUINDXD
2020-11-07,116.73,2020-11-09,WLEMUINDXD
2020-11-08,86.85,2020-11-09,WLEMUINDXD
2020-11-09,48.53,2020-11-10,WLEMUINDXD
2020-11-10,29.5,2020-11-11,WLEMUINDXD
2020-11-11,236.99,2020-11-12,WLEMUINDXD
2020-11-12,286.5,2020-11-13,WLEMUINDXD
2020-11-13,53.07,2020-11-16,WLEMUINDXD
2020-11-14,114.81,2020-11-16,WLEMUINDXD
2020-11-15,198.65,2020-11-16,WLEMUINDXD
2020-11-16,182.9,2020-11-17,WLEMUINDXD
2020-11-17,30.93,2020-11-18,WLEMUINDXD
2020-11-18,46.17,2020-11-19,WLEMUINDXD
2020-11-19,69.19,2020-11-20,WLEMUINDXD
2020-11-20,91.83,2020-11-23,WLEMUINDXD
2020-11-21,75.65,2020-11-23,WLEMUINDXD
2020-11-22,224.17,2020-11-23,WLEMUINDXD
2020-11-23,48.02,2020-11-24,WLEMUINDXD
2020-11-24,95.89,2020-11-25,WLEMUINDXD
2020-11-25,487.17,2020-11-26,WLEMUINDXD
2020-11-26,138.68,2020-11-27,WLEMUINDXD
2020-11-27,63.98,2020-11-30,WLEMUINDXD
2020-11-28,44.65,2020-11-30,WLEMUINDXD
2020-11-29,91.59,2020-11-30,WLEMUINDXD
2020-11-30,96.61,2020-12-01,WLEMUINDXD
2020-12-01,116.93,2020-12-02,WLEMUINDXD
2020-12-02,47.02,2020-12-03,WLEMUINDXD
2020-12-03,24.94,2020-12-04,WLEMUINDXD
2020-12-04,13.28,2020-12-07,WLEMUINDXD
2020-12-05,38.75,2020-12-07,WLEMUINDXD
2020-12-06,28.23,2020-12-07,WLEMUINDXD
2020-12-07,137.2,2020-12-08,WLEMUINDXD
2020-12-08,96.61,2020-12-09,WLEMUINDXD
2020-12-09,77.17,2020-12-10,WLEMUINDXD
2020-12-10,24.5,2020-12-11,WLEMUINDXD
2020-12-11,81.06,2020-12-14,WLEMUINDXD
2020-12-12,95.45,2020-12-14,WLEMUINDXD
2020-12-13,388.54,2020-12-14,WLEMUINDXD
2020-12-14,90.96,2020-12-21,WLEMUINDXD
2020-12-15,67.47,2020-12-21,WLEMUINDXD
2020-12-16,22.12,2020-12-21,WLEMUINDXD
2020-12-17,62.04,2020-12-21,WLEMUINDXD
2020-12-18,83.36,2020-12-21,WLEMUINDXD
2020-12-19,40.3,2020-12-21,WLEMUINDXD
2020-12-20,252.8,2020-12-21,WLEMUINDXD
2020-12-21,91.19,2020-12-22,WLEMUINDXD
2020-12-22,65.78,2020-12-23,WLEMUINDXD
2020-12-23,27.72,2020-12-24,WLEMUINDXD
2020-12-24,29.91,2020-12-25,WLEMUINDXD
2020-12-25,59.9,2020-12-28,WLEMUINDXD
2020-12-26,49.88,2020-12-28,WLEMUINDXD
2020-12-27,32.46,2020-12-28,WLEMUINDXD
2020-12-28,295.35,2020-12-29,WLEMUINDXD
2020-12-29,162.32,2020-12-30,WLEMUINDXD
2020-12-30,101.46,2020-12-31,WLEMUINDXD
2020-12-31,83.94,2021-01-01,WLEMUINDXD
2021-01-01,118.16,2021-01-04,WLEMUINDXD
2021-01-02,71.86,2021-01-04,WLEMUINDXD
2021-01-03,247.4,2021-01-04,WLEMUINDXD
2021-01-04,191.54,2021-01-05,WLEMUINDXD
2021-01-05,58.87,2021-01-06,WLEMUINDXD
2021-01-06,141.81,2021-01-07,WLEMUINDXD
2021-01-07,105.12,2021-01-08,WLEMUINDXD
2021-01-08,80.8,2021-01-11,WLEMUINDXD
2021-01-09,19.79,2021-01-11,WLEMUINDXD
2021-01-10,227.53,2021-01-11,WLEMUINDXD
2021-01-11,97.66,2021-01-12,WLEMUINDXD
2021-01-12,215.71,2021-01-13,WLEMUINDXD
2021-01-13,23.7,2021-01-14,WLEMUINDXD
2021-01-14,50.85,2021-01-15,WLEMUINDXD
2021-01-15,77.96,2021-01-18,WLEMUINDXD
2021-01-16,59.98,2021-01-18,WLEMUINDXD
2021-01-17,134.9,2021-01-18,WLEMUINDXD
2021-01-18,98.43,2021-01-19,WLEMUINDXD
2021-01-19,31.62,2021-01-20,WLEMUINDXD
2021-01-20,46.43,2021-01-21,WLEMUINDXD
2021-01-21,25.76,2021-01-22,WLEMUINDXD
2021-01-22,14.03,2021-01-25,WLEMUINDXD
2021-01-23,104.25,2021-01-25,WLEMUINDXD
2021-01-24,271.29,2021-01-25,WLEMUINDXD
2021-01-25,45.17,2021-01-26,WLEMUINDXD
2021-01-26,220.12,2021-01-27,WLEMUINDXD
2021-01-27,191.39,2021-01-28,WLEMUINDXD
2021-01-28,121.28,2021-01-29,WLEMUINDXD
2021-01-29,77.43,2021-02-01,WLEMUINDXD
2021-01-30,82.47,2021-02-01,WLEMUINDXD
2021-01-31,189.2,2021-02-01,WLEMUINDXD
2021-02-01,47.2,2021-02-02,WLEMUINDXD
2021-02-02,29.85,2021-02-03,WLEMUINDXD
2021-02-03,23.48,2021-02-04,WLEMUINDXD
2021-02-04,47.17,2021-02-05,WLEMUINDXD
2021-02-05,63.53,2021-02-08,WLEMUINDXD
2021-02-06,19.41,2021-02-08,WLEMUINDXD
2021-02-07,27.1,2021-02-08,WLEMUINDXD
2021-02-08,272.91,2021-02-09,WLEMUINDXD
2021-02-09,93.33,2021-02-10,WLEMUINDXD
2021-02-10,113.39,2021-02-11,WLEMUINDXD
2021-02-11,48.15,2021-02-12,WLEMUINDXD
2021-02-12,66.36,2021-02-15,WLEMUINDXD
2021-02-13,173.33,2021-02-15,WLEMUINDXD
2021-02-14,82.75,2021-02-15,WLEMUINDXD
2021-02-15,157.73,2021-02-16,WLEMUINDXD
2021-02-16,132.02,2021-02-17,WLEMUINDXD
2021-02-17,23.89,2021-02-18,WLEMUINDXD
2021-02-18,24.88,2021-02-19,WLEMUINDXD
2021-02-19,13.71,2021-02-22,WLEMUINDXD
2021-02-20,20.49,2021-02-22,WLEMUINDXD
2021-02-21,31.99,2021-02-22,WLEMUINDXD
2021-02-22,45.87,2021-02-23,WLEMUINDXD
2021-02-23,152.96,2021-02-24,WLEMUINDXD
2021-02-24,45.61,2021-02-25,WLEMUINDXD
2021-02-25,23.29,2021-02-26,WLEMUINDXD
2021-02-26,53.15,2021-03-01,WLEMUINDXD
2021-02-27,18.9,2021-03-01,WLEMUINDXD
2021-02-28,137.9,2021-03-01,WLEMUINDXD
2021-03-01,44.39,2021-03-02,WLEMUINDXD
2021-03-02,28.99,2021-03-03,WLEMUINDXD
2021-03-03,46.04,2021-03-04,WLEMUINDXD
2021-03-04,23.34,2021-03-05,WLEMUINDXD
2021-03-05,186.04,2021-03-08,WLEMUINDXD
2021-03-06,192.95,2021-03-08,WLEMUINDXD
2021-03-07,26.25,2021-03-08,WLEMUINDXD
2021-03-08,131.89,2021-03-09,WLEMUINDXD
2021-03-09,29.15,2021-03-10,WLEMUINDXD
2021-03-10,23.76,2021-03-11,WLEMUINDXD
2021-03-11,22.94,2021-03-12,WLEMUINDXD
2021-03-12,39.56,2021-03-15,WLEMUINDXD
2021-03-13,19.91,2021-03-15,WLEMUINDXD
2021-03-14,28.88,2021-03-15,WLEMUINDXD
2021-03-15,44.27,2021-03-16,WLEMUINDXD
2021-03-16,30.02,2021-03-17,WLEMUINDXD
2021-03-17,69.3,2021-03-18,WLEMUINDXD
2021-03-18,46.4,2021-03-19,WLEMUINDXD
2021-03-19,27.08,2021-03-22,WLEMUINDXD
2021-03-20,19.32,2021-03-22,WLEMUINDXD
2021-03-21,56.29,2021-03-22,WLEMUINDXD
2021-03-22,46.28,2021-03-23,WLEMUINDXD
2021-03-23,31.33,2021-03-24,WLEMUINDXD
2021-03-24,111.68,2021-03-26,WLEMUINDXD
2021-03-25,47.59,2021-03-26,WLEMUINDXD
2021-03-26,26.99,2021-03-29,WLEMUINDXD
2021-03-27,19.91,2021-03-29,WLEMUINDXD
2021-03-28,163.55,2021-03-29,WLEMUINDXD
2021-03-29,47.65,2021-03-30,WLEMUINDXD
2021-03-30,30.81,2021-03-31,WLEMUINDXD
2021-03-31,24.02,2021-04-01,WLEMUINDXD
2021-04-01,71.84,2021-04-02,WLEMUINDXD
2021-04-02,13.74,2021-04-05,WLEMUINDXD
2021-04-03,144.5,2021-04-05,WLEMUINDXD
2021-04-04,29.52,2021-04-05,WLEMUINDXD
2021-04-05,47.09,2021-04-06,WLEMUINDXD
2021-04-06,30.65,2021-04-07,WLEMUINDXD
2021-04-07,22.29,2021-04-08,WLEMUINDXD
2021-04-08,22.94,2021-04-09,WLEMUINDXD
2021-04-09,93.77,2021-04-12,WLEMUINDXD
2021-04-10,60.7,2021-04-12,WLEMUINDXD
2021-04-11,55.9,2021-04-12,WLEMUINDXD
2021-04-12,47.0,2021-04-13,WLEMUINDXD
2021-04-13,30.15,2021-04-14,WLEMUINDXD
2021-04-14,71.49,2021-04-15,WLEMUINDXD
2021-04-15,23.08,2021-04-16,WLEMUINDXD
2021-04-16,53.95,2021-04-19,WLEMUINDXD
2021-04-17,119.38,2021-04-19,WLEMUINDXD
2021-04-18,56.51,2021-04-19,WLEMUINDXD
2021-04-19,91.48,2021-04-20,WLEMUINDXD
2021-04-20,51.88,2021-04-21,WLEMUINDXD
2021-04-21,20.7,2021-04-22,WLEMUINDXD
2021-04-22,22.2,2021-04-23,WLEMUINDXD
2021-04-23,131.91,2021-04-26,WLEMUINDXD
2021-04-24,58.33,2021-04-26,WLEMUINDXD
2021-04-25,102.86,2021-04-26,WLEMUINDXD
2021-04-26,74.77,2021-04-27,WLEMUINDXD
2021-04-27,25.37,2021-04-28,WLEMUINDXD
2021-04-28,21.51,2021-04-29,WLEMUINDXD
2021-04-29,40.68,2021-04-30,WLEMUINDXD
2021-04-30,53.29,2021-05-03,WLEMUINDXD
2021-05-01,76.38,2021-05-03,WLEMUINDXD
2021-05-02,75.46,2021-05-03,WLEMUINDXD
2021-05-03,149.76,2021-05-04,WLEMUINDXD
2021-05-04,26.03,2021-05-05,WLEMUINDXD
2021-05-05,40.5,2021-05-06,WLEMUINDXD
2021-05-06,20.57,2021-05-07,WLEMUINDXD
2021-05-07,26.97,2021-05-10,WLEMUINDXD
2021-05-08,20.2,2021-05-10,WLEMUINDXD
2021-05-09,199.28,2021-05-10,WLEMUINDXD
2021-05-10,55.99,2021-05-13,WLEMUINDXD
2021-05-11,44.48,2021-05-13,WLEMUINDXD
2021-05-12,23.3,2021-05-13,WLEMUINDXD
2021-05-13,21.78,2021-05-14,WLEMUINDXD
2021-05-14,13.41,2021-05-17,WLEMUINDXD
2021-05-15,20.63,2021-05-17,WLEMUINDXD
2021-05-16,55.57,2021-05-17,WLEMUINDXD
2021-05-17,45.38,2021-05-18,WLEMUINDXD
2021-05-18,30.96,2021-05-19,WLEMUINDXD
2021-05-19,22.09,2021-05-20,WLEMUINDXD
2021-05-20,67.61,2021-05-21,WLEMUINDXD
2021-05-21,112.87,2021-05-24,WLEMUINDXD
2021-05-22,60.45,2021-05-24,WLEMUINDXD
2021-05-23,276.59,2021-05-24,WLEMUINDXD
2021-05-24,43.31,2021-05-25,WLEMUINDXD
2021-05-25,58.34,2021-05-26,WLEMUINDXD
2021-05-26,20.93,2021-05-27,WLEMUINDXD
2021-05-27,21.65,2021-05-28,WLEMUINDXD
2021-05-28,13.56,2021-05-31,WLEMUINDXD
2021-05-29,43.46,2021-05-31,WLEMUINDXD
2021-05-30,53.47,2021-05-31,WLEMUINDXD
2021-05-31,62.61,2021-06-01,WLEMUINDXD
2021-06-01,35.04,2021-06-02,WLEMUINDXD
2021-06-02,47.31,2021-06-03,WLEMUINDXD
2021-06-03,44.99,2021-06-04,WLEMUINDXD
2021-06-04,26.85,2021-06-07,WLEMUINDXD
2021-06-05,62.53,2021-06-07,WLEMUINDXD
2021-06-06,109.46,2021-06-07,WLEMUINDXD
2021-06-07,42.45,2021-06-08,WLEMUINDXD
2021-06-08,31.1,2021-06-09,WLEMUINDXD
2021-06-09,160.44,2021-06-10,WLEMUINDXD
2021-06-10,23.1,2021-06-11,WLEMUINDXD
2021-06-11,42.37,2021-06-14,WLEMUINDXD
2021-06-12,42.67,2021-06-14,WLEMUINDXD
2021-06-13,83.74,2021-06-14,WLEMUINDXD
2021-06-14,188.53,2021-06-15,WLEMUINDXD
2021-06-15,126.97,2021-06-16,WLEMUINDXD
2021-06-16,96.8,2021-06-17,WLEMUINDXD
2021-06-17,23.17,2021-06-18,WLEMUINDXD
2021-06-18,94.39,2021-06-21,WLEMUINDXD
2021-06-19,21.27,2021-06-21,WLEMUINDXD
2021-06-20,191.1,2021-06-21,WLEMUINDXD
2021-06-21,91.02,2021-06-22,WLEMUINDXD
2021-06-22,29.25,2021-06-23,WLEMUINDXD
2021-06-23,23.92,2021-06-24,WLEMUINDXD
2021-06-24,48.42,2021-06-25,WLEMUINDXD
2021-06-25,14.4,2021-06-28,WLEMUINDXD
2021-06-26,21.92,2021-06-28,WLEMUINDXD
2021-06-27,28.66,2021-06-28,WLEMUINDXD
2021-06-28,46.2,2021-06-29,WLEMUINDXD
2021-06-29,31.44,2021-06-30,WLEMUINDXD
2021-06-30,24.05,2021-07-01,WLEMUINDXD
2021-07-01,23.83,2021-07-02,WLEMUINDXD
2021-07-02,15.08,2021-07-05,WLEMUINDXD
2021-07-03,22.51,2021-07-05,WLEMUINDXD
2021-07-04,89.65,2021-07-05,WLEMUINDXD
2021-07-05,119.68,2021-07-06,WLEMUINDXD
2021-07-06,35.9,2021-07-07,WLEMUINDXD
2021-07-07,24.05,2021-07-08,WLEMUINDXD
2021-07-08,24.51,2021-07-09,WLEMUINDXD
2021-07-09,14.46,2021-07-12,WLEMUINDXD
2021-07-10,89.74,2021-07-12,WLEMUINDXD
2021-07-11,553.24,2021-07-12,WLEMUINDXD
2021-07-12,46.01,2021-07-13,WLEMUINDXD
2021-07-13,63.07,2021-07-14,WLEMUINDXD
2021-07-14,47.59,2021-07-15,WLEMUINDXD
2021-07-15,24.51,2021-07-16,WLEMUINDXD
2021-07-16,115.73,2021-07-19,WLEMUINDXD
2021-07-17,245.87,2021-07-19,WLEMUINDXD
2021-07-18,57.36,2021-07-19,WLEMUINDXD
2021-07-19,46.9,2021-07-20,WLEMUINDXD
2021-07-20,62.16,2021-07-21,WLEMUINDXD
2021-07-21,116.19,2021-07-22,WLEMUINDXD
2021-07-22,70.34,2021-07-23,WLEMUINDXD
2021-07-23,14.23,2021-07-26,WLEMUINDXD
2021-07-24,22.11,2021-07-26,WLEMUINDXD
2021-07-25,81.92,2021-07-26,WLEMUINDXD
2021-07-26,44.92,2021-07-27,WLEMUINDXD
2021-07-27,30.51,2021-07-28,WLEMUINDXD
2021-07-28,22.68,2021-07-29,WLEMUINDXD
2021-07-29,45.14,2021-07-30,WLEMUINDXD
2021-07-30,42.36,2021-08-02,WLEMUINDXD
2021-07-31,21.7,2021-08-02,WLEMUINDXD
2021-08-01,166.14,2021-08-02,WLEMUINDXD
2021-08-02,45.74,2021-08-03,WLEMUINDXD
2021-08-03,29.59,2021-08-04,WLEMUINDXD
2021-08-04,25.15,2021-08-05,WLEMUINDXD
2021-08-05,94.98,2021-08-06,WLEMUINDXD
2021-08-06,14.08,2021-08-09,WLEMUINDXD
2021-08-07,21.86,2021-08-09,WLEMUINDXD
2021-08-08,27.17,2021-08-09,WLEMUINDXD
2021-08-09,233.86,2021-08-10,WLEMUINDXD
2021-08-10,29.86,2021-08-11,WLEMUINDXD
2021-08-11,23.69,2021-08-12,WLEMUINDXD
2021-08-12,95.31,2021-08-13,WLEMUINDXD
2021-08-13,14.16,2021-08-16,WLEMUINDXD
2021-08-14,22.81,2021-08-16,WLEMUINDXD
2021-08-15,296.91,2021-08-16,WLEMUINDXD
2021-08-16,46.99,2021-08-17,WLEMUINDXD
2021-08-17,92.79,2021-08-18,WLEMUINDXD
2021-08-18,23.5,2021-08-19,WLEMUINDXD
2021-08-19,45.16,2021-08-20,WLEMUINDXD
2021-08-20,13.95,2021-08-23,WLEMUINDXD
2021-08-21,21.24,2021-08-23,WLEMUINDXD
2021-08-22,327.44,2021-08-23,WLEMUINDXD
2021-08-23,185.16,2021-08-24,WLEMUINDXD
2021-08-24,29.44,2021-08-25,WLEMUINDXD
2021-08-25,22.54,2021-08-26,WLEMUINDXD
2021-08-26,23.24,2021-08-27,WLEMUINDXD
2021-08-27,13.0,2021-08-30,WLEMUINDXD
2021-08-28,19.43,2021-08-30,WLEMUINDXD
2021-08-29,26.51,2021-08-30,WLEMUINDXD
2021-08-30,46.94,2021-08-31,WLEMUINDXD
2021-08-31,30.3,2021-09-01,WLEMUINDXD
2021-09-01,23.0,2021-09-02,WLEMUINDXD
2021-09-02,91.89,2021-09-03,WLEMUINDXD
2021-09-03,64.99,2021-09-06,WLEMUINDXD
2021-09-04,20.06,2021-09-06,WLEMUINDXD
2021-09-05,53.13,2021-09-06,WLEMUINDXD
2021-09-06,158.04,2021-09-07,WLEMUINDXD
2021-09-07,178.21,2021-09-08,WLEMUINDXD
2021-09-08,160.83,2021-09-09,WLEMUINDXD
2021-09-09,22.16,2021-09-10,WLEMUINDXD
2021-09-10,12.45,2021-09-13,WLEMUINDXD
2021-09-11,36.08,2021-09-13,WLEMUINDXD
2021-09-12,181.5,2021-09-13,WLEMUINDXD
2021-09-13,43.19,2021-09-14,WLEMUINDXD
2021-09-14,116.77,2021-09-15,WLEMUINDXD
2021-09-15,22.37,2021-09-16,WLEMUINDXD
2021-09-16,22.7,2021-09-17,WLEMUINDXD
2021-09-17,13.16,2021-09-20,WLEMUINDXD
2021-09-18,29.19,2021-09-20,WLEMUINDXD
2021-09-19,16.18,2021-09-27,WLEMUINDXD
2021-09-20,148.97,2021-09-27,WLEMUINDXD
2021-09-21,284.9,2021-09-27,WLEMUINDXD
2021-09-22,176.15,2021-09-27,WLEMUINDXD
2021-09-23,24.1,2021-09-27,WLEMUINDXD
2021-09-24,25.39,2021-09-27,WLEMUINDXD
2021-09-25,37.69,2021-09-27,WLEMUINDXD
2021-09-26,151.91,2021-09-27,WLEMUINDXD
2021-09-27,94.33,2021-09-28,WLEMUINDXD
2021-09-28,60.38,2021-09-29,WLEMUINDXD
2021-09-29,93.54,2021-09-30,WLEMUINDXD
2021-09-30,21.94,2021-10-01,WLEMUINDXD
2021-10-01,37.07,2021-10-04,WLEMUINDXD
2021-10-02,75.19,2021-10-04,WLEMUINDXD
2021-10-03,27.0,2021-10-04,WLEMUINDXD
2021-10-04,44.96,2021-10-05,WLEMUINDXD
2021-10-05,29.88,2021-10-06,WLEMUINDXD
2021-10-06,66.72,2021-10-07,WLEMUINDXD
2021-10-07,21.22,2021-10-08,WLEMUINDXD
2021-10-08,38.97,2021-10-11,WLEMUINDXD
2021-10-09,19.17,2021-10-11,WLEMUINDXD
2021-10-10,26.63,2021-10-11,WLEMUINDXD
2021-10-11,47.06,2021-10-12,WLEMUINDXD
2021-10-12,29.86,2021-10-13,WLEMUINDXD
2021-10-13,66.92,2021-10-14,WLEMUINDXD
2021-10-14,21.68,2021-10-15,WLEMUINDXD
2021-10-15,25.69,2021-10-18,WLEMUINDXD
2021-10-16,18.32,2021-10-18,WLEMUINDXD
2021-10-17,289.57,2021-10-18,WLEMUINDXD
2021-10-18,45.56,2021-10-19,WLEMUINDXD
2021-10-19,29.7,2021-10-20,WLEMUINDXD
2021-10-20,45.04,2021-10-21,WLEMUINDXD
2021-10-21,44.73,2021-10-22,WLEMUINDXD
2021-10-22,12.78,2021-10-25,WLEMUINDXD
2021-10-23,19.08,2021-10-25,WLEMUINDXD
2021-10-24,106.45,2021-10-25,WLEMUINDXD
2021-10-25,135.27,2021-10-26,WLEMUINDXD
2021-10-26,38.78,2021-10-27,WLEMUINDXD
2021-10-27,154.58,2021-10-28,WLEMUINDXD
2021-10-28,84.3,2021-10-29,WLEMUINDXD
2021-10-29,25.26,2021-11-01,WLEMUINDXD
2021-10-30,18.23,2021-11-01,WLEMUINDXD
2021-10-31,26.13,2021-11-01,WLEMUINDXD
2021-11-01,50.33,2021-11-02,WLEMUINDXD
2021-11-02,29.8,2021-11-03,WLEMUINDXD
2021-11-03,22.81,2021-11-04,WLEMUINDXD
2021-11-04,22.43,2021-11-05,WLEMUINDXD
2021-11-05,225.23,2021-11-08,WLEMUINDXD
2021-11-06,318.93,2021-11-08,WLEMUINDXD
2021-11-07,78.75,2021-11-08,WLEMUINDXD
2021-11-08,88.03,2021-11-09,WLEMUINDXD
2021-11-09,58.76,2021-11-10,WLEMUINDXD
2021-11-10,45.88,2021-11-11,WLEMUINDXD
2021-11-11,23.19,2021-11-12,WLEMUINDXD
2021-11-12,13.16,2021-11-15,WLEMUINDXD
2021-11-13,19.35,2021-11-15,WLEMUINDXD
2021-11-14,25.41,2021-11-15,WLEMUINDXD
2021-11-15,45.45,2021-11-16,WLEMUINDXD
2021-11-16,30.2,2021-11-17,WLEMUINDXD
2021-11-17,68.04,2021-11-18,WLEMUINDXD
2021-11-18,45.86,2021-11-19,WLEMUINDXD
2021-11-19,63.42,2021-11-22,WLEMUINDXD
2021-11-20,19.25,2021-11-22,WLEMUINDXD
2021-11-21,26.2,2021-11-22,WLEMUINDXD
2021-11-22,40.8,2021-11-23,WLEMUINDXD
2021-11-23,29.81,2021-11-24,WLEMUINDXD
2021-11-24,23.05,2021-11-25,WLEMUINDXD
2021-11-25,33.22,2021-11-26,WLEMUINDXD
2021-11-26,48.47,2021-11-29,WLEMUINDXD
2021-11-27,266.99,2021-11-29,WLEMUINDXD
2021-11-28,225.27,2021-11-29,WLEMUINDXD
2021-11-29,46.17,2021-11-30,WLEMUINDXD
2021-11-30,92.14,2021-12-01,WLEMUINDXD
2021-12-01,164.92,2021-12-02,WLEMUINDXD
2021-12-02,67.41,2021-12-03,WLEMUINDXD
2021-12-03,199.05,2021-12-06,WLEMUINDXD
2021-12-04,100.91,2021-12-06,WLEMUINDXD
2021-12-05,53.92,2021-12-06,WLEMUINDXD
2021-12-06,44.4,2021-12-07,WLEMUINDXD
2021-12-07,29.88,2021-12-08,WLEMUINDXD
2021-12-08,22.85,2021-12-09,WLEMUINDXD
2021-12-09,44.33,2021-12-10,WLEMUINDXD
2021-12-10,54.5,2021-12-13,WLEMUINDXD
2021-12-11,61.81,2021-12-13,WLEMUINDXD
2021-12-12,298.43,2021-12-13,WLEMUINDXD
2021-12-13,49.21,2021-12-14,WLEMUINDXD
2021-12-14,126.98,2021-12-15,WLEMUINDXD
2021-12-15,27.31,2021-12-16,WLEMUINDXD
2021-12-16,87.73,2021-12-17,WLEMUINDXD
2021-12-17,123.81,2021-12-20,WLEMUINDXD
2021-12-18,41.74,2021-12-20,WLEMUINDXD
2021-12-19,57.92,2021-12-20,WLEMUINDXD
2021-12-20,49.31,2021-12-21,WLEMUINDXD
2021-12-21,94.81,2021-12-22,WLEMUINDXD
2021-12-22,72.77,2021-12-23,WLEMUINDXD
2021-12-23,97.16,2021-12-24,WLEMUINDXD
2021-12-24,93.52,2021-12-27,WLEMUINDXD
2021-12-25,423.89,2021-12-27,WLEMUINDXD
2021-12-26,165.76,2021-12-27,WLEMUINDXD
2021-12-27,305.68,2021-12-28,WLEMUINDXD
2021-12-28,33.46,2021-12-29,WLEMUINDXD
2021-12-29,26.42,2021-12-30,WLEMUINDXD
2021-12-30,25.62,2021-12-31,WLEMUINDXD
2021-12-31,85.87,2022-01-03,WLEMUINDXD
