DATE,VALUE,RELEASE_DATE,SOURCE_SERIES
2020-02-14,-0.83,2020-02-20,NFCI
2020-02-21,-0.84,2020-02-26,NFCI
2020-02-28,-0.76,2020-03-04,NFCI
2020-03-06,-0.67,2020-03-11,NFCI
2020-03-13,-0.48,2020-03-18,NFCI
2020-03-20,-0.17,2020-03-25,NFCI
2020-03-27,0.05,2020-04-01,NFCI
2020-04-03,0.07,2020-04-08,NFCI
2020-04-10,-0.02,2020-04-15,NFCI
2020-04-17,-0.15,2020-04-22,NFCI
2020-04-24,-0.23,2020-04-29,NFCI
2020-05-01,-0.28,2020-05-06,NFCI
2020-05-08,-0.4,2020-05-13,NFCI
2020-05-15,-0.46,2020-05-20,NFCI
2020-05-22,-0.51,2020-05-28,NFCI
2020-05-29,-0.51,2020-06-03,NFCI
2020-06-05,-0.58,2020-06-10,NFCI
2020-06-12,-0.59,2020-06-17,NFCI
2020-06-19,-0.59,2020-06-24,NFCI
2020-06-26,-0.6,2020-07-01,NFCI
2020-07-03,-0.39,2020-07-08,NFCI
2020-07-10,-0.43,2020-07-15,NFCI
2020-07-17,-0.47,2020-07-22,NFCI
2020-07-24,-0.5,2020-07-29,NFCI
2020-07-31,-0.47,2020-08-05,NFCI
2020-08-07,-0.52,2020-08-12,NFCI
2020-08-14,-0.53,2020-08-19,NFCI
2020-08-21,-0.53871,2020-08-26,NFCI
2020-08-28,-0.53305,2020-09-02,NFCI
2020-09-04,-0.50764,2020-09-10,NFCI
2020-09-11,-0.4798,2020-09-16,NFCI
2020-09-18,-0.49027,2020-09-23,NFCI
2020-09-25,-0.48696,2020-09-30,NFCI
2020-10-02,-0.48585,2020-10-07,NFCI
2020-10-09,-0.50183,2020-10-15,NFCI
2020-10-16,-0.5178,2020-10-21,NFCI
2020-10-23,-0.51891,2020-10-28,NFCI
2020-10-30,-0.49689,2020-11-04,NFCI
2020-11-06,-0.47838,2020-11-12,NFCI
2020-11-13,-0.52767,2020-11-18,NFCI
2020-11-20,-0.57355,2020-11-25,NFCI
2020-11-27,-0.60098,2020-12-02,NFCI
2020-12-04,-0.61311,2020-12-09,NFCI
2020-12-11,-0.62094,2020-12-16,NFCI
2020-12-18,-0.61428,2020-12-23,NFCI
2020-12-25,-0.60471,2020-12-30,NFCI
2021-01-01,-0.60442,2021-01-06,NFCI
2021-01-08,-0.61765,2021-01-13,NFCI
2021-01-15,-0.6171,2021-01-21,NFCI
2021-01-22,-0.63774,2021-01-27,NFCI
2021-01-29,-0.59809,2021-02-03,NFCI
2021-02-05,-0.62002,2021-02-10,NFCI
2021-02-12,-0.64392,2021-02-18,NFCI
2021-02-19,-0.65002,2021-02-24,NFCI
2021-02-26,-0.63587,2021-03-03,NFCI
2021-03-05,-0.62517,2021-03-10,NFCI
2021-03-12,-0.62826,2021-03-17,NFCI
2021-03-19,-0.62672,2021-03-24,NFCI
2021-03-26,-0.63474,2021-03-31,NFCI
2021-04-02,-0.65224,2021-04-07,NFCI
2021-04-09,-0.6747,2021-04-14,NFCI
2021-04-16,-0.68654,2021-04-21,NFCI
2021-04-23,-0.68461,2021-04-28,NFCI
2021-04-30,-0.70671,2021-05-05,NFCI
2021-05-07,-0.7022,2021-05-12,NFCI
2021-05-14,-0.6979,2021-05-19,NFCI
2021-05-21,-0.68875,2021-05-26,NFCI
2021-05-28,-0.70655,2021-06-03,NFCI
2021-06-04,-0.71256,2021-06-09,NFCI
2021-06-11,-0.71895,2021-06-16,NFCI
2021-06-18,-0.70998,2021-06-23,NFCI
2021-06-25,-0.7165,2021-06-30,NFCI
2021-07-02,-0.71149,2021-07-08,NFCI
2021-07-09,-0.70853,2021-07-14,NFCI
2021-07-16,-0.69899,2021-07-21,NFCI
2021-07-23,-0.67717,2021-07-28,NFCI
2021-07-30,-0.69228,2021-08-04,NFCI
2021-08-06,-0.67826,2021-08-11,NFCI
2021-08-13,-0.67943,2021-08-18,NFCI
2021-08-20,-0.66728,2021-08-25,NFCI
2021-08-27,-0.66222,2021-09-01,NFCI
2021-09-03,-0.67999,2021-09-09,NFCI
2021-09-10,-0.69096,2021-09-15,NFCI
2021-09-17,-0.69066,2021-09-22,NFCI
2021-09-24,-0.68249,2021-09-29,NFCI
2021-10-01,-0.69718,2021-10-06,NFCI
2021-10-08,-0.68013,2021-10-14,NFCI
2021-10-15,-0.68231,2021-10-20,NFCI
2021-10-22,-0.6935,2021-10-27,NFCI
2021-10-29,-0.68732,2021-11-03,NFCI
2021-11-05,-0.67611,2021-11-10,NFCI
2021-11-12,-0.65498,2021-11-17,NFCI
2021-11-19,-0.63408,2021-11-24,NFCI
2021-11-26,-0.59446,2021-12-01,NFCI
2021-12-03,-0.55532,2021-12-08,NFCI
2021-12-10,-0.55472,2021-12-15,NFCI
2021-12-17,-0.57336,2021-12-22,NFCI
2021-12-24,-0.58094,2021-12-29,NFCI
2021-12-31,-0.58335,2022-01-06,NFCI
2022-01-07,-0.61298,2022-01-12,NFCI
2022-01-14,-0.62211,2022-01-20,NFCI
2022-01-21,-0.58669,2022-01-26,NFCI
2022-01-28,-0.56722,2022-02-02,NFCI
2022-02-04,-0.57192,2022-02-09,NFCI
2022-02-11,-0.56005,2022-02-16,NFCI
2022-02-18,-0.53151,2022-02-24,NFCI
2022-02-25,-0.47774,2022-03-02,NFCI
2022-03-04,-0.43184,2022-03-09,NFCI
2022-03-11,-0.35082,2022-03-16,NFCI
2022-03-18,-0.32546,2022-03-23,NFCI
2022-03-25,-0.33352,2022-03-30,NFCI
2022-04-01,-0.37737,2022-04-06,NFCI
2022-04-08,-0.3805,2022-04-13,NFCI
2022-04-15,-0.38134,2022-04-20,NFCI
2022-04-22,-0.35886,2022-04-27,NFCI
2022-04-29,-0.27168,2022-05-04,NFCI
2022-05-06,-0.23361,2022-05-11,NFCI
2022-05-13,-0.22522,2022-05-18,NFCI
2022-05-20,-0.20212,2022-05-25,NFCI
2022-05-27,-0.17432,2022-06-02,NFCI
2022-06-03,-0.27765,2022-06-08,NFCI
2022-06-10,-0.26397,2022-06-15,NFCI
2022-06-17,-0.18144,2022-06-23,NFCI
2022-06-24,-0.1431,2022-06-29,NFCI
2022-07-01,-0.11703,2022-07-07,NFCI
2022-07-08,-0.09113,2022-07-13,NFCI
2022-07-15,-0.1855,2022-07-20,NFCI
2022-07-22,-0.20144,2022-07-27,NFCI
2022-07-29,-0.19124,2022-08-03,NFCI
2022-08-05,-0.24561,2022-08-10,NFCI
2022-08-12,-0.28166,2022-08-17,NFCI
2022-08-19,-0.27777,2022-08-24,NFCI
2022-08-26,-0.26816,2022-08-31,NFCI
2022-09-02,-0.21521,2022-09-08,NFCI
2022-09-09,-0.21998,2022-09-14,NFCI
2022-09-16,-0.19464,2022-09-21,NFCI
2022-09-23,-0.14145,2022-09-28,NFCI
2022-09-30,-0.06267,2022-10-05,NFCI
2022-10-07,-0.06158,2022-10-13,NFCI
2022-10-14,-0.06227,2022-10-19,NFCI
2022-10-21,-0.11154,2022-10-26,NFCI
2022-10-28,-0.10226,2022-11-02,NFCI
2022-11-04,-0.11073,2022-11-09,NFCI
2022-11-11,-0.19514,2022-11-16,NFCI
2022-11-18,-0.25579,2022-11-23,NFCI
2022-11-25,-0.26901,2022-11-30,NFCI
2022-12-02,-0.22078,2022-12-07,NFCI
2022-12-09,-0.21479,2022-12-14,NFCI
2022-12-16,-0.20154,2023-01-05,NFCI
2022-12-23,-0.20681,2023-01-05,NFCI
2022-12-30,-0.21215,2023-01-05,NFCI
2023-01-06,-0.26525,2023-01-11,NFCI
2023-01-13,-0.33856,2023-01-19,NFCI
2023-01-20,-0.37016,2023-01-25,NFCI
2023-01-27,-0.35201,2023-02-01,NFCI
2023-02-03,-0.35917,2023-02-08,NFCI
2023-02-10,-0.4432,2023-02-15,NFCI
2023-02-17,-0.45282,2023-02-23,NFCI
2023-02-24,-0.41324,2023-03-01,NFCI
2023-03-03,-0.3762,2023-03-08,NFCI
2023-03-10,-0.35231,2023-03-15,NFCI
2023-03-17,-0.23911,2023-03-22,NFCI
2023-03-24,-0.12072,2023-03-29,NFCI
2023-03-31,-0.12534,2023-04-05,NFCI
2023-04-07,-0.1823,2023-04-12,NFCI
2023-04-14,-0.24309,2023-04-19,NFCI
2023-04-21,-0.30218,2023-04-26,NFCI
2023-04-28,-0.26652,2023-05-03,NFCI
2023-05-05,-0.28289,2023-05-10,NFCI
2023-05-12,-0.29949,2023-05-17,NFCI
2023-05-19,-0.30634,2023-05-24,NFCI
2023-05-26,-0.29,2023-06-01,NFCI
2023-06-02,-0.22305,2023-06-07,NFCI
2023-06-09,-0.27604,2023-06-14,NFCI
2023-06-16,-0.29742,2023-06-22,NFCI
2023-06-23,-0.31908,2023-06-28,NFCI
2023-06-30,-0.2818,2023-07-06,NFCI
2023-07-07,-0.32937,2023-07-12,NFCI
2023-07-14,-0.37011,2023-07-19,NFCI
2023-07-21,-0.39243,2023-07-26,NFCI
2023-07-28,-0.34214,2023-08-02,NFCI
2023-08-04,-0.35131,2023-08-09,NFCI
2023-08-11,-0.3853,2023-08-16,NFCI
2023-08-18,-0.40058,2023-08-23,NFCI
2023-08-25,-0.4,2023-08-30,NFCI
2023-09-01,-0.33845,2023-09-07,NFCI
2023-09-08,-0.38016,2023-09-13,NFCI
2023-09-15,-0.41954,2023-09-20,NFCI
2023-09-22,-0.45798,2023-09-27,NFCI
2023-09-29,-0.36766,2023-10-04,NFCI
2023-10-06,-0.37525,2023-10-12,NFCI
2023-10-13,-0.38567,2023-10-18,NFCI
2023-10-20,-0.38988,2023-10-25,NFCI
2023-10-27,-0.3381,2023-11-01,NFCI
2023-11-03,-0.35997,2023-11-08,NFCI
2023-11-10,-0.40649,2023-11-15,NFCI
2023-11-17,-0.46755,2023-11-22,NFCI
2023-11-24,-0.50404,2023-11-29,NFCI
2023-12-01,-0.46256,2023-12-06,NFCI
2023-12-08,-0.51,2023-12-13,NFCI
2023-12-15,-0.53369,2023-12-20,NFCI
2023-12-22,-0.54284,2023-12-28,NFCI
2023-12-29,-0.47933,2024-01-04,NFCI
2024-01-05,-0.50717,2024-01-10,NFCI
2024-01-12,-0.54453,2024-01-18,NFCI
2024-01-19,-0.57295,2024-01-24,NFCI
2024-01-26,-0.56413,2024-01-31,NFCI
2024-02-02,-0.49078,2024-02-07,NFCI
2024-02-09,-0.51117,2024-02-14,NFCI
2024-02-16,-0.52151,2024-02-22,NFCI
2024-02-23,-0.51816,2024-02-28,NFCI
2024-03-01,-0.46829,2024-03-06,NFCI
2024-03-08,-0.50239,2024-03-13,NFCI
2024-03-15,-0.53056,2024-03-20,NFCI
2024-03-22,-0.55572,2024-03-27,NFCI
2024-03-29,-0.50983,2024-04-03,NFCI
2024-04-05,-0.53124,2024-04-10,NFCI
2024-04-12,-0.5307,2024-04-17,NFCI
2024-04-19,-0.50758,2024-04-24,NFCI
2024-04-26,-0.47494,2024-05-01,NFCI
2024-05-03,-0.48785,2024-05-08,NFCI
2024-05-10,-0.53181,2024-05-15,NFCI
2024-05-17,-0.56222,2024-05-22,NFCI
2024-05-24,-0.58016,2024-05-30,NFCI
2024-05-31,-0.53823,2024-06-05,NFCI
2024-06-07,-0.56393,2024-06-12,NFCI
2024-06-14,-0.58065,2024-06-20,NFCI
2024-06-21,-0.5678,2024-06-26,NFCI
2024-06-28,-0.50131,2024-07-03,NFCI
2024-07-05,-0.5288,2024-07-10,NFCI
2024-07-12,-0.56269,2024-07-17,NFCI
2024-07-19,-0.58176,2024-07-24,NFCI
2024-07-26,-0.58299,2024-07-31,NFCI
2024-08-02,-0.54608,2024-08-07,NFCI
2024-08-09,-0.49852,2024-08-14,NFCI
2024-08-16,-0.5228,2024-08-21,NFCI
2024-08-23,-0.5526,2024-08-28,NFCI
2024-08-30,-0.50418,2024-09-05,NFCI
2024-09-06,-0.57042,2024-09-11,NFCI
2024-09-13,-0.55834,2024-09-18,NFCI
2024-09-20,-0.57701,2024-09-25,NFCI
2024-09-27,-0.54952,2024-10-02,NFCI
2024-10-04,-0.56291,2024-10-09,NFCI
2024-10-11,-0.56546,2024-10-17,NFCI
2024-10-18,-0.56546,2024-10-23,NFCI
2024-10-25,-0.56125,2024-10-30,NFCI
2024-11-01,-0.51732,2024-11-06,NFCI
2024-11-08,-0.54587,2024-11-14,NFCI
2024-11-15,-0.59339,2024-11-20,NFCI
2024-11-22,-0.64189,2024-11-27,NFCI
2024-11-29,-0.62668,2024-12-04,NFCI
2024-12-06,-0.65048,2024-12-11,NFCI
2024-12-13,-0.65824,2024-12-18,NFCI
2024-12-20,-0.60364,2024-12-26,NFCI
2024-12-27,-0.59347,2025-01-02,NFCI
2025-01-03,-0.59794,2025-01-08,NFCI
2025-01-10,-0.62726,2025-01-15,NFCI
2025-01-17,-0.63747,2025-01-23,NFCI
2025-01-24,-0.65143,2025-01-29,NFCI
2025-01-31,-0.65329,2025-02-05,NFCI
2025-02-07,-0.64001,2025-02-12,NFCI
2025-02-14,-0.64763,2025-02-20,NFCI
2025-02-21,-0.6668,2025-02-26,NFCI
2025-02-28,-0.59095,2025-03-05,NFCI
2025-03-07,-0.56684,2025-03-12,NFCI
2025-03-14,-0.54589,2025-03-19,NFCI
2025-03-21,-0.55589,2025-03-26,NFCI
2025-03-28,-0.56516,2025-04-02,NFCI
2025-04-04,-0.54173,2025-04-09,NFCI
2025-04-11,-0.42028,2025-04-16,NFCI
2025-04-18,-0.43077,2025-04-23,NFCI
2025-04-25,-0.44273,2025-04-30,NFCI
2025-05-02,-0.44816,2025-05-07,NFCI
2025-05-09,-0.51219,2025-05-14,NFCI
2025-05-16,-0.58143,2025-05-21,NFCI
2025-05-23,-0.60589,2025-05-29,NFCI
2025-05-30,-0.47611,2025-06-04,NFCI
2025-06-06,-0.51212,2025-06-11,NFCI
2025-06-13,-0.5237,2025-06-18,NFCI
2025-06-20,-0.51043,2025-06-25,NFCI
2025-06-27,-0.49694,2025-07-02,NFCI
2025-07-04,-0.50977,2025-07-09,NFCI
2025-07-11,-0.54351,2025-07-16,NFCI
2025-07-18,-0.55311,2025-07-23,NFCI
2025-07-25,-0.56951,2025-07-30,NFCI
2025-08-01,-0.535,2025-08-06,NFCI
2025-08-08,-0.54493,2025-08-13,NFCI
2025-08-15,-0.55521,2025-08-20,NFCI
2025-08-22,-0.56025,2025-08-27,NFCI
2025-08-29,-0.52578,2025-09-04,NFCI
2025-09-05,-0.54306,2025-09-10,NFCI
2025-09-12,-0.56378,2025-09-17,NFCI
2025-09-19,-0.57265,2025-09-24,NFCI
2025-09-26,-0.55647,2025-10-01,NFCI
2025-10-03,-0.54613,2025-10-08,NFCI
2025-10-10,-0.55852,2025-10-16,NFCI
2025-10-17,-0.55171,2025-10-22,NFCI
2025-10-24,-0.54921,2025-10-29,NFCI
2025-10-31,-0.51456,2025-11-05,NFCI
2025-11-07,-0.53493,2025-11-13,NFCI
2025-11-14,-0.5382,2025-11-19,NFCI
2025-11-21,-0.53414,2025-11-26,NFCI
2025-11-28,-0.52426,2025-12-03,NFCI
2025-12-05,-0.54587,2025-12-10,NFCI
2025-12-12,-0.55282,2025-12-17,NFCI
2025-12-19,-0.54911,2025-12-24,NFCI
2025-12-26,-0.56896,2025-12-31,NFCI
2026-01-02,-0.5536,2026-01-07,NFCI
2026-01-09,-0.57258,2026-01-14,NFCI
2026-01-16,-0.59026,2026-01-22,NFCI
2026-01-23,-0.60032,2026-01-28,NFCI
2026-01-30,-0.55725,2026-02-04,NFCI
2026-02-06,-0.56306,2026-02-11,NFCI
2026-02-13,-0.56814,2026-02-19,NFCI
2026-02-20,-0.56294,2026-02-25,NFCI
2026-02-27,-0.52365,2026-03-04,NFCI
2026-03-06,-0.5137,2026-03-11,NFCI
2026-03-13,-0.48574,2026-03-18,NFCI
2026-03-20,-0.47504,2026-03-25,NFCI
2026-03-27,-0.43366,2026-04-01,NFCI
2026-04-03,-0.433,2026-04-08,NFCI
