date,rv,medrv,rk_bartlett_h5,tsrv_k5,ret,n_bars,n_returns,source
2026-02-20,6.508826076862823e-05,7.535665769520399e-05,7.863590403072302e-05,8.098620875152994e-05,0.008785807404140478,78,77,data/intraday/SPY_5min_2026-*.csv
2026-02-23,4.154046338474118e-05,3.0015941634968536e-05,6.737768433324186e-05,5.93374289266932e-05,-0.010176558980961481,78,77,data/intraday/SPY_5min_2026-*.csv
2026-02-24,4.0487649429354275e-05,3.9778530510163113e-05,4.2933012523777477e-05,2.474855768213021e-05,0.009626138553572083,78,77,data/intraday/SPY_5min_2026-*.csv
2026-02-25,7.506050171784642e-06,6.5830039233574024e-06,5.130901525857937e-06,4.408922625597202e-06,0.003265966350131322,78,77,data/intraday/SPY_5min_2026-*.csv
2026-02-26,5.4326512430047506e-05,5.350618206908817e-05,8.59859486608326e-05,8.953346401127669e-05,-0.004256006663199585,78,77,data/intraday/SPY_5min_2026-*.csv
2026-02-27,4.644063367241714e-05,5.12242810326522e-05,2.404152064684389e-05,2.0844107770211794e-05,0.0036287706717192947,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-02,5.575672552960102e-05,6.473343546016979e-05,5.6462660642425384e-05,5.6726812866841856e-05,0.00756086710250603,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-03,9.702306759390853e-05,9.085281319342878e-05,9.237007660751255e-05,7.70592622781957e-05,0.008473576687408446,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-04,4.24317021640072e-05,3.6053890328921e-05,4.815926392031193e-05,4.330197609048029e-05,0.0034503753914911783,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-05,8.364349860018296e-05,0.00010415593301159567,8.651871712348455e-05,8.657923414395909e-05,-0.003939755422896596,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-06,9.341478085736543e-05,0.00010628002010188257,6.4033349625441e-05,5.452501135392793e-05,9.666617433445879e-05,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-09,0.00012349954490835754,0.00012828359929582754,0.0001882846794183333,0.00018612847031032614,0.017798203716052008,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-10,6.91081236432556e-05,5.1329500454833915e-05,7.987684544525305e-05,8.06279641901147e-05,-0.0007973174943449735,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-11,6.027992788918489e-05,4.512214291013651e-05,4.209335920020586e-05,4.137331128778813e-05,-0.0021416468552537538,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-12,7.403646106016434e-05,6.335161103275868e-05,3.67401056288787e-05,2.5928356752474865e-05,-0.007195832836830007,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-13,6.634589553002255e-05,6.31270200432707e-05,6.235893358928372e-05,5.6747493297925834e-05,-0.011238118209319303,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-16,4.303403305196489e-05,4.2446037355079065e-05,3.664509815326177e-05,3.377196116711994e-05,0.000583186397237867,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-17,2.4487278879162406e-05,2.2264255668751777e-05,1.372261072467356e-05,1.101404414280875e-05,-0.004032266274359486,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-18,4.4480338977715974e-05,3.429189599884171e-05,3.8676006125655274e-05,3.3373688835250085e-05,-0.010824424376570718,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-19,7.6522175888643e-05,6.962114769820069e-05,8.373457371007457e-05,8.793023813627344e-05,0.005387955114785292,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-20,7.320630257458463e-05,6.644568318147864e-05,6.262715607077057e-05,4.63309432346939e-05,-0.010049391869759283,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-23,9.391195162849214e-05,9.197360416566977e-05,0.00010220708943454279,7.79801450529745e-05,-0.0021339566352915895,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-24,7.790028988350545e-05,7.027680248630304e-05,5.90163779897464e-05,4.8198129752382593e-05,0.0006279285388499645,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-25,5.5260740654013546e-05,6.300402550108427e-05,4.206764147100079e-05,3.749365137662441e-05,-0.004466670770129966,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-26,4.739756061136116e-05,4.627901178305926e-05,4.784300399510418e-05,3.823335482946944e-05,-0.010063859708540512,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-27,5.654937875201545e-05,6.484720444836579e-05,3.5678733957173636e-05,3.294943379763265e-05,-0.010066150887258374,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-30,5.934861169129148e-05,6.035724810477794e-05,6.96153900036109e-05,5.844842272426264e-05,-0.010780252674832624,78,77,data/intraday/SPY_5min_2026-*.csv
2026-03-31,0.00012435853062228367,0.00012601448871045584,0.0001177778518465163,0.00011614869062839777,0.016295328682549126,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-01,3.3461588428546954e-05,3.0134708749740307e-05,3.971890654657803e-05,3.43631419771356e-05,0.00029004242993924123,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-02,0.00011325590111895003,8.607123703433091e-05,0.00011257447141776103,0.0001043562748156168,0.013485348779356698,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-06,4.015918638253125e-05,3.4125389153686525e-05,2.1164229054118476e-05,1.871497844143765e-05,0.0022792205988038106,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-07,7.84190622708758e-05,6.331500367445985e-05,7.946772053551132e-05,7.339658398937198e-05,0.005353654659621121,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-08,3.9407947988125415e-05,2.8660118245245775e-05,3.2985660373107966e-05,2.507452408611176e-05,-0.00020560271533032193,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-09,3.262015553615173e-05,2.5054110627946424e-05,3.620584591311477e-05,3.2786619258276054e-05,0.007692775779465144,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-10,1.2939760911371794e-05,1.0558047755446534e-05,1.2259756216276721e-05,1.221734545504029e-05,-0.002396431152647871,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-13,2.6433019705576352e-05,1.7170189926243295e-05,2.94317079115391e-05,2.1744681165262396e-05,0.012482666360654093,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-14,1.5427870482210978e-05,1.4430869516853924e-05,1.903267671137385e-05,1.5831109684388082e-05,0.00855475026475272,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-15,2.3304826653849877e-05,1.6153807214549424e-05,1.314575195031132e-05,9.200993502722467e-06,0.005861375456128748,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-16,2.6369600522230153e-05,2.1345176339593985e-05,2.2962116630329206e-05,1.7948874810764256e-05,0.0007129616852745713,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-17,2.0140003786622597e-05,1.6476116244640063e-05,2.5644292810064448e-05,2.6845866602178596e-05,0.0043339732271876485,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-20,1.5878142777558913e-05,1.721196938238478e-05,1.2590921314309897e-05,1.1037957535622454e-05,-0.0006206746318415668,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-21,5.765766590010454e-05,4.297902935508832e-05,5.514550703556082e-05,5.2856855304717855e-05,-0.007442355927651079,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-22,1.2837359142150246e-05,1.2898322149467478e-05,8.867955002634776e-06,7.439415892558283e-06,0.003733037682263074,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-23,5.497409441636991e-05,6.81458120209732e-05,7.124409949751191e-05,7.049028504451068e-05,-0.0014669067738166675,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-24,1.5921419355061234e-05,1.0598385808449521e-05,1.23528899072952e-05,1.242958207784785e-05,0.0058223437713174064,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-27,1.1648704293849265e-05,1.0985724102126047e-05,5.185935024487054e-06,3.8037966013709455e-06,0.0020435332510357895,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-28,1.3968193988795509e-05,1.3860182643460937e-05,9.967956150994458e-06,9.079831611280516e-06,0.00015472676134020702,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-29,2.4229022895581713e-05,2.1233949894514573e-05,1.7678123563239494e-05,1.4507479418037906e-05,0.002039814993767486,78,77,data/intraday/SPY_5min_2026-*.csv
2026-04-30,2.373134419932133e-05,2.3059419960598934e-05,2.5493994086242205e-05,2.127738061516556e-05,0.007699507306047515,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-01,2.0962877609056692e-05,1.435283886479175e-05,2.8079840655137956e-05,2.5435215710770473e-05,-0.0022869529856563986,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-04,3.2473320654326834e-05,2.9594467223994057e-05,3.4414789098018684e-05,3.2754932309795376e-05,-0.0025590993608579637,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-05,9.433060705648705e-06,8.251348754604602e-06,5.84524779582464e-06,3.709615102230989e-06,0.002005508495481756,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-06,1.1141032313705218e-05,1.0222313463813333e-05,1.2777619026480921e-05,1.205842737829501e-05,0.006343605346941672,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-07,3.109581643585981e-05,2.7939134553026247e-05,2.2808834988217257e-05,2.0625031568824428e-05,-0.004065102940979948,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-08,1.058674379149999e-05,1.1849082674789631e-05,8.773182807276082e-06,7.862296714398111e-06,0.0030553861813418237,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-11,1.3712111186874957e-05,1.0664158919717636e-05,1.1784591122770312e-05,1.0281174234242772e-05,0.0016992308381267307,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-12,2.5112584230930963e-05,2.613121643414924e-05,2.457364900185791e-05,2.3841450901076433e-05,0.0025092911154525055,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-13,1.749303414778288e-05,1.5194574306227785e-05,1.672727363633771e-05,1.3928985359070476e-05,0.006333074755279888,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-14,1.6924481859604795e-05,1.70820011199977e-05,1.6318067561457905e-05,1.5355741730971217e-05,0.0043807979540995134,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-15,4.108876939867891e-05,3.415936224855002e-05,3.074367195074765e-05,2.415711264795099e-05,-0.0014736738449494524,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-18,7.762443962275751e-05,5.7429384989813136e-05,5.2541617517472524e-05,4.858219474997854e-05,1.3553175761238379e-05,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-19,5.0632542284673274e-05,4.55360778425462e-05,3.6543760225221884e-05,3.3299110943412274e-05,-0.0009739553976730875,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-20,3.652493088016241e-05,2.5747544108732126e-05,2.3696750342888122e-05,2.0361669104353694e-05,0.007597061768647606,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-21,2.866248349928421e-05,2.2368776000190944e-05,1.6355807569347723e-05,1.27810835176083e-05,0.0021370361508328273,45,44,data/intraday/SPY_5min_2026-*.csv
2026-05-22,1.9387462694292524e-05,1.6288208024791322e-05,1.5867170053966747e-05,1.5058714479467059e-05,-0.0021436195115258627,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-26,1.2680584509494053e-05,1.4360515140826805e-05,1.5673574930996752e-05,1.3565930060710626e-05,0.0013867300745298294,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-27,2.0940996514754045e-05,1.8525106789748586e-05,1.237765985214915e-05,9.675495229804074e-06,-0.0005328898619048061,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-28,1.9504524984544662e-05,1.0951863557843724e-05,1.8740074988579887e-05,1.8980358446995787e-05,0.006567690961186479,78,77,data/intraday/SPY_5min_2026-*.csv
2026-05-29,1.7616561383329134e-05,1.582806236081523e-05,1.975677093336727e-05,1.670066186861035e-05,0.0005223726879775015,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-01,1.4760127039437563e-05,1.3482687656287997e-05,1.3477969488043737e-05,1.2052713966172812e-05,0.003619207205035835,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-02,7.1177385068770215e-06,6.065594472694914e-06,7.328666585149504e-06,6.872267481739698e-06,0.002663238289147607,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-03,2.0710317997125807e-05,2.3647781172120777e-05,1.757459888776425e-05,8.812496951789974e-06,-0.005395219612368329,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-04,1.1968612739916118e-05,9.800501730780508e-06,1.3249806705774865e-05,1.1813011619119177e-05,0.005476974891204023,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-05,6.548429660439194e-05,6.648088795085557e-05,7.226704150781847e-05,5.4183353941841845e-05,-0.020392297277353144,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-08,5.932594929423991e-05,5.390399471896382e-05,3.301764142371066e-05,2.8315799015009876e-05,-0.00388121946888198,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-09,0.0002547046219247243,0.0002227680005105603,0.0002682292363953763,0.00025099383603860355,-0.008874309181319262,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-10,0.0001172986930429901,0.00010621477741129363,0.0001176776494087176,7.87838004648557e-05,-0.008722145882558152,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-11,0.00020544095318529866,0.00014984583212630155,0.00019817535955220833,0.0002055685074327107,0.01414433246903446,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-12,0.00012795813607747574,8.694012971281074e-05,9.415613275546749e-05,8.360428825844249e-05,0.004269778946405012,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-15,1.2068517584644386e-05,1.1984682829464172e-05,1.0297803325964948e-05,7.808996128217695e-06,0.0026005228493550803,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-16,1.9436731528361037e-05,1.711044390262903e-05,1.0832504660695207e-05,8.63192037058836e-06,-0.006442899190163942,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-17,0.00015238620562337465,0.00011716329119592228,0.00010903270853199547,9.809559097471197e-05,-0.013106643760019132,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-18,3.0046415725902816e-05,2.978381601148314e-05,1.879134379935997e-05,1.4572980154829216e-05,0.0009380524213336017,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-22,4.7439024975608744e-05,5.375208429081541e-05,4.258903585660166e-05,3.808562436656633e-05,-0.004991652655766288,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-23,4.024101028901036e-05,3.18821232435674e-05,6.376852253344504e-05,5.396872167548983e-05,-0.0003270557566885657,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-24,6.122538011727581e-05,5.8393684476930614e-05,6.142094410282758e-05,5.843048951613685e-05,-0.005115948968766659,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-25,0.0001395560598415762,0.00014947433769765703,0.00011161611853038834,8.746778453143478e-05,-0.005534976443461126,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-26,8.528594586475594e-05,6.014089122058384e-05,9.012567643782555e-05,6.127520941143318e-05,0.001674786911485704,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-29,5.2301306949696054e-05,4.070147455347995e-05,5.850105997944991e-05,6.33846825327363e-05,0.0029333430382267878,78,77,data/intraday/SPY_5min_2026-*.csv
2026-06-30,2.0144900042759793e-05,2.07615461030655e-05,1.9527234826445464e-05,1.839351578816289e-05,0.006956662093948296,78,77,data/intraday/SPY_5min_2026-*.csv
2026-07-01,1.6836355262462622e-05,1.7172914861056887e-05,3.154431778771884e-05,2.793534030285398e-05,0.004125444818123825,78,77,data/intraday/SPY_5min_2026-*.csv
2026-07-02,6.574323563117998e-05,6.386677411998518e-05,6.346833259127333e-05,4.755629470121908e-05,-0.004981891437274122,78,77,data/intraday/SPY_5min_2026-*.csv
