date,put_volume,call_volume,pc_volume_ratio,put_oi,call_oi,pc_oi_ratio
2024-05-14,362189,323946,111.81,330146,220916,149.44
2024-05-15,860739,838578,102.64,125938,86668,145.31
2024-05-16,342996,353477,97.03,188162,149271,126.05
2024-05-17,238429,252114,94.57,209160,166404,125.69
2024-05-20,386710,402131,96.17,231864,203495,113.94
2024-05-21,358968,386350,92.91,246742,223521,110.39
2024-05-22,632550,637557,99.21,152076,107803,141.07
2024-05-23,224712,237450,94.64,197107,155454,126.79
2024-05-24,319106,297136,107.39,229769,177256,129.63
2024-05-27,424414,368445,115.19,273101,179433,152.2
2024-05-28,344539,299765,114.94,301490,188405,160.02
2024-05-29,543743,599818,90.65,163530,120990,135.16
2024-05-30,330179,344096,95.96,208344,189528,109.93
2024-05-31,426181,421657,101.07,239652,219081,109.39
2024-06-03,558467,543408,102.77,289081,217803,132.73
2024-06-04,509097,558938,91.08,283335,265016,106.91
2024-06-05,922043,862566,106.9,188953,130929,144.32
2024-06-06,450928,403294,111.81,267400,165696,161.38
2024-06-07,282042,268641,104.99,281270,187767,149.8
2024-06-11,414838,433289,95.74,307846,215054,143.15
2024-06-12,741050,734422,100.9,211885,125235,169.19
2024-06-13,447030,400508,111.62,271782,172296,157.74
2024-06-14,359358,309085,116.27,307998,182376,168.88
2024-06-17,322898,259469,124.45,330715,201506,164.12
2024-06-18,533136,469231,113.62,360975,205599,175.57
2024-06-19,948501,1005501,94.33,103826,62612,165.82
2024-06-20,267350,231037,115.72,163407,122637,133.24
2024-06-21,355692,342226,103.93,188288,162451,115.9
2024-06-24,500817,486523,102.94,191432,215213,88.95
2024-06-25,533323,533114,100.04,217618,244033,89.18
2024-06-26,722353,680529,106.15,120616,120446,100.14
2024-06-27,293283,275791,106.34,174532,175127,99.66
2024-06-28,352323,325562,108.22,200112,184524,108.45
2024-07-01,366904,324575,113.04,224506,208949,107.45
2024-07-02,454955,488844,93.07,238251,231493,102.92
2024-07-03,679026,562883,120.63,133811,133393,100.31
2024-07-04,332568,300455,110.69,199432,177524,112.34
2024-07-05,180579,187602,96.26,212844,198570,107.19
2024-07-08,455883,416272,109.52,251961,206318,122.12
2024-07-09,524522,558535,93.91,264655,242747,109.03
2024-07-10,658578,697311,94.45,155350,143605,108.18
2024-07-11,295846,262993,112.49,219370,181257,121.03
2024-07-12,377002,458831,82.17,237296,236677,100.26
2024-07-15,388434,422118,92.02,259389,261548,99.17
2024-07-16,514111,522619,98.37,286715,269859,106.25
2024-07-17,708972,750011,94.53,95597,75587,126.47
2024-07-18,290469,316710,91.71,152381,146134,104.27
2024-07-19,407269,476151,85.53,179814,189868,94.7
2024-07-22,500202,634014,78.89,187030,257548,72.62
2024-07-23,418972,411953,101.7,227510,251535,90.45
2024-07-26,574142,562126,102.14,116372,125275,92.89
2024-07-29,311280,358078,86.93,173739,186432,93.19
2024-07-30,434275,562190,77.25,192782,218247,88.33
2024-07-31,718158,781485,91.9,123060,126930,96.95
2024-08-01,245915,246309,99.84,174887,172583,101.34
2024-08-02,386966,488818,79.16,173737,238144,72.95
2024-08-05,341562,493693,69.19,161017,274316,58.7
2024-08-06,278496,454550,61.27,194797,277237,70.26
2024-08-07,635591,588644,107.98,123636,140341,88.1
2024-08-08,165539,200696,82.48,149621,187774,79.68
2024-08-09,238157,249142,95.59,182970,197840,92.48
2024-08-12,275475,288581,95.46,211865,207922,101.9
2024-08-13,299931,258926,115.84,240212,220815,108.78
2024-08-14,523008,479709,109.03,148584,150337,98.83
2024-08-15,228817,225274,101.57,187064,179028,104.49
2024-08-16,295609,266796,110.8,216666,183981,117.77
2024-08-19,289487,265692,108.96,239943,199545,120.25
2024-08-20,271916,277401,98.02,251449,219420,114.6
2024-08-21,471136,554727,84.93,89227,75961,117.46
2024-08-22,182243,212456,85.78,127478,119788,106.42
2024-08-23,249819,290135,86.1,142588,140992,101.13
2024-08-26,318900,356302,89.5,169803,162873,104.25
2024-08-27,267249,322061,82.98,182668,177863,102.7
2024-08-28,528907,547666,96.57,102874,92562,111.14
2024-08-29,200163,263168,76.06,136401,149192,91.43
2024-08-30,217426,230797,94.21,157900,161192,97.96
2024-09-02,253954,330591,76.82,173691,192361,90.29
2024-09-03,243561,309330,78.74,182166,209550,86.93
2024-09-04,640068,717918,89.16,103544,113839,90.96
2024-09-05,212792,206499,103.05,142542,148420,96.04
2024-09-06,250253,226550,110.46,163793,154692,105.88
2024-09-09,409862,396768,103.3,182560,187996,97.11
2024-09-10,384776,382144,100.69,202512,209124,96.84
2024-09-11,590803,515647,114.58,124081,116217,106.77
2024-09-12,315750,299642,105.38,172779,147855,116.86
2024-09-13,227884,217251,104.89,188001,165406,113.66
2024-09-16,211075,205137,102.89,201775,182413,110.61
2024-09-18,473574,520175,91.04,57842,58371,99.09
2024-09-19,240876,211959,113.64,112669,90982,123.84
2024-09-20,272741,261526,104.29,142159,114246,124.43
2024-09-23,238460,221153,107.83,159297,133627,119.21
2024-09-24,338022,348765,96.92,183324,139455,131.46
2024-09-25,599264,590677,101.45,91441,75186,121.62
2024-09-26,210600,207330,101.58,127002,116881,108.66
2024-09-27,310160,364186,85.17,145819,147529,98.84
2024-09-30,406677,459360,88.53,145148,185786,78.13
2024-10-01,333926,362979,92.0,162916,205574,79.25
2024-10-04,605684,621014,97.53,106443,102017,104.34
2024-10-07,320886,303018,105.9,156499,139977,111.8
2024-10-08,296239,344361,86.03,173073,169712,101.98
2024-10-09,548502,495209,110.76,117638,105030,112.0
2024-10-11,228429,211721,107.89,153733,131060,117.3
2024-10-14,242092,245451,98.63,177762,147687,120.36
2024-10-15,367836,305904,120.25,198667,147632,134.57
2024-10-16,691389,703696,98.25,57638,62478,92.25
2024-10-17,145085,160063,90.64,89295,97821,91.28
2024-10-18,329464,393338,83.76,124886,129348,96.55
2024-10-21,215493,265302,81.23,136890,155408,88.08
2024-10-22,336041,383730,87.57,146032,174177,83.84
2024-10-23,390696,526840,74.16,65954,85346,77.28
2024-10-24,189761,237082,80.04,93376,134601,69.37
2024-10-25,159875,187361,85.33,113957,145751,78.19
2024-10-28,312176,380540,82.04,127194,176584,72.03
2024-10-29,360899,509582,70.82,134773,206504,65.26
2024-10-30,495987,489688,101.29,67984,92155,73.77
2024-11-01,212212,271036,78.3,100296,134628,74.5
2024-11-04,213114,200344,106.37,126701,142418,88.96
2024-11-05,278193,280078,99.33,148793,158826,93.68
2024-11-06,563812,566350,99.55,83995,87215,96.31
2024-11-07,285911,276209,103.51,136403,123537,110.41
2024-11-08,243041,227321,106.92,162530,139111,116.83
2024-11-11,263100,327288,80.39,172084,176334,97.59
2024-11-12,387561,516601,75.02,176364,212222,83.1
2024-11-13,690114,640077,107.82,92252,110598,83.41
2024-11-14,248622,292312,85.05,116975,149222,78.39
2024-11-15,224410,221225,101.44,140131,162336,86.32
2024-11-18,289413,319099,90.7,159854,188714,84.71
2024-11-19,482014,435594,110.66,194304,188742,102.95
2024-11-20,596953,570606,104.62,67391,71478,94.28
2024-11-21,191834,231640,82.82,102062,119417,85.47
2024-11-22,323344,320147,101.0,139962,128797,108.67
2024-11-25,246856,242709,101.71,157494,154804,101.74
2024-11-26,292849,393180,74.48,160403,187900,85.37
2024-11-27,519997,602498,86.31,77894,101170,76.99
2024-11-28,254716,281981,90.33,112474,146420,76.82
2024-11-29,215332,227899,94.49,128302,164545,77.97
2024-12-02,369290,304499,121.28,174156,163310,106.64
2024-12-03,415689,345545,120.3,198714,174701,113.75
2024-12-04,531543,494700,107.45,96356,103342,93.24
2024-12-05,141278,135889,103.97,128912,126538,101.88
2024-12-06,180299,196778,91.63,143730,143384,100.24
2024-12-09,181134,188500,96.09,161917,162145,99.86
2024-12-10,319733,368488,86.77,168548,186893,90.18
2024-12-11,534024,556895,95.89,107212,115103,93.14
2024-12-12,196768,197143,99.81,140732,144478,97.41
2024-12-13,208616,257625,80.98,152730,167269,91.31
2024-12-16,336682,356867,94.34,167432,192854,86.82
2024-12-17,292435,282697,103.44,184042,196134,93.83
2024-12-18,600674,617872,97.22,51755,66304,78.06
2024-12-19,223442,265889,84.04,88875,109906,80.86
2024-12-20,208594,278922,74.79,101954,135363,75.32
2024-12-23,399739,323829,123.44,155090,139551,111.13
2024-12-24,303936,327926,92.68,160944,162829,98.84
2024-12-25,365377,384780,94.96,74027,77238,95.84
2024-12-26,80031,93824,85.3,97038,106121,91.44
2024-12-27,172736,163323,105.76,119880,117329,102.17
2024-12-30,183071,230216,79.52,127393,136508,93.32
2024-12-31,253969,317920,79.88,134738,156945,85.85
2025-01-02,393927,522422,75.4,85528,104662,81.72
2025-01-03,225515,238923,94.39,120744,139332,86.66
2025-01-06,400953,334280,119.95,173329,153175,113.16
2025-01-07,426990,437274,97.65,193571,177985,108.76
2025-01-08,537831,640380,83.99,101806,111995,90.9
2025-01-09,229746,296904,77.38,127763,160622,79.54
2025-01-10,182008,237397,76.67,141396,181146,78.06
2025-01-13,401252,574490,69.84,151933,221090,68.72
2025-01-14,353783,370662,95.45,170029,228683,74.35
2025-01-15,506261,569337,88.92,61242,71893,85.18
2025-01-16,228298,228283,100.01,108722,112016,97.06
2025-01-17,287036,366660,78.28,132315,137679,96.1
2025-01-20,224503,227422,98.72,148468,144303,102.89
2025-01-21,255531,283746,90.06,161117,157286,102.44
2025-01-22,468698,442884,105.83,86999,84127,103.41
2025-02-03,286615,356721,80.35,78424,82332,95.25
2025-02-04,268867,257026,104.61,120245,139954,85.92
2025-02-05,448433,403311,111.19,93245,87666,106.36
2025-02-06,166506,152095,109.47,125937,116974,107.66
2025-02-07,170402,131283,129.8,149798,130517,114.77
2025-02-10,263218,280855,93.72,163442,161551,101.17
2025-02-11,260672,257659,101.17,176413,171533,102.84
2025-02-12,469358,456010,102.93,112164,110563,101.45
2025-02-13,202553,200101,101.23,141184,132766,106.34
2025-02-14,204311,241085,84.75,148662,161387,92.12
2025-02-17,273920,251001,109.13,174742,165618,105.51
2025-02-18,224675,175732,127.85,194741,165777,117.47
2025-02-19,463882,475896,97.48,81793,73705,110.97
2025-02-20,160947,182463,88.21,115359,107258,107.55
2025-02-21,236935,198251,119.51,137892,121579,113.42
2025-02-24,224809,228209,98.51,153711,149825,102.59
2025-02-25,360822,397389,90.8,156159,179964,86.77
2025-02-26,644216,557718,115.51,96617,100461,96.17
2025-02-27,225243,250911,89.77,120559,144241,83.58
2025-03-03,316742,378943,83.59,139000,187683,74.06
2025-03-04,521042,511949,101.78,177218,207752,85.3
2025-03-05,687941,623931,110.26,104393,107734,96.9
2025-03-06,191010,209440,91.2,129874,145241,89.42
2025-03-07,239535,262945,91.1,142853,168314,84.87
2025-03-10,316492,348090,90.92,159939,195984,81.61
2025-03-11,432651,537746,80.46,173058,220271,78.57
2025-03-12,711488,631696,112.63,113153,122662,92.25
2025-03-13,298213,313239,95.2,143014,172573,82.87
2025-03-14,282606,264639,106.79,160315,193646,82.79
2025-03-17,300568,278745,107.83,182245,206835,88.11
2025-03-18,326381,296334,110.14,208530,218268,95.54
2025-03-19,548397,585988,93.59,54809,71186,76.99
2025-03-20,214674,210434,102.01,102246,106005,96.45
2025-03-21,228101,239479,95.25,115456,134595,85.78
2025-03-24,294680,318459,92.53,129869,165706,78.37
2025-03-25,332072,310144,107.07,148023,168644,87.77
2025-03-26,452662,444320,101.88,77016,86407,89.13
2025-03-27,193852,230910,83.95,110764,136577,81.1
2025-03-28,292819,357245,81.97,124793,172271,72.44
2025-03-31,386772,477883,80.93,144410,219961,65.65
2025-04-01,453863,386546,117.42,178555,222380,80.29
2025-04-02,635611,548085,115.97,91123,120063,75.9
2025-04-07,163647,180673,90.58,107052,160254,66.8
2025-04-08,142919,321238,44.49,120845,214013,56.47
2025-04-09,561644,760195,73.88,79118,145060,54.54
2025-04-10,127307,234577,54.27,110623,171575,64.48
2025-04-11,280035,326636,85.73,134572,181842,74.0
2025-04-14,275853,272005,101.41,168374,200467,83.99
2025-04-15,291358,248352,117.32,196013,210375,93.17
2025-04-16,456521,491277,92.93,42886,57560,74.51
2025-04-17,169770,180342,94.14,71596,99674,71.83
2025-04-18,163390,181319,90.11,83955,116756,71.91
2025-04-21,123012,162235,75.82,93623,136924,68.38
2025-04-22,264794,289529,91.46,106859,160138,66.73
2025-04-23,601360,510796,117.73,56159,86342,65.04
2025-04-24,160838,212549,75.67,75887,123205,61.59
2025-04-25,260293,249989,104.12,103188,132304,77.99
2025-04-28,209638,209033,100.29,120290,148314,81.1
2025-04-29,294789,302998,97.29,135778,155100,87.54
2025-04-30,461566,459450,100.46,66304,85641,77.42
2025-05-02,229433,230427,99.57,112505,113207,99.38
2025-05-05,305805,351018,87.12,127724,148941,85.75
2025-05-06,268514,284415,94.41,144025,159499,90.3
2025-05-07,517185,550982,93.87,75947,96912,78.37
2025-05-08,140511,162568,86.43,105154,125068,84.08
2025-05-09,194098,202300,95.95,121985,134090,90.97
2025-05-12,225185,203432,110.69,147000,143983,102.1
2025-05-13,364201,364636,99.88,181211,159178,113.84
2025-05-14,592636,526208,112.62,106294,90096,117.98
2025-05-15,164089,166931,98.3,138927,118892,116.85
2025-05-16,188430,167635,112.4,157298,129111,121.83
2025-05-19,223313,272103,82.07,166078,154112,107.76
2025-05-20,308597,315992,97.66,178872,167813,106.59
2025-05-21,470597,418795,112.37,60361,52818,114.28
2025-05-22,148413,159936,92.8,85742,85707,100.04
2025-05-23,186094,196493,94.71,101379,103449,98.0
2025-05-26,296442,278010,106.63,115868,124786,92.85
2025-05-27,208998,253256,82.52,123814,150298,82.38
2025-05-28,521168,500162,104.2,70673,73646,95.96
2025-05-29,154742,166617,92.87,96261,105008,91.67
2025-06-02,246362,344333,71.55,118214,154159,76.68
2025-06-03,319172,272650,117.06,142699,166384,85.76
2025-06-04,575776,444654,129.49,85255,78939,108.0
2025-06-05,141021,147689,95.49,113415,108430,104.6
2025-06-06,172680,171599,100.63,128548,126219,101.85
2025-06-09,203836,188467,108.15,148818,140902,105.62
2025-06-10,374180,320711,116.67,184554,138014,133.72
2025-06-11,466645,449534,103.81,108751,91333,119.07
2025-06-12,164269,179816,91.35,128743,124383,103.51
2025-06-13,259095,262949,98.53,145357,152297,95.44
2025-06-16,229668,242542,94.69,160811,170255,94.45
2025-06-17,294268,310522,94.77,178096,176561,100.87
2025-06-18,532995,524389,101.64,51266,48525,105.65
2025-06-19,151590,176136,86.06,79093,87557,90.33
2025-06-20,178017,217839,81.72,97165,109645,88.62
2025-06-23,265969,291024,91.39,115411,136868,84.32
2025-06-24,410650,362732,113.21,153319,136302,112.48
2025-06-25,469363,494516,94.91,68885,66516,103.56
2025-06-26,125029,146511,85.34,92833,93386,99.41
2025-06-27,150449,176558,85.21,110129,114083,96.53
2025-06-30,191148,195565,97.74,132272,133714,98.92
2025-07-01,341931,385728,88.65,161864,150408,107.62
2025-07-02,408563,410845,99.44,85777,75125,114.18
2025-07-03,165676,161067,102.86,126122,97795,128.97
2025-07-04,187829,213830,87.84,141032,121328,116.24
2025-07-07,202919,226147,89.73,150760,149665,100.73
2025-07-08,259381,294807,87.98,161736,165557,97.69
2025-07-09,432246,414067,104.39,111269,87325,127.42
2025-07-10,210283,193696,108.56,148593,112938,131.57
2025-07-11,327581,297377,110.16,129906,98637,131.7
2025-07-14,177301,211943,83.66,150782,132113,114.13
2025-07-15,310570,282584,109.9,179678,137393,130.78
2025-07-16,517892,447370,115.76,52674,53251,98.92
2025-07-17,167395,159283,105.09,94837,93580,101.34
2025-07-18,340393,350094,97.23,77118,78996,97.62
2025-07-21,154955,172095,90.04,100799,110834,90.95
2025-07-22,367845,401745,91.56,115461,152336,75.79
2025-07-23,516385,499534,103.37,66501,65614,101.35
2025-07-24,162421,181095,89.69,102045,102242,99.81
2025-07-25,239960,274020,87.57,81764,89867,90.98
2025-07-28,210585,218813,96.24,119020,122448,97.2
2025-07-29,256866,313659,81.89,131713,149084,88.35
2025-07-30,467479,451768,103.48,81383,77260,105.34
2025-07-31,188231,192295,97.89,128062,117603,108.89
2025-08-01,429956,498687,86.22,102710,107757,95.32
2025-08-04,256262,283387,90.43,139962,148125,94.49
2025-08-05,326287,271019,120.39,175060,150090,116.64
2025-08-06,437260,480512,91.0,95633,89560,106.78
2025-08-07,370395,332670,111.34,169707,129077,131.48
2025-08-08,321382,344306,93.34,125098,108460,115.34
2025-08-11,296412,297565,99.61,169913,143965,118.02
2025-08-12,235814,249185,94.63,185019,156236,118.42
2025-08-13,619432,589737,105.04,119082,102348,116.35
2025-08-14,222646,228348,97.5,158098,144430,109.46
2025-08-15,396787,398023,99.69,140402,114629,122.48
2025-08-18,302012,267756,112.79,187496,135318,138.56
2025-08-19,231112,241711,95.62,204914,160469,127.7
2025-08-20,649818,775702,83.77,69510,72420,95.98
2025-08-21,315617,292039,108.07,126494,108131,116.98
2025-08-22,415456,406415,102.22,99522,81884,121.54
2025-08-25,368136,299467,122.93,157495,104499,150.71
2025-08-26,286795,266765,107.51,174985,128899,135.75
2025-08-27,491831,433477,113.46,89010,64950,137.04
2025-08-28,248580,289847,85.76,133472,120158,111.08
2025-08-29,430769,422362,101.99,109698,83092,132.02
2025-09-01,389522,417142,93.38,146268,141589,103.3
2025-09-02,390653,365235,106.96,167354,158153,105.82
2025-09-03,712537,618068,115.28,103295,83008,124.44
2025-09-04,407707,330798,123.25,160179,115877,138.23
2025-09-05,451505,360515,125.24,122492,82879,147.8
2025-09-08,396506,326841,121.31,175916,107888,163.05
2025-09-09,362955,288617,125.76,209604,117854,177.85
2025-09-10,673876,617460,109.14,131760,78814,167.18
2025-09-11,376206,383449,98.11,177473,130552,135.94
2025-09-12,457420,387422,118.07,147781,96166,153.67
2025-09-15,249977,227600,109.83,183570,130651,140.5
2025-09-16,368077,301969,121.89,217208,132467,163.97
2025-09-17,473165,547587,86.41,72152,54907,131.41
2025-09-18,355093,320316,110.86,141148,96031,146.98
2025-09-19,605553,594536,101.85,98909,79124,125.01
2025-09-22,266874,230436,115.81,151085,104493,144.59
2025-09-23,438481,418433,104.79,190590,115498,165.02
2025-09-24,738912,733431,100.75,98078,71529,137.12
2025-09-25,269088,274042,98.19,136554,111913,122.02
2025-09-26,707749,746752,94.78,96295,92828,103.73
2025-09-30,337960,289505,116.74,155073,116013,133.67
2025-10-01,694897,644086,107.89,106748,76270,139.96
2025-10-02,360190,336503,107.04,160620,110992,144.71
2025-10-03,569130,561701,101.32,118210,80963,146.0
2025-10-07,377199,318337,118.49,181885,113151,160.75
2025-10-08,595623,643852,92.51,106288,75973,139.9
2025-10-09,247063,236046,104.67,151746,108649,139.67
2025-10-13,448027,459929,97.41,125455,107268,116.95
2025-10-14,551875,543764,101.49,166733,153704,108.48
2025-10-15,802100,783096,102.43,67195,52732,127.43
2025-10-16,355425,351494,101.12,124675,104725,119.05
2025-10-17,574658,644439,89.17,89758,85577,104.89
2025-10-20,377075,321169,117.41,147047,111003,132.47
2025-10-21,343801,325064,105.76,167936,121900,137.77
2025-10-22,612679,628054,97.55,83518,67289,124.12
2025-10-23,224414,242130,92.68,119972,110959,108.12
2025-10-27,391200,383720,101.95,96541,80692,119.64
2025-10-28,251592,296896,84.74,129834,125223,103.68
2025-10-29,513561,466203,110.16,80644,74246,108.62
2025-10-30,312482,338836,92.22,120177,124790,96.3
2025-10-31,478562,506953,94.4,90463,80331,112.61
2025-11-03,294232,311467,94.47,128666,120332,106.93
2025-11-04,396395,407571,97.26,150594,150403,100.13
2025-11-05,724514,775009,93.48,85411,88458,96.56
2025-11-06,304944,270534,112.72,142349,123300,115.45
2025-11-07,565995,638177,88.69,103983,107189,97.01
2025-11-10,348988,379351,92.0,149355,137596,108.55
2025-11-11,334181,370075,90.3,162467,156249,103.98
2025-11-12,569831,528985,107.72,102364,87116,117.5
2025-11-13,308035,315429,97.66,154675,133801,115.6
2025-11-14,589004,669500,87.98,114577,110534,103.66
2025-11-17,395041,400569,98.62,161867,143677,112.66
2025-11-18,493258,582025,84.75,167779,188273,89.11
2025-11-19,653813,638470,102.4,62362,60370,103.3
2025-11-20,374014,332008,112.65,130541,98106,133.06
2025-11-21,666800,809218,82.4,84537,90661,93.25
2025-11-24,280775,311211,90.22,120624,132334,91.15
2025-11-25,380635,346069,109.99,158249,145946,108.43
2025-11-26,652812,569323,114.66,95212,67203,141.68
2025-11-27,319877,257686,124.13,147933,96473,153.34
2025-11-28,371228,287266,129.23,112172,72672,154.35
2025-12-01,199379,215789,92.4,136805,112118,122.02
2025-12-02,314719,293239,107.33,160981,128339,125.43
2025-12-03,549429,532236,103.23,97707,72754,134.3
2025-12-04,232401,250390,92.82,137815,105686,130.4
2025-12-05,395821,403596,98.07,106628,79015,134.95
2025-12-08,241473,205016,117.78,148469,100879,147.18
2025-12-09,199422,215532,92.53,160059,125190,127.85
2025-12-10,394006,374261,105.28,108882,76284,142.73
2025-12-11,326027,393244,82.91,142527,133970,106.39
2025-12-12,444032,423720,104.79,118033,81712,144.45
2025-12-15,292210,321850,90.79,152304,143867,105.86
2025-12-16,401957,462886,86.84,169331,180444,93.84
2025-12-17,603701,537499,112.32,58578,54363,107.75
2025-12-18,366212,392971,93.19,104906,129590,80.95
2025-12-19,539646,470632,114.66,74533,67774,109.97
2025-12-22,269661,210780,127.93,123952,92529,133.96
2025-12-23,222904,191699,116.28,143265,109553,130.77
2025-12-24,388859,383384,101.43,73733,59764,123.37
2025-12-26,278420,273758,101.7,76437,61754,123.78
2025-12-29,241799,197886,122.19,123578,78994,156.44
2025-12-30,264031,259465,101.76,140796,106338,132.4
2025-12-31,432808,441730,97.98,85937,59670,144.02
2026-01-02,414739,390998,106.07,92044,66893,137.6
2026-01-05,433279,376338,115.13,159167,98007,162.4
2026-01-06,346425,321932,107.61,180618,116461,155.09
2026-01-07,530430,556406,95.33,102759,69655,147.53
2026-01-08,271439,287623,94.37,144213,114134,126.35
2026-01-09,542707,595788,91.09,111415,87610,127.17
2026-01-12,265912,235132,113.09,158093,122879,128.66
2026-01-13,404292,388807,103.98,177702,143702,123.66
2026-01-14,483567,464710,104.06,114753,75758,151.47
2026-01-15,227239,257337,88.3,150382,126344,119.03
2026-01-16,534367,556065,96.1,131514,83323,157.84
2026-01-19,278108,275542,100.93,177172,117989,150.16
2026-01-20,298756,266427,112.13,199152,134149,148.46
2026-01-21,747063,765883,97.54,92311,59712,154.59
2026-01-22,364073,319152,114.08,157993,112140,140.89
2026-01-23,484840,456810,106.14,122962,66233,185.65
2026-01-26,209302,197599,105.92,162390,94532,171.78
2026-01-27,297184,242800,122.4,188183,111579,168.65
2026-01-28,456567,429999,106.18,128545,66995,191.87
2026-01-29,297450,343572,86.58,165889,123273,134.57
2026-01-30,637442,712827,89.42,137088,87295,157.04
2026-02-02,345876,424925,81.4,167699,153565,109.2
2026-02-03,439435,376923,116.58,202988,154303,131.55
2026-02-04,658357,631806,104.2,138778,78163,177.55
2026-02-05,320859,374488,85.68,179122,138944,128.92
2026-02-06,707733,742420,95.33,137140,86583,158.39
2026-02-09,288067,281314,102.4,185765,124256,149.5
2026-02-10,353697,348742,101.42,214123,125380,170.78
2026-02-11,628239,665722,94.37,160321,75342,212.79
2026-02-23,394595,399946,98.66,67522,44950,150.22
2026-02-24,425189,355493,119.61,136375,77307,176.41
2026-02-25,684499,679462,100.74,92073,50541,182.17
2026-02-26,206954,218216,94.84,132163,85849,153.95
2026-03-02,560581,602048,93.11,112457,77036,145.98
2026-03-03,424435,460986,92.07,144462,129647,111.43
2026-03-04,817820,856616,95.47,98766,74075,133.33
2026-03-05,333633,330378,100.99,139691,108307,128.98
2026-03-06,606292,593457,102.16,102772,67535,152.18
2026-03-09,219820,282490,77.82,123788,122339,101.18
2026-03-10,352058,309278,113.83,157726,139917,112.73
2026-03-11,745883,618993,120.5,114120,69766,163.58
2026-03-12,244314,233105,104.81,143094,99261,144.16
2026-03-13,536638,523821,102.45,121369,76374,158.91
2026-03-16,271523,257896,105.28,153013,109160,140.17
2026-03-17,245985,207057,118.8,177964,119926,148.39
