ticker,target,signal,n,coef,t_stat,expected_direction_pass
XLE,log_fwd5_rv,loss_memory_lag1,5371,0.03241615212806098,0.32981104962229923,True
XLE,log_fwd5_rv,rally_memory_lag1,5371,-0.168678648887035,-1.6534993562985283,False
XLE,volume_z,loss_memory_lag1,5375,-0.01796747244466365,-0.30134176667958856,False
XLE,volume_z,rally_memory_lag1,5375,-0.1795428189953109,-3.2085281610418144,False
XLF,log_range_var,loss_memory_lag1,5375,0.10683535836675828,1.3449990121341941,True
XLF,log_range_var,rally_memory_lag1,5375,-0.280663972419,-3.776351270046721,False
XLF,log_fwd5_rv,loss_memory_lag1,5371,-0.03532324233739431,-0.2815472587004544,False
XLF,log_fwd5_rv,rally_memory_lag1,5371,-0.5959472983132821,-4.975166929425758,False
XLF,volume_z,loss_memory_lag1,5375,0.1876677709175441,3.0092559201162077,True
XLF,volume_z,rally_memory_lag1,5375,-0.24798051995355766,-4.270716060236171,False
XLI,log_range_var,loss_memory_lag1,5375,0.10517305443677338,1.5324401906846148,True
XLI,log_range_var,rally_memory_lag1,5375,-0.21484407403969646,-3.107899729103631,False
XLI,log_fwd5_rv,loss_memory_lag1,5371,0.10687944840318803,1.0663804173182423,True
XLI,log_fwd5_rv,rally_memory_lag1,5371,-0.4321143661926345,-3.9968911520200776,False
XLI,volume_z,loss_memory_lag1,5375,-0.006170347085907517,-0.10490158869958606,False
XLI,volume_z,rally_memory_lag1,5375,-0.30275688265405964,-5.434054057937108,False
XLK,log_range_var,loss_memory_lag1,5375,0.05763772270554801,0.7172266435466571,True
XLK,log_range_var,rally_memory_lag1,5375,-0.25245038814634274,-3.353572495323549,False
XLK,log_fwd5_rv,loss_memory_lag1,5371,0.11405139278363513,1.0060068748107893,True
XLK,log_fwd5_rv,rally_memory_lag1,5371,-0.277097883771352,-2.3000163975403685,False
XLK,volume_z,loss_memory_lag1,5375,-0.012089932413922977,-0.15972928570339445,False
XLK,volume_z,rally_memory_lag1,5375,-0.41252123101763893,-5.765184197484983,False
XLP,log_range_var,loss_memory_lag1,5375,-0.16118146609896944,-1.5550216805944808,False
XLP,log_range_var,rally_memory_lag1,5375,-0.3510063723791832,-3.647494916257152,False
XLP,log_fwd5_rv,loss_memory_lag1,5371,-0.05711645948021116,-0.40352060342659807,False
XLP,log_fwd5_rv,rally_memory_lag1,5371,-0.42467842273601175,-2.985846025081411,False
XLP,volume_z,loss_memory_lag1,5375,0.05216879716590902,0.7447390553192478,True
XLP,volume_z,rally_memory_lag1,5375,-0.09321364742401199,-1.3524763440445742,False
XLRE,log_range_var,loss_memory_lag1,1409,0.6898761350189142,4.106580953263192,True
XLRE,log_range_var,rally_memory_lag1,1409,0.3134591897521206,2.005905307769063,True
XLRE,log_fwd5_rv,loss_memory_lag1,1405,0.7716714610472759,2.336148917891001,True
XLRE,log_fwd5_rv,rally_memory_lag1,1405,0.09254806791692083,0.2968764338298991,True
XLRE,volume_z,loss_memory_lag1,1409,0.2078833001579689,1.2870879182124917,True
XLRE,volume_z,rally_memory_lag1,1409,-0.029559357760088646,-0.2011496106082437,False
XLU,log_range_var,loss_memory_lag1,5375,-0.23504815601210594,-2.858394399929738,False
XLU,log_range_var,rally_memory_lag1,5375,-0.33690569341177234,-4.321879896478806,False
XLU,log_fwd5_rv,loss_memory_lag1,5371,-0.27972053161163046,-2.210324767689771,False
XLU,log_fwd5_rv,rally_memory_lag1,5371,-0.49964974194168943,-3.9885368690283194,False
XLU,volume_z,loss_memory_lag1,5375,-0.09125775160010145,-1.2299753500380135,False
XLU,volume_z,rally_memory_lag1,5375,-0.2085698030307872,-3.026152775860303,False
XLV,log_range_var,loss_memory_lag1,5375,0.16119630978441735,1.7999774803554769,True
XLV,log_range_var,rally_memory_lag1,5375,-0.08107453453850469,-0.8979642739848165,False
XLV,log_fwd5_rv,loss_memory_lag1,5371,-0.06497867534136287,-0.5118565259437055,False
XLV,log_fwd5_rv,rally_memory_lag1,5371,-0.38995785891899115,-2.9800522407569794,False
XLV,volume_z,loss_memory_lag1,5375,0.113327597443352,1.5996577664652152,True
XLV,volume_z,rally_memory_lag1,5375,-0.12827133574688732,-1.8402956132885957,False
XLY,log_range_var,loss_memory_lag1,5375,0.13873900844698062,1.6570944295577674,True
XLY,log_range_var,rally_memory_lag1,5375,-0.19968788092991308,-2.5123364762257707,False
XLY,log_fwd5_rv,loss_memory_lag1,5371,0.2556800270823018,2.4344970004213136,True
XLY,log_fwd5_rv,rally_memory_lag1,5371,-0.19893496654498816,-1.7725451533855987,False
XLY,volume_z,loss_memory_lag1,5375,0.25803383615228104,3.4627427000292075,True
XLY,volume_z,rally_memory_lag1,5375,-0.06829478161036082,-1.039517385083273,False
