event_date,trading_date,event_label,shock_type,source,ticker,group,horizon,baseline_rv,pre_rv,post_rv,same_day_r2,log_rv_ratio,control_log_rv_ratio,adj_log_rv_ratio
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,KHC,food_beverage,5,0.00015507346893429557,3.777943408616377e-05,8.43899493480945e-05,4.6573606418592463e-07,-0.6084506867869584,-1.6957422825680595,1.0872915957811011
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,CPB,food_beverage,5,0.00019039048054171506,8.987307297698048e-05,0.00093931508311886,2.7534210827635217e-05,1.596073850748122,-1.6957422825680595,3.2918161333161815
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,CAG,food_beverage,5,0.00016258384929499444,5.15424844694515e-05,0.00020996600371173615,8.01005470662453e-06,0.25575176617405687,-1.6957422825680595,1.9514940487421164
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,KDP,food_beverage,5,8.174334418711359e-05,7.934283935797989e-05,0.00041575960194515586,7.349145640204774e-08,1.626522823493315,-1.6957422825680595,3.3222651060613746
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,MNST,food_beverage,5,0.00015551902103657354,9.331768854043645e-05,5.327202073981339e-05,1.1296262846299528e-05,-1.0713567917897344,-1.6957422825680595,0.6243854907783251
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,MCD,restaurants,5,0.00010676088990831756,2.6671001385245067e-05,7.455317706607685e-05,1.5942019579117835e-05,-0.3590790032152179,-1.6957422825680595,1.3366632793528415
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,SBUX,restaurants,5,0.0001658981075173739,8.347644941567687e-05,2.053963393610867e-05,6.0818943298524943e-05,-2.0890174074206302,-1.6957422825680595,-0.39327512485257077
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,YUM,restaurants,5,0.00012882528728738537,2.082906041864198e-05,7.651471010194296e-05,1.7728365999558553e-07,-0.520974113009437,-1.6957422825680595,1.1747681695586225
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,DPZ,restaurants,5,0.00012037604565374477,5.6486950702335664e-05,0.0001327731922655844,0.00019772827476338141,0.09802179447872857,-1.6957422825680595,1.793764077046788
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,CMG,restaurants,5,0.00021967305488757285,0.0001626378610466971,0.00011094405250300254,2.538958863072768e-05,-0.6831142841007948,-1.6957422825680595,1.0126279984672646
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,DRI,restaurants,5,0.0004023437995990135,0.00023458871546135036,0.000360730570106662,4.989340919070148e-06,-0.10917560952211992,-1.6957422825680595,1.5865666730459396
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,CAKE,restaurants,5,0.0008931574172723704,0.0004803055029915976,0.0026970033112759194,4.075707568598638e-05,1.1051337064200963,-1.6957422825680595,2.800875988988156
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,WING,restaurants,5,0.0005625707914214805,0.00034362579685056824,0.0010078429298236266,3.2982199518881866e-06,0.5830506353259699,-1.6957422825680595,2.2787929178940294
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,LLY,glp_makers,22,0.00030709589416022184,8.869820780836991e-05,0.0008940800368787014,1.1292082351929593e-05,1.0686352402347752,-0.9147468294492693,1.9833820696840445
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,NVO,glp_makers,22,0.00015270714653235933,9.247857137915339e-05,6.644454324046807e-05,0.0002500572617841495,-0.8321543487482093,-0.9147468294492693,0.08259248070106007
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,XLV,healthcare_broad,22,4.276531535916537e-05,4.597905429960272e-05,4.9324448192595664e-05,1.0234768445707619e-05,0.14269247943046737,-0.9147468294492693,1.0574393088797367
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,IYH,healthcare_broad,22,4.673712287457164e-05,4.685493430671534e-05,5.088754633317686e-05,2.01335508903123e-05,0.0850794530717021,-0.9147468294492693,0.9998262825209714
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,IHE,healthcare_broad,22,4.733389416693364e-05,3.9249893373032937e-05,6.939186759228895e-05,1.1888758088979567e-08,0.382543061518998,-0.9147468294492693,1.2972898909682673
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,PPH,healthcare_broad,22,5.435870602297232e-05,4.245077317298014e-05,6.801699104795603e-05,9.460248684735365e-07,0.22415275716212468,-0.9147468294492693,1.138899586611394
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,DXCM,diabetes_medtech,22,0.0005757537497923518,0.00041821349871531965,0.00016021506419671848,0.00026389078989340033,-1.2791629876617743,-0.9147468294492693,-0.36441615821250495
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,PODD,diabetes_medtech,22,0.0007703826261265352,0.0004817346701026716,0.0002335903782461337,0.0008922646640124156,-1.1933182473818444,-0.9147468294492693,-0.2785714179325751
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,TNDM,diabetes_medtech,22,0.0006621316872647146,0.00030138557127894823,0.00026438237922550133,1.0553566566509039e-05,-0.9180679981398939,-0.9147468294492693,-0.0033211686906245985
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,ABT,diabetes_medtech,22,0.00013174324924278996,0.0010730297288569402,0.00011484414249983817,6.786074871510306e-07,-0.13727902043775672,-0.9147468294492693,0.7774678090115126
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,MDT,diabetes_medtech,22,8.841026646860813e-05,9.275130597563402e-05,9.064294156033488e-05,3.991390805254727e-05,0.02493996999539662,-0.9147468294492693,0.9396867994446659
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,XLP,food_beverage,22,5.222889706487533e-05,2.0424548129354195e-05,4.762229641124127e-05,1.226168471160337e-05,-0.09233486176842313,-0.9147468294492693,0.8224119676808462
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,PBJ,food_beverage,22,8.037200897502294e-05,5.396037908320338e-05,6.339892914827222e-05,2.5444795572477366e-06,-0.23721899759609374,-0.9147468294492693,0.6775278318531756
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,PEP,food_beverage,22,8.65564635928989e-05,4.620156947321302e-05,5.9010401566668575e-05,1.3237349317249083e-06,-0.3830832331759663,-0.9147468294492693,0.531663596273303
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,KO,food_beverage,22,5.9109336247880043e-05,2.1257761153262174e-05,5.7712392111055016e-05,0.00011504237910319467,-0.023916967262299745,-0.9147468294492693,0.8908298621869696
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,MDLZ,food_beverage,22,7.645247702594459e-05,2.6532718586734403e-05,5.104055732619288e-05,1.9210765306449148e-05,-0.40404877407391,-0.9147468294492693,0.5106980553753593
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,HSY,food_beverage,22,8.52668069993153e-05,2.1897819359220772e-05,7.91466574073639e-05,4.244307133648515e-06,-0.07448269196256276,-0.9147468294492693,0.8402641374867066
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,GIS,food_beverage,22,0.00016420850724970968,4.1826444108077295e-05,0.00011086223046911769,1.2949411812324891e-05,-0.39284874248495466,-0.9147468294492693,0.5218980869643146
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,KHC,food_beverage,22,0.00015507346893429557,3.777943408616377e-05,0.00011156902939061745,4.6573606418592463e-07,-0.3292555007325103,-0.9147468294492693,0.585491328716759
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,CPB,food_beverage,22,0.00019039048054171506,8.987307297698048e-05,0.00024488119665065476,2.7534210827635217e-05,0.2516960573545732,-0.9147468294492693,1.1664428868038426
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,CAG,food_beverage,22,0.00016258384929499444,5.15424844694515e-05,0.00011099240778841007,8.01005470662453e-06,-0.38173206368086066,-0.9147468294492693,0.5330147657684087
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,KDP,food_beverage,22,8.174334418711359e-05,7.934283935797989e-05,0.0001363660859377105,7.349145640204774e-08,0.5117586878823465,-0.9147468294492693,1.426505517331616
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,MNST,food_beverage,22,0.00015551902103657354,9.331768854043645e-05,6.995038594208894e-05,1.1296262846299528e-05,-0.7989818274215158,-0.9147468294492693,0.11576500202775353
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,MCD,restaurants,22,0.00010676088990831756,2.6671001385245067e-05,5.527774168945872e-05,1.5942019579117835e-05,-0.6582213336902105,-0.9147468294492693,0.2565254957590588
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,SBUX,restaurants,22,0.0001658981075173739,8.347644941567687e-05,6.0654652740751884e-05,6.0818943298524943e-05,-1.006177442709715,-0.9147468294492693,-0.09143061326044566
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,YUM,restaurants,22,0.00012882528728738537,2.082906041864198e-05,8.967816027995937e-05,1.7728365999558553e-07,-0.3622298599910105,-0.9147468294492693,0.5525169694582588
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,DPZ,restaurants,22,0.00012037604565374477,5.6486950702335664e-05,8.707132785056993e-05,0.00019772827476338141,-0.32389291361198463,-0.9147468294492693,0.5908539158372847
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,CMG,restaurants,22,0.00021967305488757285,0.0001626378610466971,0.00017075453994464592,2.538958863072768e-05,-0.25191324048901886,-0.9147468294492693,0.6628335889602505
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,DRI,restaurants,22,0.0004023437995990135,0.00023458871546135036,0.0003210112789170465,4.989340919070148e-06,-0.22583068668145934,-0.9147468294492693,0.68891614276781
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,CAKE,restaurants,22,0.0008931574172723704,0.0004803055029915976,0.0009642191637033062,4.075707568598638e-05,0.0765557725292456,-0.9147468294492693,0.9913026019785149
2021-06-04,2021-06-04,FDA Wegovy chronic weight-management approval,approval,FDA approval / Wegovy label event,WING,restaurants,22,0.0005625707914214805,0.00034362579685056824,0.00035320724677605865,3.2982199518881866e-06,-0.46546199157058143,-0.9147468294492693,0.4492848378786879
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,LLY,glp_makers,5,0.00023712774717857336,0.000290760207133838,0.00020645353673550828,0.001750228092267048,-0.1385236301666024,1.1833072740880577,-1.32183090425466
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,NVO,glp_makers,5,0.0004910012790108207,0.00048379101086784413,0.00026604603932733266,0.00015267873906479607,-0.612777358718154,1.1833072740880577,-1.7960846328062117
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,XLV,healthcare_broad,5,0.0001322051976018801,0.0002308478899937542,0.00031880387194555237,0.00018777225062355447,0.8802208493707724,1.1833072740880577,-0.3030864247172853
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,IYH,healthcare_broad,5,0.0001348417143166358,0.0002472076350282308,0.00030305789073364263,0.00014511733750835872,0.8098222417919978,1.1833072740880577,-0.3734850322960599
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,IHE,healthcare_broad,5,0.00012230390679587882,0.00014096257152922928,0.0002445130862904278,0.00017883497769355264,0.6927598435946388,1.1833072740880577,-0.49054743049341887
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,PPH,healthcare_broad,5,0.00011857721395584813,0.00011913805685451203,0.00020510886917710346,0.00011670052820407356,0.5479765643839536,1.1833072740880577,-0.6353307097041041
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,DXCM,diabetes_medtech,5,0.0009267650672741581,0.0011504124172142607,0.0012683149322603906,2.584440461777457e-07,0.3137443733641703,1.1833072740880577,-0.8695629007238874
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,PODD,diabetes_medtech,5,0.0011359395913627746,0.001240470341123921,0.0021289356836855827,0.00021204398700187636,0.6281620335515593,1.1833072740880577,-0.5551452405364984
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,TNDM,diabetes_medtech,5,0.0007775207271601493,0.0012467794442020856,0.0055554531552544474,9.012199943496397e-05,1.96642497242506,1.1833072740880577,0.7831176983370023
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,ABT,diabetes_medtech,5,0.0002659418908888586,0.00036506468008403923,0.0005882806479902815,0.00012081289121472728,0.7939262969194504,1.1833072740880577,-0.3893809771686073
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,MDT,diabetes_medtech,5,0.00019655785193752927,0.00044136011030802835,0.00033209530592402436,2.3667332577491373e-05,0.5244651938826741,1.1833072740880577,-0.6588420802053836
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,XLP,food_beverage,5,0.0001013127485060061,0.00010747315126264579,0.0003609107243661206,0.0002143587276448032,1.2704183744650124,1.1833072740880577,0.08711110037695469
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,PBJ,food_beverage,5,9.251644739804019e-05,0.00013558040642935263,0.000265779362603411,0.00011113253605944232,1.0552800622685752,1.1833072740880577,-0.1280272118194825
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,PEP,food_beverage,5,0.00014261630043264678,9.684619741529661e-05,0.0006458760384907413,0.0002262648425936562,1.5104497842562021,1.1833072740880577,0.32714251016814444
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,KO,food_beverage,5,0.00015765330136525494,9.703162952695089e-05,0.0003882799183416038,9.146447936027334e-05,0.9013281916588524,1.1833072740880577,-0.28197908242920533
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,MDLZ,food_beverage,5,0.00016419009364398329,0.00017141929266429012,0.0003519926594198982,0.0011101314778717718,0.7625854572969941,1.1833072740880577,-0.4207218167910636
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,HSY,food_beverage,5,0.00017343101727474342,0.00013416887031800104,0.00044278880634839306,0.0006502515973972881,0.9373129958987878,1.1833072740880577,-0.2459942781892699
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,GIS,food_beverage,5,0.00022037758061630998,8.33259167878543e-05,0.00021227612406451526,0.00016055906637586802,-0.03745445156960202,1.1833072740880577,-1.2207617256576597
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,KHC,food_beverage,5,0.00027693271480842455,0.00019720157831702622,0.00026823930130973414,0.00028497154495301893,-0.03189507241796852,1.1833072740880577,-1.2152023465060262
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,CPB,food_beverage,5,0.00027200752918019413,0.00014914536002050765,0.00021178549454991708,0.0006662635184172972,-0.2502558024447332,1.1833072740880577,-1.433563076532791
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,CAG,food_beverage,5,0.0003337206550553229,0.00014942926737442763,0.00043210953706532176,0.0002866109556370225,0.2583748332043214,1.1833072740880577,-0.9249324408837363
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,KDP,food_beverage,5,0.00019356759221250938,0.00018040528940608673,0.00022775830136358513,1.1750233377052495e-05,0.162658219697992,1.1833072740880577,-1.0206490543900657
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,MNST,food_beverage,5,0.0005531685251284591,0.00018659085974787428,0.0007309391347826966,0.00014749963419802015,0.2786674911679422,1.1833072740880577,-0.9046397829201155
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,MCD,restaurants,5,0.00017584561667914565,0.00012404388055386,0.00042299762213332423,0.0007911315806347738,0.8777601254632171,1.1833072740880577,-0.30554714862484056
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,SBUX,restaurants,5,0.0005711182826798637,0.0002572138008511622,0.0024961396991377066,0.0005914868883083437,1.4749043588732114,1.1833072740880577,0.29159708478515367
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,YUM,restaurants,5,0.00028294568014636224,0.0002510279617846724,0.0004121124112299636,0.000491280399757051,0.3760412186517585,1.1833072740880577,-0.8072660554362991
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,DPZ,restaurants,5,0.00040824285478604795,0.00038920298078358944,0.0011632269540217146,0.0027435834877524326,1.0470910491703895,1.1833072740880577,-0.13621622491766816
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,CMG,restaurants,5,0.0007990313365951585,0.0010436740943958087,0.0006494187133845996,0.0002865094315738557,-0.20732248909006284,1.1833072740880577,-1.3906297631781206
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,DRI,restaurants,5,0.00074294753906295,0.0004966942814288144,0.00031579063013642203,0.0005813944286410284,-0.8555460041753278,1.1833072740880577,-2.0388532782633852
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,CAKE,restaurants,5,0.0011404739118029137,0.0006513415897231519,0.0016233049510705102,0.0004057450685249086,0.3530202762035207,1.1833072740880577,-0.830286997884537
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,WING,restaurants,5,0.0009872462551247154,0.0013475004078822464,0.004219035832331509,4.622890376528196e-06,1.452442398254188,1.1833072740880577,0.2691351241661304
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,LLY,glp_makers,22,0.00023712774717857336,0.000290760207133838,0.0004136144403495637,0.001750228092267048,0.5563352228408811,0.7371649657791949,-0.18082974293831378
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,NVO,glp_makers,22,0.0004910012790108207,0.00048379101086784413,0.0004720717258123827,0.00015267873906479607,-0.03931579719365576,0.7371649657791949,-0.7764807629728506
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,XLV,healthcare_broad,22,0.0001322051976018801,0.0002308478899937542,0.00019018708168382035,0.00018777225062355447,0.3636529853146799,0.7371649657791949,-0.373511980464515
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,IYH,healthcare_broad,22,0.0001348417143166358,0.0002472076350282308,0.00020502982961029826,0.00014511733750835872,0.4190538748520613,0.7371649657791949,-0.3181110909271336
2022-04-28,2022-04-28,Lilly SURMOUNT-1 top-line tirzepatide obesity result,clinical_topline,Eli Lilly SURMOUNT-1 top-line release,IHE,healthcare_broad,22,0.00012230390679587882,0.00014096257152922928,0.00018291618986352525,0.00017883497769355264,0.40251908250098156,0.7371649657791949,-0.3346458832782133
