anchor_date,year,group,horizon,n_tickers,control_log_rv_ratio,adj_log_rv_ratio
2020-04-09,2020,diabetes_medtech,5,5,-0.9194465352465556,0.41316440522933195
2020-04-09,2020,food_beverage,5,12,-0.9194465352465556,-0.025334512442700685
2020-04-09,2020,restaurants,5,8,-0.9194465352465556,-0.20852519124235502
2020-04-13,2020,glp_makers,5,2,-0.9685725029448765,-0.02735511617939468
2020-04-13,2020,healthcare_broad,5,4,-0.9685725029448765,-0.019720973544887443
2020-04-13,2020,diabetes_medtech,5,5,-0.9685725029448765,0.41507700746953646
2020-04-13,2020,food_beverage,5,12,-0.9685725029448765,-0.04770620108098689
2020-04-13,2020,restaurants,5,8,-0.9685725029448765,-0.33204564082983323
2020-04-14,2020,glp_makers,5,2,-1.0125451721315006,-0.23990351367845775
2020-04-14,2020,healthcare_broad,5,4,-1.0125451721315006,-0.059613764038964456
2020-04-14,2020,diabetes_medtech,5,5,-1.0125451721315006,0.5847348277832128
2020-04-14,2020,food_beverage,5,12,-1.0125451721315006,-0.47396413107229707
2020-04-14,2020,restaurants,5,8,-1.0125451721315006,-0.37089361600330784
2020-04-15,2020,glp_makers,5,2,-1.0727037508056867,-0.04747683134738789
2020-04-15,2020,healthcare_broad,5,4,-1.0727037508056867,-0.005054386644289144
2020-04-15,2020,diabetes_medtech,5,5,-1.0727037508056867,0.606322635074035
2020-04-15,2020,food_beverage,5,12,-1.0727037508056867,-0.51256844607489
2020-04-15,2020,restaurants,5,8,-1.0727037508056867,0.25848900936207975
2020-04-16,2020,glp_makers,5,2,-1.112888996993864,-0.3461073658737146
2020-04-16,2020,healthcare_broad,5,4,-1.112888996993864,-0.09063502189732087
2020-04-16,2020,diabetes_medtech,5,5,-1.112888996993864,0.41174763650089763
2020-04-16,2020,food_beverage,5,12,-1.112888996993864,-0.6055715238558492
2020-04-16,2020,restaurants,5,8,-1.112888996993864,0.4425382746109192
2020-04-17,2020,glp_makers,5,2,-1.4776516269874662,-0.1617479602000753
2020-04-17,2020,healthcare_broad,5,4,-1.4776516269874662,0.04950911169578087
2020-04-17,2020,diabetes_medtech,5,5,-1.4776516269874662,0.4385095714767837
2020-04-17,2020,food_beverage,5,12,-1.4776516269874662,-0.2109293013188378
2020-04-17,2020,restaurants,5,8,-1.4776516269874662,0.5564219493786231
2020-04-20,2020,glp_makers,5,2,-1.2658913857710647,-0.6293531207289094
2020-04-20,2020,healthcare_broad,5,4,-1.2658913857710647,0.0056813620992388625
2020-04-20,2020,diabetes_medtech,5,5,-1.2658913857710647,0.18995700077717603
2020-04-20,2020,food_beverage,5,12,-1.2658913857710647,-0.4477674152318769
2020-04-20,2020,restaurants,5,8,-1.2658913857710647,0.39326178071337103
2020-04-21,2020,glp_makers,5,2,-1.7330041329533288,-0.17192808639553836
2020-04-21,2020,healthcare_broad,5,4,-1.7330041329533288,0.04066355392014809
2020-04-21,2020,diabetes_medtech,5,5,-1.7330041329533288,0.7603550348399483
2020-04-21,2020,food_beverage,5,12,-1.7330041329533288,-0.3852295224141191
2020-04-21,2020,restaurants,5,8,-1.7330041329533288,0.8480264408452033
2020-04-22,2020,glp_makers,5,2,-1.4312053181926523,-0.20795828798408778
2020-04-22,2020,healthcare_broad,5,4,-1.4312053181926523,-0.4224176115853864
2020-04-22,2020,diabetes_medtech,5,5,-1.4312053181926523,0.6396322130058101
2020-04-22,2020,food_beverage,5,12,-1.4312053181926523,-0.7706680687218455
2020-04-22,2020,restaurants,5,8,-1.4312053181926523,-0.4179612655930207
2020-04-23,2020,glp_makers,5,2,-1.3105815734058732,-0.5110548546711844
2020-04-23,2020,healthcare_broad,5,4,-1.3105815734058732,-0.5222176809254682
2020-04-23,2020,diabetes_medtech,5,5,-1.3105815734058732,0.4808123786407844
2020-04-23,2020,food_beverage,5,12,-1.3105815734058732,-1.0190021809750804
2020-04-23,2020,restaurants,5,8,-1.3105815734058732,-0.8816790813152575
2020-04-24,2020,glp_makers,5,2,-1.0400408598668092,-1.054380899115099
2020-04-24,2020,healthcare_broad,5,4,-1.0400408598668092,-0.6199099268566288
2020-04-24,2020,diabetes_medtech,5,5,-1.0400408598668092,0.22189296333148345
2020-04-24,2020,food_beverage,5,12,-1.0400408598668092,-1.147078258527905
2020-04-24,2020,restaurants,5,8,-1.0400408598668092,-0.9522631992490529
2020-04-27,2020,glp_makers,5,2,-1.1575264281326187,-0.9921009842688273
2020-04-27,2020,healthcare_broad,5,4,-1.1575264281326187,-0.7929142870597572
2020-04-27,2020,diabetes_medtech,5,5,-1.1575264281326187,0.29486437517863806
2020-04-27,2020,food_beverage,5,12,-1.1575264281326187,-1.1273736671643049
2020-04-27,2020,restaurants,5,8,-1.1575264281326187,-0.9643145494468615
2020-04-28,2020,glp_makers,5,2,-1.1882584893293704,-0.8457567475069225
2020-04-28,2020,healthcare_broad,5,4,-1.1882584893293704,-0.7082920738471523
2020-04-28,2020,diabetes_medtech,5,5,-1.1882584893293704,0.22136295904640046
2020-04-28,2020,food_beverage,5,12,-1.1882584893293704,-1.292873737515052
2020-04-28,2020,restaurants,5,8,-1.1882584893293704,-0.9535704381998109
2020-04-29,2020,glp_makers,5,2,-1.7791441618203025,-0.5579483519096775
2020-04-29,2020,healthcare_broad,5,4,-1.7791441618203025,-0.17589791609001582
2020-04-29,2020,diabetes_medtech,5,5,-1.7791441618203025,0.5098827637590388
2020-04-29,2020,food_beverage,5,12,-1.7791441618203025,-0.7871474145869204
2020-04-29,2020,restaurants,5,8,-1.7791441618203025,-0.7337461670987859
2020-04-30,2020,glp_makers,5,2,-1.892414689216392,-0.21197162476369158
2020-04-30,2020,healthcare_broad,5,4,-1.892414689216392,-0.05429349254889937
2020-04-30,2020,diabetes_medtech,5,5,-1.892414689216392,0.8844323585042217
2020-04-30,2020,food_beverage,5,12,-1.892414689216392,-1.003749258445695
2020-04-30,2020,restaurants,5,8,-1.892414689216392,-0.22014130022423117
2020-05-01,2020,glp_makers,5,2,-2.3529939549093295,0.283502332003001
2020-05-01,2020,healthcare_broad,5,4,-2.3529939549093295,-0.10002095318324544
2020-05-01,2020,diabetes_medtech,5,5,-2.3529939549093295,1.209303126795283
2020-05-01,2020,food_beverage,5,12,-2.3529939549093295,-0.04047620415274622
2020-05-01,2020,restaurants,5,8,-2.3529939549093295,0.23111766272334622
2020-05-04,2020,glp_makers,5,2,-2.393749385315141,0.8776072379723103
2020-05-04,2020,healthcare_broad,5,4,-2.393749385315141,0.47137675066071405
2020-05-04,2020,diabetes_medtech,5,5,-2.393749385315141,1.3605075417305
2020-05-04,2020,food_beverage,5,12,-2.393749385315141,0.03686352537243476
2020-05-04,2020,restaurants,5,8,-2.393749385315141,0.3011281233922314
2020-05-05,2020,glp_makers,5,2,-1.9148819372419095,0.41118208263439215
2020-05-05,2020,healthcare_broad,5,4,-1.9148819372419095,-0.2855730859766863
2020-05-05,2020,diabetes_medtech,5,5,-1.9148819372419095,0.8920129923868048
2020-05-05,2020,food_beverage,5,12,-1.9148819372419095,-0.23791033799496808
2020-05-05,2020,restaurants,5,8,-1.9148819372419095,0.018620761330348623
2020-05-06,2020,glp_makers,5,2,-1.6893004422390332,0.07903257374753281
2020-05-06,2020,healthcare_broad,5,4,-1.6893004422390332,-0.41775061619814213
2020-05-06,2020,diabetes_medtech,5,5,-1.6893004422390332,1.0002589555779327
2020-05-06,2020,food_beverage,5,12,-1.6893004422390332,-0.4097373655633736
2020-05-06,2020,restaurants,5,8,-1.6893004422390332,0.08954944889106153
2020-05-07,2020,glp_makers,5,2,-1.7210008505737295,0.018101833259788203
2020-05-07,2020,healthcare_broad,5,4,-1.7210008505737295,-0.38984220037583905
2020-05-07,2020,diabetes_medtech,5,5,-1.7210008505737295,0.5323357966974238
2020-05-07,2020,food_beverage,5,12,-1.7210008505737295,-0.41574390511754156
2020-05-07,2020,restaurants,5,8,-1.7210008505737295,0.022486979332851265
2020-05-08,2020,glp_makers,5,2,-1.973485166583332,0.2692472781361741
2020-05-08,2020,healthcare_broad,5,4,-1.973485166583332,-0.0518820892216707
2020-05-08,2020,diabetes_medtech,5,5,-1.973485166583332,0.9539761499496793
2020-05-08,2020,food_beverage,5,12,-1.973485166583332,-0.8049013663074864
2020-05-08,2020,restaurants,5,8,-1.973485166583332,0.20489258985342196
2020-05-11,2020,glp_makers,5,2,-1.3836781339252713,-1.4210080417300002
2020-05-11,2020,healthcare_broad,5,4,-1.3836781339252713,-0.8949171343232096
2020-05-11,2020,diabetes_medtech,5,5,-1.3836781339252713,0.38234494575576705
2020-05-11,2020,food_beverage,5,12,-1.3836781339252713,-0.732691715497978
2020-05-11,2020,restaurants,5,8,-1.3836781339252713,-0.09461049095348373
2020-05-12,2020,glp_makers,5,2,-1.6725161740072727,-1.3138780307005857
2020-05-12,2020,healthcare_broad,5,4,-1.6725161740072727,-0.6701296151411993
2020-05-12,2020,diabetes_medtech,5,5,-1.6725161740072727,0.5915119399966782
2020-05-12,2020,food_beverage,5,12,-1.6725161740072727,-0.2323817888001387
2020-05-12,2020,restaurants,5,8,-1.6725161740072727,-0.038857424315395184
2020-05-13,2020,glp_makers,5,2,-1.6011611902586058,-0.8569633058021056
2020-05-13,2020,healthcare_broad,5,4,-1.6011611902586058,-0.978439358607466
2020-05-13,2020,diabetes_medtech,5,5,-1.6011611902586058,0.15614636762830925
2020-05-13,2020,food_beverage,5,12,-1.6011611902586058,-0.22268700824773635
2020-05-13,2020,restaurants,5,8,-1.6011611902586058,-0.2327305700948028
2020-05-14,2020,glp_makers,5,2,-1.6407669890547736,-1.271768033807587
2020-05-14,2020,healthcare_broad,5,4,-1.6407669890547736,-0.9974410720286426
2020-05-14,2020,diabetes_medtech,5,5,-1.6407669890547736,0.1049583158335019
2020-05-14,2020,food_beverage,5,12,-1.6407669890547736,-0.026057581072673086
2020-05-14,2020,restaurants,5,8,-1.6407669890547736,-0.3866638577734396
2020-05-15,2020,glp_makers,5,2,-1.6760212133393602,-1.3189933335557675
2020-05-15,2020,healthcare_broad,5,4,-1.6760212133393602,-1.248279746203681
2020-05-15,2020,diabetes_medtech,5,5,-1.6760212133393602,-0.10631707723658335
2020-05-15,2020,food_beverage,5,12,-1.6760212133393602,-0.006938051113807742
2020-05-15,2020,restaurants,5,8,-1.6760212133393602,-0.5363189380778246
2020-05-18,2020,glp_makers,5,2,-2.391877290897806,0.31634202170481185
2020-05-18,2020,healthcare_broad,5,4,-2.391877290897806,-1.313466286464179
2020-05-18,2020,diabetes_medtech,5,5,-2.391877290897806,1.0390185260624252
2020-05-18,2020,food_beverage,5,12,-2.391877290897806,0.3482781543724962
2020-05-18,2020,restaurants,5,8,-2.391877290897806,-0.30304381444305983
2020-05-19,2020,glp_makers,5,2,-2.2433625238775936,0.22121133890034939
2020-05-19,2020,healthcare_broad,5,4,-2.2433625238775936,-1.5616458911390194
2020-05-19,2020,diabetes_medtech,5,5,-2.2433625238775936,0.8781984296071959
2020-05-19,2020,food_beverage,5,12,-2.2433625238775936,0.18276889771473837
2020-05-19,2020,restaurants,5,8,-2.2433625238775936,0.01697053521252201
2020-05-20,2020,glp_makers,5,2,-2.8392479787647784,1.5258938746824895
2020-05-20,2020,healthcare_broad,5,4,-2.8392479787647784,-0.2670029274054069
2020-05-20,2020,diabetes_medtech,5,5,-2.8392479787647784,1.4085832585438105
2020-05-20,2020,food_beverage,5,12,-2.8392479787647784,0.7682991109924506
2020-05-20,2020,restaurants,5,8,-2.8392479787647784,0.27639788795458786
2020-05-21,2020,glp_makers,5,2,-2.704572118725396,1.5011700144158566
2020-05-21,2020,healthcare_broad,5,4,-2.704572118725396,-0.3133016466281693
2020-05-21,2020,diabetes_medtech,5,5,-2.704572118725396,1.3337344200706847
2020-05-21,2020,food_beverage,5,12,-2.704572118725396,0.5498671032336451
2020-05-21,2020,restaurants,5,8,-2.704572118725396,0.3776155230079241
2020-05-22,2020,glp_makers,5,2,-2.6896062632831588,1.477134717505725
2020-05-22,2020,healthcare_broad,5,4,-2.6896062632831588,-0.1798185400454102
2020-05-22,2020,diabetes_medtech,5,5,-2.6896062632831588,1.385653211928046
2020-05-22,2020,food_beverage,5,12,-2.6896062632831588,0.5593242920106545
2020-05-22,2020,restaurants,5,8,-2.6896062632831588,0.4031306583294296
2020-05-26,2020,glp_makers,5,2,-2.8234443908105202,1.4019392343250257
2020-05-26,2020,healthcare_broad,5,4,-2.8234443908105202,0.1352374523700517
2020-05-26,2020,diabetes_medtech,5,5,-2.8234443908105202,1.0799156499590772
2020-05-26,2020,food_beverage,5,12,-2.8234443908105202,0.6578153717926627
2020-05-26,2020,restaurants,5,8,-2.8234443908105202,0.464448247524639
2020-05-27,2020,glp_makers,5,2,-2.962266927277005,1.4734737965173588
2020-05-27,2020,healthcare_broad,5,4,-2.962266927277005,0.09189848724404026
2020-05-27,2020,diabetes_medtech,5,5,-2.962266927277005,0.9803231967160033
2020-05-27,2020,food_beverage,5,12,-2.962266927277005,0.4517121718188335
2020-05-27,2020,restaurants,5,8,-2.962266927277005,1.050232978818797
2020-05-28,2020,glp_makers,5,2,-3.0806591456819574,0.434670527982719
2020-05-28,2020,healthcare_broad,5,4,-3.0806591456819574,-0.07518195478566181
2020-05-28,2020,diabetes_medtech,5,5,-3.0806591456819574,1.4507975556585802
2020-05-28,2020,food_beverage,5,12,-3.0806591456819574,0.5375017183286745
2020-05-28,2020,restaurants,5,8,-3.0806591456819574,1.1597131408029289
2020-05-29,2020,glp_makers,5,2,-2.2041862014228517,-0.9929401832251168
2020-05-29,2020,healthcare_broad,5,4,-2.2041862014228517,-0.8083324751483945
2020-05-29,2020,diabetes_medtech,5,5,-2.2041862014228517,1.0860547004884717
2020-05-29,2020,food_beverage,5,12,-2.2041862014228517,-0.06141246764728292
2020-05-29,2020,restaurants,5,8,-2.2041862014228517,0.25901844220258763
2020-06-01,2020,glp_makers,5,2,-2.0731011349307598,-1.0973283139612335
2020-06-01,2020,healthcare_broad,5,4,-2.0731011349307598,-0.7751165746835991
2020-06-01,2020,diabetes_medtech,5,5,-2.0731011349307598,1.0264179507474276
2020-06-01,2020,food_beverage,5,12,-2.0731011349307598,0.08236136771020819
2020-06-01,2020,restaurants,5,8,-2.0731011349307598,0.08874463306787872
2020-06-02,2020,glp_makers,5,2,-2.0254860855036223,-1.427951467306277
2020-06-02,2020,healthcare_broad,5,4,-2.0254860855036223,-0.8283820904994466
2020-06-02,2020,diabetes_medtech,5,5,-2.0254860855036223,1.045642271066142
2020-06-02,2020,food_beverage,5,12,-2.0254860855036223,0.09698318677714668
2020-06-02,2020,restaurants,5,8,-2.0254860855036223,0.14406925150189576
2020-06-03,2020,glp_makers,5,2,-2.000286146594949,-0.2906829230418966
2020-06-03,2020,healthcare_broad,5,4,-2.000286146594949,-0.7066342460568871
2020-06-03,2020,diabetes_medtech,5,5,-2.000286146594949,1.0159368472628882
2020-06-03,2020,food_beverage,5,12,-2.000286146594949,-0.20252381868983438
2020-06-03,2020,restaurants,5,8,-2.000286146594949,-0.0932022544422959
2020-06-04,2020,glp_makers,5,2,-0.4842433778168835,-0.48833829172979765
2020-06-04,2020,healthcare_broad,5,4,-0.4842433778168835,-0.010651651397054152
2020-06-04,2020,diabetes_medtech,5,5,-0.4842433778168835,-0.4854054750868804
2020-06-04,2020,food_beverage,5,12,-0.4842433778168835,-0.6810287690002763
2020-06-04,2020,restaurants,5,8,-0.4842433778168835,-0.8928807103281304
2020-06-05,2020,glp_makers,5,2,-0.5709895155540926,-0.40430494027054886
2020-06-05,2020,healthcare_broad,5,4,-0.5709895155540926,0.0639756772831721
2020-06-05,2020,diabetes_medtech,5,5,-0.5709895155540926,-0.6756740728369023
2020-06-05,2020,food_beverage,5,12,-0.5709895155540926,-0.642378324822842
2020-06-05,2020,restaurants,5,8,-0.5709895155540926,-0.7995938662846277
2020-06-08,2020,glp_makers,5,2,-0.5253786471368391,-0.34325254967742336
2020-06-08,2020,healthcare_broad,5,4,-0.5253786471368391,0.0352141138262152
2020-06-08,2020,diabetes_medtech,5,5,-0.5253786471368391,-0.6666930037157062
2020-06-08,2020,food_beverage,5,12,-0.5253786471368391,-0.7004606286546997
2020-06-08,2020,restaurants,5,8,-0.5253786471368391,-0.7985357798739521
2020-06-09,2020,glp_makers,5,2,-0.31534849790927194,0.7193006015705076
2020-06-09,2020,healthcare_broad,5,4,-0.31534849790927194,0.1430167730441044
2020-06-09,2020,diabetes_medtech,5,5,-0.31534849790927194,-0.875972748540389
2020-06-09,2020,food_beverage,5,12,-0.31534849790927194,-0.7127424841224952
2020-06-09,2020,restaurants,5,8,-0.31534849790927194,-1.090105290083452
2020-06-10,2020,glp_makers,5,2,-0.2545676275586218,0.6900443582488851
2020-06-10,2020,healthcare_broad,5,4,-0.2545676275586218,0.16795155373473392
2020-06-10,2020,diabetes_medtech,5,5,-0.2545676275586218,-0.4699745330938611
2020-06-10,2020,food_beverage,5,12,-0.2545676275586218,-0.7197043899729929
2020-06-10,2020,restaurants,5,8,-0.2545676275586218,-1.1665442555356678
2020-06-11,2020,glp_makers,5,2,-1.6569162496273764,1.7686165526517135
2020-06-11,2020,healthcare_broad,5,4,-1.6569162496273764,0.24971575164906357
2020-06-11,2020,diabetes_medtech,5,5,-1.6569162496273764,0.39485665438549256
2020-06-11,2020,food_beverage,5,12,-1.6569162496273764,-0.46758227598257074
2020-06-11,2020,restaurants,5,8,-1.6569162496273764,-0.5876360172318598
2020-06-12,2020,glp_makers,5,2,-1.7855294510679924,2.284728472661701
2020-06-12,2020,healthcare_broad,5,4,-1.7855294510679924,0.589030095152647
2020-06-12,2020,diabetes_medtech,5,5,-1.7855294510679924,0.431430717728692
2020-06-12,2020,food_beverage,5,12,-1.7855294510679924,-0.1019025967967957
2020-06-12,2020,restaurants,5,8,-1.7855294510679924,-0.3067008795120809
2020-06-15,2020,glp_makers,5,2,-1.8653084069297456,2.358942646685618
2020-06-15,2020,healthcare_broad,5,4,-1.8653084069297456,0.726964171174775
2020-06-15,2020,diabetes_medtech,5,5,-1.8653084069297456,0.16045423250069613
2020-06-15,2020,food_beverage,5,12,-1.8653084069297456,-0.12297841856515324
2020-06-15,2020,restaurants,5,8,-1.8653084069297456,0.031442620332438054
2020-06-16,2020,glp_makers,5,2,-2.7992100313156087,1.6388527213609494
2020-06-16,2020,healthcare_broad,5,4,-2.7992100313156087,-0.07296018520623182
2020-06-16,2020,diabetes_medtech,5,5,-2.7992100313156087,0.9651039028337665
2020-06-16,2020,food_beverage,5,12,-2.7992100313156087,0.36378281733485096
2020-06-16,2020,restaurants,5,8,-2.7992100313156087,1.2624145849277442
2020-06-17,2020,glp_makers,5,2,-1.4568925936989656,0.12549701597141816
2020-06-17,2020,healthcare_broad,5,4,-1.4568925936989656,0.23314536207073666
2020-06-17,2020,diabetes_medtech,5,5,-1.4568925936989656,0.48919337936392915
2020-06-17,2020,food_beverage,5,12,-1.4568925936989656,-0.06903567689940893
2020-06-17,2020,restaurants,5,8,-1.4568925936989656,0.21639889507101784
2020-06-18,2020,glp_makers,5,2,-1.3122748901035381,0.7593801613783007
2020-06-18,2020,healthcare_broad,5,4,-1.3122748901035381,0.3131780699355484
2020-06-18,2020,diabetes_medtech,5,5,-1.3122748901035381,0.4149505691986374
2020-06-18,2020,food_beverage,5,12,-1.3122748901035381,-0.08524430253974469
2020-06-18,2020,restaurants,5,8,-1.3122748901035381,0.08912683467515592
2020-06-19,2020,glp_makers,5,2,-0.6115865764730143,-0.02486013644724072
2020-06-19,2020,healthcare_broad,5,4,-0.6115865764730143,-0.11414939617779407
2020-06-19,2020,diabetes_medtech,5,5,-0.6115865764730143,-0.16541738867850841
2020-06-19,2020,food_beverage,5,12,-0.6115865764730143,-0.19629817745498312
2020-06-19,2020,restaurants,5,8,-0.6115865764730143,-0.3311335669542489
2020-06-22,2020,glp_makers,5,2,-0.4800541268306668,-0.08887373172881602
2020-06-22,2020,healthcare_broad,5,4,-0.4800541268306668,-0.22446234651112812
2020-06-22,2020,diabetes_medtech,5,5,-0.4800541268306668,-0.1691793587215596
2020-06-22,2020,food_beverage,5,12,-0.4800541268306668,-0.08740598926148085
2020-06-22,2020,restaurants,5,8,-0.4800541268306668,-0.3418504524600136
2020-06-23,2020,glp_makers,5,2,-0.25278679859647823,0.06775136857493896
2020-06-23,2020,healthcare_broad,5,4,-0.25278679859647823,-0.01394098913512859
2020-06-23,2020,diabetes_medtech,5,5,-0.25278679859647823,0.18218247760694622
2020-06-23,2020,food_beverage,5,12,-0.25278679859647823,-0.10272821684386696
2020-06-23,2020,restaurants,5,8,-0.25278679859647823,-0.7557119188620218
2020-06-24,2020,glp_makers,5,2,-0.5484260017432186,0.002946740625629718
2020-06-24,2020,healthcare_broad,5,4,-0.5484260017432186,-0.34559705894032533
2020-06-24,2020,diabetes_medtech,5,5,-0.5484260017432186,-0.17708669099937846
2020-06-24,2020,food_beverage,5,12,-0.5484260017432186,-0.042765882243901654
2020-06-24,2020,restaurants,5,8,-0.5484260017432186,-0.45693615910319363
2020-06-25,2020,glp_makers,5,2,-0.5829273154513582,-1.0699529114005215
2020-06-25,2020,healthcare_broad,5,4,-0.5829273154513582,-0.3388538583812908
2020-06-25,2020,diabetes_medtech,5,5,-0.5829273154513582,-0.12750999723738554
2020-06-25,2020,food_beverage,5,12,-0.5829273154513582,0.053791552679253285
2020-06-25,2020,restaurants,5,8,-0.5829273154513582,-0.5420661278427356
2020-06-26,2020,glp_makers,5,2,-0.9869271748710302,-0.5420536421798734
2020-06-26,2020,healthcare_broad,5,4,-0.9869271748710302,-0.30680664736396857
2020-06-26,2020,diabetes_medtech,5,5,-0.9869271748710302,0.19754321732886648
2020-06-26,2020,food_beverage,5,12,-0.9869271748710302,-0.05964808862347515
2020-06-26,2020,restaurants,5,8,-0.9869271748710302,0.06997521383064798
2020-06-29,2020,glp_makers,5,2,-1.2080324028804965,-0.09008143103610755
2020-06-29,2020,healthcare_broad,5,4,-1.2080324028804965,0.13283657117364878
2020-06-29,2020,diabetes_medtech,5,5,-1.2080324028804965,0.372534263292431
2020-06-29,2020,food_beverage,5,12,-1.2080324028804965,-0.4648375312883397
2020-06-29,2020,restaurants,5,8,-1.2080324028804965,0.056951573349177886
2020-06-30,2020,glp_makers,5,2,-1.4107090724662088,0.4621718866035194
2020-06-30,2020,healthcare_broad,5,4,-1.4107090724662088,-0.3126690832371455
2020-06-30,2020,diabetes_medtech,5,5,-1.4107090724662088,-0.46927893867624393
2020-06-30,2020,food_beverage,5,12,-1.4107090724662088,-0.7304290543981526
2020-06-30,2020,restaurants,5,8,-1.4107090724662088,0.24956517947449797
2020-07-01,2020,glp_makers,5,2,-1.287795398421534,0.10420863278288683
2020-07-01,2020,healthcare_broad,5,4,-1.287795398421534,-0.31473495179828004
2020-07-01,2020,diabetes_medtech,5,5,-1.287795398421534,-0.33359717189984783
2020-07-01,2020,food_beverage,5,12,-1.287795398421534,-0.30076337007003606
2020-07-01,2020,restaurants,5,8,-1.287795398421534,0.028580625455429942
2020-07-02,2020,glp_makers,5,2,-0.9435620436033249,-0.19230824466633234
2020-07-02,2020,healthcare_broad,5,4,-0.9435620436033249,-0.5924482608414922
2020-07-02,2020,diabetes_medtech,5,5,-0.9435620436033249,-0.7457310518571846
2020-07-02,2020,food_beverage,5,12,-0.9435620436033249,0.06718792999295742
2020-07-02,2020,restaurants,5,8,-0.9435620436033249,-0.006250521084991245
2020-07-06,2020,glp_makers,5,2,-1.0913710462303956,-0.16029335045275284
2020-07-06,2020,healthcare_broad,5,4,-1.0913710462303956,-0.9140224711630731
2020-07-06,2020,diabetes_medtech,5,5,-1.0913710462303956,0.34723139485061283
2020-07-06,2020,food_beverage,5,12,-1.0913710462303956,0.1849718184126833
2020-07-06,2020,restaurants,5,8,-1.0913710462303956,-0.10674085254698396
2020-07-07,2020,glp_makers,5,2,-1.0063966396892805,-0.4227806349130854
2020-07-07,2020,healthcare_broad,5,4,-1.0063966396892805,-0.02391749302658064
2020-07-07,2020,diabetes_medtech,5,5,-1.0063966396892805,0.5680520088410559
2020-07-07,2020,food_beverage,5,12,-1.0063966396892805,0.5653508945650125
2020-07-07,2020,restaurants,5,8,-1.0063966396892805,-0.3573487886169986
2020-07-08,2020,glp_makers,5,2,-0.8070402769147824,-0.46797167358407465
2020-07-08,2020,healthcare_broad,5,4,-0.8070402769147824,0.41070878883148454
2020-07-08,2020,diabetes_medtech,5,5,-0.8070402769147824,0.6020670344231582
2020-07-08,2020,food_beverage,5,12,-0.8070402769147824,0.4466147192562499
2020-07-08,2020,restaurants,5,8,-0.8070402769147824,0.39700371153790304
2020-07-09,2020,glp_makers,5,2,-0.8849409971877377,-0.3270939240453449
2020-07-09,2020,healthcare_broad,5,4,-0.8849409971877377,0.4071927430132336
