ticker,fy,available_after,assets,ppe,goodwill,intangibles,ppe_to_assets,intangible_to_assets,legacy_asset_score,assets_tag,ppe_tag,goodwill_tag,intangibles_tag
ABBV,2013,2014-02-22,29198000000.0,2298000000.0,6277000000.0,1890000000.0,0.07870402082334406,0.27971093910541817,-0.20100691828207412,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2014,2015-02-21,27547000000.0,2485000000.0,5862000000.0,1513000000.0,0.09020946019530257,0.2677242530947109,-0.1775147928994083,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2015,2016-02-20,53050000000.0,2565000000.0,13168000000.0,19709000000.0,0.048350612629594725,0.6197360980207351,-0.5713854853911404,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2016,2017-02-18,66099000000.0,2604000000.0,15416000000.0,28897000000.0,0.039395452276131254,0.6704034856805701,-0.6310080334044388,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2017,2018-02-17,70786000000.0,2803000000.0,15785000000.0,27559000000.0,0.03959822563783799,0.6123244709405815,-0.5727262453027435,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2018,2019-02-28,59352000000.0,2883000000.0,15663000000.0,21233000000.0,0.04857460574201375,0.621647122253673,-0.5730725165116592,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2019,2020-02-22,89115000000.0,2962000000.0,15604000000.0,18649000000.0,0.033237950962239804,0.38436851259608373,-0.35113056163384393,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2020,2021-02-20,150565000000.0,5248000000.0,33124000000.0,82876000000.0,0.03485537807591406,0.7704313751535882,-0.7355759970776741,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2021,2022-02-19,146529000000.0,5110000000.0,32379000000.0,75951000000.0,0.03487364276013622,0.7393075773396393,-0.704433934579503,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2022,2023-02-18,138805000000.0,4935000000.0,32156000000.0,67439000000.0,0.03555347429847628,0.7175173804978207,-0.6819639061993443,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2023,2024-02-21,134711000000.0,4989000000.0,32293000000.0,55610000000.0,0.037034837541106515,0.6525302313842225,-0.615495393843116,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2024,2025-02-15,135161000000.0,5134000000.0,34956000000.0,60068000000.0,0.03798432979927642,0.7030430375626106,-0.6650587077633341,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ABBV,2025,2026-02-21,133960000000.0,5628000000.0,35640000000.0,52641000000.0,0.04201254105703195,0.659010152284264,-0.616997611227232,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ADBE,2009,2010-01-23,7282237000.0,388132000.0,3494589000.0,527388000.0,0.05329845760306895,0.5522996573717665,-0.4990011997686975,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2010,2011-01-28,8141148000.0,448881000.0,3641844000.0,457263000.0,0.05513730987325129,0.5035047882681902,-0.44836747839493896,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2011,2012-01-27,8991183000.0,527828000.0,3849217000.0,545526000.0,0.05870506695281366,0.48878362280024773,-0.43007855584743404,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2012,2013-01-23,9974523000.0,664302000.0,4133259000.0,545036000.0,0.06659987650537273,0.4690244335493537,-0.40242455704398095,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2013,2014-01-22,10380298000.0,659774000.0,4771981000.0,605254000.0,0.0635602176353704,0.5180231819934263,-0.45446296435805594,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2014,2015-01-21,10785829000.0,785123000.0,4721962000.0,469662000.0,0.07279208672787228,0.481337503125629,-0.4085454163977567,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2015,2016-01-20,11726472000.0,787421000.0,5366881000.0,510007000.0,0.06714901122861164,0.5011642035217413,-0.4340151922931297,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2016,2017-01-21,12707114000.0,816264000.0,5406474000.0,414405000.0,0.0642367731964945,0.4580803320092981,-0.3938435588128036,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2017,2018-01-23,14535556000.0,936976000.0,5821561000.0,385658000.0,0.06446096729977167,0.4270369155469526,-0.3625759482471809,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2018,2019-01-26,18768682000.0,1075072000.0,10581048000.0,2069001000.0,0.05728010096819798,0.6739977266384501,-0.6167176256702521,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2019,2020-01-22,20762400000.0,1293015000.0,10691199000.0,1720565000.0,0.062276759912148885,0.5978000616499056,-0.5355233017377568,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2020,2021-01-16,24284000000.0,1517000000.0,10742000000.0,1359000000.0,0.06246911546697414,0.4983116455279196,-0.4358425300609455,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2021,2022-01-22,27241000000.0,1673000000.0,12668000000.0,1820000000.0,0.061414779193128,0.531845380125546,-0.47043060093241806,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2022,2023-01-18,27165000000.0,1908000000.0,12787000000.0,1449000000.0,0.07023743787962451,0.524056690594515,-0.4538192527148905,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2023,2024-01-18,29779000000.0,2030000000.0,12805000000.0,1088000000.0,0.06816884381611203,0.46653682124987406,-0.398367977433762,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2024,2025-01-14,30230000000.0,1936000000.0,12788000000.0,782000000.0,0.06404234204432682,0.4488918293086338,-0.384849487264307,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
ADBE,2025,2026-01-16,29496000000.0,1873000000.0,12857000000.0,495000000.0,0.06350013561160836,0.4526715486845674,-0.389171413072959,Assets,PropertyPlantAndEquipmentNet,Goodwill,FiniteLivedIntangibleAssetsNet
AMZN,2009,2010-01-30,13813000000.0,1290000000.0,1234000000.0,0.0,0.09339028451458771,0.08933613262868312,0.004054151885904592,Assets,PropertyPlantAndEquipmentNet,Goodwill,
AMZN,2010,2011-01-29,18797000000.0,2414000000.0,1349000000.0,0.0,0.12842474863010056,0.07176677129329148,0.05665797733680908,Assets,PropertyPlantAndEquipmentNet,Goodwill,
AMZN,2011,2012-02-02,25278000000.0,4417000000.0,1955000000.0,0.0,0.1747369253896669,0.07733997942875227,0.09739694596091462,Assets,PropertyPlantAndEquipmentNet,Goodwill,
AMZN,2012,2013-01-31,32555000000.0,7060000000.0,2552000000.0,0.0,0.21686376900629703,0.07839041621870681,0.1384733527875902,Assets,PropertyPlantAndEquipmentNet,Goodwill,
AMZN,2013,2014-02-01,40159000000.0,10949000000.0,2655000000.0,0.0,0.272641251027167,0.06611220398914315,0.20652904703802388,Assets,PropertyPlantAndEquipmentNet,Goodwill,
AMZN,2014,2015-01-31,54505000000.0,16967000000.0,3319000000.0,0.0,0.3112925419686267,0.06089349600954041,0.2503990459590863,Assets,PropertyPlantAndEquipmentNet,Goodwill,
AMZN,2015,2016-01-30,65444000000.0,21838000000.0,3759000000.0,0.0,0.333689872257197,0.05743842063443555,0.27625145162276143,Assets,PropertyPlantAndEquipmentNet,Goodwill,
AMZN,2016,2017-02-11,83402000000.0,29114000000.0,3784000000.0,0.0,0.349080357785185,0.04537061461355843,0.3037097431716266,Assets,PropertyPlantAndEquipmentNet,Goodwill,
AMZN,2017,2018-02-03,131310000000.0,48866000000.0,13350000000.0,3371000000.0,0.37214225877694007,0.12733988272028024,0.24480237605665983,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AMZN,2018,2019-02-02,162648000000.0,61797000000.0,14548000000.0,4110000000.0,0.37994319020215434,0.1147139835718853,0.26522920663026905,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AMZN,2019,2020-02-01,225248000000.0,72705000000.0,14754000000.0,4049000000.0,0.3227775607330587,0.08347687881801392,0.23930068191504478,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AMZN,2025,2026-02-07,818042000000.0,357025000000.0,23273000000.0,9197000000.0,0.4364384713743304,0.03969233853518524,0.39674613283914517,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ARRY,2020,2021-03-11,656024000.0,9774000.0,69727000.0,198260000.0,0.01489884516420131,0.40850182310403277,-0.39360297793983146,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ARRY,2021,2022-04-07,1142979000.0,10692000.0,69727000.0,174753000.0,0.009354502576162816,0.2138971932117738,-0.20454269063561098,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ARRY,2022,2023-03-23,1706052000.0,23174000.0,416184000.0,386364000.0,0.013583407774206179,0.4704123907125926,-0.4568289829383864,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ARRY,2023,2024-02-29,1706741000.0,31886000.0,435591000.0,350396000.0,0.018682389419367087,0.4605192000426544,-0.44183681062328733,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ARRY,2024,2025-03-04,1425999000.0,26222000.0,160189000.0,181409000.0,0.01838851219390757,0.23954995760866593,-0.22116144541475835,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
ARRY,2025,2026-02-26,1451792000.0,58225000.0,135173000.0,238579000.0,0.040105607414836285,0.25744183739819476,-0.21733622998335847,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AVGO,2018,2018-12-22,50124000000.0,2635000000.0,26913000000.0,10762000000.0,0.052569627324235896,0.751635942861703,-0.6990663155374671,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AVGO,2019,2019-12-21,67493000000.0,2565000000.0,36714000000.0,17554000000.0,0.03800394114945253,0.8040537537226082,-0.7660498125731557,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AVGO,2020,2020-12-19,75933000000.0,2509000000.0,43447000000.0,16782000000.0,0.033042287279575415,0.7931860982708441,-0.7601438109912687,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AVGO,2021,2021-12-18,75570000000.0,2348000000.0,43450000000.0,11374000000.0,0.03107053063384941,0.7254730713245997,-0.6944025406907502,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AVGO,2022,2022-12-17,73249000000.0,2223000000.0,43614000000.0,7111000000.0,0.030348537181394967,0.6925009215142869,-0.6621523843328919,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AVGO,2023,2023-12-15,72861000000.0,2154000000.0,43653000000.0,3867000000.0,0.029563140774900153,0.6522007658418084,-0.6226376250669082,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AVGO,2024,2024-12-21,165645000000.0,2521000000.0,97873000000.0,40583000000.0,0.015219294273899,0.8358598207008965,-0.8206405264269975,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
AVGO,2025,2025-12-19,171092000000.0,2530000000.0,97801000000.0,32273000000.0,0.01478736586164169,0.7602576391648938,-0.7454702733032521,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2009,2010-02-09,62053000000.0,8784000000.0,4319000000.0,2877000000.0,0.1415564114547242,0.11596538442943935,0.025591027025284846,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2010,2011-02-10,68565000000.0,8931000000.0,4937000000.0,2979000000.0,0.1302559614963903,0.11545249033763583,0.014803471158754467,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2011,2012-02-10,79986000000.0,9313000000.0,4945000000.0,3044000000.0,0.11643287575325682,0.09987997899632435,0.016552896756932473,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2012,2013-02-12,88896000000.0,9660000000.0,5035000000.0,3111000000.0,0.10866630669546436,0.09163516918646508,0.017031137508999275,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2013,2014-02-15,92663000000.0,10224000000.0,5043000000.0,3052000000.0,0.1103353010370914,0.08735957178161725,0.022975729255474142,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2014,2015-02-13,99198000000.0,11007000000.0,5119000000.0,2869000000.0,0.11095989838504809,0.08052581705276315,0.030434081332284937,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2015,2016-02-11,94408000000.0,12076000000.0,5126000000.0,2657000000.0,0.12791288873824253,0.08244004745360563,0.0454728412846369,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2016,2017-02-09,89997000000.0,12807000000.0,5324000000.0,2540000000.0,0.14230474349144973,0.08738069046746003,0.0549240530239897,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2017,2018-02-13,92333000000.0,12672000000.0,5559000000.0,2573000000.0,0.13724237271614698,0.08807252011740115,0.04916985259874583,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2018,2019-02-09,117359000000.0,12645000000.0,7840000000.0,3429000000.0,0.10774631685682394,0.0960216089094147,0.011724707947409235,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2019,2020-02-01,133625000000.0,12502000000.0,8060000000.0,3338000000.0,0.09356033676333021,0.08529840972871842,0.008261927034611788,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2020,2021-02-02,152136000000.0,11820000000.0,8081000000.0,2843000000.0,0.07769364253036756,0.07180417521165273,0.005889467318714828,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2021,2022-02-01,138552000000.0,10918000000.0,8068000000.0,2562000000.0,0.07880073907269473,0.07672209711877129,0.0020786419539234463,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2022,2023-01-28,137100000000.0,10550000000.0,8057000000.0,2311000000.0,0.07695113056163384,0.07562363238512035,0.0013274981765134947,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2023,2024-02-01,137012000000.0,10661000000.0,8093000000.0,2094000000.0,0.07781070271217119,0.0743511517239366,0.003459550988234597,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2024,2025-02-04,156363000000.0,11412000000.0,8084000000.0,1957000000.0,0.07298401795821262,0.06421595901843787,0.008768058939774753,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BA,2025,2026-01-31,168235000000.0,15361000000.0,17275000000.0,1567000000.0,0.0913068029839213,0.11199809789877255,-0.02069129491485125,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2009,2010-02-27,2223299000000.0,15500000000.0,86314000000.0,12026000000.0,0.00697162190060806,0.04423156759392236,-0.037259945693314304,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2010,2011-02-26,2264909000000.0,14306000000.0,73861000000.0,9923000000.0,0.006316368560502873,0.03699221469825057,-0.0306758461377477,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2011,2012-02-24,2129046000000.0,13637000000.0,69967000000.0,8021000000.0,0.0064052162329982535,0.036630490839559125,-0.03022527460656087,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2012,2013-03-01,2209974000000.0,11858000000.0,69976000000.0,6684000000.0,0.005365673985304804,0.03468819090179341,-0.029322516916488607,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2013,2014-02-26,2102273000000.0,10475000000.0,69844000000.0,5574000000.0,0.0049827020562981114,0.035874503454118474,-0.030891801397820363,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2014,2015-02-26,2104534000000.0,10049000000.0,69777000000.0,0.0,0.004774928796588698,0.03315555842766142,-0.028380629631072723,Assets,PropertyPlantAndEquipmentNet,Goodwill,
BAC,2015,2016-02-25,2144316000000.0,9485000000.0,69761000000.0,0.0,0.004423321935759468,0.032532984877228915,-0.028109662941469448,Assets,PropertyPlantAndEquipmentNet,Goodwill,
BAC,2016,2017-02-24,2187702000000.0,9139000000.0,68969000000.0,0.0,0.004177442814423536,0.031525774534191586,-0.02734833171976805,Assets,PropertyPlantAndEquipmentNet,Goodwill,
BAC,2017,2018-02-23,2281234000000.0,9247000000.0,68951000000.0,0.0,0.004053507882137475,0.030225307881611443,-0.026171799999473968,Assets,PropertyPlantAndEquipmentNet,Goodwill,
BAC,2018,2019-02-27,2354507000000.0,9906000000.0,68951000000.0,0.0,0.004207250180186341,0.029284686773069692,-0.02507743659288335,Assets,PropertyPlantAndEquipmentNet,Goodwill,
BAC,2019,2020-02-20,2434079000000.0,10561000000.0,68951000000.0,0.0,0.004338807409291153,0.02832734681166881,-0.023988539402377655,Assets,PropertyPlantAndEquipmentNet,Goodwill,
BAC,2020,2021-02-25,2819627000000.0,11000000000.0,68951000000.0,0.0,0.003901225232982944,0.02445394373085518,-0.020552718497872238,Assets,PropertyPlantAndEquipmentNet,Goodwill,
BAC,2021,2022-02-23,3169495000000.0,10833000000.0,69022000000.0,2200000000.0,0.0034178946488320695,0.022471087665385178,-0.01905319301655311,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2022,2023-02-23,3051375000000.0,11510000000.0,69022000000.0,2100000000.0,0.0037720699684568432,0.023308180738191797,-0.019536110769734955,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2023,2024-02-21,3180151000000.0,11855000000.0,69021000000.0,2000000000.0,0.0037278104090025916,0.02233258735198423,-0.01860477694298164,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2024,2025-02-26,3261519000000.0,12168000000.0,69021000000.0,2000000000.0,0.0037307769784569707,0.021775436537392546,-0.018044659558935576,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BAC,2025,2026-02-26,3411738000000.0,12516000000.0,69021000000.0,1800000000.0,0.0036685114742105052,0.02075804179570647,-0.017089530321495967,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BE,2018,2019-03-23,1389668000.0,481414000.0,0.0,0.0,0.3464237501331253,0.0,0.3464237501331253,Assets,PropertyPlantAndEquipmentNet,,
BE,2019,2020-04-01,1322591000.0,607059000.0,0.0,0.0,0.4589922356949352,0.0,0.4589922356949352,Assets,PropertyPlantAndEquipmentNet,,
BE,2020,2021-02-27,1454387000.0,600628000.0,0.0,0.0,0.41297673865346707,0.0,0.41297673865346707,Assets,PropertyPlantAndEquipmentNet,,
BLK,2024,2025-02-26,138615000000.0,1103000000.0,25949000000.0,20743000000.0,0.007957291779388954,0.3368466616167082,-0.3288893698373192,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
BLK,2025,2026-02-26,169998000000.0,1256000000.0,35283000000.0,27968000000.0,0.007388322215555477,0.3720690831656843,-0.36468076095012886,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
C,2022,2023-02-28,2416676000000.0,26253000000.0,19691000000.0,4428000000.0,0.010863268390135872,0.009980237317704152,0.0008830310724317197,Assets,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,Goodwill,IntangibleAssetsNetExcludingGoodwill
C,2023,2024-02-24,2411834000000.0,28747000000.0,20098000000.0,4421000000.0,0.011919145347482455,0.010166122544088855,0.0017530228033935998,Assets,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,Goodwill,IntangibleAssetsNetExcludingGoodwill
C,2024,2025-02-22,2352945000000.0,30192000000.0,19300000000.0,4494000000.0,0.012831579148683884,0.010112433567295452,0.0027191455813884314,Assets,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,Goodwill,IntangibleAssetsNetExcludingGoodwill
C,2025,2026-02-21,2657202000000.0,33339000000.0,19098000000.0,4284000000.0,0.01254665621958737,0.00879948155992657,0.0037471746596608006,Assets,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2009,2010-02-20,60038000000.0,12386000000.0,2269000000.0,465000000.0,0.20630267497251742,0.04553782604350578,0.16076484892901163,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2010,2011-02-23,64020000000.0,12539000000.0,2614000000.0,805000000.0,0.19586066854108092,0.05340518587941268,0.14245548266166824,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2011,2012-02-22,81446000000.0,14395000000.0,7080000000.0,4368000000.0,0.17674287257814994,0.14055938904304693,0.036183483535103006,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2012,2013-02-20,89356000000.0,16461000000.0,6942000000.0,4016000000.0,0.1842181834459913,0.12263306325260755,0.06158512019338376,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2013,2014-02-19,84896000000.0,17075000000.0,6956000000.0,3596000000.0,0.20112843950245005,0.12429325292122126,0.07683518658122879,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2014,2015-02-18,84681000000.0,16577000000.0,6694000000.0,3076000000.0,0.19575819841522893,0.11537416893990388,0.08038402947532505,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2015,2016-02-17,78497000000.0,16090000000.0,6615000000.0,2821000000.0,0.20497598634342715,0.1202084156082398,0.08476757073518734,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2016,2017-02-16,74704000000.0,15322000000.0,6020000000.0,2349000000.0,0.20510280573998715,0.1120288070250589,0.09307399871492826,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
CAT,2017,2018-02-16,76962000000.0,14155000000.0,6200000000.0,2111000000.0,0.18392193550063668,0.1079883578909072,0.07593357760972948,Assets,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill
