Date,BOTZ,HYG,ICLN,KBE,KRE,LQD,ROBO,SPY,TAN,XLE,XLF,XLI,XLK,XLY,^VIX
2018-01-23,2813900.0,11600300.0,139100.0,2111600.0,4761900.0,6144000.0,962000.0,97084700.0,325300.0,20369800.0,60862000.0,8953800.0,20460200.0,8309800.0,0
2018-01-24,3350400.0,10746300.0,132900.0,2521800.0,5978800.0,5679000.0,894900.0,134816100.0,495100.0,25839400.0,66371000.0,9660000.0,37019000.0,12927600.0,0
2018-01-25,2248400.0,11039300.0,62000.0,2060900.0,4764700.0,7042100.0,836100.0,84587300.0,178500.0,23436800.0,45423700.0,12499200.0,25951800.0,10141600.0,0
2018-01-26,1800500.0,7164100.0,69100.0,1354300.0,3611700.0,6391300.0,538800.0,107743100.0,294200.0,15570600.0,33871900.0,8008300.0,20097200.0,7832600.0,0
2018-01-29,2126300.0,19590800.0,52800.0,1233700.0,3617900.0,5732400.0,1120100.0,90118300.0,203400.0,25294400.0,41037700.0,12870300.0,55179800.0,12710400.0,0
2018-01-30,2979200.0,18469300.0,128200.0,2916900.0,5125300.0,6662600.0,935000.0,131796400.0,216600.0,45503600.0,67316900.0,16742400.0,29662400.0,10568200.0,0
2018-01-31,3034400.0,12692800.0,164200.0,1675300.0,3371700.0,6751200.0,833000.0,108364800.0,446300.0,31450600.0,49504500.0,15988100.0,30135800.0,18902200.0,0
2018-02-01,1504000.0,17920000.0,102700.0,1727400.0,6208200.0,12272400.0,908600.0,90102500.0,205600.0,36023200.0,60824200.0,14169300.0,32650000.0,18706800.0,0
2018-02-02,2925500.0,24787000.0,67500.0,4299000.0,11773200.0,8681500.0,1439000.0,173174800.0,1068100.0,62010800.0,73086000.0,17929500.0,43929400.0,21381400.0,0
2018-02-05,7218100.0,28071300.0,126000.0,4294700.0,11946400.0,14486000.0,2089200.0,294681800.0,672900.0,69535200.0,147871500.0,30309100.0,98559600.0,46093000.0,0
2018-02-06,5456900.0,33924300.0,312400.0,7200200.0,15091600.0,10467500.0,2064400.0,355026800.0,412300.0,65630400.0,159006400.0,31980600.0,90269400.0,44665000.0,0
2018-02-07,3454000.0,24298100.0,84600.0,2303400.0,6312500.0,8862300.0,1220200.0,167376100.0,177300.0,49207400.0,102699400.0,22666800.0,47425200.0,26274000.0,0
2018-02-08,2961400.0,25419300.0,60100.0,3378800.0,10203700.0,10957000.0,1693100.0,246449500.0,265100.0,55542200.0,135270500.0,27282100.0,55628600.0,31484000.0,0
2018-02-09,3222100.0,47230300.0,116000.0,3826700.0,12551400.0,8719000.0,2789500.0,283565300.0,847800.0,70348200.0,149504900.0,40362500.0,72700400.0,42795200.0,0
2018-02-12,2156600.0,23448100.0,118000.0,2638300.0,9398800.0,7814800.0,1052500.0,143736000.0,173900.0,49913800.0,83571800.0,20776900.0,35629600.0,25119000.0,0
2018-02-13,1534500.0,14679900.0,74600.0,1608500.0,3895600.0,8730500.0,948200.0,81223600.0,180200.0,24570000.0,43365500.0,12974600.0,19084000.0,10301600.0,0
2018-02-14,2549400.0,19332400.0,47700.0,3005200.0,7764000.0,11013300.0,1017300.0,120735700.0,113800.0,39513800.0,57379700.0,13482800.0,32117600.0,13462600.0,0
2018-02-15,2043800.0,21931600.0,95900.0,1714100.0,5239600.0,4953400.0,863500.0,111200300.0,160200.0,32938800.0,66976000.0,10800400.0,24305000.0,11181600.0,0
2018-02-16,1960800.0,29195600.0,35200.0,2323200.0,5649600.0,6319800.0,855700.0,160420100.0,145400.0,27582200.0,47508200.0,11161700.0,20334200.0,9497200.0,0
2018-02-20,1104600.0,22740600.0,52100.0,1454200.0,5234800.0,8786200.0,465400.0,86369700.0,179800.0,35616200.0,58236100.0,11838900.0,33835200.0,11751400.0,0
2018-02-21,2584200.0,15656700.0,102300.0,2893800.0,6398200.0,6387200.0,699700.0,98883700.0,145400.0,25090800.0,44578800.0,8650500.0,29102400.0,9906200.0,0
2018-02-22,1177100.0,14626900.0,47300.0,4670600.0,5121700.0,7227100.0,643000.0,110511300.0,172200.0,30660600.0,47602700.0,10545200.0,21958800.0,8887600.0,0
2018-02-23,1024900.0,15919500.0,59800.0,2253100.0,5979500.0,8005600.0,501600.0,92766400.0,116000.0,31369600.0,41187300.0,6603300.0,20772400.0,5986000.0,0
2018-02-26,2441800.0,10996300.0,81000.0,1376300.0,3091000.0,5072000.0,969200.0,86491400.0,98000.0,24312800.0,55124200.0,8623300.0,21594400.0,7796800.0,0
2018-02-27,1406500.0,13840900.0,77400.0,1330600.0,4172500.0,7279500.0,750200.0,99099200.0,131800.0,26931400.0,72752100.0,11019300.0,25581200.0,12569200.0,0
2018-02-28,1622800.0,8751000.0,65400.0,1007800.0,4343800.0,7963400.0,487500.0,121907800.0,126300.0,35244000.0,65254700.0,16203900.0,30464000.0,12098800.0,0
2018-03-01,2691700.0,24974200.0,36500.0,5090200.0,6857600.0,11679100.0,1133600.0,176855100.0,159600.0,45950000.0,82467900.0,35549400.0,42973600.0,19060600.0,0
2018-03-02,1835600.0,18767600.0,93900.0,4172100.0,7527400.0,5335000.0,791000.0,139083200.0,85500.0,29157800.0,78991200.0,27076400.0,38392200.0,14530800.0,0
2018-03-05,1376300.0,9000200.0,43100.0,4035500.0,5901300.0,10168400.0,455300.0,97307400.0,97400.0,25663000.0,58952100.0,23038400.0,21777800.0,9988000.0,0
2018-03-06,1655200.0,14462900.0,54900.0,2421600.0,5594000.0,8363400.0,494400.0,79213200.0,105500.0,31355800.0,49746100.0,18536300.0,20303800.0,15151800.0,0
2018-03-07,3047600.0,8195200.0,32500.0,2084500.0,7056900.0,4070400.0,791000.0,87063500.0,58900.0,24725200.0,41530200.0,13625400.0,22219600.0,10527400.0,0
2018-03-08,1388300.0,10201800.0,42900.0,1310100.0,5131700.0,6410000.0,348000.0,66901200.0,82600.0,16026600.0,50803000.0,10849100.0,15248000.0,8073000.0,0
2018-03-09,1501200.0,8942600.0,47000.0,2400200.0,5086800.0,7773800.0,504300.0,113625300.0,124100.0,22786200.0,54595700.0,13092600.0,24685000.0,7249400.0,0
2018-03-12,1875900.0,10126500.0,31600.0,1789800.0,6585900.0,8555600.0,609900.0,71924800.0,113100.0,18972000.0,51784500.0,11093600.0,27012400.0,8513200.0,0
2018-03-13,1992900.0,19020400.0,38700.0,2920100.0,4989600.0,8625900.0,597100.0,91968900.0,206300.0,21461800.0,47049400.0,11518800.0,27618800.0,11325800.0,0
2018-03-14,1048100.0,10802500.0,40500.0,2306100.0,6708600.0,5765700.0,297700.0,105895100.0,51200.0,22696400.0,57278900.0,11626200.0,27762800.0,10245400.0,0
2018-03-15,1403400.0,8647900.0,32400.0,1958400.0,5560900.0,5268200.0,424800.0,83433000.0,82600.0,24817000.0,47451600.0,8362700.0,23002800.0,7679600.0,0
2018-03-16,1300500.0,11006000.0,76000.0,2763800.0,6851000.0,10754700.0,294400.0,100343700.0,34200.0,28685200.0,61278200.0,10840000.0,24404600.0,6693600.0,0
2018-03-19,1386400.0,14298800.0,60700.0,1861600.0,5232000.0,8095300.0,535800.0,109208400.0,60600.0,29050000.0,52145000.0,10845700.0,39736800.0,11454800.0,0
2018-03-20,774000.0,14317800.0,47100.0,1212900.0,3499500.0,6445000.0,411700.0,59757300.0,86900.0,22518200.0,37146500.0,7111800.0,18765600.0,7413400.0,0
2018-03-21,1680900.0,8643700.0,47600.0,1263500.0,4858400.0,7312600.0,185700.0,78709600.0,188500.0,32879200.0,53291400.0,13818700.0,21867000.0,10539400.0,0
2018-03-22,1637500.0,15972300.0,77200.0,2809800.0,8928100.0,10966600.0,436100.0,148785900.0,169900.0,36967600.0,85160300.0,18793900.0,42390200.0,13813600.0,0
2018-03-23,1839000.0,21847400.0,44400.0,3131100.0,11649100.0,6120800.0,665600.0,183534800.0,131600.0,38428600.0,89289500.0,15457100.0,41901600.0,17889200.0,0
2018-03-26,961200.0,12454200.0,51300.0,3976300.0,7382800.0,5834800.0,346200.0,141956100.0,261400.0,31906000.0,84145000.0,12197000.0,50251600.0,14560600.0,0
2018-03-27,1876800.0,12661500.0,42700.0,2857600.0,5775200.0,5000200.0,510100.0,129941400.0,180600.0,27846200.0,78827400.0,14726000.0,59497200.0,12512600.0,0
2018-03-28,1607500.0,14642900.0,101800.0,2383800.0,6004200.0,4771600.0,580600.0,146452300.0,209100.0,36457400.0,84244500.0,21892300.0,53622000.0,25948800.0,0
2018-03-29,1148900.0,10299600.0,55300.0,1777100.0,4792300.0,5930800.0,444100.0,111601600.0,88700.0,27936200.0,58290000.0,14051800.0,35368200.0,15285000.0,0
2018-04-02,1459600.0,18902700.0,77500.0,3229800.0,6610400.0,4393500.0,561000.0,186286300.0,81600.0,37986200.0,74363900.0,27498800.0,52034200.0,23776600.0,0
2018-04-03,874300.0,12994100.0,1245000.0,2047300.0,5024700.0,3773500.0,310300.0,119956900.0,112700.0,28228600.0,75160400.0,20149100.0,36101400.0,14615800.0,0
2018-04-04,1597500.0,9677200.0,54100.0,2201600.0,9500600.0,5259600.0,588600.0,123715300.0,143500.0,24981600.0,70327000.0,19987600.0,36298400.0,14885600.0,0
2018-04-05,839100.0,10152000.0,327400.0,1247200.0,4658900.0,5171000.0,406400.0,82652600.0,200500.0,27056800.0,45378300.0,16496100.0,32738200.0,8463000.0,0
2018-04-06,1833600.0,12680800.0,110200.0,3077900.0,9145300.0,4772500.0,251300.0,179521200.0,83200.0,37767800.0,88521000.0,18353400.0,40477800.0,17529800.0,0
2018-04-09,867800.0,9043200.0,97900.0,3485900.0,7024700.0,3611300.0,355400.0,105442900.0,42000.0,21639600.0,54633200.0,10279200.0,21859400.0,8520200.0,0
2018-04-10,1453600.0,11434100.0,68900.0,3901700.0,5713100.0,5201300.0,644100.0,103529000.0,92200.0,43684400.0,67801500.0,18459100.0,31297800.0,12824400.0,0
2018-04-11,980200.0,7675500.0,54700.0,1485500.0,4208200.0,2483800.0,235100.0,91140200.0,52200.0,42381800.0,52480800.0,10633900.0,17315600.0,9580200.0,0
2018-04-12,1197100.0,23692600.0,95600.0,1533100.0,4426200.0,2588100.0,306400.0,68890500.0,51500.0,28623200.0,63289100.0,8921500.0,21256000.0,6114800.0,0
2018-04-13,706700.0,16213400.0,254000.0,3158900.0,5548400.0,4427800.0,522600.0,85079200.0,69700.0,26660800.0,70103900.0,9904100.0,22421600.0,8868400.0,0
2018-04-16,464500.0,10781600.0,165900.0,2040200.0,3348600.0,2323600.0,618700.0,63405300.0,107400.0,28048600.0,44633600.0,8232700.0,19477400.0,8481000.0,0
2018-04-17,705900.0,15577600.0,50800.0,2883100.0,7090200.0,6702900.0,255200.0,64682000.0,103400.0,32210600.0,50750100.0,8676800.0,30445600.0,8151000.0,0
2018-04-18,2243600.0,13745600.0,79200.0,2316200.0,4813500.0,6888000.0,408900.0,57303900.0,177300.0,34623000.0,66795500.0,10138200.0,19764400.0,6596600.0,0
2018-04-19,712800.0,19345500.0,76300.0,3257400.0,7378800.0,4058600.0,334900.0,77655900.0,72800.0,36300600.0,76142000.0,12515200.0,25811600.0,16129000.0,0
2018-04-20,523000.0,17693500.0,65300.0,1689500.0,4734500.0,4679700.0,264300.0,99953100.0,71300.0,27380800.0,49800400.0,11612800.0,32477000.0,12510200.0,0
2018-04-23,567100.0,15971100.0,100900.0,2043300.0,4658100.0,4380000.0,370300.0,65558000.0,66400.0,29689200.0,45689200.0,14427800.0,37920600.0,14082000.0,0
2018-04-24,1175200.0,17872600.0,99400.0,2303500.0,8938600.0,5984700.0,427000.0,112885500.0,65200.0,45575000.0,69592900.0,21104800.0,34847600.0,13404000.0,0
2018-04-25,1293700.0,15078400.0,45700.0,2059400.0,5918200.0,3756100.0,457200.0,103840900.0,55700.0,26326600.0,51819000.0,14949200.0,30581600.0,18794600.0,0
2018-04-26,742800.0,17479700.0,45500.0,3205200.0,3530600.0,6027200.0,485200.0,67731900.0,100500.0,24433800.0,33456200.0,19955400.0,33086800.0,12969400.0,0
2018-04-27,712200.0,7014700.0,77000.0,2022200.0,7288100.0,3369800.0,491900.0,57053600.0,75900.0,21078600.0,47185200.0,11555800.0,26313000.0,8851200.0,0
2018-04-30,841900.0,12473000.0,247700.0,2106200.0,4944300.0,6388500.0,398600.0,82182300.0,42400.0,25926400.0,41731400.0,15867500.0,17372200.0,10006200.0,0
2018-05-01,755700.0,18707700.0,97900.0,1582500.0,5158700.0,6051500.0,517600.0,74203400.0,75600.0,27601800.0,46372400.0,21829500.0,18547800.0,11210800.0,0
2018-05-02,543700.0,12057000.0,87700.0,1433700.0,7749500.0,3608100.0,311000.0,86368900.0,46500.0,26869400.0,45430300.0,14789300.0,26587400.0,9553400.0,0
2018-05-03,1185500.0,21626200.0,42200.0,2439200.0,12375300.0,4122600.0,412200.0,136311500.0,326800.0,30659200.0,68947900.0,25826600.0,31090800.0,14015400.0,0
2018-05-04,682900.0,14862100.0,63500.0,1784200.0,6149200.0,3733800.0,195100.0,91222100.0,164300.0,27171000.0,40575600.0,11695500.0,21682600.0,7979200.0,0
2018-05-07,714200.0,23063900.0,85200.0,1748000.0,3424600.0,3870900.0,235100.0,55304900.0,56400.0,35947400.0,36873600.0,11812600.0,26914800.0,6900000.0,0
2018-05-08,600100.0,13693500.0,44400.0,2237900.0,5624600.0,5069300.0,310400.0,67499200.0,47400.0,57548200.0,47718500.0,10341600.0,30294800.0,12194800.0,0
2018-05-09,894600.0,10476200.0,97700.0,2350200.0,6948900.0,3906600.0,358900.0,59666100.0,378500.0,49807800.0,43817000.0,14973400.0,28826600.0,8049600.0,0
2018-05-10,865300.0,13375800.0,104700.0,5225100.0,5737500.0,5103000.0,288400.0,72063900.0,561400.0,27780200.0,41445500.0,7213700.0,23132600.0,5861600.0,0
2018-05-11,734700.0,8505100.0,134600.0,1586500.0,4049600.0,4254000.0,467900.0,59871500.0,213900.0,24021400.0,25894000.0,8060000.0,17521200.0,8848200.0,0
2018-05-14,628600.0,14695800.0,122700.0,926800.0,2443700.0,4808300.0,348000.0,54790600.0,459600.0,20452600.0,31292900.0,5856600.0,20261800.0,6649800.0,0
2018-05-15,789800.0,20008800.0,112000.0,4084900.0,5209500.0,5970000.0,556700.0,87036100.0,190000.0,20965400.0,54655800.0,10180500.0,28525200.0,9116000.0,0
2018-05-16,767600.0,13028100.0,218500.0,1643900.0,3396600.0,4210800.0,247000.0,53942600.0,261300.0,23994400.0,31984900.0,6281300.0,13361000.0,6478400.0,0
2018-05-17,640200.0,13198300.0,66100.0,2552600.0,3686800.0,3272300.0,364900.0,56536400.0,287600.0,32542600.0,45070400.0,7519500.0,21600200.0,12729000.0,0
2018-05-18,754100.0,14241600.0,73800.0,1414300.0,3976500.0,4154700.0,429700.0,64368000.0,135300.0,28185400.0,33266100.0,7482900.0,15765800.0,8217800.0,0
2018-05-21,587100.0,7000400.0,88400.0,1591100.0,5481600.0,2593300.0,341800.0,58025900.0,409000.0,23026200.0,29647900.0,13744100.0,22578400.0,17494600.0,0
2018-05-22,945900.0,6220700.0,125800.0,1738000.0,7680900.0,3230000.0,222900.0,52966400.0,124300.0,33166800.0,52841400.0,8754900.0,14782000.0,5990200.0,0
2018-05-23,1304800.0,13053100.0,86900.0,1790200.0,8845700.0,5771100.0,336300.0,64694200.0,181300.0,33211600.0,44968500.0,12909000.0,29387600.0,9254400.0,0
2018-05-24,934200.0,12468600.0,73400.0,3879000.0,5610300.0,4436900.0,293300.0,76043800.0,182300.0,38309600.0,43245200.0,9371800.0,22401400.0,10967000.0,0
2018-05-25,915500.0,12895700.0,115400.0,1265700.0,3391200.0,3997600.0,221200.0,56374800.0,434400.0,64907000.0,39312500.0,8111800.0,18782800.0,7681800.0,0
2018-05-29,1187900.0,13519800.0,129900.0,3345500.0,11243800.0,6831700.0,487800.0,115908600.0,252300.0,38655000.0,126469700.0,18470400.0,58660800.0,11808200.0,0
2018-05-30,631300.0,15145000.0,101400.0,3696700.0,7277400.0,5083900.0,493300.0,69678400.0,77200.0,46044400.0,65843700.0,11431700.0,19930400.0,9843200.0,0
2018-05-31,1084600.0,17391000.0,231400.0,2202700.0,6164200.0,6303300.0,183200.0,93519900.0,78700.0,26517400.0,66686900.0,14117000.0,30568000.0,12867000.0,0
2018-06-01,852900.0,12891000.0,101100.0,1882600.0,5837800.0,4479700.0,296600.0,71258400.0,140200.0,28205000.0,62934300.0,9717100.0,25445800.0,10437400.0,0
2018-06-04,666100.0,13830900.0,161800.0,1773300.0,4706400.0,3714900.0,249700.0,45385200.0,424700.0,27378400.0,44196900.0,8788700.0,19866000.0,9414800.0,0
2018-06-05,756300.0,10614100.0,76300.0,1882900.0,3692600.0,3901500.0,453100.0,51135000.0,576300.0,27415800.0,44996800.0,7906100.0,34549600.0,9162000.0,0
2018-06-06,762600.0,6920900.0,124000.0,1631000.0,6874600.0,4754900.0,338900.0,62732200.0,573800.0,26958400.0,61960000.0,6751900.0,35379000.0,10920800.0,0
2018-06-07,1099500.0,13764400.0,126300.0,2086200.0,6561800.0,7185200.0,284300.0,72969400.0,325400.0,30357800.0,65166100.0,9952400.0,39047200.0,10699800.0,0
2018-06-08,616200.0,9784000.0,129900.0,1321000.0,4587500.0,2935600.0,180600.0,72139700.0,134200.0,22473200.0,47713400.0,6557900.0,19809600.0,7687000.0,0
2018-06-11,879000.0,10429300.0,140800.0,1494500.0,5522200.0,2905100.0,242800.0,58892500.0,219900.0,21435600.0,47319600.0,5225300.0,14647000.0,6369200.0,0
2018-06-12,470000.0,12432400.0,77800.0,2413700.0,5793600.0,3396500.0,301700.0,72329000.0,224800.0,31414400.0,55517200.0,5802800.0,15626800.0,6976400.0,0
2018-06-13,1054400.0,9958900.0,41200.0,2221400.0,6520700.0,4906500.0,286200.0,79070600.0,180900.0,25004200.0,61095800.0,8553700.0,29278000.0,10105000.0,0
2018-06-14,1113600.0,13954300.0,55200.0,2230900.0,8618300.0,4915800.0,232300.0,77097600.0,106700.0,20582200.0,70635500.0,10501500.0,22654800.0,8383200.0,0
2018-06-15,642100.0,16303700.0,85800.0,2616900.0,7077000.0,5887100.0,307700.0,120041600.0,178600.0,32178800.0,63387600.0,14757400.0,33641200.0,18213400.0,0
2018-06-18,1326600.0,11512000.0,176500.0,1066200.0,5121800.0,4723200.0,285600.0,52917600.0,140500.0,26368800.0,49824600.0,8330300.0,16580400.0,8047400.0,0
2018-06-19,1419100.0,12543200.0,96500.0,1013700.0,5400100.0,4278700.0,670100.0,97531500.0,200000.0,25215200.0,50214700.0,17955400.0,25913400.0,12339200.0,0
2018-06-20,775200.0,10422800.0,124500.0,903200.0,4471100.0,7731500.0,399100.0,53785500.0,76300.0,23311800.0,42833600.0,11975900.0,22931200.0,7886000.0,0
2018-06-21,775700.0,8132500.0,51800.0,1234100.0,4522900.0,15921600.0,280400.0,71061400.0,70000.0,30019600.0,75190900.0,15497800.0,29634200.0,13700800.0,0
2018-06-22,978500.0,7385200.0,73100.0,1804800.0,5227600.0,6728500.0,231200.0,54898500.0,71500.0,56072600.0,61389400.0,13643900.0,31385800.0,11135800.0,0
2018-06-25,1175400.0,13975400.0,62100.0,1981700.0,5149500.0,3243900.0,533100.0,137854200.0,84000.0,36760600.0,80746100.0,23091500.0,36055400.0,24133600.0,0
2018-06-26,748100.0,7503900.0,149800.0,1742100.0,5697700.0,10345300.0,310100.0,68547400.0,169600.0,27047200.0,56387800.0,11342100.0,27719000.0,9260000.0,0
2018-06-27,1181100.0,13119200.0,92100.0,1614100.0,7415100.0,9776300.0,490400.0,105110700.0,175700.0,41167800.0,78099200.0,19853200.0,44109200.0,13700800.0,0
2018-06-28,972000.0,13829300.0,46900.0,3964300.0,6901300.0,6241300.0,255300.0,76650500.0,226300.0,28570800.0,78544800.0,15329800.0,35598000.0,11947800.0,0
2018-06-29,450500.0,17450500.0,39100.0,1890300.0,6918700.0,7855600.0,205000.0,97592500.0,80000.0,26335800.0,77149900.0,14908000.0,20019200.0,11481400.0,0
2018-07-02,908800.0,22438600.0,125800.0,1857300.0,4624700.0,4806200.0,362400.0,63554800.0,87300.0,30593200.0,66202800.0,14098700.0,25091200.0,13797400.0,0
2018-07-03,497800.0,10098600.0,62200.0,964500.0,2068300.0,2518100.0,175800.0,42187100.0,72600.0,18616400.0,30717800.0,7083300.0,12722800.0,5818600.0,0
2018-07-05,1357700.0,12729400.0,39700.0,1989400.0,7141900.0,4730600.0,467000.0,56925900.0,73900.0,19939000.0,40668500.0,8465700.0,27320000.0,7576600.0,0
2018-07-06,749000.0,9640300.0,39800.0,1234400.0,3263600.0,2465600.0,314800.0,66493700.0,87400.0,18620600.0,41285000.0,9757500.0,25603800.0,10370000.0,0
2018-07-09,705400.0,11517200.0,62800.0,3124900.0,6364600.0,5161600.0,197100.0,50550400.0,84100.0,22118400.0,73447400.0,13034000.0,17455200.0,7461400.0,0
2018-07-10,748700.0,7531700.0,55900.0,2120100.0,6020800.0,6624000.0,685100.0,51966800.0,84600.0,22007200.0,51260600.0,9880400.0,22986200.0,6359200.0,0
2018-07-11,731200.0,14111200.0,42300.0,2044400.0,4782400.0,4071400.0,414000.0,77054700.0,76400.0,38725600.0,46023700.0,14208000.0,25949800.0,8864400.0,0
2018-07-12,609700.0,10327300.0,50300.0,2745900.0,11170200.0,3324800.0,218800.0,60124700.0,116000.0,25136000.0,64876800.0,12705600.0,23706600.0,5828400.0,0
2018-07-13,624100.0,9860300.0,31500.0,2188000.0,7586300.0,4273800.0,222200.0,48216000.0,111500.0,22846200.0,64146900.0,18494200.0,18516800.0,11044000.0,0
2018-07-16,642200.0,7963100.0,61900.0,1728300.0,4862200.0,2653700.0,312900.0,48201000.0,124900.0,22781200.0,55812000.0,9576100.0,13332000.0,6192600.0,0
2018-07-17,892700.0,10721000.0,46100.0,1365400.0,5424400.0,6157000.0,336200.0,52315500.0,99500.0,19506400.0,55502200.0,7326000.0,14903200.0,8143800.0,0
2018-07-18,882100.0,12838600.0,43100.0,1934600.0,8479400.0,3527600.0,171400.0,44593500.0,87800.0,30703000.0,59109200.0,13821300.0,14164000.0,12812200.0,0
2018-07-19,614900.0,6907300.0,92500.0,1646500.0,7219400.0,5098600.0,150100.0,61412100.0,59300.0,32463600.0,61765100.0,8790000.0,14910000.0,7219400.0,0
2018-07-20,415000.0,9329000.0,35300.0,1426100.0,6431100.0,5139900.0,197500.0,82337700.0,63300.0,21722400.0,51562300.0,7922400.0,14439600.0,6661000.0,0
2018-07-23,886500.0,7459200.0,59900.0,1861300.0,7089300.0,4716300.0,320700.0,47047600.0,107300.0,15247600.0,81516200.0,7822000.0,25151000.0,6738400.0,0
2018-07-24,769200.0,11803700.0,52900.0,2760300.0,8142300.0,4446700.0,301600.0,68026900.0,62800.0,20337000.0,63133700.0,12140400.0,21557200.0,9651200.0,0
2018-07-25,702900.0,11342300.0,34500.0,1512500.0,5883000.0,7376300.0,323300.0,78882900.0,87700.0,22070600.0,44197200.0,17949600.0,30466200.0,12540000.0,0
2018-07-26,640900.0,9233600.0,49000.0,2012900.0,6748600.0,5860900.0,207400.0,57919500.0,72400.0,24374800.0,40056800.0,15115200.0,25094400.0,11604000.0,0
2018-07-27,659100.0,10811200.0,44100.0,1171800.0,3505500.0,5497600.0,145200.0,76768700.0,121400.0,25281800.0,63149400.0,11281500.0,63550200.0,13097600.0,0
2018-07-30,440400.0,8400500.0,67500.0,1076800.0,7520600.0,6467600.0,295600.0,63742500.0,164400.0,22790000.0,56474100.0,13423600.0,35695400.0,13132400.0,0
2018-07-31,523900.0,10709500.0,36100.0,1266100.0,6141600.0,6081600.0,222600.0,68570500.0,172200.0,22581000.0,84500100.0,17709500.0,29954000.0,12309400.0,0
2018-08-01,605100.0,23297900.0,87600.0,2411600.0,4544400.0,7255900.0,169100.0,53853300.0,190700.0,22345000.0,64046900.0,14214600.0,29322800.0,10437200.0,0
2018-08-02,565500.0,10989200.0,49300.0,1720400.0,3463700.0,6751500.0,329400.0,63426400.0,75600.0,19379400.0,38330700.0,10812400.0,26209800.0,8723000.0,0
2018-08-03,449700.0,6940500.0,67400.0,1388500.0,5401600.0,2711200.0,212000.0,53935400.0,133800.0,15326600.0,34894300.0,11021500.0,14491400.0,6571800.0,0
2018-08-06,447000.0,7521900.0,55900.0,1054700.0,2550000.0,3059800.0,168700.0,39400900.0,71200.0,16400200.0,38230100.0,5460300.0,15000400.0,7250600.0,0
2018-08-07,831400.0,8408200.0,51900.0,1017900.0,3765700.0,5397700.0,331100.0,43196600.0,64700.0,23596600.0,44608600.0,8381900.0,20545400.0,6441000.0,0
2018-08-08,1642800.0,10103600.0,37600.0,841800.0,2588300.0,7433200.0,266300.0,42114600.0,52600.0,18797600.0,47522000.0,4745200.0,14197200.0,5458000.0,0
2018-08-09,552500.0,6354700.0,55500.0,805200.0,2749800.0,7273500.0,223100.0,35717000.0,36600.0,30465000.0,29357800.0,13085900.0,23446200.0,11075000.0,0
2018-08-10,444800.0,9473300.0,60200.0,1378000.0,4444600.0,4765900.0,175900.0,77076000.0,49800.0,33955400.0,83301400.0,10684800.0,23138400.0,9892400.0,0
