mapDate,state,none,d0,d1,d2,d3,d4,valid_start,valid_end,statisticFormatID,release_date,dsci,dsci_delta4w,dsci_delta4w_z
2015-10-27T00:00:00,CA,0.14,99.86,97.33,92.27,71.08,46.0,2015-10-27,2015-11-02,1,2015-10-29,406.53999999999996,-0.09000000000003183,-0.036992696754896574
2015-11-03T00:00:00,CA,0.14,99.86,97.33,92.27,70.55,44.84,2015-11-03,2015-11-09,1,2015-11-05,404.85,-1.7799999999999727,-0.4194873194560094
2015-11-10T00:00:00,CA,0.14,99.86,97.33,92.27,70.55,44.84,2015-11-10,2015-11-16,1,2015-11-12,404.85,-1.7799999999999727,-0.4135603378071879
2015-11-17T00:00:00,CA,0.14,99.86,97.33,92.26,70.55,44.84,2015-11-17,2015-11-23,1,2015-11-19,404.84000000000003,-1.6999999999999318,-0.3893711888891966
2015-11-24T00:00:00,CA,0.14,99.86,97.33,92.26,70.55,44.84,2015-11-24,2015-11-30,1,2015-11-26,404.84000000000003,-1.6999999999999318,-0.38423284260588164
2015-12-01T00:00:00,CA,0.14,99.86,97.33,92.26,70.55,44.84,2015-12-01,2015-12-07,1,2015-12-03,404.84000000000003,-0.009999999999990905,0.01969170206507881
2015-12-08T00:00:00,CA,0.14,99.86,97.33,92.26,69.09,44.84,2015-12-08,2015-12-14,1,2015-12-10,403.38,-1.4700000000000273,-0.32919204489788056
2015-12-15T00:00:00,CA,0.14,99.86,97.33,90.63,69.09,44.84,2015-12-15,2015-12-21,1,2015-12-17,401.75,-3.090000000000032,-0.7160631099537609
2015-12-22T00:00:00,CA,0.0,100.0,97.33,90.63,69.09,44.84,2015-12-22,2015-12-28,1,2015-12-24,401.89,-2.9500000000000455,-0.6706981984992231
2015-12-29T00:00:00,CA,0.0,100.0,97.33,87.55,69.07,44.84,2015-12-29,2016-01-04,1,2015-12-31,398.78999999999996,-6.050000000000068,-1.4170570271928453
2016-01-05T00:00:00,CA,0.0,100.0,97.33,87.55,69.07,44.84,2016-01-05,2016-01-11,1,2016-01-07,398.78999999999996,-4.590000000000032,-1.0216629327878375
2016-01-12T00:00:00,CA,0.0,100.0,97.33,87.55,69.07,42.66,2016-01-12,2016-01-18,1,2016-01-14,396.61,-5.139999999999986,-1.1338305115510592
2016-01-19T00:00:00,CA,0.0,100.0,97.17,86.13,68.15,42.66,2016-01-19,2016-01-25,1,2016-01-21,394.11,-7.779999999999973,-1.7446695227427564
2016-01-26T00:00:00,CA,0.0,100.0,95.35,86.13,63.96,40.21,2016-01-26,2016-02-01,1,2016-01-28,385.65,-13.139999999999986,-2.945513046428508
2016-02-02T00:00:00,CA,0.0,100.0,95.26,86.13,63.9,39.41,2016-02-02,2016-02-08,1,2016-02-04,384.69999999999993,-14.090000000000032,-2.946587497337545
2016-02-09T00:00:00,CA,0.22,99.78,94.77,81.82,61.4,38.48,2016-02-09,2016-02-15,1,2016-02-11,376.25,-20.360000000000014,-4.065794975804534
2016-02-16T00:00:00,CA,0.29,99.71,94.69,81.82,61.4,38.48,2016-02-16,2016-02-22,1,2016-02-18,376.09999999999997,-18.010000000000048,-3.1451626392847167
2016-02-23T00:00:00,CA,0.43,99.57,94.38,81.82,60.86,38.48,2016-02-23,2016-02-29,1,2016-02-25,375.11,-10.539999999999964,-1.5604941317365706
2016-03-01T00:00:00,CA,0.43,99.57,95.13,82.66,60.86,38.48,2016-03-01,2016-03-07,1,2016-03-03,376.70000000000005,-7.999999999999886,-1.1121062918917402
2016-03-08T00:00:00,CA,0.43,99.57,97.49,83.16,60.86,38.48,2016-03-08,2016-03-14,1,2016-03-10,379.56000000000006,3.310000000000059,0.9239194105838208
2016-03-15T00:00:00,CA,0.43,99.57,93.28,73.64,55.31,34.74,2016-03-15,2016-03-21,1,2016-03-17,356.54,-19.559999999999945,-3.2207482380112875
2016-03-22T00:00:00,CA,1.16,98.84,91.55,72.86,55.31,34.74,2016-03-22,2016-03-28,1,2016-03-24,353.3,-21.810000000000002,-3.2539059433501407
2016-03-29T00:00:00,CA,3.55,96.45,90.58,72.82,55.25,34.74,2016-03-29,2016-04-04,1,2016-03-31,349.84000000000003,-26.860000000000014,-3.6672185228243075
2016-04-05T00:00:00,CA,3.55,96.45,90.58,74.37,55.25,31.68,2016-04-05,2016-04-11,1,2016-04-07,348.33,-31.230000000000075,-3.7927674252720105
2016-04-12T00:00:00,CA,3.55,96.45,90.58,74.37,55.25,31.68,2016-04-12,2016-04-18,1,2016-04-14,348.33,-8.210000000000036,-0.5416896555383527
2016-04-19T00:00:00,CA,4.24,95.76,90.09,74.37,49.15,21.04,2016-04-19,2016-04-25,1,2016-04-21,330.41,-22.889999999999986,-2.28523305755195
2016-04-26T00:00:00,CA,4.24,95.76,90.09,74.37,49.15,21.04,2016-04-26,2016-05-02,1,2016-04-28,330.41,-19.430000000000007,-1.7402197140148425
2016-05-03T00:00:00,CA,4.27,95.73,89.68,74.37,49.15,21.04,2016-05-03,2016-05-09,1,2016-05-05,329.97,-18.359999999999957,-1.5370222178886634
2016-05-10T00:00:00,CA,4.27,95.73,89.68,72.72,47.92,21.04,2016-05-10,2016-05-16,1,2016-05-12,327.09000000000003,-21.239999999999952,-1.7950874813709308
2016-05-17T00:00:00,CA,5.5,94.5,86.39,63.57,42.99,21.04,2016-05-17,2016-05-23,1,2016-05-19,308.49,-21.920000000000016,-1.7815760900647366
2016-05-24T00:00:00,CA,5.5,94.5,86.39,61.0,42.99,21.04,2016-05-24,2016-05-30,1,2016-05-26,305.92,-24.49000000000001,-1.96940627069416
2016-05-31T00:00:00,CA,6.08,93.92,83.91,59.02,42.99,21.04,2016-05-31,2016-06-06,1,2016-06-02,300.88,-29.090000000000032,-2.3426576058154933
2016-06-07T00:00:00,CA,4.27,95.73,83.91,59.02,42.99,21.04,2016-06-07,2016-06-13,1,2016-06-09,302.69,-24.400000000000034,-1.717265176489236
2016-06-14T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-06-14,2016-06-20,1,2016-06-16,306.45000000000005,-2.0399999999999636,0.5866342388397352
2016-06-21T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-06-21,2016-06-27,1,2016-06-23,306.45000000000005,0.5300000000000296,0.8697606314020524
2016-06-28T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-06-28,2016-07-04,1,2016-06-30,306.45000000000005,5.57000000000005,1.402459963563055
2016-07-05T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-07-05,2016-07-11,1,2016-07-07,306.45000000000005,3.7600000000000477,1.2009009689155046
2016-07-12T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-07-12,2016-07-18,1,2016-07-14,306.45000000000005,0.0,0.8090155166264836
2016-07-19T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-07-19,2016-07-25,1,2016-07-21,306.45000000000005,0.0,0.8067069089618093
2016-07-26T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-07-26,2016-08-01,1,2016-07-28,306.45000000000005,0.0,0.8003638493596418
2016-08-02T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-08-02,2016-08-08,1,2016-08-04,306.45000000000005,0.0,0.7940766522625493
2016-08-09T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-08-09,2016-08-15,1,2016-08-11,306.45000000000005,0.0,0.7878442159328268
2016-08-16T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-08-16,2016-08-22,1,2016-08-18,306.45000000000005,0.0,0.7776674862340421
2016-08-23T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-08-23,2016-08-29,1,2016-08-25,306.45000000000005,0.0,0.7711899048044567
2016-08-30T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-08-30,2016-09-05,1,2016-09-01,306.45000000000005,0.0,0.7647696699790396
2016-09-06T00:00:00,CA,0.0,100.0,83.59,59.02,42.8,21.04,2016-09-06,2016-09-12,1,2016-09-08,306.45000000000005,0.0,0.7584056166952904
2016-09-13T00:00:00,CA,0.0,100.0,83.59,62.27,42.8,21.04,2016-09-13,2016-09-19,1,2016-09-15,309.70000000000005,3.25,1.078192416150141
2016-09-20T00:00:00,CA,0.0,100.0,83.59,62.27,42.8,21.04,2016-09-20,2016-09-26,1,2016-09-22,309.70000000000005,3.25,1.0658747590459945
2016-09-27T00:00:00,CA,0.0,100.0,83.59,62.27,42.8,21.04,2016-09-27,2016-10-03,1,2016-09-29,309.70000000000005,3.25,1.0537714487477488
2016-10-04T00:00:00,CA,0.0,100.0,83.59,62.27,42.8,21.04,2016-10-04,2016-10-10,1,2016-10-06,309.70000000000005,3.25,1.0418751249855411
2016-10-11T00:00:00,CA,0.0,100.0,83.59,62.27,42.8,21.04,2016-10-11,2016-10-17,1,2016-10-13,309.70000000000005,0.0,0.7174538612020672
2016-10-18T00:00:00,CA,7.77,92.23,81.12,61.81,42.8,21.04,2016-10-18,2016-10-24,1,2016-10-20,299.00000000000006,-10.699999999999989,-0.3121327692859911
2016-10-25T00:00:00,CA,8.96,91.04,81.12,61.81,42.8,21.04,2016-10-25,2016-10-31,1,2016-10-27,297.81000000000006,-11.889999999999986,-0.4087115462005634
2016-11-01T00:00:00,CA,12.03,87.97,75.26,61.38,42.8,21.04,2016-11-01,2016-11-07,1,2016-11-03,288.45000000000005,-21.25,-1.2962130271285708
2016-11-08T00:00:00,CA,12.03,87.97,73.04,60.27,42.8,21.04,2016-11-08,2016-11-14,1,2016-11-10,285.12,-24.58000000000004,-1.5636987698156621
2016-11-15T00:00:00,CA,12.03,87.97,73.04,60.27,42.8,21.04,2016-11-15,2016-11-21,1,2016-11-17,285.12,-13.880000000000052,-0.48706120045462925
2016-11-22T00:00:00,CA,12.03,87.97,73.04,60.27,42.8,21.04,2016-11-22,2016-11-28,1,2016-11-24,285.12,-12.690000000000055,-0.353913058516817
2016-11-29T00:00:00,CA,12.03,87.97,73.04,60.27,42.8,21.04,2016-11-29,2016-12-05,1,2016-12-01,285.12,-3.330000000000041,0.5499574213711649
2016-12-06T00:00:00,CA,12.03,87.97,73.04,60.27,42.8,21.04,2016-12-06,2016-12-12,1,2016-12-08,285.12,0.0,0.8747322446850334
2016-12-13T00:00:00,CA,12.16,87.84,73.04,60.27,42.8,21.04,2016-12-13,2016-12-19,1,2016-12-15,284.99,-0.12999999999999545,0.8578143692251023
2016-12-20T00:00:00,CA,15.09,84.91,70.11,59.09,41.55,19.75,2016-12-20,2016-12-26,1,2016-12-22,275.40999999999997,-9.710000000000036,-0.05529869819818631
2016-12-27T00:00:00,CA,17.47,82.53,68.87,57.79,40.6,18.31,2016-12-27,2017-01-02,1,2016-12-29,268.09999999999997,-17.02000000000004,-0.7356049844392788
2017-01-03T00:00:00,CA,18.07,81.93,67.61,54.02,38.17,18.31,2017-01-03,2017-01-09,1,2017-01-05,260.04,-25.079999999999984,-1.4729267017049374
2017-01-10T00:00:00,CA,34.62,65.38,58.22,49.22,27.8,2.13,2017-01-10,2017-01-16,1,2017-01-12,202.75,-82.24000000000001,-6.704735244654039
2017-01-17T00:00:00,CA,35.56,64.44,57.51,44.35,24.3,2.13,2017-01-17,2017-01-23,1,2017-01-19,192.73,-82.67999999999998,-4.847336618280998
2017-01-24T00:00:00,CA,38.73,61.27,51.4,26.46,2.16,0.0,2017-01-24,2017-01-30,1,2017-01-26,141.29,-126.80999999999997,-6.434836593035459
2017-01-31T00:00:00,CA,38.98,61.02,50.8,20.3,1.87,0.0,2017-01-31,2017-02-06,1,2017-02-02,133.99,-126.05000000000001,-4.677035270175877
2017-02-07T00:00:00,CA,41.46,58.54,46.99,10.93,0.73,0.0,2017-02-07,2017-02-13,1,2017-02-09,117.19000000000001,-85.55999999999999,-2.4177283773262603
2017-02-14T00:00:00,CA,43.94,56.06,24.19,7.41,0.73,0.0,2017-02-14,2017-02-20,1,2017-02-16,88.39,-104.33999999999999,-2.8794153016445554
2017-02-21T00:00:00,CA,61.66,38.34,16.87,4.19,0.0,0.0,2017-02-21,2017-02-27,1,2017-02-23,59.400000000000006,-81.88999999999999,-1.924139561761445
2017-02-28T00:00:00,CA,74.49,25.51,8.73,4.08,0.0,0.0,2017-02-28,2017-03-06,1,2017-03-02,38.32,-95.67000000000002,-2.2342917151169877
2017-03-07T00:00:00,CA,76.54,23.46,8.24,1.1,0.0,0.0,2017-03-07,2017-03-13,1,2017-03-09,32.800000000000004,-84.39000000000001,-1.764741557861524
2017-03-14T00:00:00,CA,76.54,23.46,8.24,1.06,0.0,0.0,2017-03-14,2017-03-20,1,2017-03-16,32.760000000000005,-55.629999999999995,-0.8678774516330023
2017-03-21T00:00:00,CA,76.54,23.46,8.24,1.06,0.0,0.0,2017-03-21,2017-03-27,1,2017-03-23,32.760000000000005,-26.64,-0.03258522843120684
2017-03-28T00:00:00,CA,76.54,23.46,8.24,1.06,0.0,0.0,2017-03-28,2017-04-03,1,2017-03-30,32.760000000000005,-5.559999999999995,0.5589936086242295
2017-04-04T00:00:00,CA,76.54,23.46,8.24,1.06,0.0,0.0,2017-04-04,2017-04-10,1,2017-04-06,32.760000000000005,-0.03999999999999915,0.6996958371601667
2017-04-11T00:00:00,CA,76.54,23.46,8.24,1.06,0.0,0.0,2017-04-11,2017-04-17,1,2017-04-13,32.760000000000005,0.0,0.6811263090432976
2017-04-18T00:00:00,CA,76.54,23.46,8.24,1.06,0.0,0.0,2017-04-18,2017-04-24,1,2017-04-20,32.760000000000005,0.0,0.6750460991164453
2017-04-25T00:00:00,CA,76.54,23.46,8.24,1.06,0.0,0.0,2017-04-25,2017-05-01,1,2017-04-27,32.760000000000005,0.0,0.6599864025240345
2017-05-02T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-05-02,2017-05-08,1,2017-05-04,32.830000000000005,0.07000000000000028,0.6489897860547321
2017-05-09T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-05-09,2017-05-15,1,2017-05-11,32.830000000000005,0.07000000000000028,0.6368003671821376
2017-05-16T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-05-16,2017-05-22,1,2017-05-18,32.830000000000005,0.07000000000000028,0.6231856455809965
2017-05-23T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-05-23,2017-05-29,1,2017-05-25,32.830000000000005,0.07000000000000028,0.609401827868637
2017-05-30T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-05-30,2017-06-05,1,2017-06-01,32.830000000000005,0.0,0.5926072695626973
2017-06-06T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-06-06,2017-06-12,1,2017-06-08,32.830000000000005,0.0,0.5757862169703502
2017-06-13T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-06-13,2017-06-19,1,2017-06-15,32.830000000000005,0.0,0.561401886212783
2017-06-20T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-06-20,2017-06-26,1,2017-06-22,32.830000000000005,0.0,0.5600270074314861
2017-06-27T00:00:00,CA,76.47,23.53,8.24,1.06,0.0,0.0,2017-06-27,2017-07-03,1,2017-06-29,32.830000000000005,0.0,0.5603893725541511
2017-07-04T00:00:00,CA,76.46,23.54,8.24,1.06,0.0,0.0,2017-07-04,2017-07-10,1,2017-07-06,32.84,0.00999999999999801,0.5645894746496302
2017-07-11T00:00:00,CA,76.46,23.54,8.24,1.06,0.0,0.0,2017-07-11,2017-07-17,1,2017-07-13,32.84,0.00999999999999801,0.5672212993748776
2017-07-18T00:00:00,CA,75.69,24.31,8.24,1.06,0.0,0.0,2017-07-18,2017-07-24,1,2017-07-20,33.61,0.779999999999994,0.5879556807875801
2017-07-25T00:00:00,CA,75.73,24.27,8.24,1.06,0.0,0.0,2017-07-25,2017-07-31,1,2017-07-27,33.57,0.7399999999999949,0.5863347420349425
2017-08-01T00:00:00,CA,77.86,22.14,8.24,1.06,0.0,0.0,2017-08-01,2017-08-07,1,2017-08-03,31.44,-1.4000000000000021,0.5282017567063354
2017-08-08T00:00:00,CA,77.86,22.14,8.24,1.06,0.0,0.0,2017-08-08,2017-08-14,1,2017-08-10,31.44,-1.4000000000000021,0.5291407682937042
2017-08-15T00:00:00,CA,77.86,22.14,8.24,0.04,0.0,0.0,2017-08-15,2017-08-21,1,2017-08-17,30.42,-3.1899999999999977,0.4818474560798052
2017-08-22T00:00:00,CA,77.88,22.12,8.24,0.04,0.0,0.0,2017-08-22,2017-08-28,1,2017-08-24,30.4,-3.1700000000000017,0.48446882594534835
2017-08-29T00:00:00,CA,77.88,22.12,8.24,0.04,0.0,0.0,2017-08-29,2017-09-04,1,2017-08-31,30.4,-1.0400000000000027,0.5440407832282013
2017-09-05T00:00:00,CA,77.88,22.12,8.24,0.04,0.0,0.0,2017-09-05,2017-09-11,1,2017-09-07,30.4,-1.0400000000000027,0.5447481147112347
2017-09-12T00:00:00,CA,77.88,22.12,8.24,0.04,0.0,0.0,2017-09-12,2017-09-18,1,2017-09-14,30.4,-0.020000000000003126,0.5730067963927026
2017-09-19T00:00:00,CA,77.88,22.12,8.24,0.04,0.0,0.0,2017-09-19,2017-09-25,1,2017-09-21,30.4,0.0,0.5758622343810138
2017-09-26T00:00:00,CA,77.88,22.12,8.24,0.0,0.0,0.0,2017-09-26,2017-10-02,1,2017-09-28,30.36,-0.03999999999999915,0.5770881116579135
2017-10-03T00:00:00,CA,77.88,22.12,8.24,0.0,0.0,0.0,2017-10-03,2017-10-09,1,2017-10-05,30.36,-0.03999999999999915,0.5794308623494455
2017-10-10T00:00:00,CA,77.88,22.12,8.24,0.0,0.0,0.0,2017-10-10,2017-10-16,1,2017-10-12,30.36,-0.03999999999999915,0.5817811583232846
2017-10-17T00:00:00,CA,77.88,22.12,8.24,0.0,0.0,0.0,2017-10-17,2017-10-23,1,2017-10-19,30.36,-0.03999999999999915,0.5818092343308385
2017-10-24T00:00:00,CA,77.9,22.1,8.24,0.0,0.0,0.0,2017-10-24,2017-10-30,1,2017-10-26,30.340000000000003,-0.01999999999999602,0.5753749596364995
2017-10-31T00:00:00,CA,77.9,22.1,8.24,0.0,0.0,0.0,2017-10-31,2017-11-06,1,2017-11-02,30.340000000000003,-0.01999999999999602,0.5677275422490009
2017-11-07T00:00:00,CA,77.9,22.1,8.24,0.0,0.0,0.0,2017-11-07,2017-11-13,1,2017-11-09,30.340000000000003,-0.01999999999999602,0.554991211703971
2017-11-14T00:00:00,CA,73.98,26.02,8.24,0.0,0.0,0.0,2017-11-14,2017-11-20,1,2017-11-16,34.26,3.8999999999999986,0.6459384482289903
2017-11-21T00:00:00,CA,73.98,26.02,8.24,0.0,0.0,0.0,2017-11-21,2017-11-27,1,2017-11-23,34.26,3.9199999999999946,0.6349125550764677
2017-11-28T00:00:00,CA,69.09,30.91,8.24,0.0,0.0,0.0,2017-11-28,2017-12-04,1,2017-11-30,39.15,8.809999999999995,0.7544133963436751
2017-12-05T00:00:00,CA,65.38,34.62,9.9,0.0,0.0,0.0,2017-12-05,2017-12-11,1,2017-12-07,44.519999999999996,14.179999999999993,0.8879233286761001
2017-12-12T00:00:00,CA,55.7,44.3,9.9,0.0,0.0,0.0,2017-12-12,2017-12-18,1,2017-12-14,54.199999999999996,19.939999999999998,1.028278364076923
2017-12-19T00:00:00,CA,55.7,44.3,12.69,0.0,0.0,0.0,2017-12-19,2017-12-25,1,2017-12-21,56.989999999999995,22.729999999999997,1.0832513041862757
2017-12-26T00:00:00,CA,55.7,44.3,12.69,0.0,0.0,0.0,2017-12-26,2018-01-01,1,2017-12-28,56.989999999999995,17.839999999999996,0.9287944156565768
2018-01-02T00:00:00,CA,55.7,44.3,12.69,0.0,0.0,0.0,2018-01-02,2018-01-08,1,2018-01-04,56.989999999999995,12.469999999999999,0.765910416471772
2018-01-09T00:00:00,CA,53.58,46.42,12.69,0.0,0.0,0.0,2018-01-09,2018-01-15,1,2018-01-11,59.11,4.910000000000004,0.5501672911935264
2018-01-16T00:00:00,CA,53.21,46.79,12.69,0.0,0.0,0.0,2018-01-16,2018-01-22,1,2018-01-18,59.48,2.490000000000002,0.45727596097194617
2018-01-23T00:00:00,CA,45.48,54.52,12.69,0.0,0.0,0.0,2018-01-23,2018-01-29,1,2018-01-25,67.21000000000001,10.220000000000013,0.6365539823315202
2018-01-30T00:00:00,CA,26.67,73.33,43.72,4.92,0.0,0.0,2018-01-30,2018-02-05,1,2018-02-01,121.97,64.98,2.2649962964512156
2018-02-06T00:00:00,CA,18.27,81.73,45.6,6.39,0.0,0.0,2018-02-06,2018-02-12,1,2018-02-08,133.72,74.61,2.6438457698845
