cit,year,month,monthly,CPU_US,CPU_UK,CPU_NZL,CPU_CAN,CPU_AUS,CPU_IRL,CPU_ESP,CPU_ITA,CPU_DEU,CPU_MEX,CPU_FRA,CPU_pos_US,CPU_neg_US,CPU_neg_UK,CPU_neg_AUS,CPU_neg_CAN,CPU_pos_UK,CPU_pos_AUS,CPU_pos_CAN
,2003,12,2003m12,89.00710581425128,69.39843505682963,66.50412727914819,,26.86081800083267,,21.48310786067,96.34912406844266,,,30.79240095941717,149.9049242055675,79.86685574458679,65.4977940972681,9.622751212472075,58.37593275108819,0,0,22.28457855995147
,2004,1,2004m1,88.74587699556228,43.64110711875873,58.91084931611036,33.75207471373439,41.78202176647842,116.2959518090007,64.3127293534442,86.30591102315839,,,11.45648048012049,81.27372403883017,60.70722826425538,83.85322205613434,23.67009555753405,19.89491019866616,112.2992542785744,0,16.8504292799633
,2004,2,2004m2,86.61141805593029,22.59908575512806,57.07715208142027,40.53962569865261,9.938515879237636,115.1968389991758,125.563558464175,92.62692978445364,,,32.32375391356037,117.5865009093672,62.45277267834479,21.14086906459032,0,45.30699833863778,114.1327487584076,0,252.8016485765583
,2004,3,2004m3,55.51796119421132,64.78144738102371,261.0037994700352,30.57295377237096,37.64013132809249,53.40172070180189,84.58572736725651,129.565241765893,,,25.34564196673749,47.71512641428154,43.45866076230269,55.57651172228073,14.4701423457416,22.89923769976323,215.7558735765464,0,0
,2004,4,2004m4,72.00949304833382,42.66110421824003,240.6792731158955,21.98139286629605,31.64200536497103,0,48.62118859790903,250.4512813461316,,,4.03425669060442,54.20165726375523,87.97242599590443,0,0,59.9300007132919,52.91863360622104,0,13.81364296382284
,2004,5,2004m5,83.81986206525725,57.58889169588253,110.7686387238306,28.53358958019015,34.32986064314079,121.9272032339968,128.882147179296,68.32404003288086,,,115.5181191131538,180.374676792407,102.2254487858021,67.41179807063209,40.15077680388336,18.57700188529308,0,72.56812545266773,0
,2004,6,2004m6,77.57080179013593,85.37054047148456,65.89271758662132,51.08316103700816,34.39496834657766,87.72810964397331,57.25681149852175,60.49819654857627,,,93.70420424549549,107.5618654831979,92.11775673897142,66.68452058512679,10.67399910008041,71.41426682032592,232.1985014501732,0,12.86828004541174
,2004,7,2004m7,68.86313305341956,67.74324598580436,58.21766684545666,20.06937785856065,22.22953331740788,0,60.23735145016589,136.6327246538315,,,57.16718539250581,81.2228845935859,64.12874331790526,53.0226478422518,14.08523586664094,57.27474197841489,207.6705087592215,53.10473625397088,13.38491657343084
,2004,8,2004m8,111.3576767483471,53.69494306922086,152.5921843646476,42.7225126961963,44.10242504265579,0,90.40647334799918,126.6060468227675,,,109.8844607203707,37.884100371054,123.8496337718218,85.87822431795206,72.1994702621716,55.0346509141523,0,67.04702165484449,0
,2004,9,2004m9,67.13800699660784,64.24207635065643,0,38.98835185584202,43.74825516974371,137.459331034506,69.90607270662582,100.0268858630585,,,84.78064564918304,0,49.6579179086774,108.9867925551999,49.48183321338123,16.3444922041759,111.6595088235537,0,40.28861769780687
,2004,10,2004m10,88.91658867244169,75.39991665813001,28.66924717642766,42.82878663398792,61.76664493252903,122.1012981248581,113.7045450666105,163.2317321364562,,,109.7210394172581,0,86.9143074025383,41.58001373970389,38.10394760505478,61.20465991867885,251.6365109737887,24.18844329820715,76.77148224034441
,2004,11,2004m11,97.75061066675148,70.7743820881757,57.02516924710203,38.69136429335818,28.971401668803,44.60224529286155,93.89392157798812,124.8752413059703,,,72.27276462740882,207.5746800824095,115.9474997767358,66.43422536538807,24.31915726441821,60.51687088096983,379.7992197367446,30.04201427566096,0
,2004,12,2004m12,65.56654406054442,122.4305032343433,59.33862374392765,31.64734822315485,22.64143083469036,0,40.81225384400089,215.9902018524182,,,53.14753106652385,141.5125369185866,64.3093307329262,69.75600264235499,4.613200885732859,33.53423576296458,131.6256719340013,35.73484306076596,16.37614741494043
,2005,1,2005m1,62.81378322109342,72.83669739554338,0,36.17514567235297,25.24266480007184,51.33122827282434,37.34871445853868,57.74566424829324,9.98018105348531,154.7699486043261,95.36936947408154,25.53937076273026,69.29495485432069,67.38824211109507,14.49737440502004,13.80314100843402,121.451486547075,43.00167697459049,45.15872841846382
,2005,2,2005m2,94.7810575396376,96.940211732557,31.46413860970756,35.75282929375249,39.33386571514855,103.0482341118857,41.22468905290309,156.6325878315592,88.34054822278065,69.98861143364132,77.21696197170851,84.14623478221162,124.9765385345035,126.2431811053066,43.1437006635928,31.42495337180579,174.6757209012035,0,40.06369309080438
,2005,3,2005m3,66.08845339554884,46.34817541286206,43.74067352655404,34.79789332891993,18.62584863206361,44.28842122747641,34.35109213385866,108.5455358544987,37.18042968920181,112.4813196715633,112.8076720079456,73.71016052324114,49.65441877384341,34.4441873077571,14.60526006453994,28.72278643211435,128.7004359678702,58.24458092819592,0
,2005,4,2005m4,79.29498569595799,110.9829112181708,22.070306156204,82.69788538995526,33.14882142669248,0,33.34886504383341,79.58025203480074,32.67108113873994,281.670604681739,63.06494755406069,75.43176795169856,71.10904115252356,126.8439891799072,13.96698752339269,67.18352087738258,323.659686762499,67.83715051236841,54.90998266630113
,2005,5,2005m5,65.02099371034591,101.6104347784758,72.98129778761162,16.06599354569627,29.92148503268247,0,79.7290329432392,126.2303816160637,176.1937006019125,96.57951139656393,47.30277740049142,25.13535811789611,77.87629729095224,106.3352656535789,16.29529052741451,22.52156696018451,100.13933657854,0,13.10230957396764
,2005,6,2005m6,117.9884846510919,138.1785982757041,101.4634819437131,22.85381079157441,29.84768968669117,0,94.3796345285362,51.56516201101716,134.4381908604109,22.76014870500341,52.63806004541544,151.4172593117535,110.4612587426388,140.9308992507461,29.57936794665413,0,207.1677708776076,0,40.33880292927049
,2005,7,2005m7,121.98482570239,85.84295345684306,22.05969032832704,39.58177767273929,15.66352282527426,59.31205528344015,32.30440428288309,87.11045022607176,44.19130492919408,69.5709035727748,72.7146030686247,52.4669210090694,87.26457989930384,77.48007428527565,9.683181554823975,50.54999713047341,79.26124348814848,26.84790565036605,58.92692090415023
,2005,8,2005m8,85.41665655029111,90.04756886183938,110.3039889957643,48.41523953545609,29.86225700872435,64.31153887055004,22.97075665135231,52.18115010862272,40.41551759619797,180.1782251898371,57.03494305037017,173.6224809414011,71.0426416484391,79.60624832824016,43.45888866738914,53.39436432785953,31.68266921944561,0,16.57419273439013
,2005,9,2005m9,94.85652461684997,85.16783416821056,212.7935736601294,39.38338779006857,26.01478107177209,70.42639496507273,196.1046129111666,89.67846381312197,176.7569102571634,327.1129086490632,109.4116857015877,162.0212432863856,73.88067917517931,125.4043960601165,23.55950816787909,33.48131738824229,86.73920032565474,28.0362937890352,28.42069347393538
,2005,10,2005m10,97.78916273391708,75.68995107410935,240.2883850558226,50.64312325821392,27.67736540202091,31.32355213392437,92.72181788240134,55.18304570537887,96.15956505373809,103.8398071462012,60.55928191608243,68.45483211716888,96.16073892345678,104.094005577507,10.71905636144401,82.70451829409031,84.36974203908294,148.4552563715501,53.32090032083648
,2005,11,2005m11,63.6796667034987,106.6873942905772,56.57258971508608,45.87826096558123,31.0840919733821,27.17076207784288,87.6318028421926,99.62685041635382,174.7345129661848,44.70328894888102,62.68684695586516,53.03853157139998,49.89584774249849,129.6582788068023,43.57624855492394,45.99292175048367,154.7377291632047,98.26665441339921,156.2094926886237
,2005,12,2005m12,82.2215015212323,87.59671955733479,85.10646988904305,43.91145167231774,51.63049813341464,105.7044755538977,57.20410867796306,94.70194398391398,5.575402697174332,131.3599558782743,24.83381476657854,0,46.59750593241488,90.14585821454745,21.63607465110473,49.53183492441056,88.57116751473998,0,25.71544146930476
,2006,1,2006m1,83.80423626922011,72.13398744038206,35.53554814603747,55.21824555947136,32.70528476396186,24.46838432246875,118.5935920487017,58.2482992357041,161.1510170485261,53.31424108557677,42.68333544223935,53.49773963695322,61.08923342136965,89.83046248212227,55.65086858096837,76.24731958956617,0,0,125.2802489882232
,2006,2,2006m2,76.24406650882372,111.740687368326,34.84342561676017,23.31288308497006,37.85939162610627,21.87486313450941,99.88916716958774,42.32677554741669,61.3897372691217,41.96741531553381,49.34187671271565,57.2536393905098,52.93731874880243,50.6789259864538,53.23178881038068,14.55181334212039,252.8023072353239,29.7815074934626,116.8034331595452
,2006,3,2006m3,66.46016632316034,65.12059194913579,52.00261247066007,36.47286050131176,24.66897542630841,0,112.8506719069947,79.55619868048915,61.68578935743137,95.6874370159717,83.27088103046883,138.9793240712878,63.58214243519597,71.86939267978825,27.43534569333766,32.95404757152023,73.24638830217592,0,36.84570241866199
,2006,4,2006m4,87.90955971426411,83.78919986049293,165.9050776768015,74.59291959039864,60.46726278921513,155.2685824592905,127.403240403928,119.6672685801091,99.26878792510384,83.28391193993576,85.72824059092027,75.45213865710606,82.63826527894528,72.64133758119675,35.17394649279123,73.14839938088986,309.1755387307279,40.81166105462169,16.38484887477834
,2006,5,2006m5,112.3591002485629,110.0813008379414,94.28889734670271,75.53499574291183,20.86257016352566,66.7653665185229,85.77786527375757,60.23098101880582,34.00736479216416,86.72206613174555,109.128271493609,50.90341403738685,95.06688566726093,147.4648094666764,12.30454063451347,67.76600683431744,72.06235048244196,25.07555002063529,111.8885374813568
,2006,6,2006m6,80.90524582438294,103.6513198952211,151.7239404167859,39.44985002230528,24.26110043934897,107.1543868846059,157.5427962686651,57.81093829268191,63.35193622450284,50.15168696137709,102.6527250183149,0,66.33035487191486,75.78495723044406,6.92582547371074,41.79607927657991,164.4577060704047,29.38114503403322,22.95304053021929
,2006,7,2006m7,76.85743702012408,106.2773451053673,166.6406412888732,32.87897605236427,47.49033562333156,96.82397027910464,148.1561853886846,50.74140097607261,39.67765523036747,104.9935078367443,85.39875019582153,50.63055119502856,75.43373229989778,96.79606222253112,26.29945928650025,24.11216504114676,331.8071490872192,108.5905169265059,75.69508581118832
,2006,8,2006m8,88.82639656017587,57.33521127271511,76.50870645675577,51.06308308478734,68.10106250993167,0,222.7325629735951,61.95209539129141,17.28280521342093,53.82564816816464,86.08190720556473,51.18272962610109,80.78361321659717,64.25664768072755,39.40299613612927,22.70552112013056,0,52.47721020266889,115.3468975890652
,2006,9,2006m9,60.50618832955426,131.063441010844,23.62807634857904,40.23025087590921,49.43905585034144,126.4954013312192,67.83919223749297,49.12068130204698,18.62044887230218,33.69993804604285,56.96421335192793,26.01121601302392,59.7392506276566,132.4423948369994,27.8450216445898,42.26266040126957,242.7759360134165,121.4566214262543,50.22589897838466
,2006,10,2006m10,100.7873540320932,163.9192841748607,145.1101537860798,96.70863538473624,29.9571129512486,134.5227852299579,117.5541039374218,78.49819879290033,4.931932404884126,47.22510185272029,72.44550544641324,22.13294538655006,116.1979946697679,269.2438855856792,9.438411217676743,108.8037756850115,171.5112345374929,0,278.3464433993937
,2006,11,2006m11,95.83268586439553,136.2078459563277,76.11500600219009,84.95976047304551,106.0495248120381,39.21801786264851,113.7971907207945,127.6720976213159,48.98080351348682,137.0435879662996,78.49891522232392,47.51130272178141,78.50784767281415,150.8592688536013,63.3979205785807,57.42686204000368,121.0191928285115,0,187.710400041393
,2006,12,2006m12,90.68512691358592,124.9031236410591,378.7808683217966,63.03639550441748,34.6459982986429,115.0204087154881,123.4754915908782,58.2086265051458,49.56500981892351,108.7838218798845,123.0187614820162,21.95261177394917,106.2816845130602,183.7661209759241,45.90425705179511,67.66021455758377,96.99981316503951,29.26490800255348,52.93935541693066
,2007,1,2007m1,187.4992968390993,109.6535395026201,136.1684099273827,86.4011465947908,89.11905683890927,83.6824843134868,196.4020792251066,113.3222790779186,55.35691376836921,83.12405892096977,166.1280973960995,134.0782807328483,146.3301267006186,118.1348591876214,49.94337273248801,43.10906804499017,166.1884984843803,236.5808480007591,108.4781373570206
,2007,2,2007m2,99.17296292242932,101.9107077186214,167.0427835486522,72.22095038026278,108.7146242862671,143.2524133954798,90.4780581743918,95.67272558645546,126.8273912852133,90.8867988631979,78.66221475627391,52.731919205434,63.36194060430227,117.4888511186088,95.47540375239551,79.12128948439842,0,219.2583391984419,154.3000283245786
,2007,3,2007m3,97.34158676505635,104.6932059264599,127.0449752690238,85.27771482077407,59.8501204927708,114.0816530796178,147.8761715647892,121.2729461891357,134.3507286137952,55.46155660333745,88.50095926153924,129.4684759032786,106.9722702839507,95.361016199541,46.7062264633058,109.3091267436428,148.333692656752,25.00376695173966,111.3696819168035
,2007,4,2007m4,125.7575816265582,92.89406835031296,155.5234025237135,76.54201863350173,82.60645608489152,156.7038888334261,74.82560298503797,104.5003582350401,49.84169529264403,106.9079513649622,99.71667661368201,145.8861092520167,153.881146023095,99.89103070195603,25.50098018654329,93.2565699493358,168.1541736245684,185.4503940258652,119.7541408108063
,2007,5,2007m5,106.7141828920145,175.7742037372691,79.72751345996811,62.82079981837423,91.67385555348936,86.01758979169546,125.18691465436,78.02144775956212,48.40239412164046,0,107.2231327385018,138.0813757573156,94.7132710253922,107.4032827552273,40.76146821227377,36.92250159510257,82.56713525308719,159.5916065336308,19.72273817465834
,2007,6,2007m6,129.4854977797719,87.40851641484085,133.1909860385051,62.62238058300956,127.4576829020806,149.693834809472,93.72052228857068,132.9127237016408,70.70359088853739,0,46.93270494704077,242.1271598605319,145.6790574337119,84.56651112179031,84.93338514791512,9.422298456992261,80.4009955686809,174.5876689950539,45.83341508537956
,2007,7,2007m7,92.51799424140728,74.28859282669416,126.6269272362881,36.21174266300876,123.9728366552796,55.79187341914184,27.61614058935686,92.06012761260769,76.67401702264921,17.50364708150565,64.83799195401063,146.5250782446718,104.9063911830328,75.56193257987056,105.3699865438365,27.28831829341877,26.54736550918126,97.84508256302207,33.03431272374498
,2007,8,2007m8,100.05524891344,84.79924792751002,112.0043555552374,51.94522371949928,75.31281023151625,21.51043781958167,75.26396497458502,36.83341033654159,63.39344966309229,61.87807117027568,33.21753845851227,63.538557188723,78.40624906653183,94.79596848797266,75.37168229603192,62.85594222869333,0,106.1148941786056,49.13589508719154
,2007,9,2007m9,68.48169239642398,103.5146476904113,167.8077518666881,67.43642268146257,139.9778338505052,62.99361502719531,141.1835124863736,104.501554902084,94.56845457704091,92.45601193780607,62.74183905564618,47.48723198301208,37.94105632395569,70.55510195466874,140.9133794066164,39.05025918471626,154.7784379439046,76.44754744836507,104.7913108666941
,2007,10,2007m10,69.08504909782175,114.5304202179667,213.3967678850717,94.97420589694232,92.80274708490899,37.17676997832461,230.4480331578169,53.90947583038963,40.82716347284492,101.1584184610746,93.13526434745657,51.6239434864301,66.55318766160383,99.5262894183054,85.6012187837979,115.8795808103526,0,61.10612796127921,190.4515310186802
,2007,11,2007m11,92.80549763965337,125.4986061757582,64.99116134991768,47.23790875568249,110.6680030952996,114.4329406190543,95.7639057744672,66.57579633656374,78.66087628285285,105.6916936183133,96.55029203388986,45.79638316128008,91.17215925481288,127.6488768201844,86.42332003722994,21.68142626271012,76.27068756820012,262.0232383286054,75.29776220160838
,2007,12,2007m12,149.8854138906168,133.1274053836816,330.4677008556293,88.90210397583414,92.80239560322542,207.7312535887269,251.9046603397762,134.0798015809891,54.89141189962856,28.0039171237173,73.81233594770781,352.8895233685937,184.7296152907898,171.5725680836321,81.72019532706014,86.27796063634074,131.3088816613197,0,162.4786800971131
,2008,1,2008m1,127.5547813455383,115.1183800990346,102.0859125043782,64.52119337059392,83.41232217651998,177.8378083305438,169.8514760616949,170.5797522583054,50.38705751471456,196.4101541047932,62.49091892397452,152.3613780226971,107.7934013907149,127.5397862829594,160.9090829409347,46.60865521742845,26.6834670697524,412.9143602305351,125.3085274564699
,2008,2,2008m2,77.65097719446669,91.68574682220203,243.5850659361032,106.1680989085453,75.47064828940782,147.2849521466808,144.4152788107902,89.15188238126571,64.80489872757344,169.085606009608,50.52416130195807,180.5675224777092,75.24777325493095,96.47090494845411,68.16340735643897,53.01236412008288,115.6264949323204,0,102.8562006623774
,2008,3,2008m3,72.06854406722428,195.7492691269008,142.3200066164499,48.51683938781159,95.54680131309671,113.3240759644918,229.8176926063843,94.65936988253297,26.07717018406457,156.7830547900501,38.51150402768011,148.2881007161014,54.1715439757194,280.7716277034653,104.1411028996722,32.4647656929026,0,168.5304777485323,50.89074848316267
,2008,4,2008m4,132.602945635684,67.81908357831011,206.4201500990301,81.81647609363573,67.83368010717625,88.65481502753642,156.6754059196538,95.92270345427239,63.50449736412298,174.5163486534252,45.23849182326565,75.86033284043526,157.044170717764,66.34263828359099,46.51250304722225,33.67351246629723,26.82865202803571,0,75.1486301175464
,2008,5,2008m5,112.4140383755959,122.3533770559258,172.8717778123817,43.22909118839379,112.9421512604011,120.8560299601339,105.9814021504267,65.47752554677973,101.2132058625173,229.5287009553529,51.94942984198808,97.45318343291997,147.9168692469456,95.54856226183209,93.90527517581081,66.54577864598116,77.58932526413294,189.2462923284266,98.46789012992343
,2008,6,2008m6,116.6999322742728,104.7895737314772,175.632728358418,98.84585664112295,154.5657207716006,221.9853339444029,135.2168322897567,124.1957263854974,105.0845652410015,118.1093919210675,96.39316398417083,175.5913776796049,136.7884014542895,84.62856545164369,127.298585158416,135.0969909507766,234.7961829844903,103.038849947646,204.2028434649653
,2008,7,2008m7,101.3083144700577,129.6835933308811,127.631065471035,96.19072940169127,348.9962727028072,129.2472162463158,98.16277435754283,58.35905222476314,76.0921340721589,97.18373693054235,127.9911369931405,23.30679125631373,75.73415179671454,294.9733215888818,473.7488695441833,66.55568012639029,181.4566178906547,508.3048367181353,103.4660005198297
,2008,8,2008m8,148.2682263073301,179.0422909518803,155.6171714963878,84.81014801369273,170.1579234722478,42.83788595120433,92.77300916103947,39.58138021203457,75.73294962486196,128.8545514236791,46.69537886676947,191.8145758583099,172.1837170041911,102.4787892231896,179.8534340718994,127.6914861321014,121.7670298781643,94.08470842643167,67.83236220186018
,2008,9,2008m9,123.9985109623596,176.8622722333942,266.7694454795325,178.5844710649272,142.8377670982191,138.5852315823468,80.50676430411833,68.165989150299,33.86546510043446,0,85.11206933409963,18.57912711111027,142.6029555608507,160.0170797298196,127.6757399035933,192.6821133677196,308.7206198933923,383.9024170879966,262.4612955499193
,2008,10,2008m10,149.6346107260226,70.52778124886424,377.4544141733863,236.6461856080627,94.52541733058456,116.1039343048369,175.8347838419477,114.4831732027133,122.2823807497504,62.88508579405812,94.30061066787434,189.9688985186735,206.1515062145392,91.16967278781773,82.50881212909069,260.4411660612515,279.9756109525227,125.8894829405546,231.4121841881945
,2008,11,2008m11,139.6089063964578,82.77371409194951,276.9375372888252,63.81536069131857,120.8524587897431,168.9863871922807,91.4720491037522,81.31229161182533,61.36803355799816,0,70.5241733451046,194.5878040900307,163.0765140769626,45.04209964033993,111.5675277983134,39.42045876057053,83.61739175958283,162.6848039507504,189.6767566833395
,2008,12,2008m12,153.9368898379177,66.35383069271124,166.3673383508798,106.3559854182521,164.120195720904,40.28474794851255,162.0601246632772,129.8020568842408,13.28774998387882,28.0295576253332,62.37909781386371,109.4566488960863,103.9466222559845,112.0897761069006,216.847362055947,104.12465797264,0,279.0282006304034,160.4019612568647
,2009,1,2009m1,135.8485811131731,125.2862265781716,32.20652822513477,66.79321324452656,58.22030580500717,132.4160573063429,38.37981907068693,104.5979297145982,44.71148966826502,76.12989141377209,105.71591900008,176.0962471116538,120.8837326640965,92.31429526308351,102.6567936190872,82.0189326722295,113.790951600567,0,145.9978268347024
,2009,2,2009m2,175.9586507308414,45.8192580765184,81.74546791440696,78.4963204734736,117.424430589815,90.08083020720149,60.67699572924353,89.12941749615339,72.42611892599139,33.53195863633155,32.80406991382934,218.0429213013091,219.0723338391516,57.12020953455824,120.8361862772445,121.1000746175718,0,142.3590510442718,113.2230307853613
,2009,3,2009m3,124.2478073170974,117.2216696868677,208.5707422401748,62.18101455828813,109.6765530664444,53.28670363559861,167.8986780651782,92.19694423476088,35.25912846197983,25.50426734555742,91.24537617327033,100.7415112808792,100.2829094434552,130.0981582447235,52.93456346468387,100.7420716780215,53.35252992825324,204.9434106868102,80.30583290573125
,2009,4,2009m4,118.7034626930543,91.69804863385187,104.9914751449401,47.00489149906953,68.93898455973775,99.91652820066061,77.48957522791451,42.89383213192557,51.80324245962038,0,61.09000868925208,220.3437910621451,72.27664385651666,95.19504086247399,39.90317905053802,77.03803541253562,156.7392091429629,115.4078360553837,25.23427625395487
,2009,5,2009m5,113.3964834760688,113.0965532051349,28.50347805630324,74.06813260758742,149.2133944606089,34.00130650617197,161.8221991613935,54.9194101401554,47.57194465562974,54.55706864693171,59.81045330547042,239.8503653539786,72.14217514447546,118.7158303918987,127.7276115052922,80.42023546670382,175.8002884921738,424.3931547765922,186.8210667032598
,2009,6,2009m6,115.6008708738625,103.4228717833634,141.5314027009732,58.73743584296685,107.2854369494317,71.0740083777568,145.913805604541,63.29312643093316,14.40693479653625,0,62.63369568044444,258.1686151297748,90.96262860858583,121.9902507880996,62.02437456125613,43.65486353931164,140.6610580826488,0,101.8851537737944
,2009,7,2009m7,127.7162087936179,131.375669077037,18.89661977445072,71.33244763939156,94.58249082841947,66.74080177023285,103.8903371020207,124.8612899050031,57.39261971086469,0,93.88206853509863,17.91011283497999,74.91193517458547,207.8092449099999,70.35968765836679,25.50657189503372,0,24.4965763338531,161.8360535086142
,2009,8,2009m8,81.54579407506164,128.557829203379,119.0257110318794,46.05378218033686,145.1831719822394,62.81405605277425,139.6584387623558,79.15596536894527,31.53255962943942,28.00680636102692,76.42577310828734,101.4612303459458,45.57056943717456,141.2097263956719,75.54584714240197,18.76973999615671,0,126.6062128864433,0
,2009,9,2009m9,106.4787859896266,90.53205233713885,165.9746482070274,46.52941271821192,74.31210956171444,112.460523505233,170.2801225190406,84.96342747256908,65.15338591406226,83.18980152486803,132.7161565444913,138.157341982843,73.74274554540477,40.35897199181433,40.26641804335445,30.14083119478446,56.17487805840244,0,30.29104674099493
,2009,10,2009m10,83.168218884124,192.0376127636605,58.07779171708557,39.12869586646426,108.74298684431,172.8484288290562,209.3752910892904,59.27765023265589,53.7747660077093,48.85671039245423,93.23108276348489,0,86.56829289595677,119.6608426727489,47.88018228994292,16.89644093504974,239.602804272717,23.60443978801933,51.81350546375314
,2009,11,2009m11,147.4553770183042,118.3866472488626,48.40837681295325,59.04929430679263,169.0940114855356,77.76978368438715,186.51741641934,103.839986052226,51.14421942415692,45.96936544704405,91.82036907617558,155.9530134209971,132.0628755697255,93.48938472686014,98.85243908611731,58.88793670226409,76.96143477066599,64.55477333196339,55.58334303183467
,2009,12,2009m12,181.7510879447819,151.5993883505288,38.58035985199457,134.4956376355816,252.5930411931612,144.5229784950737,118.9488270173418,133.5942071549978,66.54429104142999,130.7441265757265,125.5980867395564,183.6590582463237,120.9792154006618,124.8752645063046,226.0305895261225,102.8141901349131,213.3798383362511,148.9146505592287,214.3057591244721
,2010,1,2010m1,158.2730882713516,116.0899591733819,71.34978188157005,80.43303413174974,147.7534736572798,84.1017702474166,106.5519223139389,97.59683505244914,24.61452103947426,181.9920271978125,200.6457118265471,121.367546125028,148.7318319289697,92.56648819840265,99.32684087039456,49.10067323426228,118.8416878576142,40.03604407979115,230.2748041330721
,2010,2,2010m2,150.7291872145551,165.8544735734168,93.31047038167225,39.27204682808872,165.3048129946112,159.8621301309551,116.1213106802846,110.4045813015568,58.91753575098934,10.09602627242646,131.8903248033786,177.5633887865875,102.456137760423,97.98315427363809,62.21253550324663,11.61282145108412,220.2583178882598,276.4307221772821,63.12468744779689
,2010,3,2010m3,99.06784242550079,153.0301913044626,177.368581135692,44.58882287943261,103.9287086167489,17.6873673816792,134.6082432776798,99.41815210749466,14.70254007192363,97.59254209021576,95.654008721732,91.92468746696768,78.40818932193572,102.3889691331269,75.58760460635183,49.77761571899389,51.01867043468431,22.01624320237531,57.44002266705017
,2010,4,2010m4,135.832674264087,133.7471466357636,147.5357948834973,65.48473181982187,114.7683667467426,134.7396233919762,78.01369244688419,97.91044671679862,17.27905981219493,0,84.10871517286786,182.5395064555655,70.82806439706073,178.8337450986791,76.11804009742229,121.9831580117609,126.0981899797034,0,57.68635414827338
,2010,5,2010m5,162.2009457363269,206.8167064189411,47.0248860933669,56.39448808420119,327.8959801706651,96.85023735504409,223.8807781184002,114.9854500097607,51.95959667132365,184.1862240229155,85.87918601560229,101.5566012752186,160.3013917076243,198.3283102833572,321.9434237098939,64.05858678172184,209.8205680303798,147.6774708640339,29.20102801357277
,2010,6,2010m6,190.5443212445761,136.8185987814825,144.2481303993072,40.19584717982429,219.0687182027108,37.66337691521368,262.8719488785364,106.12042603947,110.5998999519448,0,63.21791096371426,187.8678854460611,171.2415098040965,161.2332426325265,108.026753419069,31.332645562453,288.9974945376798,155.1487674823643,25.63133247044146
,2010,7,2010m7,156.5348897522047,121.830971696451,160.0850699727553,38.53456858589019,300.1600260974907,89.69955785815166,142.5939617435006,133.5550065681049,56.05913584704525,109.5136140212619,30.75938675291168,225.3145223019477,137.0157102260637,115.7788198952635,268.7195599311297,5.278766516295444,125.0573327326201,529.6363375371789,61.15277259758619
,2010,8,2010m8,115.2278368323697,168.8690941943204,22.64794873708242,43.11500477591799,256.1482163445677,104.6609990228576,95.86175474247324,132.385617845512,62.86437536548402,25.3732062619308,70.34264384967183,201.4188727527711,125.7742895246352,162.5635514708003,246.6972071260957,34.62900712195042,299.5020905210685,62.3009468908905,0
,2010,9,2010m9,141.5562993490111,108.4609525092747,65.51972768649222,80.00968456923991,222.9424399096746,155.2660633533869,222.0929912989026,152.5072503174351,84.69675562216079,105.1504851586965,49.85019338599602,106.8505157662461,131.8992619565425,76.97706432936862,243.1448264264195,27.46418275901206,316.0410214434455,351.228297878284,84.26755899759964
,2010,10,2010m10,117.4034219429675,78.20849551052817,62.81371088979351,57.37512209673638,147.9065482160744,128.3679705838697,235.9571953553454,88.80162011145487,108.1437556705182,50.00821977529121,54.01691023007804,86.8954914416009,97.19728120141497,57.01688565885306,67.24893389250727,65.68196741348336,0,142.7800579265408,50.60752647668613
,2010,11,2010m11,124.6204519377275,80.2958156962609,104.0500002788564,58.06841998991739,148.5926499428073,145.9063670717586,170.9276181428018,88.48421004467124,73.6567024105655,104.8452976620468,85.2434331771268,145.381513817815,131.6409462029391,55.33650330334665,147.1851095899002,56.7932585265833,37.63965395727912,41.14704095662921,86.33380572537597
,2010,12,2010m12,124.5868229530196,61.25026785449729,73.34192601883623,44.52152575599103,164.0490208293688,124.7881359488148,222.6094272398982,112.7018998889796,34.43880706961334,64.2341129216403,91.80934504882362,169.3022039546473,87.29991228612894,77.59017515171131,88.42758400055128,58.92864102255825,106.2506975489397,184.6467286073737,31.82279213863038
,2011,1,2011m1,136.0139917726196,108.3839250021079,83.15229861553236,70.10935400232378,74.1296614380352,248.4038115369707,146.2669897320981,119.6891205198676,55.30737502902453,39.39119711612258,100.6532991584251,39.13504238969731,150.9418978684166,99.86296817578265,73.28796302259975,40.65276006562058,0,272.7505100704885,29.28501894478082
,2011,2,2011m2,89.82490116039105,147.5970703681343,25.62128278915749,74.66796760002367,133.5813792734114,120.6872703527115,87.91913788007868,134.3291176273418,59.66560810634724,25.05545275122944,50.12947228253466,30.95149063284279,88.9512196659295,127.0821054263285,129.3276503433611,19.6448550068412,0,116.5271583207661,32.64432430964521
,2011,3,2011m3,123.1505192550322,131.777566188509,82.18813225386327,88.91581027650304,277.7778816853536,162.5059712101496,208.5252721076901,187.5432563188937,129.3124157801042,144.1947826648457,122.269892591213,113.7562704789037,96.64623302017318,219.1550014700928,249.7289553368902,52.07523977639195,158.2794445655799,135.4921872263208,90.77643530205727
,2011,4,2011m4,108.7222517768786,73.27539367617993,119.6672725280952,72.93066272242984,173.1327685625276,74.31697823660689,100.9595694334076,160.9398401481599,123.3373824338496,135.2815259757114,123.2674810637232,149.982505647114,73.04151327502848,49.69905626237894,156.2167047484064,70.84848572986503,94.90714168965388,260.3660216430961,87.49207292486594
