date,gas_inventory_z,gas_surprise_z,gas_low_inventory
2011-03-25,-1.4759163112864415,-0.04889050178357388,0.0
2011-04-01,-1.4245966162688914,0.10954958110341116,0.0
2011-04-08,-1.4523615811279014,-0.42402397120915164,0.0
2011-04-15,-1.3804656213523272,0.288702686860897,0.0
2011-04-22,-1.2858900396757382,0.4961035468608561,0.0
2011-04-29,-1.2192739008443105,0.3361611591772367,0.0
2011-05-06,-1.1007650533762694,0.752029673337257,0.0
2011-05-13,-0.9895844729177997,0.7353679024285747,0.0
2011-05-20,-0.8524055865979445,0.9618616805380737,0.0
2011-05-27,-0.7023822882712092,1.0740643786305635,0.0
2011-06-03,-0.5818689941425439,0.8761290028242775,0.0
2011-06-10,-0.46681446044582636,0.8481906860509338,0.0
2011-06-17,-0.3689955167995741,0.735407667134547,0.0
2011-06-24,-0.2332648518238634,1.0191056810504657,0.0
2011-07-01,-0.12406561472730883,0.8253520081587079,0.0
2011-07-08,0.007263497876791969,0.9777958108351972,0.0
2011-07-15,0.12601373916300482,0.8829395594885966,0.0
2011-07-22,0.2096043039947876,0.6348865964206781,0.0
2011-07-29,0.269104973349717,0.4654085204543729,0.0
2011-08-05,0.3313972018707673,0.48128145539969064,0.0
2011-08-12,0.3635392634141574,0.2712080988338296,0.0
2011-08-19,0.4330278221188744,0.5294527708498619,0.0
2011-08-26,0.5355401580909075,0.7502673284399464,0.0
2011-09-02,0.6099424261060283,0.555778260107812,0.0
2011-09-09,0.6998603668416079,0.6625538874614005,0.0
2011-09-16,0.8181749142040282,0.8559945839584611,0.0
2011-09-23,0.9437717603825154,0.9213483462446801,0.0
2011-09-30,1.095067637475524,1.1013314813392272,0.0
2011-10-07,1.2238808063724191,0.9614218486586816,0.0
2011-10-14,1.3723321617536155,1.1119088707205824,0.0
2011-10-21,1.5009006444480355,1.0066980715282325,0.0
2011-10-28,1.6094552754685458,0.9067066667635113,0.0
2011-11-04,1.688232667062467,0.7364472338423874,0.0
2011-11-11,1.7073329441656668,0.3599552860561541,0.0
2011-11-18,1.6930433369802271,0.13596455111028252,0.0
2011-11-25,1.6726407097853555,0.0843669393217241,0.0
2011-12-02,1.6368605103556728,-0.03334047290115774,0.0
2011-12-09,1.5797856909693573,-0.19995702855071787,0.0
2011-12-16,1.4156601018816148,-0.9955186460809614,0.0
2011-12-23,1.2585572318357643,-1.0232548707948932,0.0
2011-12-30,1.135106136202621,-0.8528373176356014,0.0
2012-01-06,1.0190955158765524,-0.8446428223637367,0.0
2012-01-13,0.8828045695121081,-1.042721005119979,0.0
2012-01-20,0.7582699744551706,-0.990083894416305,0.0
2012-01-27,0.49363256112846765,-2.2514314424410347,0.0
2012-02-03,0.3120521815397491,-1.5682288447144432,0.0
2012-02-10,0.20441965516700605,-1.0097115714210145,0.0
2012-02-17,0.029987846960280992,-1.6794712898300466,0.0
2012-02-24,-0.19792362333065153,-2.305378713070833,0.0
2012-03-02,-0.3100180736399205,-1.1787877009929193,0.0
2012-03-09,-0.4192217506654748,-1.1566751961093593,0.0
2012-03-16,-0.505955331548523,-0.9579646666560295,0.0
2012-03-23,-0.4878781746721996,-0.04233099141824965,0.0
2012-03-30,-0.4167833258886892,0.41628464432610857,0.0
2012-04-06,-0.3543722104277139,0.3338385945822205,0.0
2012-04-13,-0.3442411100624242,-0.13654570521495799,0.0
2012-04-20,-0.30729132310777973,0.1004151786781497,0.0
2012-04-27,-0.24487899881502997,0.32584755367525625,0.0
2012-05-04,-0.20107353813249879,0.16409747361654814,0.0
2012-05-11,-0.15731160073673714,0.17470614569394552,0.0
2012-05-18,-0.0690598476061897,0.5665173408075832,0.0
2012-05-25,0.042245836223186076,0.7752506697673711,0.0
2012-06-01,0.14486825177848658,0.7118181909010008,0.0
2012-06-08,0.23439925390729485,0.60433175767009,0.0
2012-06-15,0.3311803159574722,0.6736234999077435,0.0
2012-06-22,0.4205255456539136,0.6116492406350363,0.0
2012-06-29,0.5023393462851451,0.561453019880395,0.0
2012-07-06,0.5573812905789761,0.34048718812993656,0.0
2012-07-13,0.6033465271439921,0.28052960411049094,0.0
2012-07-20,0.6416994186630591,0.23122213113677273,0.0
2012-07-27,0.6783736829704039,0.22707344051583286,0.0
2012-08-03,0.7148403461520373,0.23137001147118896,0.0
2012-08-10,0.7451183095403239,0.18429463493833084,0.0
2012-08-17,0.7722096190654972,0.15858100576897188,0.0
2012-08-24,0.8379671230276855,0.5047716234805579,0.0
2012-08-31,0.9315622698124737,0.762093495002748,0.0
2012-09-07,0.9672379785714332,0.2615312690450394,0.0
2012-09-14,1.0010017526432153,0.2590144007273483,0.0
2012-09-21,1.0942407395141354,0.8060402353481932,0.0
2012-09-28,1.2055127246397555,0.9903036646368727,0.0
2012-10-05,1.3117500501167272,0.9805624688054801,0.0
2012-10-12,1.4067258743928903,0.909854863267607,0.0
2012-10-19,1.466631933587828,0.6311946318651929,0.0
2012-10-26,1.5500418759587256,0.890935578294586,0.0
2012-11-02,1.6264844040426167,0.8627758203267745,0.0
2012-11-09,1.6373789964626337,0.264349041825674,0.0
2012-11-16,1.5911148271640003,-0.2799537892451595,0.0
2012-11-23,1.5189221477151718,-0.538549679195497,0.0
2012-11-30,1.5067356639158827,0.03670831370509123,0.0
2012-12-07,1.387188910425736,-1.0175864802930008,0.0
2012-12-14,1.376872789296915,0.034769400919695,0.0
2012-12-21,1.2468702069508324,-1.1843902076653423,0.0
2012-12-28,1.135402895246365,-1.040807685628945,0.0
2013-01-04,0.933358533569098,-1.9775083110770555,0.0
2013-01-11,0.6418374700483548,-2.821135319639807,0.0
2013-01-18,0.4252693221741099,-1.9512896593705844,0.0
2013-01-25,0.1774416906247609,-2.1730900542971283,0.0
2013-02-01,-0.10227038651419004,-2.505596622952458,0.0
2013-02-08,-0.2738384483110498,-1.4510347838979112,0.0
2013-02-15,-0.5041525540366496,-1.924077018231054,1.0
2013-02-22,-0.6911368696800376,-1.4975221206555256,1.0
2013-03-01,-0.9461635874567801,-2.097500215194786,1.0
2013-03-08,-1.1692662797435711,-1.718486145349103,1.0
2013-03-15,-1.3909256844869655,-1.6328042548751365,1.0
2013-03-22,-1.491735895546882,-0.6257211536252199,1.0
2013-03-29,-1.6397410614095769,-0.9906335896686106,1.0
2013-04-05,-1.7835539471608366,-0.9425940285332886,1.0
2013-04-12,-1.8034015225909032,0.02413045935707056,1.0
2013-04-19,-1.754607977393939,0.5351662573575787,1.0
2013-04-26,-1.7074267904027165,0.5104545358559326,1.0
2013-05-03,-1.6396668913356847,0.6644377285601751,1.0
2013-05-10,-1.5011252261647898,1.2133728208744423,1.0
2013-05-17,-1.3519780774291001,1.277380435427095,1.0
2013-05-24,-1.2190909799902474,1.1454561977398383,1.0
2013-05-31,-1.083895567075171,1.162577836131879,1.0
2013-06-07,-0.9205897589735735,1.3774656187993826,0.0
2013-06-14,-0.7799774894971038,1.185348191643692,0.0
2013-06-21,-0.644390505391208,1.1390624754395626,0.0
2013-06-28,-0.5064552377969197,1.1475363599648216,0.0
2013-07-05,-0.39949296046660043,0.9033124888544428,0.0
2013-07-12,-0.2811216747105995,0.9780277648518555,0.0
2013-07-19,-0.19603526911456923,0.7144364299342099,0.0
2013-07-26,-0.1355580390763375,0.5241105513004055,0.0
2013-08-02,-0.04930068618019624,0.7126766660085547,0.0
2013-08-09,0.0885437755172332,1.0864504341646906,0.0
2013-08-16,0.18551227698861938,0.7659667489761812,0.0
2013-08-23,0.26627543426714806,0.6377336946268675,0.0
2013-08-30,0.364184228271465,0.7607855607429543,0.0
2013-09-06,0.44749297703190666,0.6555507451827902,0.0
2013-09-13,0.5394223732998891,0.7101130460779506,0.0
2013-09-20,0.6058751961286527,0.5129983639002926,0.0
2013-09-27,0.7303686203669504,0.9352062711096665,0.0
2013-10-04,0.8778461438085119,1.0994387057969295,0.0
2013-10-11,1.007804110329668,0.9652035797537963,0.0
2013-10-18,1.1205209275675907,0.8347089255734822,0.0
2013-10-25,1.245158138439515,0.908197271995541,0.0
2013-11-01,1.3002863663912945,0.40962662088790525,0.0
2013-11-08,1.3547560673052874,0.4056592908769228,0.0
2013-11-15,1.3813822172149854,0.20696411245780422,0.0
2013-11-22,1.3164112735688391,-0.44704552557145893,0.0
2013-11-29,1.29719289656784,-0.12708022024064383,0.0
2013-12-06,1.0638533303684714,-1.642159261932554,0.0
2013-12-13,0.9502641222087569,-0.7669979012405281,0.0
2013-12-20,0.5382550741892156,-2.7955335404572383,0.0
2013-12-27,0.283477147177781,-1.5708149920259746,0.0
2014-01-03,0.14605902682492367,-0.7777345632253088,0.0
2014-01-10,-0.08173955108493476,-1.362853157513921,0.0
2014-01-17,-0.49779112529461095,-2.602940605576383,0.0
2014-01-24,-0.6478135819777808,-0.82705256565847,0.0
2014-01-31,-0.9936840838776643,-2.069516786751539,1.0
2014-02-07,-1.3665288712687733,-2.209065598916247,1.0
2014-02-14,-1.694190808815098,-1.8559078522832144,1.0
2014-02-21,-2.0448700891232425,-1.961584282530783,1.0
2014-02-28,-2.1656194677138703,-0.6352499378133681,1.0
2014-03-07,-2.3628980374372888,-1.1182254662968478,1.0
2014-03-14,-2.610875078867995,-1.4638700119522052,1.0
2014-03-21,-2.6424040514633136,-0.2538727097978885,1.0
2014-03-28,-2.6828202693432512,-0.3298372762443557,1.0
2014-04-04,-2.7357104786216846,-0.4434783004351048,1.0
2014-04-11,-2.6861014681476605,0.16137250227670863,1.0
2014-04-18,-2.611170173140028,0.3234580914843422,1.0
2014-04-25,-2.5046959830818296,0.5390287575632178,1.0
2014-05-02,-2.3611203104453415,0.8064873310943979,1.0
2014-05-09,-2.233555087414158,0.73135607282548,1.0
2014-05-16,-2.0718596439214836,0.9898275932345365,1.0
2014-05-23,-1.9132891334299202,1.0040523617764736,1.0
2014-05-30,-1.7520471803200082,1.0472963169819254,1.0
2014-06-06,-1.588244448639035,1.0889217577783086,1.0
2014-06-13,-1.4420758053514107,0.9963857479145958,1.0
2014-06-20,-1.2944418590951234,1.0248910636763613,1.0
2014-06-27,-1.1517772392322814,1.0025270833655782,0.0
2014-07-04,-1.0245723318644202,0.9088330148474644,0.0
2014-07-11,-0.9036336625842492,0.86962605592139,0.0
2014-07-18,-0.7720577407288317,0.9462545705092761,0.0
2014-07-25,-0.658489101089927,0.8219298535033513,0.0
2014-08-01,-0.5495250095664354,0.7864754552759902,0.0
2014-08-08,-0.4496530849914147,0.7241900637240091,0.0
2014-08-15,-0.352884774731629,0.7116788520326904,0.0
2014-08-22,-0.24588441934074792,0.7803532050444419,0.0
2014-08-29,-0.15330999959669905,0.6780988665661589,0.0
2014-09-05,-0.058567469473911477,0.6921405447791831,0.0
2014-09-12,0.05266954940616218,0.7981878630108836,0.0
2014-09-19,0.16041161437455403,0.768011404042161,0.0
2014-09-26,0.2790238005572804,0.8289972522227649,0.0
2014-10-03,0.4134804344331444,0.9276548033962807,0.0
2014-10-10,0.5423412524467356,0.8861145364678787,0.0
2014-10-17,0.6563896854950111,0.7806123998146911,0.0
2014-10-24,0.7735821614336058,0.7926432881817765,0.0
2014-10-31,0.8819458459024546,0.7282896621851862,0.0
2014-11-07,0.9957095040904759,0.7490752496241089,0.0
2014-11-14,1.0480636284954234,0.3446625391508071,0.0
2014-11-21,1.031652274477579,-0.09790389554880675,0.0
2014-11-28,0.840623979853337,-1.2199092665730755,0.0
2014-12-05,0.8202341842036002,-0.11708378285668354,0.0
2014-12-12,0.7644306031851116,-0.3630043955938312,0.0
2014-12-19,0.6927336215952988,-0.46075979273636414,0.0
2014-12-26,0.6358693421174516,-0.41225763571266744,0.0
2015-01-02,0.6076566687873053,-0.24235131851006422,0.0
2015-01-09,0.4499329729349992,-1.1268944735724191,0.0
2015-01-16,0.16430221562163452,-2.005754122565634,0.0
2015-01-23,-0.09885544480688348,-1.9011465113157102,0.0
2015-01-30,-0.2109556037509075,-0.8140980794974165,0.0
2015-02-06,-0.3491887714653035,-1.0479471881141373,0.0
2015-02-13,-0.5423495081536434,-1.5227493253037125,0.0
2015-02-20,-0.6731854006308121,-1.1122965931648736,0.0
2015-02-27,-0.9388785047270377,-2.249156574575675,0.0
2015-03-06,-1.2122539585410743,-2.2288211974869467,1.0
2015-03-13,-1.4426834073155586,-1.8791722679729073,1.0
2015-03-20,-1.4792772543329957,-0.4765968787038229,1.0
2015-03-27,-1.4493595107145134,0.00990185154948197,1.0
2015-04-03,-1.4543485329048929,-0.2650481096003089,1.0
2015-04-10,-1.4193233053435894,0.025056140778854458,1.0
2015-04-17,-1.328495102232613,0.46032733716059726,0.0
2015-04-24,-1.209420508246347,0.6888776693679477,0.0
2015-05-01,-1.0999589374990926,0.6250768458752305,0.0
2015-05-08,-1.003124233436682,0.5432882018076788,0.0
2015-05-15,-0.8638134277451199,0.8875914368211405,0.0
2015-05-22,-0.7495212560924649,0.7044106797465471,0.0
2015-05-29,-0.6131687243069432,0.8898758040065656,0.0
2015-06-05,-0.4548298143718766,1.0716144365225095,0.0
2015-06-12,-0.321776481684632,0.8768045775229018,0.0
2015-06-19,-0.21464190146160025,0.6768718477454302,0.0
2015-06-26,-0.12620129726586118,0.5378601493036334,0.0
2015-07-03,-0.03780180791753856,0.5468758943510117,0.0
2015-07-10,0.0667003902010607,0.6811973213265915,0.0
2015-07-17,0.18378759656948804,0.7840183976863083,0.0
2015-07-24,0.2554145098449719,0.42863071127601926,0.0
2015-07-31,0.31538328867894866,0.34376725643420797,0.0
2015-08-07,0.36256817285811854,0.25044316639190306,0.0
2015-08-14,0.4412250282295021,0.5090726394530283,0.0
2015-08-21,0.5045753667063051,0.3917291656766474,0.0
2015-08-28,0.5856300018302893,0.5392775030789205,0.0
2015-09-04,0.700934799794518,0.811662195672363,0.0
2015-09-11,0.7877729258752435,0.5833849738615288,0.0
2015-09-18,0.8766685794028939,0.6070574368793196,0.0
2015-09-25,1.0021523893630215,0.9003428692245553,0.0
2015-10-02,1.1170881465344635,0.8141449466736596,0.0
2015-10-09,1.233251473765536,0.8281765942197558,0.0
2015-10-16,1.3492626509977725,0.8309900023329946,0.0
2015-10-23,1.4468286347767025,0.6894098048189049,0.0
2015-10-30,1.5205953350448815,0.505502265453514,0.0
2015-11-06,1.587418422569569,0.4550709534958302,0.0
2015-11-13,1.6509899350765451,0.4443850048940639,0.0
2015-11-20,1.6665778887791707,0.07362920735733341,0.0
2015-11-27,1.6736501482365482,0.011249205873912245,0.0
2015-12-04,1.6077424083193281,-0.6208728850870432,0.0
2015-12-11,1.514732629028966,-0.8355910798497952,0.0
2015-12-18,1.4731195623853466,-0.4237988296652243,0.0
2015-12-25,1.4328839967495222,-0.41118915914065046,0.0
2016-01-01,1.3616378196674563,-0.6667655201379535,0.0
2016-01-08,1.2252254002876513,-1.1892165821344378,0.0
2016-01-15,1.024466163952076,-1.7305342439283882,0.0
2016-01-22,0.8137434777897177,-1.890127188566667,0.0
2016-01-29,0.5659788260792076,-2.26220798867809,0.0
2016-02-05,0.3875071661080579,-1.5829781724691632,0.0
2016-02-12,0.304515765247421,-0.7693917227466484,0.0
2016-02-19,0.1134508089285748,-1.7193922876084706,0.0
2016-02-26,-0.0240706790531538,-1.2377114110206109,0.0
2016-03-04,-0.08226272438465965,-0.6080359304273922,0.0
2016-03-11,-0.15176731914475639,-0.7775279961146334,0.0
2016-03-18,-0.1572408802819076,-0.21942762550420344,0.0
2016-03-25,-0.14464141272222225,-0.04968927198212989,0.0
2016-04-01,-0.17957579790809367,-0.499949261507297,0.0
2016-04-08,-0.1720617962750084,-0.08269011474020407,0.0
2016-04-15,-0.1823476032665924,-0.25043441917447645,0.0
2016-04-22,-0.18061281730381734,-0.12415143060527822,0.0
2016-04-29,-0.10048013829887062,0.6399123365483823,0.0
2016-05-06,-0.025944431917185096,0.5864065597822687,0.0
2016-05-13,0.03493412257366315,0.45206022894055103,0.0
2016-05-20,0.1167245818498157,0.6635902782452698,0.0
2016-05-27,0.19648916023123564,0.6470058175645454,0.0
2016-06-03,0.2896966055507265,0.7890029185443965,0.0
2016-06-10,0.36272468195920843,0.6106902662965219,0.0
2016-06-17,0.44065346605870837,0.6743657722738168,0.0
2016-06-24,0.5101594138296459,0.5982074051412842,0.0
2016-07-01,0.5497118847553275,0.303967246771369,0.0
2016-07-08,0.5917529227881847,0.3375221804356715,0.0
2016-07-15,0.6637927195738449,0.652310567721949,0.0
2016-07-22,0.6996257666287481,0.3007835456318605,0.0
2016-07-29,0.7150613033789308,0.10061185083128002,0.0
2016-08-05,0.7034024694886372,-0.17213549681426973,0.0
2016-08-12,0.7342754171189214,0.2652871606398026,0.0
2016-08-19,0.7570633617161544,0.189082327892552,0.0
2016-08-26,0.7670558194058343,0.06146563307227083,0.0
2016-09-02,0.8249460548489385,0.5696083400750698,0.0
2016-09-09,0.8649723249048463,0.39860114884196,0.0
2016-09-16,0.9358915671442845,0.7357670932145085,0.0
2016-09-23,0.9945568460105371,0.6146557722713548,0.0
2016-09-30,1.0499156655533117,0.5972386139481366,0.0
2016-10-07,1.1423617949105924,1.0144486465541325,0.0
2016-10-14,1.2335483451058682,1.0106784660849333,0.0
2016-10-21,1.3221175147239033,0.9944222511413685,0.0
2016-10-28,1.4059116618461565,0.9448894925055267,0.0
2016-11-04,1.4664193262741074,0.69301031662537,0.0
2016-11-11,1.5262956909228869,0.6937596199283935,0.0
2016-11-18,1.556996948627122,0.38186768704992263,0.0
2016-11-25,1.5485004786435028,-0.037696239242358286,0.0
2016-12-02,1.4840338045891612,-0.6581261369945992,0.0
2016-12-09,1.4272371865452929,-0.5553006400875828,0.0
2016-12-16,1.249281123311843,-1.9408504285740782,0.0
2016-12-23,1.0002088329604997,-2.634127294677571,0.0
2016-12-30,0.7220103366300913,-2.7693281565428083,0.0
2017-01-06,0.6620803089258078,-0.4609012201221746,0.0
2017-01-13,0.48497058221675104,-1.6294617800284648,0.0
2017-01-20,0.20250374267331397,-2.6872485915586157,0.0
2017-01-27,0.06298241021076871,-1.2264270547666853,0.0
2017-02-03,-0.04097518196776374,-0.9270253520824732,0.0
2017-02-10,-0.22128742121758257,-1.713667284118403,0.0
2017-02-17,-0.36013031533651674,-1.2267137679450715,0.0
2017-02-24,-0.4734492588568652,-0.9698917309347497,0.0
2017-03-03,-0.4766624238988825,0.13228418804532802,0.0
2017-03-10,-0.5708852113447126,-0.7533003161410886,0.0
2017-03-17,-0.6520387058906989,-0.5751258407913861,0.0
2017-03-24,-0.8539663652977076,-1.6860601615429034,1.0
2017-03-31,-0.9295318293973955,-0.3985382261207062,1.0
2017-04-07,-0.9525990124849536,0.11345551991799409,1.0
2017-04-14,-0.9665750547491917,0.2059465034773314,1.0
2017-04-21,-0.9237425120730319,0.6993900068117869,1.0
2017-04-28,-0.8527507448604086,0.9107492549067319,1.0
2017-05-05,-0.7879048781584521,0.831754133761669,1.0
2017-05-12,-0.7503150544588292,0.5850564675151012,1.0
2017-05-19,-0.677765317700037,0.8470600825193256,1.0
2017-05-26,-0.5917681230325066,0.9277739222614618,0.0
2017-06-02,-0.493509842230055,0.9936674300511475,0.0
2017-06-09,-0.3554166835117293,1.2754120151500055,0.0
2017-06-16,-0.2546813252132193,0.9426443173135646,0.0
2017-06-23,-0.1763288274623213,0.7498857939452328,0.0
2017-06-30,-0.11822584398394655,0.583269339520579,0.0
2017-07-07,-0.03462723598623274,0.7586347434410796,0.0
2017-07-14,0.044340925113497166,0.7070182423333445,0.0
2017-07-21,0.07757920736807786,0.3650523489760511,0.0
2017-07-28,0.09644161097357856,0.25575828803143635,0.0
2017-08-04,0.11908631011126848,0.27796101086555103,0.0
2017-08-11,0.15916497138337188,0.3944458487464104,0.0
2017-08-18,0.23494732455889242,0.6493194360580832,0.0
2017-08-25,0.2958018600168965,0.530093236519452,0.0
2017-09-01,0.33701271176484937,0.3786316106972252,0.0
2017-09-08,0.43217889375801477,0.7708827967414786,0.0
2017-09-15,0.5671573557180373,1.0481556545913913,0.0
2017-09-22,0.7107778578949686,1.101999241047041,0.0
2017-09-29,0.7940724055844102,0.6599655591660804,0.0
2017-10-06,0.853020946416585,0.4837017681069093,0.0
2017-10-13,0.9808194669623402,0.9854675939241291,0.0
2017-10-20,1.051665948602917,0.5791004467404905,0.0
2017-10-27,1.145436047748496,0.7513452676224747,0.0
2017-11-03,1.2389440450829903,0.7540592519205995,0.0
2017-11-10,1.2569287546754844,0.2036148583115431,0.0
2017-11-17,1.2256656568111721,-0.14966322583817787,0.0
2017-11-24,1.1525487811310886,-0.4474284529791951,0.0
2017-12-01,1.0972424662996259,-0.29469519304927017,0.0
2017-12-08,1.0948769929891393,0.08576743846917931,0.0
2017-12-15,0.9858464289149652,-0.704534811933946,0.0
2017-12-22,0.7097600701422893,-2.003097220552611,0.0
2017-12-29,0.5407490639793482,-1.2395511870651064,0.0
2018-01-05,0.23356667026772246,-2.4745602464402827,0.0
2018-01-12,-0.2997764237092719,-4.0595367518819545,0.0
2018-01-19,-0.5705199528405919,-1.7812588401614116,1.0
2018-01-26,-0.9972301828774894,-2.9332604453791404,1.0
2018-02-02,-1.1396002033137318,-0.8714445535505608,1.0
2018-02-09,-1.310858525359522,-1.0622880121253624,1.0
2018-02-16,-1.5924045947839822,-1.8126795629575743,1.0
2018-02-23,-1.7663043921895025,-1.0873877299622483,1.0
2018-03-02,-1.8740849252173046,-0.6352720793142728,1.0
2018-03-09,-1.9564361333257192,-0.41769843425638653,1.0
2018-03-16,-2.0983465756876982,-0.7629505370280404,1.0
2018-03-23,-2.2280953435679764,-0.6860543899008694,1.0
2018-03-30,-2.3187895416543154,-0.48540196303190103,1.0
2018-04-06,-2.3567171253155363,-0.1551762586257995,1.0
2018-04-13,-2.3772212643257737,-0.05362861936556482,1.0
2018-04-20,-2.417620341446672,-0.2112985906630756,1.0
2018-04-27,-2.4245056783620633,-0.02221152522215005,1.0
2018-05-04,-2.311319325001639,0.7705788422923789,1.0
2018-05-11,-2.162027777561655,1.0341261983363452,1.0
2018-05-18,-1.991455193990092,1.1828377862491903,1.0
2018-05-25,-1.8462446705567175,1.023906521137243,1.0
2018-06-01,-1.6964386719644455,1.0657936377725703,1.0
2018-06-08,-1.5542171828957907,1.0220207766183873,1.0
2018-06-15,-1.408724210464935,1.0656916363017355,1.0
2018-06-22,-1.267161850567158,1.0493910268697846,1.0
2018-06-29,-1.1675785867054722,0.7630162597796941,1.0
2018-07-06,-1.0528391926788543,0.8707515063929819,1.0
2018-07-13,-0.9759050042133055,0.6116111017409367,1.0
2018-07-20,-0.907374013240634,0.5568531403772442,1.0
2018-07-27,-0.867698827817625,0.355156717683809,1.0
2018-08-03,-0.8160513022224379,0.4383813511521436,0.0
2018-08-10,-0.7446719725163237,0.5763605784931045,0.0
2018-08-17,-0.693807360714926,0.43147933391486754,0.0
2018-08-24,-0.6217358336302848,0.5863046415083359,0.0
2018-08-31,-0.5232207549423242,0.7727085089090125,0.0
2018-09-07,-0.43296557625577164,0.7063426858554085,0.0
2018-09-14,-0.3348754879389513,0.7630216994402259,0.0
2018-09-21,-0.21410707719565145,0.9292858671545275,0.0
2018-09-28,-0.14665390907464754,0.5568382187089357,0.0
2018-10-05,-0.008757004210391576,1.0496156730964734,0.0
2018-10-12,0.11915453999007311,0.9564170337473243,0.0
2018-10-19,0.23605385669022763,0.8713224545247465,0.0
2018-10-26,0.3229829078294117,0.6482739587080419,0.0
2018-11-02,0.3974454568295067,0.5569915180316524,0.0
2018-11-09,0.49659644308252193,0.719731652062332,0.0
2018-11-16,0.5612261985500044,0.4661696465363348,0.0
2018-11-23,0.384780926916811,-1.1484394635169553,0.0
2018-11-30,0.3128978332349188,-0.4325542246820683,0.0
2018-12-07,0.23407022177200884,-0.4639475841601181,0.0
2018-12-14,0.13370747699983845,-0.5795080696767455,0.0
2018-12-21,-0.059945126247573206,-1.161626345023285,0.0
2018-12-28,-0.12031428286915992,-0.3234615303623089,0.0
2019-01-04,-0.14060432764516392,-0.07730456054359566,0.0
2019-01-11,-0.26596484270979065,-0.7958818830570835,0.0
2019-01-18,-0.37783313963850407,-0.8444786270715744,0.0
2019-01-25,-0.6113011483649163,-1.8087522140179129,0.0
2019-02-01,-0.8589708238005666,-2.097190387516044,1.0
2019-02-08,-1.1984020347344144,-2.771226557274547,1.0
2019-02-15,-1.2986157109920082,-0.8397752887437765,1.0
2019-02-22,-1.541579306668435,-2.0407953343014227,1.0
2019-03-01,-1.761899277459952,-1.8639460395504681,1.0
2019-03-08,-1.949176769273345,-1.6106385584872682,1.0
2019-03-15,-2.1996946951555105,-2.1074837777045947,1.0
2019-03-22,-2.221239110666692,-0.42155351767042887,1.0
2019-03-29,-2.2251804701236013,-0.3162509211016167,1.0
2019-04-05,-2.148624666496302,0.29746040914647986,1.0
2019-04-12,-2.0733272701202496,0.3079058628014566,1.0
2019-04-19,-1.913825053718462,1.0022596117847307,1.0
2019-04-26,-1.7623112379445247,0.9683503939809605,1.0
2019-05-03,-1.5768103005791771,1.2582843671495478,1.0
2019-05-10,-1.4463464927038274,0.8441636274790384,1.0
2019-05-17,-1.2930547386811901,1.0600113627273733,0.0
2019-05-24,-1.1511375805217057,0.9987322178003878,0.0
2019-05-31,-0.9945365384604883,1.1379985250159919,0.0
2019-06-07,-0.8342406451869014,1.1810172415063798,0.0
2019-06-14,-0.6973154357872572,0.9974939551421439,0.0
