date,delivery_month,expiry,bdays_to_expiry,calendar_days_to_expiry,ret,abs_ret,r2,month,year,near_expiry_5bd,far_expiry_15bd,log_abs_ret,lag_log_abs_ret,bucket
2006-05-22,2006-06,2006-05-29,5,7,0.05132686117722949,0.05132686117722949,0.002634446678306588,5,2006,1,0,-2.96952157136243,-5.1405612335631545,near_0_5bd
2006-05-23,2006-06,2006-05-29,4,6,-0.0028722097294594517,0.0028722097294594517,8.249588730001538e-06,5,2006,1,0,-5.852325501489446,-2.96952157136243,near_0_5bd
2006-05-24,2006-06,2006-05-29,3,5,-0.04811919414815815,0.04811919414815815,0.0023154568454681374,5,2006,1,0,-3.03405335321717,-5.852325501489446,near_0_5bd
2006-05-25,2006-06,2006-05-29,2,4,0.001842647216390965,0.001842647216390965,3.395348764073372e-06,5,2006,1,0,-6.296009486472257,-3.03405335321717,near_0_5bd
2006-05-26,2006-06,2006-05-29,1,3,-0.008403362643765351,0.008403362643765351,7.061650372263099e-05,5,2006,1,0,-4.779004345601799,-6.296009486472257,near_0_5bd
2006-05-30,2006-07,2006-06-28,21,29,0.032871476957508305,0.032871476957508305,0.0010805339973679994,5,2006,0,1,-3.415119537969046,-4.779004345601799,far_15plus_bd
2006-05-31,2006-07,2006-06-28,20,28,0.041742636490412766,0.041742636490412766,0.0017424477011707394,5,2006,0,1,-3.1762082586935994,-3.415119537969046,far_15plus_bd
2006-06-01,2006-07,2006-06-28,19,27,0.009975165444361096,0.009975165444361096,9.95039256423757e-05,6,2006,0,1,-4.607556486503637,-3.1762082586935994,far_15plus_bd
2006-06-02,2006-07,2006-06-28,18,26,0.02677846328496266,0.02677846328496266,0.0007170860959040932,6,2006,0,1,-3.62011998055689,-4.607556486503637,far_15plus_bd
2006-06-05,2006-07,2006-06-28,17,23,-0.024454882850325797,0.024454882850325797,0.0005980412952231587,6,2006,0,1,-3.71088448462728,-3.62011998055689,far_15plus_bd
2006-06-06,2006-07,2006-06-28,16,22,-0.01214205320834673,0.01214205320834673,0.00014742945611432312,6,2006,0,1,-4.410998025107758,-3.71088448462728,far_15plus_bd
2006-06-07,2006-07,2006-06-28,15,21,-0.0665348093686863,0.0665348093686863,0.004426880857727427,6,2006,0,1,-2.7100149895051278,-4.410998025107758,far_15plus_bd
2006-06-08,2006-07,2006-06-28,14,20,0.035679906109803795,0.035679906109803795,0.0012730557000044142,6,2006,0,0,-3.3331395761386453,-2.7100149895051278,mid_6_14bd
2006-06-09,2006-07,2006-06-28,13,19,-0.0030736986966781892,0.0030736986966781892,9.447623677961199e-06,6,2006,0,0,-5.784548367344583,-3.3331395761386453,mid_6_14bd
2006-06-12,2006-07,2006-06-28,12,16,0.008389859822939051,0.008389859822939051,7.03897478485669e-05,6,2006,0,0,-4.7806122818780015,-5.784548367344583,mid_6_14bd
2006-06-13,2006-07,2006-06-28,11,15,-0.00984909388748455,0.00984909388748455,9.700465040448554e-05,6,2006,0,0,-4.620274292119246,-4.7806122818780015,mid_6_14bd
2006-06-14,2006-07,2006-06-28,10,14,0.06698968235767692,0.06698968235767692,0.004487617542382451,6,2006,0,0,-2.703201738550605,-4.620274292119246,mid_6_14bd
2006-06-15,2006-07,2006-06-28,9,13,0.08949937357376925,0.08949937357376925,0.008010137870097106,6,2006,0,0,-2.413512479701444,-2.703201738550605,mid_6_14bd
2006-06-16,2006-07,2006-06-28,8,12,-0.0030572336755338623,0.0030572336755338623,9.346677746818289e-06,6,2006,0,0,-5.7899177598970395,-2.413512479701444,mid_6_14bd
2006-06-19,2006-07,2006-06-28,7,9,-0.04148908940086448,0.04148908940086448,0.0017213445393129254,6,2006,0,0,-3.1823006898827653,-5.7899177598970395,mid_6_14bd
2006-06-20,2006-07,2006-06-28,6,8,-0.05839662257898028,0.05839662257898028,0.0034101655286318698,6,2006,0,0,-2.8404800992406365,-3.1823006898827653,mid_6_14bd
2006-06-21,2006-07,2006-06-28,5,7,0.013139985513377556,0.013139985513377556,0.00017265921929177203,6,2006,1,0,-4.33201926772003,-2.8404800992406365,near_0_5bd
2006-06-22,2006-07,2006-06-28,4,6,-0.022876516401763632,0.022876516401763632,0.0005233350026801604,6,2006,1,0,-3.7776006672363622,-4.33201926772003,near_0_5bd
2006-06-23,2006-07,2006-06-28,3,5,-0.033639223638455264,0.033639223638455264,0.0011315973669980073,6,2006,1,0,-3.3920327959073573,-3.7776006672363622,near_0_5bd
2006-06-26,2006-07,2006-06-28,2,2,-0.04215465888096558,0.04215465888096558,0.0017770152653705704,6,2006,1,0,-3.166386347769602,-3.3920327959073573,near_0_5bd
2006-06-27,2006-07,2006-06-28,1,1,0.022856247448306055,0.022856247448306055,0.000522408047418197,6,2006,1,0,-3.7784870369507026,-3.166386347769602,near_0_5bd
2006-06-28,2006-07,2006-06-28,0,0,-0.03668908932593524,0.03668908932593524,0.001346089275566455,6,2006,1,0,-3.305248606005339,-3.7784870369507026,near_0_5bd
2006-06-29,2006-08,2006-07-27,20,28,0.04126357116859683,0.04126357116859683,0.0017026823055858555,6,2006,0,1,-3.1877509881253343,-3.305248606005339,far_15plus_bd
2006-06-30,2006-08,2006-07-27,19,27,-0.008183382761918663,0.008183382761918663,6.696775342806753e-05,6,2006,0,1,-4.805527481886069,-3.1877509881253343,far_15plus_bd
2006-07-05,2006-08,2006-07-27,16,22,-0.05402160214696642,0.05402160214696642,0.002918333498525127,7,2006,0,1,-2.9183527617117875,-4.805527481886069,far_15plus_bd
2006-07-06,2006-08,2006-07-27,15,21,-0.017674768108633783,0.017674768108633783,0.00031239742769397785,7,2006,0,1,-4.035560610795298,-2.9183527617117875,far_15plus_bd
2006-07-07,2006-08,2006-07-27,14,20,-0.025209214356822395,0.025209214356822395,0.0006355044884882204,7,2006,0,0,-3.680506034969493,-4.035560610795298,mid_6_14bd
2006-07-10,2006-08,2006-07-27,13,17,0.015272966264544822,0.015272966264544822,0.00023326349851792423,7,2006,0,0,-4.181605451203416,-3.680506034969493,mid_6_14bd
2006-07-11,2006-08,2006-07-27,12,16,0.0044480272674041615,0.0044480272674041615,1.978494657157093e-05,7,2006,0,0,-5.4150697982931835,-4.181605451203416,mid_6_14bd
2006-07-12,2006-08,2006-07-27,11,15,0.026107513181936708,0.026107513181936708,0.000681602244544999,7,2006,0,0,-3.64549384228404,-5.4150697982931835,mid_6_14bd
2006-07-13,2006-08,2006-07-27,10,14,0.05828198019128429,0.05828198019128429,0.0033967892150172543,7,2006,0,0,-2.8424451632163934,-3.64549384228404,mid_6_14bd
2006-07-14,2006-08,2006-07-27,9,13,0.03495064455583488,0.03495064455583488,0.0012215475548683105,7,2006,0,0,-3.3537897568790216,-2.8424451632163934,mid_6_14bd
2006-07-17,2006-08,2006-07-27,8,10,-0.09305970170028897,0.09305970170028897,0.008660108080546767,7,2006,0,0,-2.3745032922943743,-3.3537897568790216,mid_6_14bd
2006-07-18,2006-08,2006-07-27,7,9,-0.040224185667346674,0.040224185667346674,0.0016179851126011775,7,2006,0,0,-3.213261970394102,-2.3745032922943743,mid_6_14bd
2006-07-19,2006-08,2006-07-27,6,8,0.05379244814699557,0.05379244814699557,0.002893627477647207,7,2006,0,0,-2.9226036008847434,-3.213261970394102,mid_6_14bd
2006-07-20,2006-08,2006-07-27,5,7,0.03832144466986599,0.03832144466986599,0.0014685331215856007,7,2006,1,0,-3.2617195317278855,-2.9226036008847434,near_0_5bd
2006-07-21,2006-08,2006-07-27,4,6,0.00784956749684435,0.00784956749684435,6.161570988751528e-05,7,2006,1,0,-4.847169457209167,-3.2617195317278855,near_0_5bd
2006-07-24,2006-08,2006-07-27,3,3,0.07316508835886242,0.07316508835886242,0.005353130154560144,7,2006,1,0,-2.6150232391453585,-4.847169457209167,near_0_5bd
2006-07-25,2006-08,2006-07-27,2,2,-0.030123700839331597,0.030123700839331597,0.0009074373522575471,7,2006,1,0,-3.5024098178652214,-2.6150232391453585,near_0_5bd
2006-07-26,2006-08,2006-07-27,1,1,0.07193234872563115,0.07193234872563115,0.0051742627931858085,7,2006,1,0,-2.6320153008461915,-3.5024098178652214,near_0_5bd
2006-07-27,2006-08,2006-07-27,0,0,0.02225660598262513,0.02225660598262513,0.0004953565098658247,7,2006,1,0,-3.8050714868687874,-2.6320153008461915,near_0_5bd
2006-07-28,2006-09,2006-08-29,22,32,0.019964138392947018,0.019964138392947018,0.00039856682177274116,7,2006,0,1,-3.9137676067130145,-3.8050714868687874,far_15plus_bd
2006-07-31,2006-09,2006-08-29,21,29,0.13361843949447194,0.13361843949447194,0.01785388737293786,7,2006,0,1,-2.012759523266303,-3.9137676067130145,far_15plus_bd
2006-08-01,2006-09,2006-08-29,20,28,-0.08075345875212714,0.08075345875212714,0.0065211211004314994,8,2006,0,1,-2.5163421016591507,-2.012759523266303,far_15plus_bd
2006-08-02,2006-09,2006-08-29,19,27,0.029274179091039288,0.029274179091039288,0.0008569775614542418,8,2006,0,1,-3.5310152519751625,-2.5163421016591507,far_15plus_bd
2006-08-03,2006-09,2006-08-29,18,26,-0.06721766125132174,0.06721766125132174,0.00451821398409744,8,2006,0,1,-2.699804372811474,-3.5310152519751625,far_15plus_bd
2006-08-04,2006-09,2006-08-29,17,25,-0.006328265029396228,0.006328265029396228,4.004693828227924e-05,8,2006,0,1,-5.062571158667358,-2.699804372811474,far_15plus_bd
2006-08-07,2006-09,2006-08-29,16,22,-0.04791416718072064,0.04791416718072064,0.002295767416622047,8,2006,0,1,-3.0383231820821854,-5.062571158667358,far_15plus_bd
2006-08-08,2006-09,2006-08-29,15,21,0.035695211782138254,0.035695211782138254,0.0012741481441717016,8,2006,0,1,-3.332710708372025,-3.0383231820821854,far_15plus_bd
2006-08-09,2006-09,2006-08-29,14,20,0.06660574996326482,0.06660574996326482,0.004436325928168952,8,2006,0,0,-2.708949355771667,-3.332710708372025,mid_6_14bd
2006-08-10,2006-09,2006-08-29,13,19,-0.016074156213284754,0.016074156213284754,0.00025837849796908087,8,2006,0,0,-4.130480291127459,-2.708949355771667,mid_6_14bd
2006-08-11,2006-09,2006-08-29,12,18,-0.03514346717840244,0.03514346717840244,0.0012350632853194497,8,2006,0,0,-3.348288079134936,-4.130480291127459,mid_6_14bd
2006-08-14,2006-09,2006-08-29,11,15,-0.05021502543560748,0.05021502543560748,0.002521548779498706,8,2006,0,0,-2.9914210714430687,-3.348288079134936,mid_6_14bd
2006-08-15,2006-09,2006-08-29,10,14,-0.00755049980923852,0.00755049980923852,5.701004736931093e-05,8,2006,0,0,-4.88600908521928,-2.9914210714430687,mid_6_14bd
2006-08-16,2006-09,2006-08-29,9,13,-0.013943172691604963,0.013943172691604963,0.0001944120647079184,8,2006,0,0,-4.272693586187853,-4.88600908521928,mid_6_14bd
2006-08-17,2006-09,2006-08-29,8,12,-0.011445634386834684,0.011445634386834684,0.00013100254651709256,8,2006,0,0,-4.47005953220516,-4.272693586187853,mid_6_14bd
