date,primary_views,all_topic_views,pump_views,anchor_views,saliency_raw_z,saliency21_raw_z,pump_raw_z
2020-03-31,2717.0,2717.0,814.0,20440.0,-0.20187531566537972,-1.0941199951863,-0.6253023526323378
2020-04-01,2245.0,2245.0,773.0,21624.0,-0.2012446293472353,-1.028801097259684,-0.5181589283967455
2020-04-02,2603.0,2603.0,1025.0,20378.0,-0.20776125514521515,-0.8542459645307684,-0.381588367332836
2020-04-03,2377.0,2377.0,921.0,17357.0,-0.17869218241887497,-0.7430147421454919,-0.2509186701564891
2020-04-04,1913.0,1913.0,765.0,12623.0,-0.1607741839956146,-0.7168922242862173,-0.21909206134271392
2020-04-05,1980.0,1980.0,916.0,12195.0,-0.1285522466435289,-0.6937292842776072,-0.1651505487536791
2020-04-06,2646.0,2646.0,920.0,17219.0,-0.06428832509230066,-0.551137405587811,-0.08616074416156137
2020-04-07,3043.0,3043.0,920.0,18801.0,-0.0014012722039593096,-0.3938421598506232,-0.02967358900665329
2020-04-08,2871.0,2871.0,1007.0,17387.0,0.13612676876454877,-0.26841546686554146,0.10396969713242941
2020-04-09,2992.0,2992.0,812.0,18039.0,0.216381527560324,-0.17378360902722312,0.07927571101913534
2020-04-10,2583.0,2583.0,933.0,15114.0,0.27547232497775176,-0.13615600936654482,0.11941617554848373
2020-04-11,2234.0,2234.0,971.0,11006.0,0.33613249160868736,-0.08229067786803816,0.20635313959490872
2020-04-12,2083.0,2083.0,976.0,10010.0,0.38397955380567494,-0.04258949063217507,0.2602356253938911
2020-04-13,3380.0,3380.0,1265.0,15210.0,0.49427700995474233,0.07200788767033872,0.3912235339378432
2020-04-14,3737.0,3737.0,1059.0,15289.0,0.6266277470043552,0.17821324855162474,0.4908137198909509
2020-04-15,3299.0,3299.0,1057.0,15485.0,0.7008273117591597,0.2583580070516977,0.536983291525768
2020-04-16,2873.0,2873.0,972.0,16410.0,0.7162939842146913,0.29477250670273003,0.6074734464213465
2020-04-17,3056.0,3056.0,978.0,15336.0,0.7521198485157188,0.34962396882157487,0.6109351211106938
2020-04-18,2978.0,2978.0,1399.0,11771.0,0.8009493747014734,0.4024983240485696,0.7016886852280974
2020-04-19,2515.0,2515.0,1115.0,10878.0,0.8169236889383092,0.44249608910420485,0.7143107910090183
2020-04-20,3035.0,3035.0,880.0,16284.0,0.757797818262167,0.4848645677935224,0.5915779132663611
2020-04-21,3364.0,3364.0,857.0,16253.0,0.6986387499712613,0.531642045414949,0.516389919924849
2020-04-22,2868.0,2868.0,895.0,13742.0,0.6868888438154735,0.6016418986098161,0.5028257711850627
2020-04-23,2886.0,2886.0,908.0,12738.0,0.7575343875107323,0.6585250984411822,0.5546445712496463
2020-04-24,2909.0,2909.0,905.0,12515.0,0.7967729919907375,0.7056570675972298,0.5886002389514198
2020-04-25,2143.0,2143.0,839.0,10390.0,0.737383008307638,0.7238039153139209,0.4494664047119666
2020-04-26,2141.0,2141.0,954.0,10291.0,0.7065517531236455,0.7371544934359519,0.40936851520196355
2020-04-27,2761.0,2761.0,989.0,13339.0,0.738380433339431,0.7629472198280105,0.5055678093459792
2020-04-28,2826.0,2826.0,816.0,13770.0,0.7324938802097657,0.7854407406793594,0.5458212041513696
2020-04-29,3056.0,3056.0,905.0,13946.0,0.7431688351182301,0.8109252728107178,0.5411825983736231
2020-04-30,3064.0,3064.0,939.0,13673.0,0.7356432547669298,0.839362641744255,0.5265666598138871
2020-05-01,2472.0,2472.0,806.0,12899.0,0.6744805856627859,0.8450843619483461,0.4834794996954634
2020-05-02,1932.0,1932.0,762.0,10098.0,0.6536432961008124,0.834085347462851,0.4626758187679477
2020-05-03,2022.0,2022.0,842.0,10764.0,0.625430776910144,0.8193027775565389,0.41259188974246025
2020-05-04,2521.0,2521.0,1140.0,13544.0,0.5898215872330614,0.7942253514731332,0.45564234689181987
2020-05-05,3669.0,3669.0,2156.0,13204.0,0.6938912782920403,0.8016672865058484,0.8626723700489891
2020-05-06,2509.0,2509.0,827.0,12861.0,0.6542367741331665,0.7866308781723597,0.8604978145834259
2020-05-07,2561.0,2561.0,907.0,12329.0,0.6247105302889203,0.8012539027223818,0.8772469145913291
2020-05-08,2364.0,2364.0,828.0,11639.0,0.6390841271105597,0.7986472026985613,0.9070632002973329
2020-05-09,2269.0,2269.0,973.0,9064.0,0.7001839221222664,0.7874539883448907,0.9822507798965973
2020-05-10,1991.0,1991.0,894.0,8264.0,0.7554645561872263,0.7828103921384758,1.050253028813766
2020-05-11,2272.0,2272.0,856.0,12213.0,0.7560657792625745,0.7810663535575016,0.9989687701645079
2020-05-12,2300.0,2300.0,797.0,11305.0,0.6335684658139609,0.7748674288937312,0.6296288929447048
2020-05-13,2276.0,2276.0,790.0,12167.0,0.6182473894384637,0.7588089508577541,0.6375877729976004
2020-05-14,2356.0,2356.0,864.0,11967.0,0.5974141882241878,0.7383461834715723,0.63353477197779
2020-05-15,2213.0,2213.0,800.0,10339.0,0.6098274582767345,0.7232744536268632,0.6599468487891221
2020-05-16,1980.0,1980.0,820.0,7770.0,0.6041204323465418,0.7348911955844345,0.6430635046439963
2020-05-17,1790.0,1790.0,797.0,7590.0,0.5929741772238623,0.7393681050623715,0.6285396847168139
2020-05-18,2523.0,2523.0,785.0,10711.0,0.6666151125623775,0.7482364813316186,0.646283369842911
2020-05-19,2761.0,2761.0,873.0,11701.0,0.7124842733635477,0.7596098328300198,0.6628571318598304
2020-05-20,2399.0,2399.0,809.0,10582.0,0.7714440202532414,0.7573775375364545,0.7153193174811705
2020-05-21,2143.0,2143.0,749.0,9975.0,0.7993960263259722,0.7466820802337801,0.7318423460072516
2020-05-22,1961.0,1961.0,743.0,8759.0,0.8096671507042145,0.7589318630771609,0.7565718436979029
2020-05-23,1750.0,1750.0,805.0,6648.0,0.8093009441597282,0.7798133494083158,0.7833479368280896
2020-05-24,1688.0,1688.0,812.0,6549.0,0.8235925647284169,0.8018017597325061,0.8183867162308045
2020-05-25,1705.0,1705.0,699.0,8506.0,0.7768266240036474,0.8103871126231941,0.8538104493975793
2020-05-26,2036.0,2036.0,691.0,11384.0,0.6778996126317248,0.7460765508864566,0.7923070471851916
2020-05-27,2265.0,2265.0,734.0,12272.0,0.5989875664750941,0.7361833138143764,0.7059789922421424
2020-05-28,2068.0,2068.0,692.0,11640.0,0.531650160906244,0.7150088033398749,0.6294814286025558
2020-05-29,1697.0,1697.0,652.0,9837.0,0.4557301157423577,0.6970951510926412,0.5601127849613191
2020-05-30,1507.0,1507.0,670.0,7575.0,0.3893413293132343,0.6716089218817006,0.4810946441260909
2020-05-31,1474.0,1474.0,601.0,6637.0,0.35364067444750596,0.6603043175317632,0.39584227192994575
2020-06-01,1765.0,1765.0,599.0,10775.0,0.29767464008848477,0.647568264637997,0.2923525663545985
2020-06-02,1969.0,1969.0,788.0,9499.0,0.3431937415679514,0.6476759223772525,0.3980069234838241
2020-06-03,1950.0,1950.0,612.0,9445.0,0.37834942721948095,0.6578603181792038,0.4381300473196584
2020-06-04,2484.0,2484.0,794.0,9442.0,0.5142859167385364,0.6896953756804117,0.5607680715331587
2020-06-05,2661.0,2661.0,734.0,11142.0,0.6180392678860567,0.700711875923945,0.5595351141060686
2020-06-06,2120.0,2120.0,867.0,7856.0,0.6928145433290005,0.7034088388735763,0.6358222970270274
2020-06-07,2645.0,2645.0,1535.0,7218.0,0.8264542018482427,0.7473567115406419,0.97177704539171
2020-06-08,2956.0,2956.0,824.0,10951.0,0.960830756890797,0.762059617224387,1.0359826188504864
2020-06-09,3423.0,3423.0,1031.0,11756.0,1.0518328043512901,0.7903433383828525,1.038792143535023
2020-06-10,4723.0,4723.0,2424.0,11472.0,1.2836579353426283,0.8917341704032171,1.4842549603096966
2020-06-11,2707.0,2707.0,922.0,15863.0,1.1366361063409283,0.8553367973184538,1.318017699889234
2020-06-12,2534.0,2534.0,842.0,14472.0,1.0504603795534053,0.8238982358513716,1.2441978452867104
2020-06-13,2763.0,2763.0,1548.0,7793.0,1.1309109041313885,0.8611087627682875,1.3919731915254578
2020-06-14,2420.0,2420.0,1221.0,6651.0,1.1423354021641698,0.895864040805939,1.3225104340237022
2020-06-15,2665.0,2665.0,922.0,10584.0,1.1437546398336598,0.9197424104181335,1.3445822817191992
2020-06-16,2960.0,2960.0,995.0,9780.0,1.170252196130227,0.9794076788230299,1.3770507309597688
2020-06-17,3669.0,3669.0,2030.0,9324.0,1.1224529910781305,1.0723063063605576,1.332803102503029
2020-06-18,2649.0,2649.0,1065.0,8950.0,1.31901284791589,1.1266034783896768,1.5495077394516383
2020-06-19,5034.0,5034.0,3540.0,8047.0,1.7729529396217902,1.2798533571069517,2.264543077617265
2020-06-20,2079.0,2079.0,1049.0,6376.0,1.7282317765948632,1.3119607520688914,2.1734377116315544
2020-06-21,1785.0,1785.0,834.0,6182.0,1.655014717920886,1.324712897995619,2.074213660000397
2020-06-22,2160.0,2160.0,845.0,8162.0,1.6643882050567655,1.3635158569170478,2.0956807742752908
2020-06-23,2231.0,2231.0,873.0,8135.0,1.6222325197661465,1.3832232710560346,2.0827127852188863
2020-06-24,2116.0,2116.0,748.0,8911.0,1.4447393606109864,1.3901043317801387,1.8086703351170155
2020-06-25,2155.0,2155.0,699.0,8145.0,1.3987314669453361,1.3871343029909011,1.7291393835504185
2020-06-26,1968.0,1968.0,701.0,8016.0,1.0009952115670417,1.3907278419105067,0.9917147606757063
2020-06-27,1584.0,1584.0,625.0,6105.0,0.9338148014534585,1.3855406834133874,0.8591304442121968
2020-06-28,1660.0,1660.0,765.0,6174.0,0.9090913289321079,1.3553010697156052,0.8321221213986199
2020-06-29,2599.0,2599.0,1346.0,8377.0,0.9554190557214952,1.3672638537250599,0.9813609963566946
2020-06-30,1931.0,1931.0,667.0,8319.0,0.8975705436681066,1.341659779294733,0.9027177291227049
2020-07-01,1911.0,1911.0,761.0,8313.0,0.878973843853265,1.25003613760518,0.9161040053488584
2020-07-02,1951.0,1951.0,753.0,8121.0,0.8380637025180144,1.2953382895350478,0.9215857314497772
2020-07-03,1578.0,1578.0,722.0,6663.0,0.8179302245312328,1.3328776841004597,0.95876492185499
2020-07-04,1423.0,1423.0,724.0,5314.0,0.8109162870366,1.2847797159332834,1.0008089904022406
2020-07-05,1412.0,1412.0,669.0,5433.0,0.7892555423166419,1.2350948892326932,0.9816089302187676
2020-07-06,2131.0,2131.0,837.0,8100.0,0.7136451578933991,1.2233196028025541,0.8104043619931908
2020-07-07,2260.0,2260.0,872.0,8206.0,0.75993907131854,1.1925377382539033,0.8707249433747902
2020-07-08,2475.0,2475.0,1118.0,8229.0,0.8410255842293622,1.1332604268601298,0.9757344164555116
2020-07-09,2481.0,2481.0,1182.0,8878.0,0.8784443666207861,1.1083847323729081,1.0633116207487048
2020-07-10,2955.0,2955.0,788.0,8143.0,1.0038606761964686,0.9915699066560602,1.0144156713122983
2020-07-11,2137.0,2137.0,679.0,6149.0,1.0511904976059954,0.9817496983565764,0.9581492774745272
2020-07-12,1885.0,1885.0,717.0,5861.0,1.0791813222065374,0.9753112063218725,0.9443420936603748
2020-07-13,2617.0,2617.0,670.0,8619.0,1.1031259379349354,0.975810940242918,0.8664083476801583
2020-07-14,2239.0,2239.0,705.0,10536.0,0.9956806899302669,0.9297339294618426,0.7291314749972293
2020-07-15,2211.0,2211.0,805.0,10008.0,0.8829149765612825,0.9056520251925845,0.5650378024337831
2020-07-16,2085.0,2085.0,824.0,8872.0,0.8201429989570347,0.8790356826826801,0.4342756797524834
2020-07-17,2213.0,2213.0,904.0,8670.0,0.6909440332128264,0.8697406378988872,0.44517489490579687
2020-07-18,1801.0,1801.0,884.0,6720.0,0.6127652445495583,0.860453417518609,0.48495308917115
2020-07-19,1652.0,1652.0,772.0,7028.0,0.5233151473980097,0.8372877033406805,0.4548397172534373
2020-07-20,2127.0,2127.0,718.0,10109.0,0.37418678800183236,0.7794662597681813,0.411669076576516
2020-07-21,2467.0,2467.0,858.0,10312.0,0.40947202302031244,0.7698145487227178,0.4607030682154872
2020-07-22,2351.0,2351.0,894.0,9039.0,0.4646372139797583,0.7729478135417345,0.5151705307381211
2020-07-23,2072.0,2072.0,738.0,9269.0,0.43541650179215574,0.7545873898751368,0.4596108631147789
2020-07-24,1854.0,1854.0,665.0,8172.0,0.3765716094942767,0.739519583002144,0.37080560933509965
2020-07-25,1761.0,1761.0,787.0,6261.0,0.37779235800536487,0.7350724983545616,0.3331037825045295
2020-07-26,1798.0,1798.0,795.0,6061.0,0.4485769606993487,0.7381748829305846,0.3684988804993367
2020-07-27,2631.0,2631.0,1359.0,8021.0,0.6745542268991529,0.7585754432017459,0.7312237796100447
2020-07-28,2549.0,2549.0,1275.0,8247.0,0.8233347998072045,0.7668415474377762,1.0011944303985916
2020-07-29,2510.0,2510.0,1094.0,7998.0,0.9336078167131411,0.7658309442300031,1.1360932554282537
2020-07-30,2157.0,2157.0,772.0,9238.0,0.957377702559033,0.7352996526357629,1.151624750482567
2020-07-31,1857.0,1857.0,682.0,9946.0,0.8291683022184427,0.6314257945109951,1.063020702804148
2020-08-01,1527.0,1527.0,632.0,6933.0,0.7147617899887213,0.5708652346553933,0.9573050556823894
2020-08-02,1576.0,1576.0,660.0,6499.0,0.6144526011877998,0.5305848362428602,0.8687673359376128
2020-08-03,1906.0,1906.0,774.0,8071.0,0.3865611068724404,0.4803601205153279,0.5645232560841
2020-08-04,1916.0,1916.0,698.0,8457.0,0.15248909995927196,0.4857611680962252,0.20561518759574327
2020-08-05,1956.0,1956.0,689.0,8606.0,-0.10618988690075234,0.4843382026006128,-0.11590500217819977
2020-08-06,1921.0,1921.0,683.0,8477.0,-0.1553746286610658,0.4701177929499083,-0.15791843876519884
2020-08-07,1822.0,1822.0,615.0,8149.0,-0.0401882529338839,0.4365392814245581,-0.1168923131214649
2020-08-08,1576.0,1576.0,616.0,6462.0,-0.002272986994025637,0.4100635615659422,-0.1187274010574262
2020-08-09,1732.0,1732.0,682.0,6228.0,0.06319283327194855,0.4265840461293138,-0.10379121700578645
2020-08-10,2024.0,2024.0,772.0,9716.0,-0.07175969212723994,0.41595525596968497,-0.23967565970414248
2020-08-11,2052.0,2052.0,787.0,11581.0,-0.3451159346638567,0.32327202490043055,-0.39995450053909165
2020-08-12,2005.0,2005.0,733.0,9669.0,-0.46077309138776057,0.24889391487373785,-0.4566927211528114
2020-08-13,1977.0,1977.0,787.0,9300.0,-0.5472648971394124,0.2183940653034332,-0.4450997435564278
2020-08-14,1817.0,1817.0,727.0,7655.0,-0.528412330181948,0.21116293996733632,-0.34083950672614527
2020-08-15,1531.0,1531.0,697.0,6057.0,-0.5339610482794666,0.16740751143291324,-0.2659989245960003
2020-08-16,1575.0,1575.0,709.0,6143.0,-0.6255651312264985,0.11202472627890105,-0.2543819319117397
2020-08-17,2049.0,2049.0,935.0,8166.0,-0.4652702517822829,-0.004263156240419168,-0.026207104556020506
2020-08-18,2250.0,2250.0,890.0,9360.0,-0.1271716284137998,-0.11874555828156942,0.21055460796889983
2020-08-19,1981.0,1981.0,790.0,9308.0,-0.10725659692130267,-0.283957282956933,0.2728803565686608
2020-08-20,2047.0,2047.0,810.0,8569.0,0.007248861063123154,-0.3061446743559435,0.338207230051062
2020-08-21,2059.0,2059.0,866.0,8160.0,0.05919608883790586,-0.22683864529068568,0.39696886964451883
2020-08-22,1616.0,1616.0,762.0,6364.0,0.05695488005393838,-0.21296243009468876,0.4128025499235944
2020-08-23,1670.0,1670.0,792.0,6252.0,0.08462219048169198,-0.2094215132117086,0.45827945273420984
2020-08-24,1922.0,1922.0,783.0,12601.0,-0.49668497628688935,-0.4294024789322029,-0.0029915691431250473
2020-08-25,1844.0,1844.0,696.0,26534.0,-2.3921219999916103,-1.2334864506625065,-1.2728341040010236
2020-08-26,1848.0,1848.0,725.0,19130.0,-3.1952956547871483,-1.701191578860333,-1.8531379707123032
2020-08-27,1804.0,1804.0,710.0,13323.0,-3.5279148658643082,-1.92332762119976,-2.1503538914730855
2020-08-28,1855.0,1855.0,785.0,10942.0,-3.6312153429434515,-2.0188326062556854,-2.3103419177309745
2020-08-29,1499.0,1499.0,672.0,7877.0,-3.581717612576347,-2.0726635256263037,-2.4036740411269095
2020-08-30,1976.0,1976.0,1226.0,7874.0,-3.352439534823305,-2.0641685031463664,-2.087414493166904
2020-08-31,1878.0,1878.0,704.0,12505.0,-3.2101345259105436,-2.1707148804385374,-2.1163626820879546
2020-09-01,2194.0,2194.0,734.0,10627.0,-2.0207919334661812,-2.0771509365167073,-1.3263013963130321
2020-09-02,1932.0,1932.0,575.0,12329.0,-1.5093810896084432,-2.1532262303225878,-1.078309805398519
2020-09-03,1870.0,1870.0,683.0,163082.0,-6.95319148207877,-6.1121421033583205,-5.584456008113813
2020-09-04,2007.0,2007.0,793.0,46444.0,-6.445514309707028,-5.963615986701003,-5.517797286576446
2020-09-05,1466.0,1466.0,648.0,7655.0,-5.556730018250007,-5.269441461387239,-4.945590921818681
2020-09-06,1720.0,1720.0,925.0,7082.0,-4.999056144457636,-4.734223981327132,-4.673501863587339
2020-09-07,2158.0,2158.0,1283.0,8027.0,-4.417014816451852,-4.3201945440068235,-3.942373176381395
2020-09-08,2025.0,2025.0,878.0,11049.0,-4.1217813885933055,-4.05126160167856,-3.63851196831112
2020-09-09,2214.0,2214.0,1123.0,10282.0,-3.7619764601978787,-3.7703688175653736,-3.1851221836554884
2020-09-10,1938.0,1938.0,864.0,9542.0,-1.18884141870667,-3.5709386270241636,-0.7074165244457076
2020-09-11,1630.0,1630.0,655.0,9192.0,-0.08032063728340849,-3.430858765097086,0.3789330890040278
2020-09-12,1378.0,1378.0,651.0,6481.0,-0.05004894886318066,-3.2811963260264405,0.42300918561255085
2020-09-13,1363.0,1363.0,646.0,6594.0,-0.09919444947044931,-3.1577226630879367,0.33122559185418937
2020-09-14,1713.0,1713.0,620.0,8716.0,-0.21511400120025073,-3.0042076846209524,0.02394782876331122
2020-09-15,1784.0,1784.0,643.0,8867.0,-0.1727044343878059,-2.7421050180405415,0.005085219334382698
2020-09-16,1716.0,1716.0,566.0,8588.0,-0.20569828738684395,-2.568691481305472,-0.20195535747862403
2020-09-17,1708.0,1708.0,619.0,8605.0,-0.21441195617747907,-2.454707253917438,-0.29433507129262315
2020-09-18,1655.0,1655.0,656.0,7777.0,-0.14523066998556447,-2.3707975190041215,-0.23248270736130708
2020-09-19,1194.0,1194.0,551.0,6092.0,-0.16819692240068215,-2.3123189241180904,-0.27118215702569576
2020-09-20,1272.0,1272.0,590.0,5605.0,-0.1429319304780825,-2.2852101836446774,-0.2589306569024048
2020-09-21,1777.0,1777.0,792.0,10773.0,-0.22114478845049315,-2.2164647480373647,-0.25293218165204795
2020-09-22,1589.0,1589.0,602.0,9677.0,-0.2993428466491283,-2.1968808898924137,-0.31017784947420424
2020-09-23,1612.0,1612.0,606.0,9347.0,-0.35332362015787894,-2.141038029290075,-0.31941974904966003
2020-09-24,1633.0,1633.0,686.0,8776.0,-0.37407705061490787,-0.637275369217501,-0.2887211263787598
2020-09-25,1565.0,1565.0,695.0,7963.0,-0.3985699598159059,-0.13091513309517486,-0.27424110555590275
2020-09-26,1576.0,1576.0,639.0,5597.0,-0.284420157518579,-0.08899204601395592,-0.20543042640510353
2020-09-27,1392.0,1392.0,590.0,5913.0,-0.26676304229724,-0.09450306787085398,-0.2172560392944591
2020-09-28,1983.0,1983.0,608.0,7364.0,-0.06618423616926025,-0.09579561467114603,-0.16770630025638464
2020-09-29,1856.0,1856.0,691.0,7458.0,0.09718859821240149,-0.050012562895133894,-0.01744245795426517
2020-09-30,1613.0,1613.0,496.0,7494.0,0.18694737764566885,-0.05134318821422425,0.009781527421538361
2020-10-01,1764.0,1764.0,596.0,6854.0,0.30986145576697394,-0.019981367077291905,0.052445965699925455
2020-10-02,1657.0,1657.0,610.0,8689.0,0.2890132940070755,-0.008715242360866099,-0.03399947302411775
2020-10-03,1693.0,1693.0,946.0,5297.0,0.32482833717266735,0.03668716458698151,0.1484119642513333
2020-10-04,1494.0,1494.0,758.0,5104.0,0.38260681838316757,0.07207004324079286,0.2725619116816887
2020-10-05,1671.0,1671.0,686.0,7413.0,0.3090826338142458,0.09042503925859988,0.3038439413696652
2020-10-06,1754.0,1754.0,629.0,8905.0,0.20822188200630018,0.08675020614840262,0.19296228929422207
2020-10-07,2007.0,2007.0,718.0,10046.0,0.16206756020774704,0.08443307450669855,0.1772149896090215
2020-10-08,2363.0,2363.0,962.0,8380.0,0.20769028232747816,0.13876258301410221,0.2757727485650133
2020-10-09,2654.0,2654.0,835.0,7991.0,0.42670230563117284,0.21056372051628067,0.403543116425686
2020-10-10,1839.0,1839.0,808.0,5713.0,0.4299135088859272,0.26387197940241364,0.31643084501208196
2020-10-11,1735.0,1735.0,754.0,5945.0,0.43110083310921776,0.2905973099226077,0.2714414861898052
2020-10-12,2093.0,2093.0,814.0,8582.0,0.45020986696091864,0.3494508390577906,0.2749922704193884
2020-10-13,2170.0,2170.0,836.0,8899.0,0.5207737844912323,0.4027848133849772,0.36385226731642334
2020-10-14,1989.0,1989.0,764.0,9397.0,0.5471414450566934,0.42682370998950947,0.410113407263717
2020-10-15,2014.0,2014.0,810.0,9225.0,0.45268813179085166,0.4449042321697523,0.3103889767461475
2020-10-16,1931.0,1931.0,760.0,7993.0,0.32666789900402415,0.46824854754030193,0.2792754711282196
2020-10-17,1722.0,1722.0,620.0,6505.0,0.27177344758692606,0.4607374643602383,0.16195854735792214
