obs_date,release_date,value
2005-12-01,2006-01-06,134468.0
2006-01-01,2006-02-03,134564.0
2006-02-01,2006-03-10,134789.0
2006-03-01,2006-04-07,134966.0
2006-04-01,2006-05-05,135068.0
2006-05-01,2006-06-02,135106.0
2006-06-01,2006-07-07,135230.0
2006-07-01,2006-08-04,135354.0
2006-08-01,2006-09-01,135500.0
2006-09-01,2006-10-06,135613.0
2006-10-01,2006-11-03,135844.0
2006-11-01,2006-12-08,136018.0
2006-12-01,2007-01-05,136214.0
2007-01-01,2007-02-02,137258.0
2007-02-01,2007-03-09,137410.0
2007-03-01,2007-04-06,137622.0
2007-04-01,2007-05-04,137684.0
2007-05-01,2007-06-01,137831.0
2007-06-01,2007-07-06,138038.0
2007-07-01,2007-08-03,138122.0
2007-08-01,2007-09-07,138037.0
2007-09-01,2007-10-05,138265.0
2007-10-01,2007-11-02,138421.0
2007-11-01,2007-12-07,138467.0
2007-12-01,2008-01-04,138495.0
2008-01-01,2008-02-01,138102.0
2008-02-01,2008-03-07,137993.0
2008-03-01,2008-04-04,137846.0
2008-04-01,2008-05-02,137818.0
2008-05-01,2008-06-06,137754.0
2008-06-01,2008-07-03,137640.0
2008-07-01,2008-08-01,137615.0
2008-08-01,2008-09-05,137473.0
2008-09-01,2008-10-03,137318.0
2008-10-01,2008-11-07,136899.0
2008-11-01,2008-12-05,136167.0
2008-12-01,2009-01-09,135489.0
2009-01-01,2009-02-06,134580.0
2009-02-01,2009-03-06,133768.0
2009-03-01,2009-04-03,133019.0
2009-04-01,2009-05-08,132414.0
2009-05-01,2009-06-05,132151.0
2009-06-01,2009-07-02,131692.0
2009-07-01,2009-08-07,131488.0
2009-08-01,2009-09-04,131223.0
2009-09-01,2009-10-02,130947.0
2009-10-01,2009-11-06,130848.0
2009-11-01,2009-12-04,130996.0
2009-12-01,2010-01-08,130910.0
2010-01-01,2010-02-05,129527.0
2010-02-01,2010-03-05,129526.0
2010-03-01,2010-04-02,129750.0
2010-04-01,2010-05-07,130161.0
2010-05-01,2010-06-04,130570.0
2010-06-01,2010-07-02,130470.0
2010-07-01,2010-08-06,130242.0
2010-08-01,2010-09-03,130311.0
2010-09-01,2010-10-08,130201.0
2010-10-01,2010-11-05,130462.0
2010-11-01,2010-12-03,130539.0
2010-12-01,2011-01-07,130712.0
2011-01-01,2011-02-04,130265.0
2011-02-01,2011-03-04,130515.0
2011-03-01,2011-04-01,130738.0
2011-04-01,2011-05-06,131028.0
2011-05-01,2011-06-03,131043.0
2011-06-01,2011-07-08,131017.0
2011-07-01,2011-08-05,131190.0
2011-08-01,2011-09-02,131132.0
2011-09-01,2011-10-07,131334.0
2011-10-01,2011-11-04,131516.0
2011-11-01,2011-12-02,131708.0
2011-12-01,2012-01-06,131900.0
2012-01-01,2012-02-03,132409.0
2012-02-01,2012-03-09,132697.0
2012-03-01,2012-04-06,132821.0
2012-04-01,2012-05-04,132989.0
2012-05-01,2012-06-01,133009.0
2012-06-01,2012-07-06,133088.0
2012-07-01,2012-08-03,133245.0
2012-08-01,2012-09-07,133300.0
2012-09-01,2012-10-05,133500.0
2012-10-01,2012-11-02,133755.0
2012-11-01,2012-12-07,133852.0
2012-12-01,2013-01-04,134021.0
2013-01-01,2013-02-01,134825.0
2013-02-01,2013-03-08,135046.0
2013-03-01,2013-04-05,135195.0
2013-04-01,2013-05-03,135474.0
2013-05-01,2013-06-07,135637.0
2013-06-01,2013-07-05,135902.0
2013-07-01,2013-08-02,136038.0
2013-08-01,2013-09-06,136133.0
2013-09-01,2013-10-22,136290.0
2013-10-01,2013-11-08,136554.0
2013-11-01,2013-12-06,136765.0
2013-12-01,2014-01-10,136877.0
2014-01-01,2014-02-07,137499.0
2014-02-01,2014-03-07,137699.0
2014-03-01,2014-04-04,137928.0
2014-04-01,2014-05-02,138252.0
2014-05-01,2014-06-06,138463.0
2014-06-01,2014-07-03,138780.0
2014-07-01,2014-08-01,139004.0
2014-08-01,2014-09-05,139118.0
2014-09-01,2014-10-03,139435.0
2014-10-01,2014-11-07,139680.0
2014-11-01,2014-12-05,140045.0
2014-12-01,2015-01-09,140347.0
2015-01-01,2015-02-06,140849.0
2015-02-01,2015-03-06,141126.0
2015-03-01,2015-04-03,141183.0
2015-04-01,2015-05-08,141367.0
2015-05-01,2015-06-05,141679.0
2015-06-01,2015-07-02,141842.0
2015-07-01,2015-08-07,142071.0
2015-08-01,2015-09-04,142288.0
2015-09-01,2015-10-02,142371.0
2015-10-01,2015-11-06,142654.0
2015-11-01,2015-12-04,142900.0
2015-12-01,2016-01-08,143242.0
2016-01-01,2016-02-05,143288.0
2016-02-01,2016-03-04,143560.0
2016-03-01,2016-04-01,143774.0
2016-04-01,2016-05-06,143915.0
2016-05-01,2016-06-03,143894.0
2016-06-01,2016-07-08,144175.0
2016-07-01,2016-08-05,144448.0
2016-08-01,2016-09-02,144598.0
2016-09-01,2016-10-07,144747.0
2016-10-01,2016-11-04,144952.0
2016-11-01,2016-12-02,145128.0
2016-12-01,2017-01-06,145303.0
2017-01-01,2017-02-03,145554.0
2017-02-01,2017-03-10,145798.0
2017-03-01,2017-04-07,145858.0
2017-04-01,2017-05-05,146063.0
2017-05-01,2017-06-02,146135.0
2017-06-01,2017-07-07,146404.0
2017-07-01,2017-08-04,146615.0
2017-08-01,2017-09-01,146730.0
2017-09-01,2017-10-06,146659.0
2017-10-01,2017-11-03,147010.0
2017-11-01,2017-12-08,147241.0
2017-12-01,2018-01-05,147380.0
2018-01-01,2018-02-02,147810.0
2018-02-01,2018-03-09,148177.0
2018-03-01,2018-04-06,148230.0
2018-04-01,2018-05-04,148424.0
2018-05-01,2018-06-01,148662.0
2018-06-01,2018-07-06,148912.0
2018-07-01,2018-08-03,149128.0
2018-08-01,2018-09-07,149279.0
2018-09-01,2018-10-05,149500.0
2018-10-01,2018-11-02,149750.0
2018-11-01,2018-12-07,149893.0
2018-12-01,2019-01-04,150263.0
2019-01-01,2019-02-01,150574.0
2019-02-01,2019-03-08,150606.0
2019-03-01,2019-04-05,150816.0
2019-04-01,2019-05-03,151095.0
2019-05-01,2019-06-07,151095.0
2019-06-01,2019-07-05,151308.0
2019-07-01,2019-08-02,151431.0
2019-08-01,2019-09-06,151541.0
2019-09-01,2019-10-04,151722.0
2019-10-01,2019-11-01,151945.0
2019-11-01,2019-12-06,152252.0
2019-12-01,2020-01-10,152383.0
2020-01-01,2020-02-07,152186.0
2020-02-01,2020-03-06,152544.0
2020-03-01,2020-04-03,151786.0
2020-04-01,2020-05-08,131072.0
2020-05-01,2020-06-05,132912.0
2020-06-01,2020-07-02,137802.0
2020-07-01,2020-08-07,139582.0
2020-08-01,2020-09-04,140914.0
2020-09-01,2020-10-02,141720.0
2020-10-01,2020-11-06,142373.0
2020-11-01,2020-12-04,142629.0
2020-12-01,2021-01-08,142624.0
2021-01-01,2021-02-05,142631.0
2021-02-01,2021-03-05,143048.0
2021-03-01,2021-04-02,144120.0
2021-04-01,2021-05-07,144308.0
2021-05-01,2021-06-04,144894.0
2021-06-01,2021-07-02,145759.0
2021-07-01,2021-08-06,146821.0
2021-08-01,2021-09-03,147190.0
2021-09-01,2021-10-08,147553.0
2021-10-01,2021-11-05,148319.0
2021-11-01,2021-12-03,148611.0
2021-12-01,2022-01-07,148951.0
2022-01-01,2022-02-04,149629.0
2022-02-01,2022-03-04,150399.0
2022-03-01,2022-04-01,150925.0
2022-04-01,2022-05-06,151314.0
2022-05-01,2022-06-03,151682.0
2022-06-01,2022-07-08,151980.0
2022-07-01,2022-08-05,152536.0
2022-08-01,2022-09-02,152744.0
2022-09-01,2022-10-07,153018.0
2022-10-01,2022-11-04,153308.0
2022-11-01,2022-12-02,153548.0
2022-12-01,2023-01-06,153743.0
2023-01-01,2023-02-03,155073.0
2023-02-01,2023-03-10,155350.0
2023-03-01,2023-04-07,155569.0
2023-04-01,2023-05-05,155673.0
2023-05-01,2023-06-02,156105.0
2023-06-01,2023-07-07,156204.0
2023-07-01,2023-08-04,156342.0
2023-08-01,2023-09-01,156419.0
2023-09-01,2023-10-06,156874.0
2023-10-01,2023-11-03,156923.0
2023-11-01,2023-12-08,157087.0
2023-12-01,2024-01-05,157232.0
2024-01-01,2024-02-02,157700.0
2024-02-01,2024-03-08,157808.0
2024-03-01,2024-04-05,158133.0
2024-04-01,2024-05-03,158286.0
2024-05-01,2024-06-07,158543.0
2024-06-01,2024-07-05,158638.0
2024-07-01,2024-08-02,158723.0
2024-08-01,2024-09-06,158779.0
2024-09-01,2024-10-04,159105.0
2024-10-01,2024-11-01,159005.0
2024-11-01,2024-12-06,159288.0
2024-12-01,2025-01-10,159536.0
2025-01-01,2025-02-07,159069.0
2025-02-01,2025-03-07,159218.0
2025-03-01,2025-04-04,159398.0
2025-04-01,2025-05-02,159517.0
2025-05-01,2025-06-06,159561.0
2025-06-01,2025-07-03,159724.0
2025-07-01,2025-08-01,159539.0
2025-08-01,2025-09-05,159540.0
2025-09-01,2025-11-20,159626.0
2025-10-01,2025-12-16,159488.0
2025-11-01,2025-12-16,159552.0
2025-12-01,2026-01-09,159526.0
2026-01-01,2026-02-11,158627.0
2026-02-01,2026-03-06,158466.0
2026-03-01,2026-04-03,158637.0
2026-04-01,2026-05-08,158736.0
2026-05-01,2026-06-05,159001.0
2026-06-01,2026-07-02,158984.0
