ticker,event_date,company_name,industry,year,proposal_count,public_goods_count,democracy_count,close_vote_count,max_vote_for,mean_vote_for,proposal_type_general,proposal_type_specific,titles,public_goods_event,democracy_event,close_vote_event,treatment_public_or_democracy
AMAT,2021-03-11,"Applied Materials, Inc.",Semiconductors & Related Devices,2021,3,1,2,1,0.8702,0.42493333333333333,Corporate Governance|Executive Compensation,Chairman Independence|Exec Pay Comparison|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chairman | Amend Exec Comp Principles to include CEO Pay Ratio & other Factors,True,True,True,True
COR,2021-03-11,"Cencora, Inc.",Wholesale - Drugs & Druggist Sundries,2021,2,1,2,2,0.515,0.41825,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chairman,True,True,True,True
SNX,2021-03-16,TD SYNNEX Corporation,Wholesale - Computer & Peripheral Equipment,2021,1,0,1,0,0.9855,0.9855,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
SBUX,2021-03-17,Starbucks Corporation,Retail - Eating Places,2021,2,1,2,1,0.4749,0.27335,Corporate Governance|Executive Compensation,Employee Representative Director|Say on Pay,Advisory Vote Exec. Comp. | Increase Board Diversity by Employee Board Representation,True,True,True,True
JEF,2021-03-25,Jefferies Financial Group Inc.,"Securities Brokers, Dealers & Flotation Companies",2021,1,0,1,1,0.5526,0.5526,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,True,True
GT,2021-04-12,The Goodyear Tire & Rubber Company,Tires & Inner Tubes,2021,2,0,2,1,0.69,0.485,Corporate Governance|Executive Compensation,Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings - Reduce Required Ownership to 10%,False,True,True,True
BK,2021-04-13,The Bank of New York Mellon Corp.,Financial Services,2021,2,0,2,1,0.9583,0.68735,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Amend Written Consent Requirements,False,True,True,True
HPQ,2021-04-13,HP Inc.,Computer & Office Equip.,2021,2,0,2,1,0.923,0.6855,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
DOW,2021-04-15,Dow Inc.,"Plastic Material, Synthetic Resin/Rubber",2021,2,0,2,1,0.9475,0.66925,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
PPG,2021-04-15,"PPG Industries, Inc.",Manufacturing & Industrial,2021,2,1,2,1,0.9142,0.6184000000000001,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chairman,True,True,True,True
AEP,2021-04-20,"American Electric Power Company, Inc.",Electric Services,2021,1,0,1,0,0.9647,0.9647,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
BA,2021-04-20,The Boeing Company,Aircraft,2021,3,1,2,2,0.8745,0.5299666666666667,Corporate Governance|Executive Compensation|Social Policy,Lobbying|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Additional Report on Lobbying | Right to Act by Written Consent,True,True,True,True
BAC,2021-04-20,Bank of America Corporation,National Commercial Banks,2021,5,2,3,0,0.9441,0.35026,Corporate Governance|Executive Compensation|Social Policy,Community Impact|Gender/Racial Equality|Proxy Access|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Proxy Access Amendments | Right to Act by Written Consent,True,True,False,True
KO,2021-04-20,The Coca-Cola Company,Beverages,2021,2,1,1,0,0.9439,0.5184,Executive Compensation|Social Policy,Public Health|Say on Pay,Advisory Vote Exec. Comp. | Report on Sugar and Public Health,True,True,False,True
PEG,2021-04-20,Public Service Enterprise Group Incorporated,Electric & Other Services Combined,2021,1,0,1,0,0.9366,0.9366,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
USB,2021-04-20,U.S. Bancorp,National Commercial Banks,2021,1,0,1,0,0.9427,0.9427,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
WHR,2021-04-20,Whirlpool Corporation,Household Appliances,2021,1,0,1,0,0.9293,0.9293,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
ODP,2021-04-21,The ODP Corporation,Retail - Misc Shopping Goods Stores,2021,1,0,1,0,0.7108,0.7108,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AES,2021-04-22,The AES Corporation,Cogeneration Services & Small Power Prod.,2021,2,0,2,0,0.9569,0.49069999999999997,Corporate Governance|Executive Compensation,Require Shareholder Vote on Bylaws|Say on Pay,Advisory Vote Exec. Comp. | Adopt By-Law to Subject By-Law and Charter Amendments to Stockholder Vote,False,True,False,True
AGCO,2021-04-22,AGCO Corporation,Farm Machinery & Equipment,2021,1,0,1,0,0.9267,0.9267,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AN,2021-04-22,"AutoNation, Inc.",Retail - Auto Dealers & Gas Stations,2021,1,0,1,1,0.3465,0.3465,Corporate Governance,Special Meetings,Special Meetings - Reduce Ownership Req. to 10%,False,True,True,True
EIX,2021-04-22,Edison International,Electric Services,2021,2,0,2,1,0.9471,0.6322000000000001,Corporate Governance|Executive Compensation,Proxy Access|Say on Pay,Advisory Vote Exec. Comp. | Proxy Access Amendments,False,True,True,True
HUM,2021-04-22,Humana Inc.,Hospital and Medical Service Plans,2021,1,0,1,0,0.9455,0.9455,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
JNJ,2021-04-22,Johnson & Johnson,Pharmaceutical Preparations,2021,5,3,2,4,0.567,0.3766,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Equity Comp Rules|Health Care|Racial/Social Justice|Say on Pay,Advisory Vote Exec. Comp. | Gov't Financial Support & Access to COVID-19 Vaccines & Therapeutics | Independent Board Chairman,True,True,True,True
LMT,2021-04-22,Lockheed Martin Corporation,Guided Missiles & Space Vehicles,2021,3,1,2,2,0.9266,0.5700666666666666,Corporate Governance|Executive Compensation|Social Policy,Human Rights|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Report on Human Rights Due Diligence | Right to Act by Written Consent,True,True,True,True
PFE,2021-04-22,Pfizer Inc.,Pharmaceutical Preparations,2021,4,3,2,2,0.9284,0.51425,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Health Care|Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chairman | Report on Political Spending,True,True,True,True
TXN,2021-04-22,Texas Instruments Incorporated,Semiconductors & Related Devices,2021,2,0,2,0,0.8025,0.7561,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,False,True
ABT,2021-04-23,Abbott Laboratories,Pharmaceutical Preparations,2021,4,3,2,3,0.9186,0.49482499999999996,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Lobbying|Racial/Social Justice|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying | Report on Racial Justice,True,True,True,True
LHX,2021-04-23,"L3Harris Technologies, Inc.","Search, Detection, Aeronautical Systems",2021,1,0,1,0,0.931,0.931,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
RTX,2021-04-26,RTX Corporation,Aircraft Engines & Engine Parts,2021,2,0,2,1,0.9135,0.6105,Corporate Governance|Executive Compensation,Proxy Access|Say on Pay,Advisory Vote Exec. Comp. | Proxy Access Amendments,False,True,True,True
C,2021-04-27,Citigroup Inc.,Financial Services,2021,7,4,4,2,0.8657,0.2943571428571429,Corporate Governance|Executive Compensation|Social Policy,Board and CEO Diversity|Chairman Independence|Corporate Purpose|Lobbying|Proxy Access,Advisory Vote Exec. Comp. | Proxy Access Amendments | Independent Board Chair,True,True,True,True
CNC,2021-04-27,Centene Corporation,Hospital and Medical Service Plans,2021,2,0,2,1,0.9867,0.8070999999999999,Corporate Governance|Executive Compensation,Declassify the Board|Say on Pay,Advisory Vote Exec. Comp. | Elect Each Director Annually,False,True,True,True
EXC,2021-04-27,Exelon Corporation,Electric & Other Services Combined,2021,2,1,1,0,0.933,0.49225,Executive Compensation|Social Policy,Human Rights|Say on Pay,Advisory Vote Exec. Comp. | Child Labor Audit,True,True,False,True
IBM,2021-04-27,International Business Machines Corporation,Computer & Office Equip.,2021,4,2,3,3,0.943,0.55875,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Diversity|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Independent Board Chairman | Right to Act by Written Consent,True,True,True,True
PCAR,2021-04-27,PACCAR Inc.,Motor Vehicles & Passenger Car Bodies,2021,1,0,1,1,0.6421,0.6421,Voting Rules,Simple Majority Voting,Simple Majority Vote,False,True,True,True
PNC,2021-04-27,"The PNC Financial Services Group, Inc.",National Commercial Banks,2021,2,1,1,0,0.9525,0.516,Executive Compensation|Social Policy,Human Rights|Say on Pay,Advisory Vote Exec. Comp. | Report on Risk Mgmt. & the Nuclear Weapons Industry,True,True,False,True
TFC,2021-04-27,Truist Financial Corporation,National Commercial Banks,2021,1,0,1,0,0.9495,0.9495,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
WFC,2021-04-27,Wells Fargo & Company,National Commercial Banks,2021,5,1,2,2,0.5727,0.25976,Corporate Governance|Executive Compensation|Social Policy,Corporate Purpose|Performance Metrics Requirements|Proxy Access|Racial/Social Justice|Say on Pay,Advisory Vote Exec. Comp. | Proxy Access Amendments | Change in Organizational Form to Public Benefit Corporation,True,True,True,True
WMB,2021-04-27,"The Williams Companies, Inc.",Natural Gas Transmission & Distribution,2021,1,0,1,0,0.9448,0.9448,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
X,2021-04-27,United States Steel Corporation,"Steel Works, Blast Furnances Rolling Mills",2021,1,0,1,0,0.9331,0.9331,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AMP,2021-04-28,"Ameriprise Financial, Inc.",Investment Advice,2021,1,0,1,0,0.8804,0.8804,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
CI,2021-04-28,The Cigna Group,Health Care,2021,4,2,3,2,0.9224,0.423875,Corporate Governance|Executive Compensation|Social Policy,Board and CEO Diversity|Employment Rights|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent | Report on Gender Pay Gap,True,True,True,True
DD,2021-04-28,"DuPont de Nemours, Inc.","Plastic Material, Synthetic Resin/Rubber",2021,4,2,2,1,0.9325,0.733175,Corporate Governance|Executive Compensation|Social Policy,Diversity|Environmental|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent | Annual Disclosure of EEO-1 Data,True,True,True,True
ETN,2021-04-28,Eaton Corporation plc,General Industrial Machinery & Equipment,2021,1,0,1,0,0.9259,0.9259,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
HCA,2021-04-28,"HCA Healthcare, Inc.",General Medical & Surgical Hospitals,2021,3,0,2,0,0.9611,0.42743333333333333,Corporate Governance|Executive Compensation,Performance Metrics Requirements|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent | Feasibility of Increasing Impact of Company Performance in Exec. Comp. Metrics,False,True,False,True
HUN,2021-04-28,Huntsman Corporation,Chemicals & Allied Products,2021,2,0,2,1,0.7791,0.60425,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
MPC,2021-04-28,Marathon Petroleum Corporation,Petroleum Refining,2021,2,0,1,2,0.3721,0.33699999999999997,Executive Compensation,Equity Comp Rules|Say on Pay,Advisory Vote Exec. Comp. | Prohibit Accelerated Vesting of Equity Awards in Connection with CIC,False,True,True,True
NEM,2021-04-28,Newmont Corporation,Metal Mining,2021,1,0,1,0,0.9334,0.9334,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
TXT,2021-04-28,Textron Inc.,Aircraft Engines & Engine Parts,2021,2,0,2,1,0.7022,0.5496000000000001,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
EOG,2021-04-29,"EOG Resources, Inc.",Crude Petroleum & Natural Gas,2021,1,0,1,0,0.9647,0.9647,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
GPC,2021-04-29,Genuine Parts Company,Wholesale-Motor Vehicle Supplies & New Parts,2021,1,0,1,0,0.8985,0.8985,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
GS,2021-04-29,"The Goldman Sachs Group, Inc.","Securities Brokers, Dealers & Flotation Companies",2021,5,2,2,2,0.8997,0.42328,Corporate Governance|Executive Compensation|Social Policy,Corporate Purpose|Employment Rights|Racial/Social Justice|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent | Report on the Effects of Mandatory Arbitration on Employee Claims,True,True,True,True
KMB,2021-04-29,Kimberly-Clark Corporation,Converted Paper & Paperboard Products,2021,2,0,2,1,0.9437,0.65905,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
VLO,2021-04-29,Valero Energy Corporation,Petroleum Refining,2021,1,0,1,0,0.8962,0.8962,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
K,2021-04-30,Kellanova,Grain Mill Products,2021,2,0,2,1,0.967,0.7899,Corporate Governance|Executive Compensation,Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Adopt Right to Call Special Meetings,False,True,True,True
LDOS,2021-04-30,"Leidos Holdings, Inc.",Services - Computer Integrated Systems Design,2021,1,0,1,0,0.9516,0.9516,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
T,2021-04-30,AT&T Inc.,Telephone Communications,2021,2,0,2,1,0.4892,0.38615,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
AFL,2021-05-03,Aflac Incorporated,Accident & Health Insurance,2021,1,0,1,0,0.9608,0.9608,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
LLY,2021-05-03,Eli Lilly and Company,Pharmaceutical Preparations,2021,5,2,2,4,0.9569,0.5046,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Clawback|Lobbying|Rules for Annual Cash Incentive Compensation|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying | Independent Board Chairman,True,True,True,True
AXP,2021-05-04,American Express Company,Finance Services,2021,3,1,2,2,0.9537,0.6368999999999999,Corporate Governance|Executive Compensation|Social Policy,Diversity|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent | Annual Report on Diversity,True,True,True,True
BAX,2021-05-04,Baxter International Inc.,Surgical & Medical Instruments & Apparatus,2021,3,1,3,1,0.9104,0.5736666666666667,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent | Independent Board Chairman,True,True,True,True
BMY,2021-05-04,Bristol-Myers Squibb Company,Pharmaceutical Preparations,2021,4,1,4,3,0.9068,0.505075,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay|Special Meetings|Written Consent,Advisory Vote Exec. Comp. | Independent Board Chairman | Right to Act by Written Consent,True,True,True,True
GE,2021-05-04,General Electric Company,Electronics & Other Electrical Equip.,2021,4,2,3,1,0.9797,0.432875,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Environmental|Multiple Board Nominees for each Seat|Say on Pay,Advisory Vote Exec. Comp. | Nominate a Minimum of 2 Candidates for Each Board Seat | Independent Board Chairman,True,True,True,True
D,2021-05-05,"Dominion Energy, Inc.",Electric Services,2021,4,2,3,1,0.8955,0.435375,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Lobbying|Proxy Access|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying | Independent Board Chairman,True,True,True,True
DHR,2021-05-05,Danaher Corporation,"Industrial Instrum for Measurmnt, Display, Control",2021,2,0,2,1,0.9511,0.6839999999999999,Corporate Governance|Executive Compensation,Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings - Reduce Required Ownership to 10%,False,True,True,True
GD,2021-05-05,General Dynamics Corporation,Ship & Boat Building,2021,2,0,2,1,0.9652,0.65415,Corporate Governance|Executive Compensation,Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings - Reduce Required Ownership to 10%,False,True,True,True
PEP,2021-05-05,"PepsiCo,Inc.",Beverages,2021,4,2,2,1,0.9179,0.404,Corporate Governance|Executive Compensation|Social Policy,Public Health|Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings - Reduce Ownership Req. to 10% | Report on Sugar and Public Health,True,True,True,True
PM,2021-05-05,Philip Morris International Inc.,Consumer Products,2021,1,0,1,0,0.9111,0.9111,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AA,2021-05-06,Alcoa Corporation,Rolling Drawing Extruding Non-Ferrous Metals,2021,2,0,2,1,0.8923,0.6193,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
ADM,2021-05-06,Archer-Daniels-Midland Company,Fats & Oils,2021,2,0,2,1,0.8593,0.5804,Corporate Governance|Executive Compensation,Proxy Access|Say on Pay,Advisory Vote Exec. Comp. | Proxy Access Amendments,False,True,True,True
CHRW,2021-05-06,"C.H. Robinson Worldwide, Inc.",Trucking & Courier Services,2021,1,0,1,0,0.8421,0.8421,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
COF,2021-05-06,Capital One Financial Corporation,State Commercial Banks,2021,1,0,1,0,0.9331,0.9331,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
DUK,2021-05-06,Duke Energy Corporation,Electric & Other Services Combined,2021,3,2,2,2,0.9255,0.596,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chairman | Report on Political Spending,True,True,True,True
ECL,2021-05-06,Ecolab Inc,"Soap, Detergent, Cleaning Preparations",2021,2,0,2,1,0.8761,0.6269,Corporate Governance|Executive Compensation,Proxy Access|Say on Pay,Advisory Vote Exec. Comp. | Proxy Access Amendments,False,True,True,True
FLR,2021-05-06,Fluor Corporation,Heavy Construction,2021,1,0,1,0,0.8534,0.8534,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
KHC,2021-05-06,The Kraft Heinz Company,"Can, Froz & Presv Fruit, Veg & Food Specialties",2021,1,0,1,0,0.841,0.841,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
MOH,2021-05-06,"Molina Healthcare, Inc.",Hospital and Medical Service Plans,2021,1,0,1,0,0.9872,0.9872,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
THC,2021-05-06,Tenet Healthcare Corporation,General Medical & Surgical Hospitals,2021,1,0,1,0,0.948,0.948,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
ABBV,2021-05-07,AbbVie Inc.,Pharmaceutical Preparations,2021,3,2,2,1,0.8941,0.5078333333333332,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Lobbying|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying | Independent Board Chairman,True,True,True,True
CL,2021-05-07,Colgate-Palmolive Company,"Perfumes, Cosmetics & Other Toilet Prep.",2021,3,1,3,2,0.9217,0.6343333333333333,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Independent Board Chairman | Special Meetings - Reduce Required Ownership to 10%,True,True,True,True
CSX,2021-05-07,CSX Corporation,"Railroads, Line-Haul Operating",2021,1,0,1,0,0.9308,0.9308,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
ETR,2021-05-07,Entergy Corporation,Electric Services,2021,1,0,1,0,0.9454,0.9454,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
ITW,2021-05-07,Illinois Tool Works Inc.,General Industrial Machinery & Equipment,2021,2,0,2,1,0.9346,0.6439,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
MAN,2021-05-07,ManpowerGroup Inc.,Services - Help Supply Services,2021,1,0,1,0,0.9673,0.9673,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
MAR,2021-05-07,"Marriott International, Inc.",Hotels & Motels,2021,1,0,1,0,0.9701,0.9701,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
OXY,2021-05-07,Occidental Petroleum Corporation,Crude Petroleum & Natural Gas,2021,1,0,1,0,0.9654,0.9654,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
PGR,2021-05-07,The Progressive Corporation,"Fire, Marine & Casualty Insurance",2021,1,0,1,0,0.9503,0.9503,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
IP,2021-05-10,International Paper Company,Paper Mills,2021,2,0,2,1,0.8239,0.5685,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Written Consent - Reduce Ownership Req. to 10%,False,True,True,True
SWK,2021-05-10,"Stanley Black & Decker, Inc.","Cutlery, Handtools, Gen. Hardware",2021,1,0,1,0,0.937,0.937,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
CMI,2021-05-11,Cummins Inc.,Engines & Turbines,2021,2,0,1,0,0.8864,0.5877,Executive Compensation,NEO Benefits|Say on Pay,Advisory Vote Exec. Comp. | Remove Professional Services Allowance for NEOs,False,True,False,True
COP,2021-05-11,ConocoPhillips,Petroleum Refining,2021,3,1,2,1,0.9908,0.8337,Executive Compensation|Social Policy|Voting Rules,Climate Risk|Say on Pay|Simple Majority Voting,Advisory Vote Exec. Comp. | Simple Majority Vote | Set Emission Reduction Targets Covering GHG,True,True,True,True
CYH,2021-05-11,"Community Health Systems, Inc.",General Medical & Surgical Hospitals,2021,1,0,1,0,0.9821,0.9821,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
GPS,2021-05-11,The Gap Inc.,Retail Family Clothing Stores,2021,1,0,1,0,0.8774,0.8774,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
L,2021-05-11,Loews Corp.,"Fire, Marine & Casualty Insurance",2021,2,1,1,1,0.921,0.6171500000000001,Executive Compensation|Social Policy,Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Report on Political Spending,True,True,True,True
MMM,2021-05-11,3M Company,Surgical & Medical Instruments & Apparatus,2021,3,0,1,0,0.9029,0.3478333333333334,Corporate Governance|Executive Compensation,Corporate Purpose|Exec Pay Comparison|Say on Pay,Advisory Vote Exec. Comp. | Consider Pay of All Co Employees in Setting CEO Comp Target Amounts | Change in Organizational Form to Public Benefit Corporation,False,True,False,True
PRU,2021-05-11,"Prudential Financial, Inc.",Financial Services,2021,2,1,2,1,0.9206,0.6509,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chairman,True,True,True,True
WM,2021-05-11,"Waste Management, Inc.",Refuse Systems,2021,1,0,1,0,0.9261,0.9261,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
YUM,2021-05-11,"YUM! Brands, Inc.",Retail - Eating Places,2021,1,0,1,0,0.8241,0.8241,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AIG,2021-05-12,"American International Group, Inc.","Fire, Marine & Casualty Insurance",2021,2,0,2,1,0.7422,0.56065,Corporate Governance|Executive Compensation,Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings - Reduce Ownership Req. to 10%,False,True,True,True
ARW,2021-05-12,"Arrow Electronics, Inc.",Wholesale Electronic Parts & Equip.,2021,1,0,1,0,0.9213,0.9213,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
GILD,2021-05-12,"Gilead Sciences, Inc.",Health Care,2021,2,1,2,1,0.8687,0.6069,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair,True,True,True,True
HFC,2021-05-12,HollyFrontier Corporation,Petroleum Refining,2021,2,0,2,0,0.944,0.89245,Executive Compensation|Voting Rules,Say on Pay|Simple Majority Voting,Advisory Vote Exec. Comp. | Simple Majority Vote,False,True,False,True
KMI,2021-05-12,"Kinder Morgan, Inc.",Natural Gas Transmission & Distribution,2021,1,0,1,0,0.9559,0.9559,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
KSS,2021-05-12,Kohl's Corporation,Retail Department Stores,2021,2,0,2,0,0.9644,0.52785,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,False,True
MUR,2021-05-12,Murphy Oil Corporation,Petroleum Refining,2021,1,0,1,0,0.8149,0.8149,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
OMC,2021-05-12,Omnicom Group Inc.,Services - Advertising Agencies,2021,2,1,1,1,0.8807,0.69555,Executive Compensation|Social Policy,Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Report on Political Spending,True,True,True,True
PAG,2021-05-12,"Penske Automotive Group, Inc.",Retail - Auto Dealers & Gas Stations,2021,1,0,1,0,0.9893,0.9893,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
PSX,2021-05-12,Phillips 66,Petroleum Refining,2021,3,2,1,2,0.7937,0.6376333333333334,Executive Compensation|Social Policy,Climate Risk|Say on Pay,Advisory Vote Exec. Comp. | GHG Emissions Reduction Targets | Report on Climate Lobbying,True,True,True,True
CVS,2021-05-13,CVS Health Corporation,Retail Drug Stores & Proprietary Stores,2021,3,1,3,1,0.8995,0.5054,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Reduce Ownership Threshold for Action by Written Consent | Independent Board Chair,True,True,True,True
F,2021-05-13,Ford Motor Company,Motor Vehicles & Passenger Car Bodies,2021,2,0,2,1,0.8881,0.62415,Executive Compensation|Voting Rules,Recapitalization (Stock Classes/Voting Rights)|Say on Pay,Advisory Vote Exec. Comp. | Give Each Share an Equal Vote,False,True,True,True
HRI,2021-05-13,Herc Holdings Inc.,Services - Auto Rental & Leasing,2021,1,0,1,0,0.9554,0.9554,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
INTC,2021-05-13,Intel Corporation,Semiconductors & Related Devices,2021,4,2,2,2,0.3806,0.243325,Corporate Governance|Executive Compensation|Social Policy,Gender/Racial Equality|Racial/Social Justice|Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent | Report on Gender/Racial Pay Gaps,True,True,True,True
LVS,2021-05-13,Las Vegas Sands Corp.,Hotels & Motels,2021,1,0,1,0,0.7044,0.7044,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
NSC,2021-05-13,Norfolk Southern Corporation,"Railroads, Line-Haul Operating",2021,3,1,2,1,0.9282,0.6665666666666666,Corporate Governance|Executive Compensation|Social Policy,Climate Risk|Proxy Access|Say on Pay,Advisory Vote Exec. Comp. | Proxy Access Amendments | Report on Climate Lobbying,True,True,True,True
