date,ret,vix_lag,sigma2_gjr,sigma2_a4f,var_gjr_norm_01,var_a4f_norm_01,var_gjr_norm_05,var_a4f_norm_05
2007-01-24,0.008020808485560646,10.34000015258789,2.4387275701002083e-05,1.900281075279663e-05,0.011488314130229901,0.010141065313241977,0.008122858741604852,0.007170281043421023
2007-01-25,-0.011809341865224957,9.890000343322754,2.6330519028929333e-05,1.8544468059697108e-05,0.011937252167037143,0.010018018936852727,0.008440282187323745,0.007083280607783022
2007-01-26,-0.0009141253889673961,11.220000267028809,4.530939138884631e-05,3.841618511908112e-05,0.015659171208328965,0.014418888247999834,0.01107188002469049,0.010194932965951645
2007-01-29,-0.0005633078602590998,11.130000114440918,4.181338903409735e-05,3.511379118474563e-05,0.015042926818180697,0.013785214215453085,0.010636161948501305,0.00974689119095734
2007-01-30,0.005196243692191847,11.449999809265137,3.862940255529749e-05,3.470729435027502e-05,0.014458846723164708,0.01370518927308985,0.010223185766633698,0.009690309233391335
2007-01-31,0.006700474862837029,10.960000038146973,3.711173566615573e-05,3.0410147485757858e-05,0.014171972183800988,0.012828737577240953,0.01002034996902239,0.009070610534477176
2007-02-01,0.005964928788480131,10.420000076293945,3.666355892459709e-05,2.6967102640671683e-05,0.014086138944602939,0.012080691726996507,0.009959661231803278,0.008541701705479327
2007-02-02,0.0013817202206139589,10.3100004196167,3.579611235777635e-05,2.5791025860814027e-05,0.013918504988771074,0.011814326439849115,0.00984113496867337,0.008353367057189032
2007-02-05,0.00027594983207359687,10.079999923706055,3.332973571578352e-05,2.3146337760068522e-05,0.013430450890002232,0.011192208737466328,0.009496054353918171,0.00791349623194672
2007-02-06,0.00027647449011705525,10.550000190734863,3.1044920284162376e-05,2.401557640762175e-05,0.012961937787166864,0.011400428247174231,0.009164790278982355,0.008060718674285148
2007-02-07,0.0022063508801191444,10.649999618530273,2.90138076509258e-05,2.3184354273882166e-05,0.012530748742582271,0.011201396242541094,0.008859916329647012,0.00791999229438583
2007-02-08,-0.0013093304813291422,10.319999694824219,2.744945392502776e-05,2.0763982920930572e-05,0.012188254462077022,0.010600588829696753,0.008617754370214585,0.0074951889951269885
2007-02-09,-0.007475203090536941,10.4399995803833,2.6065587655477698e-05,2.0470265526321815e-05,0.011877045452251099,0.010525346360291649,0.008397712787326556,0.007441988504313549
2007-02-12,-0.0034101740795246293,11.100000381469727,3.279352181027518e-05,2.8399908138926675e-05,0.013321977257888081,0.012397471705937146,0.00941935763576929,0.008765682264500817
2007-02-13,0.00839967087263427,11.609999656677246,3.2273054344910375e-05,3.067200418313764e-05,0.013215837585349425,0.012883852243331497,0.009344311153131505,0.009109579580950771
2007-02-14,0.006545400079738466,10.34000015258789,3.3653935625054996e-05,2.4822271590059345e-05,0.013495612131070468,0.01159031981372216,0.009542126871663153,0.008194982270649744
2007-02-15,0.0013044770093464378,10.229999542236328,3.3486268413938676e-05,2.413462650391158e-05,0.01346195192184943,0.011428650435291803,0.009518327285264668,0.00808067328597659
2007-02-16,-0.00048050494177338365,10.220000267028809,3.1265912429217996e-05,2.273595057888405e-05,0.013007990519581321,0.011092545439284406,0.00919735204877965,0.007843028895862657
2007-02-20,0.0021252525181442113,10.020000457763672,2.9240337121588794e-05,2.0645664862945067e-05,0.012579571440652415,0.010570343357582413,0.008894436614809154,0.007473803812342731
2007-02-21,-0.00041128740428790327,10.239999771118164,2.7633145130346435e-05,2.065237103148787e-05,0.012228968241165655,0.01057205995884327,0.008646541211575725,0.007475017542172846
2007-02-22,-0.0007536335659864584,10.199999809265137,2.6001854761992757e-05,1.9528439333232114e-05,0.011862516300663714,0.01028036244860566,0.008387439892222728,0.007268771643594643
2007-02-23,-0.003915315723162854,10.180000305175781,2.4610285246056562e-05,1.8655684778858126e-05,0.011540722060156907,0.01004801455822032,0.0081599139793805,0.007104489132591243
2007-02-26,-0.000894991412129084,10.579999923706055,2.554210744474813e-05,2.1093089107804244e-05,0.01175717606560453,0.010684267474949265,0.008312958655072217,0.0075543543180255366
2007-02-27,-0.03984100307949587,11.149999618530273,2.4235825239374344e-05,2.2596928390708933e-05,0.011452586068001244,0.011058579968359924,0.008097597071415056,0.007819013472948194
2007-02-28,0.010198550214041606,18.309999465942383,0.0002561733596984729,0.00023457140911712555,0.037234166819423334,0.035629702534339815,0.026326567502160884,0.02519212457207166
2007-03-01,-0.0029846146321381444,15.420000076293945,0.00023437849200188832,0.00015201630508849067,0.03561504816259461,0.028682681097447288,0.02518176313955128,0.020280205106160475
2007-03-02,-0.013180902713794242,15.819999694824219,0.00021107575206310065,0.00014559860436049905,0.03379822017682146,0.028070701382542418,0.0238971676002113,0.01984750238576573
2007-03-05,-0.009565327755424742,18.610000610351562,0.00021457792803586127,0.00020256231914087311,0.03407745726671015,0.03310960414894661,0.024094603308433642,0.023410278866300923
2007-03-06,0.016965449606784467,19.6299991607666,0.00020560795148605622,0.00021437567162917683,0.03335758575838303,0.034061393151829183,0.02358561526127879,0.024083245111355477
2007-03-07,-0.0010033122611828801,15.960000038146973,0.00019868205899954144,0.00013616409893527155,0.032790948883038254,0.027146007602174727,0.023184972378081634,0.019193693926837646
2007-03-08,0.00841974051922244,15.239999771118164,0.00017818186959611665,0.00011253421516079142,0.031053203824759762,0.024678397280450726,0.021956292740903605,0.01744896011772748
2007-03-09,0.0002843925079462764,14.289999961853027,0.00016337916142860845,9.188883130767393e-05,0.029735345531636485,0.022300059516290358,0.021024495730903266,0.01576734682972868
2007-03-12,0.0014908283777261225,14.09000015258789,0.00014665490337926456,8.144932380868584e-05,0.028172342019879254,0.02099512186040768,0.019919367807457265,0.014844685408289655
2007-03-13,-0.01962596515202272,13.989999771118164,0.00013189540502929475,7.355296627894692e-05,0.02671711077118364,0.019951463319580354,0.018890440696348827,0.01410676243669346
2007-03-14,0.0074232292120210465,18.1299991607666,0.00017525552840959053,0.00015711905046009278,0.03079714951438442,0.02916010483858935,0.021775248510237506,0.02061776948377276
2007-03-15,0.0013632536073181361,17.270000457763672,0.0001599828754902664,0.0001312832809509738,0.029424656887206562,0.026655041869581023,0.02080482207446274,0.01884655462966843
2007-03-16,-0.002804488595074706,16.43000030517578,0.00014372521057992593,0.00010838328389507797,0.02788952611177919,0.02421897790021606,0.01971940168141528,0.017124125795955052
2007-03-19,0.011982856887499164,16.790000915527344,0.00013033469898794098,0.00010469710851216777,0.02655856983397226,0.023803564827657487,0.01877834368863026,0.016830406311132622
2007-03-20,0.00547747994336269,14.59000015258789,0.00012450463609572714,7.65530712743096e-05,0.025957772376051704,0.0203542904594963,0.018353547428040344,0.014391582987187618
2007-03-21,0.01632344762172354,13.270000457763672,0.00011360318200167845,5.889047434763937e-05,0.024795330770629703,0.01785242364958153,0.01753163841256861,0.012622627990233637
2007-03-22,-0.0007683100712470534,12.1899995803833,0.00011581679390615187,5.361658103454548e-05,0.02503573969275267,0.017034297059551076,0.017701620508504497,0.012044168292123408
2007-03-23,0.0014659664332176338,12.930000305175781,0.00010445615116116447,5.579641849949268e-05,0.023776157443087313,0.017377120778488644,0.016811027809568627,0.012286563182325265
2007-03-26,-0.0013260164872340367,12.949999809265137,9.437837427253971e-05,5.1758700324807655e-05,0.02260012827701471,0.016736565419656357,0.015979511654654437,0.011833655937886212
2007-03-27,-0.0023770374179644,13.15999984741211,8.556969999324164e-05,4.979886910326613e-05,0.021519623204424722,0.016416644674621242,0.015215536194483039,0.011607454687557306
2007-03-28,-0.007306724432923389,13.479999542236328,7.831090681073692e-05,4.931860085186705e-05,0.020586654911855944,0.01633729051273837,0.014555877208401607,0.01155134700802956
2007-03-29,0.0010575616637590753,14.979999542236328,7.887201513837657e-05,6.306380446894289e-05,0.020660276365368727,0.018474161745707755,0.014607931553404443,0.013062230413344485
2007-03-30,0.00021075233125917748,15.140000343322754,7.158301387044452e-05,6.011353324016827e-05,0.019682472256389544,0.01803685382136992,0.013916571222883978,0.01275303008545359
2007-04-02,0.0011262870105337068,14.640000343322754,6.504925316424345e-05,5.2523750933826885e-05,0.018762720776684096,0.016859804126289926,0.013266257237529895,0.011920792361397512
2007-04-03,0.010705155391246408,14.529999732971191,5.930258067268542e-05,4.864268258038482e-05,0.017914778985230514,0.016224951863359365,0.0126667165812593,0.01147191751386843
2007-04-04,0.0011126705895174148,13.460000038146973,6.13522192409967e-05,4.6146054911045486e-05,0.018221737942445967,0.015803087596676,0.012883753147344348,0.011173636686276616
2007-04-05,0.002707748098047793,13.239999771118164,5.655562584104155e-05,4.239664779113943e-05,0.01749494431354172,0.015147481047231574,0.012369870786976697,0.010710087436940284
2007-04-09,0.001385570966175838,13.229999542236328,5.258212049128118e-05,4.037267349520239e-05,0.01686916966124275,0.014781496773177638,0.011927414300578401,0.010451316783031519
2007-04-10,0.0011766736831706917,13.140000343322754,4.8806651855380356e-05,3.80272359102828e-05,0.01625227514456179,0.01434570968098996,0.011491236549807778,0.010143191765633129
2007-04-11,-0.0040885707955563835,12.680000305175781,4.543243929566371e-05,3.420525150599168e-05,0.015680419803481564,0.013605705058470488,0.011086903929410152,0.009619968519060919
2007-04-12,0.004433788593984264,13.489999771118164,4.4706776892460535e-05,3.832668697297402e-05,0.015554689225268887,0.014402082619878315,0.010998005618070067,0.010183050478952458
2007-04-13,0.004552423317719122,12.710000038146973,4.264039200714989e-05,3.372121169198753e-05,0.015190961129614823,0.013509094631553656,0.010740830204179137,0.009551659727891413
2007-04-16,0.009451698455371967,12.199999809265137,4.085648018332723e-05,3.0816614128193826e-05,0.01486980018617031,0.012914188413691456,0.01051375206657357,0.00913102889229462
2007-04-17,0.0026545482622469655,11.979999542236328,4.244722967355594e-05,3.1420475012102813e-05,0.015156514305208897,0.0130401032871324,0.010716474438348366,0.009220057510317565
2007-04-18,0.0012229733144722478,12.140000343322754,4.0052478362499896e-05,3.098393244694159e-05,0.014722764163021075,0.012949199645606172,0.010409789654645278,0.009155783724725992
2007-04-19,-0.0002722560604555087,12.420000076293945,3.767119890732066e-05,3.0980926622087855e-05,0.014278394572838677,0.01294857151406982,0.010095596347498634,0.009155339601795237
2007-04-20,0.009396825712552886,12.539999961853027,3.549977778383004e-05,3.0360359674355584e-05,0.01386077377681262,0.012818231603713974,0.009800315882913326,0.009063182243612624
2007-04-23,-0.0037745950205349517,12.069999694824219,3.764712396200534e-05,3.0162946120365728e-05,0.014273831318717097,0.012776489350874104,0.010092369880306715,0.009033668215746481
2007-04-24,0.00040478685334299194,13.039999961853027,3.7455541919973075e-05,3.4672735482848726e-05,0.014237466022042851,0.013698364284433715,0.010066657650937554,0.009685483597694191
2007-04-25,0.009139806553281225,13.119999885559082,3.5305693593030274e-05,3.369247308873862e-05,0.013822832073805693,0.013503336901573357,0.009773489049102245,0.009547588701736304
2007-04-26,0.0011369503827476518,13.210000038146973,3.72545813722657e-05,3.5393131998724855e-05,0.014199220452539832,0.013839938365522811,0.010039615967097468,0.009785584121506749
2007-04-27,-0.0008023976869076934,12.789999961853027,3.5179618556381954e-05,3.2227431031604806e-05,0.013798129646872413,0.013206492892783073,0.009756023098721773,0.009337703950643853
2007-04-30,-0.008327121885996415,12.449999809265137,3.3368812617640905e-05,2.976160033176943e-05,0.013438321739573978,0.012691203216983327,0.009501619469784867,0.008973366311536753
2007-05-01,0.0025594965201655192,14.220000267028809,4.1345226843711124e-05,4.38855969751217e-05,0.014958475955329094,0.015411171852690381,0.010576450626041454,0.010896531082188958
2007-05-02,0.0058346674269943,13.510000228881836,3.90518993748906e-05,3.850062776547229e-05,0.01453770121955548,0.014434726633921945,0.010278940155664303,0.010206131560460983
2007-05-03,0.005402198775281274,13.079999923706055,3.828892619819564e-05,3.589053074533544e-05,0.014394986157098784,0.013936849122677099,0.010178032896383794,0.009854105262379356
2007-05-04,0.003783639150066659,13.09000015258789,3.7387277435384914e-05,3.5341005792718145e-05,0.014224485879807507,0.013829743035843814,0.010057479989130222,0.009778375472625129
2007-05-07,0.0001986862087466717,12.90999984741211,3.589969731062543e-05,3.356963194083199e-05,0.013938628768710005,0.013478698162401758,0.009855363568269281,0.009530167782044047
2007-05-08,-0.0013255606421314805,13.149999618530273,3.391965308356486e-05,3.335881434064073e-05,0.013548785245410004,0.013436308330664686,0.009579723136157238,0.009500195880912393
2007-05-09,0.00271583345656853,13.210000038146973,3.2406313114864346e-05,3.2666871575998394e-05,0.013243094256152433,0.013296227298076436,0.009363583091919868,0.009401151023051274
2007-05-10,-0.01050725328974576,12.880000114440918,3.115977110494326e-05,3.0503365968193178e-05,0.012985892026186356,0.012848384972893563,0.009181727220087225,0.009084502304646188
2007-05-11,0.008520731539880571,13.600000381469727,4.5113302670110885e-05,4.467078684300177e-05,0.015625249805582053,0.015548427011966732,0.011047895760358337,0.010993577894951898
2007-05-14,-0.002189748745444716,12.949999809265137,4.544984444582834e-05,4.107700297096335e-05,0.01568342309729175,0.01490987604317887,0.01108902742038569,0.010542087862560615
2007-05-15,0.00026571233071267614,13.960000038146973,4.305924252393869e-05,4.489374351403206e-05,0.015265388132003784,0.015587180646697209,0.010793454115756886,0.011020978808355814
2007-05-16,0.006817513541943085,14.010000228881836,4.027277664592501e-05,4.295410736462731e-05,0.014763198015781567,0.015246740452881618,0.010438378572969515,0.010780269199184178
2007-05-17,-0.001980892955247581,13.5,3.994719711603866e-05,3.981607564920867e-05,0.014703401429890963,0.014679250596416381,0.01039609915625845,0.010379023212252893
2007-05-18,0.00868662883867959,13.510000228881836,3.8055988446532395e-05,3.8514897769223624e-05,0.014351132078761486,0.014437401454205273,0.010147025693800448,0.010208022802907382
2007-05-21,-0.0005244252991201809,12.760000228881836,3.932089037129246e-05,3.5689495771551514e-05,0.014587683422137178,0.013897761813083323,0.010314280273157877,0.00982646842282044
2007-05-22,-0.0007870473165238732,13.300000190734863,3.699134738478547e-05,3.6683133078529656e-05,0.014148966990876649,0.014089898637723405,0.010004084054778623,0.009962319537955351
2007-05-23,0.00013089764196374856,13.0600004196167,3.4972707992564447e-05,3.417751553508928e-05,0.0137574926357912,0.013600187718984722,0.009727290536489241,0.009616067461972444
2007-05-24,-0.009093827910847577,13.239999771118164,3.3096229055863764e-05,3.369392562336737e-05,0.013383321624930335,0.013503627973306323,0.009462731417372824,0.009547794505176543
2007-05-25,0.00416229198948463,14.079999923706055,4.296659828631633e-05,4.5331769638847435e-05,0.015248957144246431,0.01566303775320473,0.010781836519734958,0.011074613880806182
2007-05-29,0.0036187266525549515,13.34000015258789,4.0988626020570256e-05,3.9754791581328195e-05,0.014893828147836713,0.014667949248845798,0.010530741133572644,0.01037103254896975
2007-05-30,0.00811222492106029,13.529999732971191,3.9038218545487874e-05,3.92554780220677e-05,0.014535154541476608,0.014575544686083063,0.010277139516679286,0.010305697530977303
2007-05-31,-0.0010430322908234623,12.829999923706055,3.9745985345096335e-05,3.6229991508878285e-05,0.014666324582044891,0.014002602946739738,0.010369883821769543,0.009900596768315438
2007-06-01,0.004945147120894252,13.050000190734863,3.748187052799482e-05,3.5773934454984343e-05,0.014242469110935609,0.013914192633919967,0.01007019510507459,0.009838085900820408
2007-06-04,0.00012920612280565487,12.779999732971191,3.645254794685947e-05,3.382814782595583e-05,0.014045545245071482,0.013530497582578894,0.00993095929317631,0.009566792770552043
2007-06-05,-0.003966216087415815,13.289999961853027,3.4409068014521114e-05,3.476316661685727e-05,0.013646180548620804,0.013716216235521515,0.009648586877269204,0.009698105891557715
2007-06-06,-0.010808058691481475,13.630000114440918,3.4789771435358154e-05,3.674267935556582e-05,0.013721463853709929,0.014101329787874685,0.009701816241117376,0.009970401978675577
2007-06-07,-0.01821028969198982,14.869999885559082,4.9228112453629976e-05,5.409905041564678e-05,0.016322296028412082,0.01711076706842118,0.011540745097539913,0.012098236719655927
2007-06-08,0.012928049955804613,17.059999465942383,9.200084193128894e-05,0.00010203632204632142,0.022313647037188997,0.02349914473013335,0.015776953941064348,0.016615164856010205
2007-06-11,0.0017197240449544065,14.84000015258789,9.141903739268622e-05,7.835629734051493e-05,0.02224298045132052,0.02059262026103455,0.015726988847121568,0.01456009503254646
2007-06-12,-0.010965503744885583,14.710000038146973,8.330932238741623e-05,7.1452901026113e-05,0.021233493774774053,0.019664576200515937,0.015013227229693107,0.013903917744554142
2007-06-13,0.01485694493995383,16.670000076293945,9.275107248434248e-05,9.634351561931952e-05,0.02240444180630998,0.022834205386839983,0.015841150747983625,0.01614501681722225
2007-06-14,0.006366177313928886,14.729999542236328,9.45634737851975e-05,7.796106363239995e-05,0.022622279663183007,0.02054061941887971,0.015995173881395115,0.014523327627818489
2007-06-15,0.005673779401003446,13.640000343322754,8.783668306485425e-05,6.417847188960506e-05,0.021802817614266504,0.018636714158159186,0.015415769941704825,0.013177163750776096
2007-06-18,-0.0011762828754843923,13.9399995803833,8.14833436923334e-05,6.280084156945587e-05,0.020999506040672144,0.018435604811214198,0.0148477852605902,0.01303496857763472
2007-06-19,0.002482151610364629,13.420000076293945,7.455096424222832e-05,5.48300756749694e-05,0.02008636224437483,0.017225985637973083,0.0142021432643831,0.01217970247296582
2007-06-20,-0.013994573980021512,12.850000381469727,6.849276633684094e-05,4.7698637706374757e-05,0.019252937975952022,0.016066735566754316,0.013612867281198579,0.011360050044597118
2007-06-21,0.005542000100146403,14.670000076293945,9.015299566744946e-05,7.791330626361978e-05,0.022088424461593807,0.02053432707134848,0.01561770941255984,0.014518878598172375
2007-06-22,-0.009453103046176602,14.210000038146973,8.346992941506631e-05,6.900114231366655e-05,0.021253951307036917,0.019324256721119183,0.015027691810212872,0.013663293486998173
2007-06-25,-0.004794269636146781,15.75,8.858580043345711e-05,8.671313078755548e-05,0.021895593164751613,0.021662924770410343,0.015481367268059454,0.015316858143444115
2007-06-26,-0.010331480760323643,16.649999618530273,8.38652826880761e-05,9.127176371965688e-05,0.02130422625533246,0.02222505680053301,0.015063238914741603,0.0157143158576968
2007-06-27,0.014128180196611956,18.889999389648438,9.136073190526128e-05,0.00011855540433003552,0.02223588622508966,0.025330008536617484,0.01572197284591364,0.017909684478872395
2007-06-28,-0.00013239088740928033,15.529999732971191,9.235301278704913e-05,8.272840687812761e-05,0.022356313551060276,0.02115933374361623,0.015807121471412527,0.014960792081198786
2007-06-29,0.00033227150496406533,15.539999961853027,8.400356700716407e-05,7.672785231177771e-05,0.021321783144820965,0.020377513013929583,0.015075652584113843,0.014408002587761077
2007-07-02,0.009000378730943705,16.229999542236328,7.659890880772894e-05,7.718833115467822e-05,0.020360383297015495,0.02043856892050863,0.014395890952476776,0.014451172412233164
2007-07-03,0.0036162980861677474,15.399999618530273,7.377141220936004e-05,6.799780695365289e-05,0.019981068412546155,0.019183246669330564,0.014127694836823473,0.013563591762372505
2007-07-05,-0.0010502300478457825,14.920000076293945,6.773221437492166e-05,6.115205752761745e-05,0.019145746101382866,0.018191989434397423,0.013537076834880441,0.012862719345002894
2007-07-06,0.005243117792478953,15.479999542236328,6.228860834967697e-05,6.158079851180077e-05,0.018360266137661015,0.018255650646468176,0.0129817000652912,0.012907731261208193
2007-07-09,0.000783763673086655,14.720000267028809,5.857167861862707e-05,5.38399734634834e-05,0.017804037220070408,0.017069746704480977,0.012588416170511955,0.012069233106241603
2007-07-10,-0.01434145239450426,15.15999984741211,5.4037490911675356e-05,5.3764913896735485e-05,0.017101029095731208,0.017057843887896818,0.012091351446874073,0.012060817171871742
2007-07-11,0.00706544708312388,17.56999969482422,7.859410047122848e-05,8.965649059292846e-05,0.020623844807745394,0.022027516023095873,0.014582172473964556,0.015574643855988
2007-07-12,0.0156665125849552,16.639999389648438,7.406810011239587e-05,7.728235797958458e-05,0.020021207219272533,0.020451013734493987,0.01415607514166185,0.014459971568046862
2007-07-13,0.0029749506158288255,15.539999961853027,7.905249036503211e-05,7.126797086407055e-05,0.020683900318061246,0.019639112368735157,0.01462463496423256,0.013885913439811902
2007-07-16,-0.00012900423212403964,15.149999618530273,7.258436467014108e-05,6.389693561567216e-05,0.01981965990979547,0.018595791728772775,0.01401357030534955,0.013148229382382179
2007-07-17,-0.0005169504972418979,15.59000015258789,6.644168019961721e-05,6.320803160407867e-05,0.01896247238790875,0.01849527491647583,0.01340749241816587,0.01307715856570804
2007-07-18,-0.001810910184032315,15.630000114440918,6.1027580841057174e-05,5.989332034725884e-05,0.01817346485660992,0.018003786458539315,0.012849621467724292,0.01272964967348143
2007-07-19,0.0038766931318340984,16.0,5.664387999699655e-05,5.9532210426803e-05,0.017508589283807417,0.017949430020955268,0.012379518518118556,0.012691216735524915
2007-07-20,-0.010175762115435083,15.229999542236328,5.2990871109169504e-05,5.2113144102851383e-05,0.01693460953941462,0.016793773678210437,0.011973683829808911,0.011874105267337015
2007-07-23,0.003057076503817689,16.950000762939453,6.34605875880299e-05,7.183988772018206e-05,0.01853218822910816,0.019717755660328642,0.013103258271965908,0.013941518495640572
2007-07-24,-0.01749325515862897,16.809999465942383,5.877615120005647e-05,6.708552953003163e-05,0.01783508691760131,0.019054128257884422,0.012610369984113677,0.013472298069910038
2007-07-25,0.0020465009153299574,18.549999237060547,9.675311154266328e-05,0.00011005720259002106,0.022882692707479134,0.02440528552986738,0.01617929997242205,0.017255855355313002
2007-07-26,-0.023963669041674882,18.100000381469727,8.807136001759911e-05,9.783909449398791e-05,0.021831923937542165,0.023010755107805838,0.01543634968471808,0.0162698470079725
2007-07-27,-0.019855071049016453,20.739999771118164,0.00016004896773265972,0.0001812050050611543,0.029430734227476843,0.03131552901947585,0.020809119082359682,0.02214177082558061
2007-07-30,0.015522402975367394,24.170000076293945,0.00019885740715449608,0.0002661028477178325,0.0328054156253708,0.03794891987463989,0.023195201146470654,0.026831936526444205
2007-07-31,-0.01132781270847559,20.8700008392334,0.0001895417095030903,0.00019085682919439163,0.03202779608577983,0.03213871514304542,0.02264538212139819,0.022723807887242247
2007-08-01,0.004860253992150382,23.520000457763672,0.00018803553983917366,0.00023376148794154597,0.03190028982463827,0.03556813875908928,0.02255522830629683,0.025148595657011427
2007-08-02,0.007958638690061822,23.670000076293945,0.00016993920379252612,0.0002176267629662689,0.030326441113697804,0.03431869849725559,0.021442432241120777,0.02426517389138935
2007-08-03,-0.02608247369245477,21.219999313354492,0.0001557147079023865,0.00016431812327806578,0.029029494665429135,0.029820669615048295,0.02052542103518662,0.02108482446747457
2007-08-06,0.01662090556381686,25.15999984741211,0.00023480143226087692,0.0002850551322554398,0.035647167680703924,0.03927707070030392,0.025204473374098566,0.02777101091300077
2007-08-07,0.010612799779405227,22.940000534057617,0.00022305156440062825,0.00022644822391279295,0.034743798284265326,0.03500734040049016,0.024565742406649584,0.024752080920576958
2007-08-08,0.013844270949222358,21.559999465942383,0.00020509753362678846,0.00018761308789287854,0.03331615524123089,0.031864435120685534,0.02355632164738527,0.02252987709356634
2007-08-09,-0.030081528218640387,21.450000762939453,0.00019280881537849445,0.00017643410478229978,0.032302646241524215,0.03090052991648179,0.022839716030178155,0.021848344039604825
2007-08-10,-0.0046882167075681346,26.479999542236328,0.0002989455841809392,0.00034309913615265147,0.040222654589386696,0.0430907914088856,0.02843958980737011,0.030467517488689453
2007-08-13,0.003587012705950661,28.299999237060547,0.0002702932838029079,0.00035818990113894934,0.03824655170553742,0.04402824015599288,0.027042378310328248,0.031130344398184358
2007-08-14,-0.015404059462360814,26.56999969482422,0.00024241203881768833,0.00029010461050633436,0.03622027557733342,0.03962342143256207,0.025609691618938335,0.028015899592165747
2007-08-15,-0.013871358742663795,27.68000030517578,0.00025009059773989015,0.000314232370392456,0.03678945383078638,0.04123823972217942,0.0260121313937549,0.029157663362831307
2007-08-16,0.0074878247348717725,30.670000076293945,0.0002506610811575048,0.00037319143739344095,0.03683139026969196,0.044940768370675725,0.02604178272166033,0.031775551144933474
2007-08-17,0.018200580764202043,30.829999923706055,0.00022698544452367804,0.0003479368804288876,0.035048841109915276,0.043393521008919245,0.024781424164199588,0.030681563670757653
2007-08-20,-0.00048387271563754536,29.989999771118164,0.00021865009809674403,0.000313778328412942,0.034399291391528024,0.041208435885429336,0.02432215742163853,0.029136590440108752
2007-08-21,0.0020034866463163087,26.329999923706055,0.00019604157612626542,0.00022508225193885903,0.0325723243581549,0.034901595748576895,0.023030393027887418,0.02467731373886216
2007-08-22,0.011797620362334827,25.25,0.00017613855886517815,0.00019261653420082198,0.03087463822972497,0.03228653510010661,0.021830037218279832,0.022828324582798
2007-08-23,-0.0008868169428006424,22.889999389648438,0.00016470483340713196,0.00015265171053665874,0.02985573932569398,0.028742563249373958,0.021109620647528027,0.02032254502268171
2007-08-24,0.012277506252573997,22.6200008392334,0.0001482654960306357,0.0001393631770211327,0.028326616675588112,0.027463044288911383,0.02002844832366941,0.019417855992139455
2007-08-27,-0.009347145674889416,20.719999313354492,0.00014051141372870333,0.00011499457040591719,0.02757594853233415,0.024946712712926113,0.019497685391845515,0.01763867362412048
2007-08-28,-0.02222509728956914,22.719999313354492,0.0001388468974545193,0.00013829014661126355,0.02741212781057475,0.027357113778964062,0.019381855291213272,0.01934295739875367
2007-08-29,0.01943135157619939,26.299999237060547,0.00019392109819053372,0.0002263002477692455,0.03239568661660517,0.03499590048346516,0.02290550060182909,0.024743992281203386
2007-08-30,-0.0026651839086241007,23.809999465942383,0.00019145172844462218,0.0001844651125473955,0.03218876423513612,0.03159597625203345,0.022759195299232364,0.02234006217004733
