state,label,event_date,event_trading_day,ticker,role,pre_rv,post5_rv,post22_rv,post5_rv_ratio,post22_rv_ratio,pre_volume,post5_volume,post22_volume,post5_volume_ratio,post22_volume_ratio
IA,Iowa online launch,2019-08-15,2019-08-15,PENN,betting,0.35575453798474677,0.45890632296303435,0.3736670138018261,1.2899521269991792,1.0503506600886912,1661648.0,1574120.0,1487709.0909090908,0.9473245837866985,0.8953214464851105
IA,Iowa online launch,2019-08-15,2019-08-15,MGM,betting,0.24689111716281364,0.16708524498587385,0.22116286074434283,0.6767568104756422,0.8957910810476661,5372284.0,3709340.0,5843481.818181818,0.6904586578073684,1.0877090299362093
IA,Iowa online launch,2019-08-15,2019-08-15,CZR,betting,0.3523499694975984,0.2173716528074867,0.5215864612224541,0.6169197435079338,1.4803079505474719,1742868.0,891300.0,1461895.4545454546,0.5113984535834039,0.8387872486874821
IA,Iowa online launch,2019-08-15,2019-08-15,SPY,control,0.13407152707826286,0.15600121606795012,0.14796683399182997,1.1635670859248588,1.103640998326631,66772716.0,57875520.0,64530404.54545455,0.8667540197106854,0.9664187472238593
IA,Iowa online launch,2019-08-15,2019-08-15,IWM,control,0.160071224713049,0.18410869366553245,0.20975343770075663,1.1501673332953761,1.3103756660622186,18532476.0,15911220.0,23010372.727272727,0.8585587808126663,1.241624310063735
IA,Iowa online launch,2019-08-15,2019-08-15,QQQ,control,0.16555635761836782,0.1812263740418452,0.184375659819345,1.0946506473620246,1.1136730867464388,29214300.0,23968120.0,26278204.545454547,0.8204242442913231,0.8994980042463638
IN,Indiana online launch,2019-10-03,2019-10-03,DKNG,betting,0.022733822503236627,0.02150198230919384,0.08003072111714077,0.9458146471466728,3.520337202674418,24072.0,7360.0,151163.63636363635,0.3057494184114324,6.27964591075259
IN,Indiana online launch,2019-10-03,2019-10-03,PENN,betting,0.3108931934020713,0.12600349675177314,0.26773652169561846,0.40529512844244103,0.8611848936472557,1376636.0,1342380.0,1922081.8181818181,0.9751161527084865,1.3962164422416805
IN,Indiana online launch,2019-10-03,2019-10-03,MGM,betting,0.207428358517297,0.3142113498091211,0.23014070987718316,1.5147945635549138,1.1094949192204702,5753676.0,4199740.0,4848040.909090909,0.7299229223195745,0.8425988722845897
IN,Indiana online launch,2019-10-03,2019-10-03,CZR,betting,0.5020653911908958,0.26916433107838833,0.2654008635312773,0.5361140915129249,0.5286181206431063,1510980.0,1677320.0,1380772.7272727273,1.110087492885412,0.9138259455934078
IN,Indiana online launch,2019-10-03,2019-10-03,SPY,control,0.127548899428925,0.17082176811507124,0.10954214361436264,1.3392649319585819,0.8588246868833518,67247356.0,67613100.0,55565272.72727273,1.0054387863219485,0.8262818946706653
IN,Indiana online launch,2019-10-03,2019-10-03,IWM,control,0.19203052932431977,0.14152951972217626,0.13311035020976356,0.7370157246358858,0.6931728547441219,23260424.0,15958460.0,14970477.272727273,0.6860777774300245,0.6436029400292649
IN,Indiana online launch,2019-10-03,2019-10-03,QQQ,control,0.16872840335400047,0.1745572131010607,0.13694068296873688,1.0345455159368224,0.8116042127265829,27434416.0,26161600.0,22628490.90909091,0.9536051359722766,0.824821308720073
NH,New Hampshire online launch,2019-12-30,2019-12-30,DKNG,betting,0.0300385379977234,0.11110085914620672,0.49060397315775284,3.698610736468831,16.332485062852772,134460.0,1277400.0,2812372.727272727,9.500223114680946,20.9160547915568
NH,New Hampshire online launch,2019-12-30,2019-12-30,PENN,betting,0.3039861649316793,0.19821245814958846,0.4885131445484248,0.6520443395643897,1.6070242692071788,1385876.0,1034060.0,2256204.5454545454,0.746141790463216,1.6279988580901505
NH,New Hampshire online launch,2019-12-30,2019-12-30,MGM,betting,0.09988258765769552,0.14317563963543753,0.3169492903877561,1.4334394311660235,3.1732186542259306,4006816.0,3622960.0,5461940.909090909,0.9041992444873935,1.3631623985456056
NH,New Hampshire online launch,2019-12-30,2019-12-30,CZR,betting,0.2333619017497466,0.22814597629067737,0.26613554952847596,0.9776487703435726,1.140441295399946,1140748.0,1818520.0,1485695.4545454546,1.5941469982853356,1.3023870780798692
NH,New Hampshire online launch,2019-12-30,2019-12-30,SPY,control,0.07600793330184363,0.09330666549134874,0.11672237812434277,1.2275911400038753,1.535660464030951,58439124.0,58017700.0,65867322.72727273,0.9927886667158118,1.1271100286731321
NH,New Hampshire online launch,2019-12-30,2019-12-30,IWM,control,0.1056690467387391,0.03931896018340247,0.11725784360900204,0.37209534293061647,1.109670686240935,15678060.0,16784860.0,17550845.454545453,1.0705954690822717,1.1194526270817597
NH,New Hampshire online launch,2019-12-30,2019-12-30,QQQ,control,0.0939447559628893,0.1426431621510592,0.1446980724521016,1.5183727999400742,1.5402464029951943,19917704.0,24090760.0,27439268.181818184,1.209514911959732,1.3776320896132497
CO,Colorado online launch,2020-05-01,2020-05-01,DKNG,betting,0.6831131777076416,0.7902693778269917,0.987125634458305,1.1568644898330607,1.44503966058868,2214632.0,7669820.0,13357313.636363637,3.463248070108262,6.031391958737902
CO,Colorado online launch,2020-05-01,2020-05-01,PENN,betting,2.1401012183786983,1.0207758892264958,1.1193092721327125,0.4769755189428923,0.5230169781318478,12712988.0,9775600.0,19888100.0,0.7689459000511918,1.5643922577445994
CO,Colorado online launch,2020-05-01,2020-05-01,MGM,betting,1.4557420447380511,0.6736192896694908,0.9212956332447024,0.462732592016811,0.6328701136130763,32872640.0,22515380.0,28333309.09090909,0.6849276480380037,0.8619115802962308
CO,Colorado online launch,2020-05-01,2020-05-01,CZR,betting,2.2833641729583647,0.811676786825369,1.1390597640918863,0.35547408356405413,0.49885155315198865,7826392.0,5543720.0,8637290.909090908,0.7083366128351353,1.1036108220864618
CO,Colorado online launch,2020-05-01,2020-05-01,SPY,control,0.5313692650494679,0.16673693372505216,0.1982299488147379,0.31378731268834253,0.3730549767425552,186203624.0,77155700.0,91266981.81818181,0.4143619675200306,0.4901461091765959
CO,Colorado online launch,2020-05-01,2020-05-01,IWM,control,0.6097950425819593,0.29711030621106255,0.3769662858186242,0.48722978290058755,0.6181852253545636,48950764.0,29832060.0,36446495.45454545,0.609429916150032,0.7445541698704734
CO,Colorado online launch,2020-05-01,2020-05-01,QQQ,control,0.5025917591628787,0.18072859716166645,0.17575463676515465,0.3595932361937044,0.3496966147194557,67254184.0,35511280.0,40644777.27272727,0.5280159223997127,0.604345705431907
IL,Illinois online launch,2020-06-18,2020-06-18,DKNG,betting,0.9309976559776579,0.7554497330895813,0.7969428363020503,0.8114410688781697,0.8560094981819969,13539836.0,25526040.0,15571181.818181818,1.8852547401608113,1.1500273576564604
IL,Illinois online launch,2020-06-18,2020-06-18,PENN,betting,1.1661079733537214,1.3839638190237507,0.9757828640981318,1.1868230478207578,0.8367860321645727,20426936.0,16767480.0,11540472.727272727,0.8208514483033579,0.5649634740752468
IL,Illinois online launch,2020-06-18,2020-06-18,MGM,betting,0.9853945624304229,0.7144095360920517,0.6705864035376718,0.7249984557759268,0.6805257803368697,32084340.0,24036960.0,21744095.454545453,0.7491804412994003,0.67771677567765
IL,Illinois online launch,2020-06-18,2020-06-18,CZR,betting,1.1449896021389578,0.8382528440994376,0.7042215035132915,0.7321052021201725,0.6150461997189612,8861192.0,10054940.0,8361718.181818182,1.1347164128708642,0.943633563274352
IL,Illinois online launch,2020-06-18,2020-06-18,RSI,betting,0.15003135064031162,0.07927571123678875,0.16106148106743182,0.5283943049132848,1.0735188370966817,5080.0,12620.0,41781.818181818184,2.484251968503937,8.224767358625627
IL,Illinois online launch,2020-06-18,2020-06-18,BETZ,betting,0.591287806810176,0.2859261618854571,0.2517841606763404,0.4835651244491997,0.42582336009031196,1866580.0,672980.0,308531.8181818182,0.36054173943790246,0.1652925768956156
IL,Illinois online launch,2020-06-18,2020-06-18,SPY,control,0.2061823101531606,0.2101464721279929,0.1809171274438701,1.0192264892748923,0.8774619282783159,92794832.0,100190340.0,82674450.0,1.079697412459349,0.8909380858623679
IL,Illinois online launch,2020-06-18,2020-06-18,IWM,control,0.39198769442325887,0.27090621502326495,0.2757483056161864,0.6911089783618232,0.7034616380544845,37991528.0,35962220.0,30144904.545454547,0.9465852492166148,0.793463862402548
IL,Illinois online launch,2020-06-18,2020-06-18,QQQ,control,0.17746803607849668,0.19281659227550504,0.22285371395397885,1.086486313457706,1.2557400131221796,41428428.0,37846280.0,41555854.54545455,0.9135340592696397,1.0030758238148585
TN,Tennessee online-only launch,2020-11-01,2020-11-02,DKNG,betting,0.7493038580068138,0.8133694264094903,0.6079687946140809,1.08550011816714,0.8113781720426594,31851644.0,23940220.0,22406754.545454547,0.7516164628739415,0.7034724658311058
TN,Tennessee online-only launch,2020-11-01,2020-11-02,PENN,betting,0.6836725397232297,0.90443145665422,0.5385135073999707,1.3229015414607113,0.7876775446004844,8565560.0,6259400.0,4255468.181818182,0.730763662854501,0.49681143811008055
TN,Tennessee online-only launch,2020-11-01,2020-11-02,MGM,betting,0.3846586667057254,1.0343827140498372,0.6919829508280102,2.689092443720159,1.7989532297666815,10395032.0,11409220.0,10534604.545454545,1.0975646828215633,1.0134268509663602
TN,Tennessee online-only launch,2020-11-01,2020-11-02,CZR,betting,0.5612798611871364,1.0737472769216003,0.6658143285783411,1.913033677443136,1.1862430395598176,5386772.0,4846940.0,3472236.3636363638,0.8997856230039066,0.6445857303105392
TN,Tennessee online-only launch,2020-11-01,2020-11-02,RSI,betting,0.5352839451037589,0.14763640297748576,0.6802329870099677,0.275809510686647,1.2707890704215163,552364.0,705760.0,849454.5454545454,1.2777081779406334,1.5378528388065578
TN,Tennessee online-only launch,2020-11-01,2020-11-02,GENI,betting,0.10022720168387543,0.14148175054916137,0.21198989974711246,1.4116103031131815,2.1150934694928973,54253.333333333336,628000.0,731440.9090909091,11.57532563283362,13.481953350164211
TN,Tennessee online-only launch,2020-11-01,2020-11-02,BETZ,betting,0.3462712779164682,0.4012456940872628,0.27399808378618473,1.1587611207651365,0.791281579676042,239204.0,191940.0,173572.72727272726,0.8024113309141988,0.7256263577228109
TN,Tennessee online-only launch,2020-11-01,2020-11-02,SPY,control,0.177809709140061,0.258314372070878,0.16933228143067935,1.4527574074563236,0.9523230325813988,70298608.0,109914160.0,74191654.54545455,1.5635325240010443,1.055378714546589
TN,Tennessee online-only launch,2020-11-01,2020-11-02,IWM,control,0.23796761661361274,0.38064408554973417,0.2595541212706481,1.599562541183008,1.09071194208784,24285272.0,37475560.0,28201013.636363637,1.543139397409261,1.1612393567740826
TN,Tennessee online-only launch,2020-11-01,2020-11-02,QQQ,control,0.2475612886302449,0.40723251145257716,0.23751044297399476,1.6449765377527001,0.9594005762699758,44529048.0,59776680.0,35710381.81818182,1.342419896333737,0.8019570015999853
VA,Virginia online launch,2021-01-21,2021-01-21,DKNG,betting,0.5475209244305148,0.49763569150309145,0.5262375846858066,0.9088889014071749,0.9611278057238719,17290932.0,17567360.0,14507636.363636363,1.015986876820752,0.839031485615487
VA,Virginia online launch,2021-01-21,2021-01-21,PENN,betting,0.7176432961014201,0.8278217198328777,0.7206812534289541,1.1535281167259546,1.0042332414223578,4828316.0,4878840.0,4519127.2727272725,1.0104641038407594,0.9359634441339947
VA,Virginia online launch,2021-01-21,2021-01-21,MGM,betting,0.3785511399166124,0.5417614239015557,0.527654837594493,1.431144611058087,1.3938799331332759,8736776.0,10061020.0,9863881.818181818,1.151571243213744,1.129007063724859
VA,Virginia online launch,2021-01-21,2021-01-21,CZR,betting,0.36889366876265334,1.1011877569401467,0.671262906184719,2.985108854358388,1.8196650228134177,2169168.0,2764460.0,1987718.1818181819,1.2744333311205034,0.9163505002001605
VA,Virginia online launch,2021-01-21,2021-01-21,RSI,betting,0.619647046184908,0.829826967506412,0.8005342470195353,1.3391929689902606,1.2919197339006585,1122900.0,2032500.0,1372600.0,1.8100454181138124,1.2223706474307596
VA,Virginia online launch,2021-01-21,2021-01-21,GENI,betting,0.8404153237352696,1.1410336476407232,0.8494534788721769,1.3577020973027238,1.0107543911702332,2222356.0,1183380.0,878131.8181818182,0.5324889441655613,0.39513553102285065
VA,Virginia online launch,2021-01-21,2021-01-21,BETZ,betting,0.24106381781316458,0.3817119600318783,0.29056125695327834,1.5834477504530458,1.205329192863263,282692.0,506900.0,522936.36363636365,1.7931175979511271,1.8498449324224373
VA,Virginia online launch,2021-01-21,2021-01-21,SPY,control,0.10276373596155867,0.18998067008443312,0.1475662953606715,1.8487131506731138,1.43597635858502,65576492.0,76695400.0,65738286.36363637,1.1695563099044701,1.0024672616466945
VA,Virginia online launch,2021-01-21,2021-01-21,IWM,control,0.21234221276039092,0.16428299561494555,0.2076915291256124,0.7736709224195762,0.9780981672258149,26452384.0,32157560.0,27294395.454545453,1.2156771956735544,1.031831212436106
VA,Virginia online launch,2021-01-21,2021-01-21,QQQ,control,0.15593169552378575,0.21443853197900767,0.1938115288461211,1.3752081080032719,1.242925809246762,29214848.0,36857680.0,34631240.90909091,1.2616077961453025,1.1853986339100893
MI,Michigan online launch,2021-01-22,2021-01-22,DKNG,betting,0.5455757729468296,0.546807253502329,0.5221180081983128,1.0022572126853209,0.9570036539162766,17125676.0,19000760.0,14421018.181818182,1.1094896341610105,0.842070011240326
MI,Michigan online launch,2021-01-22,2021-01-22,PENN,betting,0.7161434910714315,0.8448945782080806,0.7178353037430881,1.179783924230077,1.002362393420801,4861060.0,4983080.0,4476459.090909091,1.0251015210674215,0.9208812668243327
MI,Michigan online launch,2021-01-22,2021-01-22,MGM,betting,0.36780564489863715,0.5934648976507289,0.5339429175090846,1.6135285194284625,1.4516985394724786,8656188.0,9922960.0,10184254.545454545,1.1463429398714537,1.1765288075368217
MI,Michigan online launch,2021-01-22,2021-01-22,CZR,betting,0.38092160915843454,1.1447475937562945,0.6872652452084557,3.005205181941165,1.8042170060312996,2178180.0,2924240.0,1999781.8181818181,1.342515310947672,0.9180975944053376
MI,Michigan online launch,2021-01-22,2021-01-22,RSI,betting,0.561145500528682,0.9427672405935622,0.7997874942728281,1.6800762720280857,1.425276498732165,1117984.0,2066780.0,1375440.9090909092,1.8486668861092823,1.2302867564212987
MI,Michigan online launch,2021-01-22,2021-01-22,GENI,betting,0.8632273483514226,1.2650511439066134,0.8454126676217539,1.465490112567202,0.9793627011891006,2145084.0,1149660.0,862227.2727272727,0.535951039679565,0.40195501562049446
MI,Michigan online launch,2021-01-22,2021-01-22,BETZ,betting,0.2410316379176786,0.42635365353902943,0.29634516740421585,1.768870083705133,1.2294865933966266,296540.0,490960.0,521236.36363636365,1.655628245767856,1.7577269968178446
MI,Michigan online launch,2021-01-22,2021-01-22,SPY,control,0.10291084160984916,0.23679280415059403,0.15168226990677827,2.300951002308503,1.4739192444060374,65430864.0,91476320.0,66627986.36363637,1.3980607072527729,1.0182959889332406
MI,Michigan online launch,2021-01-22,2021-01-22,IWM,control,0.21353846610890181,0.17885534392951577,0.21875591924080118,0.8375790422616499,1.0244333174578417,26776812.0,35315900.0,27420972.727272727,1.3188986052559206,1.0240566624313876
MI,Michigan online launch,2021-01-22,2021-01-22,QQQ,control,0.15636480909854636,0.2614404570429117,0.19554929127174794,1.6719903829393168,1.2505965530166459,29296744.0,43587600.0,36294736.36363637,1.4877967326334967,1.238865874092915
AZ,Arizona online launch,2021-09-09,2021-09-09,DKNG,betting,0.44553759462013565,0.3303613785810841,0.47491541258884695,0.741489343593439,1.0659379103434778,12627696.0,8582860.0,12550322.727272727,0.6796853519438542,0.9938727323870267
AZ,Arizona online launch,2021-09-09,2021-09-09,PENN,betting,0.5397858320061351,0.4942541405831735,0.5520861838422634,0.915648598530752,1.0227874670041146,4920116.0,5385120.0,4761895.454545454,1.0945107798271423,0.9678421107440259
AZ,Arizona online launch,2021-09-09,2021-09-09,MGM,betting,0.3626341047822352,0.4031056625471033,0.35842373426524077,1.1116043891932659,0.9883894800255404,6121020.0,7875060.0,8198754.545454546,1.286560083123401,1.3394425349785732
AZ,Arizona online launch,2021-09-09,2021-09-09,CZR,betting,0.46909088032841306,0.35088497142814534,0.3814510205931186,0.7480106438703069,0.813170830194061,2836612.0,1736980.0,2311090.909090909,0.612343175591163,0.8147363506503212
AZ,Arizona online launch,2021-09-09,2021-09-09,RSI,betting,0.7978854357837531,0.9719631119556442,0.6079530276438677,1.2181737732822466,0.7619552887899036,1486632.0,4369140.0,2505650.0,2.938951939686486,1.685454100274984
AZ,Arizona online launch,2021-09-09,2021-09-09,GENI,betting,0.6346432755723175,0.627787781144,0.6705035424205132,0.9891978774656752,1.0565046038120505,1356508.0,1555960.0,1416236.3636363635,1.1470334122614831,1.0440309704302249
AZ,Arizona online launch,2021-09-09,2021-09-09,BETZ,betting,0.2826950558724414,0.20792323586161798,0.2728055830636135,0.7355036161489777,0.9650171709642836,188748.0,141020.0,125263.63636363637,0.7471337444635175,0.6636554366861444
AZ,Arizona online launch,2021-09-09,2021-09-09,SPY,control,0.08113392059044726,0.09261128935179315,0.1487522863836235,1.1414620257201924,1.833416717706819,56914412.0,81692560.0,96140722.72727273,1.4353580600990836,1.6892157776710885
AZ,Arizona online launch,2021-09-09,2021-09-09,IWM,control,0.1775851174547226,0.13745375744869032,0.1878262386019652,0.7740161980844805,1.0576688029606631,25677260.0,27862560.0,29371131.818181816,1.0851064326957005,1.1438577098250287
AZ,Arizona online launch,2021-09-09,2021-09-09,QQQ,control,0.10003875096127526,0.07840411985366147,0.17435753189390862,0.7837374927243094,1.742899928462741,31507592.0,40021760.0,50936181.81818182,1.2702259188832965,1.6166320110461574
CT,Connecticut online launch,2021-10-19,2021-10-19,DKNG,betting,0.4645324316952115,0.5218255592919562,0.4841394467961822,1.1233350433416793,1.0422080650632273,12645748.0,14385240.0,15396654.545454545,1.1375554850531577,1.2175360876600219
CT,Connecticut online launch,2021-10-19,2021-10-19,PENN,betting,0.5412230831702572,0.38315426561789184,0.9416729718965591,0.70794147096154,1.7398980220515259,4847816.0,3966640.0,7663877.2727272725,0.8182323751561528,1.5808927716578502
CT,Connecticut online launch,2021-10-19,2021-10-19,MGM,betting,0.3514491488478977,0.21333945856171727,0.3471946534023958,0.6070279562806613,0.9878944209725682,7795612.0,3993220.0,4731077.2727272725,0.5122394495775315,0.6068897827043307
CT,Connecticut online launch,2021-10-19,2021-10-19,CZR,betting,0.3755030556658971,0.09990313785708654,0.4049198484232487,0.26605146442796224,1.0783396894205972,2307192.0,1110580.0,2079086.3636363635,0.48135569124719574,0.9011327898312597
CT,Connecticut online launch,2021-10-19,2021-10-19,RSI,betting,0.6318530116867814,0.4182069314060759,0.4926524111756008,0.6618737644213162,0.7796946474314119,2415800.0,1100680.0,1117595.4545454546,0.45561718685321634,0.4626191963512934
CT,Connecticut online launch,2021-10-19,2021-10-19,GENI,betting,0.6453826801609958,0.7917257076746945,0.6181185025079626,1.2267538810883372,0.957755021181802,1610388.0,1145660.0,1291900.0,0.7114186146444211,0.8022290280354797
CT,Connecticut online launch,2021-10-19,2021-10-19,SRAD,betting,0.48836869159495516,0.3015500817084497,0.559162564536822,0.6174639916486504,1.1449598923114057,1525850.0,186840.0,290227.2727272727,0.12244978208867188,0.19020694873498228
CT,Connecticut online launch,2021-10-19,2021-10-19,BETZ,betting,0.2625001496040771,0.11357479787585859,0.2200097171614083,0.43266565008500313,0.8381317781846749,133572.0,92840.0,157790.9090909091,0.695055850028449,1.1813172602859063
CT,Connecticut online launch,2021-10-19,2021-10-19,SPY,control,0.1407186601841602,0.0515080719627602,0.0698339023181952,0.3660358327413789,0.4962661115931798,91236788.0,50202340.0,53080027.27272727,0.5502422991918567,0.5817831648427526
CT,Connecticut online launch,2021-10-19,2021-10-19,IWM,control,0.1809481373339339,0.10102781150676587,0.17476009953629434,0.5583246834993517,0.9658021470195091,28709612.0,18909280.0,26392927.272727273,0.6586393435062794,0.9193063031547508
CT,Connecticut online launch,2021-10-19,2021-10-19,QQQ,control,0.16436207586811524,0.10616024459215269,0.11829541567215067,0.6458925760790225,0.7197245170295328,48276576.0,34584900.0,36589695.45454545,0.7163909056019218,0.7579181973167578
NY,New York online launch,2022-01-08,2022-01-10,DKNG,betting,0.8183410617568274,0.7561709465662776,0.8100800410410103,0.9240290899529323,0.9899051616717335,16718032.0,22192740.0,28500559.09090909,1.327473233691621,1.7047795512599264
NY,New York online launch,2022-01-08,2022-01-10,PENN,betting,0.5993777983080737,0.4863773790690863,0.4681503787833437,0.8114704622727678,0.7810605933433649,4335884.0,4296940.0,5366759.090909091,0.9910182098967593,1.237754305906037
NY,New York online launch,2022-01-08,2022-01-10,MGM,betting,0.4524206932396587,0.25602754633977287,0.36809256299771564,0.5659059149271685,0.813606823246539,6468940.0,4614020.0,5587804.545454546,0.713257504320646,0.8637898242145615
NY,New York online launch,2022-01-08,2022-01-10,CZR,betting,0.5887648666138292,0.49341949598060125,0.5960444220175539,0.8380586613776922,1.012364113106123,2436644.0,2905340.0,3300659.090909091,1.192353088920663,1.354592255130044
NY,New York online launch,2022-01-08,2022-01-10,RSI,betting,0.6270566493879138,0.9796865972779665,0.8842104851457058,1.5623574014154284,1.4100966571502056,1038284.0,1899880.0,1732959.0909090908,1.8298269067037536,1.6690607684497603
NY,New York online launch,2022-01-08,2022-01-10,GENI,betting,0.7821714722262676,0.9041545075401437,0.9379889991170077,1.1559543394834895,1.1992114675919363,2318840.0,1548140.0,2234500.0,0.6676355419088855,0.9636283659070914
NY,New York online launch,2022-01-08,2022-01-10,SRAD,betting,0.7273546442700415,0.6799429053043948,0.8055675994774433,0.9348162009562363,1.107530701595911,599972.0,305020.0,338036.36363636365,0.5083903915516057,0.5634202323381152
NY,New York online launch,2022-01-08,2022-01-10,BETZ,betting,0.3489029616208706,0.3504628175378287,0.3551329569454238,1.0044707442714491,1.0178559542619272,205092.0,120900.0,141136.36363636365,0.589491545257738,0.6881612331849299
NY,New York online launch,2022-01-08,2022-01-10,SPY,control,0.1880906913172609,0.17410505433725804,0.20562632407651094,0.9256441832285434,1.0932296682863052,90997276.0,87736320.0,128210145.45454545,0.9641642459714947,1.4089448727514158
NY,New York online launch,2022-01-08,2022-01-10,IWM,control,0.27359096972154456,0.2456411250561052,0.2702697137456222,0.8978407631878853,0.9878605058518464,42333032.0,39287860.0,48645454.54545455,0.9280662911175368,1.149113404999069
NY,New York online launch,2022-01-08,2022-01-10,QQQ,control,0.23882796931140293,0.2798434755724941,0.310073182642432,1.171736611835492,1.2983118498911401,56805212.0,71287640.0,93804095.45454545,1.2549489296862408,1.6513290268953746
LA,Louisiana online launch,2022-01-28,2022-01-28,DKNG,betting,0.7408100693257103,1.0948269466408596,1.1854455822620658,1.4778780580525552,1.6002017674261169,19004036.0,26159460.0,30755222.727272727,1.3765212821108106,1.6183521609447975
LA,Louisiana online launch,2022-01-28,2022-01-28,PENN,betting,0.533130195257362,0.41843805191541433,0.4594088229608476,0.7848702917932054,0.8617197582273006,4501952.0,6656160.0,4822009.090909091,1.4785053239128272,1.0710929594338392
LA,Louisiana online launch,2022-01-28,2022-01-28,MGM,betting,0.37132561826718935,0.41461175310554377,0.4413739005116669,1.1165719053814587,1.1886438177127707,5081976.0,4488140.0,5853700.0,0.8831486020398365,1.15185510517956
LA,Louisiana online launch,2022-01-28,2022-01-28,CZR,betting,0.4738183916529172,0.6471275321680503,0.5599806243568161,1.3657712397160091,1.1818465349209464,2398876.0,2990540.0,3030950.0,1.2466421774197582,1.2634875666770604
LA,Louisiana online launch,2022-01-28,2022-01-28,RSI,betting,0.6820774631544019,1.2164061942417048,0.8432824840270063,1.7833842341252477,1.2363441538254027,1290484.0,1291080.0,1043640.9090909091,1.0004618422235378,0.8087205336067004
LA,Louisiana online launch,2022-01-28,2022-01-28,GENI,betting,0.7525725061219986,1.2449670452093227,0.9352683679658376,1.6542818599959626,1.242761807477222,1742588.0,2134400.0,1473600.0,1.2248448858823773,0.8456387855304869
LA,Louisiana online launch,2022-01-28,2022-01-28,SRAD,betting,0.7743721669610067,0.94958256795654,0.8182391099286668,1.2262612326100764,1.0566483983274013,350764.0,302340.0,340168.1818181818,0.861947064122886,0.9697921731368722
LA,Louisiana online launch,2022-01-28,2022-01-28,BETZ,betting,0.29678926973832953,0.4477711693578398,0.38441500749639734,1.508717514459423,1.295245639558751,167940.0,135340.0,116540.90909090909,0.8058830534714779,0.6939437244903482
LA,Louisiana online launch,2022-01-28,2022-01-28,SPY,control,0.15780654603985392,0.2295184580610313,0.22819476174916578,1.4544292605141145,1.4460411654376832,86021612.0,125849320.0,122988131.81818181,1.4629965316157991,1.4297352602295086
