asset,origin,train_start,train_end,block_start,block_end,n_block,gamma,gamma_se,gamma_t,chosen_model,block_mean_loss_garch,block_mean_loss_gjr,block_mean_loss_rule,block_rule_minus_garch,block_rule_minus_gjr
SPY,2023-12-04,2021-12-01,2023-12-01,2023-12-04,2024-01-03,21,0.08837821819578315,0.1084775141010972,0.8147146339785938,GARCH,1.174512905677387,1.1681623502253395,1.174512905677387,0.0,0.006350555452047747
SPY,2024-01-04,2021-12-31,2024-01-03,2024-01-04,2024-02-02,21,0.07601901940715527,0.047864578579539775,1.5882103564503212,GARCH,1.58411401006775,1.624244348383433,1.58411401006775,0.0,-0.04013033831568295
SPY,2024-02-05,2022-02-01,2024-02-02,2024-02-05,2024-03-05,21,0.07257693909506568,0.03310609306019901,2.1922532194630824,GJR,1.6447466320787978,1.5933228848445447,1.5933228848445447,-0.051423747234253435,0.0
SPY,2024-03-06,2022-03-03,2024-03-05,2024-03-06,2024-04-04,21,0.07436699700593197,0.03895761457758474,1.9089207029816688,GJR,1.2267178800365792,1.1697953513539983,1.1697953513539983,-0.05692252868258086,0.0
SPY,2024-04-05,2022-04-01,2024-04-04,2024-04-05,2024-05-03,21,0.06430434990666843,0.03319442194016358,1.937203486253918,GJR,1.1656946179079204,1.141026225124761,1.141026225124761,-0.024668392783159687,0.0
SPY,2024-05-06,2022-05-03,2024-05-03,2024-05-06,2024-06-04,21,0.06125272051014549,0.030765405972315148,1.9909609047663779,GJR,1.929781405475494,1.929151570041072,1.929151570041072,-0.0006298354344217385,0.0
SPY,2024-06-05,2022-06-02,2024-06-04,2024-06-05,2024-07-05,21,0.06269038887691851,0.24468507098757575,0.25620847493430327,GARCH,1.5736810188498307,1.4934964431185922,1.5736810188498307,0.0,0.08018457573123851
SPY,2024-07-08,2022-07-05,2024-07-05,2024-07-08,2024-08-05,21,0.08162736276568593,0.03660766675214719,2.2297887302773303,GJR,1.89729936277523,1.6685122564383534,1.6685122564383534,-0.22878710633687624,0.0
SPY,2024-08-06,2022-08-03,2024-08-05,2024-08-06,2024-09-04,21,0.12462657297091072,0.05303145021419283,2.350050252586848,GJR,1.7432878881477545,1.7571322155629487,1.7571322155629487,0.013844327415194193,0.0
SPY,2024-09-05,2022-09-01,2024-09-04,2024-09-05,2024-10-03,21,0.1006046184298965,0.04683176820665989,2.148213110082605,GJR,1.5885861528516458,1.5959934304602372,1.5959934304602372,0.0074072776085911144,0.0
SPY,2024-10-04,2022-10-03,2024-10-03,2024-10-04,2024-11-01,21,0.15153609793689612,0.08630733013211743,1.7557732084276954,GJR,1.6224455979912946,1.632433680589041,1.632433680589041,0.00998808259774602,0.0
SPY,2024-11-04,2022-11-01,2024-11-01,2024-11-04,2024-12-03,21,0.148032595391426,0.06637584536952852,2.2302178536076926,GJR,1.729975745606494,1.5845749078781373,1.5845749078781373,-0.14540083772835632,0.0
SPY,2024-12-04,2022-12-01,2024-12-03,2024-12-04,2025-01-03,21,0.1615019246491763,0.0703505047624012,2.295675421159038,GJR,2.253882436397532,2.335589579081546,2.335589579081546,0.08170714268401369,0.0
SPY,2025-01-06,2023-01-03,2025-01-03,2025-01-06,2025-02-05,21,0.16396035173142404,0.10366601922866359,1.5816209877777299,GARCH,0.8745726323134777,0.8722440217281269,0.8745726323134777,0.0,0.0023286105853507896
SPY,2025-02-06,2023-02-02,2025-02-05,2025-02-06,2025-03-07,21,0.14862173234148682,0.05650723983629267,2.6301361165765553,GJR,1.5656057509727401,1.481389179526396,1.481389179526396,-0.08421657144634404,0.0
SPY,2025-03-10,2023-03-06,2025-03-07,2025-03-10,2025-04-07,21,0.16618395360698382,0.05668651129580396,2.9316313494721107,GJR,3.324729460386498,2.5022138656689688,2.5022138656689688,-0.8225155947175293,0.0
SPY,2025-04-08,2023-04-04,2025-04-07,2025-04-08,2025-05-07,21,0.19104565851106034,0.06747283219938434,2.83144566907336,GJR,2.367752636403066,1.818862623458643,1.818862623458643,-0.5488900129444235,0.0
SPY,2025-05-08,2023-05-04,2025-05-07,2025-05-08,2025-06-06,21,0.26113588885714406,0.07795165082705817,3.349972528952523,GJR,2.1283579129415524,2.036577015085805,2.036577015085805,-0.0917808978557474,0.0
SPY,2025-06-09,2023-06-05,2025-06-06,2025-06-09,2025-07-09,21,0.2011185657595764,0.07776636569412088,2.5861895944917603,GJR,1.440867757733189,1.3632087514901303,1.3632087514901303,-0.07765900624305855,0.0
SPY,2025-07-10,2023-07-06,2025-07-09,2025-07-10,2025-08-07,21,0.20294106798926953,0.07812856582917851,2.597527112336645,GJR,1.911919504658085,1.8070236722690707,1.8070236722690707,-0.10489583238901427,0.0
SPY,2025-08-08,2023-08-04,2025-08-07,2025-08-08,2025-09-08,21,0.21452460816643248,0.07770355378914522,2.760808196090517,GJR,1.3706274131124,1.2437285018062418,1.2437285018062418,-0.12689891130615813,0.0
SPY,2025-09-09,2023-09-05,2025-09-08,2025-09-09,2025-10-07,21,0.22014467233320464,0.07782599426899194,2.828677929540008,GJR,1.4197537067955543,1.321564004738708,1.321564004738708,-0.09818970205684664,0.0
SPY,2025-10-08,2023-10-04,2025-10-07,2025-10-08,2025-11-05,21,0.23884705082334481,0.07937032312636087,3.009274013450724,GJR,2.242390763426884,2.3530333116045603,2.3530333116045603,0.11064254817767626,0.0
SPY,2025-11-06,2023-11-02,2025-11-05,2025-11-06,2025-12-05,21,0.22556531931051266,0.08349331769862872,2.701597271828345,GJR,1.5596034502109033,1.5125533921375873,1.5125533921375873,-0.047050058073316116,0.0
SPY,2025-12-08,2023-12-04,2025-12-05,2025-12-08,2026-01-07,21,0.21240055790442897,0.08575155608493712,2.4769294879505828,GJR,1.1884928483946982,1.1746724504172112,1.1746724504172112,-0.013820397977486814,0.0
SPY,2026-01-08,2024-01-04,2026-01-07,2026-01-08,2026-02-06,21,0.22329487270062504,0.09398175344030774,2.375938568143977,GJR,2.1039221513051602,2.0638601529647693,2.0638601529647693,-0.04006199834039119,0.0
SPY,2026-02-09,2024-02-05,2026-02-06,2026-02-09,2026-03-10,21,0.22025058163804143,0.08695060464822685,2.5330540544151687,GJR,1.2929101157746457,1.3126905563288962,1.3126905563288962,0.019780440554250968,0.0
SPY,2026-03-11,2024-03-06,2026-03-10,2026-03-11,2026-04-09,21,0.2097551599253414,0.08705300437127864,2.4095108657105215,GJR,1.637775234276607,1.5098808247230413,1.5098808247230413,-0.12789440955356596,0.0
SPY,2026-04-10,2024-04-05,2026-04-09,2026-04-10,2026-05-08,21,0.21051727078548166,0.08230093342496621,2.5578965149576383,GJR,1.1862937034526186,1.076921734809964,1.076921734809964,-0.10937196864265475,0.0
SPY,2026-05-11,2024-05-06,2026-05-08,2026-05-11,2026-06-09,21,0.20982940825714147,0.07169720515230914,2.926605127932013,GJR,1.8174613111542433,1.834116689563387,1.834116689563387,0.016655378409143492,0.0
SPY,2026-06-10,2024-06-05,2026-06-09,2026-06-10,2026-06-26,12,0.20423367297649386,0.06932242458785044,2.9461415146793377,GJR,1.081663529716306,1.0454117738340913,1.0454117738340913,-0.0362517558822148,0.0
QQQ,2023-01-03,2020-12-31,2022-12-30,2023-01-03,2023-02-01,21,0.14657478170383742,0.04807471375173787,3.0488955682765524,GJR,0.9125162994654203,0.941515751082804,0.941515751082804,0.02899945161738354,0.0
QQQ,2023-02-02,2021-02-02,2023-02-01,2023-02-02,2023-03-03,21,0.15148847679549313,0.05068644617130111,2.988737389153682,GJR,0.9304477518825778,1.0677508247914493,1.0677508247914493,0.1373030729088715,0.0
QQQ,2023-03-06,2021-03-04,2023-03-03,2023-03-06,2023-04-03,21,0.1306642180203799,0.04173635697985855,3.1307049171406316,GJR,0.9062125943532079,0.8447735830840305,0.8447735830840305,-0.06143901126917759,0.0
QQQ,2023-04-04,2021-04-05,2023-04-03,2023-04-04,2023-05-03,21,0.11309068262293455,0.04030528551266452,2.80585241326227,GJR,2.242314945799889,2.097162512281308,2.097162512281308,-0.14515243351858148,0.0
QQQ,2023-05-04,2021-05-04,2023-05-03,2023-05-04,2023-06-02,21,0.1301123850164077,0.04583022385374664,2.8390082804662313,GJR,1.2001159242504182,1.3747288117220477,1.3747288117220477,0.17461288747162976,0.0
QQQ,2023-06-05,2021-06-03,2023-06-02,2023-06-05,2023-07-05,21,0.0848453307678382,0.030094520393410134,2.8192949965209277,GJR,1.8200401455414685,1.771369538067508,1.771369538067508,-0.048670607473959876,0.0
QQQ,2023-07-06,2021-07-02,2023-07-05,2023-07-06,2023-08-03,21,0.07609986673560903,0.02546003953293055,2.9889924812245425,GJR,2.232119126911512,2.2525265066988185,2.2525265066988185,0.020407379787306525,0.0
QQQ,2023-08-04,2021-08-03,2023-08-03,2023-08-04,2023-09-01,21,0.071374377504501,0.023765917340605278,3.0032241752585014,GJR,1.0117277597719867,1.0097328992690753,1.0097328992690753,-0.001994860502911496,0.0
QQQ,2023-09-05,2021-09-01,2023-09-01,2023-09-05,2023-10-03,21,0.06911986147600752,0.026318623002071724,2.6262719546750835,GJR,1.573197073065464,1.5967620137262253,1.5967620137262253,0.02356494066076116,0.0
QQQ,2023-10-04,2021-10-01,2023-10-03,2023-10-04,2023-11-01,21,0.07205066847588511,0.027520204640266742,2.6181007524363653,GJR,0.6992240938199448,0.6959740058947412,0.6959740058947412,-0.0032500879252035375,0.0
QQQ,2023-11-02,2021-11-01,2023-11-01,2023-11-02,2023-12-01,21,0.0665928555327095,0.024506339430696814,2.717372609688692,GJR,2.2015869411592117,2.1507618170063783,2.1507618170063783,-0.050825124152833794,0.0
QQQ,2023-12-04,2021-12-01,2023-12-01,2023-12-04,2024-01-03,21,0.048152393881602654,0.0169272437670998,2.8446683077367156,GJR,1.0355600623382688,1.0310055946900927,1.0310055946900927,-0.004554467648176236,0.0
QQQ,2024-01-04,2021-12-31,2024-01-03,2024-01-04,2024-02-02,21,0.0394367778641567,0.13588147483370322,0.2902292451007092,GARCH,1.7969771629151208,1.7708801239295593,1.7969771629151208,0.0,0.026097038985561906
QQQ,2024-02-05,2022-02-01,2024-02-02,2024-02-05,2024-03-05,21,0.033411330936439394,0.015207655912990274,2.1970072920902735,GJR,1.4236300594651992,1.406162735790157,1.406162735790157,-0.017467323675042327,0.0
QQQ,2024-03-06,2022-03-03,2024-03-05,2024-03-06,2024-04-04,21,0.03276513667132437,0.015753648656782495,2.079844319570872,GJR,1.006302066463203,1.004282851771065,1.004282851771065,-0.0020192146921379126,0.0
QQQ,2024-04-05,2022-04-01,2024-04-04,2024-04-05,2024-05-03,21,0.025985326906673326,0.013982561368743722,1.8584096447994352,GJR,1.5885464224368044,1.3004308640797795,1.3004308640797795,-0.2881155583570249,0.0
QQQ,2024-05-06,2022-05-03,2024-05-03,2024-05-06,2024-06-04,21,0.027586711264750964,0.017159484746943388,1.6076654789803624,GARCH,1.957292254178712,2.0297394360702556,1.957292254178712,0.0,-0.07244718189154432
QQQ,2024-06-05,2022-06-02,2024-06-04,2024-06-05,2024-07-05,21,0.025626799802868763,0.01596580559683666,1.6051053388716106,GARCH,1.2244169483847223,1.2191111479258208,1.2244169483847223,0.0,0.00530580045890151
QQQ,2024-07-08,2022-07-05,2024-07-05,2024-07-08,2024-08-05,21,0.036935326083882364,0.19592116812149415,0.18852136518999377,GARCH,2.419857791172331,2.2030311415759183,2.419857791172331,0.0,0.2168266495964128
QQQ,2024-08-06,2022-08-03,2024-08-05,2024-08-06,2024-09-04,21,0.06249379716105049,0.22107660783517558,0.2826793742359343,GARCH,1.629777665269773,1.6160888017039259,1.629777665269773,0.0,0.013688863565847451
QQQ,2024-09-05,2022-09-01,2024-09-04,2024-09-05,2024-10-03,21,0.05310912365272994,0.12620182844030434,0.4208268953714207,GARCH,1.9038316994256061,1.929805862110815,1.9038316994256061,0.0,-0.025974162685208895
QQQ,2024-10-04,2022-10-03,2024-10-03,2024-10-04,2024-11-01,21,0.06222554712683945,0.07589153524069715,0.8199273730526766,GARCH,1.826540246686528,1.8424953175238938,1.826540246686528,0.0,-0.015955070837366032
QQQ,2024-11-04,2022-11-01,2024-11-01,2024-11-04,2024-12-03,21,0.08564289959988175,0.08434713368834047,1.0153622992848705,GARCH,1.7912547771135945,1.798319061954747,1.7912547771135945,0.0,-0.007064284841152793
QQQ,2024-12-04,2022-12-01,2024-12-03,2024-12-04,2025-01-03,21,0.09833208857909918,0.05707905470152581,1.7227350574267766,GJR,1.1552660409325413,1.2918842515625002,1.2918842515625002,0.13661821062995883,0.0
QQQ,2025-01-06,2023-01-03,2025-01-03,2025-01-06,2025-02-05,21,0.07668595972983919,0.06461701960810373,1.1867764900785036,GARCH,1.5467530814138095,1.565780509186848,1.5467530814138095,0.0,-0.01902742777303819
QQQ,2025-02-06,2023-02-02,2025-02-05,2025-02-06,2025-03-07,21,0.07934323640504287,0.053460258396175624,1.484153627112263,GARCH,1.5550785915732679,1.4644828986859306,1.5550785915732679,0.0,0.09059569288733738
QQQ,2025-03-10,2023-03-06,2025-03-07,2025-03-10,2025-04-07,21,0.09563580038001264,0.06409200124428377,1.4921643656515124,GARCH,2.9898729100209502,2.4208144391782445,2.9898729100209502,0.0,0.5690584708427062
QQQ,2025-04-08,2023-04-04,2025-04-07,2025-04-08,2025-05-07,21,0.11816499402119905,0.055828023942299666,2.116589226645868,GJR,3.048053449280027,2.4406321691461312,2.4406321691461312,-0.6074212801338948,0.0
QQQ,2025-05-08,2023-05-04,2025-05-07,2025-05-08,2025-06-06,21,0.1795211123859321,0.06719374113853328,2.671693960540366,GJR,1.8700171480079448,1.7413379708357382,1.7413379708357382,-0.12867917717220706,0.0
QQQ,2025-06-09,2023-06-05,2025-06-06,2025-06-09,2025-07-09,21,0.1538466080296762,0.1375207379439975,1.1187156957543893,GARCH,1.1780522004310505,1.1039329829592839,1.1780522004310505,0.0,0.07411921747176632
QQQ,2025-07-10,2023-07-06,2025-07-09,2025-07-10,2025-08-07,21,0.15609795940351293,0.09765811284412833,1.5984126137339985,GARCH,1.5801860841422437,1.5198536977310368,1.5801860841422437,0.0,0.06033238641120692
QQQ,2025-08-08,2023-08-04,2025-08-07,2025-08-08,2025-09-08,21,0.1805307641229254,0.1152158915957811,1.566891178139665,GARCH,1.3685262755963747,1.3210601515792482,1.3685262755963747,0.0,0.04746612401712643
QQQ,2025-09-09,2023-09-05,2025-09-08,2025-09-09,2025-10-07,21,0.1791175652608129,0.2812029782443307,0.6369689481211036,GARCH,0.9266263565117002,0.9058186042783853,0.9266263565117002,0.0,0.02080775223331494
QQQ,2025-10-08,2023-10-04,2025-10-07,2025-10-08,2025-11-05,21,0.19577936839430624,0.10636143649505911,1.840698798792558,GJR,1.7227246287731122,1.8315969047406362,1.8315969047406362,0.10887227596752357,0.0
QQQ,2025-11-06,2023-11-02,2025-11-05,2025-11-06,2025-12-05,21,0.17572513272735907,0.08015996708675029,2.192180699590193,GJR,1.5059446411915534,1.4297967976392065,1.4297967976392065,-0.07614784355234712,0.0
QQQ,2025-12-08,2023-12-04,2025-12-05,2025-12-08,2026-01-07,21,0.1721577735816133,0.5585723329339858,0.3082103488322247,GARCH,1.6982205284740401,1.6994804023659362,1.6982205284740401,0.0,-0.0012598738918959103
QQQ,2026-01-08,2024-01-04,2026-01-07,2026-01-08,2026-02-06,21,0.17764633614011985,0.07680526246158435,2.312944848394641,GJR,1.0574881199366255,0.9998957116317092,0.9998957116317092,-0.057592408304916375,0.0
QQQ,2026-02-09,2024-02-05,2026-02-06,2026-02-09,2026-03-10,21,0.1773616883694831,0.07237782269085674,2.4504977046220078,GJR,1.5607814677740621,1.5753978188791955,1.5753978188791955,0.014616351105133818,0.0
QQQ,2026-03-11,2024-03-06,2026-03-10,2026-03-11,2026-04-09,21,0.16816771051986237,0.08042547778800065,2.0909755856613974,GJR,1.7417766775191308,1.645669187673175,1.645669187673175,-0.09610748984595603,0.0
QQQ,2026-04-10,2024-04-05,2026-04-09,2026-04-10,2026-05-08,21,0.17131243705614457,0.10703893856833234,1.6004683841925509,GARCH,1.2272886147332323,1.367405245877976,1.2272886147332323,0.0,-0.14011663114474365
QQQ,2026-05-11,2024-05-06,2026-05-08,2026-05-11,2026-06-09,21,0.15736450641009336,0.05155958518264244,3.0520902340981246,GJR,1.9980805142873248,2.0565752468656107,2.0565752468656107,0.05849473257828574,0.0
QQQ,2026-06-10,2024-06-05,2026-06-09,2026-06-10,2026-06-26,12,0.15504498912679648,0.06545117644002844,2.3688648174087596,GJR,0.9322260746582627,0.9401160203012887,0.9401160203012887,0.007889945643026067,0.0
EEM,2023-01-03,2020-12-31,2022-12-30,2023-01-03,2023-02-01,21,0.12593666945599258,0.04497707874168166,2.800018875820922,GJR,1.2130937238866673,1.1245919843737942,1.1245919843737942,-0.08850173951287346,0.0
EEM,2023-02-02,2021-02-02,2023-02-01,2023-02-02,2023-03-03,21,0.13990840635143087,0.04812664396708519,2.9070883572749664,GJR,1.1781879588323516,1.195769656101454,1.195769656101454,0.017581697269102345,0.0
EEM,2023-03-06,2021-03-04,2023-03-03,2023-03-06,2023-04-03,21,0.12722772863000825,0.0455859556547128,2.7909413503071994,GJR,1.3555437355262978,1.3577683987856142,1.3577683987856142,0.0022246632593161822,0.0
EEM,2023-04-04,2021-04-05,2023-04-03,2023-04-04,2023-05-03,21,0.10889437564661449,0.04667232203838543,2.3331681581442387,GJR,2.762853019266764,2.7265481992851117,2.7265481992851117,-0.03630481998165231,0.0
EEM,2023-05-04,2021-05-04,2023-05-03,2023-05-04,2023-06-02,21,0.11904463535361219,0.047584535438408515,2.5017505005948566,GJR,1.1416608279313218,1.1306835836511773,1.1306835836511773,-0.010977244280144233,0.0
EEM,2023-06-05,2021-06-03,2023-06-02,2023-06-05,2023-07-05,21,0.11579452089320133,0.048364006755930625,2.3942292762789354,GJR,0.9729039669465446,0.9379049587089241,0.9379049587089241,-0.0349990082376206,0.0
EEM,2023-07-06,2021-07-02,2023-07-05,2023-07-06,2023-08-03,21,0.1129272084807609,0.046586981970224,2.424007817311243,GJR,1.4209206841687982,1.4494238948668279,1.4494238948668279,0.028503210698029517,0.0
EEM,2023-08-04,2021-08-03,2023-08-03,2023-08-04,2023-09-01,21,0.11530663464467238,0.04889657637573748,2.3581739907231545,GJR,1.3079909419095281,1.351198847606214,1.351198847606214,0.04320790569668558,0.0
EEM,2023-09-05,2021-09-01,2023-09-01,2023-09-05,2023-10-03,21,0.10188204892917865,0.04726716094464533,2.1554509916195927,GJR,1.217682262665737,1.2270164838021842,1.2270164838021842,0.009334221136447265,0.0
EEM,2023-10-04,2021-10-01,2023-10-03,2023-10-04,2023-11-01,21,0.10371257899501911,0.046239747671503406,2.242931335434925,GJR,0.8718864707204743,0.8984369249003428,0.8984369249003428,0.026550454179868295,0.0
EEM,2023-11-02,2021-11-01,2023-11-01,2023-11-02,2023-12-01,21,0.10090565764076431,0.046290198081383425,2.1798493379389026,GJR,1.5439517498042998,1.4401969869868037,1.4401969869868037,-0.10375476281749603,0.0
EEM,2023-12-04,2021-12-01,2023-12-01,2023-12-04,2024-01-03,21,0.1135663867997972,0.044215273056992625,2.568487740727335,GJR,1.2911344865612573,1.2792407813381952,1.2792407813381952,-0.011893705223061974,0.0
EEM,2024-01-04,2021-12-31,2024-01-03,2024-01-04,2024-02-02,21,0.10642566005899584,0.0452102187126577,2.354017810340727,GJR,1.4192804323865222,1.4490575483012211,1.4490575483012211,0.029777115914698872,0.0
EEM,2024-02-05,2022-02-01,2024-02-02,2024-02-05,2024-03-05,21,0.09112733407955602,0.052118010720627904,1.7484806656960246,GJR,1.6593449757258802,1.6209729923595457,1.6209729923595457,-0.03837198336633423,0.0
EEM,2024-03-06,2022-03-03,2024-03-05,2024-03-06,2024-04-04,21,0.06214049745842376,0.03179820709615352,1.9542138734589414,GJR,1.6409267940444732,1.5834185630693274,1.5834185630693274,-0.05750823097514591,0.0
EEM,2024-04-05,2022-04-01,2024-04-04,2024-04-05,2024-05-03,21,0.03491637364162393,0.020873773472525323,1.6727389366173726,GJR,1.3105036321796948,1.3116066106278936,1.3116066106278936,0.0011029784481989176,0.0
EEM,2024-05-06,2022-05-03,2024-05-03,2024-05-06,2024-06-04,21,0.05130810256359544,0.02959383326642827,1.7337430437509493,GJR,1.299430697726476,1.2379606226069728,1.2379606226069728,-0.061470075119503094,0.0
EEM,2024-06-05,2022-06-02,2024-06-04,2024-06-05,2024-07-05,21,0.047971198571751625,0.03798545681607304,1.2628832872546434,GARCH,2.9261185628816158,2.8829784354704207,2.9261185628816158,0.0,0.04314012741119521
EEM,2024-07-08,2022-07-05,2024-07-05,2024-07-08,2024-08-05,21,0.05130870908008403,0.022684872443840993,2.2618028471222233,GJR,1.1233693758417274,1.1712486533969424,1.1712486533969424,0.047879277555214914,0.0
EEM,2024-08-06,2022-08-03,2024-08-05,2024-08-06,2024-09-04,21,0.08233500147747422,0.0328938225995789,2.5030536122161813,GJR,1.3146947430374805,1.3089669409079419,1.3089669409079419,-0.005727802129538447,0.0
EEM,2024-09-05,2022-09-01,2024-09-04,2024-09-05,2024-10-03,21,0.04677171806733332,0.02591936574170021,1.8045085876497715,GJR,2.1400155488559007,1.8868383403699354,1.8868383403699354,-0.2531772084859651,0.0
EEM,2024-10-04,2022-10-03,2024-10-03,2024-10-04,2024-11-01,21,0.03675645951538358,0.031680508022959936,1.1602231722024448,GARCH,1.3708680659326993,1.4103209437744038,1.3708680659326993,0.0,-0.03945287784170463
EEM,2024-11-04,2022-11-01,2024-11-01,2024-11-04,2024-12-03,21,0.013894511336244699,0.03568963264199663,0.38931505615708634,GARCH,3.5647815380409673,3.5849102353697737,3.5647815380409673,0.0,-0.02012869732880643
EEM,2024-12-04,2022-12-01,2024-12-03,2024-12-04,2025-01-03,21,-0.04025812417317012,0.081918433444732,-0.49144157768020696,GARCH,1.3805451681040901,1.3560078798337662,1.3805451681040901,0.0,0.024537288270324004
EEM,2025-01-06,2023-01-03,2025-01-03,2025-01-06,2025-02-05,21,-0.0488266638157151,0.06850783577605027,-0.7127164836344818,GARCH,1.2156087539212859,1.2183047187390417,1.2156087539212859,0.0,-0.0026959648177554644
EEM,2025-02-06,2023-02-02,2025-02-05,2025-02-06,2025-03-07,21,-0.05374950993667237,0.06724194770428944,-0.7993449293445084,GARCH,1.185081300648668,1.22944399943178,1.185081300648668,0.0,-0.04436269878311169
EEM,2025-03-10,2023-03-06,2025-03-07,2025-03-10,2025-04-07,21,-0.026138998308458797,0.07523936007372994,-0.34741122575795685,GARCH,2.4180261549506277,2.5671029610079805,2.4180261549506277,0.0,-0.14907680605735216
EEM,2025-04-08,2023-04-04,2025-04-07,2025-04-08,2025-05-07,21,0.1101195896356646,0.14287976079673867,0.7707151035360507,GARCH,2.1977241533155514,2.042004529067783,2.1977241533155514,0.0,0.15571962424776867
EEM,2025-05-08,2023-05-04,2025-05-07,2025-05-08,2025-06-06,21,0.1862920909321734,0.1405122853631495,1.3258064264680305,GARCH,1.7138917371569136,1.680834310552574,1.7138917371569136,0.0,0.033057426604338955
EEM,2025-06-09,2023-06-05,2025-06-06,2025-06-09,2025-07-09,21,0.1734311155795162,0.13678930515439933,1.2678704331728117,GARCH,1.482894851469807,1.4429383593512757,1.482894851469807,0.0,0.039956492118531244
EEM,2025-07-10,2023-07-06,2025-07-09,2025-07-10,2025-08-07,21,0.19171660145102026,0.1345234781723497,1.4251534680466371,GARCH,1.0488106532222634,1.0515518423725556,1.0488106532222634,0.0,-0.002741189150292031
EEM,2025-08-08,2023-08-04,2025-08-07,2025-08-08,2025-09-08,21,0.1777207367294539,0.1271937490306409,1.3972442677716896,GARCH,1.2897866560140272,1.2694570246724872,1.2897866560140272,0.0,0.020329631341539915
EEM,2025-09-09,2023-09-05,2025-09-08,2025-09-09,2025-10-07,21,0.18785939906571633,0.12825634781492373,1.4647181388386397,GARCH,1.0198357640349822,0.9780859403349538,1.0198357640349822,0.0,0.04174982370002852
EEM,2025-10-08,2023-10-04,2025-10-07,2025-10-08,2025-11-05,21,0.20105769015865035,0.13194483898858844,1.5238010952140333,GARCH,1.7498327899717405,1.6544725930312831,1.7498327899717405,0.0,0.09536019694045801
EEM,2025-11-06,2023-11-02,2025-11-05,2025-11-06,2025-12-05,21,0.27617386033303937,0.15697606995940802,1.7593373334193827,GJR,2.463226809615273,2.458181330260613,2.458181330260613,-0.005045479354660302,0.0
EEM,2025-12-08,2023-12-04,2025-12-05,2025-12-08,2026-01-07,21,0.2657391503690191,0.15769204880600193,1.6851778664879946,GJR,1.0594887233215797,0.9974930469803169,0.9974930469803169,-0.06199567634126254,0.0
EEM,2026-01-08,2024-01-04,2026-01-07,2026-01-08,2026-02-06,21,0.28723443107436264,0.16779077104673706,1.7118607256078184,GJR,1.2818626978701375,1.2444588288539609,1.2444588288539609,-0.037403869016176816,0.0
EEM,2026-02-09,2024-02-05,2026-02-06,2026-02-09,2026-03-10,21,0.30579804398520377,0.18315181341336345,1.6696424582760456,GJR,1.66978616768409,1.4773992270693046,1.4773992270693046,-0.19238694061478545,0.0
