Date,vix,vix9d,move,us10y_yield,us3m_yield,us5y_yield
2026-03-12,27.290000915527344,28.979999542236328,95.30000305175781,4.2729997634887695,3.6050000190734863,3.884000062942505
2026-03-13,27.190000534057617,28.0,91.16999816894531,4.284999847412109,3.6029999256134033,3.874000072479248
2026-03-16,23.510000228881836,24.329999923706055,85.25,4.21999979019165,3.6050000190734863,3.802999973297119
2026-03-17,22.3700008392334,22.360000610351562,79.2300033569336,4.202000141143799,3.6050000190734863,3.7860000133514404
2026-03-18,25.09000015258789,26.030000686645508,81.25,4.258999824523926,3.609999895095825,3.861999988555908
2026-03-19,24.059999465942383,24.09000015258789,84.87999725341797,4.281000137329102,3.611999988555908,3.9189999103546143
2026-03-20,26.780000686645508,26.950000762939453,108.83999633789062,4.390999794006348,3.618000030517578,4.01200008392334
2026-03-23,26.149999618530273,27.760000228881836,98.1500015258789,4.334000110626221,3.611999988555908,3.950000047683716
2026-03-24,26.950000762939453,28.209999084472656,103.01000213623047,4.392000198364258,3.619999885559082,4.03000020980835
2026-03-25,25.329999923706055,25.260000228881836,97.58999633789062,4.328000068664551,3.619999885559082,3.9700000286102295
2026-03-26,27.440000534057617,27.049999237060547,115.0199966430664,4.415999889373779,3.619999885559082,4.09499979019165
2026-03-27,31.049999237060547,30.639999389648438,111.94999694824219,4.440000057220459,3.6070001125335693,4.070000171661377
2026-03-30,30.610000610351562,30.56999969482422,108.33000183105469,4.3420000076293945,3.5980000495910645,3.9790000915527344
2026-03-31,25.25,24.18000030517578,96.05000305175781,4.310999870300293,3.5999999046325684,3.944999933242798
2026-04-01,24.540000915527344,23.610000610351562,90.19000244140625,4.318999767303467,3.6050000190734863,3.9549999237060547
2026-04-02,23.8700008392334,21.709999084472656,84.41000366210938,4.313000202178955,3.6070001125335693,3.947999954223633
2026-04-06,24.170000076293945,23.899999618530273,81.68000030517578,4.335000038146973,3.622999906539917,3.9809999465942383
2026-04-07,25.780000686645508,27.270000457763672,83.1500015258789,4.3429999351501465,3.615000009536743,3.9760000705718994
2026-04-08,21.040000915527344,19.15999984741211,78.73999786376953,4.290999889373779,3.5999999046325684,3.9200000762939453
2026-04-09,19.489999771118164,16.809999465942383,74.01000213623047,4.293000221252441,3.5880000591278076,3.9149999618530273
2026-04-10,19.229999542236328,16.360000610351562,72.1500015258789,4.316999912261963,3.5929999351501465,3.938999891281128
2026-04-13,19.1200008392334,17.329999923706055,74.41999816894531,4.296999931335449,3.6029999256134033,3.9170000553131104
2026-04-14,18.360000610351562,16.700000762939453,74.3499984741211,4.25600004196167,3.611999988555908,3.871000051498413
2026-04-15,18.170000076293945,16.010000228881836,67.94000244140625,4.2820000648498535,3.611999988555908,3.8959999084472656
2026-04-16,17.940000534057617,15.460000038146973,65.88999938964844,4.309000015258789,3.609999895095825,3.9130001068115234
2026-04-17,17.479999542236328,14.8100004196167,65.69999694824219,4.245999813079834,3.5999999046325684,3.8380000591278076
2026-04-20,18.8700008392334,17.790000915527344,67.9000015258789,4.25,3.5980000495910645,3.8499999046325684
2026-04-21,19.5,18.68000030517578,70.77999877929688,4.291999816894531,3.5980000495910645,3.9079999923706055
2026-04-22,18.920000076293945,17.290000915527344,69.87999725341797,4.294000148773193,3.5950000286102295,3.9149999618530273
2026-04-23,19.309999465942383,18.040000915527344,67.69999694824219,4.322999954223633,3.5950000286102295,3.9519999027252197
2026-04-24,18.709999084472656,16.709999084472656,66.97000122070312,4.309999942779541,3.5929999351501465,3.9200000762939453
2026-04-27,18.020000457763672,16.690000534057617,68.41999816894531,4.335999965667725,3.5899999141693115,3.947000026702881
2026-04-28,17.829999923706055,16.690000534057617,68.68000030517578,4.354000091552734,3.5899999141693115,3.9830000400543213
2026-04-29,18.809999465942383,17.610000610351562,74.33000183105469,4.418000221252441,3.5899999141693115,4.065000057220459
2026-04-30,16.889999389648438,14.369999885559082,72.06999969482422,4.389999866485596,3.5850000381469727,4.0229997634887695
2026-05-01,16.989999771118164,14.149999618530273,70.41000366210938,4.377999782562256,3.575000047683716,4.020999908447266
2026-05-04,18.290000915527344,16.600000381469727,77.86000061035156,4.446000099182129,3.5899999141693115,4.0929999351501465
2026-05-05,17.3799991607666,14.640000343322754,76.77999877929688,4.415999889373779,3.5999999046325684,4.072000026702881
2026-05-06,17.389999389648438,14.760000228881836,70.62999725341797,4.355999946594238,3.5999999046325684,4.001999855041504
2026-05-07,17.079999923706055,14.5600004196167,72.23999786376953,4.392000198364258,3.5980000495910645,4.044000148773193
2026-05-08,17.190000534057617,14.210000038146973,67.25,4.363999843597412,3.5950000286102295,4.013000011444092
2026-05-11,18.3799991607666,16.889999389648438,70.73999786376953,4.409999847412109,3.5999999046325684,4.067999839782715
2026-05-12,17.989999771118164,16.34000015258789,71.68000030517578,4.4629998207092285,3.6029999256134033,4.124000072479248
2026-05-13,17.8700008392334,15.869999885559082,70.23999786376953,4.480999946594238,3.5999999046325684,4.130000114440918
2026-05-14,17.260000228881836,15.140000343322754,69.62999725341797,4.460999965667725,3.5880000591278076,4.120999813079834
2026-05-15,18.43000030517578,16.3700008392334,79.87000274658203,4.59499979019165,3.5880000591278076,4.257999897003174
2026-05-18,17.81999969482422,16.860000610351562,86.06999969482422,4.623000144958496,3.568000078201294,4.28000020980835
2026-05-19,18.059999465942383,16.639999389648438,85.31999969482422,4.666999816894531,3.575000047683716,4.329999923706055
2026-05-20,17.440000534057617,15.140000343322754,81.52999877929688,4.572000026702881,3.556999921798706,4.224999904632568
2026-05-21,16.760000228881836,14.079999923706055,79.72000122070312,4.585999965667725,3.5820000171661377,4.256999969482422
2026-05-22,16.700000762939453,14.069999694824219,78.43000030517578,4.558000087738037,3.5850000381469727,4.25600004196167
2026-05-25,16.59000015258789,,,,,
2026-05-26,17.010000228881836,14.84000015258789,74.94999694824219,4.493000030517578,3.5820000171661377,4.183000087738037
2026-05-27,16.290000915527344,13.270000457763672,70.9000015258789,4.480999946594238,3.5850000381469727,4.177000045776367
2026-05-28,15.739999771118164,12.979999542236328,69.73999786376953,4.454999923706055,3.5899999141693115,4.159999847412109
2026-05-29,15.319999694824219,12.59000015258789,70.22000122070312,4.453000068664551,3.5880000591278076,4.14900016784668
2026-06-01,16.049999237060547,13.760000228881836,73.33000183105469,4.474999904632568,3.619999885559082,4.185999870300293
2026-06-02,15.770000457763672,13.1899995803833,73.43000030517578,4.454999923706055,3.618000030517578,4.177000045776367
2026-06-03,16.059999465942383,13.40999984741211,73.58000183105469,4.491000175476074,3.622999906539917,4.214000225067139
2026-06-04,15.399999618530273,12.649999618530273,71.16000366210938,4.4770002365112305,3.619999885559082,4.188000202178955
2026-06-05,21.510000228881836,23.920000076293945,75.19999694824219,4.535999774932861,3.625,4.28000020980835
2026-06-08,18.920000076293945,19.690000534057617,76.9800033569336,4.552000045776367,3.628000020980835,4.281000137329102
2026-06-09,19.8700008392334,22.139999389648438,77.02999877929688,4.5279998779296875,3.634999990463257,4.252999782562256
2026-06-10,22.219999313354492,25.670000076293945,73.94999694824219,4.541999816894531,3.634999990463257,4.263999938964844
2026-06-11,19.440000534057617,20.65999984741211,69.44999694824219,4.4629998207092285,3.622999906539917,4.190000057220459
2026-06-12,17.68000030517578,17.260000228881836,69.36000061035156,4.486999988555908,3.618000030517578,4.2129998207092285
2026-06-15,16.200000762939453,,,,,
2026-06-16,16.40999984741211,15.770000457763672,67.27649688720703,4.427999973297119,3.629999876022339,4.151000022888184
