observation_date,STLFSI2
2000-06-30,0.5902
2000-07-07,0.4317
2000-07-14,0.2145
2000-07-21,0.1149
2000-07-28,0.1595
2000-08-04,0.1475
2000-08-11,-0.0456
2000-08-18,-0.0341
2000-08-25,-0.0126
2000-09-01,-0.1134
2000-09-08,0.0586
2000-09-15,0.1200
2000-09-22,0.2651
2000-09-29,0.1322
2000-10-06,0.2354
2000-10-13,0.7308
2000-10-20,0.4851
2000-10-27,0.2639
2000-11-03,0.0555
2000-11-10,0.2314
2000-11-17,0.3543
2000-11-24,0.5028
2000-12-01,0.5903
2000-12-08,0.6746
2000-12-15,0.4648
2000-12-22,1.0891
2000-12-29,0.7575
2001-01-05,1.0102
2001-01-12,0.4313
2001-01-19,0.2201
2001-01-26,0.1919
2001-02-02,0.3841
2001-02-09,0.3068
2001-02-16,0.2169
2001-02-23,0.6150
2001-03-02,0.4697
2001-03-09,0.3307
2001-03-16,0.7640
2001-03-23,1.0813
2001-03-30,0.5430
2001-04-06,1.1188
2001-04-13,0.8282
2001-04-20,0.6769
2001-04-27,0.7870
2001-05-04,0.2615
2001-05-11,0.3463
2001-05-18,0.3770
2001-05-25,0.3111
2001-06-01,0.3178
2001-06-08,0.2900
2001-06-15,0.3769
2001-06-22,0.3911
2001-06-29,0.1438
2001-07-06,0.0985
2001-07-13,0.3922
2001-07-20,0.2846
2001-07-27,0.1372
2001-08-03,0.0582
2001-08-10,0.0812
2001-08-17,0.2073
2001-08-24,0.2908
2001-08-31,0.1946
2001-09-07,0.3103
2001-09-14,1.4838
2001-09-21,2.0215
2001-09-28,0.5538
2001-10-05,1.0126
2001-10-12,0.6673
2001-10-19,0.5746
2001-10-26,0.5476
2001-11-02,0.8860
2001-11-09,0.6822
2001-11-16,0.1442
2001-11-23,0.3247
2001-11-30,0.5534
2001-12-07,0.6578
2001-12-14,0.6233
2001-12-21,0.6062
2001-12-28,0.4175
2002-01-04,0.3716
2002-01-11,0.3801
2002-01-18,0.4089
2002-01-25,0.1277
2002-02-01,0.3091
2002-02-08,0.4970
2002-02-15,0.1757
2002-02-22,0.3548
2002-03-01,0.1777
2002-03-08,-0.0339
2002-03-15,-0.0518
2002-03-22,0.1005
2002-03-29,0.1927
2002-04-05,0.3142
2002-04-12,0.2846
2002-04-19,0.1482
2002-04-26,0.2211
2002-05-03,0.0745
2002-05-10,0.1650
2002-05-17,-0.0492
2002-05-24,0.1865
2002-05-31,0.1572
2002-06-07,0.3433
2002-06-14,0.4492
2002-06-21,0.4833
2002-06-28,0.8226
2002-07-05,0.5813
2002-07-12,0.7251
2002-07-19,0.8389
2002-07-26,1.3424
2002-08-02,0.7218
2002-08-09,1.1297
2002-08-16,0.8508
2002-08-23,0.6520
2002-08-30,0.6288
2002-09-06,1.1629
2002-09-13,0.7892
2002-09-20,1.1165
2002-09-27,1.2680
2002-10-04,1.0854
2002-10-11,1.3713
2002-10-18,0.5212
2002-10-25,0.7856
2002-11-01,1.0721
2002-11-08,0.8905
2002-11-15,0.8157
2002-11-22,0.3153
2002-11-29,0.4877
2002-12-06,0.6954
2002-12-13,0.7172
2002-12-20,0.4800
2002-12-27,0.7572
2003-01-03,0.6977
2003-01-10,0.2332
2003-01-17,0.4492
2003-01-24,0.7460
2003-01-31,0.7028
2003-02-07,0.7485
2003-02-14,0.6929
2003-02-21,0.4518
2003-02-28,0.4363
2003-03-07,0.5162
2003-03-14,0.5641
2003-03-21,0.1949
2003-03-28,0.4215
2003-04-04,0.3413
2003-04-11,0.2028
2003-04-18,0.0235
2003-04-25,0.0321
2003-05-02,-0.0002
2003-05-09,0.0441
2003-05-16,0.1795
2003-05-23,0.4299
2003-05-30,0.2080
2003-06-06,0.1377
2003-06-13,0.2044
2003-06-20,0.0244
2003-06-27,0.2459
2003-07-04,0.1994
2003-07-11,0.0618
2003-07-18,-0.0852
2003-07-25,-0.0582
2003-08-01,0.0985
2003-08-08,0.3888
2003-08-15,-0.0230
2003-08-22,-0.0132
2003-08-29,-0.1288
2003-09-05,-0.0620
2003-09-12,0.0480
2003-09-19,-0.1651
2003-09-26,-0.0558
2003-10-03,0.0485
2003-10-10,-0.2566
2003-10-17,-0.4303
2003-10-24,-0.1581
2003-10-31,-0.3032
2003-11-07,-0.3869
2003-11-14,-0.2698
2003-11-21,-0.1182
2003-11-28,-0.4399
2003-12-05,-0.3375
2003-12-12,-0.2856
2003-12-19,-0.2838
2003-12-26,-0.2757
2004-01-02,-0.3367
2004-01-09,-0.4091
2004-01-16,-0.3762
2004-01-23,-0.4926
2004-01-30,-0.4391
2004-02-06,-0.4175
2004-02-13,-0.4969
2004-02-20,-0.5411
2004-02-27,-0.5726
2004-03-05,-0.7260
2004-03-12,-0.3544
2004-03-19,-0.4074
2004-03-26,-0.3634
2004-04-02,-0.7330
2004-04-09,-0.6567
2004-04-16,-0.5169
2004-04-23,-0.5021
2004-04-30,-0.4565
2004-05-07,-0.4527
2004-05-14,-0.3375
2004-05-21,-0.4613
2004-05-28,-0.6029
2004-06-04,-0.5991
2004-06-11,-0.7790
2004-06-18,-0.5561
2004-06-25,-0.5569
2004-07-02,-0.5231
2004-07-09,-0.4061
2004-07-16,-0.5598
2004-07-23,-0.5598
2004-07-30,-0.5770
2004-08-06,-0.3405
2004-08-13,-0.4925
2004-08-20,-0.5158
2004-08-27,-0.6408
2004-09-03,-0.5665
2004-09-10,-0.6725
2004-09-17,-0.6181
2004-09-24,-0.6564
2004-10-01,-0.6099
2004-10-08,-0.5833
2004-10-15,-0.4168
2004-10-22,-0.5018
2004-10-29,-0.7017
2004-11-05,-0.8508
2004-11-12,-0.8981
2004-11-19,-0.8267
2004-11-26,-0.8927
2004-12-03,-0.7949
2004-12-10,-0.7620
2004-12-17,-0.9029
2004-12-24,-0.8315
2004-12-31,-0.8003
2005-01-07,-0.7069
2005-01-14,-0.7020
2005-01-21,-0.6795
2005-01-28,-0.7621
2005-02-04,-0.8794
2005-02-11,-0.8554
2005-02-18,-0.9605
2005-02-25,-0.9969
2005-03-04,-0.9459
2005-03-11,-0.9760
2005-03-18,-0.7979
2005-03-25,-0.7405
2005-04-01,-0.6877
2005-04-08,-0.6748
2005-04-15,-0.6088
2005-04-22,-0.5802
2005-04-29,-0.7247
2005-05-06,-0.7078
2005-05-13,-0.5313
2005-05-20,-0.4151
2005-05-27,-0.7437
2005-06-03,-0.6358
2005-06-10,-0.6278
2005-06-17,-0.7023
2005-06-24,-0.5705
2005-07-01,-0.7166
2005-07-08,-0.6572
2005-07-15,-0.8251
2005-07-22,-0.7945
2005-07-29,-0.9033
2005-08-05,-0.8909
2005-08-12,-0.8518
2005-08-19,-0.7431
2005-08-26,-0.7440
2005-09-02,-0.5790
2005-09-09,-0.7616
2005-09-16,-0.7311
2005-09-23,-0.6536
2005-09-30,-0.6912
2005-10-07,-0.5762
2005-10-14,-0.4730
2005-10-21,-0.7749
2005-10-28,-0.8200
2005-11-04,-0.8593
2005-11-11,-0.7658
2005-11-18,-0.6500
2005-11-25,-0.6734
2005-12-02,-0.6157
2005-12-09,-0.6019
2005-12-16,-0.5726
2005-12-23,-0.5494
2005-12-30,-0.5031
2006-01-06,-0.7665
2006-01-13,-0.9489
2006-01-20,-0.7879
2006-01-27,-0.9798
2006-02-03,-1.0493
2006-02-10,-0.9036
2006-02-17,-1.0080
2006-02-24,-1.0891
2006-03-03,-1.0472
2006-03-10,-0.9054
2006-03-17,-0.9520
2006-03-24,-1.0075
2006-03-31,-0.9686
2006-04-07,-0.9382
2006-04-14,-0.8578
2006-04-21,-0.9403
2006-04-28,-1.0185
2006-05-05,-1.0283
2006-05-12,-1.0487
2006-05-19,-0.7795
2006-05-26,-0.6729
2006-06-02,-0.8163
2006-06-09,-0.6596
2006-06-16,-0.5815
2006-06-23,-0.6380
2006-06-30,-0.7234
2006-07-07,-0.8550
2006-07-14,-0.6575
2006-07-21,-0.6798
2006-07-28,-0.8439
2006-08-04,-0.7951
2006-08-11,-0.8473
2006-08-18,-0.9639
2006-08-25,-0.9149
2006-09-01,-0.8744
2006-09-08,-0.8034
2006-09-15,-0.8167
2006-09-22,-0.7012
2006-09-29,-0.6517
2006-10-06,-0.7335
2006-10-13,-0.9816
2006-10-20,-0.9274
2006-10-27,-0.9784
2006-11-03,-0.8332
2006-11-10,-0.9674
2006-11-17,-0.9583
2006-11-24,-0.8699
2006-12-01,-0.7251
2006-12-08,-0.8270
2006-12-15,-0.8842
2006-12-22,-0.8404
2006-12-29,-0.8920
2007-01-05,-0.8228
2007-01-12,-0.9578
2007-01-19,-1.0814
2007-01-26,-1.1126
2007-02-02,-1.0583
2007-02-09,-1.0690
2007-02-16,-1.1009
2007-02-23,-1.1281
2007-03-02,-0.6577
2007-03-09,-0.7476
2007-03-16,-0.7983
2007-03-23,-0.9637
2007-03-30,-0.8890
2007-04-06,-0.8976
2007-04-13,-0.9640
2007-04-20,-0.9484
2007-04-27,-0.9090
2007-05-04,-0.7841
2007-05-11,-0.8329
2007-05-18,-0.7794
2007-05-25,-0.8569
2007-06-01,-0.7641
2007-06-08,-0.6285
2007-06-15,-0.4806
2007-06-22,-0.4430
2007-06-29,-0.3681
2007-07-06,-0.6676
2007-07-13,-0.5836
2007-07-20,-0.5780
2007-07-27,-0.0187
2007-08-03,0.1069
2007-08-10,0.2293
2007-08-17,1.4471
2007-08-24,1.6734
2007-08-31,1.1469
2007-09-07,1.5006
2007-09-14,1.6742
2007-09-21,0.8379
2007-09-28,0.9006
2007-10-05,0.7413
2007-10-12,0.4040
2007-10-19,0.8184
2007-10-26,0.8704
2007-11-02,0.5856
2007-11-09,1.4120
2007-11-16,1.4436
2007-11-23,2.2229
2007-11-30,2.3510
2007-12-07,2.1561
2007-12-14,2.2059
2007-12-21,2.0900
2007-12-28,1.5204
2008-01-04,1.8101
2008-01-11,1.3858
2008-01-18,1.0886
2008-01-25,1.8341
2008-02-01,1.1203
2008-02-08,1.5705
2008-02-15,1.2688
2008-02-22,1.1218
2008-02-29,1.4812
2008-03-07,2.6169
2008-03-14,2.2212
2008-03-21,2.7026
2008-03-28,1.7544
2008-04-04,1.7689
2008-04-11,1.9170
2008-04-18,1.9861
2008-04-25,1.7301
2008-05-02,1.3374
2008-05-09,1.1687
2008-05-16,0.8624
2008-05-23,0.7752
2008-05-30,0.7853
2008-06-06,1.1993
2008-06-13,1.0446
2008-06-20,1.1252
2008-06-27,1.6854
2008-07-04,1.7518
2008-07-11,1.7110
2008-07-18,1.7884
2008-07-25,1.1325
2008-08-01,1.5965
2008-08-08,1.4595
2008-08-15,1.3500
2008-08-22,1.6609
2008-08-29,1.4263
2008-09-05,1.7155
2008-09-12,1.8630
2008-09-19,4.3564
2008-09-26,4.5399
2008-10-03,7.0394
2008-10-10,9.1925
2008-10-17,8.9648
2008-10-24,7.2991
2008-10-31,7.0442
2008-11-07,5.6755
2008-11-14,5.5527
2008-11-21,7.3336
2008-11-28,6.4421
2008-12-05,6.4791
2008-12-12,6.0204
2008-12-19,5.5264
2008-12-26,4.2993
2009-01-02,4.4408
2009-01-09,3.1631
2009-01-16,3.3486
2009-01-23,3.9144
2009-01-30,3.6265
2009-02-06,3.1216
2009-02-13,3.1570
2009-02-20,3.7304
2009-02-27,3.7156
2009-03-06,4.3686
2009-03-13,3.4766
2009-03-20,2.8528
2009-03-27,2.7581
2009-04-03,2.5423
2009-04-10,2.3276
2009-04-17,2.1395
2009-04-24,2.4092
2009-05-01,1.9272
2009-05-08,1.1490
2009-05-15,1.6959
2009-05-22,1.2693
2009-05-29,1.0931
2009-06-05,0.9771
2009-06-12,0.7488
2009-06-19,1.4151
2009-06-26,1.4848
2009-07-03,1.0116
2009-07-10,1.2756
2009-07-17,0.7987
2009-07-24,0.5661
2009-07-31,0.2921
2009-08-07,-0.0439
2009-08-14,0.6364
2009-08-21,0.8300
2009-08-28,0.3851
2009-09-04,0.5727
2009-09-11,0.2095
2009-09-18,-0.1024
2009-09-25,0.0497
2009-10-02,0.2969
2009-10-09,0.1680
2009-10-16,0.0217
2009-10-23,0.0945
2009-10-30,0.3216
2009-11-06,0.3124
2009-11-13,-0.0677
2009-11-20,0.0686
2009-11-27,0.0572
2009-12-04,-0.0364
2009-12-11,-0.0976
2009-12-18,-0.2342
2009-12-25,-0.3405
2010-01-01,-0.3010
2010-01-08,-0.4756
2010-01-15,-0.4370
2010-01-22,-0.1540
2010-01-29,-0.0257
2010-02-05,-0.1522
2010-02-12,0.0082
2010-02-19,-0.3353
2010-02-26,-0.3451
2010-03-05,-0.3893
2010-03-12,-0.6994
2010-03-19,-0.5428
2010-03-26,-0.5075
2010-04-02,-0.4667
2010-04-09,-0.5743
2010-04-16,-0.5362
2010-04-23,-0.5101
2010-04-30,-0.2756
2010-05-07,0.3748
2010-05-14,0.2421
2010-05-21,0.8650
2010-05-28,0.8808
2010-06-04,0.6708
2010-06-11,0.8434
2010-06-18,0.3554
2010-06-25,0.4202
2010-07-02,0.7695
2010-07-09,0.3617
2010-07-16,0.1498
2010-07-23,0.3073
2010-07-30,-0.0195
2010-08-06,0.0331
2010-08-13,0.2632
2010-08-20,0.3000
2010-08-27,0.3260
2010-09-03,0.1577
2010-09-10,-0.0688
2010-09-17,-0.1123
2010-09-24,-0.0255
2010-10-01,-0.0080
2010-10-08,-0.1107
2010-10-15,-0.3282
2010-10-22,-0.1899
2010-10-29,-0.3460
2010-11-05,-0.2334
2010-11-12,-0.3677
2010-11-19,-0.1015
2010-11-26,-0.0754
2010-12-03,-0.1189
2010-12-10,-0.4095
2010-12-17,-0.3077
2010-12-24,-0.3416
2010-12-31,-0.3335
2011-01-07,-0.4185
2011-01-14,-0.4112
2011-01-21,-0.4531
2011-01-28,-0.3890
2011-02-04,-0.5146
2011-02-11,-0.5930
2011-02-18,-0.4130
2011-02-25,-0.1921
2011-03-04,-0.3485
2011-03-11,-0.3464
2011-03-18,-0.0021
2011-03-25,-0.4477
2011-04-01,-0.4663
2011-04-08,-0.5186
2011-04-15,-0.4746
2011-04-22,-0.4906
2011-04-29,-0.6075
2011-05-06,-0.4157
2011-05-13,-0.4452
2011-05-20,-0.4205
2011-05-27,-0.3808
2011-06-03,-0.2988
2011-06-10,-0.2364
2011-06-17,-0.2231
2011-06-24,-0.1931
2011-07-01,-0.4890
2011-07-08,-0.4385
2011-07-15,-0.0884
2011-07-22,-0.3943
2011-07-29,-0.3856
2011-08-05,0.2769
2011-08-12,1.2608
2011-08-19,0.4037
2011-08-26,0.7473
2011-09-02,0.3756
2011-09-09,0.7731
2011-09-16,0.6195
2011-09-23,0.9657
2011-09-30,0.9880
2011-10-07,1.2417
2011-10-14,0.2716
2011-10-21,0.4829
2011-10-28,0.1228
2011-11-04,0.7229
2011-11-11,0.6299
2011-11-18,0.8745
2011-11-25,1.0796
2011-12-02,0.4935
2011-12-09,0.4372
2011-12-16,0.7058
2011-12-23,0.4474
2011-12-30,0.4450
2012-01-06,0.3160
2012-01-13,0.3626
2012-01-20,0.2166
2012-01-27,0.1033
2012-02-03,0.0870
2012-02-10,-0.1081
2012-02-17,0.0009
2012-02-24,-0.1268
2012-03-02,-0.1362
2012-03-09,-0.0093
2012-03-16,-0.3834
2012-03-23,-0.2348
2012-03-30,-0.1262
2012-04-06,-0.0876
2012-04-13,0.1432
2012-04-20,-0.1207
2012-04-27,-0.1729
2012-05-04,-0.2315
2012-05-11,-0.0562
2012-05-18,0.3141
2012-05-25,0.2175
2012-06-01,0.3160
2012-06-08,0.2888
2012-06-15,0.0610
2012-06-22,-0.1053
2012-06-29,-0.0224
2012-07-06,-0.1092
2012-07-13,-0.0186
2012-07-20,-0.1880
2012-07-27,-0.0486
2012-08-03,-0.3043
2012-08-10,-0.3524
2012-08-17,-0.2651
2012-08-24,-0.3188
2012-08-31,-0.2237
2012-09-07,-0.3576
2012-09-14,-0.6348
2012-09-21,-0.6697
2012-09-28,-0.3306
2012-10-05,-0.5609
2012-10-12,-0.5943
2012-10-19,-0.7228
2012-10-26,-0.4546
2012-11-02,-0.4261
2012-11-09,-0.4084
2012-11-16,-0.2884
2012-11-23,-0.6504
2012-11-30,-0.5889
2012-12-07,-0.6380
2012-12-14,-0.6915
2012-12-21,-0.6617
2012-12-28,-0.4528
2013-01-04,-0.7287
2013-01-11,-0.7161
2013-01-18,-0.7349
2013-01-25,-0.7719
2013-02-01,-0.6667
2013-02-08,-0.6185
2013-02-15,-0.7730
2013-02-22,-0.7384
2013-03-01,-0.6181
2013-03-08,-0.8571
2013-03-15,-0.8972
2013-03-22,-0.6540
2013-03-29,-0.7142
2013-04-05,-0.6354
2013-04-12,-0.8204
2013-04-19,-0.5812
2013-04-26,-0.7752
2013-05-03,-0.7603
2013-05-10,-0.8677
2013-05-17,-0.7008
2013-05-24,-0.6228
2013-05-31,-0.4621
2013-06-07,-0.1702
2013-06-14,-0.2516
2013-06-21,-0.2190
2013-06-28,-0.0223
2013-07-05,-0.2334
2013-07-12,-0.4075
2013-07-19,-0.6083
2013-07-26,-0.5806
2013-08-02,-0.4551
2013-08-09,-0.5091
2013-08-16,-0.4771
2013-08-23,-0.2890
2013-08-30,-0.2520
2013-09-06,-0.3479
2013-09-13,-0.4141
2013-09-20,-0.5257
2013-09-27,-0.4259
2013-10-04,-0.3385
2013-10-11,-0.4990
2013-10-18,-0.6793
2013-10-25,-0.6831
2013-11-01,-0.6399
2013-11-08,-0.6276
2013-11-15,-0.6944
2013-11-22,-0.7732
2013-11-29,-0.6992
2013-12-06,-0.5716
2013-12-13,-0.6295
2013-12-20,-0.6875
2013-12-27,-0.8021
2014-01-03,-0.6673
2014-01-10,-0.7387
2014-01-17,-0.7403
2014-01-24,-0.6439
2014-01-31,-0.4471
2014-02-07,-0.4699
2014-02-14,-0.8112
2014-02-21,-0.7046
2014-02-28,-0.7557
2014-03-07,-0.7439
2014-03-14,-0.6864
2014-03-21,-0.7338
2014-03-28,-0.7269
2014-04-04,-0.7080
2014-04-11,-0.6089
2014-04-18,-0.7216
2014-04-25,-0.8229
2014-05-02,-0.7447
2014-05-09,-0.7348
2014-05-16,-0.7846
2014-05-23,-0.7865
2014-05-30,-0.8464
2014-06-06,-0.8807
2014-06-13,-0.8931
2014-06-20,-0.9049
2014-06-27,-0.8591
2014-07-04,-0.8493
2014-07-11,-0.7968
2014-07-18,-0.7432
2014-07-25,-0.7679
2014-08-01,-0.6674
2014-08-08,-0.4966
2014-08-15,-0.7602
2014-08-22,-0.8185
2014-08-29,-0.7530
2014-09-05,-0.7081
2014-09-12,-0.6211
2014-09-19,-0.6344
2014-09-26,-0.4354
2014-10-03,-0.4169
2014-10-10,-0.3798
2014-10-17,0.0874
2014-10-24,-0.5504
2014-10-31,-0.5665
2014-11-07,-0.5460
2014-11-14,-0.5283
2014-11-21,-0.3828
2014-11-28,-0.4761
2014-12-05,-0.3793
2014-12-12,-0.1297
2014-12-19,-0.0375
2014-12-26,-0.5551
2015-01-02,-0.1977
2015-01-09,0.0779
2015-01-16,0.0792
2015-01-23,-0.0961
2015-01-30,-0.0601
2015-02-06,-0.2510
2015-02-13,-0.3483
2015-02-20,-0.3229
2015-02-27,-0.2849
2015-03-06,-0.3382
2015-03-13,-0.1825
2015-03-20,-0.1917
