code,ticker,name,sector,foundry,fabless,holdout,n_obs,n_events,n_dropped_outliers,theta0,theta1,theta2,omega_g,alpha,gamma,beta,persistence,loglik,tau_at_event,tau_nonevent,tau_jump_pct,data_start,data_end,marketCap,log_mktcap,beta_info,avg_volume,log_volume,price_level,earnings_cv,beta_rolling_0050
1301,1301.TW,Formosa Plastic,Traditional,0,0,False,3911,60,0,0.0002555571675291852,2.3834395375031006e-07,0.0001470522934634099,0.04057500324141166,0.0846188811251299,0.10419898000861204,0.8041779882086305,0.9408963593380664,11292.68137376293,0.0005115981396919662,0.0003471044283733469,47.39026583137949,2010-01-05,2025-12-30,324016242688.0,26.504059483235274,0.495,29916370.0,17.213916380180844,50.9,1.48011213457765,0.6371649395514106
1303,1303.TW,Nan Ya Plastic,Traditional,0,0,False,3911,60,0,3.812122991259289e-05,2.1765795405392447e-07,-1.1522932641527948e-05,0.050057619524583936,0.05005750544147563,0.05005750543817667,0.9004609654419767,0.9755472236025406,11093.129690217113,0.00012227659593465006,0.0001217830578668885,0.405260038962903,2010-01-05,2025-12-30,677292212224.0,27.241368644834516,0.683,94241393.0,18.361370059167474,85.4,3.5755089871019012,0.7055657628280576
2002,2002.TW,China Steel,Traditional,0,0,False,3911,60,0,3.6355419646233866e-05,9.519988155815902e-08,2.7796443742288756e-05,0.04998009278286508,0.049980232458900785,0.0499801502325013,0.8998411231646454,0.9748114307397968,12190.076994979921,0.00010302277521803713,7.299406314964885e-05,41.138567676147694,2010-01-05,2025-12-30,308701790208.0,26.455641567621385,0.664,48043135.0,17.687609811165075,20.15,1.4704545668274078,0.5008041065911538
2886,2886.TW,Mega FH,Financial,0,0,False,3911,59,0,4.921624044403769e-05,9.460746329575947e-08,2.0652292153033544e-05,0.050086905584588184,0.050030544660656956,0.05003054045624791,0.9002448881883551,0.9752907030771361,12069.492860242675,0.00010899708368317813,8.561981051216125e-05,27.30357966360651,2010-01-05,2025-12-30,584916729856.0,27.09473533192017,0.457,26415929.0,17.089477757373444,39.3,0.25593450825928354,0.5724159374834957
2884,2884.TW,E.Sun FH,Financial,0,0,False,3911,60,0,4.445013250853143e-05,1.1172627602151454e-07,-1.413064008898013e-05,0.050043792473908444,0.05004379158276229,0.050043737677290666,0.9003503188091687,0.9754159792305763,11928.60104043034,7.943035548182879e-05,8.739471917218163e-05,-9.113094893825064,2010-01-05,2025-12-30,519994114048.0,26.97708332931936,0.437,23037910.0,16.952651677871845,32.15,0.20342099554184223,0.5925588878116947
3008,3008.TW,LARGAN,Tech_Optical,0,0,False,3911,60,0,0.00027011791063463834,2.6673283714685283e-07,4.479546255810769e-06,0.059945863466462496,0.05002236085636504,0.050022360908667136,0.9001792461986475,0.9752127875093461,8885.3767958614,0.0003889437939643353,0.00037268804653837876,4.361757125548846,2010-01-05,2025-12-30,317839638528.0,26.48481281117549,0.832,534753.0,13.189560237027091,2430.0,0.486097606005707,1.113611931980824
2357,2357.TW,Asus,Tech_PC,0,0,False,3910,60,1,0.00023270449081916553,2.5924323676179424e-07,0.0014542863802141201,0.04697644793321309,0.04698187104972969,0.046980839418168864,0.8757966565067916,0.9462689472656057,10472.703019629424,0.0018077499598861632,0.00033221091708169134,444.1573009599904,2010-01-05,2025-12-30,429315424256.0,26.78545774038312,0.536,3053642.0,14.931845534575839,578.0,0.4752958424898042,0.6411398724907588
2382,2382.TW,Quanta,Tech_PC,0,0,False,3911,59,0,0.00019498503666110265,1.0464101227175884e-07,0.000744445293234615,0.04865809307130783,0.04866133259138477,0.04866060112193101,0.8892626556527061,0.9622542888050564,10380.646606343185,0.00097900117423945,0.0002353061560475903,316.0542123859473,2010-01-05,2025-12-30,1231518564352.0,27.83926912897885,0.659,23215255.0,16.96032016365324,319.5,0.14559201858449633,0.7847087815062032
2379,2379.TW,Realtek,Tech_Fabless,0,1,False,3911,60,0,0.009995369850747487,2.251420301562539e-05,-0.0023851532834206534,0.0010830938820144238,0.04004980710844282,0.0001,0.9193487083685816,0.9594485154770245,9502.974195214385,0.016317902900688398,0.018667747353283987,-12.58772367187737,2010-01-05,2025-12-30,270128283648.0,26.322162807731043,0.688,2671923.0,14.798308995858175,524.0,0.2135426742401433,0.9535863564476776
2395,2395.TW,Advantech,Tech_Indust,0,0,False,3911,60,0,0.00018648719663096413,2.0259655796493192e-07,0.00015557027730361565,0.049222163781015425,0.0492237039240124,0.04922370393017334,0.8937771858834759,0.967612741772575,10339.165553459774,0.00042372621472398173,0.000264474952550873,60.21411881810472,2010-01-05,2025-12-30,294815105024.0,26.409614234157917,0.512,2464840.0,14.717637454630156,340.5,0.1699851609448256,0.6931706366510277
2408,2408.TW,Nanya Tech,Tech_Memory,0,0,False,3911,60,0,0.00034373329340022787,1.946634505459102e-07,0.00023881528593909737,0.050121614819141416,0.05012196594042531,0.050120886777631574,0.9009708518660624,0.9761532611953035,8461.229623895837,0.0006524978835795426,0.00041880003809722317,55.80177273719998,2010-01-05,2025-12-30,690994020352.0,27.26139700706159,1.865,116972831.0,18.577452252121045,223.0,15.259444715473927,0.9069068142516551
3034,3034.TW,Novatek,Tech_Fabless,0,1,False,3911,60,0,0.0002879023562769213,2.3035866789310406e-07,0.0007022742334676638,0.04888696561960316,0.04888870554166529,0.04888844329172819,0.8910921852554832,0.9644251124430125,9599.704411562305,0.0010927205364745173,0.00037642601071464365,190.2882652556317,2010-01-05,2025-12-30,240362242048.0,26.20541296424349,0.686,4349710.0,15.28561973417588,395.0,0.1727500260492633,0.890911894413611
3035,3035.TW,Phison,Tech_Fabless,0,1,False,3911,60,0,0.00030147561359056805,3.9148040024900786e-07,0.0011988497805340906,0.06405594851056459,0.052654393962316484,0.04776603603914541,0.8902302690011697,0.966767680983059,8578.772874885302,0.0016521551438108196,0.0004522657071678713,265.30630503841746,2010-01-05,2025-12-30,38952271872.0,24.385602935469738,0.935,1939086.0,14.47772728600039,149.5,0.5474192179413532,1.0057655659746612
6505,6505.TW,FPCC,Petrochem,0,0,False,3911,60,0,7.043903634502642e-05,2.040681089700483e-07,-4.2534535677406366e-05,0.05021268398912793,0.050212262870699284,0.05021226286834668,0.9017015059907554,0.977019900295628,10748.920303089433,0.00011508129171253812,0.00014891667760716325,-22.72101851740316,2010-01-05,2025-12-30,520117387264.0,26.977320367783836,0.277,17755130.0,16.69218504621368,54.6,52.148794597753096,0.6898970560529883
