Ticker_Symbol|Security_Name|Listing_Exchange|Effective_Date|Tick_Size_Pilot_Program_Group
WEBK|Wellesley Bancorp, Inc. Common Stock|Q|20160906|G2
WERN|Werner Enterprises, Inc. Common Stock|Q|20160906|G1
WEYS|Weyco Group, Inc. Common Stock|Q|20160906|C
WFBI|WashingtonFirst Bankshares, Inc. Common Stock|Q|20160906|C
WNEB|Western New ENgland Bancorp, Inc. Common Stock|Q|20161024|G3
WHLM|Wilhelmina International, Inc. Common Stock|Q|20160906|C
WIFI|Boingo Wireless, Inc. Common Stock|Q|20160906|C
WINA|Winmark Corporation Common Stock|Q|20160906|G1
WING|Wingstop Inc. Common Stock|Q|20160906|C
WINS|Wins Finance Holdings Inc. Ordinary Shares (Cayman Islands)|Q|20160906|C
WINT|Windtree Therapeutics, Inc. Common Stock|Q|20160906|C
WIRE|Encore Wire Corporation Common Stock|Q|20160906|G2
WIX|Wix.com Ltd. Ordinary Shares|Q|20160906|G2
WLB|Westmoreland Coal Company Common Stock|Q|20160906|C
WLDN|Willdan Group, Inc. Common Stock|Q|20160906|C
WLFC|Willis Lease Finance Corporation Common Stock|Q|20160906|C
WMAR|West Marine, Inc. Common Stock|Q|20160906|C
WMIH|WMIH Corp. Common Stock|Q|20160906|G1
WRLD|World Acceptance Corporation Common Stock|Q|20160906|C
WSBC|WesBanco, Inc. Common Stock|Q|20160906|C
WSBF|Waterstone Financial, Inc. Common Stock (MD)|Q|20160906|G1
WSCI|WSI Industries Inc. Common Stock|Q|20160906|G3
WSFS|WSFS Financial Corporation Common Stock|Q|20160906|G3
WSTC|West Corporation Common Stock|Q|20160906|C
WSTG|Wayside Technology Group, Inc. Common Stock|Q|20160906|G2
WTBA|West Bancorporation Common Stock|Q|20160906|G1
WTFC|Wintrust Financial Corporation Common Stock|Q|20160906|C
WVE|WAVE Life Sciences Ltd. Ordinary Shares|Q|20160906|G3
WVFC|WVS Financial Corp. Common Stock|Q|20160906|C
WVVI|Willamette Valley Vineyards, Inc. Common Stock|Q|20160906|C
WYIG|JM Global Holding Company Common Stock|Q|20160906|C
XBIT|XBiotech Inc. Common Stock|Q|20160906|C
XCRA|Xcerra Corporation Common Stock|Q|20160906|C
XELB|Xcel Brands, Inc. Common Stock|Q|20160906|G3
XENE|Xenon Pharmaceuticals Inc. Common Shares|Q|20160906|G2
XENT|Intersect ENT, Inc. Common Stock|Q|20160906|G1
XLRN|Acceleron Pharma Inc. Common Stock|Q|20160906|C
XNCR|Xencor, Inc. Common Stock|Q|20160906|C
XONE|The ExOne Company Common Stock|Q|20160906|C
XPLR|Xplore Technologies Corp. Common Stock|Q|20160906|C
XXIA|Ixia Common Stock|Q|20160906|G3
YECO|Yulong Eco-Materials Limited Ordinary Shares|Q|20160906|C
YORW|York Water Company (The) Common Stock|Q|20160906|G1
ZAGG|ZAGG Inc Common Stock (Delaware)|Q|20160906|G2
ZAZZT|Tick Pilot Test Stock Class A Common Stock|Q|20160919|G1
ZBZZT|Test Pilot Test Stock Class B Common Stock|Q|20160919|G2
ZCZZT|Tick Pilot Test STock Class C|Q|20160929|G3
ZEUS|Olympic Steel, Inc. Common Stock|Q|20160906|C
ZFGN|Zafgen, Inc. Common Stock|Q|20160906|C
ZG|Zillow Group, Inc. Class A Common Stock|Q|20160906|C
ZGNX|Zogenix, Inc. Common Stock|Q|20160906|G1
ZIXI|Zix Corporation Common Stock|Q|20160906|C
ZLTQ|ZELTIQ Aesthetics, Inc. Common Stock|Q|20160906|C
ZUMZ|Zumiez Inc. Common Stock|Q|20160906|G1
ZVZZT|NASDAQ TEST STOCK|Q|20160919|C
ZYNE|Zynerba Pharmaceuticals, Inc. Common Stock|Q|20160906|C
END_FILE|20161028|2395||
