symbol,group,listing_exchange,yahoo_symbol,pre_spread_usd,weight_order_shares,source_rows,source_dates,spread_stratum
KFRC,G2,Q,KFRC,0.0425471922648,5948727,1654,21,narrow
KFS,G3,N,KFS,0.0661290550102,1423899,693,21,narrow
KFY,C,N,KFY,0.0323784663731,11732436,2881,21,narrow
KIN,G2,Q,KIN,0.119505884434,11536436,1324,21,middle_excluded
KINS,G3,Q,KINS,0.0636678803193,2851420,1159,21,narrow
KIRK,C,Q,KIRK,0.0313123638449,7374405,1858,21,narrow
KITE,C,Q,KITE,0.100927525195,41503452,5222,21,middle_excluded
KLDX,C,A,KLDX,0.0158595539219,24477147,3157,21,narrow
KLIC,C,Q,KLIC,0.0238180401067,6077780,1765,21,narrow
KLXI,C,Q,KLXI,0.0555889419105,15053812,2216,21,narrow
KMDA,G3,Q,KMDA,0.0781948235319,2275142,912,21,narrow
KMG,C,N,KMG,0.134493869768,18720678,1835,21,middle_excluded
KMPH,G1,Q,KMPH,0.0733688105728,9499514,1671,21,narrow
KMPR,G2,N,KMPR,0.0480543752738,6831881,1684,21,narrow
KN,C,N,KN,0.016497429243,8085556,2792,21,narrow
KND,G3,N,KND,0.0145339895387,10722152,3133,21,narrow
KNDI,G1,Q,KNDI,0.0204179990098,10475104,2968,21,narrow
KNL,C,N,KNL,0.0304390276541,30261783,2956,21,narrow
KNOP,G1,N,KNOP,0.136869772352,17201646,2367,21,middle_excluded
KNX,G3,N,KNX,0.0175896778841,22452199,3524,21,narrow
KODK,G3,N,KODK,0.0411639551266,4245275,1569,21,narrow
KONA,G2,Q,KONA,0.0585907784505,27135342,2230,21,narrow
KOP,G3,N,KOP,0.124284066619,9879435,1832,21,middle_excluded
KOPN,C,Q,KOPN,0.0205009760206,3299418,1554,21,narrow
KPTI,C,Q,KPTI,0.0418586261549,31090040,3757,21,narrow
KRA,C,N,KRA,0.0461433387838,36609456,3614,21,narrow
KRNT,G2,Q,KRNT,0.097598562245,17005609,1563,21,narrow
KRNY,G2,Q,KRNY,0.012553396888,8003929,1717,21,narrow
KRO,C,N,KRO,0.0222517182297,6115364,2384,21,narrow
KTCC,C,Q,KTCC,0.0715507892396,3522821,1013,21,narrow
KTEC,C,Q,KTEC,0.831882517913,3234734,768,21,wide
KTOS,C,Q,KTOS,0.0194084898198,10512732,3223,21,narrow
KTWO,C,Q,KTWO,0.052897391205,10393726,1954,21,narrow
KURA,G1,Q,KURA,0.077440495642,5947277,1847,21,narrow
KVHI,G1,Q,KVHI,0.100245002112,3374135,1068,21,middle_excluded
KW,G3,N,KW,0.0265340469932,8917413,2421,21,narrow
KWR,C,N,KWR,0.500979516774,6210965,2001,21,wide
LABL,G3,Q,LABL,0.299533144493,15565391,2055,21,wide
LAD,C,N,LAD,0.16604928294,22154758,3131,21,wide
LAKE,G2,Q,LAKE,0.131380796257,4870587,1666,21,middle_excluded
LAND,C,Q,LAND,0.0726785594884,5197320,1673,21,narrow
LARK,C,Q,LARK,0.396548637501,416037,416,21,wide
LAWS,G3,Q,LAWS,0.300651568237,6380222,973,21,wide
LAYN,C,Q,LAYN,0.0375491096398,7751470,1765,21,narrow
LBAI,G1,Q,LBAI,0.0421182882757,2940310,1400,21,narrow
LBIO,G1,Q,LBIO,0.0309852528449,4188062,1904,21,narrow
LBRDA,C,Q,LBRDA,0.102855721026,10296930,1980,21,middle_excluded
LBTYB,G2,Q,LBTYB,1.79911016434,1020145,119,16,wide
LBY,C,A,LBY,0.0632441983862,6111696,1595,21,narrow
LCI,G2,N,LCI,0.0465310431536,29240995,4726,21,narrow
LCNB,G3,Q,LCNB,0.162656507641,13237001,1153,21,wide
LCUT,G2,Q,LCUT,0.150391417098,14213538,1267,21,wide
LDL,G3,N,LDL,0.112182041953,8724757,1888,21,middle_excluded
LDR,G1,N,LDR,0.181050599174,6949313,1561,21,wide
LE,G1,Q,LE,0.0536104670942,29245404,2760,21,narrow
LEE,G3,N,LEE,0.0239392371725,21012169,4003,21,narrow
LEI,C,A,LEI,0.0462604305445,14995152,2162,21,narrow
LENS,C,Q,LENS,0.406491179878,552430,505,21,wide
LEU,C,A,LEU,0.0614052139203,4000790,1137,21,narrow
LFUS,C,Q,LFUS,0.392845328864,17335824,2115,21,wide
LFVN,C,Q,LFVN,0.0587250758289,35991548,2998,21,narrow
LGIH,C,Q,LGIH,0.061534336176,25262586,3724,21,narrow
LGL,C,A,LGL,0.189889278141,93370,127,21,wide
LGND,C,Q,LGND,0.214713993722,30027893,3288,21,wide
LHCG,C,Q,LHCG,0.0906719477198,20506579,1977,21,narrow
LIFE,G1,Q,LIFE,0.0351130022298,5936028,2117,21,narrow
LILA,C,Q,LILA,0.0364340279565,13533860,2486,21,narrow
LIND,C,Q,LIND,0.0376812522979,4449788,1118,21,narrow
LION,C,Q,LION,0.133452184193,4285794,1324,21,middle_excluded
LIOX,C,Q,LIOX,0.039543294398,3164481,1586,21,narrow
LITE,G3,Q,LITE,0.0405675852413,29022610,4607,21,narrow
LIVN,C,Q,LIVN,0.0725098483671,72052127,2764,21,narrow
LJPC,C,Q,LJPC,0.130804089984,9378251,2450,21,middle_excluded
LKFN,C,Q,LKFN,0.108929902669,9730991,1742,21,middle_excluded
LMAT,C,Q,LMAT,0.048720474305,14914748,2814,21,narrow
LMIA,C,Q,LMIA,0.0529433276856,6752567,1544,21,narrow
LMNR,C,Q,LMNR,0.147541675658,3804655,1305,21,middle_excluded
LMNX,C,Q,LMNX,0.0402097532784,24810714,2124,21,narrow
LMOS,C,Q,LMOS,0.032788907876,15820658,1676,21,narrow
LMRK,G3,Q,LMRK,0.141285789561,8746232,1536,21,middle_excluded
LNDC,G1,Q,LNDC,0.0497092081462,3719424,1436,21,narrow
LNN,C,N,LNN,0.419987273726,9182672,1914,21,wide
LNTH,G2,Q,LNTH,0.0265660237661,31123682,4033,21,narrow
LOAN,G2,Q,LOAN,0.0615828131231,7265043,1806,21,narrow
LOB,G1,Q,LOB,0.0681239706434,5244757,1509,21,narrow
LOCO,G1,Q,LOCO,0.0262161043184,9971549,3075,21,narrow
LOGM,G3,Q,LOGM,0.151504525817,45395631,3102,21,wide
LOPE,C,Q,LOPE,0.0584056065303,8388361,2042,21,narrow
LORL,G1,Q,LORL,0.15641996591,15344049,1656,21,wide
LOXO,C,Q,LOXO,0.182234168766,19686125,1832,21,wide
LPCN,C,Q,LPCN,0.029627906947,15339779,2700,21,narrow
LPG,C,N,LPG,0.0201688897615,4349642,1989,21,narrow
LPLA,C,Q,LPLA,0.0401172773848,17804749,2742,21,narrow
LPNT,G1,Q,LPNT,0.0654647224669,22493591,2754,21,narrow
LPSN,G3,Q,LPSN,0.0167159303188,12536127,1791,21,narrow
LQDT,G2,Q,LQDT,0.0242692089387,4443676,1752,21,narrow
LRN,C,N,LRN,0.0335434789181,8024144,1813,21,narrow
LSBG,C,Q,LSBG,0.166733135917,3638167,829,21,wide
LSBK,C,Q,LSBK,0.135450916105,93057,171,21,middle_excluded
LSTR,G1,Q,LSTR,0.0837593956589,11588224,2347,21,narrow
LTRPA,G2,Q,LTRPA,0.0198577431508,7817412,1918,21,narrow
LTRPB,G2,Q,LTRPB,2.03147617398,31751,27,6,wide
LTS,C,A,LTS,0.0290801446132,4309566,1557,21,narrow
LTXB,C,Q,LTXB,0.0549374447856,5192942,1837,21,narrow
LUB,C,N,LUB,0.047729084781,748859,828,21,narrow
LWAY,C,Q,LWAY,0.161495497709,6131700,1483,21,wide
LXFT,G2,N,LXFT,0.0836513719592,30983537,2800,21,narrow
LXK,C,N,LXK,0.0447782467757,28448123,3562,21,narrow
LXRX,C,Q,LXRX,0.0324316336248,53461088,4280,21,narrow
LXU,C,N,LXU,0.0312058462259,17261974,3657,21,narrow
LYTS,C,Q,LYTS,0.0390469859139,9928084,1662,21,narrow
LZB,G3,N,LZB,0.0299010574027,5540746,2385,21,narrow
MAG,C,A,MAG,0.0440410338755,3489724,1724,21,narrow
MAGS,C,Q,MAGS,0.0731262609017,2122033,760,21,narrow
MAIN,C,N,MAIN,0.0474215806738,26753641,4145,21,narrow
MAMS,C,Q,MAMS,0.377190507125,2139847,534,21,wide
MANT,C,Q,MANT,0.0801201901639,12543390,1781,21,narrow
MANU,G1,N,MANU,0.0505109549401,4439650,1635,21,narrow
MARA,C,Q,MARA,0.0934177694959,5788521,824,21,narrow
MARK,C,Q,MARK,0.0906683912687,853163,749,21,narrow
MASI,C,Q,MASI,0.0554196514251,10244341,2686,21,narrow
MATR,G2,Q,MATR,0.04479050528,1499802,1024,21,narrow
MATW,G3,Q,MATW,0.147504946287,9176561,1776,21,middle_excluded
MATX,C,N,MATX,0.0492769782161,17602172,2646,21,narrow
MAYS,G2,Q,MAYS,2.05355638954,448757,374,20,wide
MB,G1,Q,MB,0.0350388646778,22305897,2726,21,narrow
MBCN,G1,Q,MBCN,0.86412796254,375227,306,21,wide
MBFI,C,Q,MBFI,0.033823492181,17589048,2325,21,narrow
MBRG,C,Q,MBRG,0.691588637792,2865209,786,21,wide
MBTF,G2,Q,MBTF,0.0644584539897,22592812,1578,21,narrow
MBUU,C,Q,MBUU,0.0542127331814,19631386,2204,21,narrow
MBVT,G2,Q,MBVT,0.578009959433,1780031,666,21,wide
MBWM,C,Q,MBWM,0.282914966443,15252956,1430,21,wide
MC,G1,N,MC,0.0778410999667,5278469,1766,21,narrow
MCBC,C,Q,MCBC,0.0465311361397,1017146,1022,21,narrow
MCF,C,A,MCF,0.0404523229917,4163252,1720,21,narrow
MCFT,C,Q,MCFT,0.0357655597661,22084850,2345,21,narrow
MCHX,C,Q,MCHX,0.0173362276158,4457282,1053,21,narrow
MCRI,C,Q,MCRI,0.117352340147,15090892,1523,21,middle_excluded
MCRN,C,N,MCRN,0.0676953756396,6789566,1581,21,narrow
MCS,G3,N,MCS,0.0623323477827,4238578,1651,21,narrow
MDC,C,N,MDC,0.0216429856005,11727490,2172,21,narrow
MDCA,G3,Q,MDCA,0.0263643816103,31047184,2731,21,narrow
MDGN,C,Q,MDGN,0.040208506722,3947537,1704,21,narrow
MDLY,G2,N,MDLY,0.0575188569933,19063861,2034,21,narrow
MDM,G1,Q,MDM,0.0259494774863,1675267,1059,21,narrow
MDP,G1,N,MDP,0.0573072830873,6882054,2631,21,narrow
MDWD,G1,Q,MDWD,0.151997844156,4928187,1033,21,wide
MDXG,C,Q,MDXG,0.0134289146492,17524003,3165,21,narrow
MED,C,N,MED,0.100962983526,2247656,1508,21,middle_excluded
MEI,G1,N,MEI,0.0666692585971,6026602,2397,21,narrow
MELR,G1,Q,MELR,0.318732281657,902971,233,19,wide
MEOH,G3,Q,MEOH,0.0249445898555,45755044,3606,21,narrow
MEP,G3,N,MEP,0.0559290470197,19411723,2492,21,narrow
MERC,G2,Q,MERC,0.0296301923188,5927554,1893,21,narrow
MFCB,C,N,MFCB,0.024848092965,29822709,1425,21,narrow
MFNC,C,Q,MFNC,0.187543231502,919133,448,21,wide
MFRI,G1,Q,MFRI,0.170718324436,930457,493,21,wide
MFSF,G3,Q,MFSF,0.700964867663,1689620,502,21,wide
MG,C,N,MG,0.060505636847,7697477,1655,21,narrow
MGCD,C,Q,MGCD,0.461680242678,1385952,589,21,wide
MGEE,G3,Q,MGEE,0.190719458921,5307139,1703,21,wide
MGI,C,Q,MGI,0.0374690322704,8467944,1789,21,narrow
MGIC,G2,Q,MGIC,0.0714184748917,10201505,1207,21,narrow
MGLN,G3,Q,MGLN,0.0922868614059,14590488,1981,21,narrow
MGNX,C,Q,MGNX,0.124667241735,21201190,2415,21,middle_excluded
MGPI,C,Q,MGPI,0.116945730118,17854288,2297,21,middle_excluded
MGRC,C,Q,MGRC,0.0970090110851,10969245,1566,21,narrow
MGYR,C,Q,MGYR,0.349934530624,55904,98,18,wide
MHGC,G2,Q,MHGC,0.0228960847198,22080310,2315,21,narrow
MHH,C,A,MHH,0.141603254057,275072,373,21,middle_excluded
MHLD,G2,Q,MHLD,0.0212447518793,6565836,2319,21,narrow
MHO,C,N,MHO,0.0444305888015,9439922,1846,21,narrow
MIME,C,Q,MIME,0.0526420932407,21028236,2955,21,narrow
MIND,C,Q,MIND,0.106771774152,1593054,775,21,middle_excluded
MINI,G1,Q,MINI,0.0574186122196,7479065,2276,21,narrow
MIRN,C,Q,MIRN,0.0638459238334,3364362,1335,21,narrow
MITK,G3,Q,MITK,0.0231929760566,8297732,2694,21,narrow
MJCO,C,A,MJCO,0.0599409593573,1574971,368,21,narrow
MKSI,G2,Q,MKSI,0.0565909411416,55997906,2974,21,narrow
MLAB,C,Q,MLAB,1.69625899151,7889689,1144,21,wide
MLHR,G3,Q,MLHR,0.0372335909945,16168006,2942,21,narrow
MLI,C,N,MLI,0.0431658204155,2965156,1534,21,narrow
MLNX,G1,Q,MLNX,0.0449424772508,18330885,3407,21,narrow
MLP,G3,N,MLP,0.137471292363,9196403,816,21,middle_excluded
MLR,G2,N,MLR,0.188355389587,1627351,996,21,wide
MLSS,G2,A,MLSS,0.0386152291905,7800999,1327,21,narrow
MLVF,G2,Q,MLVF,0.303673602091,617011,297,21,wide
MMAC,G1,Q,MMAC,0.124521805019,936821,593,21,middle_excluded
MMI,C,N,MMI,0.091003719165,6699165,1572,21,narrow
MMLP,G3,Q,MMLP,0.0894452496745,16494996,2927,21,narrow
MMSI,G2,Q,MMSI,0.0289383213622,14918632,2125,21,narrow
MMYT,G1,Q,MMYT,0.0422088109868,18174979,2468,21,narrow
MN,G3,N,MN,0.0348077613211,3386189,1927,21,narrow
MNDO,C,Q,MNDO,0.0535635653618,1466415,943,21,narrow
MNOV,C,Q,MNOV,0.0422020140614,4444651,1094,21,narrow
MNRO,G1,Q,MNRO,0.105182603678,16420287,2453,21,middle_excluded
MNTA,G3,Q,MNTA,0.0283433686077,6853229,2514,21,narrow
MNTX,C,Q,MNTX,0.109308572003,18463910,1746,21,middle_excluded
MOBL,G3,Q,MOBL,0.0139112057125,25732420,2258,21,narrow
MOC,C,A,MOC,0.0620780290469,2613842,867,21,narrow
MOCO,G1,Q,MOCO,0.480723850689,7592548,870,21,wide
MOD,G1,N,MOD,0.0311959905107,8420873,1815,21,narrow
MODN,G1,N,MODN,0.0286423437436,4780796,1241,21,narrow
MOFG,C,Q,MOFG,0.346876482215,6024564,951,21,wide
MOG A,C,N,MOG A,0.151933662375,9870382,1726,21,wide
MOG B,C,N,MOG B,0.797355116721,7368,40,16,wide
MOV,G2,N,MOV,0.0443575715882,9994178,2198,21,narrow
MPAA,C,Q,MPAA,0.0657635397079,17790886,2123,21,narrow
MPB,G3,Q,MPB,0.539139185787,544501,275,21,wide
MPG,G2,N,MPG,0.0475436216562,3562696,1404,21,narrow
MPSX,C,N,MPSX,0.0387385595989,13802794,1698,21,narrow
MPX,C,N,MPX,0.037862360356,413641,628,21,narrow
MRCY,C,Q,MRCY,0.042181690727,8512823,1891,21,narrow
MRIN,G2,N,MRIN,0.017221188997,2964751,1076,21,narrow
MRLN,G3,Q,MRLN,0.121897669165,2795608,855,21,middle_excluded
MRTN,G1,Q,MRTN,0.0614962008399,9172580,1662,21,narrow
MRTX,G2,Q,MRTX,0.0354315665853,14145537,2878,21,narrow
MRVC,G2,Q,MRVC,0.188020439813,5620751,1157,21,wide
MSA,C,N,MSA,0.142640522582,4070597,1785,21,middle_excluded
MSB,G1,N,MSB,0.0769944006311,6394685,1246,21,narrow
MSBF,G1,Q,MSBF,0.24325873331,2778139,670,21,wide
MSEX,C,Q,MSEX,0.136640808301,8799940,2005,21,middle_excluded
MSFG,C,Q,MSFG,0.129812110711,5183643,1450,21,middle_excluded
MSGN,G2,N,MSGN,0.014984226908,6844308,2292,21,narrow
MSL,G3,N,MSL,0.090401038365,2890602,918,21,narrow
MSON,G3,Q,MSON,0.251284192976,6089660,992,21,wide
MSTR,C,Q,MSTR,0.668423561116,66631657,2718,21,wide
MTEX,G2,Q,MTEX,0.767900100359,4752923,986,21,wide
MTGE,G2,Q,MTGE,0.0192191546185,6624063,2305,21,narrow
MTH,G2,N,MTH,0.0425024037501,6617618,2303,21,narrow
MTR,G2,N,MTR,0.21643257024,3338781,754,21,wide
MTRN,G1,N,MTRN,0.102632170078,12863901,2135,21,middle_excluded
MTRX,G3,Q,MTRX,0.0398726686023,7127484,1864,21,narrow
MTSC,G3,Q,MTSC,0.141404669903,7963935,1755,21,middle_excluded
MTSI,C,Q,MTSI,0.0671448687436,43338635,3248,21,narrow
MTX,G2,N,MTX,0.145146371673,12058946,2327,21,middle_excluded
MTZ,G1,N,MTZ,0.0267580806984,11692232,3140,21,narrow
MUSA,C,N,MUSA,0.0717534004929,8405855,2500,21,narrow
MX,G2,N,MX,0.0183052506441,9275205,2298,21,narrow
MXC,C,A,MXC,0.174479889177,3605213,1018,21,wide
MXPT,C,Q,MXPT,0.180313292621,634367,343,21,wide
MXWL,C,Q,MXWL,0.0252126853366,3757488,1804,21,narrow
MYCC,G3,N,MYCC,0.0219601681489,14807351,2555,21,narrow
MYE,G2,N,MYE,0.0428395545171,4311232,1347,21,narrow
MYOK,G1,Q,MYOK,0.163183454355,46984624,2749,21,wide
MYRG,C,Q,MYRG,0.0810112072651,13287604,1589,21,narrow
NADL,C,N,NADL,0.0338336943542,21728382,2828,21,narrow
NAII,G2,Q,NAII,0.109803187057,8080277,1716,21,middle_excluded
NAME,C,Q,NAME,0.0599589995418,12993106,1687,21,narrow
NANO,C,Q,NANO,0.0559085455508,6180491,1892,21,narrow
NAO,G2,N,NAO,0.026043808729,2785995,1560,21,narrow
NAP,C,N,NAP,0.0679267232522,12761321,2411,21,narrow
NATH,G2,Q,NATH,0.64722656851,7882320,937,21,wide
NATL,C,Q,NATL,0.126115347567,1817187,568,21,middle_excluded
NATR,G2,Q,NATR,0.133326654544,24068909,1423,21,middle_excluded
NAUH,C,Q,NAUH,0.143317330914,843060,646,21,middle_excluded
NAVG,G3,Q,NAVG,0.531045541409,24659123,1529,21,wide
NBHC,C,N,NBHC,0.0264103360803,13417030,1605,21,narrow
NBN,G3,Q,NBN,0.156850999337,6998993,634,21,wide
NBTB,C,Q,NBTB,0.0927741433157,3272063,1627,21,narrow
NBY,G3,A,NBY,0.0710031916071,2592487,1359,21,narrow
NC,G3,N,NC,0.961757549819,5579352,1081,21,wide
NCI,C,N,NCI,0.0273521745561,2887187,1609,21,narrow
NCIT,G2,Q,NCIT,0.0825515844812,9217402,1271,21,narrow
NCMI,C,Q,NCMI,0.0276463717153,3372172,1758,21,narrow
NCOM,G3,Q,NCOM,0.206100837814,27971717,1493,21,wide
NCS,G1,N,NCS,0.0145294048032,14117095,2961,21,narrow
NDLS,G1,Q,NDLS,0.022057956098,14217629,2588,21,narrow
NDRM,G2,Q,NDRM,0.121972265809,7671628,1687,21,middle_excluded
NDRO,G2,N,NDRO,0.0370942215475,2244909,1525,21,narrow
NEFF,G2,N,NEFF,0.0718793432077,3890362,1142,21,narrow
NEN,G3,A,NEN,2.41881700387,48883,155,20,wide
NEO,C,Q,NEO,0.0201748998536,6959812,2053,21,narrow
NEOG,C,Q,NEOG,0.141216252198,18503854,2374,21,middle_excluded
NEOS,G3,Q,NEOS,0.0511389495687,8302418,2360,21,narrow
NEP,C,N,NEP,0.0476475862925,23650857,3491,21,narrow
NERV,G1,Q,NERV,0.046725210205,20959417,3200,21,narrow
NEWM,C,N,NEWM,0.0273730705556,4834656,2271,21,narrow
NEWR,C,N,NEWR,0.0551424301293,17742529,2727,21,narrow
NEWS,C,Q,NEWS,0.130792516667,4782575,988,21,middle_excluded
NEWT,C,Q,NEWT,0.0399339275477,6754128,2637,21,narrow
NFBK,C,Q,NFBK,0.0654672164335,2118595,1167,21,narrow
NGHC,C,Q,NGHC,0.0534092263927,6489546,1661,21,narrow
NGL,G3,N,NGL,0.0415721573754,14079585,3398,21,narrow
NGS,G2,N,NGS,0.177608115659,8606645,1602,21,wide
NGVC,C,N,NGVC,0.0351150549995,3176938,1872,21,narrow
NHC,C,A,NHC,0.585686837413,15552703,1270,21,wide
NHLD,C,Q,NHLD,0.0491701261888,6097056,937,21,narrow
NHTC,C,Q,NHTC,0.193838055807,8198457,2425,21,wide
NICK,C,Q,NICK,0.107031175513,408375,349,21,middle_excluded
NIHD,G2,Q,NIHD,0.0138602405926,15413522,2388,21,narrow
NILE,C,Q,NILE,0.097730803902,10933459,1689,21,narrow
NJR,G2,N,NJR,0.0277380134508,5858692,2334,21,narrow
NK,C,Q,NK,0.0439106348498,11652031,2857,21,narrow
NKSH,G2,Q,NKSH,1.26200417118,2530697,591,21,wide
NKTR,C,Q,NKTR,0.0308170221722,32217404,3981,21,narrow
NL,G2,N,NL,0.0597851987394,6440823,1869,21,narrow
NLNK,C,Q,NLNK,0.0431597392587,17203486,3241,21,narrow
NLS,G1,N,NLS,0.0295418752013,17584725,3072,21,narrow
NMFC,G3,N,NMFC,0.0235360411251,12153458,3216,21,narrow
NMIH,G3,Q,NMIH,0.0201951129667,6700957,1759,21,narrow
NMRX,C,Q,NMRX,0.0693378458996,2601188,1074,21,narrow
NNBR,G3,Q,NNBR,0.0616349504488,7858437,1825,21,narrow
NNI,C,N,NNI,0.106826738823,11067518,1598,21,middle_excluded
NOA,G1,N,NOA,0.0287254553287,956342,772,21,narrow
NOG,G1,A,NOG,0.0171018880392,16220903,2985,21,narrow
NOMD,C,N,NOMD,0.0268279266939,19098154,2741,21,narrow
NORD,C,N,NORD,0.0575530264861,4449120,1298,21,narrow
NOVT,G2,Q,NOVT,0.0545020732534,4325231,1194,21,narrow
NP,G1,N,NP,0.282244880363,4516062,1987,21,wide
NPK,G2,N,NPK,0.741008537678,3408585,1192,21,wide
NPO,C,N,NPO,0.116673572009,27793066,2018,21,middle_excluded
NPTN,C,N,NPTN,0.0277545678363,33418032,5141,21,narrow
NR,G2,N,NR,0.0114426706911,4316014,1751,21,narrow
NRCIA,G1,Q,NRCIA,0.588962112027,4637052,821,21,wide
NRCIB,C,Q,NRCIB,0.850136960172,2713851,535,20,wide
NRIM,G3,Q,NRIM,0.196031690152,9736943,1209,21,wide
NRP,G3,N,NRP,0.260984576922,53666919,3317,21,wide
NRT,C,N,NRT,0.119628523521,5736322,1125,21,middle_excluded
NSAT,G2,A,NSAT,0.0994912794107,1640302,853,21,narrow
NSEC,C,Q,NSEC,1.40280755936,276849,201,20,wide
NSH,G3,N,NSH,0.141989451643,9759387,1764,21,middle_excluded
NSIT,C,Q,NSIT,0.058568526894,16270968,1884,21,narrow
NSM,C,N,NSM,0.0182282316685,7009359,2165,21,narrow
NSP,G2,N,NSP,0.110869899213,46762279,2910,21,middle_excluded
NSR,G3,N,NSR,0.023336945846,8929602,2634,21,narrow
NSSC,G3,Q,NSSC,0.0551686116956,4179955,1269,21,narrow
NSTG,C,Q,NSTG,0.0722796323223,11710692,2005,21,narrow
NSU,C,A,NSU,0.0185657943853,14377356,3402,21,narrow
NSYS,C,Q,NSYS,0.0935482792441,32115857,1165,21,narrow
NTCT,G2,Q,NTCT,0.0241858139814,11402981,2434,21,narrow
NTEC,G2,Q,NTEC,0.109879661999,6620877,1198,21,middle_excluded
NTGR,G1,Q,NTGR,0.0694171688308,8507976,2511,21,narrow
NTIC,G3,Q,NTIC,0.719904251948,1151143,407,21,wide
NTIP,G3,A,NTIP,0.0292790962227,4452889,1244,21,narrow
NTP,G3,N,NTP,0.0283880824362,13673902,2810,21,narrow
NTRA,C,Q,NTRA,0.0388166455617,7368727,1816,21,narrow
NTRI,G2,Q,NTRI,0.0477805462051,19416258,2439,21,narrow
NTWK,G1,Q,NTWK,0.0642987190888,5377422,1332,21,narrow
NUTR,G2,Q,NUTR,0.247672409327,23684033,1556,21,wide
NVCR,G3,Q,NVCR,0.0323504148084,10423247,2979,21,narrow
NVDQ,C,Q,NVDQ,0.0386342969701,6109598,1881,21,narrow
NVEC,C,Q,NVEC,0.704167817493,2460725,971,21,wide
NVEE,G3,Q,NVEE,0.134135104405,5389939,1648,21,middle_excluded
NVET,C,Q,NVET,0.212309846096,568926,487,21,wide
NVGS,G1,N,NVGS,0.0245911683501,11721230,3003,21,narrow
NVIV,G1,Q,NVIV,0.0329161542084,5174763,2312,21,narrow
NVLS,C,Q,NVLS,0.0966781325189,9731258,2227,21,narrow
NVMI,C,Q,NVMI,0.0730161072548,2801216,964,21,narrow
NVRO,C,N,NVRO,0.191109001644,48987329,3582,21,wide
NVTA,C,N,NVTA,0.0573388322509,5164277,1835,21,narrow
NWBI,C,Q,NWBI,0.0118883488631,14148954,1924,21,narrow
NWE,C,N,NWE,0.0496459269982,5664213,2224,21,narrow
NWFL,C,Q,NWFL,0.572469883656,344753,353,21,wide
NWHM,C,N,NWHM,0.0547647997472,2661211,1400,21,narrow
NWLI,C,Q,NWLI,3.84459232118,8024570,1193,21,wide
NWN,G3,N,NWN,0.128900478561,5186795,1919,21,middle_excluded
NWPX,C,Q,NWPX,0.0754882140146,3386853,1195,21,narrow
NWS,G2,Q,NWS,0.0112536953871,13758234,1976,21,narrow
NX,G2,N,NX,0.0296091663598,12414001,1907,21,narrow
NXEO,C,Q,NXEO,0.0343627489658,8348136,1469,21,narrow
NXST,G3,Q,NXST,0.0821808006632,26062468,2962,21,narrow
NXTM,C,Q,NXTM,0.0376993259874,9011850,2156,21,narrow
NYLD,G2,N,NYLD,0.0177302206441,11343246,2843,21,narrow
NYLD A,C,N,NYLD A,0.0530506018552,4000630,1850,21,narrow
NYMT,C,Q,NYMT,0.0135175875699,23343333,3997,21,narrow
NYNY,G2,Q,NYNY,0.219386185211,2848585,788,21,wide
NYT,G1,N,NYT,0.0112933210607,4210459,1872,21,narrow
OACQ,G3,Q,OACQ,0.0477631578947,15200,19,11,narrow
OAK,G2,N,OAK,0.074203810024,18333349,3454,21,narrow
OB,C,N,OB,0.0342395976236,13608155,1576,21,narrow
OBAS,G1,Q,OBAS,0.640355489913,661158,376,21,wide
OBCI,C,Q,OBCI,0.0829368341964,1357570,671,21,narrow
OCC,G2,Q,OCC,0.135282988499,506040,454,21,middle_excluded
OCFC,C,Q,OCFC,0.0451414528175,3625452,1505,21,narrow
OCIP,G3,N,OCIP,0.110756550721,2819476,831,21,middle_excluded
OCRX,G2,Q,OCRX,0.0390162253562,64796525,2648,21,narrow
OCUL,C,Q,OCUL,0.0252000871141,16945597,3673,21,narrow
OCX,G3,A,OCX,0.0657880866367,6265334,1199,21,narrow
ODC,C,N,ODC,0.555647374058,3256793,966,21,wide
OEC,G3,N,OEC,0.0688047117254,4890459,1581,21,narrow
OFED,C,Q,OFED,1.35831773994,206472,197,18,wide
OFG,G3,N,OFG,0.0199180161726,5527134,1841,21,narrow
OFIX,C,Q,OFIX,0.131902574495,12742811,1915,21,middle_excluded
OFLX,C,Q,OFLX,0.900573500447,1482508,582,21,wide
OHRP,G2,Q,OHRP,0.0383913318793,2794435,1374,21,narrow
OIS,G3,N,OIS,0.0262379745384,20970114,2967,21,narrow
OKSB,G2,Q,OKSB,0.0776613436324,4258010,1001,21,narrow
OLBK,C,Q,OLBK,0.18477998049,10320967,1228,21,wide
OLED,G3,Q,OLED,0.0810063847099,26585969,4125,21,narrow
OLLI,G3,Q,OLLI,0.0298380555418,35993554,4209,21,narrow
OMAM,C,N,OMAM,0.0287266798577,5668516,1706,21,narrow
OMCL,G2,Q,OMCL,0.0827719334602,5234222,2113,21,narrow
OME,G3,N,OME,0.0378909500179,18253793,2795,21,narrow
OMED,C,Q,OMED,0.0472032119109,4379231,1936,21,narrow
OMER,C,Q,OMER,0.0400165645276,8557612,2502,21,narrow
OMEX,C,Q,OMEX,0.0690313437451,5145001,1584,21,narrow
OMI,C,N,OMI,0.017871078168,7926659,2912,21,narrow
OMN,G2,N,OMN,0.0262999180605,22180996,2872,21,narrow
