Date,ticker,ret,log_rv_1d,log_range_var,log_forward5_rv,left_tail5,har_d_l1,har_w_l1,har_m_l1,range_l1,forecast_revision_shock_raw,growth_revision_raw,inflation_revision_raw,labor_revision_raw,speech_count_raw,chair_weighted_shock_raw,forecast_revision_shock_z_l1,chair_weighted_shock_z_l1,growth_revision_z_l1,inflation_revision_z_l1,labor_revision_z_l1,speech_count_z_l1
2020-01-17,SPY,0.0031073240907293354,-11.547986688305903,-12.056787177027292,-9.265594790543926,0.0,-9.586809880489472,-11.281675092690591,,-11.84855795918514,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,SPY,-0.001959880979038431,-12.46974306512788,-12.012086397113226,-7.9688138730443745,0.0,-11.547986688305903,-11.251563487409934,,-12.056787177027292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,SPY,0.00012085583732179828,-18.04182429954723,-11.477182722538746,-7.70420403616385,0.0,-12.46974306512788,-11.752340994758388,,-12.012086397113226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,SPY,0.0011460904945108652,-13.542797396530872,-10.59226891915756,-7.702722425982413,0.0,-18.04182429954723,-12.766679037494299,,-11.477182722538746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,SPY,-0.008933068426185464,-9.435990668716654,-9.331841846383806,-7.682589161454054,0.0,-13.542797396530872,-13.03783226600027,,-10.59226891915756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,SPY,-0.016159216373540453,-8.250529437602616,-10.78026397350135,-7.240749460101071,0.0,-9.435990668716654,-13.007668423645708,,-9.331841846383806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,SPY,0.010424939432874147,-9.127108642220787,-9.698022071545648,-7.580258714925131,0.0,-8.250529437602616,-12.348176973505051,,-10.78026397350135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,SPY,-0.0008265591630181035,-14.196478121332142,-10.9988283969373,-7.368902453415089,0.0,-9.127108642220787,-11.679650088923632,,-9.698022071545648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,SPY,0.003240026355801895,-11.464347629408453,-9.642334628975181,-7.179950372755902,0.0,-14.196478121332142,-10.910580853280614,,-10.9988283969373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,SPY,-0.01832467620849254,-7.999013401504038,-8.8558361739064,-7.17891806669369,0.0,-11.464347629408453,-10.49489089985613,,-9.642334628975181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,SPY,0.007401017438819935,-9.812275592981422,-10.428688728989535,-7.6946487992973704,0.0,-7.999013401504038,-10.207495446413606,,-8.8558361739064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,SPY,0.01512646952086083,-8.382618242761565,-10.9539569589686,-7.693453060437993,0.0,-9.812275592981422,-10.519844677489369,,-10.428688728989535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,SPY,0.011481679944028045,-8.934005124418125,-10.861798567474857,-8.377480941817867,0.0,-8.382618242761565,-10.370946597597523,-11.081505788062598,-10.9539569589686,0.851305334846765,0.5675368898978433,-0.28376844494892167,0.0,1.0,0.851305334846765,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,SPY,0.003359239517576107,-11.392081329358344,-11.980405690264654,-8.878126765333525,0.0,-8.934005124418125,-9.31845199821472,-11.044011717627543,-10.861798567474857,2.636976267213595,0.732493407559332,-1.6114854966305303,0.2929973630237328,1.0,3.164371520656314,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,SPY,-0.00534399132387442,-10.463564932551208,-10.89225275107214,-8.953685066057712,0.0,-11.392081329358344,-9.3039987382047,-11.055401421454912,-11.980405690264654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,SPY,0.007437724989783234,-9.80238051568155,-10.09634746926339,-9.178228417596882,0.0,-10.463564932551208,-9.796909044414132,-10.997142889518777,-10.89225275107214,0.9030704394942806,-0.6020469596628537,0.0,-0.30102347983142685,1.0,0.9030704394942806,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,SPY,0.001731216386960277,-12.717862007382633,-10.952803829929284,-9.815461557923117,0.0,-9.80238051568155,-9.794930028954159,-10.96659731687506,-10.09634746926339,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,SPY,0.006422263067612732,-10.095969441302692,-12.26247873362692,-9.50660887335734,0.0,-12.717862007382633,-10.661978781878371,-11.090408298131107,-10.952803829929284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,SPY,-0.001067417666622994,-13.685025886242416,-10.778975262655429,-9.902243288940195,0.0,-10.095969441302692,-10.894371645255287,-11.017563967521722,-12.26247873362692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,SPY,0.001600501195400561,-12.874876903325376,-11.809202332962627,-8.765134265245665,0.0,-13.685025886242416,-11.3529605566321,-11.186617165606123,-10.778975262655429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,SPY,-0.0025801681671335785,-11.919801402226554,-10.856271634738581,-6.652256619215431,1.0,-12.874876903325376,-11.835222950786934,-11.182287293672381,-11.809202332962627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,SPY,0.0047702263526892,-10.690723043627603,-11.727548874056817,-6.1051866309122875,1.0,-11.919801402226554,-12.258707128095935,-11.170140482228087,-10.856271634738581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,SPY,-0.004116909049587392,-10.985305255734493,-9.452099309539689,-6.109307437615749,1.0,-10.690723043627603,-11.853279335344928,-11.22031835327982,-11.727548874056817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,SPY,-0.010351730011238125,-9.141203244789283,-10.298244056792786,-5.445270122828533,1.0,-10.985305255734493,-12.031146498231289,-11.194741924526575,-9.452099309539689,2.852030472371835,0.0,-0.8086069091957792,-0.6459948320413437,2.0,2.9917733454853064,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,SPY,-0.033728114401189835,-6.778847068386216,-7.579461590979373,-5.466205485134176,1.0,-9.141203244789283,-11.122381969940662,-11.04344465996573,-10.298244056792786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,SPY,-0.030770389879501536,-6.9624048379228585,-7.427002082930625,-5.321181246971573,1.0,-6.778847068386216,-9.90317600295283,-10.531491149458411,-7.579461590979373,10.5,3.25,3.0,4.25,1.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,SPY,-0.0036850192234965107,-11.20695907333222,-8.515399147505144,-5.342460488825679,1.0,-6.9624048379228585,-8.911696690092091,-10.232382396794408,-7.427002082930625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,SPY,-0.045951425904883436,-6.1603407979991935,-7.171755621896884,-5.041231753967647,0.0,-11.20695907333222,-9.014943896033014,-10.312880960640571,-8.515399147505144,0.27151778441487917,0.0,-0.27151778441487917,0.0,1.0,0.27151778441487917,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,SPY,-0.004210296073180686,-10.940444615178864,-7.343724223097333,-5.203524189301974,0.0,-6.1603407979991935,-8.049951004485953,-10.217872386113145,-7.171755621896884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
