Date,DPZ
2024-04-25,476.85992431640625
2024-04-26,481.0043029785156
2024-04-29,508.04852294921875
2024-04-30,510.1110534667969
2024-05-01,497.726318359375
2024-05-02,494.14093017578125
2024-05-03,495.7119445800781
2024-05-06,503.4704895019531
2024-05-07,498.5069580078125
2024-05-08,497.9671630859375
2024-05-09,498.535888671875
2024-05-10,499.87554931640625
2024-05-13,491.7699279785156
2024-05-14,492.222900390625
2024-05-15,498.940673828125
2024-05-16,494.7191467285156
2024-05-17,494.458984375
2024-05-20,497.39862060546875
2024-05-21,495.1239318847656
2024-05-22,493.38916015625
2024-05-23,483.95355224609375
2024-05-24,483.9824523925781
2024-05-28,490.65191650390625
2024-05-29,491.5483093261719
2024-05-30,490.6712341308594
2024-05-31,490.1700439453125
2024-06-03,504.0487365722656
2024-06-04,502.1212158203125
2024-06-05,498.38165283203125
2024-06-06,495.0950927734375
2024-06-07,494.9601135253906
2024-06-10,507.4895935058594
2024-06-11,508.83880615234375
2024-06-12,512.1640014648438
2024-06-13,509.60992431640625
2024-06-14,503.974853515625
2024-06-17,514.365234375
2024-06-18,515.7959594726562
2024-06-20,507.4448547363281
2024-06-21,504.3808288574219
2024-06-24,515.5833129882812
2024-06-25,510.2189025878906
2024-06-26,502.0030517578125
2024-06-27,498.736083984375
2024-06-28,499.0647277832031
2024-07-01,488.4518737792969
2024-07-02,476.1379089355469
2024-07-03,480.7000732421875
2024-07-05,477.2204284667969
2024-07-08,483.5997619628906
2024-07-09,461.85211181640625
2024-07-10,462.00677490234375
2024-07-11,457.2706298828125
2024-07-12,475.04571533203125
2024-07-15,466.8782653808594
2024-07-16,473.47021484375
2024-07-17,457.4445495605469
2024-07-18,395.36236572265625
2024-07-19,390.6552429199219
2024-07-22,401.6546630859375
2024-07-23,408.7975769042969
2024-07-24,410.5277099609375
2024-07-25,410.9529724121094
2024-07-26,403.4911193847656
2024-07-29,413.81402587890625
2024-07-30,414.7998962402344
2024-07-31,414.3649597167969
2024-08-01,412.37384033203125
2024-08-02,414.6548767089844
2024-08-05,414.8675231933594
2024-08-06,414.6355895996094
2024-08-07,413.2727355957031
2024-08-08,422.9769592285156
2024-08-09,423.7406311035156
2024-08-12,430.02325439453125
2024-08-13,426.5436096191406
2024-08-14,427.45220947265625
2024-08-15,429.7138977050781
2024-08-16,428.0997314453125
2024-08-19,418.3665466308594
2024-08-20,412.77978515625
2024-08-21,413.3984069824219
2024-08-22,402.31195068359375
2024-08-23,411.0593566894531
2024-08-26,410.28607177734375
2024-08-27,404.4190673828125
2024-08-28,402.1766052246094
2024-08-29,399.1512756347656
2024-08-30,400.3594665527344
2024-09-03,390.055908203125
2024-09-04,391.9696960449219
2024-09-05,396.5415344238281
2024-09-06,394.8307189941406
2024-09-09,406.1105041503906
2024-09-10,402.8338317871094
2024-09-11,394.328125
2024-09-12,392.26934814453125
2024-09-13,390.5133361816406
2024-09-16,396.77093505859375
2024-09-17,400.1374206542969
2024-09-18,396.8194580078125
2024-09-19,399.42919921875
