date,active_contract,rv_1min,rv_5min,rv_5min_canonical_convention,rv_10min,parkinson,r2_day,day_return,n_ticks,source_file,source_size,source_mtime_ns,source_sha256,builder_collector_sha256,builder_proxy_code_sha256,builder_mcs_sha256,builder_evaluation_sha256
2012-01-16,201201,0.0001316011246937325,0.000158423725719818,0.0001581179781625818,0.0002261284312610038,0.0003060301360985431,0.0003984089977332529,-0.019960185313099,74157,Daily_2012_01_16TX.csv,4958482,1588931054000000000,10bbeba81be25d7b0fc8c1dec85879e54f1de0bd98b6405aaee83864b8b2d051,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-01-17,201201,4.116294310678852e-05,4.146543479824646e-05,4.021563802041288e-05,3.874104721752308e-05,8.482332236876204e-05,0.0001088260905004769,0.010431974429631,52481,Daily_2012_01_17TX.csv,3848630,1588931056000000000,df125331a8d45a3d3c588165cede0d97a72ee5d91fc37679d4cca8b5d60f523d,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-01-18,201201,2.894370248661092e-05,3.77846867269196e-05,3.770805929092457e-05,4.504522065412397e-05,2.169804277356865e-05,5.550925293869922e-06,-0.0023560401723803,31046,Daily_2012_01_18TX.csv,3354447,1588931058000000000,b4d2b24360dc6721d665623480f54c6a247d6dff2403afcc190ba2e351d99254,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-01-30,201202,4.699038399833174e-05,5.633484947398985e-05,4.967330316624267e-05,8.353862459767463e-05,6.198201716423316e-05,2.657763266076516e-05,0.0051553499067245,47641,Daily_2012_01_30TX.csv,2920733,1588931059000000000,c0ee5e76355ea21c9df822254a517e8fca2eb45be7d7f59078d154f2013a1308,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-01-31,201202,7.198671776000158e-05,8.52429911870115e-05,8.50805093447521e-05,6.584353971546413e-05,4.249368800995013e-05,9.517060098581567e-06,0.0030849732735603,58675,Daily_2012_01_31TX.csv,3595212,1588931061000000000,f36ec64c349aaf80490ba6c29acf3c729a88020095cfa3bc739f4b5a6d197f06,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-01,201202,5.864935602645386e-05,5.576908406742367e-05,5.569780198110719e-05,6.770331882477608e-05,3.31340887755048e-05,1.597021760257259e-05,0.0039962754663026,55085,Daily_2012_02_01TX.csv,3352735,1588931063000000000,233da44e4a521a8c2716593d6acd8ba9b23d5aafaf1801c15f1db29aa9b930b4,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-02,201202,4.538278042041836e-05,3.164695636020324e-05,3.12166822910394e-05,3.647033068871062e-05,4.396842770720416e-05,8.311569795027146e-06,0.0028829793261532,50889,Daily_2012_02_02TX.csv,3133305,1588931064000000000,4124084c22f718272e759012a280267d172e09e769168d0834a2d7cf6c766e43,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-03,201202,3.70051710238524e-05,2.64604448291575e-05,2.618474400397734e-05,2.516704052505584e-05,1.4289146475753e-05,8.311569795027146e-06,0.0028829793261532,45114,Daily_2012_02_03TX.csv,2769225,1588931066000000000,3aa19899884e43816065993d9f36ce0d4e5cf486e05355a0b5d9ff9f09ef16dd,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-04,201202,4.31697325797258e-05,5.061842846565066e-05,4.925774544275504e-05,4.72273199716061e-05,2.553249121768264e-05,3.767946809151127e-06,0.0019411199883446,42215,Daily_2012_02_04TX.csv,2616351,1588931067000000000,3beabd3fd507b5887c058d128dfd5df770734329c047de6aace262a7b791a428,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-06,201202,3.064499690339814e-05,3.66254267298094e-05,3.635612658299167e-05,2.785005744749121e-05,1.909696341391871e-05,7.446727183878743e-06,-0.0027288692134066,49112,Daily_2012_02_06TX.csv,3011324,1588931069000000000,c0993e88b43310da3eec6752557c0284d7174522f84a9b9540610890b57c5a13,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-07,201202,4.423882697915029e-05,4.237811505956978e-05,4.237811505956978e-05,3.095524903788772e-05,3.41077888124358e-05,4.302105017744518e-06,0.0020741516380786,59128,Daily_2012_02_07TX.csv,3646983,1588931071000000000,00c48870200b78c247cb690dd78488c67c88ab5672f4f983197ae97cbf8d5d44,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-08,201202,3.59774337089395e-05,3.763049507571646e-05,3.756418899074872e-05,4.181083373624611e-05,0.0001072895597574963,0.0002509342252267725,0.0158409035483072,57174,Daily_2012_02_08TX.csv,3595404,1588931073000000000,2c8584735919db81eeb401f04ee9e91c45e328aabdc09e8cdccf921378e5bdfa,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-09,201202,5.184908091718698e-05,4.802465845786377e-05,4.698766241417718e-05,6.368185288791261e-05,6.281034462575658e-05,6.373332704297268e-05,0.0079833155419895,60517,Daily_2012_02_09TX.csv,3822187,1588931075000000000,b73bfb553b19628f23bbd3e890fed20d857c829717750bbd778fc25ae8c4a6b6,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-10,201202,5.111149347322826e-05,6.407641672827771e-05,6.246637377839523e-05,6.306004028084174e-05,3.525875042730212e-05,1.614136625786138e-06,-0.0012704867672613,58857,Daily_2012_02_10TX.csv,3720190,1588931077000000000,cee7ab1fe47b82ec646daedde37fb7b1b002e37fa1476db4430a8d5061f6fafe,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-13,201202,4.404681126994585e-05,4.527588380163053e-05,4.424283646117473e-05,3.683026786451953e-05,5.341015277086477e-05,1.644512050498511e-05,0.0040552583770932,55855,Daily_2012_02_13TX.csv,3818248,1588931079000000000,7d9d63df310709d4ef4d0dce1e21dafcc9d950bf0deaaed613e8c4cba61582b9,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-14,201202,7.185439839575328e-05,7.962913625125907e-05,7.802682850081719e-05,8.12157792340309e-05,6.683364867899485e-05,1.543922670061388e-05,-0.0039292781398895,65205,Daily_2012_02_14TX.csv,4901152,1588931081000000000,cc09e46e59c38f61d4bdd2b28065463460849f121f9ccb8901f6d24bf9e6af93,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-15,201203,3.35704929559479e-05,4.086099683462911e-05,4.007834485040482e-05,4.619782289160148e-05,9.936201392454004e-05,0.0001575907790814507,0.0125535166021896,35442,Daily_2012_02_15TX.csv,4129543,1588931083000000000,3839dc9720ca08bbc07554d66de0eed7090461c1d0944fb66d1519e8fe3f9d4b,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-16,201203,5.190197692204719e-05,5.706041510535207e-05,5.691871167304144e-05,5.213246755475173e-05,9.249950608332982e-05,6.102039788918142e-05,-0.0078115554078033,64199,Daily_2012_02_16TX.csv,3893419,1588931086000000000,3326894cf2f5f6feb0d4df78b5d38c4014cf9bd1a58863983f46a10713cca8f7,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-17,201203,0.0001120916316088136,9.603694781829585e-05,9.589574093728295e-05,0.0001027125488927587,0.0001134453385904129,3.94860917799275e-05,-0.0062837959689925,80333,Daily_2012_02_17TX.csv,4876117,1588931088000000000,97274530a84bb30390d61f1700b3d99c5160519b3adbc9b14a681824e20f5fde,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-20,201203,5.489450198475821e-05,5.849321604731993e-05,5.849321604731993e-05,3.981385091779228e-05,3.370362995671343e-05,1.713326231370058e-05,-0.004139234508179,52493,Daily_2012_02_20TX.csv,3174916,1588931090000000000,c8ca2d95d9feaf34bcbfc0c542d7b08b0c9eba7d5deb0da0722df1e146dec5fa,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-21,201203,8.027970019876169e-05,8.73049307536841e-05,8.602607173590994e-05,7.983722040838253e-05,8.430537026499686e-05,7.751883768728482e-07,-0.0008804478274564,77904,Daily_2012_02_21TX.csv,4719336,1588931093000000000,5fe0c02f5c6a957962bd021b332d49bddf0f0d580c3263605795e2d53ac85e64,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-22,201203,8.027455863302056e-05,0.0001033959515182481,0.0001010956217404151,7.727158267855771e-05,0.0001229348448128253,0.0001166997972730692,0.010802768037548,69130,Daily_2012_02_22TX.csv,4216383,1588931095000000000,f62e785777837850722d59c94e2efd4ba0bf4c979af91ad8f02da7d78f54b0c5,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-23,201203,3.859657748020114e-05,3.90829410143944e-05,3.883029518622251e-05,5.099270139225741e-05,1.420943480604911e-05,1.4198835275067e-07,0.0003768134190161,48795,Daily_2012_02_23TX.csv,2969381,1588931096000000000,2148873aee37ab25b57a5f5f3485b9888d1141472627df5f0ad853ed635e07a7,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-24,201203,6.597829618876755e-05,7.805198558970091e-05,7.613774454055268e-05,7.577936487404509e-05,4.85582594821141e-05,2.536009498919838e-07,-0.0005035880756054,63467,Daily_2012_02_24TX.csv,3858534,1588931098000000000,3e828f8dbe26832a936e18dd9ddb7c59c7b1409077b24f8433dd4cc80481ca56,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-02-29,201203,4.427157627074977e-05,3.790826188337251e-05,3.037779089831496e-05,4.646486853830799e-05,8.528526340630996e-05,0.000179552073019302,0.0133997042138736,51779,Daily_2012_02_29TX.csv,3193812,1588931100000000000,c854e900cd94246a91cbb8904e88b8a6a475d85625711e1994aed7cce9e6a552,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-03-01,201203,4.767850442271234e-05,4.784792087956289e-05,4.567304729975201e-05,4.988362885931209e-05,2.157567941334336e-05,3.772574932778414e-07,-0.000614212905496,50962,Daily_2012_03_01TX.csv,3111107,1588931102000000000,d698294426764c0a327461363c3ca097961bec67fb87f0524bfc71703ed36ec8,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-03-02,201203,4.105807961494062e-05,2.705459044679871e-05,2.705459044679871e-05,2.636000526214186e-05,3.054789412716519e-05,1.175704451415684e-05,-0.003428854694232,48760,Daily_2012_03_02TX.csv,2971524,1588931103000000000,506a09f2c76fb74b8c994a076c1e82d206da1ccb12a1d8af25c293bbebf9b37a,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-03-03,201203,2.551162844467232e-05,2.894640449018428e-05,2.160395765992835e-05,2.933244003373346e-05,1.0621712746591e-05,1.514793281841275e-06,-0.0012307693861326,29625,Daily_2012_03_03TX.csv,1802907,1588931104000000000,6870a7381c8ed43d3641a1cffd3adc941dd5ce3f726c0cd63ceae75303723d81,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-03-05,201203,4.365555542167714e-05,4.302874183876425e-05,4.083124152893704e-05,4.759480207259132e-05,6.012598484926039e-05,5.712982865334646e-05,-0.0075584276574791,59816,Daily_2012_03_05TX.csv,3646890,1588931106000000000,f4517dc05cdfafa34259aed6abd25dafe23070c8afe56eed8992fde2562af545,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-03-06,201203,6.240433779483162e-05,6.552389899233212e-05,6.538392213058518e-05,7.590341008529733e-05,0.0001515349504060267,8.592853362620238e-05,-0.0092697644860158,75101,Daily_2012_03_06TX.csv,4586795,1588931109000000000,f7a36da5db43c2fc2419b5a4ddf88e95bc6416c039536b2dbf334977359d23b0,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-03-07,201203,5.955098241737419e-05,4.743992228215037e-05,4.612529958415766e-05,3.620508569681921e-05,4.595740190360718e-05,2.710963691545612e-05,0.0052066915517875,58756,Daily_2012_03_07TX.csv,3590843,1588931110000000000,a5ca2cbff4c7cef9d0bb359cf8ef6cbf79ffe0ef7f7c68b1ee2441619f8d0cd8,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
2012-03-08,201203,6.78818869893753e-05,7.077032475840719e-05,7.070682863149896e-05,6.494078929000363e-05,7.828830707321545e-05,2.280710321232688e-05,0.0047756782986636,59720,Daily_2012_03_08TX.csv,3684420,1588931112000000000,0e31bf000d8a534f6f9089c045e33d73ee5522a1b75895f49608c22b17a10bf8,51e91ab718ab74c3299b124fc0059e81940e09dddd721cad12d6cc31f920e708,0eb8ef8d5bd505501023f5f14d1ccaaa14d0cf187d86082cb4423a5567225dca,407dd064ea6b02cdefdd6b690202c447952518993bef636ee50658f31d8b453f,c33b4617cf92e92696d2cb15d4eafa39316e1422332f7ef154cce7195a8493ca
