market,ticker,converged,theta0,alpha,gamma,beta,persistence,theta_vix,theta_eav,theta_eav_se,theta_eav_t,loglik,n_obs,n_events,sigma2_sample,analyst_count,market_cap,median_daily_turnover
TW,2882.TW,True,0.0001336892734814403,0.058863701605904095,0.058863701605470296,0.8496152080438321,0.9379107604524713,2.249916375717504e-07,9.992873763796924e-05,4.9132084523299204e-05,2.033879462015935,11204.180081222217,3911,60,0.00022224093881812598,9.0,1056183091200.0,578478305.317893
TW,2883.TW,True,0.00014960595750440942,0.07106858684809898,0.07106844599461214,0.8537482195116556,0.9603510293570606,2.9786998293593355e-07,-6.676187069632314e-06,4.113666990791147e-05,-0.16229284199663274,11320.37252950682,3911,59,0.00022668611803987917,2.0,357320523776.0,195176184.63979053
TW,2886.TW,True,9.866616560880428e-05,0.04985274006200302,0.04985244495189809,0.8982293394247954,0.9730083019627475,1.8531308027780866e-07,2.424005061478678e-05,2.9078003733211665e-05,0.8336215524692577,12069.89483614525,3911,59,0.00015271525510473228,8.0,584916729856.0,342089126.6033764
TW,2887.TW,True,5.733149668232014e-05,0.05431692120676555,0.049520376265313526,0.8942443215102799,0.9733214308497022,4.059991644704179e-07,-1.3517052482792378e-05,2.458408330325355e-05,-0.5498294289054692,11851.664857740818,3911,60,0.0001872141874359024,4.0,600520523776.0,177892484.0479896
TW,2603.TW,True,0.0005236413996497203,0.0598165811138432,0.048876217227013075,0.9021564100106284,0.9864110997379781,8.079757014579027e-07,0.000826716478104704,0.00028034790051200466,2.9488948431390285,9438.931624440593,3911,60,0.0006321126524062798,8.0,433008574464.0,94793865.88936615
TW,2615.TW,True,0.0005516064935999815,0.05924908756581105,0.058231366764986046,0.902039659622548,0.990404430570852,1.0123754094209865e-06,4.408306037066177e-05,0.0001590564384621178,0.2771535738942184,9403.822985110673,3911,60,0.0006896123940087359,4.0,214670196736.0,42512478.76411438
TW,2609.TW,True,0.00039651222623339347,0.07947320482307338,0.07946838173572134,0.8565938698878253,0.9758012655787593,1.1970240136381657e-06,0.0009713659927451787,0.00028073668334414013,3.4600607985185636,9325.777952793273,3911,60,0.0007126496040877573,5.0,176700473344.0,80090384.90998888
TW,1301.TW,True,0.0001456734520004078,0.04984807457891222,0.0498477701178248,0.898173241413387,0.9729452010512116,2.0250473012017214e-07,3.595064176836597e-05,4.14628724547888e-05,0.8670562274132508,11299.33809028104,3911,60,0.00022386927882334415,5.0,327199096832.0,400564603.72372437
TW,1303.TW,True,0.00018347145666326267,0.058855139942782894,0.056487756797973444,0.9017023675808002,0.9888013859225698,5.299607074995107e-07,0.00021471589848434116,9.704057880535975e-05,2.212640331783367,11106.722924954502,3911,60,0.00026572003661310935,5.0,679671431168.0,313919911.3669815
TW,1326.TW,True,0.00015207270244750932,0.05121862261745831,0.051218622594495666,0.9002680969906454,0.9770960309053515,2.7016217696251047e-07,3.6910133361614995e-05,4.6873551275292454e-05,0.7874405151177594,11176.036714282904,3911,60,0.00023984655904376863,6.0,292158373888.0,271773775.2117615
TW,2002.TW,True,8.509445328984932e-05,0.05479686072255978,0.054796719801875345,0.9010553281527777,0.9832505487762752,2.6419953334102277e-07,5.559624065414248e-05,3.872563265634021e-05,1.435644477328899,12192.04058742104,3911,60,0.0001630834216153107,9.0,309467807744.0,343698986.9151592
TW,2027.TW,True,0.000557959905226887,0.06338079119590159,0.04847663730993674,0.9030290025178537,0.9906481123687236,5.429536141774099e-07,0.0002271821669819645,0.0002138898230347707,1.0621457522316664,10314.310167727108,3911,58,0.00040013273718554474,2.0,90152017920.0,69117603.1404829
TW,2317.TW,True,0.00017577181553450703,0.06734230180229138,0.06734230180185326,0.8524863703831844,0.9534998230864025,3.287194679541008e-07,0.0002459056299894669,6.44070296376799e-05,3.8179936471655767,10668.289132473601,3911,60,0.0002979237281833934,17.0,2792547680256.0,2157076923.9395103
TW,3045.TW,True,0.0001736187506101906,0.0611131176031882,0.061113117594610834,0.9024448858512056,0.9941145622516993,2.09314848564728e-07,-3.995293781225209e-05,2.8364270677268656e-05,-1.4085656658279841,12859.424868608843,3911,61,0.00010079491204528165,7.0,332696125440.0,260099521.63817215
TW,2382.TW,True,0.0002991835370322614,0.05038675848867315,0.050385274146466326,0.904626982908443,0.9802063784703493,2.1617615323443658e-07,0.0019548517015182663,0.0004208073252091525,4.645479259532026,10388.24236650011,3911,59,0.0003663956939626926,18.0,1229591281664.0,320020863.90875244
TW,2912.TW,True,0.00039513553052531516,0.0641306672144787,0.04842992586505793,0.9031087467871853,0.991454376934193,2.1047498120736867e-07,0.00013942431317650795,6.487655831343923e-05,2.1490707398950613,11479.24037128539,3911,60,0.00019233871104332623,9.0,233915006976.0,212190831.68842316
TW,2637.TW,True,0.0005914369985467668,0.06472076103574743,0.057146329632608364,0.9032357364422641,0.9965296622943157,8.541316072421205e-07,0.00035034967505657473,0.00021354238837385794,1.6406563480183725,10436.544006662627,3684,57,0.000384261630684907,4.0,52621836288.0,21231116.70172119
TW,1215.TW,True,0.00029000155388173146,0.07920111546485271,0.07919990866600579,0.8562251693887412,0.9750262391865968,1.8724642691188258e-07,0.0003075690000672649,9.528650387408965e-05,3.2278338228641754,11154.866495247503,3911,59,0.00023178610609304358,1.0,42744553472.0,26789599.529556274
TW,2347.TW,True,0.00016969807433316297,0.06227976555593608,0.07782196602753803,0.8371036587919358,0.9382944073616409,2.0226353982955962e-07,0.000997997303528026,0.0003517851253854562,2.8369513987679427,11105.280084291984,3911,60,0.0002255620487499316,3.0,136771657728.0,130530519.66755676
TW,1210.TW,True,0.00014093160363827926,0.05983560696090034,0.059835332514485896,0.8484905480535608,0.9382438212717041,2.027996762675471e-07,8.501739932063492e-05,5.9859519170412164e-05,1.4202820286377775,11411.060057385599,3911,60,0.00019159348662834257,1.0,46102573056.0,42592737.549856186
TW,2892.TW,True,5.02947353121036e-05,0.07486080601430677,0.07486079023302655,0.8550324067317452,0.9673236078625652,2.2908574800398018e-07,-1.8634916075920096e-05,1.757888061022103e-05,-1.0600741019359927,12791.738421840531,3911,60,0.00011814713606737818,2.0,409095897088.0,224375425.49151802
US,AAPL,True,7.66177000581895e-05,0.07624582997165225,0.09530281886282817,0.7765130967032186,0.9004103361062848,6.132095799035909e-07,0.0021979582973953946,0.0005401805937404695,4.068932358668565,8368.056030770334,3016,48,0.0003176217749350137,40.0,3792822075392.0,7863868934.170532
US,MSFT,True,1.7188276593105386e-05,0.02616414103651886,0.05193867114308108,0.8720395446243386,0.9241730212323981,5.649214637609337e-07,0.002039680927322591,0.00046041530413239395,4.430089332426,8685.370270797748,3016,48,0.0002743779445526462,54.0,2835080544256.0,4312635324.389648
US,NVDA,True,0.00031398992805054763,0.05103506767370145,0.0510468962809301,0.8933437783897907,0.9699022942039572,1.4077663329871863e-06,0.00731717892744621,0.0013741574331896992,5.3248476125923565,6805.4508235321255,3016,48,0.0008716957246528164,56.0,4576631586816.0,3472350728.088379
US,GOOGL,True,2.7407437792754333e-05,0.02114427550041455,0.021079171614573167,0.9466533310170192,0.9783371923247204,7.040601574592038e-07,0.004160132458737913,0.0014073959468262204,2.955907659190942,8366.577871209844,3016,48,0.0003164708302059941,56.0,3862209232896.0,2432728695.907593
US,AMZN,True,5.871972409391604e-05,0.023311484555581574,0.029050324896576146,0.9262230277339437,0.9640596747378134,7.549547926579569e-07,0.007258529202948412,0.002490634655233397,2.914329160118515,8006.117912575112,3016,48,0.00042734735067161963,64.0,2563921149952.0,6446649419.574738
US,META,True,8.437626767255016e-05,0.04533379491165017,0.07817254525897528,0.7750499249146451,0.8594699924557829,8.404521863498711e-07,0.004021964078133097,0.0005591399301567982,7.19312619473488,7748.517111935784,3015,48,0.0005311952456119746,60.0,1593771687936.0,4034833712.487793
US,TSLA,True,0.0014972237892648833,0.05439077831383848,0.03604148050199065,0.916998462098359,0.9894099806631929,1.3063063475508843e-06,0.012703636552867794,0.002924938787140542,4.343214500323623,6078.842138722633,3016,48,0.0012818399373679648,41.0,1326447591424.0,6766300253.540039
US,BRK-B,True,2.0711037592310025e-05,0.0453872213475806,0.04537841261462722,0.8445487800845674,0.9126252077394615,3.0170171255104806e-07,0.00010361734825073667,6.497803884103895e-05,1.594651825430192,9569.439585058588,3016,48,0.00014127971451866682,3.0,1034780409856.0,901211088.2324219
US,UNH,True,0.00012875546926626247,0.050048486308468906,0.05005027497839638,0.9006097653455816,0.9756833891432487,6.955000267737632e-07,0.0001242839155152633,8.320717070290828e-05,1.4936683276856006,8336.77768655018,3016,48,0.00031967194858607465,26.0,282804584448.0,845752939.3066406
US,V,True,1.439151962106429e-05,0.012076765499007207,0.06455809413495772,0.8550002001359397,0.8993560127024257,4.6552011552958516e-07,0.001034199104368932,0.00026527587597898687,3.8985795468671016,8962.305015245576,3016,48,0.00022846550594987842,35.0,592332324864.0,1131777220.8251953
US,JPM,True,1.2886678930820396e-05,0.00761243697135161,0.028471918600724185,0.8654018864410719,0.8872502827127856,6.043388866929982e-07,0.0001704273670659877,6.753554554371766e-05,2.523520994668878,8633.549331101614,3016,48,0.00027795867217297063,23.0,839289536512.0,1207532505.8128357
US,WMT,True,5.409108589321827e-05,0.03337678090543519,0.03329816025426462,0.5830871955916839,0.6331130566242513,3.0222235734847935e-07,1.3379316569039081e-05,3.3427003764502724e-05,0.4002547360600424,9039.560377967871,3016,48,0.00017388347716050485,41.0,994078883840.0,723304290.7722473
US,MA,True,6.121482224214451e-06,0.025246831953149425,0.05096885115195695,0.8805636021707163,0.9312948596998442,6.379302762307702e-07,5.567609619871822e-05,4.6648311618078724e-05,1.1935286458929577,8659.796094290987,3016,48,0.0002715093940053405,35.0,449056800768.0,798959021.496582
US,JNJ,True,9.905483523620632e-05,0.02905704744946092,0.07747705003200879,0.8617086127324336,0.9295041851978989,1.0837939036704261e-07,-5.587656055476958e-05,1.319538507203017e-05,-4.234553235828586,9516.034186891366,3016,48,0.00012785087651674167,24.0,567989108736.0,802777240.6768799
US,XOM,True,1e-12,0.02864961620543533,0.0638811559284754,0.8588544093807647,0.9194446035504378,7.016292790311462e-07,0.00022758119952142944,9.680026074482578e-05,2.3510391167370304,8607.056684547953,3016,48,0.0002827838157093039,24.0,634187022336.0,911728323.897171
US,PG,True,6.293388638893472e-05,0.0347747770628502,0.08225174302428219,0.8630163188382041,0.9389169674131954,1.8996492974178484e-07,6.614261816917509e-05,0.00022235743594436542,0.2974607882496189,9611.643116287109,3016,48,0.00012912331285629502,22.0,334737080320.0,714029297.9370117
US,HD,True,6.338752001042514e-05,0.04895555889604678,0.048955875263891856,0.8875073420295918,0.9609408385575845,4.85430942120833e-07,0.00023631337612784722,0.0003208052729743121,0.7366255982543328,8840.086310964047,3016,48,0.00022646123176509888,33.0,336966123520.0,766734256.4163208
US,CVX,True,3.361891283055174e-05,0.05279733915222684,0.05279732796141379,0.8475610018361974,0.9267570049691312,6.712829713115085e-07,5.678293799701036e-05,3.097650488177413e-05,1.8330969944391677,8509.525002138307,3016,48,0.0003235692927823641,24.0,379934769152.0,686311507.3013306
US,ABBV,True,0.00026382413618797454,0.0595886030370854,0.05958791623008476,0.8462225654759552,0.9356051266280829,1.9081478237484044e-07,0.0001780565646212876,0.00010678128072437297,1.6674885655369927,8200.782580652518,3016,48,0.00028087858120289015,29.0,359677853696.0,515384737.3260498
US,AVGO,True,0.00026573526498665893,0.048706906223629574,0.04847847301779444,0.8820497353129069,0.9549958780454336,6.559218087378946e-07,0.0028381589976882084,0.0005117837724532665,5.54562131597749,7375.388330839052,3016,48,0.0005864307099855753,43.0,1784093868032.0,667754581.6802979
US,COST,True,5.662348576352511e-05,0.04345077476675291,0.04346435820451078,0.8218010747661202,0.8869840286351285,2.798086803743217e-07,0.0009016914396666222,0.00020406790721044446,4.418585224852409,9106.78650117343,3016,48,0.00017689346178435328,32.0,437064892416.0,592922278.2592773
US,PEP,True,4.7335413724612146e-05,0.046840313699539414,0.0468344143711811,0.8620170342966473,0.9322745551817773,1.9710963796896427e-07,0.00011122638634806167,5.08829612403828e-05,2.1859259688641677,9633.370083915408,3016,48,0.00013765665822451962,21.0,213399994368.0,482119928.0548096
US,KO,True,1.7059564973179565e-05,0.0001,0.05080745545589733,0.8717287937714521,0.8972325214994007,2.580043148950118e-07,0.0002008806470807277,,,9716.453245356424,3016,48,0.0001230540558593848,23.0,327072579584.0,555160001.3111115
US,MRK,True,0.00015237473474912538,0.030015729771898595,0.08004208635856833,0.880305126133082,0.9503418990842647,2.2725721012446578e-07,3.7317374256454477e-05,4.43529397554623e-05,0.8413731865847436,8750.551933769932,3016,48,0.0001968373150594046,27.0,295030521856.0,595772182.0953369
US,ADBE,True,8.684129184990159e-05,0.029436793421957597,0.07951355646044232,0.8798326309609943,0.949026202613173,7.447204576138141e-07,0.003782750352754657,0.0008196912911692759,4.614847557253691,7982.051416518297,3016,48,0.00042141630141303654,34.0,97017585664.0,819497078.0029297
US,CSCO,True,2.635014780066152e-05,0.03249588247441977,0.03267564510254136,0.8427826508845387,0.8916163559102293,3.8011007080313776e-07,0.0029119198682605813,0.0006520887077308906,4.465527210850424,9035.096638380906,3016,48,0.00023643388203693446,22.0,323021733888.0,718158551.1779785
US,TMO,True,6.440733339685455e-05,0.04067802616273553,0.04065006065771508,0.7878007052431868,0.8488037617347799,4.7661193469458576e-07,5.6686690317663356e-05,4.915508115542869e-05,1.153221375800798,8515.322427936157,3016,48,0.000247656818756751,25.0,188800385024.0,455945937.09106445
US,CRM,True,0.0001164591911167913,0.023491232515944902,0.07420086481936455,0.8783265198110884,0.9389181847367156,7.178845616761382e-07,0.004580348299040702,0.0009510685582477206,4.816002231721005,7786.8738102039115,3016,48,0.0004752281859018555,52.0,161698103296.0,842615770.0805664
US,MCD,True,7.215098260585786e-05,0.056488004460057355,0.06906694802638405,0.817753174069005,0.9087746525422544,1.8089925060952186e-07,9.563177868798414e-05,9.954808009080206e-05,0.9606591970508552,9437.138681490007,3016,48,0.00015415330368212136,33.0,216091607040.0,555713938.885498
US,ABT,True,4.5886028870503265e-05,0.03674858788839912,0.03676085131286868,0.6374568611503039,0.6925858746951373,4.1668171318681557e-07,0.0031437661191702445,,,8777.584614001098,3016,48,0.00020882556564186702,25.0,173942063104.0,395618837.81433105
JP,7203.T,True,0.00011770911700376733,0.05045854633876055,0.05046077648508912,0.905529361555467,0.9812182961367721,7.475194170062908e-07,0.00030399039328030575,0.00012370916171342786,2.457298950780211,8154.747717117466,2952,48,0.00028683184199113223,17.0,43257803309056.0,41373556988.15918
JP,6758.T,True,0.0002416270811095956,0.0584813252245677,0.058473855131687166,0.8093786955382484,0.8970969483286597,4.754168084941969e-07,0.0008845340289199366,0.00020774845853867773,4.257716447774547,7479.6010873627765,2952,48,0.0004174773213602982,23.0,19312712613888.0,34247263562.86621
JP,9984.T,True,0.0002246431116060921,0.04871748143132597,0.048709577634466664,0.8845742499285196,0.957646520177079,1.1616305944346878e-06,0.0028239642824733533,0.0006888024378194407,4.09981749108387,6962.580625730851,2952,47,0.0006997448677279386,18.0,21450146709504.0,63869901773.4375
JP,8306.T,True,0.00011760618775542235,0.05027950507163224,0.05026748878267444,0.9032301783166997,0.9786434277796692,8.114022410631175e-07,0.00044497108396114317,0.00013597443315483288,3.2724614005521064,7913.685550725142,2952,48,0.00034655607079776596,12.0,32282528186368.0,32710203343.945312
JP,6861.T,True,0.00019499405033250057,0.02183779685510178,0.07270973656278078,0.8779331916598145,0.9361258567963067,4.538552793549218e-07,0.0003168830316744763,0.00013029127746020614,2.4321124011640722,7700.345089315924,2952,47,0.00036631098411306763,16.0,15405200441344.0,21970135441.40625
JP,9432.T,True,0.00014230605823584074,0.03718148658760379,0.0864184787225558,0.881818053409261,0.9622087793581426,1.603037520356447e-07,0.0005493763215852121,0.00015038191906240446,3.6532072805723117,8729.915466459059,2952,48,0.00018924335166787228,14.0,12425244966912.0,14377317207.717896
JP,6098.T,True,0.00015410803235256298,0.04866686292082148,0.04867027728387694,0.8840505694221922,0.9570525709849521,9.99295686167843e-07,0.002731417211933911,0.0007677444509066629,3.5577166447875475,6878.555257670037,2759,40,0.0005124652480730323,16.0,9767910113280.0,15778106241.94336
JP,7974.T,True,0.00048134874264401387,0.06322928920728033,0.05955964237493447,0.8510935547522545,0.944102665147002,1.7018467423581923e-07,0.0003216054485655146,8.494537165727502e-05,3.7860267403747496,7228.862530199432,2951,48,0.0005000714672912331,26.0,9565021143040.0,35699506131.44531
JP,6594.T,True,0.00021658163620357946,0.05002793640024972,0.05002859303136799,0.9003585843852323,0.975400817301166,9.95148904602241e-07,0.002423155036396937,0.0006943596661681623,3.489769285951136,7468.193086402682,2952,48,0.00044727473746752086,8.0,2566587940864.0,12757128851.953125
JP,8035.T,True,0.00030238764251491046,0.00845031930165224,0.022363295239195696,0.9669723134408471,0.9866042803620972,7.749272532968108e-07,0.002846956975366061,0.0006711621621138416,4.2418317600019355,6994.56101688363,2952,48,0.0005923559625856054,22.0,19396458184704.0,25717377323.14453
JP,4063.T,True,0.00016307494938396858,0.0369380413292359,0.07867515384515476,0.8009128830556431,0.8771885013074564,4.3524780122104045e-07,0.0012420634227834988,0.0002869224789236461,4.328916393873861,7817.077704861686,2952,48,0.0003581989702600623,17.0,12366761689088.0,13179051721.801758
JP,6501.T,True,0.0002236692457394429,0.03298404072230117,0.09039239011940199,0.8829405410952679,0.96112077687727,6.706166069519774e-07,0.001219832466479579,0.0002843582262561123,4.289773791811865,7546.979002453524,2952,48,0.0004454801912115949,14.0,21932229525504.0,14029099092.10205
JP,9433.T,True,0.00014070303303565616,0.07304393663411729,0.073045553194236,0.8544165573579187,0.963983270589154,3.2043886028237444e-07,0.0007401781182952153,0.000187147748880947,3.9550468692309813,8534.195387612039,2952,48,0.00022533798026583076,13.0,9974545645568.0,13856972831.323242
JP,8316.T,True,0.00014683978391014153,0.05974572683049499,0.04891714137663922,0.9021440598670961,0.9863483573859108,7.268091898108425e-07,0.00015939464545000967,6.523376595246946e-05,2.4434377369251927,8154.085080720565,2952,48,0.0003001753381441469,13.0,21293005012992.0,22131407858.935547
JP,8411.T,True,5.159834218468972e-05,0.035834315107224325,0.04159192924390638,0.9365153634226523,0.9931456431518298,8.393022318793902e-07,0.0005301891553945936,0.0001607598599763634,3.298019514775315,8463.37139295826,2952,48,0.0002787115884190952,12.0,16476269445120.0,16205351134.21875
JP,6902.T,True,0.00014193515473993236,0.053665164665404406,0.10653226866283481,0.7918346768709034,0.8987659758677252,5.765026527201311e-07,0.000894369722021411,0.00026385393869245014,3.389639459064108,7849.7726913814695,2952,48,0.00034995241764210623,16.0,5155626418176.0,8260518134.765625
JP,6367.T,True,0.0001719155461816542,0.026935163831177493,0.07184011174656812,0.8206038100885783,0.8834590297930398,4.4094987440861865e-07,0.000783665530437225,0.0001745654663373034,4.489235739920005,7752.363609046192,2952,46,0.0003507961838554498,16.0,5925391302656.0,11946896359.375
JP,8001.T,True,0.0001237670760852074,0.03903898344867699,0.08807766025811158,0.8822886061561334,0.9653664197338662,4.4577623150054454e-07,0.00017842035759961858,5.971178514302188e-05,2.9880258507138167,8334.927884106793,2952,46,0.000254842599087016,13.0,14019017572352.0,8505487564.331055
JP,8058.T,True,0.00011571333509339369,0.033504530372167794,0.08313437127110934,0.8808857744600307,0.9559574904677531,4.6346171804690893e-07,0.0009739855312723328,0.0002488760043391662,3.9135373209584046,8221.921517236058,2952,46,0.0002761026005826795,14.0,19373743931392.0,10999268882.1167
JP,4502.T,True,6.529155374833211e-05,0.01925007099975297,0.10285861419199113,0.8867344665243996,0.9574138446201481,3.682685662982647e-07,0.0004076475251044731,9.651294888544618e-05,4.223759918353763,8716.281827344555,2952,48,0.00020611291988981492,15.0,8902605275136.0,12352782963.720703
JP,6273.T,True,0.0002440243424640578,0.009162101360361495,0.025836647458564937,0.96011866963548,0.9821990947251239,5.155246743356387e-07,0.0003672413800091691,0.0001581979530569123,2.321404120046058,7364.6309633177125,2952,47,0.0004344909776110879,15.0,4532121632768.0,9678964542.1875
JP,7741.T,True,0.00015866618035193845,0.029049596562582086,0.0774570575997612,0.744907609918445,0.8126857352809076,5.527402432669905e-07,0.0009109450396443216,0.00023795541032542935,3.8282173891255815,7659.7240855978935,2952,48,0.0003749418857031055,15.0,9824046678016.0,9352095026.953125
JP,6981.T,True,0.00026135483251146037,0.025194046911943102,0.03333521019397677,0.9323990284023644,0.9742606804112959,3.7046745961783055e-07,0.0018394125516994404,0.0004507923663802463,4.080398624469794,7467.110680699588,2952,48,0.00045877763185617237,17.0,7590635372544.0,14016591753.222656
JP,8801.T,True,0.00019325883978827768,0.049426345392381936,0.04942611976588837,0.8931180707830487,0.9672574760583749,5.378447673648635e-07,0.0005117363582738338,0.00017785596854730422,2.8772515336629128,7774.442604312357,2952,48,0.0003634327191757833,11.0,4708864884736.0,8315955017.39502
JP,6178.T,True,0.0001082972556224762,0.08667425477344647,0.06857474944860927,0.8449540392576882,0.9659156687554393,4.3655094405255703e-07,0.0006554363502540218,0.00018972199302143486,3.4547199289645367,7300.473054571371,2503,40,0.00023468763020074247,8.0,5232046112768.0,6123608152.050781
JP,7267.T,True,7.865498395399339e-05,0.04900387240745019,0.04900357304156812,0.8880513688077316,0.9615570277359659,8.830778141445275e-07,0.0011731141414920178,0.00030720011220951434,3.81872953448643,7841.075666276355,2952,48,0.0003489188381088403,18.0,4881259692032.0,12236851059.667969
JP,8031.T,True,6.698431209324213e-05,0.021030901059797102,0.09742391173019846,0.8849075087277903,0.9546503656526867,7.162758081470757e-07,0.0003532937645631986,9.83839278676876e-05,3.590970316191568,8164.010236345567,2952,46,0.0002952191179353503,13.0,17700365533184.0,9633450714.96582
JP,4503.T,True,0.00011085510176296136,0.04561363471567463,0.045604862911963764,0.8472574688935042,0.9156735350651607,4.2469966642597704e-07,0.0004920880189757017,0.00011257198638006429,4.37131860953683,8158.533605094649,2952,48,0.0002650289260005087,14.0,4586906583040.0,8158299767.578125
JP,8002.T,True,4.238218751954757e-05,0.020041483496325774,0.07187885257452704,0.8791702610578794,0.9351511708414687,7.928446691692605e-07,0.0010714628525198388,0.0002827204790435545,3.7898310590891957,8000.65080410445,2952,46,0.000344023786492163,13.0,9718970974208.0,4771364193.75
JP,6701.T,True,0.00026656908775673913,0.014453527390196128,0.12158405779577593,0.8917734447632829,0.967019001051367,7.787175505311544e-07,0.0024134872341916576,0.0005566971089024659,4.335368723128224,7643.568684443162,2952,48,0.0004059705490351251,12.0,5166044020736.0,5263630329.437256
EU,SAP.DE,True,3.493481415369263e-05,0.03017855979641495,0.030232108533101792,0.577443663558462,0.6227382776214279,5.626046574307149e-07,0.0004448478894603875,0.00011983293055452172,3.7122340862555316,8617.061526150643,3046,48,0.00024168328873946395,27.0,166377160704.0,192074529.6210251
EU,SIE.DE,True,6.016155970379818e-05,0.016597321643277818,0.0442554648217726,0.6211919980152524,0.6599170520694165,5.600321609176343e-07,0.0005219048639119268,0.00016176713850679856,3.226272460089246,8419.143258632457,3046,48,0.00028157851456999143,23.0,174439399424.0,164721564.62395477
EU,ALV.DE,True,3.198393104644886e-05,0.023117516637975732,0.06647732447668611,0.8761676681498968,0.9325238470262156,3.9137635546780705e-07,0.00024189247400811816,6.821180543343298e-05,3.546196621993504,9159.138857064561,3046,48,0.0001995738112017568,18.0,144073768960.0,148356522.28107452
EU,MRK.DE,True,0.00012522633331472788,0.018300998384630493,0.04892225937083553,0.6553369995837498,0.698099127653798,3.387102590516887e-07,0.00021203342599521345,8.844139829410365e-05,2.3974454281027535,8405.965540224808,3046,48,0.00025394959185650673,15.0,49129902080.0,40241820.59623718
EU,BMW.DE,True,0.000151879549543264,0.05797898698431401,0.05797575337771243,0.8550266669418679,0.9419935306150381,4.870753553538521e-07,0.0003523011038893026,0.00016808394613900083,2.095983060737753,8263.705683380282,3046,48,0.0003074218784057917,23.0,50925916160.0,80940439.1092186
EU,BAS.DE,True,8.105448516140957e-05,0.025192237497045113,0.07570379009476481,0.8787828940694116,0.9418270266138391,5.682477078541209e-07,1.3708119226029778e-05,3.800014775497789e-05,0.36073857697656087,8415.52012227,3046,48,0.00027885600048433313,21.0,48328376320.0,112886065.82661438
EU,MBG.DE,True,5.8831072823402236e-05,0.012519804972826535,0.01278572463165344,0.9727504285714141,0.9916630958600674,6.650273795805591e-07,-3.182302530801847e-05,3.5177893603029184e-05,-0.9046313479462617,8264.20829837708,3046,48,0.0003577015441346283,24.0,47958372352.0,131338631.1262207
EU,DTE.DE,True,9.2050131014974e-05,0.06162763522577693,0.06162270155590758,0.8589077414614031,0.9513467274651338,2.413137586854847e-07,0.00028280688670456354,0.00011050559349981365,2.5592087943045203,9201.203979729939,3046,48,0.00017040710997372983,18.0,140834848768.0,113909119.09803772
