start_seed,init_vix,init_eav,theta_vix,theta_eav,pooled_loglik,n_outer_iters,converged_flag,valid
63,0.0008985726859815066,3.2481600817804704e-05,0.0006110279216658339,0.01,232862.48386094611,8,False,True
64,1.3805043353632856e-06,0.0003519334348616875,1.2403830904585308e-06,0.0019456845918081637,234437.90949506033,8,False,True
65,1.2862727385556747e-06,1.3424811540590984e-06,1.240128467134225e-06,0.0019638669011892928,234437.89406958054,8,False,True
66,1.4351879745076226e-05,0.0003112648129978985,9.680112002540808e-06,0.01,234410.7981061153,8,True,True
67,5.776034960296989e-09,1.3130107750595525e-05,5.771438162959543e-09,9.389273046120788e-06,234321.7341661812,8,False,True
68,0.00012301488000483496,2.0290430497496525e-05,4.0583558759854325e-05,0.01,233954.3588382136,8,False,True
69,1.4491462419486614e-06,3.6847466446205684e-05,1.3155166168957503e-06,0.002105088974512664,234437.84939964808,7,True,True
70,2.2020902065892407e-05,1.0655943934962279e-05,1.1277816973385302e-05,0.01,234387.46995140807,8,False,True
71,1.4629618931343699e-06,4.830097684783433e-06,1.442240480951704e-06,0.0024409595254968964,234437.02320977763,8,False,True
72,1.0966062987255983e-09,0.00018251401328837167,2.9610223625005362e-08,4.8413385071738756e-05,234422.52700330826,8,False,True
73,6.610057344712648e-08,2.1360445092233017e-05,5.6550268192014514e-08,9.045430502589026e-05,234430.11665802132,8,False,True
74,1.3314525724651968e-06,0.00025935828099507867,1.1970829178407786e-06,0.001876757517069759,234437.89512186154,7,True,True
75,8.294195752205694e-09,3.764158052231611e-06,8.249112829803489e-09,1.3413929911373924e-05,234358.64621058363,8,False,True
76,0.0008187283653589045,0.0001500598668526578,0.0005370863820424873,0.01,232888.7654815334,8,False,True
77,2.0278308919323192e-06,0.00013219277706195317,1.8330422473571084e-06,0.0028757353707356756,234437.90962078102,7,True,True
78,0.0003096077496240018,1.3505134382385342e-05,0.00012368478521322074,0.01,233427.57345872896,8,False,True
79,2.689896939763747e-09,0.00030337462984444616,6.395777141377139e-08,0.0001365788393945531,234415.21806818823,8,False,True
80,1.2897715143412811e-09,9.722277475356474e-05,1.6159893448082414e-08,2.7162938912458336e-05,234401.4336212127,8,False,True
81,1.8611009799045937e-08,1.4847685203374897e-05,1.7581995617495654e-08,2.786080380603468e-05,234414.182832268,8,False,True
82,0.00013450167523357132,0.0004927164566141472,4.4277697279272864e-05,0.01,233913.37835689538,8,False,True
83,1.8519495773374861e-09,7.144844120814117e-06,1.850949714668097e-09,3.6614860480853972e-06,234060.28826785742,8,False,True
84,0.0002518964090523173,9.460436763375337e-05,9.27884338839274e-05,0.01,233561.82680420604,8,False,True
85,6.770394467634566e-07,1.3171232734986884e-06,6.406248011476412e-07,0.001124519825298764,234435.96119296725,8,False,True
86,1.1275231337299668e-08,4.5826251670455585e-05,9.870775467882058e-09,1.641178414437303e-05,234370.67895305634,8,False,True
87,5.02615478800947e-05,3.470998975402235e-05,1.8087426453897692e-05,0.01,234272.10829543666,8,False,True
88,1.656247850197364e-05,3.6028808893673238e-06,9.754398410684262e-06,0.01,234409.70170478147,8,False,True
89,4.165172937250208e-05,3.581007535752146e-05,1.603462643863492e-05,0.01,234307.4498507186,8,False,True
90,1.23419176754715e-05,1.0113814978847465e-05,9.641088375272608e-06,0.01,234411.22040538755,6,True,True
91,0.00028940487309077605,5.808081226529151e-06,0.0001146980245720216,0.01,233462.2654569345,8,False,True
92,2.851748084391388e-09,4.185185500842688e-05,2.8449986825418213e-09,5.965455319951499e-06,234107.57134309143,8,False,True
93,1.8158035763412538e-06,0.0004568871728161092,1.6581533743312237e-06,0.0025489201877483413,234432.3501598878,6,True,True
94,5.3970727074365666e-05,4.4347040140980115e-06,1.898748597791774e-05,0.01,234256.81761778807,8,False,True
95,0.00030188726950759303,2.8931761219032152e-05,0.00012762343882739415,0.01,233413.00166610183,8,False,True
96,2.5312650310340765e-05,9.289777646360182e-05,1.210289017484944e-05,0.01,234374.09155074658,8,False,True
97,3.9252512989366343e-07,6.60455706229298e-05,3.5153676810037876e-07,0.0005512839666905922,234437.87351349305,8,False,True
98,0.00012822877802148207,0.0003522881213297286,4.089080581568725e-05,0.01,233950.75584934326,8,False,True
99,2.457818397403213e-06,2.3214621752418283e-05,2.3659121353358542e-06,0.0038974054143346227,234437.54591204095,8,False,True
100,3.7959821521652974e-06,0.00017930416381399173,3.4480590264347963e-06,0.005404620842507773,234437.90946539148,8,False,True
101,1.4339242190020656e-07,0.0003520188588678058,1.464250502786489e-07,0.00023691198446898902,234433.36356432404,8,False,True
102,3.2783935683140597e-06,2.7027837635823884e-06,3.1727753579121963e-06,0.0050831685251070124,234437.84216109617,8,False,True
103,2.2177333927104e-08,6.981080821826704e-06,2.176910079058342e-08,3.572042621025537e-05,234391.8182944129,8,False,True
104,1.4219649505199307e-05,0.00018334170900626996,9.737537428660992e-06,0.01,234409.71705736523,8,True,True
105,0.0008887071062794743,5.278008220492633e-05,0.0006007408134293768,0.01,232861.09621283293,8,False,True
106,1.7474345463762926e-09,0.00044821804182458786,7.440802799313086e-08,0.0001328918663868644,234432.0640383506,8,False,True
107,7.347361630141325e-07,5.628322744529351e-05,6.567423069372845e-07,0.001029300398567842,234437.9025125285,8,False,True
108,6.218003062654847e-06,0.00020431565152115977,5.599578152617297e-06,0.008710654309689592,234437.89824697276,8,False,True
109,0.00011180290124411091,2.9345669354419315e-05,3.560063309881851e-05,0.01,234013.26106423672,8,False,True
110,1.1874810488745646e-06,0.0003246176934073519,1.0723532513438126e-06,0.0016816058017907337,234437.90294153482,8,False,True
111,1.0370980215150398e-08,2.5985279383115295e-06,1.0303492575070448e-08,1.69377836955514e-05,234365.46845205585,8,False,True
112,0.00011612385315650826,2.0621458705792544e-06,3.6714183892874426e-05,0.01,233999.60943848695,8,False,True
113,8.039216032739482e-09,1.5505586275353835e-06,7.988442057129547e-09,1.2795185738308514e-05,234341.19846768794,8,False,True
114,7.127786829138117e-09,9.216130578437284e-05,8.036286289889704e-09,1.395697956212518e-05,234352.1027891507,8,False,True
115,4.190389846735498e-06,7.86301782504814e-05,3.930208100968179e-06,0.006338641090716073,234437.79360517155,8,False,True
116,0.0001826134190607553,2.9189108289341317e-06,6.314357511131308e-05,0.01,233746.05904295982,8,False,True
117,8.856985103475019e-09,0.00022994845390963728,1.2425037761387759e-08,2.148519466848833e-05,234381.91830970114,8,False,True
118,0.00042205738210331556,0.00032501502193669655,0.00020574896096803806,0.01,233207.9922032381,8,False,True
119,2.469865335528828e-05,0.00038094664653968226,1.1876165279763337e-05,0.01,234377.96190843094,8,False,True
120,2.1999852781219e-09,0.0002014757865645817,3.42025693477895e-08,5.747747651720239e-05,234426.15726624112,8,False,True
121,6.129355949346815e-08,5.104472709774598e-05,5.5936006962085936e-08,8.81892893551773e-05,234431.1989064036,8,False,True
122,1.1317330705998857e-08,0.00016888918825203953,1.5052739561271995e-08,2.5671312691151213e-05,234401.80717513227,8,False,True
123,2.103420551157044e-09,6.944599605311164e-05,8.060533310521566e-09,1.5021868183043183e-05,234330.80880178293,8,False,True
124,5.189866005398473e-05,0.00013163597684588354,1.8499629863020587e-05,0.01,234265.08727757083,8,False,True
125,9.160092299013747e-07,0.0001989968983879652,8.274725990161093e-07,0.0012968537012962107,234437.89844451958,8,False,True
126,0.00044724824440336015,1.0391279915019745e-06,0.0002193169428246634,0.01,233180.41919874286,8,False,True
127,1.8104925435873726e-08,1.4743323418421124e-06,1.654787386730897e-08,2.6235186038570998e-05,234404.1782596053,8,False,True
128,6.802953594564636e-07,6.0131932419393226e-05,6.051277736999774e-07,0.0009485196625044632,234437.85955398608,8,False,True
129,2.531764293100334e-08,1.0895780858071537e-05,2.2891944081039076e-08,3.562451387785146e-05,234423.81615230496,8,False,True
130,2.9390232943330575e-09,1.672592684576469e-05,2.9362970948445507e-09,5.035967507394949e-06,234191.6934712027,8,False,True
131,4.044766879652065e-06,5.556299879405689e-05,3.837630029757969e-06,0.006046030249634436,234437.90653810266,8,False,True
132,6.729689728746911e-05,2.425921241714646e-06,2.248282762243977e-05,0.01,234199.33974334854,8,False,True
133,1.183673432954686e-06,0.00042845382322926484,1.079921822349451e-06,0.0016944443005387127,234437.90929545232,8,True,True
134,1.060662756182899e-06,0.00041103441346938363,9.712120062461953e-07,0.001523445331276742,234437.90609932976,7,True,True
135,4.836085790598927e-08,3.0176079867895775e-05,4.09802096996613e-08,6.480059896266435e-05,234419.90428775985,8,False,True
136,2.638436566994496e-09,2.207812519776474e-06,2.6267772618530915e-09,4.545032472834149e-06,234163.94986241264,8,False,True
137,4.469659776616014e-08,0.0002071131221023974,4.497486727798499e-08,7.369182811723895e-05,234432.3062082145,8,False,True
138,5.158502709892655e-05,3.5223636167644786e-05,1.837710563489755e-05,0.01,234267.17130779367,8,False,True
139,2.9405454170444188e-06,1.3329979819463694e-05,2.871213986865936e-06,0.004802152296810725,234437.2853137171,8,False,True
140,5.347007985250127e-06,6.337040592817813e-05,5.034017905745022e-06,0.008022580225483316,234437.8721125501,6,True,True
141,0.0009642275220426885,9.710513307050848e-05,0.0006484264834835542,0.01,232842.609234857,8,False,True
142,4.415164151240126e-09,1.1485772729783015e-06,4.388350822250141e-09,7.513235640784232e-06,234262.87125806278,8,False,True
