earnings_datetime,eps_estimate,reported_eps,surprise_pct,ticker,earnings_date,is_future_or_unreported,fetch_failure_count
2017-04-27 07:00:00-04:00,1.26,1.28,1.4,ABBV,2017-04-27,False,0
2017-07-28 07:00:00-04:00,1.4,1.42,1.53,ABBV,2017-07-28,False,0
2017-10-27 07:00:00-04:00,1.39,1.41,1.71,ABBV,2017-10-27,False,0
2018-01-26 07:00:00-05:00,1.43,1.48,3.67,ABBV,2018-01-26,False,0
2018-04-26 07:00:00-04:00,1.79,1.87,4.29,ABBV,2018-04-26,False,0
2018-07-27 07:00:00-04:00,1.97,2.0,1.32,ABBV,2018-07-27,False,0
2018-11-02 07:00:00-04:00,2.0,2.14,6.78,ABBV,2018-11-02,False,0
2019-01-25 07:00:00-05:00,1.93,1.9,-1.71,ABBV,2019-01-25,False,0
2019-04-25 07:00:00-04:00,2.07,2.14,3.62,ABBV,2019-04-25,False,0
2019-07-26 07:00:00-04:00,2.21,2.26,2.46,ABBV,2019-07-26,False,0
2019-11-01 07:00:00-04:00,2.3,2.33,1.36,ABBV,2019-11-01,False,0
2020-02-07 07:00:00-05:00,2.19,2.21,0.73,ABBV,2020-02-07,False,0
2020-05-01 08:00:00-04:00,2.25,2.42,7.66,ABBV,2020-05-01,False,0
2020-07-31 07:00:00-04:00,2.2,2.34,6.36,ABBV,2020-07-31,False,0
2020-10-30 07:00:00-04:00,2.77,2.83,2.32,ABBV,2020-10-30,False,0
2021-02-03 07:00:00-05:00,2.85,2.92,2.42,ABBV,2021-02-03,False,0
2021-04-30 07:00:00-04:00,2.83,2.95,4.26,ABBV,2021-04-30,False,0
2021-07-30 07:00:00-04:00,3.03,3.11,2.57,ABBV,2021-07-30,False,0
2021-10-29 07:00:00-04:00,3.22,3.33,3.52,ABBV,2021-10-29,False,0
2022-02-02 07:00:00-05:00,3.28,3.31,0.84,ABBV,2022-02-02,False,0
2022-04-29 07:00:00-04:00,3.14,3.16,0.56,ABBV,2022-04-29,False,0
2022-07-29 07:00:00-04:00,3.31,3.37,1.83,ABBV,2022-07-29,False,0
2022-10-28 07:00:00-04:00,3.57,3.66,2.65,ABBV,2022-10-28,False,0
2023-02-09 07:00:00-05:00,3.58,3.6,0.65,ABBV,2023-02-09,False,0
2023-04-27 07:00:00-04:00,2.49,2.46,-1.37,ABBV,2023-04-27,False,0
2023-07-27 07:00:00-04:00,2.81,2.91,3.64,ABBV,2023-07-27,False,0
2023-10-27 07:00:00-04:00,2.87,2.95,2.8,ABBV,2023-10-27,False,0
2024-02-02 07:00:00-05:00,2.8,2.79,-0.32,ABBV,2024-02-02,False,0
2024-04-26 07:00:00-04:00,2.26,2.31,2.37,ABBV,2024-04-26,False,0
2024-07-25 07:00:00-04:00,2.66,2.65,-0.39,ABBV,2024-07-25,False,0
2024-10-30 07:00:00-04:00,2.92,3.0,2.82,ABBV,2024-10-30,False,0
2025-01-31 07:00:00-05:00,2.12,2.16,1.92,ABBV,2025-01-31,False,0
2025-04-25 07:00:00-04:00,2.4,2.46,2.62,ABBV,2025-04-25,False,0
2025-07-31 07:00:00-04:00,2.91,2.97,2.14,ABBV,2025-07-31,False,0
2025-10-31 07:00:00-04:00,1.78,1.86,4.23,ABBV,2025-10-31,False,0
2026-02-04 07:00:00-05:00,2.65,2.71,2.16,ABBV,2026-02-04,False,0
2026-04-29 07:00:00-04:00,2.67,2.65,-0.77,ABBV,2026-04-29,False,0
2026-07-31 08:00:00-04:00,3.77,,,ABBV,2026-07-31,True,0
2014-04-16 07:00:00-04:00,0.36,0.41,14.45,ABT,2014-04-16,False,0
2014-07-16 07:00:00-04:00,0.51,0.54,6.52,ABT,2014-07-16,False,0
2014-10-22 07:00:00-04:00,0.6,0.62,3.66,ABT,2014-10-22,False,0
2015-01-29 07:00:00-05:00,0.63,0.62,-1.79,ABT,2015-01-29,False,0
2015-04-22 07:00:00-04:00,0.42,0.47,12.72,ABT,2015-04-22,False,0
2015-07-22 07:00:00-04:00,0.5,0.52,3.53,ABT,2015-07-22,False,0
2015-10-21 07:00:00-04:00,0.53,0.54,1.22,ABT,2015-10-21,False,0
2016-01-28 07:00:00-05:00,0.61,0.62,1.72,ABT,2016-01-28,False,0
2016-04-20 07:00:00-04:00,0.39,0.41,4.45,ABT,2016-04-20,False,0
2016-07-20 07:00:00-04:00,0.53,0.55,3.17,ABT,2016-07-20,False,0
2016-10-19 07:00:00-04:00,0.58,0.59,1.44,ABT,2016-10-19,False,0
2017-01-25 07:00:00-05:00,0.65,0.65,0.64,ABT,2017-01-25,False,0
2017-04-19 07:00:00-04:00,0.43,0.48,11.51,ABT,2017-04-19,False,0
2017-07-20 07:00:00-04:00,0.61,0.62,2.45,ABT,2017-07-20,False,0
2017-10-18 07:00:00-04:00,0.65,0.66,1.05,ABT,2017-10-18,False,0
2018-01-24 07:00:00-05:00,0.73,0.74,1.17,ABT,2018-01-24,False,0
2018-04-18 07:00:00-04:00,0.58,0.59,1.85,ABT,2018-04-18,False,0
2018-07-18 07:00:00-04:00,0.71,0.73,2.86,ABT,2018-07-18,False,0
2018-10-17 07:00:00-04:00,0.75,0.75,0.58,ABT,2018-10-17,False,0
2019-01-23 07:00:00-05:00,0.81,0.81,0.17,ABT,2019-01-23,False,0
2019-04-17 07:00:00-04:00,0.62,0.63,2.13,ABT,2019-04-17,False,0
2019-07-17 07:00:00-04:00,0.8,0.82,2.23,ABT,2019-07-17,False,0
2019-10-16 07:00:00-04:00,0.84,0.84,-0.16,ABT,2019-10-16,False,0
2020-01-22 07:00:00-05:00,0.95,0.95,0.37,ABT,2020-01-22,False,0
2020-04-16 08:00:00-04:00,0.61,0.65,7.27,ABT,2020-04-16,False,0
2020-07-16 07:00:00-04:00,0.42,0.57,36.92,ABT,2020-07-16,False,0
2020-10-21 07:00:00-04:00,0.91,0.98,8.0,ABT,2020-10-21,False,0
2021-01-27 07:00:00-05:00,1.35,1.45,7.11,ABT,2021-01-27,False,0
2021-04-20 07:00:00-04:00,1.27,1.32,3.99,ABT,2021-04-20,False,0
2021-07-22 07:00:00-04:00,1.02,1.17,14.92,ABT,2021-07-22,False,0
2021-10-20 07:00:00-04:00,0.95,1.4,47.91,ABT,2021-10-20,False,0
2022-01-26 07:00:00-05:00,1.21,1.32,9.48,ABT,2022-01-26,False,0
2022-04-20 07:00:00-04:00,1.46,1.73,18.09,ABT,2022-04-20,False,0
2022-07-20 07:00:00-04:00,1.14,1.43,25.29,ABT,2022-07-20,False,0
2022-10-19 07:00:00-04:00,0.94,1.15,22.9,ABT,2022-10-19,False,0
2023-01-25 07:00:00-05:00,0.94,1.03,9.65,ABT,2023-01-25,False,0
2023-04-19 07:00:00-04:00,0.99,1.03,4.31,ABT,2023-04-19,False,0
2023-07-20 07:00:00-04:00,1.05,1.08,2.89,ABT,2023-07-20,False,0
2023-10-18 07:00:00-04:00,1.1,1.14,3.7,ABT,2023-10-18,False,0
2024-01-24 07:00:00-05:00,1.19,1.19,0.04,ABT,2024-01-24,False,0
2024-04-17 07:00:00-04:00,0.95,0.98,2.81,ABT,2024-04-17,False,0
2024-07-18 07:00:00-04:00,1.1,1.14,3.17,ABT,2024-07-18,False,0
2024-10-16 07:00:00-04:00,1.2,1.21,0.76,ABT,2024-10-16,False,0
2025-01-22 07:00:00-05:00,1.34,1.34,-0.17,ABT,2025-01-22,False,0
2025-04-16 07:00:00-04:00,1.07,1.09,1.74,ABT,2025-04-16,False,0
2025-07-17 07:00:00-04:00,1.26,1.26,0.28,ABT,2025-07-17,False,0
2025-10-15 07:00:00-04:00,1.3,1.3,0.05,ABT,2025-10-15,False,0
2026-01-22 07:00:00-05:00,1.49,1.5,0.34,ABT,2026-01-22,False,0
2026-04-16 07:00:00-04:00,1.15,1.15,0.33,ABT,2026-04-16,False,0
2026-07-16 08:00:00-04:00,1.28,,,ABT,2026-07-16,True,0
2014-06-26 07:00:00-04:00,1.21,1.26,3.98,ACN,2014-06-26,False,0
2014-09-24 07:00:00-04:00,1.1,1.08,-2.05,ACN,2014-09-24,False,0
2014-12-18 07:00:00-05:00,1.2,1.29,7.68,ACN,2014-12-18,False,0
2015-03-26 07:00:00-04:00,1.07,1.08,0.52,ACN,2015-03-26,False,0
2015-06-25 07:00:00-04:00,1.23,1.3,5.55,ACN,2015-06-25,False,0
2015-09-24 06:00:00-04:00,1.12,1.15,2.94,ACN,2015-09-24,False,0
2015-12-17 06:00:00-05:00,1.32,1.28,-2.8,ACN,2015-12-17,False,0
2016-03-24 06:00:00-04:00,1.18,1.34,13.26,ACN,2016-03-24,False,0
2016-06-23 06:00:00-04:00,1.41,1.41,0.04,ACN,2016-06-23,False,0
2016-09-28 19:00:00-04:00,1.3,1.31,0.72,ACN,2016-09-28,False,0
2016-12-21 06:00:00-05:00,1.49,1.58,5.99,ACN,2016-12-21,False,0
2017-03-23 06:00:00-04:00,1.3,1.33,2.3,ACN,2017-03-23,False,0
2017-06-22 06:00:00-04:00,1.52,1.52,-0.05,ACN,2017-06-22,False,0
2017-09-28 06:00:00-04:00,1.46,1.48,1.15,ACN,2017-09-28,False,0
2017-12-21 06:00:00-05:00,1.67,1.79,7.45,ACN,2017-12-21,False,0
2018-03-22 06:00:00-04:00,1.49,1.58,6.32,ACN,2018-03-22,False,0
2018-06-28 06:00:00-04:00,1.72,1.79,4.13,ACN,2018-06-28,False,0
2018-09-27 06:00:00-04:00,1.56,1.58,1.58,ACN,2018-09-27,False,0
2018-12-20 06:00:00-05:00,1.85,1.96,5.68,ACN,2018-12-20,False,0
2019-03-28 06:00:00-04:00,1.57,1.73,10.07,ACN,2019-03-28,False,0
2019-06-27 06:00:00-04:00,1.89,1.93,2.18,ACN,2019-06-27,False,0
2019-09-26 06:00:00-04:00,1.71,1.74,1.62,ACN,2019-09-26,False,0
2019-12-19 06:00:00-05:00,1.99,2.09,4.92,ACN,2019-12-19,False,0
2020-03-19 06:00:00-04:00,1.73,1.91,10.43,ACN,2020-03-19,False,0
2020-06-25 06:00:00-04:00,1.84,1.9,3.16,ACN,2020-06-25,False,0
2020-09-24 06:00:00-04:00,1.73,1.7,-1.98,ACN,2020-09-24,False,0
2020-12-17 06:00:00-05:00,2.05,2.17,5.95,ACN,2020-12-17,False,0
2021-03-18 06:00:00-04:00,1.9,2.03,6.76,ACN,2021-03-18,False,0
2021-06-24 06:00:00-04:00,2.24,2.4,7.32,ACN,2021-06-24,False,0
2021-09-23 06:00:00-04:00,2.19,2.2,0.68,ACN,2021-09-23,False,0
2021-12-16 06:00:00-05:00,2.63,2.78,5.79,ACN,2021-12-16,False,0
2022-03-17 06:00:00-04:00,2.37,2.54,7.35,ACN,2022-03-17,False,0
2022-06-23 06:00:00-04:00,2.83,2.9,2.31,ACN,2022-06-23,False,0
2022-09-22 06:00:00-04:00,2.57,2.6,1.09,ACN,2022-09-22,False,0
2022-12-16 06:00:00-05:00,2.93,3.08,5.3,ACN,2022-12-16,False,0
2023-03-23 06:00:00-04:00,2.5,2.39,-4.36,ACN,2023-03-23,False,0
2023-06-22 06:00:00-04:00,3.0,3.15,5.08,ACN,2023-06-22,False,0
2023-09-28 06:00:00-04:00,2.63,2.71,2.86,ACN,2023-09-28,False,0
2023-12-19 06:00:00-05:00,3.13,3.27,4.46,ACN,2023-12-19,False,0
2024-03-21 06:00:00-04:00,2.66,2.77,4.05,ACN,2024-03-21,False,0
2024-06-20 06:00:00-04:00,3.16,3.13,-0.93,ACN,2024-06-20,False,0
2024-09-26 06:00:00-04:00,2.77,2.79,0.63,ACN,2024-09-26,False,0
2024-12-19 06:00:00-05:00,3.42,3.59,5.12,ACN,2024-12-19,False,0
2025-03-20 06:00:00-04:00,2.81,2.82,0.25,ACN,2025-03-20,False,0
2025-06-20 06:00:00-04:00,3.32,3.49,5.03,ACN,2025-06-20,False,0
2025-09-25 06:00:00-04:00,2.97,3.03,1.97,ACN,2025-09-25,False,0
2025-12-18 06:00:00-05:00,3.72,3.94,5.87,ACN,2025-12-18,False,0
2026-03-19 06:00:00-04:00,2.84,2.93,3.26,ACN,2026-03-19,False,0
2026-06-18 06:00:00-04:00,3.71,3.8,2.46,ACN,2026-06-18,False,0
2026-09-24 08:00:00-04:00,3.18,,,ACN,2026-09-24,True,0
2014-06-17 16:00:00-04:00,0.3,0.37,24.09,ADBE,2014-06-17,False,0
2014-09-16 16:00:00-04:00,0.26,0.28,6.25,ADBE,2014-09-16,False,0
2014-12-11 16:00:00-05:00,0.3,0.36,21.22,ADBE,2014-12-11,False,0
2015-03-17 16:00:00-04:00,0.39,0.44,13.77,ADBE,2015-03-17,False,0
2015-06-16 16:00:00-04:00,0.45,0.48,5.99,ADBE,2015-06-16,False,0
2015-09-17 16:00:00-04:00,0.5,0.54,8.36,ADBE,2015-09-17,False,0
2015-12-10 16:00:00-05:00,0.6,0.62,3.41,ADBE,2015-12-10,False,0
2016-03-17 16:00:00-04:00,0.61,0.66,8.65,ADBE,2016-03-17,False,0
2016-06-21 16:00:00-04:00,0.68,0.71,4.45,ADBE,2016-06-21,False,0
2016-09-20 16:00:00-04:00,0.72,0.75,3.66,ADBE,2016-09-20,False,0
2016-12-15 16:00:00-05:00,0.86,0.9,4.46,ADBE,2016-12-15,False,0
2017-03-16 16:00:00-04:00,0.87,0.94,7.84,ADBE,2017-03-16,False,0
2017-06-20 16:00:00-04:00,0.95,1.02,7.85,ADBE,2017-06-20,False,0
2017-09-19 16:00:00-04:00,1.01,1.1,9.2,ADBE,2017-09-19,False,0
2017-12-14 16:00:00-05:00,1.16,1.26,8.92,ADBE,2017-12-14,False,0
2018-03-15 16:00:00-04:00,1.44,1.55,7.78,ADBE,2018-03-15,False,0
2018-06-14 16:00:00-04:00,1.54,1.66,7.63,ADBE,2018-06-14,False,0
2018-09-13 16:00:00-04:00,1.69,1.73,2.32,ADBE,2018-09-13,False,0
2018-12-13 16:00:00-05:00,1.84,1.83,-0.27,ADBE,2018-12-13,False,0
2019-03-14 16:00:00-04:00,1.62,1.71,5.79,ADBE,2019-03-14,False,0
2019-06-18 16:00:00-04:00,1.78,1.83,2.58,ADBE,2019-06-18,False,0
2019-09-17 16:00:00-04:00,1.97,2.05,3.86,ADBE,2019-09-17,False,0
2019-12-12 16:00:00-05:00,2.26,2.29,1.43,ADBE,2019-12-12,False,0
2020-03-12 16:00:00-04:00,2.23,2.27,1.96,ADBE,2020-03-12,False,0
2020-06-11 16:00:00-04:00,2.32,2.45,5.68,ADBE,2020-06-11,False,0
2020-09-15 16:00:00-04:00,2.41,2.57,6.56,ADBE,2020-09-15,False,0
2020-12-10 08:00:00-05:00,2.66,2.81,5.66,ADBE,2020-12-10,False,0
2021-03-23 16:00:00-04:00,2.79,3.14,12.68,ADBE,2021-03-23,False,0
2021-06-17 16:00:00-04:00,2.82,3.03,7.55,ADBE,2021-06-17,False,0
2021-09-21 16:00:00-04:00,3.02,3.11,3.11,ADBE,2021-09-21,False,0
2021-12-16 08:00:00-05:00,3.2,3.2,0.04,ADBE,2021-12-16,False,0
2022-03-22 16:00:00-04:00,3.34,3.37,0.78,ADBE,2022-03-22,False,0
2022-06-16 16:00:00-04:00,3.31,3.35,1.31,ADBE,2022-06-16,False,0
2022-09-15 08:00:00-04:00,3.34,3.4,1.66,ADBE,2022-09-15,False,0
2022-12-15 16:00:00-05:00,3.5,3.6,2.72,ADBE,2022-12-15,False,0
2023-03-15 16:00:00-04:00,3.68,3.8,3.25,ADBE,2023-03-15,False,0
2023-06-15 16:00:00-04:00,3.79,3.91,3.22,ADBE,2023-06-15,False,0
2023-09-14 16:00:00-04:00,3.98,4.1,3.06,ADBE,2023-09-14,False,0
2023-12-13 16:00:00-05:00,4.14,4.27,3.17,ADBE,2023-12-13,False,0
2024-03-14 16:00:00-04:00,4.38,4.48,2.23,ADBE,2024-03-14,False,0
2024-06-13 16:00:00-04:00,4.4,4.48,1.92,ADBE,2024-06-13,False,0
2024-09-12 16:00:00-04:00,4.54,4.65,2.49,ADBE,2024-09-12,False,0
2024-12-11 16:00:00-05:00,4.67,4.81,3.01,ADBE,2024-12-11,False,0
2025-03-12 16:00:00-04:00,4.97,5.08,2.17,ADBE,2025-03-12,False,0
2025-06-12 16:00:00-04:00,4.97,5.06,1.71,ADBE,2025-06-12,False,0
2025-09-11 16:00:00-04:00,5.18,5.31,2.48,ADBE,2025-09-11,False,0
2025-12-10 16:00:00-05:00,5.4,5.5,1.9,ADBE,2025-12-10,False,0
2026-03-12 16:00:00-04:00,5.87,6.06,3.18,ADBE,2026-03-12,False,0
2026-06-11 16:00:00-04:00,5.81,5.96,2.5,ADBE,2026-06-11,False,0
2026-09-10 16:00:00-04:00,6.08,,,ADBE,2026-09-10,True,0
2014-04-17 16:00:00-04:00,0.01,0.02,271.75,AMD,2014-04-17,False,0
2014-07-17 16:00:00-04:00,0.03,0.02,-28.95,AMD,2014-07-17,False,0
2014-10-16 16:00:00-04:00,0.04,0.03,-27.95,AMD,2014-10-16,False,0
2015-01-20 16:00:00-05:00,0.01,,-100.0,AMD,2015-01-20,True,0
2015-04-16 16:00:00-04:00,-0.06,-0.09,-44.14,AMD,2015-04-16,False,0
2015-07-16 16:00:00-04:00,-0.16,-0.17,-3.11,AMD,2015-07-16,False,0
2015-10-15 16:00:00-04:00,-0.12,-0.17,-45.26,AMD,2015-10-15,False,0
2016-01-19 16:00:00-05:00,-0.1,-0.1,1.27,AMD,2016-01-19,False,0
2016-04-21 16:00:00-04:00,-0.13,-0.12,5.19,AMD,2016-04-21,False,0
2016-07-21 16:00:00-04:00,-0.09,-0.05,41.55,AMD,2016-07-21,False,0
2016-10-20 16:00:00-04:00,,0.03,855.41,AMD,2016-10-20,False,0
2017-01-31 16:00:00-05:00,-0.02,-0.01,39.28,AMD,2017-01-31,False,0
2017-05-01 16:00:00-04:00,-0.04,-0.04,2.46,AMD,2017-05-01,False,0
2017-07-25 16:00:00-04:00,,0.02,7900.0,AMD,2017-07-25,False,0
2017-10-24 16:00:00-04:00,0.08,0.1,32.56,AMD,2017-10-24,False,0
2018-01-30 16:00:00-05:00,0.05,0.08,62.73,AMD,2018-01-30,False,0
2018-04-25 16:00:00-04:00,0.09,0.11,25.67,AMD,2018-04-25,False,0
2018-07-25 16:00:00-04:00,0.13,0.14,10.31,AMD,2018-07-25,False,0
2018-10-24 16:00:00-04:00,0.12,0.13,4.57,AMD,2018-10-24,False,0
2019-01-29 16:00:00-05:00,0.08,0.08,-5.44,AMD,2019-01-29,False,0
2019-04-30 16:00:00-04:00,0.06,0.06,5.54,AMD,2019-04-30,False,0
2019-07-30 16:00:00-04:00,0.08,0.08,2.3,AMD,2019-07-30,False,0
2019-10-29 16:00:00-04:00,0.18,0.18,-2.29,AMD,2019-10-29,False,0
2020-01-28 16:00:00-05:00,0.31,0.32,4.6,AMD,2020-01-28,False,0
2020-04-28 17:00:00-04:00,0.18,0.18,-2.32,AMD,2020-04-28,False,0
2020-07-28 16:00:00-04:00,0.17,0.18,8.78,AMD,2020-07-28,False,0
2020-10-27 06:00:00-04:00,0.36,0.41,15.49,AMD,2020-10-27,False,0
2021-01-26 16:00:00-05:00,0.48,0.52,9.46,AMD,2021-01-26,False,0
2021-04-27 16:00:00-04:00,0.44,0.52,18.31,AMD,2021-04-27,False,0
2021-07-27 16:00:00-04:00,0.54,0.63,16.95,AMD,2021-07-27,False,0
2021-10-26 16:00:00-04:00,0.66,0.73,10.04,AMD,2021-10-26,False,0
2022-02-01 16:00:00-05:00,0.76,0.92,21.38,AMD,2022-02-01,False,0
2022-05-03 16:00:00-04:00,0.92,1.13,22.23,AMD,2022-05-03,False,0
2022-08-02 16:00:00-04:00,1.04,1.05,1.37,AMD,2022-08-02,False,0
2022-11-01 16:00:00-04:00,0.7,0.67,-4.83,AMD,2022-11-01,False,0
2023-01-31 16:00:00-05:00,0.67,0.69,2.51,AMD,2023-01-31,False,0
2023-05-02 16:00:00-04:00,0.56,0.6,6.5,AMD,2023-05-02,False,0
2023-08-01 16:00:00-04:00,0.57,0.58,1.05,AMD,2023-08-01,False,0
2023-10-31 16:00:00-04:00,0.68,0.7,3.59,AMD,2023-10-31,False,0
2024-01-30 16:00:00-05:00,0.77,0.77,-0.01,AMD,2024-01-30,False,0
2024-04-30 16:00:00-04:00,0.61,0.62,2.04,AMD,2024-04-30,False,0
2024-07-30 16:00:00-04:00,0.68,0.69,1.26,AMD,2024-07-30,False,0
2024-10-29 16:00:00-04:00,0.92,0.92,0.46,AMD,2024-10-29,False,0
2025-02-04 16:00:00-05:00,1.09,1.09,0.36,AMD,2025-02-04,False,0
2025-05-06 16:00:00-04:00,0.93,0.96,2.83,AMD,2025-05-06,False,0
2025-08-05 16:00:00-04:00,0.48,0.48,-0.55,AMD,2025-08-05,False,0
2025-11-04 16:00:00-05:00,1.17,1.2,2.48,AMD,2025-11-04,False,0
2026-02-03 16:00:00-05:00,1.32,1.53,15.98,AMD,2026-02-03,False,0
2026-05-05 16:00:00-04:00,1.29,1.37,5.82,AMD,2026-05-05,False,0
2026-08-04 16:00:00-04:00,1.61,,,AMD,2026-08-04,True,0
2014-04-22 16:00:00-04:00,1.94,1.87,-3.65,AMGN,2014-04-22,False,0
2014-07-29 16:00:00-04:00,2.07,2.37,14.72,AMGN,2014-07-29,False,0
2014-10-27 16:00:00-04:00,2.12,2.3,8.67,AMGN,2014-10-27,False,0
2015-01-27 16:00:00-05:00,2.05,2.16,5.36,AMGN,2015-01-27,False,0
2015-04-21 16:00:00-04:00,2.11,2.48,17.65,AMGN,2015-04-21,False,0
2015-07-30 16:00:00-04:00,2.42,2.57,6.01,AMGN,2015-07-30,False,0
2015-10-28 16:00:00-04:00,2.37,2.72,14.77,AMGN,2015-10-28,False,0
2016-01-28 16:00:00-05:00,2.28,2.61,14.26,AMGN,2016-01-28,False,0
2016-04-28 16:00:00-04:00,2.61,2.9,11.28,AMGN,2016-04-28,False,0
2016-07-27 16:00:00-04:00,2.74,2.84,3.67,AMGN,2016-07-27,False,0
2016-10-27 16:00:00-04:00,2.8,3.02,8.01,AMGN,2016-10-27,False,0
