market,ticker,converged,theta0,alpha,gamma,beta,theta_vix,theta_eav,theta_eav_se,theta_eav_t,loglik,n_obs,n_events,sigma2_sample,persistence,params_at_bound,fit_time_sec,analyst_count,market_cap,institutions_pct
CH,601166.SS,True,0.00023708535162694476,0.053014881332776743,0.04966501318670692,0.8959801582565993,1.101317315746521e-07,6.651817926481727e-05,4.247313189835554e-05,1.5661237184958499,8121.983748492936,2915,44,0.00028508363772690047,0.9738275461827295,[],0.03,,389819826176,0.24201
CH,600030.SS,True,0.0010353466618021221,0.06407313737367354,0.04843631806959183,0.9030960902222082,5.769344513687672e-07,0.00036516671585952416,0.00028666758070525856,1.2738333192792233,7286.547062129849,2915,48,0.0005055292269631564,0.9913873866306776,[],0.07,,386668068864,0.14468999
CH,600028.SS,True,0.0006835619737394146,0.06897297946389046,0.047780137923379595,0.9040806859334322,9.606020705929962e-07,0.0003970607330702546,0.0002869377493822377,1.3837870197459414,8290.046317788057,2915,47,0.0002561749158709043,0.9969437343590124,[],0.06,,704995721216,0.04593
CH,600585.SS,True,0.0003498890025948722,0.049662546593758565,0.04966187031989853,0.8959424438871029,2.339275423220815e-07,9.832351329195072e-05,0.00010482856145972583,0.9379458415035649,7422.2715574864005,2915,49,0.0004191548765694378,0.9704359256408107,[],0.05,,120082194432,0.12755999
IN,RELIANCE.NS,True,0.00016681267389383886,0.04645332838547314,0.04644679753962519,0.8573749218933373,2.557835580322325e-07,0.0007300588148889212,0.00019182875997461566,3.8057839449388533,8162.815446201941,2958,49,0.0002846745339661613,0.927051649048623,[],0.06,34.0,17796553506816,0.27867
IN,TCS.NS,True,0.00016664769167078818,0.04715500328505591,0.04714997237019984,0.8658133517471048,1.320095903208203e-07,0.001497481183348294,0.0004238745956609015,3.532840134034064,8460.468949928041,2958,49,0.00021873212755537852,0.9365433412172607,[],0.03,43.0,8946083430400,0.16973
IN,HDFCBANK.NS,True,0.00010021301440972363,0.06232283303555699,0.05959612357603265,0.8501112568305232,2.5729746215028176e-07,0.00014977907425209214,4.318330526255294e-05,3.4684485900613846,8827.20318681995,2958,49,0.0001915316141811731,0.9422321516540966,[],0.06,38.0,12233024208896,0.55576
IN,INFY.NS,True,0.00021527059163355672,0.028641897343148093,0.07636937419852531,0.8536872579791561,1.8093268489445074e-07,0.0016010811118417144,0.0004925560886444292,3.25055592399248,8098.597148924419,2958,49,0.00027684365649031733,0.9205138424215669,[],0.03,40.0,5166748663808,0.49056
IN,ICICIBANK.NS,True,0.00038886250074739355,0.05073128925840445,0.09852130746890618,0.885272370632016,4.3644593995381226e-07,0.0012917297240720427,0.00035399405651705487,3.6490152879439917,7928.121880955011,2958,49,0.00036103548513774806,0.9852643136248735,[],0.04,39.0,9675494916096,0.55856
IN,SBIN.NS,True,0.00034306048290509244,0.08101608698794371,0.0655786109629005,0.8355352198113232,3.03903097012831e-07,0.00016635977226095702,9.119139329845843e-05,1.8242924715107878,7554.387018168909,2958,49,0.0004146456759176962,0.9493406122807171,[],0.05,39.0,9817223593984,0.2891
IN,BHARTIARTL.NS,True,0.00021356448097232942,0.013798399946955624,0.003621635159457109,0.9825402269653778,3.74228653163051e-07,0.00020114473861518038,6.638907283988335e-05,3.0297868310391936,7835.961664689631,2958,48,0.00033120625864517896,0.998149444492062,[],0.06,32.0,11396535287808,0.31827
IN,HINDUNILVR.NS,True,0.0001774710212452378,0.059615227155058785,0.059614584796557346,0.8464670273108508,8.657837563038607e-08,0.00012096721448498635,2.66442940769412e-05,4.540079543322379,8639.792610355427,2958,49,0.00019346609725354454,0.9358895468641882,[],0.03,36.0,4998776225792,0.19452
IN,ITC.NS,True,0.00020022165814435932,0.05568478036372062,0.047643703845722904,0.871740371007216,1.1240669865258972e-07,0.0007139086348783747,0.00017771445575131382,4.017166931413777,8376.178268856682,2958,49,0.00023396244228551943,0.9512470032937981,[],0.05,33.0,3741925769216,0.50216997
IN,KOTAKBANK.NS,True,0.00022483008116714877,0.04873984732053541,0.048737885433782296,0.8848886313066094,1.8586193104731316e-07,0.0005046385114828472,0.00020639034164648734,2.4450684438868264,8185.912836999334,2958,49,0.00027117227005114196,0.957997421344036,[],0.02,35.0,3698728632320,0.47109002
