week_end,obs_date,release_date,value
1986-10-10,1986-10-09,1986-10-10,54.45
1986-10-17,1986-10-16,1986-10-17,55.27
1986-10-24,1986-10-23,1986-10-24,111.81
1986-10-31,1986-10-30,1986-10-31,55.1
1986-11-07,1986-11-06,1986-11-07,51.31
1986-11-14,1986-11-13,1986-11-14,53.82
1986-11-21,1986-11-20,1986-11-21,53.52
1986-11-28,1986-11-27,1986-11-28,62.74
1986-12-05,1986-12-04,1986-12-05,53.3
1986-12-12,1986-12-11,1986-12-12,51.69
1986-12-19,1986-12-18,1986-12-19,50.88
1986-12-26,1986-12-25,1986-12-26,85.73
1987-01-02,1987-01-01,1987-01-02,516.06
1987-01-09,1987-01-08,1987-01-09,51.01
1987-01-16,1987-01-15,1987-01-16,49.79
1987-01-23,1987-01-22,1987-01-23,98.11
1987-01-30,1987-01-29,1987-01-30,48.55
1987-02-06,1987-02-05,1987-02-06,193.4
1987-02-13,1987-02-12,1987-02-13,46.1
1987-02-20,1987-02-19,1987-02-20,47.95
1987-02-27,1987-02-26,1987-02-27,47.15
1987-03-06,1987-03-05,1987-03-06,47.02
1987-03-13,1987-03-12,1987-03-13,46.66
1987-03-20,1987-03-19,1987-03-20,96.65
1987-03-27,1987-03-26,1987-03-27,96.67
1987-04-03,1987-04-02,1987-04-03,94.26
1987-04-10,1987-04-09,1987-04-10,94.38
1987-04-17,1987-04-16,1987-04-17,47.77
1987-04-24,1987-04-23,1987-04-24,46.08
1987-05-01,1987-04-30,1987-05-01,47.72
1987-05-08,1987-05-07,1987-05-08,95.2
1987-05-15,1987-05-14,1987-05-15,95.15
1987-05-22,1987-05-21,1987-05-22,46.21
1987-05-29,1987-05-28,1987-05-29,47.47
1987-06-05,1987-06-04,1987-06-05,92.31
1987-06-12,1987-06-11,1987-06-12,46.98
1987-06-19,1987-06-18,1987-06-19,97.4
1987-06-26,1987-06-25,1987-06-26,47.5
1987-07-03,1987-07-02,1987-07-03,45.65
1987-07-10,1987-07-09,1987-07-10,46.1
1987-07-17,1987-07-16,1987-07-17,45.01
1987-07-24,1987-07-23,1987-07-24,46.55
1987-07-31,1987-07-30,1987-07-31,322.09
1987-08-07,1987-08-06,1987-08-07,45.11
1987-08-14,1987-08-13,1987-08-14,44.63
1987-08-21,1987-08-20,1987-08-21,44.51
1987-08-28,1987-08-27,1987-08-28,45.2
1987-09-04,1987-09-03,1987-09-04,42.9
1987-09-11,1987-09-10,1987-09-11,127.56
1987-09-18,1987-09-17,1987-09-18,84.69
1987-09-25,1987-09-24,1987-09-25,43.64
1987-10-02,1987-10-01,1987-10-02,84.5
1987-10-09,1987-10-08,1987-10-09,84.57
1987-10-16,1987-10-15,1987-10-16,210.74
1987-10-23,1987-10-22,1987-10-23,1011.4
1987-10-30,1987-10-29,1987-10-30,528.98
1987-11-06,1987-11-05,1987-11-06,571.48
1987-11-13,1987-11-12,1987-11-13,175.8
1987-11-20,1987-11-19,1987-11-20,741.28
1987-11-27,1987-11-26,1987-11-27,363.22
1987-12-04,1987-12-03,1987-12-04,382.33
1987-12-11,1987-12-10,1987-12-11,284.41
1987-12-18,1987-12-17,1987-12-18,85.68
1987-12-25,1987-12-24,1987-12-25,146.5
1988-01-01,1987-12-31,1988-01-01,351.44
1988-01-08,1988-01-07,1988-01-08,208.59
1988-01-15,1988-01-14,1988-01-15,238.81
1988-01-22,1988-01-21,1988-01-22,356.63
1988-01-29,1988-01-28,1988-01-29,389.5
1988-02-05,1988-02-04,1988-02-05,317.05
1988-02-12,1988-02-11,1988-02-12,78.68
1988-02-19,1988-02-18,1988-02-19,118.84
1988-02-26,1988-02-25,1988-02-26,78.27
1988-03-04,1988-03-03,1988-03-04,464.84
1988-03-11,1988-03-10,1988-03-11,117.63
1988-03-18,1988-03-17,1988-03-18,38.25
1988-03-25,1988-03-24,1988-03-25,115.78
1988-04-01,1988-03-31,1988-04-01,80.47
1988-04-08,1988-04-07,1988-04-08,190.48
1988-04-15,1988-04-14,1988-04-15,37.59
1988-04-22,1988-04-21,1988-04-22,36.72
1988-04-29,1988-04-28,1988-04-29,111.38
1988-05-06,1988-05-05,1988-05-06,112.29
1988-05-13,1988-05-12,1988-05-13,302.5
1988-05-20,1988-05-19,1988-05-20,38.88
1988-05-27,1988-05-26,1988-05-27,112.59
1988-06-03,1988-06-02,1988-06-03,39.6
1988-06-10,1988-06-09,1988-06-10,38.55
1988-06-17,1988-06-16,1988-06-17,38.36
1988-06-24,1988-06-23,1988-06-24,229.42
1988-07-01,1988-06-30,1988-07-01,38.86
1988-07-08,1988-07-07,1988-07-08,40.3
1988-07-15,1988-07-14,1988-07-15,116.93
1988-07-22,1988-07-21,1988-07-22,74.3
1988-07-29,1988-07-28,1988-07-29,119.23
1988-08-05,1988-08-04,1988-08-05,38.44
1988-08-12,1988-08-11,1988-08-12,76.99
1988-08-19,1988-08-18,1988-08-19,37.11
1988-08-26,1988-08-25,1988-08-26,38.26
1988-09-02,1988-09-01,1988-09-02,35.78
1988-09-09,1988-09-08,1988-09-09,37.74
1988-09-16,1988-09-15,1988-09-16,112.05
1988-09-23,1988-09-22,1988-09-23,178.78
1988-09-30,1988-09-29,1988-09-30,344.75
1988-10-07,1988-10-06,1988-10-07,256.94
1988-10-14,1988-10-13,1988-10-14,38.76
1988-10-21,1988-10-20,1988-10-21,73.32
1988-10-28,1988-10-27,1988-10-28,147.61
1988-11-04,1988-11-03,1988-11-04,35.56
1988-11-11,1988-11-10,1988-11-11,102.42
1988-11-18,1988-11-17,1988-11-18,73.24
1988-11-25,1988-11-24,1988-11-25,86.54
1988-12-02,1988-12-01,1988-12-02,114.21
1988-12-09,1988-12-08,1988-12-09,75.58
1988-12-16,1988-12-15,1988-12-16,110.13
1988-12-23,1988-12-22,1988-12-23,40.33
1988-12-30,1988-12-29,1988-12-30,131.23
1989-01-06,1989-01-05,1989-01-06,68.73
1989-01-13,1989-01-12,1989-01-13,65.39
1989-01-20,1989-01-19,1989-01-20,95.21
1989-01-27,1989-01-26,1989-01-27,61.77
1989-02-03,1989-02-02,1989-02-03,31.03
1989-02-10,1989-02-09,1989-02-10,61.85
1989-02-17,1989-02-16,1989-02-17,30.34
1989-02-24,1989-02-23,1989-02-24,30.37
1989-03-03,1989-03-02,1989-03-03,29.68
1989-03-10,1989-03-09,1989-03-10,60.5
1989-03-17,1989-03-16,1989-03-17,29.44
1989-03-24,1989-03-23,1989-03-24,90.25
1989-03-31,1989-03-30,1989-03-31,89.16
1989-04-07,1989-04-06,1989-04-07,29.7
1989-04-14,1989-04-13,1989-04-14,85.18
1989-04-21,1989-04-20,1989-04-21,56.84
1989-04-28,1989-04-27,1989-04-28,28.67
1989-05-05,1989-05-04,1989-05-05,57.03
1989-05-12,1989-05-11,1989-05-12,365.34
1989-05-19,1989-05-18,1989-05-19,85.66
1989-05-26,1989-05-25,1989-05-26,28.61
1989-06-02,1989-06-01,1989-06-02,29.45
1989-06-09,1989-06-08,1989-06-09,231.34
1989-06-16,1989-06-15,1989-06-16,58.58
1989-06-23,1989-06-22,1989-06-23,184.68
1989-06-30,1989-06-29,1989-06-30,30.02
1989-07-07,1989-07-06,1989-07-07,65.26
1989-07-14,1989-07-13,1989-07-14,60.59
1989-07-21,1989-07-20,1989-07-21,30.68
1989-07-28,1989-07-27,1989-07-28,60.24
1989-08-04,1989-08-03,1989-08-04,31.15
1989-08-11,1989-08-10,1989-08-11,29.83
1989-08-18,1989-08-17,1989-08-18,62.92
1989-08-25,1989-08-24,1989-08-25,122.69
1989-09-01,1989-08-31,1989-09-01,30.01
1989-09-08,1989-09-07,1989-09-08,303.17
1989-09-15,1989-09-14,1989-09-15,29.33
1989-09-22,1989-09-21,1989-09-22,29.65
1989-09-29,1989-09-28,1989-09-29,116.69
1989-10-06,1989-10-05,1989-10-06,29.45
1989-10-13,1989-10-12,1989-10-13,28.35
1989-10-20,1989-10-19,1989-10-20,84.93
1989-10-27,1989-10-26,1989-10-27,424.25
1989-11-03,1989-11-02,1989-11-03,27.28
1989-11-10,1989-11-09,1989-11-10,81.08
1989-11-17,1989-11-16,1989-11-17,27.4
1989-11-24,1989-11-23,1989-11-24,33.17
1989-12-01,1989-11-30,1989-12-01,28.96
1989-12-08,1989-12-07,1989-12-08,28.13
1989-12-15,1989-12-14,1989-12-15,114.26
1989-12-22,1989-12-21,1989-12-22,29.71
1989-12-29,1989-12-28,1989-12-29,100.02
1990-01-05,1990-01-04,1990-01-05,143.24
1990-01-12,1990-01-11,1990-01-12,83.51
1990-01-19,1990-01-18,1990-01-19,54.36
1990-01-26,1990-01-25,1990-01-26,106.79
1990-02-02,1990-02-01,1990-02-02,213.66
1990-02-09,1990-02-08,1990-02-09,53.4
1990-02-16,1990-02-15,1990-02-16,129.21
1990-02-23,1990-02-22,1990-02-23,26.04
1990-03-02,1990-03-01,1990-03-02,52.23
1990-03-09,1990-03-08,1990-03-09,74.56
1990-03-16,1990-03-15,1990-03-16,55.23
1990-03-23,1990-03-22,1990-03-23,132.89
1990-03-30,1990-03-29,1990-03-30,181.5
1990-04-06,1990-04-05,1990-04-06,24.28
1990-04-13,1990-04-12,1990-04-13,75.75
1990-04-20,1990-04-19,1990-04-20,73.25
1990-04-27,1990-04-26,1990-04-27,72.04
1990-05-04,1990-05-03,1990-05-04,23.98
1990-05-11,1990-05-10,1990-05-11,74.06
1990-05-18,1990-05-17,1990-05-18,24.12
1990-05-25,1990-05-24,1990-05-25,73.06
1990-06-01,1990-05-31,1990-06-01,226.31
1990-06-08,1990-06-07,1990-06-08,173.0
1990-06-15,1990-06-14,1990-06-15,124.87
1990-06-22,1990-06-21,1990-06-22,175.15
1990-06-29,1990-06-28,1990-06-29,48.2
1990-07-06,1990-07-05,1990-07-06,29.6
1990-07-13,1990-07-12,1990-07-13,24.41
1990-07-20,1990-07-19,1990-07-20,99.83
1990-07-27,1990-07-26,1990-07-27,24.69
1990-08-03,1990-08-02,1990-08-03,194.68
1990-08-10,1990-08-09,1990-08-10,74.22
1990-08-17,1990-08-16,1990-08-17,74.26
1990-08-24,1990-08-23,1990-08-24,545.89
1990-08-31,1990-08-30,1990-08-31,115.1
1990-09-07,1990-09-06,1990-09-07,47.06
1990-09-14,1990-09-13,1990-09-14,46.27
1990-09-21,1990-09-20,1990-09-21,69.25
1990-09-28,1990-09-27,1990-09-28,68.61
1990-10-05,1990-10-04,1990-10-05,154.18
1990-10-12,1990-10-11,1990-10-12,132.93
1990-10-19,1990-10-18,1990-10-19,85.49
1990-10-26,1990-10-25,1990-10-26,21.93
1990-11-02,1990-11-01,1990-11-02,128.31
1990-11-09,1990-11-08,1990-11-09,42.4
1990-11-16,1990-11-15,1990-11-16,21.8
1990-11-23,1990-11-22,1990-11-23,181.45
1990-11-30,1990-11-29,1990-11-30,111.83
1990-12-07,1990-12-06,1990-12-07,44.67
1990-12-14,1990-12-13,1990-12-14,44.37
1990-12-21,1990-12-20,1990-12-21,47.06
1990-12-28,1990-12-27,1990-12-28,54.61
1991-01-04,1991-01-03,1991-01-04,296.38
1991-01-11,1991-01-10,1991-01-11,175.67
1991-01-18,1991-01-17,1991-01-18,767.33
1991-01-25,1991-01-24,1991-01-25,42.94
1991-02-01,1991-01-31,1991-02-01,87.9
1991-02-08,1991-02-07,1991-02-08,85.22
1991-02-15,1991-02-14,1991-02-15,108.43
1991-02-22,1991-02-21,1991-02-22,217.5
1991-03-01,1991-02-28,1991-03-01,104.83
1991-03-08,1991-03-07,1991-03-08,83.0
1991-03-15,1991-03-14,1991-03-15,63.07
1991-03-22,1991-03-21,1991-03-22,145.78
1991-03-29,1991-03-28,1991-03-29,21.21
1991-04-05,1991-04-04,1991-04-05,42.86
1991-04-12,1991-04-11,1991-04-12,41.87
1991-04-19,1991-04-18,1991-04-19,147.13
1991-04-26,1991-04-25,1991-04-26,464.8
1991-05-03,1991-05-02,1991-05-03,21.36
1991-05-10,1991-05-09,1991-05-10,21.07
1991-05-17,1991-05-16,1991-05-17,42.01
1991-05-24,1991-05-23,1991-05-24,84.3
1991-05-31,1991-05-30,1991-05-31,21.01
1991-06-07,1991-06-06,1991-06-07,21.29
1991-06-14,1991-06-13,1991-06-14,21.69
1991-06-21,1991-06-20,1991-06-21,43.95
1991-06-28,1991-06-27,1991-06-28,21.68
1991-07-05,1991-07-04,1991-07-05,27.53
1991-07-12,1991-07-11,1991-07-12,66.08
1991-07-19,1991-07-18,1991-07-19,22.55
1991-07-26,1991-07-25,1991-07-26,132.97
1991-08-02,1991-08-01,1991-08-02,66.46
1991-08-09,1991-08-08,1991-08-09,21.69
1991-08-16,1991-08-15,1991-08-16,65.42
1991-08-23,1991-08-22,1991-08-23,21.68
1991-08-30,1991-08-29,1991-08-30,40.97
1991-09-06,1991-09-05,1991-09-06,43.06
1991-09-13,1991-09-12,1991-09-13,41.13
1991-09-20,1991-09-19,1991-09-20,169.16
1991-09-27,1991-09-26,1991-09-27,63.25
1991-10-04,1991-10-03,1991-10-04,144.14
1991-10-11,1991-10-10,1991-10-11,42.09
1991-10-18,1991-10-17,1991-10-18,41.13
1991-10-25,1991-10-24,1991-10-25,20.41
1991-11-01,1991-10-31,1991-11-01,41.73
1991-11-08,1991-11-07,1991-11-08,20.06
1991-11-15,1991-11-14,1991-11-15,183.34
1991-11-22,1991-11-21,1991-11-22,125.52
1991-11-29,1991-11-28,1991-11-29,97.64
1991-12-06,1991-12-05,1991-12-06,384.23
1991-12-13,1991-12-12,1991-12-13,82.74
1991-12-20,1991-12-19,1991-12-20,21.61
1991-12-27,1991-12-26,1991-12-27,60.11
1992-01-03,1992-01-02,1992-01-03,55.96
1992-01-10,1992-01-09,1992-01-10,21.36
1992-01-17,1992-01-16,1992-01-17,83.2
1992-01-24,1992-01-23,1992-01-24,20.34
1992-01-31,1992-01-30,1992-01-31,20.71
1992-02-07,1992-02-06,1992-02-07,202.9
1992-02-14,1992-02-13,1992-02-14,20.01
1992-02-21,1992-02-20,1992-02-21,60.24
1992-02-28,1992-02-27,1992-02-28,203.93
1992-03-06,1992-03-05,1992-03-06,39.52
1992-03-13,1992-03-12,1992-03-13,18.95
1992-03-20,1992-03-19,1992-03-20,40.01
1992-03-27,1992-03-26,1992-03-27,19.9
1992-04-03,1992-04-02,1992-04-03,20.02
1992-04-10,1992-04-09,1992-04-10,38.79
1992-04-17,1992-04-16,1992-04-17,179.52
1992-04-24,1992-04-23,1992-04-24,39.43
1992-05-01,1992-04-30,1992-05-01,79.08
1992-05-08,1992-05-07,1992-05-08,19.6
1992-05-15,1992-05-14,1992-05-15,39.56
1992-05-22,1992-05-21,1992-05-22,142.36
1992-05-29,1992-05-28,1992-05-29,21.34
1992-06-05,1992-06-04,1992-06-05,42.54
1992-06-12,1992-06-11,1992-06-12,62.74
1992-06-19,1992-06-18,1992-06-19,21.0
1992-06-26,1992-06-25,1992-06-26,84.68
1992-07-03,1992-07-02,1992-07-03,132.4
1992-07-10,1992-07-09,1992-07-10,66.53
1992-07-17,1992-07-16,1992-07-17,297.34
1992-07-24,1992-07-23,1992-07-24,108.03
1992-07-31,1992-07-30,1992-07-31,64.19
1992-08-07,1992-08-06,1992-08-07,211.85
1992-08-14,1992-08-13,1992-08-14,64.92
1992-08-21,1992-08-20,1992-08-21,20.8
1992-08-28,1992-08-27,1992-08-28,42.69
1992-09-04,1992-09-03,1992-09-04,21.06
1992-09-11,1992-09-10,1992-09-11,187.35
1992-09-18,1992-09-17,1992-09-18,166.33
1992-09-25,1992-09-24,1992-09-25,61.72
1992-10-02,1992-10-01,1992-10-02,41.45
1992-10-09,1992-10-08,1992-10-09,124.01
1992-10-16,1992-10-15,1992-10-16,61.42
1992-10-23,1992-10-22,1992-10-23,40.43
1992-10-30,1992-10-29,1992-10-30,97.15
1992-11-06,1992-11-05,1992-11-06,212.11
1992-11-13,1992-11-12,1992-11-13,42.18
1992-11-20,1992-11-19,1992-11-20,119.35
1992-11-27,1992-11-26,1992-11-27,23.03
1992-12-04,1992-12-03,1992-12-04,20.28
1992-12-11,1992-12-10,1992-12-11,19.85
1992-12-18,1992-12-17,1992-12-18,219.31
1992-12-25,1992-12-24,1992-12-25,70.61
1993-01-01,1992-12-31,1993-01-01,140.01
1993-01-08,1993-01-07,1993-01-08,21.43
1993-01-15,1993-01-14,1993-01-15,41.06
1993-01-22,1993-01-21,1993-01-22,40.16
1993-01-29,1993-01-28,1993-01-29,19.8
1993-02-05,1993-02-04,1993-02-05,98.3
1993-02-12,1993-02-11,1993-02-12,19.69
1993-02-19,1993-02-18,1993-02-19,136.8
1993-02-26,1993-02-25,1993-02-26,19.51
1993-03-05,1993-03-04,1993-03-05,19.23
1993-03-12,1993-03-11,1993-03-12,19.25
1993-03-19,1993-03-18,1993-03-19,19.22
1993-03-26,1993-03-25,1993-03-26,39.39
1993-04-02,1993-04-01,1993-04-02,19.42
1993-04-09,1993-04-08,1993-04-09,59.39
1993-04-16,1993-04-15,1993-04-16,19.84
1993-04-23,1993-04-22,1993-04-23,58.69
1993-04-30,1993-04-29,1993-04-30,18.83
1993-05-07,1993-05-06,1993-05-07,18.42
1993-05-14,1993-05-13,1993-05-14,211.65
1993-05-21,1993-05-20,1993-05-21,76.33
1993-05-28,1993-05-27,1993-05-28,134.84
1993-06-04,1993-06-03,1993-06-04,39.81
1993-06-11,1993-06-10,1993-06-11,59.01
1993-06-18,1993-06-17,1993-06-18,39.52
1993-06-25,1993-06-24,1993-06-25,60.37
1993-07-02,1993-07-01,1993-07-02,79.12
1993-07-09,1993-07-08,1993-07-09,20.52
1993-07-16,1993-07-15,1993-07-16,20.3
1993-07-23,1993-07-22,1993-07-23,20.34
1993-07-30,1993-07-29,1993-07-30,19.94
1993-08-06,1993-08-05,1993-08-06,79.98
1993-08-13,1993-08-12,1993-08-13,40.47
1993-08-20,1993-08-19,1993-08-20,20.41
1993-08-27,1993-08-26,1993-08-27,19.78
1993-09-03,1993-09-02,1993-09-03,39.41
1993-09-10,1993-09-09,1993-09-10,19.51
1993-09-17,1993-09-16,1993-09-17,18.96
1993-09-24,1993-09-23,1993-09-24,18.77
1993-10-01,1993-09-30,1993-10-01,19.35
1993-10-08,1993-10-07,1993-10-08,38.35
1993-10-15,1993-10-14,1993-10-15,19.23
1993-10-22,1993-10-21,1993-10-22,94.02
1993-10-29,1993-10-28,1993-10-29,18.23
1993-11-05,1993-11-04,1993-11-05,18.47
1993-11-12,1993-11-11,1993-11-12,37.89
1993-11-19,1993-11-18,1993-11-19,36.94
1993-11-26,1993-11-25,1993-11-26,22.19
1993-12-03,1993-12-02,1993-12-03,18.95
1993-12-10,1993-12-09,1993-12-10,18.93
1993-12-17,1993-12-16,1993-12-17,57.54
1993-12-24,1993-12-23,1993-12-24,21.64
1993-12-31,1993-12-30,1993-12-31,43.95
1994-01-07,1994-01-06,1994-01-07,60.79
1994-01-14,1994-01-13,1994-01-14,19.43
1994-01-21,1994-01-20,1994-01-21,20.07
1994-01-28,1994-01-27,1994-01-28,19.56
1994-02-04,1994-02-03,1994-02-04,19.46
1994-02-11,1994-02-10,1994-02-11,38.42
1994-02-18,1994-02-17,1994-02-18,18.16
1994-02-25,1994-02-24,1994-02-25,74.81
1994-03-04,1994-03-03,1994-03-04,18.71
1994-03-11,1994-03-10,1994-03-11,36.66
1994-03-18,1994-03-17,1994-03-18,17.74
1994-03-25,1994-03-24,1994-03-25,533.25
1994-04-01,1994-03-31,1994-04-01,489.3
1994-04-08,1994-04-07,1994-04-08,75.6
1994-04-15,1994-04-14,1994-04-15,55.2
1994-04-22,1994-04-21,1994-04-22,74.14
1994-04-29,1994-04-28,1994-04-29,18.36
1994-05-06,1994-05-05,1994-05-06,162.63
1994-05-13,1994-05-12,1994-05-13,235.63
1994-05-20,1994-05-19,1994-05-20,18.05
1994-05-27,1994-05-26,1994-05-27,73.29
1994-06-03,1994-06-02,1994-06-03,18.91
1994-06-10,1994-06-09,1994-06-10,18.33
1994-06-17,1994-06-16,1994-06-17,74.11
1994-06-24,1994-06-23,1994-06-24,38.13
1994-07-01,1994-06-30,1994-07-01,37.74
1994-07-08,1994-07-07,1994-07-08,119.71
1994-07-15,1994-07-14,1994-07-15,57.95
1994-07-22,1994-07-21,1994-07-22,18.7
1994-07-29,1994-07-28,1994-07-29,18.74
1994-08-05,1994-08-04,1994-08-05,56.34
1994-08-12,1994-08-11,1994-08-12,18.62
1994-08-19,1994-08-18,1994-08-19,167.68
1994-08-26,1994-08-25,1994-08-26,19.19
1994-09-02,1994-09-01,1994-09-02,18.23
1994-09-09,1994-09-08,1994-09-09,169.86
1994-09-16,1994-09-15,1994-09-16,18.31
1994-09-23,1994-09-22,1994-09-23,53.8
1994-09-30,1994-09-29,1994-09-30,36.49
1994-10-07,1994-10-06,1994-10-07,35.83
1994-10-14,1994-10-13,1994-10-14,18.12
1994-10-21,1994-10-20,1994-10-21,18.24
1994-10-28,1994-10-27,1994-10-28,17.61
1994-11-04,1994-11-03,1994-11-04,17.14
1994-11-11,1994-11-10,1994-11-11,16.93
1994-11-18,1994-11-17,1994-11-18,17.68
1994-11-25,1994-11-24,1994-11-25,41.41
1994-12-02,1994-12-01,1994-12-02,36.83
1994-12-09,1994-12-08,1994-12-09,36.68
1994-12-16,1994-12-15,1994-12-16,17.99
1994-12-23,1994-12-22,1994-12-23,214.36
1994-12-30,1994-12-29,1994-12-30,105.21
1995-01-06,1995-01-05,1995-01-06,95.1
1995-01-13,1995-01-12,1995-01-13,53.61
1995-01-20,1995-01-19,1995-01-20,34.91
1995-01-27,1995-01-26,1995-01-27,51.83
1995-02-03,1995-02-02,1995-02-03,51.87
1995-02-10,1995-02-09,1995-02-10,35.13
1995-02-17,1995-02-16,1995-02-17,205.25
1995-02-24,1995-02-23,1995-02-24,610.78
1995-03-03,1995-03-02,1995-03-03,16.74
1995-03-10,1995-03-09,1995-03-10,67.36
1995-03-17,1995-03-16,1995-03-17,81.9
1995-03-24,1995-03-23,1995-03-24,34.31
1995-03-31,1995-03-30,1995-03-31,33.81
1995-04-07,1995-04-06,1995-04-07,16.87
1995-04-14,1995-04-13,1995-04-14,17.4
1995-04-21,1995-04-20,1995-04-21,16.97
1995-04-28,1995-04-27,1995-04-28,16.48
1995-05-05,1995-05-04,1995-05-05,16.19
1995-05-12,1995-05-11,1995-05-12,33.45
1995-05-19,1995-05-18,1995-05-19,16.83
1995-05-26,1995-05-25,1995-05-26,34.26
1995-06-02,1995-06-01,1995-06-02,17.18
1995-06-09,1995-06-08,1995-06-09,183.21
1995-06-16,1995-06-15,1995-06-16,17.02
1995-06-23,1995-06-22,1995-06-23,362.31
1995-06-30,1995-06-29,1995-06-30,35.05
1995-07-07,1995-07-06,1995-07-07,75.69
1995-07-14,1995-07-13,1995-07-14,17.9
1995-07-21,1995-07-20,1995-07-21,126.77
1995-07-28,1995-07-27,1995-07-28,17.68
1995-08-04,1995-08-03,1995-08-04,90.28
1995-08-11,1995-08-10,1995-08-11,53.69
1995-08-18,1995-08-17,1995-08-18,289.06
1995-08-25,1995-08-24,1995-08-25,104.39
1995-09-01,1995-08-31,1995-09-01,17.46
1995-09-08,1995-09-07,1995-09-08,17.64
