date,rv2_true,garch_baseline,garch_plus_h,garch_plus_vix,garch_plus_h_vix
2020-02-21,0.00010715688821958735,3.582297324974055e-05,4.2399399117525405e-05,4.477097155794597e-05,4.474102620815565e-05
2020-02-24,0.001137567284986355,4.967358652449087e-05,4.947295978671234e-05,5.202645521410964e-05,5.199620955008055e-05
2020-02-25,0.000946839092680697,0.00022621522688876563,0.0001586271924093542,0.000161454063240999,0.00016142241023362047
2020-02-26,1.3579197465100057e-05,0.00032464772669398055,0.0002325447134590889,0.00023654226893497074,0.0002365042239027165
2020-02-27,0.0021115373687890784,0.0002459895023954698,0.0002017705303581473,0.00020744831251570645,0.0002074039128209365
2020-02-28,1.7727388783454427e-05,0.0005272120172451853,0.00038523187090095084,0.00039247240595349293,0.00039242323588207026
2020-03-02,0.0017973364201318196,0.0003949422155385986,0.0003317804579922895,0.00034203631166944827,0.00034197633698857476
2020-03-03,0.0008439235600072167,0.0005855088286643177,0.0004642076307841451,0.00047726366434422006,0.0004771942119582715
2020-03-04,0.0016952683847843012,0.0005710408586450546,0.0004814248396193962,0.0004958999468769708,0.0004958263621630536
2020-03-05,0.001142896361882929,0.0006979349102879007,0.0005814994117285866,0.0005973660492461343,0.0005972861650006798
2020-03-06,0.00027786475012959625,0.0007016215329162152,0.0006111947542807958,0.0006276778383708098,0.0006275957659207402
2020-03-09,0.006611726403434223,0.0005646249279164302,0.000550270232384209,0.000568041064808431,0.0005679517879378425
2020-03-10,0.0025452617582904817,0.0014872048160798545,0.0011316530934400986,0.0011510708574143636,0.0011509746691872726
2020-03-11,0.0024976743861285866,0.0015058597225160496,0.0012191108914370282,0.0012418069400842089,0.0012416977427904697
2020-03-12,0.010114095715592453,0.0015118306842964156,0.0012885404043079833,0.0013131403492323713,0.001313024675416933
2020-03-13,0.00672860790976386,0.0027461894750746745,0.002109402939189821,0.002136368569938039,0.0021362429950059774
2020-03-16,0.013429689568411684,0.0031030474177261586,0.0024684624788116464,0.0025006773399144037,0.0025005310634054617
2020-03-17,0.002765173911237499,0.004446445801416586,0.003443652161267689,0.0034779016807276464,0.0034777484337185876
2020-03-18,0.00269981572424573,0.003707622150790833,0.0032063539212765107,0.0032456792691508978,0.003245504927972484
2020-03-19,4.505950987466238e-06,0.003156227453235995,0.002997950955183365,0.003040775728689296,0.0030405878498568203
2020-03-20,0.0024913448081878057,0.0023173210497632055,0.002551402115440242,0.0025971546883374777,0.00259695466063964
2020-03-23,0.0006708491333127938,0.002104821254577546,0.0024204390870071943,0.002468118346417556,0.002467910804478863
2020-03-24,0.007522265383114481,0.0016552706537402637,0.0021270884151678247,0.0021755275808040247,0.002175317090898506
2020-03-25,0.00022079682374512546,0.002432632844808026,0.0025628152458038395,0.0026113247111208544,0.002611114492008597
2020-03-26,0.0032204148120563553,0.0018225583940132757,0.0022030089099463585,0.0022516169634204937,0.0022514069990026333
2020-03-27,0.0009143523673021288,0.0018603795984799018,0.0021973579347351687,0.0022461562880518892,0.0022459446246972676
2020-03-30,0.0010214112603292604,0.0015156561381008365,0.0019619999519903853,0.0020104826459974674,0.0020102711284536294
2020-03-31,0.00022552790711201343,0.0012805978813548555,0.0017729022748281232,0.0018215212746901554,0.0018213065706627247
2020-04-01,0.0021205142220353476,0.0009800001035002628,0.001532453532179079,0.0015800945989701352,0.001579882466265445
2020-04-02,0.0005204412981699091,0.0010659783154271904,0.001517746318005622,0.0015638695678814674,0.0015636612313751884
2020-04-03,0.00021198405613405278,0.0008705185123017463,0.001345158184606319,0.0013905791002841988,0.001390372140869021
2020-04-06,0.004225875918499696,0.0006776231378628352,0.001167438069299246,0.0012115487448620997,0.001211347008338499
2020-04-07,1.0382814379521493e-06,0.0011846279630809498,0.001417870485070734,0.0014601688630720188,0.0014599736936731485
2020-04-08,0.0010901417584585934,0.0008734942137362604,0.0012082013995750591,0.0012487870190060167,0.0012485984820739089
2020-04-09,0.00022809270648155162,0.000821616506383266,0.0011394189044796246,0.0011782335456189286,0.0011780484169799047
2020-04-13,8.412719491887479e-05,0.000644426891624377,0.000994768077219487,0.0010315746255393334,0.001031394302489956
2020-04-14,0.0008448511084546029,0.0004914698427402672,0.0008573002534322655,0.0008922754894505573,0.0008921005423173329
2020-04-15,0.0004612654594248623,0.0005023514407194286,0.0008163667401679709,0.000849871441670091,0.0008497017704047193
2020-04-16,2.3162040674231093e-05,0.0004483712289199607,0.0007433201608621841,0.0007749772131881973,0.0007748137443559532
2020-04-17,0.0007105936065321764,0.00033810616924468925,0.0006371784097636446,0.000667951365872798,0.0006677920007710177
2020-04-20,0.00031595150721139276,0.0003684034194627684,0.0006159000585614918,0.0006456171790570409,0.000645461208458721
2020-04-21,0.0009507209648305903,0.00032685049309559013,0.0005583047330974451,0.0005868859905060783,0.000586734167709274
2020-04-22,0.00048188268742773745,0.0003989424900833731,0.0005726294437893249,0.0006012613165333033,0.0006011102114965337
2020-04-23,5.145401505504279e-09,0.0003760024480049094,0.0005380680539236269,0.0005668245837589911,0.0005666727819216868
2020-04-24,0.00019161365217756234,0.00028139052224782427,0.00046087157451488663,0.000488870496728261,0.000488719144310945
2020-04-27,0.00020493310554559448,0.0002430750643904805,0.00041415040363650975,0.00044168376549971245,0.00044153383916347295
2020-04-28,2.1243126784726472e-05,0.00021717804026526627,0.0003757760781064654,0.0004021202984835051,0.0004019747533823212
2020-04-29,0.0006677934214642366,0.0001685562989144226,0.00032464554017471966,0.00034974127787041264,0.00034960137546749537
2020-04-30,8.750258748593767e-05,0.0002373762284539333,0.0003457339748136496,0.0003699145567778257,0.0003697795632948059
2020-05-01,0.0007198575925485111,0.00019404229113898424,0.00030567377444592553,0.0003286949886430928,0.0003285654216010801
2020-05-04,7.5868800180637006e-06,0.00026444062377110547,0.00033470109523519285,0.000357315349519308,0.00035718909833189585
2020-05-05,8.458301270910368e-05,0.00020094848389065525,0.00028821435178943316,0.00031085439922081553,0.0003107290134533359
2020-05-06,4.626450787623088e-05,0.00016690466053854836,0.00025667355004250597,0.0002788861018716889,0.0002787614500865478
2020-05-07,0.00014387026586570702,0.00013579549901622073,0.00022599955513295637,0.0002475405398290098,0.0002474179767580658
2020-05-08,0.00026931435499445857,0.00012878521661974514,0.00020958597724353588,0.00023073100457716704,0.00023061018359469122
2020-05-11,4.20827881944923e-08,0.00014391165429577355,0.0002082671255745948,0.00022860045901920074,0.00022848245489584822
2020-05-12,0.0004053333166358164,0.00011149943302151732,0.0001800890336879211,0.00019936282759770772,0.0001992495805392617
2020-05-13,0.0003184129505072962,0.00015322388600101807,0.00019654291251132813,0.00021498078206017167,0.00021487214226257703
2020-05-14,0.00014152123742698958,0.00016973046406886977,0.00020184346818059612,0.00022035358455359415,0.00022024564480061773
2020-05-15,2.1035365393736194e-05,0.0001532472267708763,0.00018887543040313012,0.00020755463215110573,0.00020744541354447165
2020-05-18,0.0009003004890838704,0.00012172357555567517,0.00016602352657780353,0.0001842415294011119,0.0001841322107067945
2020-05-19,0.00010659106507340944,0.00024064127708872711,0.00023439800958656632,0.0002522479744760178,0.0002521393263083858
2020-05-20,0.00028376530035085525,0.00019951502780606403,0.00021307516767183458,0.00023030865185113625,0.00023020227167640746
2020-05-21,4.79955994556356e-05,0.00019802159132610006,0.00021238867165828816,0.00022955519806510508,0.00022945075764723002
2020-05-22,3.5996271075974818e-06,0.0001588535330380292,0.0001883240617207586,0.00020497115095567784,0.00020486959366973871
2020-05-26,0.00014994669681095516,0.0001230118261700537,0.0001633086884089501,0.00017985740806248355,0.00017975771713881026
2020-05-27,0.000218135092038735,0.00012040849733811011,0.00015674181604277245,0.00017294767817592778,0.00017285021386573277
2020-05-28,3.410129683205424e-06,0.00012951463802590891,0.00015797053287740454,0.00017387159531261922,0.0001737761329932078
2020-05-29,1.9766993261050123e-05,0.00010150431931511827,0.00013746081755926158,0.0001531281334336671,0.0001530348143706314
2020-06-01,1.6269831874598485e-05,8.364146595581348e-05,0.00012158410371940147,0.0001372718936048988,0.0001371800361716179
2020-06-02,6.799741533679879e-05,7.00005877425867e-05,0.00010775919458895646,0.0001232884789522646,0.0001231984430344735
2020-06-03,0.00017478096312061953,6.836864630565653e-05,0.00010116246263764464,0.00011667926452500266,0.00011659040382376545
2020-06-04,6.917789587856529e-06,8.44186621396317e-05,0.00010621814740801027,0.00012153914491343052,0.00012145213630031736
2020-06-05,0.0006404241297284935,6.905924138867461e-05,9.369231826776373e-05,0.00010871339648400104,0.0001086287484783746
2020-06-08,0.00014436046463707256,0.00016012164576969406,0.00014634008472477473,0.00016118379631553377,0.00016110121338904932
2020-06-09,5.6019751239799664e-05,0.0001466718100797859,0.00014150841996557153,0.0001559910622832053,0.00015591092589663328
2020-06-10,3.131104475684764e-05,0.00012255986731553133,0.00012847599655429847,0.00014292937439600172,0.00014285080248474538
2020-06-11,0.0035256765746954338,0.0001009189923038262,0.00011489285386627128,0.00012961011965086536,0.00012953193926142615
2020-06-12,0.00014171782189140327,0.0006493878504238901,0.00045282963035942847,0.00046772530611117715,0.00046764733849721297
2020-06-15,8.634752160223178e-05,0.0005044018065748463,0.0004017204711819001,0.0004186356057434236,0.0004185499832882795
2020-06-16,0.0003634665427350698,0.00038932606666086303,0.00035341827813440617,0.00037069389978106135,0.0003706027462498856
2020-06-17,1.7326387727626423e-05,0.0003498397431494233,0.0003399015024337613,0.0003574114057345357,0.00035731698839279403
2020-06-18,1.481828081277487e-07,0.000265035913761249,0.0002936858349829118,0.00031140189656016313,0.0003113054258210136
2020-06-19,0.00010245914238189442,0.00020018296614549082,0.0002525271020703127,0.00027054712432709023,0.00027044943739157226
2020-06-22,4.089203210598103e-05,0.0001692311241395937,0.00022781557003919575,0.0002459751596458239,0.00024587663820214555
2020-06-23,2.109663961998673e-05,0.00013663092688876162,0.00020066039180984883,0.0002192469549626728,0.00021914643295246094
2020-06-24,0.0006676897902099784,0.00010956986727222502,0.00017571255014723537,0.0001940648797811076,0.00019396431889547202
2020-06-25,0.00011370991301736468,0.00019417974921233567,0.0002191010085769038,0.00023726169222394302,0.00023716150271719863
2020-06-26,0.0005778300813884979,0.00016665350347428213,0.00020054298159750147,0.00021893753186742564,0.0002188363190340281
2020-06-29,0.00021288563208672606,0.00022145500664633866,0.00023150862075565516,0.00024954017054982825,0.0002494381772502149
2020-06-30,0.00016200698668847124,0.00020263580984434306,0.0002212145817440134,0.00023942027901954259,0.0002393164696250927
2020-07-01,4.8725873455605714e-05,0.00018064315057926046,0.00020737686104652943,0.00022530468343849065,0.00022520105504776348
2020-07-02,3.016046851730985e-05,0.00014624995381766432,0.00018440092098505063,0.0002017834474780637,0.000201680463471296
2020-07-06,0.00023468158806217883,0.00011807500024958937,0.00016285418607303863,0.00017967258857487398,0.00017957163084535193
2020-07-07,0.00010748199017981594,0.00013047857157162836,0.00016490503241207654,0.00018119478428240776,0.0001810963248978665
2020-07-08,5.805752679325271e-05,0.000119016674729629,0.0001538720342417906,0.0001698062210770867,0.00016970988042453524
2020-07-09,3.2594823870407084e-05,0.00010264460618729777,0.00013942621557266747,0.00015539857288747463,0.00015530348977637042
2020-07-10,0.00010320061540189912,8.654777491011298e-05,0.00012470638426646048,0.00014041093324076903,0.00014031743271965958
2020-07-13,7.563206139503372e-05,8.616667761708106e-05,0.00011918970223830364,0.0001349023481005442,0.00013480967391808762
2020-07-14,0.00016578540404823936,8.143561436241711e-05,0.00011180753312279584,0.0001271788320029399,0.00012708784501478054
2020-07-15,8.36362875622842e-05,9.25313469641873e-05,0.00011445912549156284,0.0001303364771490947,0.00013024429175993526
2020-07-16,1.088265800320013e-05,8.738734822523572e-05,0.00010859521742579587,0.00012442015787016955,0.0001243282608730098
2020-07-17,8.380305644853598e-06,7.187269678416423e-05,9.622063356499804e-05,0.00011186187291990501,0.00011177155070381364
2020-07-20,6.478800206590081e-05,6.011142236041362e-05,8.538895934603152e-05,0.00010097173870343515,0.00010088277963450637
2020-07-21,4.51679742710447e-06,6.0611203107129374e-05,8.185702801984149e-05,9.702100945773427e-05,9.693447606429137e-05
2020-07-22,3.2216053259096045e-05,5.124376504128274e-05,7.281060807344002e-05,8.74596657198488e-05,8.7375952376801e-05
2020-07-23,0.00014408280620654764,4.885973071740938e-05,6.7838161899479e-05,8.215730110855502e-05,8.20759010386208e-05
2020-07-24,4.174727870116291e-05,6.518008800088948e-05,7.479134352829061e-05,8.876190602068592e-05,8.868279436963065e-05
2020-07-27,5.2794363904869464e-05,6.060072764055479e-05,7.043819184469397e-05,8.439631805273752e-05,8.43182004336103e-05
2020-07-28,4.0482550601327e-05,5.903251695471067e-05,6.795968727309589e-05,8.175563357326816e-05,8.167819524117304e-05
2020-07-29,0.00014941909015194572,5.58962880597104e-05,6.469849718865086e-05,7.812108877140423e-05,7.80446703200493e-05
2020-07-30,1.277565571298019e-05,7.119281277170917e-05,7.274956950941449e-05,8.602642259703148e-05,8.595064635345772e-05
2020-07-31,6.195490680006445e-05,6.032353995456176e-05,6.600786266272175e-05,7.888818801387521e-05,7.881353390912862e-05
2020-08-03,4.799865478106472e-05,6.030895819505699e-05,6.50795660888398e-05,7.783388267021425e-05,7.776009932121e-05
2020-08-04,1.486236375872525e-05,5.8044466811797674e-05,6.293762560188441e-05,7.549879368585754e-05,7.542581409716334e-05
2020-08-05,3.8337724916341496e-05,5.103556295865934e-05,5.773553744475162e-05,7.017435673309927e-05,7.010234296936695e-05
2020-08-06,4.438615810292685e-05,4.9695919276440476e-05,5.561173525657992e-05,6.792106097600653e-05,6.78503018642919e-05
2020-08-07,5.150332038558853e-07,4.969203304623536e-05,5.438890574683298e-05,6.649945570883109e-05,6.643027197952844e-05
2020-08-10,8.906960665420884e-06,4.260437115390817e-05,4.89270912155702e-05,6.0854900767960815e-05,6.078734724685952e-05
2020-08-11,6.870632776674044e-05,3.877122688410903e-05,4.50871592197306e-05,5.6832709093730294e-05,5.676689421685954e-05
2020-08-12,0.0001917131476313163,4.5622350368704364e-05,4.780598851836126e-05,5.938223513840297e-05,5.931793747085853e-05
2020-08-13,3.2739710439266964e-06,7.050213247641974e-05,6.240518005630867e-05,7.412427362572344e-05,7.406018732888963e-05
2020-08-14,8.831071795394547e-10,5.8283500334026594e-05,5.605235548079085e-05,6.755848157614586e-05,6.749538425198494e-05
2020-08-17,1.0058852361513823e-05,4.881053836871483e-05,5.0244235765116125e-05,6.162859728249981e-05,6.15666399439647e-05
2020-08-18,4.657140072318393e-06,4.3500338396438116e-05,4.63345665251632e-05,5.758244481597412e-05,5.752144716874049e-05
2020-08-19,1.7409061530448477e-05,3.87407901370811e-05,4.247796929667795e-05,5.350200131367522e-05,5.344221092917845e-05
2020-08-20,9.664193418319634e-06,3.731599348233496e-05,4.0457649542435845e-05,5.133191196725824e-05,5.12730997307913e-05
2020-08-21,1.253950364612958e-05,3.502227090461172e-05,3.795611491676581e-05,4.886152663540306e-05,4.8802969148653844e-05
2020-08-24,0.00010164985960482709,3.38075391945226e-05,3.616248757358159e-05,4.707521233993165e-05,4.701664804689613e-05
2020-08-25,1.220242246021804e-05,4.730889281586387e-05,4.3528458891017e-05,5.444189857082287e-05,5.4383487315977946e-05
2020-08-26,9.951429274462089e-05,4.2747259704113665e-05,4.08218409897517e-05,5.17342991656881e-05,5.1676177426795666e-05
2020-08-27,4.770568525178055e-06,5.350814613527658e-05,4.7193700916072626e-05,5.811494872589327e-05,5.805742543487735e-05
2020-08-28,4.14558240891056e-05,4.608510744636191e-05,4.3120187390630906e-05,5.4243118574391315e-05,5.4185418745133976e-05
2020-08-31,1.3170471278962201e-05,4.657559195407937e-05,4.327947437056664e-05,5.479380463743136e-05,5.473537540120049e-05
2020-09-01,8.788151600013153e-05,4.236679436996073e-05,4.058170791480637e-05,5.221538863202165e-05,5.215723440668458e-05
2020-09-02,0.00020622089049272067,5.135103926302914e-05,4.573239907692066e-05,5.799283647393746e-05,5.793297021236884e-05
2020-09-03,0.0012264301410164398,7.703857373530672e-05,6.19846775775168e-05,7.469574412600044e-05,7.463448690050596e-05
2020-09-04,6.72107784263706e-05,0.0002605977775085087,0.00017777938284028726,0.00019097909663010466,0.0001909165003314841
2020-09-08,0.0007674640522375881,0.00020776416852528987,0.0001602376524267095,0.00017491276865117835,0.0001748450421178381
2020-09-09,0.0003823944532340914,0.0002821734699934572,0.0002157754314328651,0.00023087032875647332,0.00023079880162738402
2020-09-10,0.0003068159869080605,0.0002744576964442108,0.0002245799046762461,0.00024002978112466877,0.00023995433545058006
2020-09-11,2.5904940926357395e-07,0.0002566042454433208,0.0002244988954186522,0.0002398749497295685,0.00023979774098518785
2020-09-14,0.0001712245914095187,0.00019402864942933592,0.0001939676517060393,0.0002092175614642683,0.00020913782219793815
2020-09-15,2.539797528060174e-05,0.00017583103014562866,0.00018496951349707879,0.00019984539064729295,0.00019976553543366395
2020-09-16,1.5812692189817248e-05,0.00013896008593593744,0.0001627428411232023,0.00017714914991838267,0.0001770697810223943
2020-09-17,7.804254831027871e-05,0.00011042156486898719,0.00014303507494029636,0.00015686128675823408,0.00015678210804955347
2020-09-18,0.00024256347742948852,9.958015419995184e-05,0.00013245994733618888,0.0001459045449070172,0.0001458253864097912
2020-09-21,0.00012526015574479822,0.00011821267758461399,0.00013995094536902825,0.00015310403268630772,0.0001530245731680972
2020-09-22,0.00010267501667428285,0.00011290871583727575,0.00013451190170469211,0.00014740232669355639,0.00014732317863560415
2020-09-23,0.0005505639640517681,0.00010537875547923832,0.00012743231099099188,0.00014057883929129912,0.00014049933345232737
2020-09-24,7.0858073005237635e-06,0.00017219690216612496,0.0001661091931621345,0.00017943497056228895,0.00017935594538188822
2020-09-25,0.0002572066864322995,0.00013334254016487265,0.00014474443976514044,0.00015836314306595553,0.00015828323897885483
2020-09-28,0.00027135716767876113,0.00014529245812977459,0.00015143285130942078,0.00016545407336709272,0.00016537389119539276
2020-09-29,2.982153045914828e-05,0.0001563253210620281,0.00015855767929230178,0.00017258895315992886,0.00017250971561435128
2020-09-30,5.7053427452402586e-05,0.00012539571965577843,0.00014062836029903327,0.00015447261154585455,0.0001543938481850351
2020-10-01,4.095333899481593e-05,0.00010715209470703378,0.0001283389776897791,0.00014180845861558368,0.00014172945681586622
2020-10-02,9.100812193926619e-05,9.119721432965431e-05,0.00011621588747037784,0.0001294483545258823,0.0001293692671244462
2020-10-05,0.00030897516584124727,8.76012143812243e-05,0.0001109796672785907,0.00012399537881573974,0.00012391586108673566
2020-10-06,0.0002050046042179443,0.00012016868150258045,0.0001283140721286641,0.00014129129625401612,0.0001412108990871156
2020-10-07,0.00029780104400867636,0.0001272186228615102,0.00013262877014179453,0.00014564340438587663,0.00014556212557337411
2020-10-08,7.785359665599246e-05,0.0001473652234387856,0.00014550970408715988,0.0001588417476572156,0.0001587590038721082
2020-10-09,7.904122280991161e-05,0.0001265934476798018,0.00013455577854195385,0.0001478606220691833,0.00014777722261123376
2020-10-12,0.00025470796273788514,0.00011157970935134048,0.0001252587664876017,0.0001384000383407371,0.00013831735006918804
2020-10-13,4.2869391580864995e-05,0.00012895792490379967,0.000134829454306127,0.0001477289042688817,0.0001476478603638324
2020-10-14,3.9730821550709184e-05,0.00010746912785064035,0.0001217065502202258,0.00013448468743226184,0.00013440519422728962
2020-10-15,1.5292390663668186e-06,9.12318653295136e-05,0.00011014015595693684,0.00012305759303530477,0.00012297908975530063
2020-10-16,3.653895602199889e-07,7.317649416405061e-05,9.655371389529204e-05,0.00010957203902111998,0.0001094940137948635
2020-10-19,0.00023470808176205538,5.977149765836283e-05,8.495571934364226e-05,9.807521085719486e-05,9.799708377907557e-05
2020-10-20,1.598172453425591e-05,8.78030298800072e-05,9.855171074140213e-05,0.00011180068885868275,0.00011172216557377802
2020-10-21,3.5899738896032043e-06,7.300044384991801e-05,8.824666220425723e-05,0.00010185020354666007,0.00010177027979071907
2020-10-22,2.9924215908286763e-05,6.016336702952427e-05,7.845602453905159e-05,9.21776549539133e-05,9.209589774007875e-05
2020-10-23,1.148824133922498e-05,5.501902033999163e-05,7.273032853147273e-05,8.648836989979485e-05,8.640556053526597e-05
2020-10-26,0.0003479269246650767,4.8275957849356513e-05,6.603462447292438e-05,7.973093295478002e-05,7.964750645826368e-05
2020-10-27,1.192567344243101e-05,9.76718574424713e-05,9.39150046430781e-05,0.00010755014541223585,0.00010746671050379435
2020-10-28,0.0012094181044086433,7.956968790287673e-05,8.396608605042625e-05,9.830509422014631e-05,9.821890449632197e-05
2020-10-29,0.00010225646792761405,0.0002597033243963805,0.0001953147740237245,0.00021032451247161927,0.00021023531422133702
2020-10-30,0.0001098220369332952,0.00021276898703537388,0.00017917969212417884,0.00019582517851739702,0.00019572954180991877
2020-11-02,0.00012423531311568544,0.00017963349441702276,0.00016594916768465032,0.00018386900854789636,0.0001837701842212087
2020-11-03,0.0003063154396498274,0.00015770499516999884,0.00015623639339467382,0.00017520966091050217,0.00017510763542980505
2020-11-04,0.0004885487988759732,0.00017105711719813934,0.00016611438837270637,0.00018592875940393665,0.00018582472732686599
2020-11-05,0.0003730702992955682,0.0002102604020514307,0.0001928423915735964,0.00021303526065250488,0.00021293016332104355
2020-11-06,5.2167725238323985e-08,0.0002203095154756658,0.00020426327090197467,0.00022366474225708185,0.00022356158222741504
2020-11-09,0.00015593450672111373,0.00016742646637194045,0.00017666995116853842,0.00019511073813180472,0.00019501038642077685
2020-11-10,2.1540023842483113e-06,0.00015388825656470262,0.0001686347623332039,0.00018603544500929355,0.0001859395131244844
2020-11-11,5.4776236062080906e-05,0.00011914364652287008,0.00014643684499999872,0.00016307186408967217,0.00016297914239330442
2020-11-12,9.502867983847024e-05,0.00010220765233846256,0.00013273788573095054,0.0001486779139943336,0.00014858871958603953
2020-11-13,0.00018904977709003997,9.631045401957254e-05,0.00012514612527266737,0.00014027343267300032,0.00014018795489600087
2020-11-16,0.00015389110221381718,0.00010717715240859404,0.00012803910314567832,0.0001428059923626008,0.00014272270962363754
2020-11-17,2.908251287620948e-05,0.00010945405454969499,0.0001270857358173943,0.0001411180200474841,0.00014103764801860752
2020-11-18,0.0001465993940419964,9.096527592163155e-05,0.00011369506809266587,0.00012710855920477815,0.0001270313014791252
2020-11-19,1.7651205814689375e-05,9.640895097132624e-05,0.00011397704881788984,0.00012698973556124105,0.00012691520222797884
2020-11-20,4.7215747528185695e-05,7.956982973004523e-05,0.00010138749893559196,0.00011415702881210366,0.00011408397892689831
2020-11-23,3.571910802499778e-05,7.201753901885594e-05,9.377011802375928e-05,0.00010610030906322476,0.00010602861398873928
2020-11-24,0.00025552888234011626,6.463243724868354e-05,8.611450031750435e-05,9.818759802952449e-05,9.811679113004455e-05
2020-11-25,2.380689540844336e-06,9.472375963143727e-05,0.00010166413990971937,0.00011329265015636122,0.00011322300766083401
2020-11-27,7.73470423930654e-06,7.587016207013008e-05,8.951254910071647e-05,0.00010066989126265243,0.00010060197607654136
2020-11-30,1.968663839120232e-05,6.293342132311737e-05,7.960598070723093e-05,9.041965246325255e-05,9.035372942935316e-05
2020-12-01,0.00011833109061218204,5.5393496257016556e-05,7.240493981104558e-05,8.284296068493703e-05,8.277890701669883e-05
2020-12-02,4.416528341342947e-06,6.580430487624603e-05,7.614711501593145e-05,8.622824416174889e-05,8.616594095038383e-05
2020-12-03,7.435949709661839e-08,5.502907045094447e-05,6.798539040741455e-05,7.77431483835239e-05,7.768208824551022e-05
