code,ticker,name,sector,n_obs,n_events,n_dropped_outliers,theta0,theta1,theta2,theta2_se,theta2_t,omega_g,alpha,gamma,beta,persistence,loglik,tau_at_event,tau_nonevent,tau_jump_pct,earnings_freq_per_year,data_start,data_end,marketCap,log_mktcap,beta_info,beta_rolling_0050
2883,2883.TW,China Dev FH,financials,3911,59,0,6.532589491816597e-05,1.4616963870177064e-07,4.25657573943113e-05,4.5156151063703646e-05,0.9426347549918953,0.050212826003958835,0.05021240460476929,0.05021240460037273,0.9017026421122697,0.9770212490172253,11316.316589009133,0.00016887253961045387,0.00012156176786322312,38.91912118328447,3.691289825282631,2010-01-05,2025-12-30,355623043072.0,26.59713713902663,0.641,0.7402093141468996
2886,2886.TW,Mega FH,financials,3911,59,0,4.921624044403769e-05,9.460746329575947e-08,2.0652292153033544e-05,1.7619518157492582e-05,1.172125819130377,0.050086905584588184,0.050030544660656956,0.05003054045624791,0.9002448881883551,0.9752907030771361,12069.492860242675,0.00010899708368317813,8.561981051216125e-05,27.30357966360651,3.691289825282631,2010-01-05,2025-12-30,584172568576.0,27.09346227026183,0.457,0.5724159374834957
2887,2887.TW,Taishin FH,financials,3911,60,0,2.8775472096698924e-05,1.967207035891464e-07,1.0040095358230017e-05,1.9081868129759715e-05,0.5261589321315808,0.0500501990826504,0.050050099687168385,0.05005009968659909,0.9004016007036084,0.9754767502340763,11850.787748007759,0.00010956685198196987,0.00010463456383230225,4.713823013180037,3.753854059609455,2010-01-05,2025-12-30,600520523776.0,27.121062655694224,0.679,0.654966762039788
2603,2603.TW,Evergreen,shipping,3911,60,0,9.972226531143242e-05,5.376707345731586e-07,-3.6186501379063005e-05,1.8214493912054904e-05,-1.9866871708751503,0.0501812288488696,0.05018087015483949,0.05018086984888764,0.9014498593354193,0.9767211644147027,9412.069035855677,0.0002938851726393222,0.00030648183573008637,-4.110084717013331,3.753854059609455,2010-01-05,2025-12-30,433008574464.0,26.79402336721011,0.885,0.724761915039763
2615,2615.TW,Wan Hai,shipping,3911,60,0,0.00012308509709879617,2.8925478533364016e-07,5.37694749539026e-05,5.984539330848747e-05,0.8984730817413951,0.05026884352581354,0.05094263527674726,0.05026831122608486,0.90327279112184,0.9793495820116297,9398.891847514693,0.0002952296650154443,0.0002344035400462953,25.94932011570118,3.753854059609455,2010-01-05,2025-12-30,212986511360.0,26.084494673702242,0.985,0.7188681452660841
2609,2609.TW,Yang Ming,shipping,3911,60,0,0.0001585450826272547,4.414399360498971e-07,0.00024750079637172426,7.449883236662626e-05,3.3222104093352054,0.04965183184567544,0.049653377488496825,0.04965217758950076,0.8972135400840529,0.9716930063673,9317.503277650452,0.000582655560491259,0.00032849435400388987,77.37156008604018,3.753854059609455,2010-01-05,2025-12-30,177049681920.0,25.899696218948066,0.893,0.7239453738010275
1301,1301.TW,Formosa,trad_mfg,3911,60,0,0.0002555571675291852,2.3834395375031006e-07,0.0001470522934634099,9.730408300142262e-05,1.5112653953201527,0.04057500324141166,0.0846188811251299,0.10419898000861204,0.8041779882086305,0.9408963593380664,11292.68137376293,0.0005115981396919662,0.0003471044283733469,47.39026583137949,3.753854059609455,2010-01-05,2025-12-30,327199096832.0,26.513834681377794,0.495,0.6371649395514106
1303,1303.TW,Nan Ya,trad_mfg,3911,60,0,3.812122991259289e-05,2.1765795405392447e-07,-1.1522932641527948e-05,8.929288097076013e-06,-1.2904648742715839,0.050057619524583936,0.05005750544147563,0.05005750543817667,0.9004609654419767,0.9755472236025406,11093.129690217113,0.00012227659593465006,0.0001217830578668885,0.405260038962903,3.753854059609455,2010-01-05,2025-12-30,682050715648.0,27.24836985514531,0.683,0.7055657628280576
1326,1326.TW,FCFC,trad_mfg,3911,60,0,6.501803369582957e-05,1.412848746815502e-07,1.8105622407706192e-05,2.1676918887100304e-05,0.8352488885530982,0.050065915258393205,0.05006585153455035,0.050065787380357614,0.9005272735161214,0.9756260187408505,11175.625951349539,0.0001400648325668918,0.00011940458862361534,17.30272193173518,3.753854059609455,2010-01-05,2025-12-30,292158373888.0,26.400561868510582,0.644,0.6832229232918546
2002,2002.TW,China Steel,trad_mfg,3911,60,0,3.6355419646233866e-05,9.519988155815902e-08,2.7796443742288756e-05,1.698010281565377e-05,1.6370009088910533,0.04998009278286508,0.049980232458900785,0.0499801502325013,0.8998411231646454,0.9748114307397968,12190.076994979921,0.00010302277521803713,7.299406314964885e-05,41.138567676147694,3.753854059609455,2010-01-05,2025-12-30,308701790208.0,26.455641567621385,0.664,0.5008041065911538
2027,2027.TW,ChiaTai Steel,trad_mfg,3911,58,0,0.00012870783140425855,1.4460369363621575e-07,4.4818790102113975e-06,2.828704510248341e-05,0.15844281344953628,0.0502305254177688,0.05022957957272028,0.05022904790428085,0.9018369257345406,0.9771810292594012,10306.497770345015,0.00018875593876614566,0.00018441413002807526,2.3543796440161078,3.6287255909558067,2010-01-05,2025-12-30,90034323456.0,25.223456806306295,0.456,0.5394757994858121
2317,2317.TW,Hon Hai,ems,3911,60,0,0.0003114368928492078,3.3714846049797977e-07,0.0007251210111018971,0.00020226220369176062,3.585054438578905,0.044674098468405775,0.08553908703706162,0.10503552759249787,0.8050103580585016,0.9430672088918122,10662.744512056095,0.0011638090705903155,0.0004413540919048845,163.6905586549147,3.753854059609455,2010-01-05,2025-12-30,2799529099264.0,28.660472340131776,0.653,0.8915549896203208
3045,3045.TW,TWM,ems,3911,61,0,3.234208623765227e-05,4.093998781863282e-08,2.2243063325808607e-05,2.0355749321434387e-05,1.0927165084700123,0.05011121211477309,0.05011099191195764,0.050110991911886595,0.9008897147267985,0.9760562025946994,12852.398150775482,6.890052658663039e-05,4.8136046035601934e-05,43.1370714073001,3.8164182939362794,2010-01-05,2025-12-30,332696125440.0,26.530495374095995,0.03,0.19496526335539038
2382,2382.TW,Quanta,ems,3911,59,0,0.00019498503666110265,1.0464101227175884e-07,0.000744445293234615,0.00012625107849898742,5.896546010421494,0.04865809307130783,0.04866133259138477,0.04866060112193101,0.8892626556527061,0.9622542888050564,10380.646606343185,0.00097900117423945,0.0002353061560475903,316.0542123859473,3.691289825282631,2010-01-05,2025-12-30,1229591281664.0,27.837702938761797,0.659,0.7847087815062032
2912,2912.TW,Pres. Chain,consumer,3911,60,0,0.00025419145724123616,1.55285909619932e-07,0.0005216382399110534,0.00017855446163346172,2.9214517248069516,0.041064580233611654,0.08472878970694482,0.10429889304424197,0.8042774028269921,0.9411556390560579,11465.20523785945,0.0008380635386465676,0.0003139730602366525,166.92211682584795,3.753854059609455,2010-01-05,2025-12-30,234434822144.0,26.18044344225034,0.019,0.43912972892762364
2637,2637.TW,Yungshin,consumer,3684,57,0,4.728730850374689e-05,1.441220001600277e-07,-8.836363162783284e-06,8.452844851025217e-06,-1.045371507287461,0.050044182853835266,0.04968526915584993,0.04968526914410915,0.8997564234229339,0.9742843271508385,10401.88122313574,9.159980790652552e-05,0.00010125623189949454,-9.53662190644606,3.7805066279280917,2010-12-02,2025-12-30,52397912064.0,24.68213258137266,0.898,0.41231422041114607
1215,1215.TW,Charoen Pokphand,consumer,3911,59,0,0.00010542157242357232,7.909362253277192e-08,0.00012239962975239564,3.820376336542126e-05,3.203863152999769,0.04992236278122153,0.049922735707190656,0.04992248777007547,0.8993786609201013,0.9742626405123297,11147.621954925002,0.00025892837522579646,0.00013588022699806393,90.55633107640139,3.691289825282631,2010-01-05,2025-12-30,42891948032.0,24.481949953702344,0.413,0.39969642911258263
2347,2347.TW,Synnex,consumer,3911,60,0,7.618542901980376e-05,7.486837724817341e-08,0.0006658733463634587,,,0.10579096690361055,0.03173729051479312,0.08141556972587691,0.8807656947403159,0.9532107701180474,11103.382482592186,0.0007721195231111435,0.00010500721092400574,635.3014296036587,3.753854059609455,2010-01-05,2025-12-30,136104476672.0,25.63668863858309,0.1,0.5522451756316128
1210,1210.TW,Dachan Food,consumer,3911,60,0,8.544306903640912e-05,1.3853853243454772e-07,5.500387794205721e-05,3.456902399520228e-05,1.5911319321509052,0.05015063279445875,0.05000902992147066,0.05000896004205998,0.9000725647526856,0.9750860746951863,11405.457589207728,0.0001938170591985261,0.0001388108335732584,39.626752616709666,3.753854059609455,2010-01-05,2025-12-30,46102573056.0,24.554134600055207,0.293,0.3999567851741421
2892,2892.TW,First FH,tech_other,3911,60,0,2.3973762417262904e-05,9.017835883541012e-08,-1.1688146611758165e-05,6.351512231711733e-06,-1.8402147686029424,0.0503167577230926,0.05035721986160867,0.05008287708972469,0.9000278619258948,0.9754265203323658,12786.812885651807,5.030887706128081e-05,5.866108359638798e-05,-14.238070664656888,3.753854059609455,2010-01-05,2025-12-30,410533822464.0,26.740724155779706,0.306,0.5194438847521742
