date,rv_day,rv_night,rv_total
2018-06-25,3.228194262402757e-05,5.284118765900991e-06,3.756606138992856e-05
2018-06-26,4.1300325593243076e-05,2.8957293828645636e-05,7.025761942188872e-05
2018-06-27,2.877319593842214e-05,1.241800791580806e-05,4.11912038542302e-05
2018-06-28,3.0466017662088845e-05,4.1032975156479664e-05,7.149899281856851e-05
2018-06-29,3.197871871654339e-05,1.765474972414387e-05,4.963346844068726e-05
2018-07-02,2.7101321306949746e-05,6.381380634725735e-06,3.348270194167548e-05
2018-07-03,6.98043979648849e-05,1.838838549798406e-05,8.819278346286895e-05
2018-07-04,2.387346067407456e-05,1.408861913355578e-05,3.796207980763034e-05
2018-07-05,4.2706407859821194e-05,3.401633992371941e-06,4.610804185219314e-05
2018-07-06,7.05537085723594e-05,2.320249925416568e-05,9.375620782652507e-05
2018-07-09,3.3777464660551354e-05,1.8792625863419432e-05,5.2570090523970786e-05
2018-07-10,2.134794582658833e-05,5.0485784948922615e-06,2.639652432148059e-05
2018-07-11,2.6515494294364404e-05,,2.6515494294364404e-05
2018-07-12,2.5233588922319078e-05,8.942788782042043e-06,3.417637770436112e-05
2018-07-13,2.0801664712659562e-05,7.593736544033237e-06,2.8395401256692798e-05
2018-07-16,2.322935836858231e-05,4.601290699507707e-06,2.783064906809002e-05
2018-07-17,1.6789508656384853e-05,5.303431153793135e-06,2.2092939810177988e-05
2018-07-18,2.8740340058757716e-05,7.273345178769454e-06,3.601368523752717e-05
2018-07-19,2.1979373009381562e-05,4.0169813988809205e-06,2.5996354408262482e-05
2018-07-20,3.913446953827304e-05,1.451425703677672e-05,5.364872657504976e-05
2018-07-23,2.7323683943689623e-05,9.934587265768108e-06,3.725827120945773e-05
2018-07-24,1.1997440267521862e-05,5.241100844063158e-06,1.723854111158502e-05
2018-07-25,1.1858884403011619e-05,9.758200061160472e-06,2.1617084464172093e-05
2018-07-26,1.0249671460662556e-05,8.499698533879953e-06,1.874936999454251e-05
2018-07-27,1.454253571843981e-05,4.060755267413466e-06,1.8603290985853276e-05
2018-07-30,2.6280646338996375e-05,1.3136280892567448e-05,3.9416927231563825e-05
2018-07-31,1.4290023643186706e-05,1.2102586744626056e-05,2.6392610387812764e-05
2018-08-01,9.921285889998978e-06,7.198996123804713e-06,1.7120282013803693e-05
2018-08-02,3.197585122095147e-05,5.884111842185787e-06,3.785996306313726e-05
2018-08-03,1.3515196096446126e-05,1.2443063576600167e-05,2.5958259673046294e-05
2018-08-06,2.6601589859504623e-05,1.0244185139203295e-05,3.684577499870792e-05
2018-08-07,1.400704093218115e-05,8.861361886388625e-06,2.2868402818569775e-05
2018-08-08,1.2038495951480292e-05,2.8257184084980534e-06,1.4864214359978344e-05
2018-08-09,1.7897421687274744e-05,4.672626589441127e-06,2.2570048276715873e-05
2018-08-10,1.9885596719501536e-05,3.8140795971231917e-06,2.3699676316624728e-05
2018-08-13,6.622215103118748e-05,9.458306150000868e-06,7.568045718118834e-05
2018-08-14,2.610743134308973e-05,2.562377166514661e-05,5.1731203008236344e-05
2018-08-15,4.022790830921123e-05,7.545662540236793e-06,4.7773570849448025e-05
2018-08-16,3.564552003165216e-05,2.1733429095032933e-05,5.7378949126685095e-05
2018-08-17,1.9011118340842037e-05,1.287312664540447e-05,3.188424498624651e-05
2018-08-20,3.16070450995396e-05,2.2175154130110652e-05,5.3782199229650255e-05
2018-08-21,2.1482887477214234e-05,1.3409354894954227e-05,3.489224237216846e-05
2018-08-22,1.7872508943903464e-05,7.855673858845397e-06,2.572818280274886e-05
2018-08-23,4.150253082015998e-05,6.614082026694751e-06,4.811661284685473e-05
2018-08-24,2.918213552904643e-05,1.00362906739784e-05,3.9218426203024834e-05
2018-08-27,1.6254521924521326e-05,6.842074353139662e-06,2.309659627766099e-05
2018-08-28,1.2055962431982155e-05,5.13646501083905e-06,1.7192427442821204e-05
2018-08-29,1.2126054897300847e-05,6.970504574666853e-06,1.90965594719677e-05
2018-08-30,4.4646156767649e-05,8.713440930344506e-06,5.3359597697993504e-05
2018-08-31,2.509024051756445e-05,1.7928958507666757e-05,4.301919902523121e-05
2018-09-03,2.8264732424102388e-05,1.5307038223075415e-05,4.357177064717781e-05
2018-09-04,2.0685266743696436e-05,4.701136794194817e-06,2.538640353789125e-05
2018-09-05,2.5954220088282372e-05,1.3739716469968777e-05,3.9693936558251146e-05
2018-09-06,3.718389577913376e-05,2.283863109397849e-05,6.0022526873112246e-05
2018-09-07,2.4078793121660492e-05,1.4965954439697027e-05,3.904474756135752e-05
2018-09-10,4.756892605065269e-05,1.9681750447511313e-05,6.7250676498164e-05
2018-09-11,4.5039336644640834e-05,8.481818223641862e-06,5.35211548682827e-05
2018-09-12,2.47451510159593e-05,1.2438511371687828e-05,3.718366238764713e-05
2018-09-13,1.6814295207117298e-05,1.7141269729689065e-05,3.395556493680636e-05
2018-09-14,2.2931881712755634e-05,7.873367992275243e-06,3.080524970503088e-05
2018-09-17,1.8290213350595372e-05,6.1837204429271225e-06,2.4473933793522494e-05
2018-09-18,1.8027319383413615e-05,7.567320708342548e-06,2.5594640091756162e-05
2018-09-19,9.684162544932101e-06,6.024988635628353e-06,1.5709151180560456e-05
2018-09-20,2.2487993951907928e-05,4.378049663415866e-06,2.6866043615323792e-05
2018-09-21,2.967783960438198e-05,4.4591187810813775e-06,3.4136958385463356e-05
2018-09-25,1.3547849260343106e-05,8.583540133939776e-06,2.2131389394282883e-05
2018-09-26,1.2187745111841226e-05,5.770533042883647e-06,1.7958278154724873e-05
2018-09-27,1.405457990358948e-05,1.2871228309551417e-05,2.6925808213140897e-05
2018-09-28,3.486088852698208e-05,5.381732730023133e-06,4.0242621257005216e-05
2018-10-01,1.2381931604692132e-05,6.4084620452511935e-06,1.8790393649943325e-05
2018-10-02,2.576682732437225e-05,3.13391240339097e-06,2.890073972776322e-05
2018-10-03,1.9037698050435652e-05,8.624962515414023e-06,2.7662660565849673e-05
2018-10-04,4.656774311301879e-05,6.737609408424942e-06,5.330535252144373e-05
2018-10-05,0.00017507782794226387,3.0335858719193572e-05,0.00020541368666145745
2018-10-08,8.123225270540995e-05,3.299655710290812e-05,0.00011422880980831808
2018-10-09,4.5231153956762054e-05,2.5096640327043808e-05,7.032779428380586e-05
2018-10-11,0.00031137582659863906,1.923140806787144e-05,0.0003306072346665105
2018-10-12,0.00013938894850734935,0.00017519601661109945,0.00031458496511844883
2018-10-15,4.972214095974973e-05,9.501231104503229e-05,0.000144734452004782
2018-10-16,6.468355692387413e-05,3.96957978614542e-05,0.00010437935478532832
2018-10-17,3.7950453364316684e-05,3.177978359682758e-05,6.973023696114425e-05
2018-10-18,7.72601545707057e-05,6.495429667653988e-05,0.00014221445124724556
2018-10-19,9.139470086647746e-05,5.732787920168665e-05,0.0001487225800681641
2018-10-22,9.989850682515462e-05,6.236317018757902e-05,0.00016226167701273366
2018-10-23,5.9780525048123035e-05,4.377108206233709e-05,0.00010355160711046012
2018-10-24,0.00013921223397178378,8.85983955029953e-05,0.00022781062947477908
2018-10-25,0.00014392118557219932,0.00011339493947935274,0.00025731612505155207
2018-10-26,0.00012596512914373771,7.563962910604299e-05,0.0002016047582497807
2018-10-29,9.550909025965623e-05,0.0001619312514624651,0.0002574403417221213
2018-10-30,8.894815923650265e-05,0.00013249351700294915,0.00022144167623945182
2018-10-31,4.767316010219367e-05,8.099396511994802e-05,0.0001286671252221417
2018-11-01,4.727477257872196e-05,2.923591165478835e-05,7.65106842335103e-05
2018-11-02,5.829684970853314e-05,4.0263449093619643e-05,9.856029880215278e-05
2018-11-05,6.017948654472052e-05,8.460374385145899e-05,0.0001447832303961795
2018-11-06,4.803650226906874e-05,2.5462659383841746e-05,7.34991616529105e-05
2018-11-07,5.762062067869211e-05,2.404255850194653e-05,8.166317918063864e-05
2018-11-08,3.526105449362491e-05,2.1804205824157695e-05,5.7065260317782606e-05
2018-11-09,4.680240917477192e-05,3.293859160343881e-05,7.974100077821073e-05
2018-11-12,5.780586350229652e-05,2.817499306843841e-05,8.598085657073493e-05
2018-11-13,9.769227704207313e-05,5.0386074458134416e-05,0.00014807835150020755
2018-11-14,3.3377519222782e-05,7.128389489858777e-05,0.00010466141412136977
2018-11-15,6.723783598275815e-05,6.974827637782144e-05,0.00013698611236057957
2018-11-16,4.901347979072883e-05,6.920329433089487e-05,0.00011821677412162369
2018-11-19,2.5830371327427487e-05,4.369668212469544e-05,6.952705345212294e-05
2018-11-20,4.693230236525875e-05,3.402558574284287e-05,8.095788810810162e-05
2018-11-21,5.4214600792452476e-05,6.060264521824479e-05,0.00011481724601069727
2018-11-22,1.9610298877611333e-05,1.554844499983742e-05,3.515874387744875e-05
2018-11-23,7.020752256227481e-05,1.0467514648567838e-05,8.067503721084265e-05
2018-11-26,0.00017749787709596613,1.2194979267771785e-05,0.0001896928563637379
2018-11-27,4.1839782071963516e-05,1.5577057876614583e-05,5.74168399485781e-05
2018-11-28,5.1920365510802334e-05,3.549791212307965e-05,8.741827763388198e-05
2018-11-29,3.3397351652907056e-05,3.486247029641835e-05,6.82598219493254e-05
2018-11-30,4.772930789188742e-05,2.546411730502675e-05,7.319342519691417e-05
2018-12-03,3.8459041366171074e-05,2.1041728772326863e-05,5.950077013849793e-05
2018-12-04,2.3313509137957084e-05,2.283189418043426e-05,4.6145403318391345e-05
2018-12-05,5.1094770870704234e-05,3.774087209134216e-05,8.88356429620464e-05
2018-12-06,6.183869314129817e-05,6.021025470080185e-06,6.785971861137836e-05
2018-12-07,4.1815638321016045e-05,9.88925222974579e-05,0.00014070816061847395
2018-12-10,5.0203570720940986e-05,6.950065423694298e-05,0.00011970422495788396
2018-12-11,4.123275250372864e-05,8.436879743174882e-05,0.00012560154993547745
2018-12-12,4.0685715587738134e-05,5.6949700725285013e-05,9.763541631302314e-05
2018-12-13,2.1933059415824753e-05,3.0865334198882235e-05,5.279839361470699e-05
2018-12-14,4.3205168304044154e-05,3.4636990759009974e-05,7.784215906305413e-05
2018-12-17,4.88642486067168e-05,2.9656546732418292e-05,7.85207953391351e-05
2018-12-18,3.194270002811408e-05,3.7393379854681414e-05,6.93360798827955e-05
2018-12-19,1.3609254862704793e-05,2.5318079115013427e-05,3.892733397771822e-05
2018-12-20,4.2973084876829486e-05,0.0001385405586126015,0.000181513643489431
2018-12-21,5.20072946332011e-05,6.860720163502617e-05,0.00012061449626822727
2018-12-22,3.7556347282105045e-06,4.506064245251212e-05,4.8816277180722624e-05
2018-12-24,1.2950440032221752e-05,,1.2950440032221752e-05
2018-12-25,4.03981940669707e-05,5.229478524247954e-05,9.269297930945024e-05
2018-12-26,3.364971133775395e-05,3.956563128665397e-06,3.7606274466419345e-05
2018-12-27,3.209004395145759e-05,3.134363399436862e-05,6.343367794582621e-05
2018-12-28,1.903903757525546e-05,4.139928786991971e-05,6.043832544517517e-05
2019-01-02,8.246583442703943e-05,1.711060712728113e-05,9.957644155432057e-05
2019-01-03,7.617226600319813e-05,4.409868783400403e-05,0.00012027095383720216
2019-01-04,8.078033540573633e-05,7.466479426416049e-05,0.00015544512966989682
2019-01-07,5.837951933088732e-05,3.378259042352048e-05,9.216210975440781e-05
2019-01-08,3.539966402832464e-05,2.923847818316652e-05,6.463814221149116e-05
2019-01-09,3.4701954068696576e-05,2.932101087774462e-05,6.40229649464412e-05
2019-01-10,2.192504585175553e-05,2.717047180630485e-05,4.909551765806038e-05
2019-01-11,3.355047565844723e-05,2.464815028650945e-05,5.8198625944956675e-05
2019-01-14,2.112551193383297e-05,1.215294813622245e-05,3.327846007005542e-05
2019-01-15,3.257652851767553e-05,1.0374461064541895e-05,4.2950989582217426e-05
2019-01-16,2.412460630269065e-05,1.646353950759545e-05,4.05881458102861e-05
2019-01-17,3.988249460379324e-05,8.465824437115105e-06,4.834831904090835e-05
2019-01-18,3.549537113554383e-05,3.483972838463697e-05,7.03350995201808e-05
2019-01-21,3.3548387178864536e-05,1.486174831300776e-05,4.84101354918723e-05
2019-01-22,1.5049254947967347e-05,7.432778829084049e-06,2.2482033777051396e-05
2019-01-23,1.421757820490809e-05,1.5455667603739506e-05,2.9673245808647598e-05
2019-01-24,2.085960059564614e-05,1.7277878457734378e-05,3.813747905338052e-05
2019-01-25,1.9503673270932254e-05,1.587444207464257e-05,3.537811534557482e-05
2019-01-28,9.654600860257873e-06,1.0317497929998675e-05,1.9972098790256548e-05
2019-01-29,2.131770576235965e-05,1.3868001784671178e-05,3.518570754703083e-05
2019-01-30,1.3544795489852636e-05,1.4077191042810253e-05,2.762198653266289e-05
2019-02-11,4.946849135611576e-05,3.211720788487085e-05,8.15856992409866e-05
2019-02-12,1.4780451990511766e-05,8.60364280628842e-06,2.3384094796800186e-05
2019-02-13,2.475577004263461e-05,8.565841464557582e-06,3.332161150719219e-05
2019-02-14,2.9443567679806177e-05,9.55590151706281e-06,3.899946919686899e-05
2019-02-15,2.426534697038066e-05,1.5274176943788848e-05,3.953952391416951e-05
2019-02-18,1.699891180135279e-05,1.0912513318915892e-05,2.7911425120268684e-05
2019-02-19,1.2094398808485974e-05,4.52567585703118e-06,1.6620074665517154e-05
2019-02-20,1.362452007879158e-05,8.600139401968456e-06,2.2224659480760036e-05
2019-02-21,1.9578237160069992e-05,1.635379234612393e-05,3.593202950619392e-05
2019-02-22,1.3643090248107445e-05,1.27566324349101e-05,2.6399722683017544e-05
2019-02-25,2.607509130182453e-05,9.494719647637173e-06,3.55698109494617e-05
2019-02-26,2.1002079298072127e-05,8.685037477678881e-06,2.9687116775751008e-05
2019-02-27,1.5400915372016096e-05,9.00968254206408e-06,2.4410597914080177e-05
2019-03-04,3.35005869109347e-05,1.8399266582320303e-05,5.1899853493255006e-05
2019-03-05,1.7604938516201206e-05,1.803491501181084e-05,3.563985352801205e-05
2019-03-06,1.3023335959136994e-05,1.2810331963208334e-05,2.583366792234533e-05
2019-03-07,1.1104080917556314e-05,1.1942944610666802e-05,2.3047025528223115e-05
2019-03-08,2.6062614258187414e-05,1.4525095835560164e-05,4.058771009374758e-05
2019-03-11,9.984288484370433e-06,1.5268695897893665e-05,2.52529843822641e-05
2019-03-12,9.383687252406403e-06,1.1682213987724625e-05,2.106590124013103e-05
2019-03-13,1.5113132618668592e-05,1.478720387390535e-05,2.9900336492573942e-05
2019-03-14,1.4102567400200537e-05,1.134715776092661e-05,2.5449725161127147e-05
2019-03-15,1.1598864177438562e-05,9.019982359614274e-06,2.0618846537052837e-05
2019-03-18,1.4125616241842607e-05,7.3126247751169836e-06,2.143824101695959e-05
2019-03-19,1.1612508101780334e-05,6.978042204149195e-06,1.8590550305929528e-05
2019-03-20,1.1214200815312636e-05,1.5238884200083355e-05,2.645308501539599e-05
2019-03-21,9.77564355617069e-06,2.360143886040743e-05,3.337708241657812e-05
2019-03-22,2.1613098192182614e-05,1.1876427707235375e-05,3.3489525899417985e-05
2019-03-25,2.02370263138791e-05,2.4848647714047114e-05,4.508567402792621e-05
2019-03-26,1.2246964089906428e-05,1.9821422520132457e-05,3.206838661003888e-05
2019-03-27,1.4296967104526919e-05,1.4161587583817358e-05,2.845855468834428e-05
2019-03-28,1.501762058810587e-05,1.785828728833483e-05,3.28759078764407e-05
2019-03-29,2.4204478373755194e-05,1.0461778891965899e-05,3.466625726572109e-05
2019-04-01,2.627859214040129e-05,1.5213633773977265e-05,4.1492225914378555e-05
2019-04-02,1.62354777831259e-05,8.042014507445328e-06,2.4277492290571228e-05
2019-04-03,1.307134187556877e-05,9.170271167313984e-06,2.2241613042882753e-05
2019-04-08,1.4441565634081785e-05,7.823818504542758e-06,2.2265384138624543e-05
2019-04-09,7.919204470728336e-06,4.9574853739252824e-06,1.287668984465362e-05
2019-04-10,7.034539438794631e-06,1.2026423977758978e-05,1.906096341655361e-05
2019-04-11,2.177504172878848e-05,7.100336335711438e-06,2.8875378064499917e-05
2019-04-12,1.4394335508966285e-05,1.2450805058453483e-05,2.684514056741977e-05
2019-04-15,9.80169871420383e-06,8.510307208086391e-06,1.8312005922290223e-05
2019-04-16,1.3601964502938634e-05,5.540917081741477e-06,1.9142881584680112e-05
2019-04-17,8.865099024084389e-06,5.299436410893896e-06,1.4164535434978285e-05
2019-04-18,2.464936092824483e-05,1.0004509991366227e-05,3.4653870919611055e-05
2019-04-19,1.4836574967837103e-05,1.1033980941811352e-05,2.5870555909648455e-05
2019-04-22,1.1770188870677576e-05,3.866450498754273e-06,1.5636639369431847e-05
2019-04-23,2.2790252149580407e-05,7.954988504593264e-06,3.074524065417367e-05
2019-04-24,1.587729826780484e-05,6.547955255815249e-06,2.242525352362009e-05
2019-04-25,9.703179850354734e-06,1.377012362035958e-05,2.3473303470714314e-05
2019-04-26,1.94578873402788e-05,1.1394858752790218e-05,3.085274609306902e-05
2019-04-29,1.9754532757051644e-05,1.2331708423518602e-05,3.208624118057024e-05
2019-04-30,1.2909987624969726e-05,4.415848035414857e-06,1.7325835660384584e-05
2019-05-02,2.2839202707364196e-05,7.2055762149660356e-06,3.0044778922330233e-05
2019-05-03,2.121348462842177e-05,1.2101335271004212e-05,3.331481989942598e-05
2019-05-06,4.524361137406175e-05,7.068968876422539e-06,5.231258025048429e-05
2019-05-07,1.4957090212561399e-05,1.540138967010819e-05,3.035847988266959e-05
2019-05-08,2.3250643238829882e-05,2.94700440529455e-05,5.272068729177538e-05
2019-05-09,4.59698211797724e-05,2.715465375237248e-05,7.312447493214488e-05
2019-05-10,0.00012393007852498183,7.009077929116849e-05,0.00019402085781615032
2019-05-13,5.182431623237469e-05,6.841215580936634e-05,0.00012023647204174103
2019-05-14,0.00011281138637636756,8.905226504708487e-05,0.00020186365142345244
2019-05-15,2.2752593736395425e-05,2.969820694169605e-05,5.2450800678091476e-05
2019-05-16,4.4083731695713694e-05,2.5183728966407636e-05,6.926746066212132e-05
2019-05-17,4.395387732433382e-05,2.5621853642671752e-05,6.957573096700556e-05
2019-05-20,5.42840772629938e-05,3.5849346016117236e-05,9.013342327911103e-05
2019-05-21,3.793934718785703e-05,2.597300815106554e-05,6.391235533892257e-05
2019-05-22,2.7301445182267286e-05,1.2232476422595559e-05,3.953392160486285e-05
2019-05-23,4.9041410925865655e-05,1.1065924901197822e-05,6.010733582706348e-05
2019-05-24,2.8792519129924088e-05,2.9444028220932814e-05,5.82365473508569e-05
2019-05-27,3.131868929000603e-05,1.3073824466162186e-05,4.4392513756168214e-05
2019-05-28,2.445785202805027e-05,5.856701083519265e-06,3.0314553111569534e-05
2019-05-29,1.8472147899098434e-05,1.6445258053382546e-05,3.491740595248098e-05
2019-05-30,3.072550831333078e-05,2.004793706457965e-05,5.077344537791043e-05
2019-05-31,2.877125999865062e-05,1.2036434096069037e-05,4.080769409471966e-05
2019-06-03,4.939982132949621e-05,1.517483005481958e-05,6.457465138431578e-05
2019-06-04,1.9640747803659482e-05,2.0079304210263268e-05,3.972005201392275e-05
2019-06-05,1.2502177146688604e-05,8.493289095995684e-06,2.099546624268429e-05
2019-06-06,1.8425254856846453e-05,1.2262776694422227e-05,3.068803155126868e-05
2019-06-10,2.570951487460106e-05,1.7231818482200416e-05,4.294133335680148e-05
2019-06-11,1.271394573130754e-05,8.870014100006093e-06,2.1583959831313632e-05
2019-06-12,1.727479053337716e-05,1.0649660834970827e-05,2.7924451368347987e-05
2019-06-13,1.733150000732249e-05,8.735399851861498e-06,2.6066899859183987e-05
2019-06-14,1.2232007481709689e-05,8.557657979233875e-06,2.0789665460943566e-05
2019-06-17,1.9617014027948676e-05,6.64570537500883e-06,2.6262719402957507e-05
2019-06-18,1.1956477668241804e-05,4.237017934751124e-06,1.619349560299293e-05
2019-06-19,2.9948885290590634e-05,1.2478783761677258e-05,4.242766905226789e-05
2019-06-20,1.012040015601894e-05,1.9295173198200913e-05,2.941557335421985e-05
2019-06-21,1.6128723295190897e-05,2.328232386146887e-05,3.941104715665977e-05
2019-06-24,1.8866720818739602e-05,9.790321448756291e-06,2.8657042267495893e-05
2019-06-25,1.8558543192019228e-05,6.3673126567627e-06,2.492585584878193e-05
2019-06-26,1.4750327795275864e-05,1.5957876826241242e-05,3.070820462151711e-05
2019-06-27,1.8125300054535722e-05,1.0520809965236945e-05,2.8646110019772667e-05
2019-06-28,1.6814585419496237e-05,1.3862042126046558e-05,3.0676627545542795e-05
2019-07-01,1.3964613852586555e-05,8.007569348919847e-06,2.19721832015064e-05
2019-07-02,8.446755398857466e-06,9.269563918523398e-06,1.7716319317380864e-05
2019-07-03,2.439851865588221e-05,8.231846371978829e-06,3.263036502786104e-05
2019-07-04,1.5715163888969962e-05,5.640118428093938e-06,2.13552823170639e-05
2019-07-05,1.4034650069703779e-05,1.9540225197802523e-06,1.598867258948403e-05
2019-07-08,3.485067244546079e-05,8.543414177221887e-06,4.339408662268268e-05
2019-07-09,1.2569372050851669e-05,6.0232012069690105e-06,1.859257325782068e-05
2019-07-10,8.643778942958299e-06,8.369465312970618e-06,1.7013244255928917e-05
2019-07-11,1.094114493201581e-05,1.5657534307966997e-05,2.6598679239982807e-05
2019-07-12,1.0037892817090293e-05,1.1560328732319573e-05,2.1598221549409866e-05
2019-07-15,2.9858196136391787e-05,5.0052353302014795e-06,3.486343146659327e-05
2019-07-16,9.487485829736083e-06,4.898880033506047e-06,1.438636586324213e-05
2019-07-17,2.1879445571365552e-05,5.488156841756933e-06,2.7367602413122486e-05
2019-07-18,1.0669656818581155e-05,4.4498577752400375e-06,1.5119514593821192e-05
2019-07-19,1.4202145752434343e-05,6.658580882242355e-06,2.0860726634676698e-05
2019-07-22,7.966497714058447e-06,7.790817191727278e-06,1.5757314905785725e-05
2019-07-23,9.982865296273604e-06,5.502292756665514e-06,1.5485158052939116e-05
2019-07-24,6.385882909057674e-06,5.130143830604327e-06,1.1516026739662001e-05
2019-07-25,1.638063914743857e-05,4.76454410881525e-06,2.1145183256253822e-05
2019-07-26,7.20737107855141e-06,5.696671290836304e-06,1.2904042369387714e-05
2019-07-29,1.3076033250480277e-05,4.349744034133618e-06,1.7425777284613894e-05
2019-07-30,1.4059012854056217e-05,3.947419462692748e-06,1.8006432316748965e-05
2019-07-31,1.7732108251364597e-05,1.1726750649107093e-05,2.945885890047169e-05
2019-08-01,1.540218087573495e-05,2.9287588737478114e-05,4.468976961321306e-05
2019-08-02,3.3244763114769904e-05,7.293192945071618e-05,0.00010617669256548609
2019-08-05,3.829500677817939e-05,2.986138231761459e-05,6.815638909579399e-05
2019-08-06,9.170660730961725e-05,5.005621358390139e-05,0.00014176282089351864
2019-08-07,4.366488509652437e-05,4.403727936201657e-05,8.770216445854094e-05
2019-08-08,3.9051209570933086e-05,6.69928476403873e-05,0.00010604405721132039
2019-08-12,3.7746562524667445e-05,1.9042360017106992e-05,5.678892254177444e-05
2019-08-13,3.8116002994814594e-05,2.6441471708130164e-05,6.455747470294476e-05
2019-08-14,2.3604795720605956e-05,9.345735584327341e-05,0.00011706215156387937
2019-08-15,2.9150398583465902e-05,5.3881211052741074e-05,8.303160963620698e-05
2019-08-16,3.193635714291559e-05,8.604676703642206e-05,0.00011798312417933766
2019-08-19,1.1362110448386364e-05,2.9503466734838212e-05,4.086557718322458e-05
2019-08-20,9.412059604474365e-06,1.1517227640623997e-05,2.0929287245098362e-05
2019-08-21,1.0546810866050576e-05,8.766887385352376e-06,1.9313698251402952e-05
2019-08-22,2.3711007903668016e-05,1.1341911664111418e-05,3.5052919567779435e-05
2019-08-23,1.3215049453775847e-05,1.7613743757104033e-05,3.0828793210879883e-05
2019-08-26,3.1007606189876056e-05,5.734840602167486e-05,8.835601221155091e-05
2019-08-27,9.043469071391956e-06,1.9700771253998103e-05,2.874424032539006e-05
2019-08-28,1.1241495540220135e-05,1.4274371128658336e-05,2.551586666887847e-05
2019-08-29,1.7532223785112543e-05,1.511099075295843e-05,3.2643214538070976e-05
2019-08-30,8.081226021506005e-06,1.9740023059830728e-05,2.7821249081336733e-05
2019-09-02,1.1955948916875354e-05,1.4582905246720678e-05,2.653885416359603e-05
2019-09-03,1.7016439294004623e-05,6.452340357846567e-06,2.346877965185119e-05
2019-09-04,1.1587740170357874e-05,1.3205137300419677e-05,2.4792877470777553e-05
2019-09-05,1.5983873260804864e-05,1.019041617994942e-05,2.6174289440754286e-05
2019-09-06,9.85134187608726e-06,9.185279135009209e-06,1.9036621011096468e-05
2019-09-09,1.3696494417333276e-05,8.128013244084097e-06,2.1824507661417373e-05
2019-09-10,1.460646326089127e-05,5.8307874435123554e-06,2.0437250704403625e-05
2019-09-11,1.0712491796719105e-05,1.2185898070746676e-05,2.289838986746578e-05
2019-09-12,1.1164671225850623e-05,5.2676700757136544e-06,1.6432341301564276e-05
2019-09-16,1.5098522123456365e-05,1.3476492174888404e-05,2.857501429834477e-05
2019-09-17,7.558586313259171e-06,8.246598366581747e-06,1.5805184679840917e-05
2019-09-18,1.2730302058319016e-05,4.752534356738788e-06,1.7482836415057806e-05
2019-09-19,1.795993476333585e-05,1.1926562567330401e-05,2.988649733066625e-05
2019-09-20,6.915479719130726e-06,7.5525223566476315e-06,1.4468002075778357e-05
2019-09-23,1.610918404750015e-05,1.025108283956025e-05,2.6360266887060397e-05
2019-09-24,1.843461977612879e-05,5.380887702777035e-06,2.3815507478905827e-05
2019-09-25,1.6266239079699458e-05,1.1750812619581755e-05,2.8017051699281215e-05
2019-09-26,1.0723202199769449e-05,1.1215645008928162e-05,2.193884720869761e-05
2019-09-27,1.882689408337989e-05,1.0153004572758851e-05,2.8979898656138743e-05
2019-10-01,1.0168350636549834e-05,2.2781980297365483e-05,3.2950330933915316e-05
2019-10-02,6.810409278612121e-06,1.0776585902157689e-05,1.758699518076981e-05
2019-10-03,1.704622405819883e-05,1.5299493090295192e-05,3.234571714849402e-05
2019-10-04,1.6649422622096396e-05,2.344264273534193e-05,4.009206535743833e-05
2019-10-07,1.1919254373153545e-05,1.2350100688729705e-05,2.426935506188325e-05
2019-10-08,1.2377953477419618e-05,9.446880970327659e-06,2.1824834447747275e-05
2019-10-09,1.750512276720706e-05,1.5886714410801055e-05,3.3391837178008116e-05
2019-10-14,1.3655959907255093e-05,2.6833413469042335e-05,4.048937337629743e-05
2019-10-15,8.207302927204322e-06,7.702478018070582e-06,1.5909780945274905e-05
2019-10-16,1.9369596351372886e-05,5.372505297603459e-06,2.4742101648976347e-05
2019-10-17,7.460867007120493e-06,6.908584227681094e-06,1.4369451234801586e-05
2019-10-18,3.411477418007019e-05,2.3733746854536692e-05,5.784852103460688e-05
2019-10-21,8.7798111280859e-06,1.1183660364373406e-05,1.9963471492459304e-05
2019-10-22,1.3975669752254366e-05,5.019256753921732e-06,1.8994926506176096e-05
2019-10-23,1.0133805962223117e-05,1.2604012983267164e-05,2.2737818945490282e-05
2019-10-24,1.1137074497211672e-05,7.316652719999992e-06,1.845372721721166e-05
2019-10-25,9.393566309227991e-06,8.413837317679904e-06,1.7807403626907895e-05
2019-10-28,6.064567284661524e-06,5.433321131558323e-06,1.1497888416219848e-05
2019-10-29,1.4038237935537626e-05,3.811977011079559e-06,1.7850214946617187e-05
2019-10-30,8.958853959497543e-06,5.9831267920131664e-06,1.494198075151071e-05
2019-10-31,1.028843755126689e-05,8.921258103658009e-06,1.92096956549249e-05
2019-11-01,3.7068996504625078e-06,1.1892308666943502e-05,1.559920831740601e-05
2019-11-04,1.2930761621392554e-05,3.5886405751426015e-06,1.6519402196535156e-05
2019-11-05,1.4281255721518462e-05,1.7735057284627283e-05,3.201631300614574e-05
2019-11-06,1.3394818139641691e-05,9.355551780393023e-06,2.2750369920034712e-05
2019-11-07,1.8236896598453826e-05,9.34535542433858e-06,2.7582252022792407e-05
2019-11-08,1.5401451949392882e-05,1.4136309011626872e-05,2.9537760961019754e-05
2019-11-11,2.549909652817704e-05,1.0687226238413008e-05,3.618632276659005e-05
