date,rv_d,rv_w,rv_m,ewma20_raw,target_rv,log_target_rv,log_rv_d,log_rv_w,log_rv_m,log_ewma20_raw
2026-04-09,4.825553800775284e-05,8.260145599505404e-05,9.441418735139741e-05,8.729260093760391e-05,4.199530253964379e-05,-10.07795279023014,-9.938999959402944,-9.40148325053393,-9.267819206365811,-9.346244853148105
2026-04-10,4.199530253964379e-05,6.681161753946867e-05,9.33000858967262e-05,8.297857251875057e-05,3.322837437905469e-05,-10.312106397075638,-10.07795279023014,-9.613633577281673,-9.27968952946053,-9.396928145922024
2026-04-13,3.322837437905469e-05,6.365015778365167e-05,8.775960384994483e-05,7.82404584102081e-05,5.526425156770337e-05,-9.803384303902243,-10.312106397075638,-9.662108754037746,-9.340909256023613,-9.455723673228698
2026-04-14,5.526425156770337e-05,5.027922569455477e-05,8.271449421328082e-05,7.605224823473146e-05,6.677305852420617e-05,-9.614210874281143,-9.803384303902243,-9.897918574230442,-9.40011570873653,-9.484089977109067
2026-04-15,6.677305852420617e-05,4.910330500367218e-05,8.067654014803673e-05,7.516851588134809e-05,7.810373711105546e-05,-9.457472651929807,-9.614210874281143,-9.921584213745378,-9.425062729436405,-9.495778086466569
2026-04-16,7.810373711105546e-05,5.50729448243327e-05,7.949529375535451e-05,7.544806076036785e-05,7.102362859225025e-05,-9.552497939213675,-9.457472651929807,-9.80685198191706,-9.439812736102116,-9.492066075395268
2026-04-17,7.102362859225025e-05,6.087861003485399e-05,7.681697230349766e-05,7.502668626816617e-05,3.1705739231876574e-05,-10.359012845144127,-9.552497939213675,-9.706628675899239,-9.474084948690995,-9.497666690806906
2026-04-21,3.1705739231876574e-05,6.057408300541837e-05,7.301027326675701e-05,7.090088178851954e-05,6.967309962058372e-05,-9.57169625987912,-10.359012845144127,-9.711643429545177,-9.524910397035773,-9.554227687429913
2026-04-22,6.967309962058372e-05,6.345585261599443e-05,7.211218713775346e-05,7.078395015347804e-05,3.1201650621571465e-05,-10.375039560010686,-9.57169625987912,-9.66516612824692,-9.537287496920705,-9.55587827571077
2026-04-23,3.1201650621571465e-05,5.634157103546749e-05,7.121635906665222e-05,6.70142073409155e-05,0.0003897207030800728,-7.850080221344117,-10.375039560010686,-9.784077911001248,-9.549788003765547,-9.610605911188292
2026-04-24,0.0003897207030800728,0.00011866496422927096,8.710642884855448e-05,9.774815931607334e-05,0.0002784865584633591,-8.186140763807071,-7.850080221344117,-9.039206462265811,-9.348379866857716,-9.2331161898022
2026-04-27,0.0002784865584633591,0.00016015755020349276,9.49202585000552e-05,0.0001149613401872434,0.00020624525813353007,-8.486444523881511,-8.186140763807071,-8.739352538446585,-9.262473403053862,-9.070914658404433
2026-04-28,0.00020624525813353007,0.00019506545398382345,0.00010033799500919182,0.00012365504665831832,9.466587285919382e-05,-9.265156993796541,-8.486444523881511,-8.542175394266726,-9.206966121077196,-8.998014750771343
2026-04-29,9.466587285919382e-05,0.00020006400863154544,9.660728285350301e-05,0.0001208941729631636,0.00010732851436164045,-9.139616199347683,-9.265156993796541,-8.516873199461397,-9.244856427729417,-9.020594998666638
2026-04-30,0.00010732851436164045,0.00021528938137955925,9.832747884804164e-05,0.00011960220547730426,0.00011866213897123483,-9.03923027124505,-9.139616199347683,-8.443527474923753,-9.227207029203528,-9.031339276172078
2026-05-04,0.00011866213897123483,0.00016107766855779168,9.981370896729622e-05,0.00011951267533386908,9.133702480557538e-05,-9.30095432348179,-9.03923027124505,-8.733623895901314,-9.212205019678716,-9.032088122478216
2026-05-05,9.133702480557538e-05,0.0001236477618262349,0.00010130624621289176,0.00011682928004546016,3.3128665111106536e-05,-10.315111634914986,-9.30095432348179,-8.998073665040293,-9.197362488068697,-9.054796833665742
2026-05-06,3.3128665111106536e-05,8.902444322175023e-05,0.00010052503899767857,0.00010885779290885505,0.00020630588038390014,-8.486150634251128,-10.315111634914986,-9.32659958299859,-9.205103717240911,-9.125468179747116
2026-05-07,0.00020630588038390014,0.00011135244472669148,0.00010440510197796629,0.00011813856314457363,6.066320851818619e-05,-9.71017316362777,-8.486150634251128,-9.102810209165662,-9.167232014189063,-9.043652358470187
2026-05-08,6.066320851818619e-05,0.00010201938355800061,0.00010493362631251385,0.00011266471984682244,0.00010237139505335862,-9.186903229565045,-9.71017316362777,-9.190347727851986,-9.162182538042392,-9.09109423076473
2026-05-11,0.00010237139505335862,9.876123477442539e-05,0.00010403601190524889,0.00011168440319982589,2.6617838929888804e-05,-10.533928930490777,-9.186903229565045,-9.222805390786744,-9.17077345044024,-9.099833492794895
2026-05-12,2.6617838929888804e-05,8.581739759928807e-05,0.00010194351994848842,0.00010358282565030806,0.00011872981138066134,-9.038660138928774,-10.533928930490777,-9.363288802802787,-9.19109162403807,-9.175139017457358
2026-05-13,0.00011872981138066134,0.00010293762685319904,0.00010514689601089333,0.00010502539571986552,7.561342169251204e-05,-9.48987675492113,-9.038660138928774,-9.181387317694943,-9.160152175881393,-9.161308373052414
2026-05-14,7.561342169251204e-05,7.67991351149214e-05,0.00010667499233602373,0.00010222425533630805,8.107170012023387e-05,-9.420176608168957,-9.48987675492113,-9.47431717939852,-9.145723800734379,-9.18834157629566
2026-05-15,8.107170012023387e-05,8.088083343533095e-05,0.00010884968896062277,0.00010020972626811051,0.00011520459468055829,-9.068800926117998,-9.420176608168957,-9.422533678714016,-9.125542627792415,-9.20824530548034
2026-05-18,0.00011520459468055829,8.344747336077088e-05,0.00011157425001120709,0.00010163780897405792,0.00010849957774287113,-9.128764276762105,-9.068800926117998,-9.39129318559735,-9.100820269307006,-9.194094956473725
2026-05-19,0.00010849957774287113,9.982382112336734e-05,0.00011347090997569187,0.00010229131076156394,6.318559983975199e-05,-9.669434133410197,-9.128764276762105,-9.212103714517555,-9.083964053666858,-9.187685827406337
2026-05-20,6.318559983975199e-05,8.871497881518547e-05,0.00011279281282699625,9.8566957340439e-05,8.202143663668725e-05,-9.408529922466277,-9.669434133410197,-9.33008181238507,-9.089957937003,-9.224774470771479
2026-05-21,8.202143663668725e-05,8.999658180402053e-05,0.00011329271319265246,9.699119346389121e-05,5.5848999114270224e-05,-9.792858953571685,-9.408529922466277,-9.315738868310593,-9.085535706273477,-9.240890372614514
2026-05-22,5.5848999114270224e-05,8.495204160282779e-05,0.00011439013409639764,9.307288924011779e-05,5.967167568368526e-05,-9.726653094309334,-9.792858953571685,-9.373423677141268,-9.0758957231536,-9.28212761651671
2026-05-25,5.967167568368526e-05,7.384545780345318e-05,0.0001139355239174477,8.98918212823623e-05,4.335258668886833e-05,-10.04614418664781,-9.726653094309334,-9.513536056586588,-9.079877849241804,-9.3169035963498
2026-05-26,4.335258668886833e-05,6.081605959265262e-05,0.00011448783919323392,8.545951322583907e-05,8.932377774426944e-05,-9.323242837391971,-10.04614418664781,-9.707656665833413,-9.075041948529794,-9.367467823694419
2026-05-27,8.932377774426944e-05,6.604369517355612e-05,0.00010083343349615195,8.582753841807053e-05,0.00012453880095784374,-8.990893236333749,-9.323242837391971,-9.62519398691082,-9.202040575811713,-9.363170642383615
2026-05-28,0.00012453880095784374,7.454716803778741e-05,9.383580815499217e-05,8.951432532662036e-05,0.00047991523502348177,-7.6419010633579205,-8.990893236333749,-9.504078504895759,-9.273964024746887,-9.321111885976311
2026-05-29,0.00047991523502348177,0.00015936041521962972,0.00010627535255908088,0.00012669536434536905,0.00010307186749723591,-9.180084070352288,-7.6419010633579205,-8.744342158586516,-9.149477166302379,-8.973725058951599
2026-06-01,0.00010307186749723591,0.00016804045358233984,0.00010665744322444644,0.0001244455075026897,0.00010893690573692458,-9.124741689781649,-9.180084070352288,-8.691305812414535,-9.145888324348153,-8.991642628615512
2026-06-02,0.00010893690573692458,0.0001811573173919511,0.00010673055192332298,0.00012296849781071208,0.0001360803643595992,-8.902264932340575,-9.124741689781649,-8.616144747334944,-9.145203105841025,-9.00358235075506
2026-06-03,0.0001360803643595992,0.00019050863471501705,0.00010752228944097591,0.0001242172470058442,5.535829719590328e-05,-9.801684005872442,-8.902264932340575,-8.56581303783672,-9.137812388252293,-8.993478533324362
2026-06-04,5.535829719590328e-05,0.00017667253396262895,0.00010588689273144536,0.00011765925178584983,5.023306029352343e-05,-9.89883717644556,-9.801684005872442,-8.641212629528473,-9.153139083258392,-9.047717807668956
2026-06-05,5.023306029352343e-05,9.073609901663729e-05,0.00010666436523973704,0.00011123770973896159,0.0002043311920556004,-8.495768390087457,-9.89883717644556,-9.307555275432426,-9.145823426948839,-9.10384111727718
2026-06-08,0.0002043311920556004,0.00011098796392831019,0.00010657460667935978,0.00012010375567387958,0.0002776438192635058,-8.189171491415825,-8.495768390087457,-9.106088795609518,-9.14666528587238,-9.027154558144293
2026-06-09,0.0002776438192635058,0.00014472934663362644,0.00011643736171323793,0.00013510757125384398,9.961914245529265e-05,-9.214156218514262,-8.189171491415825,-8.84064513470603,-9.058157097251156,-8.90943927271908
2026-06-10,9.961914245529265e-05,0.00013743710225276514,0.00011631225932241676,0.0001317277208920772,0.00012669046414012986,-8.973763736767712,-9.214156218514262,-8.892344183676109,-9.059232092796258,-8.934773486230462
2026-06-11,0.00012669046414012986,0.00015170353564161043,0.00012086101501379135,0.0001312479821537965,0.0002971793766197556,-8.12117463979035,-8.973763736767712,-8.793582365081054,-9.0208693088054,-8.938422030677035
2026-06-12,0.0002971793766197556,0.00020109279890685684,0.0001289723588882956,0.00014705097210293544,8.896998015191323e-05,-9.327211546795033,-8.12117463979035,-8.51174407034567,-8.955912448745922,-8.824731282289518
2026-06-15,8.896998015191323e-05,0.0001780205565261194,0.00012957947518190476,0.00014151944905998096,5.542130399462738e-05,-9.800546489491431,-9.327211546795033,-8.6336115282384,-8.951216157098028,-8.863073401139111
2026-06-16,5.542130399462738e-05,0.00013357605347234374,0.0001284135480852863,0.00013331962572042346,9.461990962441558e-05,-9.26564264290424,-9.800546489491431,-8.920839553403692,-8.960254657591781,-8.922761111906238
2026-06-17,9.461990962441558e-05,0.00013257620690616833,0.00012747788058273436,0.00012963393847318462,5.730306962717922e-05,-9.767156364523503,-9.26564264290424,-8.928352931409684,-8.967567694041778,-8.950795937393242
2026-06-18,5.730306962717922e-05,0.00011869872800357822,0.00012515076657747566,0.00012274528429737457,4.583726550383992e-05,-9.990413140394697,-9.767156364523503,-9.038921972466909,-8.985991414835768,-9.005399209156932
2026-06-22,4.583726550383992e-05,6.843030578039508e-05,0.00012436220592584329,0.0001154207110789427,5.734993758788415e-05,-9.766338802656545,-9.990413140394697,-9.589694764496114,-8.992312234704576,-9.06692674790557
2026-06-23,5.734993758788415e-05,6.210629726758927e-05,0.00012324077415089765,0.00010989016122265142,0.00015458672227929737,-8.774755309850471,-9.766338802656545,-9.686663168890819,-9.001370602602684,-9.116029225378922
2026-06-24,0.00015458672227929737,8.193938092452325e-05,0.00012772885247658075,0.0001141469765613796,0.00016009170870375875,-8.739763727536523,-8.774755309850471,-9.409530841103242,-8.965600880927235,-9.07802367187994
2026-06-25,0.00016009170870375875,9.503374074039189e-05,0.0001322933994320386,0.00011852266533684428,0.00016156513053253906,-8.730602211567913,-8.739763727536523,-9.261278563731802,-8.930488379002254,-9.040406347013255
2026-06-26,0.00016156513053253906,0.00011588615292146384,0.0001376666968794782,0.00012262194773643426,0.00016090632969265362,-8.734688165444158,-8.730602211567913,-9.062902289118028,-8.890675034207852,-9.006404531426787
2026-06-29,0.00016090632969265362,0.0001388999657592266,0.0001409204492407684,0.0001262680793513123,0.00018523963760870216,-8.59386023268757,-8.734688165444158,-8.881756554717853,-8.867315016582832,-8.977103297278672
2026-06-30,0.00018523963760870216,0.0001644779057633902,0.00014367957817944377,0.00013188441823296847,9.445540204080168e-05,-9.26738277093763,-8.59386023268757,-8.712734308248193,-8.847924889248187,-8.93358463840375
2026-07-01,9.445540204080168e-05,0.00015245164171569106,0.00012615867668023105,0.00012831975002419068,8.3670601708538e-05,-9.388622876233622,-9.26738277093763,-8.78866311570842,-8.97797010458271,-8.960985361913814
2026-07-02,8.3670601708538e-05,0.00013716742031664694,0.00012527680096256294,0.0001240674501846047,8.768406932804158e-05,-9.341770324709671,-9.388622876233622,-8.894308332119804,-8.984984861148678,-8.994685187146448
2026-07-03,8.768406932804158e-05,0.00012239120807574743,0.00012431076294397737,0.00012060236629350346,7.419127678397573e-05,-9.508863978260354,-9.341770324709671,-9.008288019912415,-8.99272597474905,-9.023011652856187
2026-07-06,7.419127678397573e-05,0.00010504819749401184,0.00012149762259963085,0.0001161822625306913,0.00012844684925949028,-8.959995363634949,-9.508863978260354,-9.16109128937343,-9.015615862456336,-9.060350371233413
2026-07-07,0.00012844684925949028,9.368963982416947e-05,0.00012481982951161207,0.00011735031840962453,0.0001603309728970588,-8.73827029869076,-8.959995363634949,-9.275522942344468,-8.988639224333271,-9.050346922337948
2026-07-08,0.0001603309728970588,0.00010686475399542088,0.00012982428008450004,0.00012144371407509446,0.000147119572112729,-8.824264886095976,-8.73827029869076,-9.143946504351774,-8.949328713525599,-9.016059661162304
