date,Symbol,short_volume,short_exempt_volume,offex_total_volume
2023-02-21,AFRM,4769972.0,66761.0,6419525.0
2023-02-22,AFRM,5438799.0,125839.0,8016255.0
2023-02-23,AFRM,4344282.0,109209.0,6178729.0
2023-02-24,AFRM,4762840.0,135931.0,6301498.0
2023-02-27,AFRM,3366738.0,76999.0,5665722.0
2023-02-28,AFRM,5369187.0,127024.0,8110000.0
2023-03-01,AFRM,5032640.0,128019.0,6842291.0
2023-03-02,AFRM,3321178.0,98054.0,5280587.0
2023-03-03,AFRM,3100916.0,80070.0,5290259.0
2023-03-06,AFRM,4160932.0,73142.0,6686732.0
2023-03-07,AFRM,4795264.0,93804.0,7007252.0
2023-03-08,AFRM,4736070.0,151431.0,6670816.0
2023-03-09,AFRM,5081514.0,114125.0,7545336.0
2023-03-10,AFRM,8022490.0,324204.0,11006775.0
2023-03-13,AFRM,5323662.0,226881.0,8243641.0
2023-03-14,AFRM,6821119.0,167773.0,9864655.0
2023-03-15,AFRM,6055370.0,195337.0,9517925.0
2023-03-16,AFRM,4888606.0,79657.0,7452348.0
2023-03-17,AFRM,5416571.0,105300.0,7654479.0
2023-03-20,AFRM,3869107.0,149746.0,5545845.0
2023-03-21,AFRM,5708144.0,170865.0,9014600.0
2023-03-22,AFRM,6288095.0,201606.0,11922077.0
2023-03-23,AFRM,5059935.0,160786.0,9346306.0
2023-03-24,AFRM,4044007.0,47629.0,7267407.0
2023-03-27,AFRM,2688837.0,82195.0,5381713.0
2023-03-28,AFRM,6454167.0,161451.0,11169718.0
2023-03-29,AFRM,3581074.0,166825.0,7550962.0
2023-03-30,AFRM,2565703.0,129727.0,4966547.0
2023-03-31,AFRM,3889085.0,153861.0,7780812.0
2023-04-03,AFRM,2213790.0,113620.0,4325126.0
2023-04-04,AFRM,2199113.0,92635.0,4333359.0
2023-04-05,AFRM,2331434.0,102249.0,4503778.0
2023-04-06,AFRM,2909873.0,81077.0,4822702.0
2023-04-10,AFRM,2020629.0,18866.0,3589402.0
2023-04-11,AFRM,2544990.0,27120.0,4702607.0
2023-04-12,AFRM,3251756.0,105836.0,6461779.0
2023-04-13,AFRM,2521667.0,59053.0,4563747.0
2023-04-14,AFRM,2483996.0,27803.0,4820792.0
2023-04-17,AFRM,2148795.0,27672.0,3868412.0
2023-04-18,AFRM,1941674.0,24056.0,3463021.0
2023-04-19,AFRM,1374799.0,19211.0,2518748.0
2023-04-20,AFRM,1452957.0,23813.0,2778285.0
2023-04-21,AFRM,2134495.0,40475.0,3927843.0
2023-04-24,AFRM,1537212.0,29997.0,3217596.0
2023-04-25,AFRM,1952398.0,48024.0,3424114.0
2023-04-26,AFRM,1672414.0,36765.0,3073443.0
2023-04-27,AFRM,2517504.0,50752.0,4625445.0
2023-04-28,AFRM,2533174.0,41986.0,4437279.0
2023-05-01,AFRM,3738714.0,100917.0,6346863.0
2023-05-02,AFRM,4194898.0,65802.0,6902358.0
2023-05-03,AFRM,4308363.0,104395.0,8251726.0
2023-05-04,AFRM,2812567.0,59714.0,5258860.0
2023-05-05,AFRM,4632623.0,96600.0,9294384.0
2023-05-08,AFRM,4044378.0,48628.0,8382770.0
2023-05-09,AFRM,4621746.0,80403.0,9644701.0
2023-05-10,AFRM,5771024.0,182689.0,15725775.0
2023-05-11,AFRM,4496297.0,36614.0,9341993.0
2023-05-12,AFRM,3211691.0,76318.0,7000975.0
2023-05-15,AFRM,2772083.0,22420.0,5974466.0
2023-05-16,AFRM,2628498.0,93644.0,5332053.0
2023-05-17,AFRM,3490320.0,93865.0,6326187.0
2023-05-18,AFRM,4898317.0,53217.0,9130841.0
2023-05-19,AFRM,3926109.0,52588.0,7522274.0
2023-05-22,AFRM,3155582.0,121289.0,7238182.0
2023-05-23,AFRM,3993568.0,115907.0,8611189.0
2023-05-24,AFRM,2680415.0,35576.0,5709064.0
2023-05-25,AFRM,2389993.0,47113.0,4644681.0
2023-05-26,AFRM,1722582.0,50449.0,3726948.0
2023-05-30,AFRM,2052548.0,52399.0,4916796.0
2023-05-31,AFRM,3435780.0,45530.0,7550501.0
2023-06-01,AFRM,2442027.0,167101.0,5823197.0
2023-06-02,AFRM,3076485.0,134913.0,7425545.0
2023-06-05,AFRM,3142695.0,109328.0,7715605.0
2023-06-06,AFRM,2728262.0,100092.0,6013549.0
2023-06-07,AFRM,15690723.0,217442.0,36420112.0
2023-06-08,AFRM,11030924.0,278736.0,23609991.0
2023-06-09,AFRM,6919995.0,156777.0,14637917.0
2023-06-12,AFRM,5050025.0,99261.0,10451285.0
2023-06-13,AFRM,4809619.0,99680.0,10344055.0
2023-06-14,AFRM,8556881.0,861575.0,18542602.0
2023-06-15,AFRM,3097833.0,275462.0,7407220.0
2023-06-16,AFRM,2691481.0,90349.0,5385205.0
2023-06-20,AFRM,2571716.0,95038.0,5270440.0
2023-06-21,AFRM,1967723.0,45005.0,4578070.0
2023-06-22,AFRM,1498859.0,37034.0,3441176.0
2023-06-23,AFRM,1764888.0,42081.0,3897067.0
2023-06-26,AFRM,1794186.0,39053.0,3607950.0
2023-06-27,AFRM,2467454.0,152393.0,5144889.0
2023-06-28,AFRM,2470998.0,73565.0,5372604.0
2023-06-29,AFRM,2050762.0,49190.0,4386757.0
2023-06-30,AFRM,2313055.0,114869.0,5320457.0
2023-07-03,AFRM,1887783.0,59437.0,4620679.0
2023-07-05,AFRM,2225132.0,45269.0,4480123.0
2023-07-06,AFRM,6118840.0,227087.0,13015179.0
2023-07-07,AFRM,2137141.0,228739.0,5439347.0
2023-07-10,AFRM,3168376.0,151650.0,6265253.0
2023-07-11,AFRM,5833785.0,194810.0,13588410.0
2023-07-12,AFRM,2752911.0,84396.0,7172003.0
2023-07-13,AFRM,5045015.0,149316.0,11465031.0
2023-07-14,AFRM,2411850.0,67343.0,6470685.0
2023-07-17,AFRM,2464762.0,94602.0,6683165.0
2023-07-18,AFRM,2646189.0,166674.0,6445323.0
2023-07-19,AFRM,4594288.0,182469.0,10090858.0
2023-07-20,AFRM,2637966.0,43257.0,6015259.0
2023-07-21,AFRM,2890352.0,51782.0,5696804.0
2023-07-24,AFRM,1623506.0,72280.0,3714867.0
2023-07-25,AFRM,4978193.0,130362.0,10414287.0
2023-07-26,AFRM,3247362.0,42588.0,6753034.0
2023-07-27,AFRM,4445564.0,114826.0,9711483.0
2023-07-28,AFRM,2398092.0,87576.0,5787265.0
2023-07-31,AFRM,5436606.0,183971.0,12299714.0
2023-08-01,AFRM,3551083.0,73645.0,8163474.0
2023-08-02,AFRM,3684003.0,122982.0,8209000.0
2023-08-03,AFRM,2085488.0,111339.0,4714453.0
2023-08-04,AFRM,2938318.0,46299.0,5639883.0
2023-08-07,AFRM,2791993.0,77173.0,6505710.0
2023-08-08,AFRM,2364746.0,44688.0,5212232.0
2023-08-09,AFRM,2502949.0,38714.0,4586290.0
2023-08-10,AFRM,2113827.0,16027.0,4216930.0
2023-08-11,AFRM,1903063.0,23639.0,3531208.0
2023-08-14,AFRM,1662473.0,8736.0,3096145.0
2023-08-15,AFRM,1582734.0,3184.0,2777506.0
2023-08-16,AFRM,1915930.0,15483.0,3284788.0
2023-08-17,AFRM,1557861.0,18721.0,3106280.0
2023-08-18,AFRM,1595668.0,13343.0,2885403.0
2023-08-21,AFRM,1303174.0,22410.0,2539966.0
2023-08-22,AFRM,1201661.0,22235.0,2629244.0
2023-08-23,AFRM,1280120.0,10718.0,2557456.0
2023-08-24,AFRM,4539525.0,13797.0,7280381.0
2023-08-25,AFRM,22749123.0,390008.0,50613098.0
2023-08-28,AFRM,7895868.0,112071.0,15831322.0
2023-08-29,AFRM,6101089.0,106871.0,14581264.0
2023-08-30,AFRM,6626530.0,137764.0,11703269.0
2023-08-31,AFRM,6049476.0,76635.0,10715406.0
2023-09-01,AFRM,5067324.0,63835.0,9915151.0
2023-09-05,AFRM,2974407.0,25609.0,6215700.0
2023-09-06,AFRM,3749979.0,42533.0,6624837.0
2023-09-07,AFRM,4815423.0,30385.0,7585663.0
2023-09-08,AFRM,4009079.0,38694.0,5980455.0
2023-09-11,AFRM,3991695.0,33388.0,6484739.0
2023-09-12,AFRM,3446252.0,37518.0,6558196.0
2023-09-13,AFRM,3079087.0,23375.0,4974842.0
2023-09-14,AFRM,2296750.0,25574.0,4354449.0
2023-09-15,AFRM,2977352.0,24123.0,4990209.0
2023-09-18,AFRM,4536289.0,25278.0,7159647.0
2023-09-19,AFRM,4459044.0,26642.0,7663863.0
2023-09-20,AFRM,3591846.0,23613.0,5702811.0
2023-09-21,AFRM,5877180.0,29611.0,9674792.0
2023-09-22,AFRM,3973611.0,47679.0,7027036.0
2023-09-25,AFRM,3417184.0,33428.0,8574027.0
2023-09-26,AFRM,2215419.0,12218.0,4789772.0
2023-09-27,AFRM,2350369.0,52507.0,5456627.0
2023-09-28,AFRM,2194601.0,20037.0,5077592.0
2023-09-29,AFRM,5448305.0,57447.0,7370147.0
2023-10-02,AFRM,3259956.0,28755.0,4570841.0
2023-10-03,AFRM,6096673.0,94276.0,8197441.0
2023-10-04,AFRM,4094638.0,176432.0,5971533.0
2023-10-05,AFRM,3420928.0,20006.0,5105949.0
2023-10-06,AFRM,4237482.0,29354.0,6540591.0
2023-10-09,AFRM,3154571.0,30816.0,4924399.0
2023-10-10,AFRM,3733512.0,43717.0,5886804.0
2023-10-11,AFRM,4204941.0,27927.0,5609492.0
2023-10-12,AFRM,4557873.0,33764.0,6167427.0
2023-10-13,AFRM,3013082.0,30453.0,5396872.0
2023-10-16,AFRM,2774917.0,39157.0,4983636.0
2023-10-17,AFRM,3103702.0,50747.0,6515888.0
2023-10-18,AFRM,3773630.0,85127.0,7266048.0
2023-10-19,AFRM,2952473.0,42348.0,4650718.0
2023-10-20,AFRM,2474463.0,41867.0,3957633.0
2023-10-23,AFRM,3027355.0,13828.0,4304666.0
2023-10-24,AFRM,3626821.0,26730.0,4938759.0
2023-10-25,AFRM,6746364.0,263190.0,9728754.0
2023-10-26,AFRM,3442751.0,131415.0,6007156.0
2023-10-27,AFRM,2578507.0,10462.0,4112067.0
2023-10-30,AFRM,3137405.0,42043.0,4362395.0
2023-10-31,AFRM,2853100.0,44181.0,4363505.0
2023-11-01,AFRM,2579140.0,23642.0,4004530.0
2023-11-02,AFRM,6787216.0,66866.0,10441631.0
2023-11-03,AFRM,6096667.0,66504.0,9000835.0
2023-11-06,AFRM,3251021.0,37449.0,4934044.0
2023-11-07,AFRM,3015658.0,11762.0,4528370.0
2023-11-08,AFRM,5860870.0,25943.0,8506900.0
2023-11-09,AFRM,14408969.0,76186.0,24415531.0
2023-11-10,AFRM,6376739.0,257446.0,11903546.0
2023-11-13,AFRM,2173923.0,64995.0,4876371.0
2023-11-14,AFRM,4941622.0,72835.0,11064147.0
2023-11-15,AFRM,3904483.0,45807.0,9025474.0
2023-11-16,AFRM,3756502.0,43901.0,6689859.0
2023-11-17,AFRM,3182870.0,28227.0,5164157.0
2023-11-20,AFRM,2278034.0,47347.0,5094511.0
2023-11-21,AFRM,1694463.0,26899.0,3750532.0
2023-11-22,AFRM,2306033.0,19102.0,4833232.0
2023-11-24,AFRM,1559828.0,13902.0,3078477.0
2023-11-27,AFRM,9965018.0,46920.0,24709578.0
2023-11-28,AFRM,8906196.0,106445.0,24904868.0
2023-11-29,AFRM,6592510.0,61896.0,19517146.0
2023-11-30,AFRM,4601112.0,73207.0,11338334.0
2023-12-01,AFRM,5043960.0,87590.0,15836717.0
2023-12-04,AFRM,5558716.0,55967.0,14447289.0
2023-12-05,AFRM,5624938.0,42926.0,11823049.0
2023-12-06,AFRM,8235020.0,95019.0,20660602.0
2023-12-07,AFRM,4759722.0,38414.0,10338249.0
2023-12-08,AFRM,7566406.0,119731.0,15794867.0
2023-12-11,AFRM,6645881.0,819504.0,15813937.0
2023-12-12,AFRM,4747054.0,61860.0,11785281.0
2023-12-13,AFRM,7428394.0,393402.0,18031517.0
2023-12-14,AFRM,6585236.0,104884.0,15733699.0
2023-12-15,AFRM,5116568.0,33046.0,9545242.0
2023-12-18,AFRM,6143585.0,51706.0,11826211.0
2023-12-19,AFRM,12400274.0,99116.0,34474268.0
2023-12-20,AFRM,13486784.0,284909.0,23331549.0
2023-12-21,AFRM,11356195.0,45684.0,17431330.0
2023-12-22,AFRM,8797822.0,105522.0,13949248.0
2023-12-26,AFRM,4405110.0,22280.0,8319438.0
2023-12-27,AFRM,6390624.0,99296.0,12000733.0
2023-12-28,AFRM,4432423.0,25282.0,7423526.0
2023-12-29,AFRM,6697173.0,52151.0,12131341.0
2024-01-02,AFRM,4418221.0,29291.0,7901300.0
2024-01-03,AFRM,4999168.0,23246.0,8548783.0
2024-01-04,AFRM,3879194.0,24373.0,6641724.0
2024-01-05,AFRM,4685180.0,59561.0,7196721.0
2024-01-08,AFRM,4621069.0,35412.0,8056292.0
2024-01-09,AFRM,3094490.0,30863.0,5342217.0
2024-01-10,AFRM,3565971.0,25497.0,6457987.0
2024-01-11,AFRM,3447724.0,24478.0,5898353.0
2024-01-12,AFRM,3165022.0,18260.0,5371700.0
2024-01-16,AFRM,3080031.0,16990.0,5126113.0
2024-01-17,AFRM,1982884.0,17902.0,3395518.0
2024-01-18,AFRM,3032235.0,15518.0,5191060.0
2024-01-19,AFRM,3943365.0,13375.0,6280411.0
2024-01-22,AFRM,7793199.0,52737.0,12234085.0
2024-01-23,AFRM,3418622.0,39328.0,6524549.0
2024-01-24,AFRM,2741147.0,38864.0,5347204.0
2024-01-25,AFRM,2355336.0,22700.0,3908452.0
2024-01-26,AFRM,3635626.0,21813.0,5744864.0
2024-01-29,AFRM,5453127.0,26800.0,8121447.0
2024-01-30,AFRM,2365713.0,21001.0,4113202.0
2024-01-31,AFRM,4390973.0,19381.0,7547087.0
2024-02-01,AFRM,4546075.0,26867.0,7895915.0
2024-02-02,AFRM,3400571.0,31858.0,5388675.0
2024-02-05,AFRM,3170419.0,45211.0,5125235.0
2024-02-06,AFRM,3217951.0,30401.0,5416844.0
2024-02-07,AFRM,3295706.0,23943.0,5132071.0
2024-02-08,AFRM,7675384.0,884604.0,11251762.0
2024-02-09,AFRM,11490319.0,682592.0,19905982.0
2024-02-12,AFRM,4118368.0,219480.0,7290407.0
2024-02-13,AFRM,4667744.0,203694.0,7685890.0
2024-02-14,AFRM,2098387.0,166478.0,3449369.0
2024-02-15,AFRM,1234698.0,15224.0,2799674.0
2024-02-16,AFRM,2336797.0,19819.0,4722550.0
2024-02-20,AFRM,2086311.0,18471.0,4138436.0
2024-02-21,AFRM,1427757.0,14069.0,3108632.0
2024-02-22,AFRM,1303085.0,30174.0,2687522.0
2024-02-23,AFRM,1554846.0,19778.0,3138208.0
2024-02-26,AFRM,1166347.0,16924.0,2332011.0
2024-02-27,AFRM,1706130.0,22549.0,3750487.0
2024-02-28,AFRM,1198382.0,6704.0,2842994.0
2024-02-29,AFRM,1264693.0,14429.0,3214292.0
2024-03-01,AFRM,1259307.0,10917.0,2795022.0
2024-03-04,AFRM,1100400.0,10826.0,2601633.0
2024-03-05,AFRM,1314944.0,17453.0,2783683.0
2024-03-06,AFRM,1435198.0,37336.0,3170866.0
2024-03-07,AFRM,892687.0,7204.0,2242353.0
2024-03-08,AFRM,2317684.0,24579.0,4524768.0
2024-03-11,AFRM,1333083.0,48412.0,2654982.0
2024-03-12,AFRM,1015345.0,8468.0,2332977.0
2024-03-13,AFRM,2228663.0,17980.0,4165340.0
2024-03-14,AFRM,2213949.0,70894.0,5535389.0
2024-03-15,AFRM,946857.0,44806.0,2090036.0
2024-03-18,AFRM,844766.0,10242.0,1938602.0
2024-03-19,AFRM,990357.0,10980.0,1928257.0
2024-03-20,AFRM,1489250.0,43650.0,3561434.0
2024-03-21,AFRM,1375939.0,15516.0,3130081.0
2024-03-22,AFRM,1000604.0,8065.0,2237623.0
2024-03-25,AFRM,855505.0,7308.0,1903412.0
2024-03-26,AFRM,1150350.0,5571.0,2778578.0
2024-03-27,AFRM,1270795.0,17520.0,2544829.0
2024-03-28,AFRM,1270364.0,5210.0,2607424.0
2024-04-01,AFRM,1108458.0,16398.0,2626103.0
2024-04-02,AFRM,879072.0,12667.0,1742005.0
2024-04-03,AFRM,674366.0,4224.0,1491001.0
2024-04-04,AFRM,882778.0,5410.0,2178074.0
2024-04-05,AFRM,1150235.0,8248.0,1971931.0
2024-04-08,AFRM,962958.0,4673.0,2261209.0
2024-04-09,AFRM,731289.0,2785.0,1580877.0
2024-04-10,AFRM,1214299.0,8401.0,2187365.0
2024-04-11,AFRM,805116.0,12295.0,1707580.0
2024-04-12,AFRM,746575.0,10207.0,1656032.0
2024-04-15,AFRM,980884.0,26933.0,2138873.0
2024-04-16,AFRM,1108857.0,6632.0,2126445.0
2024-04-17,AFRM,683338.0,5963.0,1395902.0
2024-04-18,AFRM,1295766.0,6639.0,3081560.0
2024-04-19,AFRM,1019768.0,7970.0,2188768.0
2024-04-22,AFRM,875025.0,7513.0,1819417.0
2024-04-23,AFRM,2015657.0,14694.0,3879510.0
2024-04-24,AFRM,539513.0,2255.0,1317778.0
2024-04-25,AFRM,911964.0,12437.0,1998337.0
2024-04-26,AFRM,1015157.0,12289.0,2140045.0
2024-04-29,AFRM,601606.0,2330.0,1169101.0
2024-04-30,AFRM,754212.0,2521.0,1522929.0
2024-05-01,AFRM,910356.0,637.0,1883473.0
2024-05-02,AFRM,1105205.0,7272.0,2028546.0
2024-05-03,AFRM,1194517.0,4776.0,2165896.0
2024-05-06,AFRM,1105512.0,8570.0,2043985.0
2024-05-07,AFRM,1256348.0,3888.0,2409835.0
2024-05-08,AFRM,5500056.0,91902.0,10879030.0
2024-05-09,AFRM,2114172.0,84931.0,4823612.0
2024-05-10,AFRM,1897626.0,33189.0,3490382.0
2024-05-13,AFRM,1647160.0,20080.0,2954583.0
2024-05-14,AFRM,1760429.0,49473.0,3239651.0
2024-05-15,AFRM,1263580.0,14213.0,2397724.0
2024-05-16,AFRM,1608689.0,16995.0,3132016.0
2024-05-17,AFRM,3070339.0,17861.0,4828664.0
2024-05-20,AFRM,1125930.0,21059.0,2144449.0
2024-05-21,AFRM,759832.0,9649.0,1459773.0
2024-05-22,AFRM,2130269.0,20503.0,4076965.0
2024-05-23,AFRM,1387553.0,5919.0,2342721.0
2024-05-24,AFRM,866973.0,4491.0,1540033.0
2024-05-28,AFRM,776709.0,7331.0,1518654.0
2024-05-29,AFRM,988629.0,9075.0,1648252.0
2024-05-30,AFRM,733211.0,9872.0,1358341.0
2024-05-31,AFRM,566318.0,13065.0,1147029.0
2024-06-03,AFRM,503957.0,5416.0,1161253.0
2024-06-04,AFRM,758002.0,8652.0,1855333.0
2024-06-05,AFRM,857418.0,11216.0,1842076.0
2024-06-06,AFRM,818340.0,17940.0,1702887.0
2024-06-07,AFRM,662218.0,337.0,1565099.0
2024-06-10,AFRM,549498.0,2928.0,1061811.0
2024-06-11,AFRM,4266635.0,36650.0,8740822.0
2024-06-12,AFRM,4833429.0,72533.0,11634426.0
2024-06-13,AFRM,1499437.0,7637.0,3493796.0
2024-06-14,AFRM,1735414.0,10053.0,3920468.0
2024-06-17,AFRM,1699416.0,13143.0,4044995.0
2024-06-18,AFRM,982709.0,7084.0,2298498.0
2024-06-20,AFRM,1049351.0,11722.0,2416835.0
2024-06-21,AFRM,737516.0,9261.0,1567576.0
2024-06-24,AFRM,3000790.0,18279.0,6269640.0
2024-06-25,AFRM,941168.0,6932.0,2248115.0
2024-06-26,AFRM,1108237.0,2846.0,2823783.0
2024-06-27,AFRM,872169.0,6383.0,3371585.0
2024-06-28,AFRM,1366903.0,11555.0,6227145.0
2024-07-01,AFRM,577006.0,2679.0,1416392.0
2024-07-02,AFRM,599252.0,2007.0,1759664.0
2024-07-03,AFRM,570657.0,3066.0,1532049.0
2024-07-05,AFRM,671248.0,22151.0,2038291.0
2024-07-08,AFRM,961734.0,13691.0,2889883.0
2024-07-09,AFRM,840719.0,19145.0,2145780.0
2024-07-10,AFRM,844806.0,11204.0,2336247.0
2024-07-11,AFRM,1381495.0,29675.0,3302476.0
2024-07-12,AFRM,1096366.0,31131.0,2667729.0
2024-07-15,AFRM,2178152.0,26837.0,4808720.0
2024-07-16,AFRM,1576163.0,50463.0,3675679.0
2024-07-17,AFRM,1468485.0,15482.0,3596179.0
2024-07-18,AFRM,1374129.0,20648.0,2923559.0
2024-07-19,AFRM,597195.0,4536.0,1504907.0
2024-07-22,AFRM,544849.0,7425.0,1586442.0
2024-07-23,AFRM,405726.0,5599.0,1114860.0
2024-07-24,AFRM,1524609.0,15117.0,3214216.0
2024-07-25,AFRM,757040.0,41340.0,1958240.0
2024-07-26,AFRM,1030484.0,4412.0,2117150.0
2024-07-29,AFRM,937995.0,21888.0,1916028.0
2024-07-30,AFRM,1369877.0,34221.0,3427336.0
2024-07-31,AFRM,1668594.0,15092.0,3581529.0
2024-08-01,AFRM,1444591.0,18506.0,2890891.0
2024-08-02,AFRM,1721865.0,8401.0,3711204.0
2024-08-05,AFRM,927688.0,55813.0,2404921.0
2024-08-06,AFRM,620141.0,28647.0,1463453.0
2024-08-07,AFRM,1512805.0,21747.0,2893894.0
2024-08-08,AFRM,1115692.0,4318.0,1983024.0
2024-08-09,AFRM,1223700.0,5399.0,2224366.0
2024-08-12,AFRM,797714.0,3455.0,1788014.0
2024-08-13,AFRM,1349702.0,8777.0,2286930.0
2024-08-14,AFRM,1029056.0,11865.0,1690900.0
2024-08-15,AFRM,1725365.0,9113.0,2830311.0
2024-08-16,AFRM,1057379.0,7461.0,1887308.0
2024-08-19,AFRM,1410951.0,275.0,2585854.0
2024-08-20,AFRM,2126936.0,11611.0,3768794.0
2024-08-21,AFRM,1828502.0,24377.0,3200960.0
2024-08-22,AFRM,2382206.0,45520.0,4448822.0
2024-08-23,AFRM,2050028.0,27799.0,3901850.0
2024-08-26,AFRM,2119621.0,35051.0,4326366.0
2024-08-27,AFRM,1686888.0,43431.0,3625586.0
2024-08-28,AFRM,2524809.0,19795.0,5048445.0
2024-08-29,AFRM,10304487.0,168959.0,28448897.0
2024-08-30,AFRM,6721320.0,46677.0,15820671.0
2024-09-03,AFRM,2923996.0,43178.0,6905077.0
2024-09-04,AFRM,3372899.0,14804.0,6308761.0
2024-09-05,AFRM,2522179.0,10626.0,4921836.0
2024-09-06,AFRM,2106625.0,9156.0,4525706.0
2024-09-09,AFRM,1641401.0,32230.0,3774085.0
2024-09-10,AFRM,2169614.0,17656.0,4379453.0
2024-09-11,AFRM,2635023.0,11486.0,4841199.0
2024-09-12,AFRM,2756223.0,16230.0,5094393.0
2024-09-13,AFRM,3458572.0,33566.0,6246208.0
2024-09-16,AFRM,2471138.0,28384.0,4755341.0
2024-09-17,AFRM,2171796.0,12905.0,4686174.0
2024-09-18,AFRM,2729964.0,44686.0,6083460.0
2024-09-19,AFRM,4179534.0,80984.0,10342066.0
2024-09-20,AFRM,1756284.0,20648.0,4065776.0
2024-09-23,AFRM,1744938.0,63062.0,3491154.0
2024-09-24,AFRM,1531255.0,22499.0,4242882.0
2024-09-25,AFRM,1550815.0,35257.0,3249955.0
2024-09-26,AFRM,1160371.0,34647.0,3229551.0
2024-09-27,AFRM,807968.0,52410.0,2062094.0
2024-09-30,AFRM,1126384.0,34238.0,2573537.0
2024-10-01,AFRM,1032585.0,29388.0,2472722.0
2024-10-02,AFRM,1330445.0,11646.0,2380123.0
2024-10-03,AFRM,797298.0,11016.0,1569326.0
2024-10-04,AFRM,1667783.0,15880.0,3427924.0
2024-10-07,AFRM,1207416.0,21781.0,2443530.0
2024-10-08,AFRM,3155613.0,44193.0,6310831.0
2024-10-09,AFRM,3292069.0,17846.0,6569143.0
2024-10-10,AFRM,1538388.0,12822.0,3478263.0
2024-10-11,AFRM,3952858.0,42537.0,9099512.0
2024-10-14,AFRM,3776311.0,60334.0,8506588.0
2024-10-15,AFRM,1882293.0,32004.0,4425130.0
2024-10-16,AFRM,1053794.0,14157.0,2597677.0
2024-10-17,AFRM,2350804.0,55865.0,6235458.0
2024-10-18,AFRM,1848114.0,26661.0,3800710.0
2024-10-21,AFRM,1167390.0,11155.0,2473022.0
2024-10-22,AFRM,640041.0,27701.0,1785004.0
2024-10-23,AFRM,1443824.0,14995.0,3611986.0
2024-10-24,AFRM,941830.0,9266.0,2627322.0
2024-10-25,AFRM,1004304.0,33797.0,2623160.0
2024-10-28,AFRM,1428539.0,12563.0,4115920.0
2024-10-29,AFRM,1054720.0,15220.0,3122999.0
2024-10-30,AFRM,2667439.0,55424.0,5555389.0
2024-10-31,AFRM,1222504.0,12427.0,3088162.0
2024-11-01,AFRM,1260474.0,11992.0,2932048.0
2024-11-04,AFRM,1517750.0,6044.0,3096762.0
2024-11-05,AFRM,1749437.0,26036.0,3592709.0
2024-11-06,AFRM,2618260.0,16355.0,5408974.0
2024-11-07,AFRM,3578931.0,13611.0,7276514.0
2024-11-08,AFRM,6591271.0,337106.0,12274530.0
2024-11-11,AFRM,4462131.0,504286.0,13818939.0
2024-11-12,AFRM,3859409.0,26130.0,7695653.0
2024-11-13,AFRM,3028066.0,21504.0,5914926.0
2024-11-14,AFRM,1613776.0,24986.0,3021462.0
2024-11-15,AFRM,4355041.0,35651.0,7538884.0
2024-11-18,AFRM,4994711.0,39166.0,8271652.0
2024-11-19,AFRM,2531865.0,10997.0,5334698.0
2024-11-20,AFRM,1466515.0,10960.0,3656624.0
2024-11-21,AFRM,1820009.0,27074.0,4082271.0
2024-11-22,AFRM,3147449.0,10656.0,5593273.0
2024-11-25,AFRM,1605131.0,26531.0,3515695.0
2024-11-26,AFRM,1058604.0,12514.0,2904261.0
2024-11-27,AFRM,1511066.0,16018.0,3208063.0
2024-11-29,AFRM,1147167.0,5963.0,2447184.0
2024-12-02,AFRM,2153864.0,12211.0,5481791.0
