year,feature,importance,rank
2016,xlk_rv_22d,-0.00327942193057712,48
2016,xlf_ret_5d,-0.00047493737476678177,37
2016,xlf_ret_22d,0.0025584063322032224,17
2016,xlf_rv_22d,-0.014217008965155375,51
2016,credit_hyg_lqd_ret_5d,-0.00012736023346238134,33
2016,credit_hyg_lqd_ret_22d,0.0026847980734446275,16
2016,xlk_xlf_ret_22d,-0.0018100778858821664,43
2017,spy_r2_1d,0.0004506704570046982,19
2017,spy_abs_1d,2.6368835354007025e-05,33
2017,spy_neg_r2_1d,0.00012352234942625273,28
2017,spy_ret_1d,0.00021897105419727003,25
2017,spy_rv_5d,0.0007093058165908994,16
2017,spy_abs_5d,-8.31985941817659e-05,40
2017,spy_ret_5d,0.005476202239599104,7
2017,spy_rv_10d,-0.000597081245071851,46
2017,spy_abs_10d,-0.0009999009346708942,48
2017,spy_ret_10d,0.02072449746326821,1
2017,spy_rv_22d,0.0009036210854293514,14
2017,spy_abs_22d,9.624388829970743e-05,30
2017,spy_ret_22d,-0.00035462398639729553,42
2017,spy_rv_63d,-1.9414434643261202e-06,37
2017,spy_abs_63d,-5.250511090670873e-05,39
2017,spy_ret_63d,2.5105482737042273e-05,34
2017,spy_rv_126d,-5.551115123125783e-17,36
2017,spy_abs_126d,1.6653345369377348e-16,35
2017,spy_ret_126d,0.00021399782324976746,26
2017,spy_ewma94_var,0.0031207480264907606,11
2017,rv_ratio_5_22,0.0025049298052879365,12
2017,rv_ratio_22_63,3.225157298097914e-05,31
2017,vix_daily_var,0.010747130777917946,2
2017,vix_log_chg_1d,0.0001207869386807836,29
2017,vix_log_chg_5d,-0.00227257440886397,50
2017,vix_rv22_spread,0.007814332056125639,3
2017,vix_z_63d,0.007190980930155466,5
2017,tlt_ret_5d,-0.000525948384235364,45
2017,tlt_ret_22d,3.188208511123447e-05,32
2017,tlt_rv_22d,0.000555961798044402,17
2017,hyg_ret_5d,0.0005008658650884068,18
2017,hyg_ret_22d,0.005549286045851087,6
2017,hyg_rv_22d,0.004631548886252945,9
2017,lqd_ret_5d,0.0003485037699035298,22
2017,lqd_ret_22d,-0.0006260395458868584,47
2017,lqd_rv_22d,0.0002958854440470726,24
2017,gld_ret_5d,0.0003034091360293867,23
2017,gld_ret_22d,0.004656481364038012,8
2017,gld_rv_22d,0.00021373454554096671,27
2017,eem_ret_5d,0.00042628298014651955,20
2017,eem_ret_22d,-2.2605153078003593e-05,38
2017,eem_rv_22d,-0.0019835066833290282,49
2017,xlk_ret_5d,0.0007267710358492829,15
2017,xlk_ret_22d,0.00040929002332529274,21
2017,xlk_rv_22d,-0.004900187691761593,51
2017,xlf_ret_5d,0.0015160277582987325,13
2017,xlf_ret_22d,-0.0005215291953016843,44
2017,xlf_rv_22d,0.0033534920276865887,10
2017,credit_hyg_lqd_ret_5d,-0.0003694763436711823,43
2017,credit_hyg_lqd_ret_22d,0.0074005205509804495,4
2017,xlk_xlf_ret_22d,-0.0003272751661010931,41
2018,spy_r2_1d,0.005875564223589258,12
2018,spy_abs_1d,6.062641359583232e-05,22
2018,spy_neg_r2_1d,0.00013057562077700702,20
2018,spy_ret_1d,-0.001484772679129831,25
2018,spy_rv_5d,-0.019453905626200196,43
2018,spy_abs_5d,-0.03131017551747117,44
2018,spy_ret_5d,0.02774981860698622,6
2018,spy_rv_10d,0.034938237010687656,5
2018,spy_abs_10d,0.00011703231018134197,21
2018,spy_ret_10d,-0.04921614054211676,47
2018,spy_rv_22d,-0.00883056925842407,38
2018,spy_abs_22d,0.004088477176054983,16
2018,spy_ret_22d,-0.009220722181660479,39
2018,spy_rv_63d,-0.006773067708163438,36
2018,spy_abs_63d,-0.1281473567689102,51
2018,spy_ret_63d,0.005227337629832629,13
2018,spy_rv_126d,-0.08350582337263668,49
2018,spy_abs_126d,-0.09221655379418614,50
2018,spy_ret_126d,0.01072419916653966,11
2018,spy_ewma94_var,-0.011306731282135107,40
2018,rv_ratio_5_22,-0.003492665381925608,30
2018,rv_ratio_22_63,-0.001834668025881836,26
2018,vix_daily_var,0.32259042535569105,1
2018,vix_log_chg_1d,-0.00661295776218207,35
2018,vix_log_chg_5d,-0.0019990440236881124,28
2018,vix_rv22_spread,0.06158306639335631,2
2018,vix_z_63d,0.047740332342840475,3
2018,tlt_ret_5d,0.0014063810976499003,18
2018,tlt_ret_22d,-0.038971498397706306,46
2018,tlt_rv_22d,0.014278904244117818,9
2018,hyg_ret_5d,-0.004427912000120715,33
2018,hyg_ret_22d,-0.0114984479144149,41
2018,hyg_rv_22d,0.02541262747478079,7
2018,lqd_ret_5d,-0.002299003252061338,29
2018,lqd_ret_22d,-0.0004025490569476986,23
2018,lqd_rv_22d,0.004208668893290302,15
2018,gld_ret_5d,-0.0019680538339261755,27
2018,gld_ret_22d,0.013685532638189057,10
2018,gld_rv_22d,0.00021422161550299634,19
2018,eem_ret_5d,-0.0051684227219868095,34
2018,eem_ret_22d,-0.06858394876462004,48
2018,eem_rv_22d,-0.003786117835009817,31
2018,xlk_ret_5d,-0.004366425964557941,32
2018,xlk_ret_22d,-0.01716298940476868,42
2018,xlk_rv_22d,0.005219697655987288,14
2018,xlf_ret_5d,-0.008529907820605365,37
2018,xlf_ret_22d,0.0016273235085995097,17
2018,xlf_rv_22d,0.037698513343692897,4
2018,credit_hyg_lqd_ret_5d,-0.0010759153077910533,24
2018,credit_hyg_lqd_ret_22d,-0.03829689346353282,45
2018,xlk_xlf_ret_22d,0.014388714901117261,8
2019,spy_r2_1d,-0.001264139722157498,38
2019,spy_abs_1d,4.6054436074527416e-05,24
2019,spy_neg_r2_1d,-0.00045011136888523096,30
2019,spy_ret_1d,-0.0001396267112239169,28
2019,spy_rv_5d,-0.002438584057685267,46
2019,spy_abs_5d,-0.002288706723471201,45
2019,spy_ret_5d,0.00776356094536329,10
2019,spy_rv_10d,0.000402138693066989,23
2019,spy_abs_10d,0.0004251025038222722,22
2019,spy_ret_10d,0.03314990503993892,2
2019,spy_rv_22d,2.3738655185456814e-06,25
2019,spy_abs_22d,-0.0009255096127547824,36
2019,spy_ret_22d,-0.0008850566120949255,35
2019,spy_rv_63d,-0.003961266743076064,47
2019,spy_abs_63d,-0.0022045786791584643,44
2019,spy_ret_63d,0.0026743917288623575,15
2019,spy_rv_126d,0.006084787661387259,11
2019,spy_abs_126d,0.0009850646237254401,19
2019,spy_ret_126d,0.009323359855830049,8
2019,spy_ewma94_var,-0.001908498459222363,43
2019,rv_ratio_5_22,-0.011632444402959685,51
2019,rv_ratio_22_63,-0.000576535770212161,32
2019,vix_daily_var,0.07864986916837013,1
2019,vix_log_chg_1d,-0.0006205225769801981,33
2019,vix_log_chg_5d,-0.0013801387843190849,39
2019,vix_rv22_spread,0.020047312906021186,5
2019,vix_z_63d,0.026178951339342282,3
2019,tlt_ret_5d,-3.398110849994751e-05,26
2019,tlt_ret_22d,-0.009761825037479854,50
2019,tlt_rv_22d,0.0031522549753651985,14
2019,hyg_ret_5d,-0.0010140383764998817,37
2019,hyg_ret_22d,0.004531766176698482,12
2019,hyg_rv_22d,0.009590956682135998,7
2019,lqd_ret_5d,0.0005527705769515223,21
2019,lqd_ret_22d,0.0010751985730795832,18
2019,lqd_rv_22d,0.0013624308951583064,17
2019,gld_ret_5d,-0.00019272223258859356,29
2019,gld_ret_22d,-0.0014991280782551963,40
2019,gld_rv_22d,0.0025908450267840277,16
2019,eem_ret_5d,-0.004117381840049783,48
2019,eem_ret_22d,-0.00160766432832965,41
2019,eem_rv_22d,0.021954548588893452,4
2019,xlk_ret_5d,0.003883924738706801,13
2019,xlk_ret_22d,-0.0007491296370062406,34
2019,xlk_rv_22d,-0.006426204375949762,49
2019,xlf_ret_5d,-0.00011908567098795064,27
2019,xlf_ret_22d,0.0007486854897517103,20
2019,xlf_rv_22d,0.014394884304884004,6
2019,credit_hyg_lqd_ret_5d,-0.0004999793192679847,31
2019,credit_hyg_lqd_ret_22d,0.009112151353239117,9
2019,xlk_xlf_ret_22d,-0.00175403289295184,42
2020,spy_r2_1d,-0.016492623412851515,45
2020,spy_abs_1d,-0.0021301540914850925,32
2020,spy_neg_r2_1d,-0.00028390579501769153,30
2020,spy_ret_1d,-0.002928481981588238,33
2020,spy_rv_5d,0.02316411114839889,14
2020,spy_abs_5d,0.007353306476521215,24
2020,spy_ret_5d,-0.0065447545622459025,35
2020,spy_rv_10d,0.03412521613122177,12
2020,spy_abs_10d,0.014393898607615085,18
2020,spy_ret_10d,0.2432994124521093,3
2020,spy_rv_22d,0.0425474185209076,10
2020,spy_abs_22d,0.010887194991267002,21
2020,spy_ret_22d,0.06724568481256465,8
2020,spy_rv_63d,-0.01185637704617859,42
2020,spy_abs_63d,0.009691309435789996,23
2020,spy_ret_63d,0.11457037802785708,7
2020,spy_rv_126d,-0.127803947801993,51
2020,spy_abs_126d,0.0011960917900966095,28
2020,spy_ret_126d,0.22091154631070875,4
2020,spy_ewma94_var,0.013415518986869657,19
2020,rv_ratio_5_22,-0.04052501671855291,47
2020,rv_ratio_22_63,-0.05021672672735722,48
2020,vix_daily_var,0.4266721982837498,1
2020,vix_log_chg_1d,-0.0020238634397844457,31
2020,vix_log_chg_5d,0.005298760813908121,26
2020,vix_rv22_spread,0.019003528753312793,16
2020,vix_z_63d,0.19411555261464697,5
2020,tlt_ret_5d,-0.014423908028367016,44
2020,tlt_ret_22d,0.012158784685498691,20
2020,tlt_rv_22d,-0.05336424014111296,49
2020,hyg_ret_5d,-0.0075802667017979,38
2020,hyg_ret_22d,0.2749896916536869,2
2020,hyg_rv_22d,0.0031805396035506917,27
2020,lqd_ret_5d,-0.0034416952134872503,34
2020,lqd_ret_22d,-0.012195461508497818,43
2020,lqd_rv_22d,-0.060346074894297885,50
2020,gld_ret_5d,-0.008745421065367687,40
2020,gld_ret_22d,0.0010796557036423238,29
2020,gld_rv_22d,0.018852890888703566,17
2020,eem_ret_5d,0.010011873539170768,22
2020,eem_ret_22d,-0.007312442464330271,37
2020,eem_rv_22d,-0.008315556708554439,39
2020,xlk_ret_5d,0.005658590476361525,25
2020,xlk_ret_22d,0.1492173609782257,6
2020,xlk_rv_22d,0.01945619913330221,15
2020,xlf_ret_5d,-0.007307681406570232,36
2020,xlf_ret_22d,0.039277120077085836,11
2020,xlf_rv_22d,0.024009230851806507,13
2020,credit_hyg_lqd_ret_5d,-0.016578624090683114,46
2020,credit_hyg_lqd_ret_22d,0.05082910201934521,9
2020,xlk_xlf_ret_22d,-0.008765977361512078,41
2021,spy_r2_1d,-0.0004910919766170085,37
2021,spy_abs_1d,-1.1611931089838823e-05,28
2021,spy_neg_r2_1d,0.0001118616539448336,24
2021,spy_ret_1d,-8.469165815161439e-05,31
2021,spy_rv_5d,-0.0014952780201556992,44
2021,spy_abs_5d,-0.00035598004922798854,35
2021,spy_ret_5d,0.0019744886535936756,10
2021,spy_rv_10d,-0.001771433757277563,47
2021,spy_abs_10d,0.0002716323285605893,22
2021,spy_ret_10d,-0.0013084679253126952,43
2021,spy_rv_22d,-0.000528229329460006,38
2021,spy_abs_22d,-6.250429302817606e-05,30
2021,spy_ret_22d,0.0006127028169395365,18
2021,spy_rv_63d,-0.0016648583656062588,46
2021,spy_abs_63d,0.0020561540492118335,9
2021,spy_ret_63d,-0.001093484584003046,41
2021,spy_rv_126d,0.00350645270202532,5
2021,spy_abs_126d,-0.0016429697229992657,45
2021,spy_ret_126d,-0.000309394604266211,34
2021,spy_ewma94_var,-0.002287723635664929,48
2021,rv_ratio_5_22,0.0009253263491096897,12
2021,rv_ratio_22_63,2.6888215341802635e-05,26
2021,vix_daily_var,0.04308868114191067,1
2021,vix_log_chg_1d,0.0001239231453058487,23
2021,vix_log_chg_5d,-4.7263990703538816e-05,29
2021,vix_rv22_spread,0.0003606776119010058,21
2021,vix_z_63d,0.01584113491497202,2
2021,tlt_ret_5d,0.0017785813935441985,11
2021,tlt_ret_22d,0.0035059065558886715,6
2021,tlt_rv_22d,0.0006706006074916337,16
2021,hyg_ret_5d,-0.000276254190480274,32
2021,hyg_ret_22d,-0.010588904987347214,51
2021,hyg_rv_22d,0.0008657388424128665,15
2021,lqd_ret_5d,1.8877093103109033e-05,27
2021,lqd_ret_22d,0.0008885859131266272,14
2021,lqd_rv_22d,-0.0005745278462102599,39
2021,gld_ret_5d,0.0005922739856698,19
2021,gld_ret_22d,-0.0011663610441604577,42
2021,gld_rv_22d,0.0021948535116710355,8
2021,eem_ret_5d,9.899583366657083e-05,25
2021,eem_ret_22d,0.010861147956387263,3
2021,eem_rv_22d,-0.0024065034343037084,49
2021,xlk_ret_5d,0.0009205460945360122,13
2021,xlk_ret_22d,0.0041670698321411015,4
2021,xlk_rv_22d,-0.0006238459344962699,40
2021,xlf_ret_5d,0.003047038362566701,7
2021,xlf_ret_22d,-0.00047093319456642524,36
2021,xlf_rv_22d,-0.004263128637778002,50
2021,credit_hyg_lqd_ret_5d,0.00038709851157320285,20
2021,credit_hyg_lqd_ret_22d,-0.0002845083955580474,33
2021,xlk_xlf_ret_22d,0.0006464029740386179,17
2022,spy_r2_1d,0.000809715709204295,7
2022,spy_abs_1d,-0.0004516149933159741,18
2022,spy_neg_r2_1d,-0.00045744479280890316,19
2022,spy_ret_1d,-0.002798080033324324,35
2022,spy_rv_5d,-0.0028497542522074593,36
2022,spy_abs_5d,-0.0012285536117883633,25
2022,spy_ret_5d,-0.003758014357630568,40
2022,spy_rv_10d,-0.005910790900062801,43
2022,spy_abs_10d,-0.0014953813447133868,29
2022,spy_ret_10d,-0.022859131331941118,49
2022,spy_rv_22d,-0.0003045979715682323,17
2022,spy_abs_22d,-0.0042581153089802926,41
2022,spy_ret_22d,-0.005363713857184427,42
2022,spy_rv_63d,-0.0014996171915918621,30
2022,spy_abs_63d,-0.0012566149703223672,26
2022,spy_ret_63d,-0.00895917108554789,47
2022,spy_rv_126d,0.0009609964664537007,5
2022,spy_abs_126d,0.0010582449008240125,3
2022,spy_ret_126d,-0.0009819042885506057,22
2022,spy_ewma94_var,-0.0008803420015238705,20
2022,rv_ratio_5_22,-0.002617155908082369,34
2022,rv_ratio_22_63,0.0006144733031073768,8
2022,vix_daily_var,-0.05095820055124384,51
2022,vix_log_chg_1d,0.0002665328563848379,10
2022,vix_log_chg_5d,0.0009893758403516917,4
2022,vix_rv22_spread,-0.0035717852528327487,39
2022,vix_z_63d,-0.04499572202665847,50
2022,tlt_ret_5d,-0.00014949089554427974,15
2022,tlt_ret_22d,-0.008628138241171868,46
2022,tlt_rv_22d,0.00134399341113417,2
2022,hyg_ret_5d,6.723365781491353e-05,12
2022,hyg_ret_22d,-0.014351597785190684,48
2022,hyg_rv_22d,-0.0013797414940561192,27
2022,lqd_ret_5d,0.0018733523735741109,1
2022,lqd_ret_22d,-0.007958751699860767,44
2022,lqd_rv_22d,0.0002553933250704632,11
2022,gld_ret_5d,-1.609977005806451e-05,13
2022,gld_ret_22d,-0.00019706675087804992,16
2022,gld_rv_22d,-0.0019063367696425249,33
2022,eem_ret_5d,-0.0010240386306531457,23
2022,eem_ret_22d,-0.008441312102490772,45
2022,eem_rv_22d,-0.0012054053573078427,24
2022,xlk_ret_5d,-0.0016521473718835722,31
2022,xlk_ret_22d,-0.0034098070518640555,38
2022,xlk_rv_22d,-0.001772489198039462,32
2022,xlf_ret_5d,-0.0001116564005794185,14
2022,xlf_ret_22d,0.0003691070311906408,9
2022,xlf_rv_22d,0.0008366801022046677,6
2022,credit_hyg_lqd_ret_5d,-0.0009654641392036756,21
2022,credit_hyg_lqd_ret_22d,-0.0014001744847146336,28
2022,xlk_xlf_ret_22d,-0.0030932790440574842,37
2023,spy_r2_1d,0.00018803759311303292,14
2023,spy_abs_1d,-4.7289543732204065e-05,17
2023,spy_neg_r2_1d,-0.0003461019481741656,20
2023,spy_ret_1d,-0.0008907020929156406,26
2023,spy_rv_5d,-0.0008436736078634433,25
2023,spy_abs_5d,-0.0006157125245888351,23
2023,spy_ret_5d,-0.005591429214593768,49
2023,spy_rv_10d,-0.0005980380963536425,22
2023,spy_abs_10d,-0.0014340842317799862,32
2023,spy_ret_10d,-0.006328158189554262,50
2023,spy_rv_22d,-0.0019264886121208025,34
2023,spy_abs_22d,-0.0009689827526233319,28
2023,spy_ret_22d,-0.0022455994560085513,35
2023,spy_rv_63d,-0.0029788996512363497,39
2023,spy_abs_63d,0.0001616562703763702,15
2023,spy_ret_63d,-0.0006555075847697878,24
2023,spy_rv_126d,-0.002584425899667203,36
2023,spy_abs_126d,0.0017033512638005843,5
2023,spy_ret_126d,-0.0038899127461660687,42
2023,spy_ewma94_var,-0.0012900997736348951,29
2023,rv_ratio_5_22,0.0004074455699831503,13
2023,rv_ratio_22_63,0.0019154864943716488,4
2023,vix_daily_var,0.03521553960614199,1
2023,vix_log_chg_1d,-7.342887558339783e-05,18
2023,vix_log_chg_5d,0.000668246980355669,10
2023,vix_rv22_spread,-0.0014304577835367038,31
2023,vix_z_63d,-0.01629497100467503,51
2023,tlt_ret_5d,0.001205750417338114,7
2023,tlt_ret_22d,-0.0036621773023108595,41
2023,tlt_rv_22d,0.0001569179177390856,16
2023,hyg_ret_5d,0.0006920273597675053,9
2023,hyg_ret_22d,-0.0027411435226473435,37
2023,hyg_rv_22d,-0.00033754585275874716,19
2023,lqd_ret_5d,0.0016360107635856047,6
2023,lqd_ret_22d,-0.004486625714252762,44
2023,lqd_rv_22d,-0.0054350145017488805,47
2023,gld_ret_5d,-0.0009260198619789051,27
2023,gld_ret_22d,0.0009722542577030868,8
2023,gld_rv_22d,0.0035388087979407457,3
2023,eem_ret_5d,0.0005528113524977674,12
2023,eem_ret_22d,-0.0052995646835723165,46
2023,eem_rv_22d,-0.0013318894704392459,30
2023,xlk_ret_5d,-0.003247818558066551,40
2023,xlk_ret_22d,-0.004650240943419592,45
2023,xlk_rv_22d,-0.0005901790355585523,21
2023,xlf_ret_5d,-0.0014730001817163385,33
2023,xlf_ret_22d,-0.0029204240374877677,38
2023,xlf_rv_22d,0.013457812441653672,2
2023,credit_hyg_lqd_ret_5d,0.0006427046133896941,11
2023,credit_hyg_lqd_ret_22d,-0.005491848699706758,48
2023,xlk_xlf_ret_22d,-0.004163786587076557,43
2024,spy_r2_1d,0.0030395612492180035,10
2024,spy_abs_1d,-7.826913347541709e-05,26
2024,spy_neg_r2_1d,-6.513664847734857e-05,25
2024,spy_ret_1d,0.00010290867032625162,24
2024,spy_rv_5d,0.00016595470211300256,21
2024,spy_abs_5d,-0.00010211881710103787,28
2024,spy_ret_5d,-0.00010221155631467971,29
2024,spy_rv_10d,-0.0022914088296792645,41
2024,spy_abs_10d,-0.0004834653017907753,32
2024,spy_ret_10d,0.04261353692380088,1
2024,spy_rv_22d,-9.169898277044952e-05,27
2024,spy_abs_22d,0.0003746830277082669,20
2024,spy_ret_22d,-0.0007946023084923204,37
2024,spy_rv_63d,-0.0011752750050730842,38
2024,spy_abs_63d,-0.0006824947241642065,34
2024,spy_ret_63d,0.01150795451871911,4
2024,spy_rv_126d,0.0034760354246986536,9
2024,spy_abs_126d,0.00393173858074547,8
2024,spy_ret_126d,0.0020913844457124964,11
2024,spy_ewma94_var,-0.002152536005091521,40
2024,rv_ratio_5_22,-0.0045375212675326515,49
2024,rv_ratio_22_63,0.0011010967192342513,18
2024,vix_daily_var,0.04211929107624124,2
2024,vix_log_chg_1d,-0.0007280993746627273,35
2024,vix_log_chg_5d,-0.00021749957288275112,31
2024,vix_rv22_spread,-0.002654114956970932,43
2024,vix_z_63d,0.02124562598358637,3
2024,tlt_ret_5d,-0.003557766747093072,46
2024,tlt_ret_22d,-0.004372454187575037,48
2024,tlt_rv_22d,0.00139357107336896,15
2024,hyg_ret_5d,-0.00010221445550206987,30
2024,hyg_ret_22d,-0.0046507945905153725,51
2024,hyg_rv_22d,0.001958237800502194,13
2024,lqd_ret_5d,0.00014920874843421528,23
2024,lqd_ret_22d,-0.002427861211048876,42
2024,lqd_rv_22d,-0.004123682916425064,47
2024,gld_ret_5d,0.0001536026429181936,22
2024,gld_ret_22d,0.0003837467897466751,19
2024,gld_rv_22d,0.0014686575346355424,14
2024,eem_ret_5d,-0.00309008577061487,45
2024,eem_ret_22d,-0.004556977249632166,50
2024,eem_rv_22d,0.004951843499050201,6
2024,xlk_ret_5d,0.004075832479106534,7
2024,xlk_ret_22d,-0.0006353125626570311,33
2024,xlk_rv_22d,0.00197898985713979,12
2024,xlf_ret_5d,-0.0020158889792463164,39
2024,xlf_ret_22d,0.0011883179436401048,17
2024,xlf_rv_22d,0.007737005081932036,5
2024,credit_hyg_lqd_ret_5d,-0.003011877290304943,44
2024,credit_hyg_lqd_ret_22d,-0.0007575715993207166,36
2024,xlk_xlf_ret_22d,0.0013184436460749183,16
2025,spy_r2_1d,-0.0030061350406044296,47
2025,spy_abs_1d,-2.1787449155541427e-05,36
2025,spy_neg_r2_1d,-8.724575909369037e-05,38
2025,spy_ret_1d,0.00299515595711608,17
2025,spy_rv_5d,0.01317059648245028,10
2025,spy_abs_5d,0.0023035012889063844,22
2025,spy_ret_5d,0.002930641627802044,18
2025,spy_rv_10d,0.0014091570980980794,27
2025,spy_abs_10d,-0.00538812952187534,49
2025,spy_ret_10d,0.04981617123109611,2
2025,spy_rv_22d,0.00633759859577826,15
2025,spy_abs_22d,0.0005930650971314733,34
2025,spy_ret_22d,0.004513291148670828,16
2025,spy_rv_63d,-0.005930405276768025,50
2025,spy_abs_63d,-0.001724085284816268,44
2025,spy_ret_63d,0.040651002657211166,4
2025,spy_rv_126d,-0.0023913586991490265,46
2025,spy_abs_126d,0.0016339979639216629,24
2025,spy_ret_126d,0.02009412182618958,6
2025,spy_ewma94_var,0.0072553081739906156,14
2025,rv_ratio_5_22,-0.002075902015446829,45
2025,rv_ratio_22_63,0.002493307744870721,21
2025,vix_daily_var,0.15823202984378576,1
2025,vix_log_chg_1d,-0.0003408979284902358,40
2025,vix_log_chg_5d,0.002525399479534618,20
2025,vix_rv22_spread,0.0001326376807757046,35
2025,vix_z_63d,0.0476176516991173,3
2025,tlt_ret_5d,0.0007985770952297355,32
2025,tlt_ret_22d,-0.004763840328336821,48
2025,tlt_rv_22d,-7.114045211653597e-05,37
2025,hyg_ret_5d,0.0026831337008828005,19
2025,hyg_ret_22d,0.012459667999040525,11
2025,hyg_rv_22d,0.014142131973668981,9
2025,lqd_ret_5d,0.00061048304023259,33
2025,lqd_ret_22d,0.0016307927616466822,25
2025,lqd_rv_22d,-0.00048444017274063,42
2025,gld_ret_5d,0.001412378057014052,26
2025,gld_ret_22d,-0.00014352743027351567,39
2025,gld_rv_22d,0.01736393453771018,7
2025,eem_ret_5d,-0.0004303210551498404,41
2025,eem_ret_22d,-0.006306469375928825,51
2025,eem_rv_22d,0.011079690881241888,12
2025,xlk_ret_5d,0.0008309477184469394,31
2025,xlk_ret_22d,0.02228013165916637,5
2025,xlk_rv_22d,0.016121382921500782,8
2025,xlf_ret_5d,0.001258797934479916,28
2025,xlf_ret_22d,0.0012407332883189182,29
2025,xlf_rv_22d,-0.0011577070135149747,43
2025,credit_hyg_lqd_ret_5d,0.0019065623340613902,23
2025,credit_hyg_lqd_ret_22d,0.0010860147776992624,30
2025,xlk_xlf_ret_22d,0.0080274781104413,13
