asset,date,actual_r2,return,open_to_next_open_return,garch,garch_x_vix,gjr,gjr_x_vix,har_r2,har_r2_x_vix
n225,2022-01-17,5.494225496955344e-05,0.007412304295531413,0.004186648429139961,0.0001793013170079771,0.0001616804187515243,0.000212476357202541,0.0002043255719658707,0.0007025560161936611,0.0006637051329451922
n225,2022-01-18,7.265599798750947e-06,-0.0026954776568821615,-0.01836290387796158,0.00016117784603899505,0.0001443814510567291,0.00018365945727395497,0.00017420942798527367,0.0006835508819433739,0.0006521124555840214
n225,2022-01-19,0.0008040846850198681,-0.028356387023382723,-0.018885853526450225,0.00014006983253748079,0.00015987400280820143,0.00016173970488105052,0.0001571773213239084,0.0006145548752878752,0.0007786921976093451
n225,2022-01-20,0.00012250326333711347,0.011068119232151119,0.00010691732268752752,0.0002315857848641193,0.0002950818755225481,0.00034039503033319983,0.0003463036678427171,0.0008962775906192105,0.001037555048034636
n225,2022-01-21,8.220451890920254e-05,-0.009066670773178132,-0.005324341074840366,0.00021254009653317373,0.00025554206509389787,0.00028892294326081613,0.0002918206937484049,0.0008088737126564121,0.0010798209609913303
n225,2022-01-24,5.755933615323969e-06,0.0023991526869551194,0.007644275434666614,0.00019169341317986301,0.00026940810267463795,0.00026685887673237775,0.0002756596887943099,0.0007627060142506171,0.0012383126087202434
n225,2022-01-25,0.000279049155269658,-0.016704764448194354,-0.013137299463301333,0.00016447044963521302,0.00027441130403066865,0.00022841049668328385,0.00024426122591892,0.0006432719430502208,0.0011800035669280104
n225,2022-01-26,1.9652384501778697e-05,-0.004433101002884854,0.0012506609256981438,0.00017974504001071057,0.00033207688810932626,0.00026565420292406616,0.00029261099578195625,0.0007719708735339204,0.0014060525774670565
n225,2022-01-27,0.0010005328558035946,-0.03163120066964886,-0.026161914773282113,0.00015672873440935039,0.0003225666752271514,0.0002322703238576539,0.0002659326063447846,0.0005747995459805334,0.0012138439753493395
n225,2022-01-28,0.00042797584749872596,0.02068757712973479,0.009865739073577906,0.0002717773252575713,0.00045003299541446424,0.000446927019124522,0.0004899627684738164,0.0009228213345724417,0.0014998317852558882
n225,2022-01-31,0.00011230545991651225,0.010597427042283059,0.01785426414540403,0.00028655764512930143,0.00037664234022648783,0.0003765874588068275,0.0004056636427588662,0.0009762369503754279,0.001344128775460541
n225,2022-02-01,8.003918760993647e-06,0.00282911978555056,0.0050005118775726665,0.00025547763553607526,0.0002751346476216304,0.0003187054690971561,0.00033645286758769553,0.0009467149780745328,0.0011298462501813946
n225,2022-02-02,0.0002778131920322511,0.01666772906044045,0.0010244556689540385,0.00021620911107611383,0.00019848235410156335,0.0002710747372924863,0.0002792758950374571,0.0008116029519954194,0.0008645149603260239
n225,2022-02-03,0.00011390165030819989,-0.010672471611965051,-0.008600522587278725,0.00022129619779965296,0.00021363690457866004,0.000231879702297528,0.0002353898260971997,0.0009860653284981078,0.0009815357273218511
n225,2022-02-04,5.280719212403735e-05,0.007266855724729737,0.008552233563354106,0.00020307143585327712,0.00021409550106187716,0.00022774270990560846,0.0002332997753200309,0.0008374128485557704,0.0010173599297356414
n225,2022-02-07,4.8852077850055665e-05,-0.006989426145976196,-0.00034141555018107894,0.00018005407891372616,0.00019480590690586767,0.00019622204461558889,0.00020143870070867264,0.0007137048237690991,0.0008647358712141403
n225,2022-02-08,1.7094788424227281e-06,0.0013074703982969282,0.006235732256521631,0.00016095528027362246,0.00018433445067579502,0.00018234290664626457,0.00018872851642103534,0.000697404872960094,0.0008333872128134236
n225,2022-02-09,0.00011592045967503842,0.010766636414174968,0.011984917923157035,0.00013913355544733455,0.00016160556121568183,0.00015886282694050493,0.00016481767618503818,0.0005573218668582913,0.0006697360064025373
n225,2022-02-10,1.7680024487808093e-05,0.004204762120240346,-0.01841174252346811,0.00013709450989632933,0.00015929992504031695,0.00013954121438318053,0.00014463709252759497,0.0006140867479480594,0.0006430491003769631
