event_date,recipient,event_type,primary_ticker,test_ticker,is_primary_recipient,pre_mean,post_mean,ratio,n_pre,n_post,pre_start,pre_end,post_start,post_end,boot_p_value,boot_n_anchors,boot_null_dist_mean,boot_null_dist_p95,boot_null_dist_p99
2024-03-20,Intel,award,INTC,INTC,True,0.0005571051627025948,0.000417051027257031,0.7486037738976575,25,5,2024-02-06,2024-03-12,2024-03-21,2024-03-27,0.43,507,1.699827889803322,4.963554618208183,11.305648265523805
2024-03-20,Intel,award,INTC,KLAC,False,0.0005123404560978838,0.00025159449924124313,0.49106896839154834,25,5,2024-02-06,2024-03-12,2024-03-21,2024-03-27,0.656,507,1.2586304453787753,4.219723777687266,7.377880505735483
2024-03-20,Intel,award,INTC,LRCX,False,0.0005718177884594593,0.00025812075774702705,0.45140386143361,25,5,2024-02-06,2024-03-12,2024-03-21,2024-03-27,0.727,507,1.2184518586318769,4.20243863116034,7.526182442705453
2024-03-20,Intel,award,INTC,NVDA,False,0.0017524408684739844,0.0004910146547427567,0.2801890001403183,25,5,2024-02-06,2024-03-12,2024-03-21,2024-03-27,0.856,507,1.189178906527814,3.2014496818046547,8.020234299461535
2024-03-20,Intel,award,INTC,SMH,False,0.0005709725986435152,0.000126172231876191,0.22097773549193767,25,5,2024-02-06,2024-03-12,2024-03-21,2024-03-27,0.902,507,1.2724567924736578,4.786377578901299,8.656251085586366
2024-03-20,Intel,award,INTC,SOXX,False,0.00047744827588166956,0.00014494629300527205,0.3035853312855934,25,5,2024-02-06,2024-03-12,2024-03-21,2024-03-27,0.878,507,1.2739847729138938,4.40382273709709,10.608670068934577
2024-04-08,TSMC Arizona,award,TSM,AMAT,False,0.00034589563008335044,0.00021773550521245687,0.6294832494992468,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.541,507,1.2759400835968377,3.7655203906719357,12.621003432878224
2024-04-08,TSMC Arizona,award,TSM,AMD,False,0.000856313276669201,0.0006187764082822508,0.7226051786667415,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.519,507,1.4476434512959167,4.12336469456547,17.44015259758808
2024-04-08,TSMC Arizona,award,TSM,ASML,False,0.0005040956270811437,0.00032592838110116166,0.6465606198339374,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.54,507,1.4231130545012574,6.132572642450138,8.648716415150234
2024-04-08,TSMC Arizona,award,TSM,KLAC,False,0.000348686523762377,0.0002971334899330863,0.8521507706319528,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.439,507,1.2505850566369254,4.219723777687266,7.377880505735483
2024-04-08,TSMC Arizona,award,TSM,LRCX,False,0.0003748874856924166,0.00031259769317675077,0.8338440334954988,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.51,507,1.26018123989814,4.220156219512034,7.080493150516932
2024-04-08,TSMC Arizona,award,TSM,NVDA,False,0.0007487586007262609,0.0007596173522232529,1.014502339587765,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.397,507,1.145015843436742,3.0331745512943944,8.011472785517203
2024-04-08,TSMC Arizona,award,TSM,SMH,False,0.0003659267032057674,0.00034625593143747664,0.9462439565192663,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.456,507,1.2543564104125384,3.92118435508128,8.656251085586366
2024-04-08,TSMC Arizona,award,TSM,SOXX,False,0.0003741788942872893,0.0004457222278358733,1.1912008791539535,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.321,507,1.2991236353560696,4.4233782186423065,11.284798554182982
2024-04-08,TSMC Arizona,award,TSM,TSM,True,0.000613126957121226,0.0003463749242791377,0.564931814294137,25,5,2024-02-23,2024-03-28,2024-04-09,2024-04-15,0.629,507,1.2074133160295069,3.591225629359091,7.423112300287469
2024-04-25,Samsung Texas,award,SSNLF,AMAT,False,0.00027580434359556974,0.0005961034160393103,2.161327150501358,25,5,2024-03-13,2024-04-17,2024-04-26,2024-05-02,0.168,507,1.3887103015498141,4.020565958622798,14.815331517068444
2024-04-25,Samsung Texas,award,SSNLF,AMD,False,0.0009088754649260826,0.001973035790175065,2.1708538367635755,25,5,2024-03-13,2024-04-17,2024-04-26,2024-05-02,0.123,507,1.3976486574738647,4.109129238976191,16.773108166898446
2024-04-25,Samsung Texas,award,SSNLF,ASML,False,0.0004965500125285645,0.0006375001873903643,1.283858969500462,25,5,2024-03-13,2024-04-17,2024-04-26,2024-05-02,0.324,507,1.4511297928326534,6.139853197186746,8.648681470100378
2024-04-25,Samsung Texas,award,SSNLF,KLAC,False,0.0003804257858983449,0.0010851882084637779,2.8525621781951327,25,5,2024-03-13,2024-04-17,2024-04-26,2024-05-02,0.12,507,1.351937230105447,4.866879842920501,9.57409973555059
2024-04-25,Samsung Texas,award,SSNLF,LRCX,False,0.00037344886653955064,0.0006661250795842618,1.7837116115968044,25,5,2024-03-13,2024-04-17,2024-04-26,2024-05-02,0.192,507,1.2396124207760841,3.6841284413665836,8.136497844611274
2024-04-25,Samsung Texas,award,SSNLF,NVDA,False,0.0004643074629216822,0.0012977186494942936,2.794955397288517,25,5,2024-03-13,2024-04-17,2024-04-26,2024-05-02,0.086,507,1.24398788883738,3.547101352785806,8.011472785517203
2024-04-25,Samsung Texas,award,SSNLF,SMH,False,0.00022778135451968827,0.00046346492831026727,2.0346921252073233,25,5,2024-03-13,2024-04-17,2024-04-26,2024-05-02,0.126,507,1.1977842560737755,3.418070188936329,8.559277379588446
2024-04-25,Samsung Texas,award,SSNLF,SOXX,False,0.00026412698610255177,0.0005231158514990235,1.9805467787222428,25,5,2024-03-13,2024-04-17,2024-04-26,2024-05-02,0.131,507,1.325845955350089,4.910844657898371,11.284798554182982
2024-04-26,Micron,award,MU,AMAT,False,0.00028908279598630835,0.0006130586610987116,2.120702683143232,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.164,507,1.3816700649562643,3.789531216241766,14.903723507264196
2024-04-26,Micron,award,MU,AMD,False,0.0008464336003645566,0.0020426543775412206,2.4132482177709567,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.104,507,1.3732303912313137,3.36037860058007,16.011244021693663
2024-04-26,Micron,award,MU,ASML,False,0.0005035722115484407,0.0008067655476386798,1.6020851213333356,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.264,507,1.330469197935653,5.20503046345958,7.50321034347253
2024-04-26,Micron,award,MU,KLAC,False,0.0003931443844069537,0.0007073619987511454,1.79924228046187,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.223,507,1.3632702777887866,5.03459717743015,9.57409973555059
2024-04-26,Micron,award,MU,LRCX,False,0.0003739091669866761,0.0006830070493746839,1.826665697658657,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.205,507,1.3273638490012385,4.504878661431024,8.13634105800072
2024-04-26,Micron,award,MU,MU,True,0.0014476984863005032,0.00040481437930510857,0.27962616742080365,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.884,507,1.3713761395144082,4.175385926281071,8.427002996956817
2024-04-26,Micron,award,MU,NVDA,False,0.0004615507312662279,0.0008113664070121604,1.7579138154244516,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.182,507,1.1865347582801764,3.390876630718393,5.54499995570386
2024-04-26,Micron,award,MU,SMH,False,0.00022463995807864303,0.0004760615125271616,2.1192200915586876,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.111,507,1.2144749188496335,3.5712463958133673,7.063502714947741
2024-04-26,Micron,award,MU,SOXX,False,0.00025257698017061326,0.0005347543380082732,2.117193489474187,25,5,2024-03-14,2024-04-18,2024-04-29,2024-05-03,0.119,507,1.2938984318448574,4.046565590246195,11.473375763308212
2024-08-26,SK hynix,award,,AMAT,False,0.0020552831069099707,0.0012075984789978807,0.5875582176187167,25,5,2024-07-15,2024-08-16,2024-08-27,2024-09-03,0.544,507,1.343198852810076,3.980161398988028,12.642946713720105
2024-08-26,SK hynix,award,,AMD,False,0.0015287512483085207,0.0015789234842473513,1.0328190972824018,25,5,2024-07-15,2024-08-16,2024-08-27,2024-09-03,0.355,507,1.2322337801689407,3.152603178656403,9.03705398342091
2024-08-26,SK hynix,award,,ASML,False,0.0021633026995702366,0.0009716781872620096,0.449164228129075,25,5,2024-07-15,2024-08-16,2024-08-27,2024-09-03,0.674,507,1.2596400774414866,5.305774899113401,7.55832325625195
2024-08-26,SK hynix,award,,KLAC,False,0.0021964367335482174,0.00227682074543944,1.036597462910469,25,5,2024-07-15,2024-08-16,2024-08-27,2024-09-03,0.379,507,1.2527103469327543,4.375289498888392,9.382631140470515
2024-08-26,SK hynix,award,,LRCX,False,0.0022564908926500254,0.0012343545992653348,0.5470239668531113,25,5,2024-07-15,2024-08-16,2024-08-27,2024-09-03,0.685,507,1.296914160525147,4.294325896390586,7.526182442705453
2024-08-26,SK hynix,award,,NVDA,False,0.0023471899675102416,0.0030511639730389124,1.2999220409396195,25,5,2024-07-15,2024-08-16,2024-08-27,2024-09-03,0.251,507,1.1396467640998558,3.1148777497138425,5.126569611782607
2024-08-26,SK hynix,award,,SMH,False,0.0014053404413447402,0.0014319543819532805,1.0189377177412429,25,5,2024-07-15,2024-08-16,2024-08-27,2024-09-03,0.416,507,1.2315567863148966,3.9147654286615237,7.6595595027221774
2024-08-26,SK hynix,award,,SOXX,False,0.0014383626254468942,0.001485916623635401,1.0330612026113595,25,5,2024-07-15,2024-08-16,2024-08-27,2024-09-03,0.437,507,1.4029409170235465,4.444240041287354,11.171188692156404
2024-09-16,Polar Semiconductor,award,,AMAT,False,0.001055344301710238,0.0007785582995595607,0.7377291925468004,25,5,2024-08-02,2024-09-06,2024-09-17,2024-09-23,0.487,507,1.3567581183195865,4.017924955600249,12.642946713720105
2024-09-16,Polar Semiconductor,award,,AMD,False,0.0009637200688389601,0.0006956705127445695,0.721859526680478,25,5,2024-08-02,2024-09-06,2024-09-17,2024-09-23,0.52,507,1.4309847771383286,4.424618070801605,16.00354842426736
2024-09-16,Polar Semiconductor,award,,ASML,False,0.0011088094467940686,0.0009501795207085837,0.8569367112228922,25,5,2024-08-02,2024-09-06,2024-09-17,2024-09-23,0.424,507,1.3489912001952473,5.305774899113401,8.14499934651296
2024-09-16,Polar Semiconductor,award,,KLAC,False,0.0014153035176460709,0.0007024194793450927,0.4963030689794052,25,5,2024-08-02,2024-09-06,2024-09-17,2024-09-23,0.659,507,1.3703828293369984,5.116081136942072,9.57409973555059
2024-09-16,Polar Semiconductor,award,,LRCX,False,0.0011302398449968398,0.0005606970438003881,0.4960867786447184,25,5,2024-08-02,2024-09-06,2024-09-17,2024-09-23,0.694,507,1.2382113400748749,4.1510374021193845,7.526182442705453
2024-09-16,Polar Semiconductor,award,,NVDA,False,0.0017445145255239824,0.0004513890754798162,0.2587476738516906,25,5,2024-08-02,2024-09-06,2024-09-17,2024-09-23,0.897,507,1.298874995418029,3.390876630718393,12.743393161049129
2024-09-16,Polar Semiconductor,award,,SMH,False,0.0009547852494423082,0.00042671842166116115,0.4469260725492022,25,5,2024-08-02,2024-09-06,2024-09-17,2024-09-23,0.762,507,1.3648766201971676,4.815101281432445,8.648427590874888
2024-09-16,Polar Semiconductor,award,,SOXX,False,0.0010038711011471956,0.0004190849899507838,0.41746892551430687,25,5,2024-08-02,2024-09-06,2024-09-17,2024-09-23,0.79,507,1.3570835245400068,4.587662693162677,11.172312738766198
2024-10-15,Wolfspeed,award,WOLF,AMAT,False,0.000774921788094129,0.0003359095147311651,0.43347537763432,25,5,2024-09-03,2024-10-07,2024-10-16,2024-10-22,0.675,507,1.331818592695277,3.9972729200346193,12.049790624261766
2024-10-15,Wolfspeed,award,WOLF,AMD,False,0.0008895092509501401,0.00015245428173432635,0.17139145160264546,25,5,2024-09-03,2024-10-07,2024-10-16,2024-10-22,0.914,507,1.3899560429798916,4.138427363377263,16.00354842426736
2024-10-15,Wolfspeed,award,WOLF,ASML,False,0.0008726645508176768,0.001256176518883686,1.4394723811190253,25,5,2024-09-03,2024-10-07,2024-10-16,2024-10-22,0.278,507,1.2859848659261666,5.181055730356592,7.242275980302021
2024-10-15,Wolfspeed,award,WOLF,KLAC,False,0.0009600740403344219,0.0003741349571644803,0.38969385843841603,25,5,2024-09-03,2024-10-07,2024-10-16,2024-10-22,0.733,507,1.2920371745211219,4.51759303858911,6.168395409797471
2024-10-15,Wolfspeed,award,WOLF,LRCX,False,0.0007059254445489651,0.00021532037938060667,0.30501858382251784,25,5,2024-09-03,2024-10-07,2024-10-16,2024-10-22,0.842,507,1.2252648128237755,3.9851956172516063,7.077252840761977
2024-10-15,Wolfspeed,award,WOLF,NVDA,False,0.0011468001619449333,0.0005468300856389705,0.47683118976157596,25,5,2024-09-03,2024-10-07,2024-10-16,2024-10-22,0.717,507,1.2075681908649774,3.4534165268052437,8.011472785517203
2024-10-15,Wolfspeed,award,WOLF,SMH,False,0.0006546805632746837,6.815030871257582e-05,0.10409703989330453,25,5,2024-09-03,2024-10-07,2024-10-16,2024-10-22,0.98,507,1.150344066131273,3.250728345399632,6.806660520588512
2024-10-15,Wolfspeed,award,WOLF,SOXX,False,0.0006548865273531294,1.5939542311120027e-05,0.024339395674458683,25,5,2024-09-03,2024-10-07,2024-10-16,2024-10-22,0.992,507,1.32279981208686,4.282593057842399,11.283593353135892
2024-11-15,TSMC Arizona,award_final,TSM,AMAT,False,0.0008404571212621485,0.00026657802707926446,0.31718218614048205,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.798,507,1.486882231145224,4.240385353784606,14.815331517068444
2024-11-15,TSMC Arizona,award_final,TSM,AMD,False,0.0010621414692306259,0.0002168004625353374,0.2041163713270505,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.891,507,1.5048906891945784,4.746901827178916,16.00354842426736
2024-11-15,TSMC Arizona,award_final,TSM,ASML,False,0.0017763393314139662,0.00011595936778946997,0.06527996410301083,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.987,507,1.242031252641751,5.305774899113401,7.55832325625195
2024-11-15,TSMC Arizona,award_final,TSM,KLAC,False,0.0013097533995380737,0.0001981240251810106,0.15126818930257052,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.94,507,1.235317739072839,4.49521771218113,9.380697114257586
2024-11-15,TSMC Arizona,award_final,TSM,LRCX,False,0.0009855091049463397,0.0003973335739543193,0.403175954397655,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.782,507,1.284246956638221,4.223864703355958,7.878184162242503
2024-11-15,TSMC Arizona,award_final,TSM,NVDA,False,0.0006007460257248226,0.0007217653929315123,1.2014484691108447,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.314,507,1.2252269444312582,3.390876630718393,8.020234299461535
2024-11-15,TSMC Arizona,award_final,TSM,SMH,False,0.0003532020818856961,9.118308434462392e-05,0.25816123126401264,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.897,507,1.273159937676133,4.043143957056769,8.648348565675782
2024-11-15,TSMC Arizona,award_final,TSM,SOXX,False,0.0003582051553482452,9.496852623036942e-05,0.26512328148387904,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.886,507,1.443054158049562,4.603821791399447,11.404806080899757
2024-11-15,TSMC Arizona,award_final,TSM,TSM,True,0.0007197406190978594,0.00010242809675527072,0.14231251375482548,25,5,2024-10-04,2024-11-07,2024-11-18,2024-11-22,0.969,507,1.1804013385599723,3.2264070146994466,7.009537511752852
2024-11-26,GlobalFoundries,award_final,GFS,AMAT,False,0.0011696490243456254,0.0005823912771812562,0.49791968792269303,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.636,507,1.38400392260952,3.9972729200346193,14.815331517068444
2024-11-26,GlobalFoundries,award_final,GFS,AMD,False,0.001002536885804448,0.0003167693356113692,0.31596776148260075,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.825,507,1.6484185206111766,5.424197316643098,21.524437783899874
2024-11-26,GlobalFoundries,award_final,GFS,ASML,False,0.001814505925363978,0.00038535103764925457,0.21237243277227416,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.871,507,1.280134840352959,5.094637637879698,7.558720872601255
2024-11-26,GlobalFoundries,award_final,GFS,GFS,True,0.001972313008502255,0.0005737389367493695,0.2908964927352268,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.774,507,1.4188545741182639,5.448074292154002,11.657613650026455
2024-11-26,GlobalFoundries,award_final,GFS,KLAC,False,0.0014026058682375811,0.00027631594267311525,0.1970018441604804,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.898,507,1.3761042281656475,5.2685858447840355,9.57409973555059
2024-11-26,GlobalFoundries,award_final,GFS,LRCX,False,0.001145823763812624,0.000990122439272575,0.8641140728117149,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.512,507,1.2982286704224373,4.148332074275126,7.878184162242503
2024-11-26,GlobalFoundries,award_final,GFS,NVDA,False,0.0005623226396753802,0.00038023409151624285,0.6761849242558433,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.581,507,1.2580266836811078,4.1200289933257785,8.011472785517203
2024-11-26,GlobalFoundries,award_final,GFS,SMH,False,0.00039754015146294,0.00025438714666008763,0.639903027968239,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.632,507,1.248076025954744,3.5712463958133673,7.65458567118596
2024-11-26,GlobalFoundries,award_final,GFS,SOXX,False,0.00042492345710883566,0.0002472793081782044,0.5819384739564254,25,5,2024-10-15,2024-11-18,2024-11-27,2024-12-04,0.653,507,1.3631197016885435,4.573492718763518,11.284798554182982
2024-12-03,Micron,award_final,MU,AMAT,False,0.0006462449781346846,0.0006687858855747547,1.0348798183393733,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.33,507,1.2510274602420777,3.7999183014313993,10.680770863980147
2024-12-03,Micron,award_final,MU,AMD,False,0.0008956105463116913,0.0009600284519546457,1.0719262473049704,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.338,507,1.294860710759528,3.3342034660629642,16.00354842426736
2024-12-03,Micron,award_final,MU,ASML,False,0.0003328240985689651,3.45808170863868e-05,0.1039011815402581,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.969,507,1.3393048796579625,5.199728124740963,8.648681470100378
2024-12-03,Micron,award_final,MU,KLAC,False,0.0003540276177339192,0.00033659294844846,0.9507533638277824,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.405,507,1.2042325661352171,4.1911556470170765,5.871746422622436
2024-12-03,Micron,award_final,MU,LRCX,False,0.000647603006541236,0.0005923008998830464,0.9146049260123867,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.457,507,1.1996384010957855,4.148332074275126,5.979056908786731
2024-12-03,Micron,award_final,MU,MU,True,0.0007315920748275604,0.0008191878445815145,1.1197330763521474,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.347,507,1.308744540289237,4.118418926378225,8.323685325122762
2024-12-03,Micron,award_final,MU,NVDA,False,0.0005642212617697005,0.000582910228401194,1.033123471052606,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.394,507,1.1909683036387757,3.297567972512914,6.922850104670994
2024-12-03,Micron,award_final,MU,SMH,False,0.0002788839157765734,0.00026748063783900623,0.9591110232879014,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.423,507,1.2350718312264144,4.328369758618756,8.559277379588446
2024-12-03,Micron,award_final,MU,SOXX,False,0.00032131603952025744,0.00023509728043770222,0.7316699184663032,25,5,2024-10-21,2024-11-22,2024-12-04,2024-12-10,0.56,507,1.2154770175320848,4.046219035527279,6.614014951740669
2024-12-10,Samsung Texas,award_final,SSNLF,AMAT,False,0.000743337958339927,9.646414673770722e-05,0.12977158727792878,25,5,2024-10-28,2024-12-02,2024-12-11,2024-12-17,0.973,507,1.4119396347297644,3.9972729200346193,12.049790624261766
2024-12-10,Samsung Texas,award_final,SSNLF,AMD,False,0.0009450642506300443,0.0002723600816337077,0.2881921323890242,25,5,2024-10-28,2024-12-02,2024-12-11,2024-12-17,0.841,507,1.2604629678274555,3.3918074812558046,14.008257711800685
2024-12-10,Samsung Texas,award_final,SSNLF,ASML,False,0.0004091091620107861,0.00011307814262426233,0.2764009050016852,25,5,2024-10-28,2024-12-02,2024-12-11,2024-12-17,0.833,507,1.3977990643479068,5.519522924660398,8.648681470100378
2024-12-10,Samsung Texas,award_final,SSNLF,KLAC,False,0.0004185696522479167,5.3322335101724976e-05,0.1273917848925713,25,5,2024-10-28,2024-12-02,2024-12-11,2024-12-17,0.965,507,1.3306073310110595,4.49521771218113,9.57409973555059
2024-12-10,Samsung Texas,award_final,SSNLF,LRCX,False,0.0007544261316942621,0.000715067377486222,0.9478295454590766,25,5,2024-10-28,2024-12-02,2024-12-11,2024-12-17,0.458,507,1.3010078961357132,4.505100719875531,7.526182442705453
2024-12-10,Samsung Texas,award_final,SSNLF,NVDA,False,0.0005603530691954281,0.00042245412674423897,0.7539070453398451,25,5,2024-10-28,2024-12-02,2024-12-11,2024-12-17,0.56,507,1.2549668171069994,3.4534165268052437,8.020234299461535
2024-12-10,Samsung Texas,award_final,SSNLF,SMH,False,0.00030974449868163985,0.00033814880922524717,1.0917023891126527,25,5,2024-10-28,2024-12-02,2024-12-11,2024-12-17,0.393,507,1.2437732342608778,3.7818310705444054,7.65458567118596
2024-12-10,Samsung Texas,award_final,SSNLF,SOXX,False,0.00036400932508204726,0.00039497059419110866,1.0850562526168328,25,5,2024-10-28,2024-12-02,2024-12-11,2024-12-17,0.381,507,1.416790994219211,4.996800521871875,11.473375763308212
2024-12-13,SK hynix,award_final,,AMAT,False,0.0008012144812389088,0.00033110587849620975,0.4132549850874194,25,5,2024-10-31,2024-12-05,2024-12-16,2024-12-20,0.664,507,1.4496449624067118,4.847888844161146,14.895415934070996
2024-12-13,SK hynix,award_final,,AMD,False,0.0003806358455309539,0.0002977516202395813,0.7822479772609006,25,5,2024-10-31,2024-12-05,2024-12-16,2024-12-20,0.467,507,1.5296692608778828,4.799877125829343,21.524437783899874
2024-12-13,SK hynix,award_final,,ASML,False,0.0003321751170442195,0.00020226243487197205,0.6089030288353797,25,5,2024-10-31,2024-12-05,2024-12-16,2024-12-20,0.539,507,1.3582793978776584,5.305867553251367,8.648681470100378
2024-12-13,SK hynix,award_final,,KLAC,False,0.0004281197818995256,0.000348761541344581,0.8146354270226901,25,5,2024-10-31,2024-12-05,2024-12-16,2024-12-20,0.516,507,1.3235833040044942,4.49521771218113,6.156178388626391
2024-12-13,SK hynix,award_final,,LRCX,False,0.000705447355574582,0.0009234920748436056,1.3090871594400233,25,5,2024-10-31,2024-12-05,2024-12-16,2024-12-20,0.327,507,1.2505218572580254,4.20243863116034,7.077252840761977
2024-12-13,SK hynix,award_final,,NVDA,False,0.0006020362218316067,0.0003341121067324115,0.5549701074728104,25,5,2024-10-31,2024-12-05,2024-12-16,2024-12-20,0.65,507,1.24786848894031,4.1197687785235395,8.020234299461535
2024-12-13,SK hynix,award_final,,SMH,False,0.0002868774836807035,0.00037350568636870037,1.3019693340046674,25,5,2024-10-31,2024-12-05,2024-12-16,2024-12-20,0.281,507,1.1533367626780355,3.419577507487357,6.806660520588512
2024-12-13,SK hynix,award_final,,SOXX,False,0.0003115987643940171,0.0004851708782901443,1.5570372341934098,25,5,2024-10-31,2024-12-05,2024-12-16,2024-12-20,0.209,507,1.3563850167560265,4.914409320876864,11.404113457845126
2025-01-15,Intel,award_final,INTC,AMAT,False,0.0004963915510734638,0.0007323562886860492,1.4753601005140067,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.247,507,1.3551666843898125,3.9972729200346193,14.815331517068444
2025-01-15,Intel,award_final,INTC,AMD,False,0.0005686143353252866,0.00020354884568207632,0.35797346819550785,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.808,507,1.453534153075193,4.722835473816187,16.773108166898446
2025-01-15,Intel,award_final,INTC,ASML,False,0.0004121480338796133,0.0003905214556089288,0.9475271589503651,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.393,507,1.3414906529576516,5.305774899113401,7.598084891182553
2025-01-15,Intel,award_final,INTC,INTC,True,0.000751877057362133,0.0016400847519654899,2.1813203846377798,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.206,507,1.4976027251998663,4.895998512936573,11.021982526974464
