market,ticker,theta_eav,theta_eav_t,theta_eav_se,sigma2_sample,analyst_count,market_cap,institutions_pct,n_obs,n_events,source,log_analyst,log_mcap
TW,2886.TW,2.424005061478678e-05,0.8336215524692577,2.9078003733211665e-05,0.0001527152551047,8.0,584916729856.0,0.33956,3911,59,K1166,2.1972245773362196,27.09473533192017
TW,2887.TW,-1.3517052482792378e-05,-0.5498294289054692,2.458408330325355e-05,0.0001872141874359,4.0,600520523776.0,0.20579,3911,60,K1166,1.6094379124341003,27.121062655694224
TW,2603.TW,0.0008267164781047,2.9488948431390285,0.000280347900512,0.0006321126524062,8.0,433008574464.0,0.24931,3911,60,K1166,2.1972245773362196,26.79402336721011
TW,2615.TW,4.408306037066177e-05,0.2771535738942184,0.0001590564384621,0.0006896123940087,4.0,214670196736.0,0.09956,3911,60,K1166,1.6094379124341003,26.092368718669807
TW,2609.TW,0.0009713659927451,3.4600607985185636,0.0002807366833441,0.0007126496040877,5.0,176700473344.0,0.33035,3911,60,K1166,1.791759469228055,25.8977218950687
TW,1301.TW,3.595064176836597e-05,0.8670562274132508,4.14628724547888e-05,0.0002238692788233,5.0,327199096832.0,0.10755,3911,60,K1166,1.791759469228055,26.513834681377794
TW,1303.TW,0.0002147158984843,2.212640331783367,9.704057880535975e-05,0.0002657200366131,5.0,679671431168.0,0.12695,3911,60,K1166,1.791759469228055,27.244875328884095
TW,1326.TW,3.6910133361614995e-05,0.7874405151177594,4.6873551275292454e-05,0.0002398465590437,6.0,292158373888.0,0.07983,3911,60,K1166,1.9459101490553132,26.400561868510582
TW,2002.TW,5.559624065414248e-05,1.435644477328899,3.872563265634021e-05,0.0001630834216153,9.0,309467807744.0,0.13748999,3911,60,K1166,2.302585092994046,26.458119909910046
TW,2027.TW,0.0002271821669819,1.0621457522316664,0.0002138898230347,0.0004001327371855,2.0,90152017920.0,0.09222,3911,58,K1166,1.0986122886681098,25.22476317037184
TW,2317.TW,0.0002459056299894,3.8179936471655767,6.44070296376799e-05,0.0002979237281833,17.0,2792547680256.0,0.27219,3911,60,K1166,2.8903717578961645,28.657975442141854
TW,3045.TW,-3.995293781225209e-05,-1.408565665827984,2.8364270677268656e-05,0.0001007949120452,7.0,332696125440.0,0.27891,3911,61,K1166,2.0794415416798357,26.530495374095995
TW,2382.TW,0.0019548517015182,4.645479259532026,0.0004208073252091,0.0003663956939626,18.0,1229591281664.0,0.2565,3911,59,K1166,2.9444389791664403,27.837702938761797
TW,2912.TW,0.0001394243131765,2.1490707398950613,6.487655831343923e-05,0.0001923387110433,9.0,233915006976.0,0.26983,3911,60,K1166,2.302585092994046,26.178223668273176
TW,2637.TW,0.0003503496750565,1.6406563480183725,0.0002135423883738,0.0003842616306849,4.0,52621836288.0,0.14979,3684,57,K1166,1.6094379124341003,24.68639700909904
TW,1215.TW,0.0003075690000672,3.2278338228641754,9.528650387408964e-05,0.000231786106093,1.0,42744553472.0,0.17622,3911,59,K1166,0.6931471805599453,24.478507620048838
TW,2347.TW,0.000997997303528,2.8369513987679427,0.0003517851253854,0.0002255620487499,3.0,136771657728.0,0.21728,3911,60,K1166,1.3862943611198906,25.64157864031917
TW,1210.TW,8.501739932063492e-05,1.4202820286377775,5.985951917041216e-05,0.0001915934866283,1.0,46102573056.0,0.14001,3911,60,K1166,0.6931471805599453,24.554134600055207
TW,2892.TW,-1.8634916075920096e-05,-1.0600741019359927,1.757888061022103e-05,0.0001181471360673,2.0,409095897088.0,0.2831,3911,60,K1166,1.0986122886681098,26.737215432713896
US,AAPL,0.0021979582973953,4.068932358668565,0.0005401805937404,0.000317621774935,40.0,3792822075392.0,0.65293,3016,48,K1166,3.713572066704308,28.964131468859083
US,MSFT,0.0020396809273225,4.430089332426,0.0004604153041323,0.0002743779445526,54.0,2835080544256.0,0.75967,3016,48,K1166,4.007333185232471,28.673091463377
US,NVDA,0.0073171789274462,5.3248476125923565,0.0013741574331896,0.0008716957246528,56.0,4576631586816.0,0.69736,3016,48,K1166,4.04305126783455,29.151984382076346
US,GOOGL,0.0041601324587379,2.955907659190942,0.0014073959468262,0.0003164708302059,56.0,3862209232896.0,0.80774003,3016,48,K1166,4.04305126783455,28.982260475809642
US,AMZN,0.0072585292029484,2.914329160118515,0.0024906346552333,0.0004273473506716,64.0,2563921149952.0,0.67116,3016,48,K1166,4.174387269895637,28.572558901765266
US,META,0.004021964078133,7.19312619473488,0.0005591399301567,0.0005311952456119,60.0,1593771687936.0,0.78695,3015,48,K1166,4.110873864173311,28.097124453877264
US,TSLA,0.0127036365528677,4.343214500323623,0.0029249387871405,0.0012818399373679,41.0,1326447591424.0,0.44672,3016,48,K1166,3.7376696182833684,27.913525500828516
US,BRK-B,0.0001036173482507,1.594651825430192,6.497803884103895e-05,0.0001412797145186,3.0,1034780409856.0,0.66120005,3016,48,K1166,1.3862943611198906,27.665210355745494
US,UNH,0.0001242839155152,1.4936683276856006,8.320717070290828e-05,0.000319671948586,26.0,282804584448.0,0.84252,3016,48,K1166,3.295836866004329,26.36802198175681
US,V,0.0010341991043689,3.8985795468671016,0.0002652758759789,0.0002284655059498,35.0,592332324864.0,0.90654,3016,48,K1166,3.58351893845611,27.107333673894644
US,JPM,0.0001704273670659,2.523520994668878,6.753554554371766e-05,0.0002779586721729,23.0,839289536512.0,0.75359,3016,48,K1166,3.1780538303479458,27.455821581035046
US,WMT,1.337931656903908e-05,0.4002547360600424,3.3427003764502724e-05,0.0001738834771605,41.0,994078883840.0,0.38740003,3016,48,K1166,3.7376696182833684,27.625082400454147
US,MA,5.567609619871822e-05,1.1935286458929577,4.664831161807872e-05,0.0002715093940053,35.0,449056800768.0,0.91049004,3016,48,K1166,3.58351893845611,26.8304152217388
US,JNJ,-5.587656055476958e-05,-4.234553235828586,1.319538507203017e-05,0.0001278508765167,24.0,567989108736.0,0.75685996,3016,48,K1166,3.2188758248682006,27.06536808072316
US,XOM,0.0002275811995214,2.3510391167370304,9.680026074482578e-05,0.0002827838157093,24.0,634187022336.0,0.67573,3016,48,K1166,3.2188758248682006,27.17560973579493
US,PG,6.614261816917509e-05,0.2974607882496189,0.0002223574359443,0.0001291233128562,22.0,334737080320.0,0.70386004,3016,48,K1166,3.1354942159291497,26.536611225761686
US,HD,0.0002363133761278,0.7366255982543328,0.0003208052729743,0.000226461231765,33.0,336966123520.0,0.74435997,3016,48,K1166,3.5263605246161616,26.543248238566402
US,CVX,5.678293799701036e-05,1.8330969944391675,3.097650488177413e-05,0.0003235692927823,24.0,379934769152.0,0.67990994,3016,48,K1166,3.2188758248682006,26.66326541480524
US,ABBV,0.0001780565646212,1.6674885655369929,0.0001067812807243,0.0002808785812028,29.0,359677853696.0,0.76412004,3016,48,K1166,3.4011973816621555,26.608474616934092
US,AVGO,0.0028381589976882,5.54562131597749,0.0005117837724532,0.0005864307099855,43.0,1784093868032.0,0.79488,3016,48,K1166,3.784189633918261,28.209931765312025
US,COST,0.0009016914396666,4.418585224852409,0.0002040679072104,0.0001768934617843,32.0,437064892416.0,0.72523004,3016,48,K1166,3.4965075614664802,26.8033475162488
US,PEP,0.000111226386348,2.1859259688641677,5.08829612403828e-05,0.0001376566582245,21.0,213399994368.0,0.79783,3016,48,K1166,3.091042453358316,26.08643414942231
US,KO,0.0002008806470807,,,0.0001230540558593,23.0,327072579584.0,0.66629,3016,48,K1166,3.1780538303479458,26.513447939129467
US,MRK,3.731737425645448e-05,0.8413731865847436,4.43529397554623e-05,0.0001968373150594,27.0,295030521856.0,0.81394994,3016,48,K1166,3.332204510175204,26.410344651852853
US,ADBE,0.0037827503527546,4.614847557253691,0.0008196912911692,0.000421416301413,34.0,97017585664.0,0.88281,3016,48,K1166,3.5553480614894135,25.298158094522904
US,CSCO,0.0029119198682605,4.465527210850424,0.0006520887077308,0.0002364338820369,22.0,323021733888.0,0.82066,3016,48,K1166,3.1354942159291497,26.500985445484307
US,TMO,5.668669031766336e-05,1.153221375800798,4.915508115542869e-05,0.0002476568187567,25.0,188800385024.0,0.95455,3016,48,K1166,3.258096538021482,25.963956129977767
US,CRM,0.0045803482990407,4.816002231721005,0.0009510685582477,0.0004752281859018,52.0,161698103296.0,0.84975,3016,48,K1166,3.970291913552122,25.808996873689498
US,MCD,9.563177868798414e-05,0.9606591970508552,9.954808009080206e-05,0.0001541533036821,33.0,216091607040.0,0.75496,3016,48,K1166,3.5263605246161616,26.09896826138943
US,ABT,0.0031437661191702,,,0.0002088255656418,25.0,173942063104.0,0.81991,3016,48,K1166,3.258096538021482,25.88198811004723
JP,7203.T,0.0003039903932803,2.457298950780211,0.0001237091617134,0.0002868318419911,17.0,43257803309056.0,0.25719,2952,48,K1166,2.8903717578961645,31.39819875636288
JP,6758.T,0.0008845340289199,4.257716447774547,0.0002077484585386,0.0004174773213602,23.0,19312712613888.0,0.47841,2952,48,K1166,3.1780538303479458,30.59178467965927
JP,9984.T,0.0028239642824733,4.09981749108387,0.0006888024378194,0.0006997448677279,18.0,21450146709504.0,0.34604,2952,47,K1166,2.9444389791664403,30.6967526008831
JP,8306.T,0.0004449710839611,3.2724614005521064,0.0001359744331548,0.0003465560707977,12.0,32282528186368.0,0.38498002,2952,48,K1166,2.5649493574615367,31.105547276782858
JP,6861.T,0.0003168830316744,2.432112401164072,0.0001302912774602,0.000366310984113,16.0,15405200441344.0,0.36143002,2952,47,K1166,2.833213344056216,30.365726259339723
JP,9432.T,0.0005493763215852,3.653207280572312,0.0001503819190624,0.0001892433516678,14.0,12425244966912.0,0.14161,2952,48,K1166,2.70805020110221,30.15075140336373
JP,6098.T,0.0027314172119339,3.5577166447875475,0.0007677444509066,0.000512465248073,16.0,9767910113280.0,0.52511,2759,40,K1166,2.833213344056216,29.910123650532448
JP,7974.T,0.0003216054485655,3.7860267403747496,8.494537165727502e-05,0.0005000714672912,26.0,9565021143040.0,0.51199,2951,48,K1166,3.295836866004329,29.889133929277286
JP,6594.T,0.0024231550363969,3.489769285951136,0.0006943596661681,0.0004472747374675,8.0,2566587940864.0,0.44194,2952,48,K1166,2.1972245773362196,28.57359848325902
JP,8035.T,0.002846956975366,4.2418317600019355,0.0006711621621138,0.0005923559625856,22.0,19396458184704.0,0.57637,2952,48,K1166,3.1354942159291497,30.59611159753154
JP,4063.T,0.0012420634227834,4.328916393873861,0.0002869224789236,0.00035819897026,17.0,12366761689088.0,0.54113996,2952,48,K1166,2.8903717578961645,30.146033480598053
JP,6501.T,0.0012198324664795,4.289773791811865,0.0002843582262561,0.0004454801912115,14.0,21932229525504.0,0.48965,2952,48,K1166,2.70805020110221,30.71897833874041
JP,9433.T,0.0007401781182952,3.9550468692309817,0.0001871477488809,0.0002253379802658,13.0,9974545645568.0,0.37305,2952,48,K1166,2.6390573296152584,29.931057528350582
JP,8316.T,0.00015939464545,2.4434377369251927,6.523376595246946e-05,0.0003001753381441,13.0,21293005012992.0,0.40655,2952,48,K1166,2.6390573296152584,30.689399731561892
JP,8411.T,0.0005301891553945,3.298019514775315,0.0001607598599763,0.000278711588419,12.0,16476269445120.0,0.36903998,2952,48,K1166,2.5649493574615367,30.43294224616327
JP,6902.T,0.0008943697220214,3.389639459064108,0.0002638539386924,0.0003499524176421,16.0,5155626418176.0,0.26541,2952,48,K1166,2.833213344056216,29.271109742634906
JP,6367.T,0.0007836655304372,4.489235739920005,0.0001745654663373,0.0003507961838554,16.0,5925391302656.0,0.55483,2952,46,K1166,2.833213344056216,29.410267843411386
JP,8001.T,0.0001784203575996,2.9880258507138167,5.971178514302188e-05,0.000254842599087,13.0,14019017572352.0,0.3948,2952,46,K1166,2.6390573296152584,30.271435921781027
JP,8058.T,0.0009739855312723,3.913537320958405,0.0002488760043391,0.0002761026005826,14.0,19373743931392.0,0.30967,2952,46,K1166,2.70805020110221,30.594939859718938
JP,4502.T,0.0004076475251044,4.223759918353763,9.651294888544618e-05,0.0002061129198898,15.0,8902605275136.0,0.48728,2952,48,K1166,2.772588722239781,29.817365077373665
JP,6273.T,0.0003672413800091,2.321404120046058,0.0001581979530569,0.000434490977611,15.0,4532121632768.0,0.52162,2952,47,K1166,2.772588722239781,29.142211297385526
JP,7741.T,0.0009109450396443,3.8282173891255815,0.0002379554103254,0.0003749418857031,15.0,9824046678016.0,0.53069997,2952,48,K1166,2.772588722239781,29.915854238748757
JP,6981.T,0.0018394125516994,4.080398624469794,0.0004507923663802,0.0004587776318561,17.0,7590635372544.0,0.52099,2952,48,K1166,2.8903717578961645,29.65793641563008
JP,8801.T,0.0005117363582738,2.8772515336629128,0.0001778559685473,0.0003634327191757,11.0,4708864884736.0,0.4743,2952,48,K1166,2.4849066497880004,29.180467993793815
JP,6178.T,0.000655436350254,3.4547199289645367,0.0001897219930214,0.0002346876302007,8.0,5232046112768.0,0.19701,2503,40,K1166,2.1972245773362196,29.28582354364705
JP,7267.T,0.001173114141492,3.81872953448643,0.0003072001122095,0.0003489188381088,18.0,4881259692032.0,0.42605,2952,48,K1166,2.9444389791664403,29.21642443609597
JP,8031.T,0.0003532937645631,3.590970316191568,9.83839278676876e-05,0.0002952191179353,13.0,17700365533184.0,0.34576,2952,46,K1166,2.6390573296152584,30.504606406887408
JP,4503.T,0.0004920880189757,4.37131860953683,0.00011257198638,0.0002650289260005,14.0,4586906583040.0,0.5787,2952,48,K1166,2.70805020110221,29.154226965746492
JP,8002.T,0.0010714628525198,3.789831059089196,0.0002827204790435,0.0003440237864921,13.0,9718970974208.0,0.40405998,2952,46,K1166,2.6390573296152584,29.905100861945577
JP,6701.T,0.0024134872341916,4.335368723128224,0.0005566971089024,0.0004059705490351,12.0,5166044020736.0,0.53682,2952,48,K1166,2.5649493574615367,29.273128331807857
EU,SAP.DE,0.0004448478894603,3.712234086255531,0.0001198329305545,0.0002416832887394,27.0,166377160704.0,0.39055002,3046,48,K1166,3.332204510175204,25.83752310052852
EU,SIE.DE,0.0005219048639119,3.226272460089246,0.0001617671385067,0.0002815785145699,23.0,174439399424.0,0.43032002,3046,48,K1166,3.1780538303479458,25.88484323703498
EU,ALV.DE,0.0002418924740081,3.546196621993504,6.821180543343298e-05,0.0001995738112017,18.0,144073768960.0,0.4077,3046,48,K1166,2.9444389791664403,25.693591289793975
EU,MRK.DE,0.0002120334259952,2.3974454281027535,8.844139829410365e-05,0.0002539495918565,15.0,49129902080.0,0.55451,3046,48,K1166,2.772588722239781,24.617733690045398
EU,BMW.DE,0.0003523011038893,2.095983060737753,0.000168083946139,0.0003074218784057,23.0,50925916160.0,0.2384,3046,48,K1166,3.1780538303479458,24.653637789275464
EU,BAS.DE,1.3708119226029778e-05,0.3607385769765608,3.800014775497789e-05,0.0002788560004843,21.0,48328376320.0,0.32076,3046,48,K1166,3.091042453358316,24.6012847265428
EU,MBG.DE,-3.182302530801847e-05,-0.9046313479462617,3.5177893603029184e-05,0.0003577015441346,24.0,47958372352.0,0.37265998,3046,48,K1166,3.2188758248682006,24.593599228915153
EU,DTE.DE,0.0002828068867045,2.5592087943045203,0.0001105055934998,0.0001704071099737,18.0,140834848768.0,0.31672,3046,48,K1166,2.9444389791664403,25.670853755500477
EU,ADS.DE,0.0047778474273847,,,0.000384532336422,28.0,24119453696.0,0.5175,3046,48,K1166,3.367295829986474,23.906284559129325
EU,VOW3.DE,4.607810762246331e-05,0.4113244976932533,0.0001120237376593,0.000435247485101,22.0,44023750656.0,0.28405002,3046,48,K1166,3.1354942159291497,24.507995112868095
EU,TTE.PA,0.0002631636700784,,,0.0002833029374222,21.0,169971646464.0,0.57407004,3070,48,K1166,3.091042453358316,25.85889747458054
EU,AIR.PA,6.477785590800402e-05,1.1770937492538682,5.5032027779490945e-05,0.0004551628839694,22.0,134541516800.0,0.37576,3070,48,K1166,3.1354942159291497,25.625138663450887
EU,SAN.PA,0.0003177249532264,3.012092123148711,0.0001054831460115,0.0001994817274215,23.0,95535751168.0,0.42721,3070,48,K1166,3.1780538303479458,25.28276637215881
EU,BNP.PA,6.974526109817467e-05,0.9526170592183406,7.321437341821632e-05,0.0003765908746524,19.0,98890686464.0,0.41202998,3070,48,K1166,2.995732273553991,25.317280899897007
EU,SHEL.L,4.1733475775069646e-05,0.8967064440763445,4.654084516818361e-05,0.0003140269238215,16.0,194350202880.0,0.35216,3030,48,K1166,2.833213344056216,25.992927538133987
EU,AZN.L,-5.253430682553011e-05,-1.4133118742612123,3.7171064492040465e-05,0.0002393037150791,21.0,232438890496.0,0.57147,3030,48,K1166,3.091042453358316,26.171893190849893
EU,HSBA.L,0.0041018343853654,,,0.0002318311481342,17.0,228482514944.0,0.50997,3030,48,K1166,2.8903717578961645,26.154725523319964
EU,BP.L,8.542588984388803e-06,0.1827126501457332,4.675422844326958e-05,0.0003528825969193,19.0,89479233536.0,0.37825,3029,47,K1166,2.995732273553991,25.217272407773944
KR,005930.KS,8.932090090686309e-05,1.024371411221599,8.719581582264656e-05,0.0002845825064497,37.0,1326265231474688.0,0.47280997,2940,49,K1165,3.6375861597263857,34.82114329040884
KR,000660.KS,0.0005061055627645,2.446844890295784,0.0002068400677018,0.0005943123104986,39.0,736628901412864.0,0.44957,2940,47,K1165,3.6888794541139363,34.23310535540773
KR,207940.KS,-2.6211336158427073e-05,-0.1504661144950367,0.000174200923885,0.00057234326158,25.0,71750977060864.0,0.15499,2235,20,K1165,3.258096538021482,31.90422258804858
KR,005380.KS,0.0001103633620509,0.9112985620295204,0.0001211056032012,0.000415184910193,32.0,124551937654784.0,0.3008,2940,49,K1165,3.4965075614664802,32.45574391476008
KR,035420.KS,-0.0003061974443673,-6.504030870841745,4.707810440139632e-05,0.0004798806970348,26.0,29747478265856.0,0.39534,2940,48,K1165,3.295836866004329,31.023765480154594
KR,005490.KS,-3.317848634517797e-05,-0.3468753537882899,9.564959280856822e-05,0.0004797695830524,23.0,27223480336384.0,0.30024,2940,49,K1165,3.1780538303479458,30.935100964507704
KR,035720.KS,0.0002157828360686,0.6775471785816769,0.0003184764735059,0.0006065920941986,26.0,20674238218240.0,0.21150999,2940,45,K1165,3.295836866004329,30.659909510608824
KR,028260.KS,-1.0398599330392356e-05,-0.1047740475995809,9.924785353461852e-05,0.0004729836490151,16.0,47372381978624.0,0.29118,2703,35,K1165,2.833213344056216,31.48906051613923
KR,105560.KS,0.0001490219540264,1.4967668506326433,9.956256979066602e-05,0.0003803979320989,19.0,56154835124224.0,0.60046,2940,49,K1165,2.995732273553991,31.65913390425561
KR,055550.KS,7.30431238479877e-05,1.0116628212318026,7.220105584096711e-05,0.0003080229447803,20.0,46658524020736.0,0.47515,2940,49,K1165,3.044522437723423,31.473876749375474
CA,RY.TO,3.036175804331857e-05,1.2613683135381677,2.4070493699142577e-05,0.0001137638847151,14.0,332448628736.0,0.48441002,3009,49,K1165,2.70805020110221,26.529751185063855
CA,TD.TO,0.0001161953811654,,,0.0001361076261568,14.0,234849271808.0,0.55304,3009,49,K1165,2.70805020110221,26.182209748746097
CA,ENB.TO,4.486810797412688e-05,1.1117519443531405,4.035802069159668e-05,0.0002159036744298,21.0,161711144960.0,0.53008,3009,49,K1165,3.091042453358316,25.80907752484018
CA,BNS.TO,9.361809043042084e-05,2.423049790598409,3.863646995355403e-05,0.000134439968548,14.0,124973834240.0,0.5202,3009,49,K1165,2.70805020110221,25.55137022625695
CA,BMO.TO,6.84321513375216e-05,2.328243061156825,2.939218524010977e-05,0.0001579245265258,14.0,142192295936.0,0.53005004,3009,49,K1165,2.70805020110221,25.680446175182627
CA,CNQ.TO,0.0001162850046683,1.1294065004589435,0.0001029611611241,0.0005027745034873,19.0,135320526848.0,0.745,3007,49,K1165,2.995732273553991,25.630912074200438
CA,BCE.TO,9.448420376105486e-05,2.3694805598068394,3.987549227614563e-05,0.0001121096823997,17.0,30204510208.0,0.48037,3009,49,K1165,2.8903717578961645,24.131257094812195
CA,CP.TO,0.0005662874107136,3.137151345638238,0.0001805100705456,0.0002403902823211,20.0,99897933824.0,0.73509,3009,49,K1165,3.044522437723423,25.32741483994459
CA,MFC.TO,0.0011618851057409,3.945977274422788,0.0002944479972736,0.0002641148468197,15.0,85789474816.0,0.55357,3009,49,K1165,2.772588722239781,25.17516216477342
CA,CSU.TO,0.0013050532375913,4.688868161549086,0.0002783301198983,0.0002820172894801,12.0,52285861888.0,0.3832,3009,49,K1165,2.5649493574615367,24.679991844283016
HK,0700.HK,0.0006879667697895,3.081224901053244,0.0002232770381527,0.0004777450476146,44.0,4428080873472.0,0.24017,2954,49,K1165,3.8066624897703196,29.11898739471655
HK,0388.HK,5.520156458281531e-05,0.7949983774683042,6.943607200634337e-05,0.0003860739400716,17.0,512943816704.0,0.30567,2954,49,K1165,2.8903717578961645,26.96343215702401
HK,0939.HK,0.0002484385507675,1.3147679392273317,0.0001889600007386,0.000195952619328,17.0,2264319131648.0,0.18159,2954,48,K1165,2.8903717578961645,28.44829522554415
HK,0005.HK,0.0001252705316154,2.568051394292758,4.878038340427173e-05,0.0001987829881804,10.0,2388137345024.0,0.50997,2954,48,K1165,2.3978952727983707,28.501534824471666
HK,1398.HK,0.0001171791618437,1.9809649809098857,5.915256603371798e-05,0.0001927427783671,16.0,3265633976320.0,0.47605,2954,47,K1165,2.833213344056216,28.81447503325948
BR,VALE3.SA,0.0002885657148851,1.7126657863149175,0.0001684892155789,0.0006772164736615,12.0,371533119488.0,0.57060003,2984,43,K1168,2.5649493574615367,26.640903847838477
BR,ITUB4.SA,0.0008625105427987,3.4624227970011683,0.0002491060720677,0.0003695841471524,13.0,505990610944.0,0.60033,2984,49,K1168,2.6390573296152584,26.949783950615082
BR,PETR4.SA,0.0007198929666193,2.840656267913101,0.0002534248774661,0.0008338265806782,13.0,675932667904.0,0.61049,2983,48,K1168,2.6390573296152584,27.23935930433629
BR,BBDC4.SA,0.0026844366843229,3.9015464339076,0.0006880442741865,0.0004849912308545,13.0,217545261056.0,0.39905,2984,49,K1168,2.6390573296152584,26.10567276263521
BR,BBAS3.SA,0.002710642216586,3.891629278935051,0.0006965314582399,0.0006533324491494,13.0,141339443200.0,0.28485,2984,49,K1168,2.6390573296152584,25.67443023276454
BR,ABEV3.SA,-3.447122591962248e-05,-0.899563125053181,3.831996327949146e-05,0.0002666674004247,18.0,249744523264.0,0.099980004,2984,49,K1168,2.9444389791664403,26.24370432536176
BR,B3SA3.SA,0.0002829215710352,1.812706601351442,0.0001560768691548,0.000552665161178,14.0,97057882112.0,0.82895,2984,49,K1168,2.70805020110221,25.29857336028566
BR,ITSA4.SA,6.379727355820578e-05,0.90504798038272,7.049048773218373e-05,0.0003242374742317,7.0,164806803456.0,0.37798,2984,48,K1168,2.0794415416798357,25.828039736676455
BR,MGLU3.SA,0.0081803063585178,4.050705810293762,0.0020194767879044,0.0016450395177187,13.0,7250355200.0,0.29201,2983,46,K1168,2.6390573296152584,22.70431629771632
BR,RENT3.SA,0.0010458869732472,2.9015811818598594,0.0003604541481678,0.000657509100432,15.0,51618975744.0,0.79197997,2984,49,K1168,2.772588722239781,24.667155188808326
IN,RELIANCE.NS,0.0007300588148889,3.8057839449388537,0.0001918287599746,0.0002846745339661,34.0,17796553506816.0,0.27867,2958,49,K1168,3.5553480614894135,30.510025931266608
IN,TCS.NS,0.0014974811833482,3.532840134034064,0.0004238745956609,0.0002187321275553,43.0,8946083430400.0,0.16973,2958,49,K1168,3.784189633918261,29.822236946896165
IN,HDFCBANK.NS,0.000149779074252,3.4684485900613846,4.318330526255294e-05,0.0001915316141811,38.0,12233024208896.0,0.55576,2958,49,K1168,3.6635616461296463,30.135160312974122
IN,INFY.NS,0.0016010811118417,3.25055592399248,0.0004925560886444,0.0002768436564903,40.0,5166748663808.0,0.49056,2958,49,K1168,3.713572066704308,29.273264721474156
IN,ICICIBANK.NS,0.001291729724072,3.649015287943992,0.000353994056517,0.0003610354851377,39.0,9675494916096.0,0.55856,2958,49,K1168,3.6888794541139363,29.900617507654516
IN,SBIN.NS,0.0001663597722609,1.824292471510788,9.119139329845845e-05,0.0004146456759176,39.0,9817223593984.0,0.2891,2958,49,K1168,3.6888794541139363,29.915159468582473
IN,BHARTIARTL.NS,0.0002011447386151,3.0297868310391936,6.638907283988335e-05,0.0003312062586451,32.0,11396535287808.0,0.31827,2958,48,K1168,3.4965075614664802,30.064330503013206
IN,HINDUNILVR.NS,0.0001209672144849,4.540079543322379,2.66442940769412e-05,0.0001934660972535,36.0,4998776225792.0,0.19452,2958,49,K1168,3.6109179126442243,29.240214243563695
IN,ITC.NS,0.0007139086348783,4.017166931413777,0.0001777144557513,0.0002339624422855,33.0,3741925769216.0,0.50216997,2958,49,K1168,3.5263605246161616,28.950621506388604
IN,KOTAKBANK.NS,0.0005046385114828,2.4450684438868264,0.0002063903416464,0.0002711722700511,35.0,3698728632320.0,0.47109002,2958,49,K1168,3.58351893845611,28.939010263643805
MX,WALMEX.MX,0.001178812529166,3.6690576520027305,0.0003212848205104,0.0002478300063735,18.0,973378617344.0,0.13196,3015,49,K1172,2.9444389791664403,27.604038967126883
MX,AMXB.MX,0.0001354829505648,1.9106200296843852,7.091046281306364e-05,0.0002720243035953,11.0,1368592089088.0,0.069860004,3015,49,K1172,2.4849066497880004,27.94480365515291
MX,GFNORTEO.MX,0.0005789749116851,3.2264028374227323,0.0001794490461543,0.0004093359270326,15.0,539330838528.0,0.42558,3015,49,K1172,2.772588722239781,27.013595020165397
MX,FEMSAUBD.MX,0.0001019909042888,1.223910855701285,8.333197129005951e-05,0.0001995676607587,13.0,831899500544.0,0.21014999,3015,49,K1172,2.6390573296152584,27.44697747785622
