date_utc,ticker,count
2024-01-11,000660.KS,0
2024-01-11,005930.KS,1
2024-01-11,005380.KS,3
2024-01-11,ENB.TO,0
2024-01-11,CP.TO,0
2024-01-11,CNQ.TO,0
2024-01-11,0700.HK,0
2024-01-11,0388.HK,0
2024-01-11,0939.HK,0
2024-01-11,ABEV3.SA,0
2024-01-11,RENT3.SA,0
2024-01-11,B3SA3.SA,0
2024-01-11,TCS.NS,1
2024-01-11,INFY.NS,2
2024-01-11,ICICIBANK.NS,0
2024-01-12,2330.TW,0
2024-01-12,2454.TW,0
2024-01-12,2317.TW,0
2024-01-12,2303.TW,0
2024-01-12,AMZN,1
2024-01-12,META,30
2024-01-12,NVDA,3
2024-01-12,AAPL,1
2024-01-12,7974.T,0
2024-01-12,6758.T,3
2024-01-12,8035.T,0
2024-01-12,7203.T,6
2024-01-12,ADS.DE,0
2024-01-12,SAP.DE,1
2024-01-12,MBG.DE,1
2024-01-12,ASML.AS,0
2024-01-12,MC.PA,1
2024-01-12,000660.KS,0
2024-01-12,005930.KS,0
2024-01-12,005380.KS,0
2024-01-12,ENB.TO,0
2024-01-12,CP.TO,0
2024-01-12,CNQ.TO,1
2024-01-12,0700.HK,1
2024-01-12,0388.HK,0
2024-01-12,0939.HK,0
2024-01-12,ABEV3.SA,0
2024-01-12,RENT3.SA,0
2024-01-12,B3SA3.SA,0
2024-01-12,TCS.NS,0
2024-01-12,INFY.NS,0
2024-01-12,ICICIBANK.NS,0
2024-01-13,2330.TW,0
2024-01-13,2454.TW,0
2024-01-13,2317.TW,0
2024-01-13,2303.TW,0
2024-01-13,AMZN,0
2024-01-13,META,15
2024-01-13,NVDA,0
2024-01-13,AAPL,2
2024-01-13,7974.T,0
2024-01-13,6758.T,1
2024-01-13,8035.T,0
2024-01-13,7203.T,0
2024-01-13,ADS.DE,0
2024-01-13,SAP.DE,1
2024-01-13,MBG.DE,0
2024-01-13,ASML.AS,0
2024-01-13,MC.PA,1
2024-01-13,000660.KS,0
2024-01-13,005930.KS,1
2024-01-13,005380.KS,0
2024-01-13,ENB.TO,0
2024-01-13,CP.TO,0
2024-01-13,CNQ.TO,0
2024-01-13,0700.HK,0
2024-01-13,0388.HK,0
2024-01-13,0939.HK,0
2024-01-13,ABEV3.SA,0
2024-01-13,RENT3.SA,0
2024-01-13,B3SA3.SA,0
2024-01-13,TCS.NS,0
2024-01-13,INFY.NS,0
2024-01-13,ICICIBANK.NS,0
2024-01-16,2330.TW,0
2024-01-16,2454.TW,1
2024-01-16,2317.TW,0
2024-01-16,2303.TW,0
2024-01-16,AMZN,1
2024-01-16,META,35
2024-01-16,NVDA,0
2024-01-16,AAPL,7
2024-01-16,7974.T,0
2024-01-16,6758.T,2
2024-01-16,8035.T,0
2024-01-16,7203.T,4
2024-01-16,ADS.DE,1
2024-01-16,SAP.DE,1
2024-01-16,MBG.DE,1
2024-01-16,ASML.AS,0
2024-01-16,MC.PA,2
2024-01-16,000660.KS,0
2024-01-16,005930.KS,2
2024-01-16,005380.KS,2
2024-01-16,ENB.TO,0
2024-01-16,CP.TO,0
2024-01-16,CNQ.TO,0
2024-01-16,0700.HK,0
2024-01-16,0388.HK,0
2024-01-16,0939.HK,0
2024-01-16,ABEV3.SA,0
2024-01-16,RENT3.SA,0
2024-01-16,B3SA3.SA,0
2024-01-16,TCS.NS,0
2024-01-16,INFY.NS,2
2024-01-16,ICICIBANK.NS,0
2024-01-17,2330.TW,0
2024-01-17,2454.TW,0
2024-01-17,2317.TW,0
2024-01-17,2303.TW,0
2024-01-17,AMZN,3
2024-01-17,META,46
2024-01-17,NVDA,2
2024-01-17,AAPL,3
2024-01-17,7974.T,0
2024-01-17,6758.T,4
2024-01-17,8035.T,0
2024-01-17,7203.T,3
2024-01-17,ADS.DE,0
2024-01-17,SAP.DE,6
2024-01-17,MBG.DE,3
2024-01-17,ASML.AS,0
2024-01-17,MC.PA,0
2024-01-17,000660.KS,0
2024-01-17,005930.KS,0
2024-01-17,005380.KS,0
2024-01-17,ENB.TO,0
2024-01-17,CP.TO,0
2024-01-17,CNQ.TO,0
2024-01-17,0700.HK,0
2024-01-17,0388.HK,0
2024-01-17,0939.HK,0
2024-01-17,ABEV3.SA,0
2024-01-17,RENT3.SA,0
2024-01-17,B3SA3.SA,0
2024-01-17,TCS.NS,3
2024-01-17,INFY.NS,3
2024-01-17,ICICIBANK.NS,0
2024-01-18,2330.TW,5
2024-01-18,2454.TW,0
2024-01-18,2317.TW,0
2024-01-18,2303.TW,0
2024-01-18,AMZN,5
2024-01-18,META,30
2024-01-18,NVDA,6
2024-01-18,AAPL,6
2024-01-18,7974.T,0
2024-01-18,6758.T,2
2024-01-18,8035.T,0
2024-01-18,7203.T,9
2024-01-18,ADS.DE,0
2024-01-18,SAP.DE,4
2024-01-18,MBG.DE,1
2024-01-18,ASML.AS,0
2024-01-18,MC.PA,1
2024-01-18,000660.KS,0
2024-01-18,005930.KS,2
2024-01-18,005380.KS,2
2024-01-18,ENB.TO,0
2024-01-18,CP.TO,0
2024-01-18,CNQ.TO,0
2024-01-18,0700.HK,0
2024-01-18,0388.HK,0
2024-01-18,0939.HK,0
2024-01-18,ABEV3.SA,0
2024-01-18,RENT3.SA,0
2024-01-18,B3SA3.SA,0
2024-01-18,TCS.NS,3
2024-01-18,INFY.NS,1
2024-01-18,ICICIBANK.NS,0
2024-01-19,2330.TW,3
2024-01-19,2454.TW,0
2024-01-19,2317.TW,0
2024-01-19,2303.TW,0
2024-01-19,AMZN,0
2024-01-19,META,45
2024-01-19,NVDA,5
2024-01-19,AAPL,1
2024-01-19,7974.T,0
2024-01-19,6758.T,8
2024-01-19,8035.T,0
2024-01-19,7203.T,0
2024-01-19,ADS.DE,2
2024-01-19,SAP.DE,2
2024-01-19,MBG.DE,0
2024-01-19,ASML.AS,0
2024-01-19,MC.PA,1
2024-01-19,000660.KS,0
2024-01-19,005930.KS,2
2024-01-19,005380.KS,0
2024-01-19,ENB.TO,0
2024-01-19,CP.TO,0
2024-01-19,CNQ.TO,0
2024-01-19,0700.HK,0
2024-01-19,0388.HK,0
2024-01-19,0939.HK,0
2024-01-19,ABEV3.SA,0
2024-01-19,RENT3.SA,0
2024-01-19,B3SA3.SA,0
2024-01-19,TCS.NS,0
2024-01-19,INFY.NS,0
2024-01-19,ICICIBANK.NS,0
2024-01-20,2330.TW,2
2024-01-20,2454.TW,0
2024-01-20,2317.TW,0
2024-01-20,2303.TW,0
2024-01-20,AMZN,0
2024-01-20,META,21
2024-01-20,NVDA,2
2024-01-20,AAPL,0
2024-01-20,7974.T,0
2024-01-20,6758.T,2
2024-01-20,8035.T,0
2024-01-20,7203.T,0
2024-01-20,ADS.DE,0
2024-01-20,SAP.DE,1
2024-01-20,MBG.DE,0
2024-01-20,ASML.AS,0
2024-01-20,MC.PA,0
2024-01-20,000660.KS,0
2024-01-20,005930.KS,0
2024-01-20,005380.KS,0
2024-01-20,ENB.TO,0
2024-01-20,CP.TO,3
2024-01-20,CNQ.TO,0
2024-01-20,0700.HK,0
2024-01-20,0388.HK,0
2024-01-20,0939.HK,0
2024-01-20,ABEV3.SA,0
2024-01-20,RENT3.SA,0
2024-01-20,B3SA3.SA,0
2024-01-20,TCS.NS,0
2024-01-20,INFY.NS,0
2024-01-20,ICICIBANK.NS,0
2024-01-21,2330.TW,2
2024-01-21,2454.TW,0
2024-01-21,2317.TW,0
2024-01-21,2303.TW,0
2024-01-21,AMZN,1
2024-01-21,META,17
2024-01-21,NVDA,6
2024-01-21,AAPL,2
2024-01-21,7974.T,0
2024-01-21,6758.T,0
2024-01-21,8035.T,0
2024-01-21,7203.T,2
2024-01-21,ADS.DE,0
2024-01-21,SAP.DE,1
2024-01-21,MBG.DE,0
2024-01-21,ASML.AS,0
2024-01-21,MC.PA,1
2024-01-21,000660.KS,0
2024-01-21,005930.KS,0
2024-01-21,005380.KS,0
2024-01-21,ENB.TO,0
2024-01-21,CP.TO,0
2024-01-21,CNQ.TO,0
2024-01-21,0700.HK,0
2024-01-21,0388.HK,0
2024-01-21,0939.HK,0
2024-01-21,ABEV3.SA,0
2024-01-21,RENT3.SA,0
2024-01-21,B3SA3.SA,0
2024-01-21,TCS.NS,0
2024-01-21,INFY.NS,0
2024-01-21,ICICIBANK.NS,0
2024-01-22,2330.TW,3
2024-01-22,2454.TW,0
2024-01-22,2317.TW,2
2024-01-22,2303.TW,2
2024-01-22,AMZN,0
2024-01-22,META,16
2024-01-22,NVDA,9
2024-01-22,AAPL,0
2024-01-22,7974.T,0
2024-01-22,6758.T,5
2024-01-22,8035.T,0
2024-01-22,7203.T,3
2024-01-22,ADS.DE,0
2024-01-22,SAP.DE,3
2024-01-22,MBG.DE,0
2024-01-22,ASML.AS,0
2024-01-22,MC.PA,1
2024-01-22,000660.KS,0
2024-01-22,005930.KS,0
2024-01-22,005380.KS,0
2024-01-22,ENB.TO,0
2024-01-22,CP.TO,0
2024-01-22,CNQ.TO,0
2024-01-22,0700.HK,1
2024-01-22,0388.HK,0
2024-01-22,0939.HK,0
2024-01-22,ABEV3.SA,0
2024-01-22,RENT3.SA,0
2024-01-22,B3SA3.SA,0
2024-01-22,TCS.NS,0
2024-01-22,INFY.NS,0
2024-01-22,ICICIBANK.NS,0
2024-01-23,2330.TW,0
2024-01-23,2454.TW,0
2024-01-23,2317.TW,0
2024-01-23,2303.TW,0
2024-01-23,AMZN,1
2024-01-23,META,34
2024-01-23,NVDA,4
2024-01-23,AAPL,5
2024-01-23,7974.T,0
2024-01-23,6758.T,3
2024-01-23,8035.T,0
2024-01-23,7203.T,10
2024-01-23,ADS.DE,0
2024-01-23,SAP.DE,4
2024-01-23,MBG.DE,0
2024-01-23,ASML.AS,0
2024-01-23,MC.PA,1
2024-01-23,000660.KS,0
2024-01-23,005930.KS,0
2024-01-23,005380.KS,0
2024-01-23,ENB.TO,0
2024-01-23,CP.TO,0
2024-01-23,CNQ.TO,0
2024-01-23,0700.HK,0
2024-01-23,0388.HK,0
2024-01-23,0939.HK,0
2024-01-23,ABEV3.SA,0
2024-01-23,RENT3.SA,0
2024-01-23,B3SA3.SA,0
2024-01-23,TCS.NS,0
2024-01-23,INFY.NS,0
2024-01-23,ICICIBANK.NS,0
2024-01-24,2330.TW,3
2024-01-24,2454.TW,0
2024-01-24,2317.TW,0
2024-01-24,2303.TW,0
2024-01-24,AMZN,0
2024-01-24,META,51
2024-01-24,NVDA,13
2024-01-24,AAPL,7
2024-01-24,7974.T,0
2024-01-24,6758.T,4
2024-01-24,8035.T,0
2024-01-24,7203.T,7
2024-01-24,ADS.DE,0
2024-01-24,SAP.DE,2
2024-01-24,MBG.DE,0
2024-01-24,ASML.AS,0
2024-01-24,MC.PA,0
2024-01-24,000660.KS,0
2024-01-24,005930.KS,3
2024-01-24,005380.KS,0
2024-01-24,ENB.TO,0
2024-01-24,CP.TO,1
2024-01-24,CNQ.TO,0
2024-01-24,0700.HK,0
2024-01-24,0388.HK,0
2024-01-24,0939.HK,0
2024-01-24,ABEV3.SA,0
2024-01-24,RENT3.SA,0
2024-01-24,B3SA3.SA,0
2024-01-24,TCS.NS,1
2024-01-24,INFY.NS,0
2024-01-24,ICICIBANK.NS,0
2024-01-25,2330.TW,0
2024-01-25,2454.TW,0
2024-01-25,2317.TW,0
2024-01-25,2303.TW,0
2024-01-25,AMZN,0
2024-01-25,META,28
2024-01-25,NVDA,7
2024-01-25,AAPL,2
2024-01-25,7974.T,0
2024-01-25,6758.T,5
2024-01-25,8035.T,0
2024-01-25,7203.T,4
2024-01-25,ADS.DE,0
2024-01-25,SAP.DE,6
2024-01-25,MBG.DE,0
2024-01-25,ASML.AS,0
2024-01-25,MC.PA,1
2024-01-25,000660.KS,0
2024-01-25,005930.KS,0
2024-01-25,005380.KS,1
2024-01-25,ENB.TO,0
2024-01-25,CP.TO,1
2024-01-25,CNQ.TO,0
2024-01-25,0700.HK,1
2024-01-25,0388.HK,0
2024-01-25,0939.HK,0
2024-01-25,ABEV3.SA,0
2024-01-25,RENT3.SA,0
2024-01-25,B3SA3.SA,0
2024-01-25,TCS.NS,0
2024-01-25,INFY.NS,2
2024-01-25,ICICIBANK.NS,0
2024-01-26,2330.TW,1
2024-01-26,2454.TW,0
2024-01-26,2317.TW,0
2024-01-26,2303.TW,0
2024-01-26,AMZN,0
2024-01-26,META,36
2024-01-26,NVDA,5
2024-01-26,AAPL,2
2024-01-26,7974.T,0
2024-01-26,6758.T,4
2024-01-26,8035.T,0
2024-01-26,7203.T,3
2024-01-26,ADS.DE,0
2024-01-26,SAP.DE,1
2024-01-26,MBG.DE,0
2024-01-26,ASML.AS,0
2024-01-26,MC.PA,3
2024-01-26,000660.KS,0
2024-01-26,005930.KS,2
2024-01-26,005380.KS,0
2024-01-26,ENB.TO,0
2024-01-26,CP.TO,0
2024-01-26,CNQ.TO,0
2024-01-26,0700.HK,0
2024-01-26,0388.HK,0
2024-01-26,0939.HK,0
2024-01-26,ABEV3.SA,0
2024-01-26,RENT3.SA,0
2024-01-26,B3SA3.SA,0
2024-01-26,TCS.NS,0
2024-01-26,INFY.NS,1
2024-01-26,ICICIBANK.NS,0
2024-01-27,2330.TW,0
2024-01-27,2454.TW,0
2024-01-27,2317.TW,0
2024-01-27,2303.TW,0
2024-01-27,AMZN,0
2024-01-27,META,23
2024-01-27,NVDA,0
2024-01-27,AAPL,0
2024-01-27,7974.T,0
2024-01-27,6758.T,0
2024-01-27,8035.T,0
2024-01-27,7203.T,0
2024-01-27,ADS.DE,1
2024-01-27,SAP.DE,1
2024-01-27,MBG.DE,0
2024-01-27,ASML.AS,0
2024-01-27,MC.PA,0
2024-01-27,000660.KS,0
2024-01-27,005930.KS,0
2024-01-27,005380.KS,0
2024-01-27,ENB.TO,0
2024-01-27,CP.TO,0
2024-01-27,CNQ.TO,0
2024-01-27,0700.HK,0
2024-01-27,0388.HK,0
2024-01-27,0939.HK,0
2024-01-27,ABEV3.SA,0
2024-01-27,RENT3.SA,0
2024-01-27,B3SA3.SA,0
2024-01-27,TCS.NS,0
2024-01-27,INFY.NS,1
2024-01-27,ICICIBANK.NS,0
2024-01-28,2330.TW,0
2024-01-28,2454.TW,0
2024-01-28,2317.TW,0
2024-01-28,2303.TW,0
2024-01-28,AMZN,0
2024-01-28,META,12
2024-01-28,NVDA,2
2024-01-28,AAPL,0
2024-01-28,7974.T,0
2024-01-28,6758.T,2
2024-01-28,8035.T,0
2024-01-28,7203.T,1
2024-01-28,ADS.DE,1
2024-01-28,SAP.DE,1
2024-01-28,MBG.DE,0
2024-01-28,ASML.AS,0
2024-01-28,MC.PA,0
2024-01-28,000660.KS,0
2024-01-28,005930.KS,0
2024-01-28,005380.KS,1
2024-01-28,ENB.TO,0
2024-01-28,CP.TO,1
2024-01-28,CNQ.TO,0
2024-01-28,0700.HK,0
2024-01-28,0388.HK,0
2024-01-28,0939.HK,0
2024-01-28,ABEV3.SA,0
2024-01-28,RENT3.SA,0
2024-01-28,B3SA3.SA,0
2024-01-28,TCS.NS,0
2024-01-28,INFY.NS,0
2024-01-28,ICICIBANK.NS,0
2024-01-29,2330.TW,0
2024-01-29,2454.TW,0
2024-01-29,2317.TW,0
2024-01-29,2303.TW,0
2024-01-29,AMZN,3
2024-01-29,META,41
2024-01-29,NVDA,8
2024-01-29,AAPL,5
2024-01-29,7974.T,0
2024-01-29,6758.T,6
2024-01-29,8035.T,0
2024-01-29,7203.T,7
2024-01-29,ADS.DE,0
2024-01-29,SAP.DE,1
2024-01-29,MBG.DE,0
2024-01-29,ASML.AS,0
2024-01-29,MC.PA,1
2024-01-29,000660.KS,0
2024-01-29,005930.KS,0
2024-01-29,005380.KS,0
2024-01-29,ENB.TO,0
2024-01-29,CP.TO,0
2024-01-29,CNQ.TO,0
2024-01-29,0700.HK,0
2024-01-29,0388.HK,0
2024-01-29,0939.HK,0
2024-01-29,ABEV3.SA,0
2024-01-29,RENT3.SA,0
2024-01-29,B3SA3.SA,0
2024-01-29,TCS.NS,0
2024-01-29,INFY.NS,1
2024-01-29,ICICIBANK.NS,0
2024-01-30,2330.TW,1
2024-01-30,2454.TW,0
2024-01-30,2317.TW,0
2024-01-30,2303.TW,0
2024-01-30,AMZN,2
2024-01-30,META,33
2024-01-30,NVDA,10
2024-01-30,AAPL,7
2024-01-30,7974.T,0
2024-01-30,6758.T,7
2024-01-30,8035.T,0
2024-01-30,7203.T,9
2024-01-30,ADS.DE,2
2024-01-30,SAP.DE,5
2024-01-30,MBG.DE,0
2024-01-30,ASML.AS,0
2024-01-30,MC.PA,0
2024-01-30,000660.KS,0
2024-01-30,005930.KS,1
2024-01-30,005380.KS,0
2024-01-30,ENB.TO,1
2024-01-30,CP.TO,0
2024-01-30,CNQ.TO,0
2024-01-30,0700.HK,3
2024-01-30,0388.HK,0
2024-01-30,0939.HK,0
2024-01-30,ABEV3.SA,0
2024-01-30,RENT3.SA,0
2024-01-30,B3SA3.SA,0
2024-01-30,TCS.NS,2
2024-01-30,INFY.NS,0
2024-01-30,ICICIBANK.NS,0
2024-01-31,2330.TW,1
2024-01-31,2454.TW,0
2024-01-31,2317.TW,0
2024-01-31,2303.TW,0
2024-01-31,AMZN,2
2024-01-31,META,29
2024-01-31,NVDA,3
2024-01-31,AAPL,1
2024-01-31,7974.T,0
2024-01-31,6758.T,1
2024-01-31,8035.T,0
2024-01-31,7203.T,6
2024-01-31,ADS.DE,0
2024-01-31,SAP.DE,6
2024-01-31,MBG.DE,0
2024-01-31,ASML.AS,0
2024-01-31,MC.PA,0
2024-01-31,000660.KS,0
2024-01-31,005930.KS,0
2024-01-31,005380.KS,0
2024-01-31,ENB.TO,0
2024-01-31,CP.TO,0
2024-01-31,CNQ.TO,0
2024-01-31,0700.HK,0
2024-01-31,0388.HK,0
2024-01-31,0939.HK,0
2024-01-31,ABEV3.SA,0
2024-01-31,RENT3.SA,0
2024-01-31,B3SA3.SA,0
2024-01-31,TCS.NS,0
2024-01-31,INFY.NS,1
2024-01-31,ICICIBANK.NS,0
2024-02-01,2330.TW,0
2024-02-01,2454.TW,0
2024-02-01,2317.TW,0
2024-02-01,2303.TW,0
2024-02-01,AMZN,1
2024-02-01,META,38
2024-02-01,NVDA,1
2024-02-01,AAPL,3
2024-02-01,7974.T,0
2024-02-01,6758.T,2
2024-02-01,8035.T,0
2024-02-01,7203.T,14
2024-02-01,ADS.DE,1
2024-02-01,SAP.DE,3
2024-02-01,MBG.DE,0
2024-02-01,ASML.AS,0
2024-02-01,MC.PA,0
2024-02-01,000660.KS,0
2024-02-01,005930.KS,0
2024-02-01,005380.KS,0
2024-02-01,ENB.TO,0
2024-02-01,CP.TO,0
2024-02-01,CNQ.TO,0
2024-02-01,0700.HK,0
2024-02-01,0388.HK,0
2024-02-01,0939.HK,0
2024-02-01,ABEV3.SA,0
2024-02-01,RENT3.SA,0
2024-02-01,B3SA3.SA,0
2024-02-01,TCS.NS,0
2024-02-01,INFY.NS,0
2024-02-01,ICICIBANK.NS,0
2024-02-02,2330.TW,0
2024-02-02,2454.TW,0
2024-02-02,2317.TW,0
2024-02-02,2303.TW,0
2024-02-02,AMZN,0
2024-02-02,META,43
2024-02-02,NVDA,7
2024-02-02,AAPL,6
2024-02-02,7974.T,0
2024-02-02,6758.T,4
2024-02-02,8035.T,0
2024-02-02,7203.T,5
2024-02-02,ADS.DE,1
2024-02-02,SAP.DE,1
2024-02-02,MBG.DE,0
2024-02-02,ASML.AS,0
2024-02-02,MC.PA,0
2024-02-02,000660.KS,0
2024-02-02,005930.KS,1
2024-02-02,005380.KS,0
2024-02-02,ENB.TO,2
2024-02-02,CP.TO,0
2024-02-02,CNQ.TO,2
2024-02-02,0700.HK,0
2024-02-02,0388.HK,0
2024-02-02,0939.HK,0
2024-02-02,ABEV3.SA,0
2024-02-02,RENT3.SA,0
2024-02-02,B3SA3.SA,0
2024-02-02,TCS.NS,4
2024-02-02,INFY.NS,0
2024-02-02,ICICIBANK.NS,0
2024-02-03,2330.TW,0
2024-02-03,2454.TW,0
2024-02-03,2317.TW,0
2024-02-03,2303.TW,0
2024-02-03,AMZN,0
2024-02-03,META,18
2024-02-03,NVDA,2
2024-02-03,AAPL,0
2024-02-03,7974.T,0
2024-02-03,6758.T,1
2024-02-03,8035.T,0
2024-02-03,7203.T,0
2024-02-03,ADS.DE,0
2024-02-03,SAP.DE,3
2024-02-03,MBG.DE,0
2024-02-03,ASML.AS,0
2024-02-03,MC.PA,0
2024-02-03,000660.KS,0
2024-02-03,005930.KS,0
2024-02-03,005380.KS,0
2024-02-03,ENB.TO,0
2024-02-03,CP.TO,0
2024-02-03,CNQ.TO,0
2024-02-03,0700.HK,0
2024-02-03,0388.HK,0
2024-02-03,0939.HK,0
2024-02-03,ABEV3.SA,0
2024-02-03,RENT3.SA,0
2024-02-03,B3SA3.SA,0
2024-02-03,TCS.NS,1
2024-02-03,INFY.NS,2
2024-02-03,ICICIBANK.NS,0
2024-02-04,2330.TW,0
2024-02-04,2454.TW,0
2024-02-04,2317.TW,0
2024-02-04,2303.TW,0
2024-02-04,AMZN,0
2024-02-04,META,19
2024-02-04,NVDA,1
2024-02-04,AAPL,1
2024-02-04,7974.T,0
2024-02-04,6758.T,2
2024-02-04,8035.T,0
2024-02-04,7203.T,2
2024-02-04,ADS.DE,0
2024-02-04,SAP.DE,1
2024-02-04,MBG.DE,0
2024-02-04,ASML.AS,0
2024-02-04,MC.PA,0
2024-02-04,000660.KS,0
2024-02-04,005930.KS,0
2024-02-04,005380.KS,0
2024-02-04,ENB.TO,0
2024-02-04,CP.TO,0
2024-02-04,CNQ.TO,0
2024-02-04,0700.HK,0
2024-02-04,0388.HK,0
2024-02-04,0939.HK,0
2024-02-04,ABEV3.SA,0
2024-02-04,RENT3.SA,0
2024-02-04,B3SA3.SA,0
2024-02-04,TCS.NS,0
2024-02-04,INFY.NS,1
2024-02-04,ICICIBANK.NS,0
2024-02-05,2330.TW,1
2024-02-05,2454.TW,1
2024-02-05,2317.TW,1
2024-02-05,2303.TW,0
2024-02-05,AMZN,0
2024-02-05,META,35
2024-02-05,NVDA,5
2024-02-05,AAPL,3
2024-02-05,7974.T,0
2024-02-05,6758.T,1
2024-02-05,8035.T,0
2024-02-05,7203.T,1
2024-02-05,ADS.DE,1
2024-02-05,SAP.DE,3
2024-02-05,MBG.DE,0
2024-02-05,ASML.AS,0
2024-02-05,MC.PA,1
2024-02-05,000660.KS,0
2024-02-05,005930.KS,19
2024-02-05,005380.KS,0
2024-02-05,ENB.TO,0
2024-02-05,CP.TO,0
2024-02-05,CNQ.TO,0
2024-02-05,0700.HK,0
2024-02-05,0388.HK,0
2024-02-05,0939.HK,0
2024-02-05,ABEV3.SA,0
2024-02-05,RENT3.SA,0
2024-02-05,B3SA3.SA,0
2024-02-05,TCS.NS,0
2024-02-05,INFY.NS,2
2024-02-05,ICICIBANK.NS,0
2024-02-06,2330.TW,2
2024-02-06,2454.TW,1
2024-02-06,2317.TW,0
2024-02-06,2303.TW,0
2024-02-06,AMZN,1
2024-02-06,META,41
2024-02-06,NVDA,1
2024-02-06,AAPL,1
2024-02-06,7974.T,1
2024-02-06,6758.T,1
2024-02-06,8035.T,0
2024-02-06,7203.T,4
2024-02-06,ADS.DE,0
2024-02-06,SAP.DE,5
2024-02-06,MBG.DE,1
2024-02-06,ASML.AS,0
2024-02-06,MC.PA,1
2024-02-06,000660.KS,0
2024-02-06,005930.KS,4
2024-02-06,005380.KS,0
2024-02-06,ENB.TO,0
2024-02-06,CP.TO,0
2024-02-06,CNQ.TO,0
2024-02-06,0700.HK,1
2024-02-06,0388.HK,0
2024-02-06,0939.HK,0
2024-02-06,ABEV3.SA,0
2024-02-06,RENT3.SA,0
2024-02-06,B3SA3.SA,0
2024-02-06,TCS.NS,0
2024-02-06,INFY.NS,0
2024-02-06,ICICIBANK.NS,0
2024-02-07,2330.TW,1
2024-02-07,2454.TW,0
2024-02-07,2317.TW,1
2024-02-07,2303.TW,0
2024-02-07,AMZN,1
2024-02-07,META,29
2024-02-07,NVDA,3
2024-02-07,AAPL,6
2024-02-07,7974.T,0
2024-02-07,6758.T,2
2024-02-07,8035.T,0
2024-02-07,7203.T,9
2024-02-07,ADS.DE,0
2024-02-07,SAP.DE,8
2024-02-07,MBG.DE,1
2024-02-07,ASML.AS,0
2024-02-07,MC.PA,0
2024-02-07,000660.KS,0
2024-02-07,005930.KS,0
2024-02-07,005380.KS,0
2024-02-07,ENB.TO,0
2024-02-07,CP.TO,0
2024-02-07,CNQ.TO,0
2024-02-07,0700.HK,0
2024-02-07,0388.HK,0
2024-02-07,0939.HK,0
2024-02-07,ABEV3.SA,0
2024-02-07,RENT3.SA,0
2024-02-07,B3SA3.SA,0
2024-02-07,TCS.NS,4
2024-02-07,INFY.NS,4
2024-02-07,ICICIBANK.NS,0
2024-02-08,2330.TW,0
2024-02-08,2454.TW,0
2024-02-08,2317.TW,0
2024-02-08,2303.TW,0
2024-02-08,AMZN,1
2024-02-08,META,30
2024-02-08,NVDA,4
2024-02-08,AAPL,2
2024-02-08,7974.T,0
2024-02-08,6758.T,5
2024-02-08,8035.T,0
2024-02-08,7203.T,4
2024-02-08,ADS.DE,1
2024-02-08,SAP.DE,2
2024-02-08,MBG.DE,0
