alarm_date,trade_date,acres_total,log1p_acres_total,fire_count,large_fire_count,very_large_fire_count,utility_rv_logratio_5d,utility_downside_logratio_5d,utility_rv_logratio_22d,utility_downside_logratio_22d
2022-08-31,2022-09-01,9718.04232,9.181842365851434,3,1,0,0.3736862939043012,0.8119804449949845,0.09763590157358278,-0.2589146450236869
2022-09-02,2022-09-06,17380.092,9.763138227685655,2,1,0,0.505925193746769,0.84063957918732,0.49642588350524863,-0.23012050676813267
2022-09-06,2022-09-07,105072.89584,11.562419151514511,6,2,1,-0.6748206059857388,-18.917091515279726,0.39703336672632816,-1.3180601472653524
2022-09-07,2022-09-08,6957.0506909999995,8.847654640968477,4,1,0,-0.44263803146542896,-18.919751885168175,0.6159626173722142,-1.320720517166296
2023-07-14,2023-07-17,9087.0376,9.114714278276317,5,1,0,0.05628325633584936,0.6122997670904186,0.29204147951054726,-0.07123041266025487
2023-07-28,2023-07-31,93098.48374,11.44142391802959,2,1,1,0.057132889241591885,0.06713874247376782,-0.12003955836407705,-0.3967368746799865
2023-08-06,2023-08-07,5230.472149,8.562447999094802,2,1,0,0.32166629949762326,-0.9673590046764795,-0.19410587603574986,-0.5510841295966865
2023-08-15,2023-08-16,166028.949111,12.019923467396936,28,4,1,-0.08432241223740894,-0.08895712005935302,-0.46993551650061605,-0.4415980763882275
2023-08-16,2023-08-17,10752.4223845,9.282979344238425,6,1,0,-0.08697557459580538,-0.08446014111252155,-0.478649110225591,-0.4687104932663623
2023-08-17,2023-08-18,12742.507070000001,9.452777171463287,4,1,0,-0.45114802089862427,-1.5985236750366636,-0.5465253266741117,-0.7336836855402772
2023-08-19,2023-08-21,5816.18701,8.668572092267988,3,1,0,-0.4668317507738417,-1.7338001842332684,-0.5094974827459345,-0.62378055705431
2023-09-09,2023-09-11,8660.643651,9.066659781584063,3,1,0,-0.31845594937773514,0.22862368642429226,0.08757557419943696,-0.05939454058466423
2024-06-01,2024-06-03,15259.920056,9.6330505950262,6,1,0,-0.2520485193967359,-1.3243121584422253,0.30684609644853833,0.03575331262196383
2024-06-15,2024-06-17,17378.539782,9.763048918721953,6,1,0,0.4059395823850442,1.0086159854430183,0.6171915168778476,0.16091824739320165
2024-06-17,2024-06-18,24573.522546,10.109465516383093,7,2,0,-1.390561475774338,-0.8522254410527736,0.4012479054060119,-0.5176318268596928
2024-06-24,2024-06-25,11550.883761,9.354603798841678,6,1,0,0.790966561077621,-0.10105415443098999,0.3864267727867939,-0.5969562473987491
2024-06-26,2024-06-27,17443.30469,9.76676849556086,5,1,0,0.5848257607896576,0.15745325345741412,0.2418007368716442,-0.7397869438083721
2024-07-02,2024-07-03,5226.26714,8.561643885116935,7,0,0,0.04831519431484525,0.006015279053206502,0.438276561856195,0.032543371414252925
2024-07-03,2024-07-05,17262.56755,9.756353637948775,8,1,0,-0.05783887491999287,-0.12582368784258505,0.4166922249365814,0.07815929369619579
2024-07-05,2024-07-08,38848.508458699995,10.567450703430039,7,1,0,-0.4424457315710951,-0.05274039219095259,0.5835427336547896,0.5411840856325031
2024-07-07,2024-07-08,7647.2112167000005,8.942227071596227,6,0,0,-0.4424457315710951,-0.05274039219095259,0.5835427336547896,0.5411840856325031
2024-07-13,2024-07-15,53839.90997,10.893788865550226,9,4,0,0.9878498783961487,-2.3602855925545145,0.39680414964586963,0.37005703523683
2024-07-15,2024-07-16,14278.84744157,9.566604552473063,11,1,0,0.9265744482339618,-2.2899875975266997,0.38463188667921794,0.30826659668211975
2024-07-16,2024-07-17,20067.153271,9.906889423157198,4,2,0,0.9834732123824544,-2.6132545598667316,0.4417251680570226,0.3579553443688088
2024-07-24,2024-07-25,491517.175626,13.105254197796096,9,2,2,0.5477529486768518,1.2961322540486624,-0.045581285115620526,0.6057987876868774
2024-07-29,2024-07-30,5271.59851,8.57027859591476,2,1,0,0.6684703132487887,1.4094847349765895,0.009900896190486317,0.5995614413595953
2024-08-03,2024-08-05,14176.211931,9.559391160937265,5,1,0,0.4480836083736983,1.2727394800993548,0.12519701108924058,0.010341706165462268
2024-08-09,2024-08-12,13085.618214,9.479345476710252,5,1,0,-0.5232500937217507,-0.8595271130596448,0.6156405372591148,0.9445098977694465
2024-09-03,2024-09-04,17665.76116,9.77944025253109,3,1,0,1.517146498458329,2.1818005315344644,0.7111433448962254,1.3644956196582407
2024-09-05,2024-09-06,44487.7891,10.702992506077475,2,1,0,1.603016979016006,2.3694220826560497,0.9536332873070431,1.445293102805163
2024-09-08,2024-09-09,55724.17,10.928187208944795,1,1,1,1.4555099086858863,2.324667126588301,0.8235036280170629,1.4062649785149168
2024-09-09,2024-09-10,23665.553809999998,10.071818098752424,4,1,0,1.0994451570789872,1.9069251124482998,0.7341922719319557,1.1882482901934281
2024-10-09,2024-10-10,5124.031,8.541891852768803,1,1,0,-0.17991031351990402,-0.13201666347861107,0.9278289978059355,-0.2219026916022555
2024-11-06,2024-11-07,19902.06,9.898628767735588,1,1,0,0.39121381948961104,-2.480685023697965,0.2412161163769429,0.19775981823476474
2025-01-07,2025-01-08,24286.638146,10.097722781615994,3,1,0,3.8899965199269504,4.869093748626061,2.6775701884969263,3.652061553813202
2025-01-08,2025-01-10,14434.06618,9.577415676776516,3,1,0,3.655905427820458,4.623055318296631,2.4830838746835515,3.4452511244892974
2025-01-22,2025-01-23,10399.7366043,9.249631909957865,3,1,0,-1.0792362374392876,-1.2953373485129032,-0.42571507252827445,-0.5954006011987798
2025-01-23,2025-01-24,6711.38566,8.81170970478005,3,1,0,-0.2400040721471714,-0.1633606615146852,0.3446604183238222,0.42802264057268175
2025-06-13,2025-06-16,5155.7001230000005,8.548052142854685,7,0,0,0.6051402805290258,-0.30842457501690873,0.12688590829729982,-0.27934766139492395
2025-07-02,2025-07-03,100250.18179,11.51543413352826,4,2,1,-0.06578394707054704,-0.036763702605707736,-0.5041643955437269,-1.1236094497872107
2025-07-04,2025-07-07,21199.21568,9.961766634193259,4,1,0,-0.12089730382009027,-0.11205109699534384,-0.47058973932806486,-1.1971457104922456
2025-08-01,2025-08-04,131664.34476,11.788018715367281,2,1,1,-0.023879971525223143,-1.9047815184886694,-0.08069017743239268,-1.028682089407137
2025-08-06,2025-08-07,5408.692709999999,8.595947569857639,4,1,0,-0.7662689909616728,-1.7491737066169686,-0.22128606171736714,-0.7825645750585776
2025-08-21,2025-08-22,6824.908863,8.828480777927185,2,1,0,-0.07523464729116239,-2.4237795857203284,0.0035711535152597542,-0.5322385457483205
2025-08-24,2025-08-25,60282.700450000004,11.00681703854706,8,1,1,-0.17676878955213862,-2.4371361409976506,-0.19591698943535188,-0.5200829923013234
2025-08-25,2025-08-26,12809.294753999999,9.458004404306,12,1,0,-0.2243259366365866,-5.186298388534075,-0.20347663403402835,-0.5364855948478313
2025-09-02,2025-09-03,45085.09576,10.716329179952735,23,2,0,-0.4361348833583896,-0.5647043395397153,-0.4766387272274214,-0.5850399199105174
