alarm_date,fire_count,acres_total,max_fire_acres,large_fire_count,very_large_fire_count,log1p_acres_total
2012-07-17,1,1428.454,1428.454,0,0,7.265047832161013
2012-07-18,2,1187.61396,1150.858,0,0,7.080543167773567
2012-07-19,1,13.97499,13.97499,0,0,2.706381476221657
2012-07-20,1,22.72357,22.72357,0,0,3.16646906870684
2012-07-21,2,801.1705000000001,601.8473,0,0,6.687321178787925
2012-07-22,3,80.21815,50.20044,0,0,4.397138744357762
2012-07-23,4,28263.98822,28073.2,1,0,10.249379152339447
2012-07-24,2,6.1866868,5.262163,0,0,1.9722302588529927
2012-07-25,2,198.6415,134.2809,0,0,5.296523258097526
2012-07-26,1,30.60186,30.60186,0,0,3.4532159796201336
2012-07-28,4,77436.259034,76349.71,1,1,11.257223326618472
2012-07-29,2,266.02459,245.7126,0,0,5.587340751537823
2012-07-30,3,28.9898606,17.76819,0,0,3.4008593445340427
2012-07-31,1,71.69716,71.69716,0,0,4.286302319127187
2012-08-01,2,1291.4655,982.1165,0,0,7.164306913569854
2012-08-03,1,317.6489,317.6489,0,0,5.764089869690952
2012-08-04,7,722.669313,330.9691,0,0,6.584334538043661
2012-08-05,10,25322.04603,22266.95,1,0,10.139470170365298
2012-08-06,3,93727.67185,92944.53,1,1,11.448159417683879
2012-08-07,1,27.80452,27.80452,0,0,3.360532319271854
2012-08-08,3,12709.55101,12575.24,1,0,9.450187715722171
2012-08-09,5,2024.5887873,2006.962,0,0,7.61361569643888
2012-08-10,7,13967.978384999999,12015.21,1,0,9.544594320371496
2012-08-11,8,1598.85922,1136.776,0,0,7.377670916856745
2012-08-12,6,323981.71951,315511.5,2,1,12.688445458506434
2012-08-13,8,24475.203969,11667.14,2,0,10.105456657976372
2012-08-14,1,2637.363,2637.363,0,0,7.877913928056305
2012-08-15,1,154.7332,154.7332,0,0,5.048144286681158
2012-08-17,1,3659.465,3659.465,0,0,8.205345467505676
2012-08-18,7,73907.937896,46040.15,2,0,11.210589045441612
2012-08-19,1,20.46128,20.46128,0,0,3.0662503812765585
2012-08-20,1,402.8371,402.8371,0,0,6.001011578825203
2012-08-21,2,651.85099,622.2993,0,0,6.481348910280867
2012-08-25,1,16.11734,16.11734,0,0,2.840091984810056
2012-08-26,2,146.52931,75.20238,0,0,4.994026867903694
2012-08-27,1,35.34611,35.34611,0,0,3.5930871831223268
2012-08-28,1,1.567934,1.567934,0,0,0.9431016845628606
2012-08-29,1,12.28031,12.28031,0,0,2.5862824871493295
2012-08-30,3,51.376022999999996,29.06263,0,0,3.958448910271121
2012-08-31,2,289.4957,167.6615,0,0,5.6715887741170095
2012-09-01,2,293.74821000000003,247.864,0,0,5.686121466455868
2012-09-02,2,4446.3239,4192.321,0,0,8.40005782347783
2012-09-03,2,87.84386,63.83113,0,0,4.486880446979244
2012-09-04,2,18091.1371,17942.15,1,0,9.80323270850402
2012-09-05,3,14447.0779,9965.598,1,0,9.578316667391954
2012-09-07,1,4509.288,4509.288,0,0,8.414116288551009
2012-09-08,1,56.50734,56.50734,0,0,4.051912591830372
2012-09-10,1,13.28975,13.28975,0,0,2.6595424970371666
2012-09-11,1,551.6505,551.6505,0,0,6.314725794488302
2012-09-12,1,53.65981,53.65981,0,0,4.001128704460218
2012-09-13,1,230.5122,230.5122,0,0,5.444632571921721
2012-09-14,2,83.13648,53.52312,0,0,4.432440242250422
2012-09-15,1,6.449695,6.449695,0,0,2.0081730919561047
2012-09-17,2,70.33806,44.45541,0,0,4.267429985840776
2012-09-18,6,17.39209382,16.5757,0,0,2.911920888578796
2012-09-19,1,11.28533,11.28533,0,0,2.508405867639227
2012-09-21,1,268.6776,268.6776,0,0,5.597227171449836
2012-09-22,1,20.93059,20.93059,0,0,3.0878824658526662
2012-09-23,1,2555.589,2555.589,0,0,7.846429227135289
2012-09-26,1,55.93783,55.93783,0,0,4.041959970832141
2012-09-27,2,44.8488751,43.97403,0,0,3.8253506640503567
2012-09-29,2,42.78075,27.12194,0,0,3.779194223058077
2012-10-01,2,200.304555,194.576,0,0,5.304818960308268
2012-10-03,2,18.975164999999997,9.714417,0,0,2.994489751943629
2012-10-04,6,81.0348583,60.76419,0,0,4.40714425815384
2012-10-05,1,79.67567,79.67567,0,0,4.390437042830717
2012-10-06,1,27.06427,27.06427,0,0,3.334497237010083
2012-10-11,1,141.7717,141.7717,0,0,4.9612468509936685
2012-10-17,2,44.283986799999994,43.56773,0,0,3.812953477722136
2012-10-18,1,313.9962,313.9962,0,0,5.752560575260805
2012-10-20,1,3.582148,3.582148,0,0,1.5221678838152035
2012-10-25,1,5.810968,5.810968,0,0,1.9185342539659538
2012-10-26,1,1.006281,1.006281,0,0,0.6962827594902081
2012-10-27,1,2.454007,2.454007,0,0,1.2395350063582178
2012-10-29,1,19.96159,19.96159,0,0,3.042691715354336
2012-10-30,1,12.36368,12.36368,0,0,2.5925405792811573
2012-11-05,1,334.4905,334.4905,0,0,5.815593640064484
2012-11-06,1,12.41647,12.41647,0,0,2.5964830567039345
2012-11-08,2,152.13504,136.8997,0,0,5.031320146496486
2012-11-14,1,7.472881,7.472881,0,0,2.1368705925054026
2012-11-21,1,10.35928,10.35928,0,0,2.4300350310027
2012-11-24,1,4.333495,4.333495,0,0,1.674006745612257
2013-01-22,1,318.5916,318.5916,0,0,5.767043930693153
2013-01-26,1,10.54301,10.54301,0,0,2.446080058958312
2013-01-27,1,13.56809,13.56809,0,0,2.678833520330441
2013-02-24,1,406.8415,406.8415,0,0,6.0108786185339484
2013-02-28,1,362.2378,362.2378,0,0,5.89505771620159
2013-03-10,1,10.09579,10.09579,0,0,2.406565757094431
2013-03-11,1,0.0852045,0.0852045,0,0,0.08176844849511102
2013-03-17,1,11.73746,11.73746,0,0,2.544547258210252
2013-03-23,1,77.83089,77.83089,0,0,4.367304925126059
2013-03-28,1,0.343236,0.343236,0,0,0.29508162808969507
2013-03-30,1,0.9463348,0.9463348,0,0,0.6659480141866977
2013-04-01,1,261.724,261.724,0,0,5.5711040514831165
2013-04-06,2,9.300049,7.913583,0,0,2.3321486525058277
2013-04-08,2,156.15413999999998,145.2335,0,0,5.057227107153652
2013-04-14,2,7.3901582999999995,7.022251,0,0,2.1270593880007644
2013-04-19,1,14.4006,14.4006,0,0,2.734406469699583
2013-04-23,1,27.25248,27.25248,0,0,3.3411812413499624
2013-04-24,1,2.200399,2.200399,0,0,1.1632754895328405
2013-04-29,2,12.662085000000001,10.66219,0,0,2.61462447792696
2013-04-30,2,243.85468,183.6424,0,0,5.5006648917087695
2013-05-01,9,10480.0202637,6896.198,1,0,9.257321306542986
2013-05-02,3,23686.796779,23676.66,1,0,10.072715290675056
2013-05-03,4,709.6252470000001,353.4941,0,0,6.566145212086095
2013-05-04,4,600.90256,510.2238,0,0,6.400095571742886
2013-05-08,1,21.44638,21.44638,0,0,3.111129353970498
2013-05-09,3,210.03556103000003,198.145,0,0,5.352026654962727
2013-05-11,2,62.405590000000004,39.52785,0,0,4.149552027903407
2013-05-12,1,65.45874,65.45874,0,0,4.1965813039745345
2013-05-13,4,139.0066643,76.87362,0,0,4.941690023619215
2013-05-14,1,8.425359,8.425359,0,0,2.2434038227943383
2013-05-15,1,11.03264,11.03264,0,0,2.4876229572822286
2013-05-16,1,4345.26,4345.26,0,0,8.377070984153477
2013-05-17,1,659.6399,659.6399,0,0,6.493208910769399
2013-05-20,2,45.53094,30.29119,0,0,3.8401174676727012
2013-05-21,1,89.7011,89.7011,0,0,4.507569484941705
2013-05-22,3,398.28218000000004,325.2898,0,0,5.989668384974139
2013-05-23,2,2851.76472,2780.291,0,0,7.9560438802348745
2013-05-25,1,126.6421,126.6421,0,0,4.849230253797422
2013-05-26,3,1702.5147345999999,1270.866,0,0,7.440448886667371
2013-05-27,3,1918.947529,1912.05,0,0,7.560053136002559
2013-05-28,1,145.1069,145.1069,0,0,4.984338545567528
2013-05-30,2,30504.3737,30267.69,1,0,10.325658133961662
2013-06-01,2,491.404001,489.5211,0,0,6.199299519785004
2013-06-02,1,20.55704,20.55704,0,0,3.0707024453353373
2013-06-03,2,325.1354,224.9926,0,0,5.787312632561308
2013-06-04,1,58.55238,58.55238,0,0,4.08685626141745
2013-06-05,1,33.0784,33.0784,0,0,3.528663752502199
2013-06-06,2,3817.5953799999997,3779.732,0,0,8.247637932411141
2013-06-08,2,42.283648,40.46907,0,0,3.767774919341061
2013-06-09,1,17.78473,17.78473,0,0,2.9330443057525546
2013-06-10,1,225.7149,225.7149,0,0,5.423693280982233
2013-06-13,1,179.7226,179.7226,0,0,5.196963258953114
2013-06-14,1,1.154907,1.154907,0,0,0.7677475671720515
2013-06-15,3,185.148015,109.2949,0,0,5.226542136818411
2013-06-16,3,2191.717275,1707.613,0,0,7.692896818538161
2013-06-17,1,45.56087,45.56087,0,0,3.8407604888156195
2013-06-18,1,25.82967,25.82967,0,0,3.289508364697337
2013-06-20,1,35.05123,35.05123,0,0,3.584940982427688
2013-06-21,1,2.411301,2.411301,0,0,1.2270937434599831
2013-06-22,3,46.331312000000004,29.87113,0,0,3.8571720637959475
2013-06-23,2,168.51389,154.3738,0,0,5.132934870365696
2013-06-25,1,117.7576,117.7576,0,0,4.777084440866838
2013-06-28,1,534.2628,534.2628,0,0,6.282757841242707
2013-06-29,3,116.72472778000001,105.2913,0,0,4.768349083788869
2013-07-01,2,5843.2888,5365.245,1,0,8.67322018985626
2013-07-02,1,139.3611,139.3611,0,0,4.944218387674901
2013-07-03,2,92.99198547,92.91267,0,0,4.543209517677635
2013-07-04,3,20.8301266,10.29018,0,0,3.083290969903717
2013-07-06,2,7092.757121,7084.673,1,0,8.86697039750472
2013-07-07,1,60.89512,60.89512,0,0,4.125441339749162
2013-07-08,4,644.27308657,570.8655,0,0,6.4696736172225116
2013-07-09,3,44.451181,29.70096,0,0,3.816638804884354
2013-07-11,1,1.844568,1.844568,0,0,1.0454112107059166
2013-07-12,2,77.42349,40.9242,0,0,4.362123499826987
2013-07-14,1,22.16579,22.16579,0,0,3.142676621460002
2013-07-15,2,27573.79178,27523.67,1,0,10.224657293050583
2013-07-16,1,168.0977,168.0977,0,0,5.130476654392756
2013-07-17,2,213.89866199999997,212.4645,0,0,5.3701665774773835
2013-07-18,2,712.12526745,712.046,0,0,6.5696570956557085
2013-07-19,2,52.627269999999996,40.5702,0,0,3.9820577073545804
2013-07-20,1,0.07901904,0.07901904,0,0,0.07605233208879868
2013-07-22,2,22937.7001186,22937.52,1,0,10.040580724675085
2013-07-23,4,722.30091,612.6207,0,0,6.5838253319769375
2013-07-24,1,14.3679,14.3679,0,0,2.7322809184174948
2013-07-25,1,0.07918327,0.07918327,0,0,0.07620452356737882
2013-07-26,3,192.36998400000002,177.8443,0,0,5.264605369319569
2013-07-27,1,10.52909,10.52909,0,0,2.444873406621596
2013-07-29,2,620.74102,576.6869,0,0,6.43252363947507
2013-07-30,2,4.042563299999999,3.933502,0,0,1.6179145440644134
2013-07-31,4,37275.39807743,22444.86,2,0,10.52611564603701
2013-08-01,2,69.33579698999999,69.25648,0,0,4.253280872488319
2013-08-03,3,127.14846,101.2849,0,0,4.853189435570491
2013-08-04,3,95.68728,67.45936,0,0,4.571481852959009
2013-08-05,2,2460.2039999999997,1384.327,0,0,7.808405940088483
2013-08-06,2,2521.46004,2462.24,0,0,7.832989910675131
2013-08-07,3,20355.017040000002,20308.45,1,0,9.921131824808
2013-08-08,2,245.57274155000002,245.4933,0,0,5.507657047515945
2013-08-09,3,236.178333,206.0807,0,0,5.468812318094714
2013-08-10,3,39995.51369,27430.52,2,0,10.596547571547616
2013-08-11,1,3.555042,3.555042,0,0,1.5162347513060748
2013-08-12,1,0.07943822,0.07943822,0,0,0.07644073913584838
2013-08-13,3,4.52753355,3.692795,0,0,1.7097417033827853
2013-08-15,2,64.4182,49.51719,0,0,4.1808005072101535
2013-08-16,1,64.27366,64.27366,0,0,4.17858858584135
2013-08-17,3,256320.20037,256175.5,1,1,12.454186625942613
2013-08-18,11,15786.88624,14267.09,1,0,9.666998231284268
2013-08-19,8,770.862338,406.6946,0,0,6.648806215471265
2013-08-20,3,0.23787810999999998,0.0793656,0,0,0.2133987122261626
2013-08-21,2,72.51438,51.76894,0,0,4.297481033341061
2013-08-23,3,14159.623599999999,11428.75,1,0,9.55822040582602
2013-08-24,3,156.05615,95.79614,0,0,5.056603384721285
2013-08-27,1,10.215,10.215,0,0,2.4172521679721717
2013-08-30,2,9.275283,6.735321,0,0,2.3297413025820837
2013-08-31,2,102.29774,54.39125,0,0,4.637615497861096
2013-09-02,1,13.75034,13.75034,0,0,2.6912661333676198
2013-09-04,1,17.30028,17.30028,0,0,2.9069163602767714
2013-09-05,2,165.01657,97.09415,0,0,5.112087602652039
