threshold,horizon,entry_date,vix_close,spy_close,forward_return
40,5,2011-08-08,48.0,86.221062,0.0744696543
40,5,2011-09-22,41.349998,87.130325,0.0282652557
40,5,2015-08-24,40.740002,157.993011,0.0431131045
40,5,2020-02-28,40.110001,270.046692,0.0040504515
40,5,2020-04-15,40.84,254.672455,0.0048240244
40,5,2020-06-11,40.790001,275.623047,0.0371579128
40,5,2020-10-28,40.279999,302.029999,0.0516747687
40,5,2025-04-04,45.310001,498.269684,0.0567210098
40,10,1998-08-31,44.279999,59.108524,0.0839851319
40,10,1998-09-30,40.950001,62.870216,-0.0116712224
40,10,2001-09-17,41.759998,66.409012,0.0034634359
40,10,2002-07-22,41.869999,53.0508,0.0190992287
40,10,2002-09-19,40.650002,54.664276,-0.0238612072
40,10,2008-09-29,46.720001,80.588226,-0.0900519367
40,10,2009-01-07,43.389999,66.136208,-0.0873495793
40,10,2009-04-06,40.93,61.415703,0.0174639892
40,10,2010-05-07,40.950001,83.375557,-0.0193238576
40,10,2011-08-08,48.0,86.221062,0.0041864703
40,10,2011-09-22,41.349998,87.130325,0.0321639117
40,10,2015-08-24,40.740002,157.993011,0.0418467621
40,10,2020-02-28,40.110001,270.046692,-0.0909335521
40,10,2020-04-15,40.84,254.672455,0.0556231334
40,10,2020-06-11,40.790001,275.623047,0.0269205422
40,10,2020-10-28,40.279999,302.029999,0.0918692979
40,10,2025-04-04,45.310001,498.269684,0.0170202044
40,20,1998-08-31,44.279999,59.108524,0.0969603313
40,20,1998-09-30,40.950001,62.870216,0.0497536261
40,20,2001-09-17,41.759998,66.409012,0.0518708896
40,20,2002-07-22,41.869999,53.0508,0.1605842518
40,20,2002-09-19,40.650002,54.664276,0.0468198967
40,20,2008-09-29,46.720001,80.588226,-0.2462739731
40,20,2009-01-07,43.389999,66.136208,-0.0672772609
40,20,2009-04-06,40.93,61.415703,0.0833734271
40,20,2010-05-07,40.950001,83.375557,-0.0518602284
40,20,2011-08-08,48.0,86.221062,0.0421339672
40,20,2011-09-22,41.349998,87.130325,0.0779730316
40,20,2015-08-24,40.740002,157.993011,0.0285915032
40,20,2020-02-28,40.110001,270.046692,-0.139572534
40,20,2020-04-15,40.84,254.672455,0.013824628
40,20,2020-06-11,40.790001,275.623047,0.0611347958
40,20,2020-10-28,40.279999,302.029999,0.1102064188
40,20,2025-04-04,45.310001,498.269684,0.1152431134
40,60,1998-08-31,44.279999,59.108524,0.2400423493
40,60,1998-09-30,40.950001,62.870216,0.209779474
40,60,2001-09-17,41.759998,66.409012,0.0985461083
40,60,2002-07-22,41.869999,53.0508,0.0839130136
40,60,2002-09-19,40.650002,54.664276,0.0595096467
40,60,2008-09-29,46.720001,80.588226,-0.2201522599
40,60,2009-01-07,43.389999,66.136208,-0.0640443878
40,60,2009-04-06,40.93,61.415703,0.1106646448
40,60,2010-05-07,40.950001,83.375557,0.0134270041
40,60,2011-08-08,48.0,86.221062,0.0923856802
40,60,2011-09-22,41.349998,87.130325,0.0841853653
40,60,2015-08-24,40.740002,157.993011,0.0899107901
40,60,2020-02-28,40.110001,270.046692,0.0154550458
40,60,2020-04-15,40.84,254.672455,0.1484288937
40,60,2020-06-11,40.790001,275.623047,0.1445978217
40,60,2020-10-28,40.279999,302.029999,0.1798994212
40,60,2025-04-04,45.310001,498.269684,0.2315631347
