date,rv_c2c,n_returns,path_start_ts,path_end_ts,path_start_hhmmss,path_end_hhmmss,active_contract,active_volume_share,active_choice_differs_from_full_day,rolled,anchor_complete,rv_post_close_1330_1345,rv_gap_1345_to_1500,rv_night,rv_gap_0500_to_0845,rv_day_0845_1330
2016-12-16,1.953011212201921e-05,62,2016-12-15 13:30:00,2016-12-16 13:30:00,133000,133000,201612,0.9117966590295481,False,False,True,1.0259324167474046e-07,0.0,0.0,0.0,1.8697629211076065e-05
2016-12-19,2.33502908520136e-05,62,2016-12-16 13:30:00,2016-12-19 13:30:00,133000,133000,201612,0.8814859781462094,False,False,True,4.953758529452909e-07,0.0,0.0,0.0,1.8683262286959618e-05
2016-12-20,1.500699161179675e-05,61,2016-12-19 13:30:00,2016-12-20 13:30:00,133000,133000,201612,0.830731549252821,False,False,True,6.540682135338974e-07,0.0,0.0,0.0,1.2939210675972221e-05
2016-12-21,1.2328884525132005e-05,61,2016-12-20 13:30:00,2016-12-21 13:29:59,133000,132959,201612,0.5548919556225598,False,False,True,1.3431421239602805e-06,0.0,0.0,0.0,1.0880749181153101e-05
2016-12-22,2.3922517017219245e-05,62,2016-12-21 13:30:00,2016-12-22 13:30:00,133000,133000,201701,0.9848344252922044,False,True,True,4.1114671945855546e-07,0.0,0.0,0.0,2.1816684432500315e-05
2016-12-23,3.080963640756783e-05,62,2016-12-22 13:30:00,2016-12-23 13:30:00,133000,133000,201701,0.9845707347410193,False,False,True,1.6074643225004148e-06,0.0,0.0,0.0,2.2839942634430567e-05
2016-12-26,1.9051146161332177e-05,61,2016-12-23 13:30:00,2016-12-26 13:30:00,133000,133000,201701,0.9845696789644406,False,False,True,1.2815264557049443e-06,0.0,0.0,0.0,1.1383600983799753e-05
2016-12-27,5.592712628075184e-06,62,2016-12-26 13:30:00,2016-12-27 13:30:00,133000,133000,201701,0.9854920429435529,False,False,True,2.404164304156122e-07,0.0,0.0,0.0,4.763107961122047e-06
2016-12-28,1.3582605320622697e-05,62,2016-12-27 13:30:00,2016-12-28 13:30:00,133000,133000,201701,0.975679274560081,False,False,True,1.0831324149757509e-07,0.0,0.0,0.0,1.2271471329751329e-05
2016-12-29,2.8270820505271398e-05,62,2016-12-28 13:30:00,2016-12-29 13:30:00,133000,133000,201701,0.9791326110729062,False,False,True,1.0613137480927965e-07,0.0,0.0,0.0,1.448898094624077e-05
2016-12-30,7.230038709102259e-05,62,2016-12-29 13:30:00,2016-12-30 13:30:00,133000,133000,201701,0.9769455549380613,False,False,True,1.0676681361758522e-07,0.0,0.0,0.0,2.396792401843733e-05
2017-01-03,1.682536066302622e-05,62,2016-12-30 13:30:00,2017-01-03 13:30:00,133000,133000,201701,0.9815815791980188,False,False,True,1.0493276481240282e-07,0.0,0.0,0.0,1.6300500353211923e-05
2017-01-04,9.813820144516154e-06,61,2017-01-03 13:30:00,2017-01-04 13:30:00,133000,133000,201701,0.9815023685991427,False,False,True,9.649861028612104e-07,0.0,0.0,0.0,8.802386359963308e-06
2017-01-05,2.4655863531018274e-05,62,2017-01-04 13:30:00,2017-01-05 13:30:00,133000,133000,201701,0.9713864964969432,False,False,True,0.0,0.0,0.0,0.0,2.4644235326857183e-05
2017-01-06,6.764649571581237e-06,62,2017-01-05 13:30:00,2017-01-06 13:30:00,133000,133000,201701,0.9737446720856903,False,False,True,9.161934869955989e-07,0.0,0.0,0.0,4.4630394848379815e-06
2017-01-09,2.715131861055781e-05,61,2017-01-06 13:30:00,2017-01-09 13:30:00,133000,133000,201701,0.973532890546811,False,False,True,6.83833249959759e-08,0.0,0.0,0.0,2.106857636746247e-05
2017-01-10,1.2346964057331774e-05,62,2017-01-09 13:30:00,2017-01-10 13:30:00,133000,133000,201701,0.97172306601587,False,False,True,2.748815538254874e-07,0.0,0.0,0.0,9.490925025938577e-06
2017-01-11,3.530344624075214e-05,62,2017-01-10 13:30:00,2017-01-11 13:30:00,133000,133000,201701,0.9609279469744586,False,False,True,2.062788840517643e-07,0.0,0.0,0.0,1.097024946097338e-05
2017-01-12,2.797268136005002e-05,62,2017-01-11 13:30:00,2017-01-12 13:30:00,133000,133000,201701,0.9301972551178027,False,False,True,3.438276045830673e-07,0.0,0.0,0.0,2.3051411069554315e-05
2017-01-13,1.7564424218740722e-05,62,2017-01-12 13:30:00,2017-01-13 13:30:00,133000,133000,201701,0.9367026123936817,False,False,True,2.3703568411579605e-07,0.0,0.0,0.0,8.447026136090175e-06
2017-01-16,3.981908340072454e-05,62,2017-01-13 13:30:00,2017-01-16 13:30:00,133000,133000,201701,0.8414008815506332,False,False,True,1.1379234485077583e-07,0.0,0.0,0.0,1.223790217132051e-05
2017-01-17,8.77040516020974e-06,61,2017-01-16 13:30:00,2017-01-17 13:30:00,133000,133000,201701,0.7816589315001571,False,False,True,2.550223698699253e-07,0.0,0.0,0.0,8.411044224376307e-06
2017-01-18,9.158650986318502e-06,61,2017-01-17 13:30:00,2017-01-18 13:29:59,133000,132959,201701,0.528158628935831,True,False,True,5.730500599742406e-08,0.0,0.0,0.0,7.161779254753418e-06
2017-01-19,2.2042957646233865e-05,61,2017-01-18 13:30:00,2017-01-19 13:29:59,133000,132959,201702,0.9859226368655625,False,True,True,6.454099570218758e-07,0.0,0.0,0.0,2.138603152147948e-05
2017-01-20,1.605615770597181e-05,62,2017-01-19 13:29:59,2017-01-20 13:30:00,132959,133000,201702,0.9801783803068141,False,False,True,6.930509768199271e-08,0.0,0.0,0.0,1.3708653057644588e-05
2017-01-23,3.823446825156341e-05,62,2017-01-20 13:30:00,2017-01-23 13:30:00,133000,133000,201702,0.9716348796887554,False,False,True,4.2528374912906966e-07,0.0,0.0,0.0,1.2559890323630898e-05
2017-01-24,7.2906291660252994e-06,62,2017-01-23 13:30:00,2017-01-24 13:30:00,133000,133000,201702,0.9716367823193249,False,False,True,1.9201606335255465e-07,0.0,0.0,0.0,6.692054379906978e-06
2017-02-02,6.553026157746656e-05,62,2017-01-24 13:30:00,2017-02-02 13:30:00,133000,133000,201702,0.9752287418418012,False,False,True,1.9059011029560048e-06,0.0,0.0,0.0,3.4630574839798834e-05
2017-02-03,5.337476203471752e-05,61,2017-02-02 13:30:00,2017-02-03 13:30:00,133000,133000,201702,0.9700544563639737,False,False,True,4.9632881452611446e-06,0.0,0.0,0.0,1.897806422463454e-05
2017-02-06,2.6149100422919847e-05,62,2017-02-03 13:30:00,2017-02-06 13:30:00,133000,133000,201702,0.9635222125089407,False,False,True,3.366751210031101e-07,0.0,0.0,0.0,1.9363795828806288e-05
2017-02-07,1.1001464663367733e-05,62,2017-02-06 13:30:00,2017-02-07 13:30:00,133000,133000,201702,0.9614555936938142,False,False,True,9.62575814659928e-07,0.0,0.0,0.0,7.866228201752913e-06
2017-02-08,3.35917529791294e-05,61,2017-02-07 13:30:00,2017-02-08 13:29:59,133000,132959,201702,0.9595794308031679,False,False,True,4.963379373756387e-07,0.0,0.0,0.0,3.199087237994297e-05
2017-02-09,2.1182057389422046e-05,62,2017-02-08 13:29:59,2017-02-09 13:30:00,132959,133000,201702,0.9306888993117707,False,False,True,2.2086206751514673e-08,0.0,0.0,0.0,2.114893155999579e-05
2017-02-10,2.489773996022955e-05,62,2017-02-09 13:30:00,2017-02-10 13:30:00,133000,133000,201702,0.9224823064194098,False,False,True,2.9453594028018275e-07,0.0,0.0,0.0,2.1816142488600657e-05
2017-02-13,1.5132083038617376e-05,62,2017-02-10 13:30:00,2017-02-13 13:30:00,133000,133000,201702,0.8370948009190646,False,False,True,1.8217414850503292e-07,0.0,0.0,0.0,6.5691355813351435e-06
2017-02-14,3.0225125460918736e-05,62,2017-02-13 13:30:00,2017-02-14 13:30:00,133000,133000,201702,0.8126361363742988,False,False,True,3.081597329846644e-07,0.0,0.0,0.0,1.5437275890777473e-05
2017-02-15,1.754104066915371e-05,61,2017-02-14 13:30:00,2017-02-15 13:29:59,133000,132959,201702,0.5159916901664336,True,False,True,2.3331550045759214e-07,0.0,0.0,0.0,1.3073950229117022e-05
2017-02-16,4.299252616500564e-05,62,2017-02-15 13:30:00,2017-02-16 13:30:00,133000,133000,201703,0.9815404201145767,False,True,True,5.520607049408792e-07,0.0,0.0,0.0,3.943773896622341e-05
2017-02-17,1.688567263760845e-05,62,2017-02-16 13:30:00,2017-02-17 13:30:00,133000,133000,201703,0.9814515158404322,False,False,True,5.23722063544253e-08,0.0,0.0,0.0,1.6822827276326066e-05
2017-02-18,5.997498936325518e-06,62,2017-02-17 13:30:00,2017-02-18 13:30:00,133000,133000,201703,0.9744704992435703,False,False,True,8.3914007484393e-08,0.0,0.0,0.0,1.72474873023281e-06
2017-02-20,1.5510247712730545e-05,61,2017-02-18 13:30:00,2017-02-20 13:30:00,133000,133000,201703,0.9836226309381431,False,False,True,1.148603599096595e-07,0.0,0.0,0.0,1.5301475265204302e-05
2017-02-21,1.299164719876639e-05,61,2017-02-20 13:30:00,2017-02-21 13:29:59,133000,132959,201703,0.9816718771822391,False,False,True,1.870147511293667e-06,0.0,0.0,0.0,1.0608104914433234e-05
2017-02-22,2.6867121441039268e-05,62,2017-02-21 13:29:59,2017-02-22 13:30:00,132959,133000,201703,0.9783327861814692,False,False,True,1.886712262616476e-07,0.0,0.0,0.0,1.8104061581387672e-05
2017-02-23,2.011262329098316e-05,61,2017-02-22 13:30:00,2017-02-23 13:30:00,133000,133000,201703,0.9785469639174802,False,False,True,1.8814435855290697e-07,0.0,0.0,0.0,1.756994622111041e-05
2017-02-24,1.8425141499591975e-05,62,2017-02-23 13:30:00,2017-02-24 13:30:00,133000,133000,201703,0.9826008813243685,False,False,True,2.3032155582285846e-07,0.0,0.0,0.0,1.7345799318801873e-05
2017-03-01,3.0203300585670648e-05,62,2017-02-24 13:30:00,2017-03-01 13:30:00,133000,133000,201703,0.9803030878498994,False,False,True,1.2392392412244308e-06,0.0,0.0,0.0,2.4325480267668657e-05
2017-03-02,9.144471751070493e-05,61,2017-03-01 13:30:00,2017-03-02 13:30:00,133000,133000,201703,0.972949422972659,False,False,True,3.0937476735007147e-07,0.0,0.0,0.0,2.5097572412407726e-05
2017-03-03,5.251339388110288e-05,62,2017-03-02 13:30:00,2017-03-03 13:30:00,133000,133000,201703,0.9719021457623952,False,False,True,9.159698728669475e-07,0.0,0.0,0.0,2.796169156100188e-05
2017-03-06,2.0371040461759386e-05,61,2017-03-03 13:30:00,2017-03-06 13:30:00,133000,133000,201703,0.969536566922329,False,False,True,7.004633755032255e-07,0.0,0.0,0.0,1.7247629374322626e-05
2017-03-07,1.8630597696429154e-05,62,2017-03-06 13:30:00,2017-03-07 13:30:00,133000,133000,201703,0.9679788651400071,False,False,True,3.62974502557352e-07,0.0,0.0,0.0,1.4424928676891561e-05
2017-03-08,1.1564143259051662e-05,61,2017-03-07 13:30:00,2017-03-08 13:30:00,133000,133000,201703,0.9604891137963947,False,False,True,6.868753735286885e-07,0.0,0.0,0.0,1.0877267885522971e-05
2017-03-09,2.364956621801967e-05,61,2017-03-08 13:30:00,2017-03-09 13:30:00,133000,133000,201703,0.9369938654835638,False,False,True,3.684584440684719e-07,0.0,0.0,0.0,2.0582608864563243e-05
2017-03-10,3.67929470728529e-05,62,2017-03-09 13:30:00,2017-03-10 13:30:00,133000,133000,201703,0.9223086502418664,False,False,True,2.254704731203163e-07,0.0,0.0,0.0,3.268482709265173e-05
2017-03-13,2.1635133238258526e-05,62,2017-03-10 13:30:00,2017-03-13 13:30:00,133000,133000,201703,0.8589732754103349,False,False,True,3.9923251660544293e-07,0.0,0.0,0.0,1.218508681299414e-05
2017-03-14,1.7320901914214717e-05,62,2017-03-13 13:30:00,2017-03-14 13:30:00,133000,133000,201703,0.8121283872665088,False,False,True,1.1712988967677338e-07,0.0,0.0,0.0,8.277475202295967e-06
2017-03-15,1.2502526938137311e-05,61,2017-03-14 13:30:00,2017-03-15 13:29:59,133000,132959,201703,0.5855168520912617,False,False,True,6.314227317286825e-08,0.0,0.0,0.0,1.1164838755188314e-05
2017-03-16,7.025916408407384e-05,62,2017-03-15 13:30:00,2017-03-16 13:30:00,133000,133000,201704,0.9780325706458323,False,True,True,1.479514431308063e-07,0.0,0.0,0.0,2.156876132898878e-05
2017-03-17,1.759401748909228e-05,62,2017-03-16 13:30:00,2017-03-17 13:30:00,133000,133000,201704,0.978115177035763,False,False,True,6.197338231306265e-08,0.0,0.0,0.0,1.4191932511798077e-05
2017-03-20,1.6936206823301292e-05,62,2017-03-17 13:30:00,2017-03-20 13:30:00,133000,133000,201704,0.9775112263765819,False,False,True,1.7907165204955296e-06,0.0,0.0,0.0,1.0186197506699716e-05
2017-03-21,1.840449407132926e-05,62,2017-03-20 13:30:00,2017-03-21 13:30:00,133000,133000,201704,0.9751607167282178,False,False,True,4.592574697968627e-07,0.0,0.0,0.0,9.960566380750022e-06
2017-03-22,6.35847084572259e-05,62,2017-03-21 13:30:00,2017-03-22 13:30:00,133000,133000,201704,0.9730348306819464,False,False,True,2.7191514392021207e-07,0.0,0.0,0.0,2.6817931749048004e-05
2017-03-23,4.024226331107106e-05,62,2017-03-22 13:30:00,2017-03-23 13:30:00,133000,133000,201704,0.976155041836161,False,False,True,1.3159337261498307e-06,0.0,0.0,0.0,1.5522564869903942e-05
2017-03-24,1.8758813241739998e-05,62,2017-03-23 13:30:00,2017-03-24 13:30:00,133000,133000,201704,0.9800931677018634,False,False,True,7.326114162044061e-07,0.0,0.0,0.0,1.7202004773757563e-05
2017-03-27,3.162154567709036e-05,62,2017-03-24 13:30:00,2017-03-27 13:30:00,133000,133000,201704,0.9742140372981696,False,False,True,1.428281428961086e-07,0.0,0.0,0.0,1.5090966016887525e-05
2017-03-28,6.603498940369771e-05,62,2017-03-27 13:30:00,2017-03-28 13:30:00,133000,133000,201704,0.9726900085397097,False,False,True,5.233642411043455e-07,0.0,0.0,0.0,3.4600451252091196e-05
2017-03-29,1.2050908159140556e-05,62,2017-03-28 13:30:00,2017-03-29 13:30:00,133000,133000,201704,0.9756380187813447,False,False,True,4.6104218209186933e-07,0.0,0.0,0.0,1.1426121505032278e-05
2017-03-30,1.8459988812107865e-05,62,2017-03-29 13:30:00,2017-03-30 13:30:00,133000,133000,201704,0.975773682482351,False,False,True,1.439350591591942e-07,0.0,0.0,0.0,1.7482465649963758e-05
2017-03-31,1.0229384072271545e-05,61,2017-03-30 13:30:00,2017-03-31 13:30:00,133000,133000,201704,0.9718075907891144,False,False,True,4.4312194914840244e-07,0.0,0.0,0.0,9.415440063252943e-06
2017-04-05,2.5292289288681397e-05,62,2017-03-31 13:30:00,2017-04-05 13:30:00,133000,133000,201704,0.9598669850200547,False,False,True,6.425300684018869e-07,0.0,0.0,0.0,1.96429391520427e-05
2017-04-06,2.289137386667073e-05,62,2017-04-05 13:30:00,2017-04-06 13:30:00,133000,133000,201704,0.9669785360484314,False,False,True,1.999317163371051e-06,0.0,0.0,0.0,1.2391330327940296e-05
2017-04-07,5.417194232055285e-05,62,2017-04-06 13:30:00,2017-04-07 13:30:00,133000,133000,201704,0.9603912052791999,False,False,True,9.191090233684803e-08,0.0,0.0,0.0,5.3252331407324934e-05
2017-04-10,2.0268436606275632e-05,61,2017-04-07 13:30:00,2017-04-10 13:30:00,133000,133000,201704,0.9644613175528675,False,False,True,1.7468152963207715e-07,0.0,0.0,0.0,1.7117782872838583e-05
2017-04-11,2.339230541982824e-05,61,2017-04-10 13:30:00,2017-04-11 13:30:00,133000,133000,201704,0.9551818912541811,False,False,True,5.126241355898835e-08,0.0,0.0,0.0,2.1030679082598446e-05
2017-04-12,1.316845082034517e-05,62,2017-04-11 13:30:00,2017-04-12 13:30:00,133000,133000,201704,0.9520417260312779,False,False,True,1.8664871905855108e-07,0.0,0.0,0.0,1.2317042003512226e-05
2017-04-13,3.4797973282899423e-05,62,2017-04-12 13:30:00,2017-04-13 13:30:00,133000,133000,201704,0.9420682187330807,False,False,True,1.1419531524733251e-07,0.0,0.0,0.0,3.318684729924228e-05
2017-04-14,5.359290191368948e-05,62,2017-04-13 13:30:00,2017-04-14 13:30:00,133000,133000,201704,0.9268870257703913,False,False,True,2.993051154282208e-07,0.0,0.0,0.0,2.6323959593699418e-05
2017-04-17,2.9639587809583945e-05,62,2017-04-14 13:30:00,2017-04-17 13:30:00,133000,133000,201704,0.8691059227399548,False,False,True,1.3764661115856976e-07,0.0,0.0,0.0,2.1800942660696393e-05
2017-04-18,3.308073928183602e-05,62,2017-04-17 13:30:00,2017-04-18 13:30:00,133000,133000,201704,0.8060550876394263,False,False,True,1.0581163855525359e-08,0.0,0.0,0.0,1.267945139318957e-05
2017-04-19,6.631894713133529e-05,61,2017-04-18 13:30:00,2017-04-19 13:29:59,133000,132959,201704,0.5852250111048937,False,False,True,2.532267619451875e-07,0.0,0.0,0.0,3.848727890140905e-05
2017-04-20,3.342818939628186e-05,62,2017-04-19 13:30:00,2017-04-20 13:30:00,133000,133000,201705,0.9798024366743807,False,True,True,7.884075292646612e-07,0.0,0.0,0.0,1.6990905432132717e-05
2017-04-21,3.8579440353506126e-05,61,2017-04-20 13:30:00,2017-04-21 13:30:00,133000,133000,201705,0.9787186790904263,False,False,True,2.3794179378270388e-07,0.0,0.0,0.0,1.4563322761268829e-05
2017-04-24,4.6602299386521154e-05,62,2017-04-21 13:30:00,2017-04-24 13:30:00,133000,133000,201705,0.9754215958746321,False,False,True,2.0192885870227147e-07,0.0,0.0,0.0,1.556140145032466e-05
2017-04-25,2.622413798149499e-05,62,2017-04-24 13:30:00,2017-04-25 13:30:00,133000,133000,201705,0.9708712857377011,False,False,True,1.3797404310019406e-07,0.0,0.0,0.0,1.6560161922054023e-05
2017-04-26,4.234141760514448e-05,62,2017-04-25 13:30:00,2017-04-26 13:30:00,133000,133000,201705,0.973298072001365,False,False,True,1.639032600799893e-06,0.0,0.0,0.0,1.7871845422465794e-05
2017-04-27,1.1318781009773919e-05,62,2017-04-26 13:30:00,2017-04-27 13:30:00,133000,133000,201705,0.9751130482157451,False,False,True,1.5475307048673433e-07,0.0,0.0,0.0,1.0326876772460387e-05
2017-04-28,1.419473638376819e-05,62,2017-04-27 13:30:00,2017-04-28 13:30:00,133000,133000,201705,0.9751323057905512,False,False,True,7.22938819063783e-08,0.0,0.0,0.0,1.3864325011584992e-05
2017-05-02,3.963273046023056e-05,62,2017-04-28 13:30:00,2017-05-02 13:30:00,133000,133000,201705,0.9680951764131486,False,False,True,1.9560817825908496e-07,0.0,0.0,0.0,6.1899405759031405e-06
2017-05-03,4.031857149891732e-06,62,2017-05-02 13:30:00,2017-05-03 13:30:00,133000,133000,201705,0.9739952718676123,False,False,True,1.318015120973794e-07,0.0,0.0,0.0,3.079669705715205e-06
2017-05-04,1.2264284012506226e-05,62,2017-05-03 13:30:00,2017-05-04 13:30:00,133000,133000,201705,0.9722077890692026,False,False,True,3.54247332569479e-07,0.0,0.0,0.0,8.987687208879436e-06
2017-05-05,1.2737745728270595e-05,61,2017-05-04 13:30:00,2017-05-05 13:30:00,133000,133000,201705,0.9660424035097891,False,False,True,3.431112346502932e-07,0.0,0.0,0.0,9.809359770732395e-06
2017-05-08,4.103688370603303e-05,62,2017-05-05 13:30:00,2017-05-08 13:30:00,133000,133000,201705,0.9646486071551219,False,False,True,3.5813202774811e-07,0.0,0.0,0.0,1.1022474641356e-05
2017-05-09,2.9730133772958875e-05,62,2017-05-08 13:30:00,2017-05-09 13:30:00,133000,133000,201705,0.9489429188224369,False,False,True,1.8282277496034454e-07,0.0,0.0,0.0,2.853234491028283e-05
2017-05-10,1.8158660623882314e-05,61,2017-05-09 13:30:00,2017-05-10 13:30:00,133000,133000,201705,0.9488619338800786,False,False,True,5.498467225092703e-07,0.0,0.0,0.0,8.461209157455188e-06
2017-05-11,1.2537550442632674e-05,61,2017-05-10 13:30:00,2017-05-11 13:30:00,133000,133000,201705,0.9358090497889727,False,False,True,1.0103395191881596e-07,0.0,0.0,0.0,1.1618601847654207e-05
2017-05-12,6.626213118267938e-06,62,2017-05-11 13:30:00,2017-05-12 13:30:00,133000,133000,201705,0.8966592632657053,False,False,True,1.3026741868392041e-07,0.0,0.0,0.0,6.134790907134773e-06
2017-05-15,8.499249556921512e-06,61,2017-05-12 13:30:00,2017-05-15 13:29:58,133000,132958,201705,0.8472017121455324,False,False,True,1.706790323782686e-07,0.0,0.0,0.0,8.28842613453957e-06
2017-05-16,8.80475997001198e-06,212,2017-05-15 13:29:58,2017-05-16 13:29:59,132958,132959,201705,0.7888822166938321,False,False,True,1.3922126798073248e-07,8.952489073314418e-08,2.305264178838882e-06,3.963452397668383e-08,6.191346102907183e-06
2017-05-17,2.1900361097898175e-05,193,2017-05-16 13:29:59,2017-05-17 13:29:59,132959,132959,201705,0.5664791234823808,False,False,True,1.9908316611185335e-08,4.881920584152229e-07,2.3111859763960166e-06,8.989223179901143e-06,1.0091851566574607e-05
2017-05-18,2.969190539195287e-05,230,2017-05-17 13:30:00,2017-05-18 13:30:00,133000,133000,201706,0.9788807535229405,False,True,True,1.8064976876630263e-07,0.0,9.003174227869042e-06,1.723791940149773e-06,1.8784289455167756e-05
2017-05-19,1.9378911573360514e-05,230,2017-05-18 13:30:00,2017-05-19 13:30:00,133000,133000,201706,0.9838062865217889,False,False,True,3.02890726921954e-08,4.040302039788726e-08,1.2649776329607589e-05,4.0313835008900745e-08,6.6181293156539416e-06
2017-05-22,8.594536516640725e-06,230,2017-05-19 13:30:00,2017-05-22 13:30:00,133000,133000,201706,0.97838850569226,False,False,True,4.454990884730391e-07,4.054143560245336e-08,2.9502969738750175e-06,1.0081494762553074e-08,5.148117523927661e-06
2017-05-23,1.2219551583520982e-05,228,2017-05-22 13:30:00,2017-05-23 13:30:00,133000,133000,201706,0.9792061660209381,False,False,True,9.042449712417038e-08,9.04789041609453e-08,1.7081252226603308e-06,1.2137599846714706e-06,9.116762974904065e-06
2017-05-24,7.443275662541972e-06,224,2017-05-23 13:30:00,2017-05-24 13:30:00,133000,133000,201706,0.9776955839497871,False,False,True,2.1007503764510533e-07,0.0,1.7890518645829796e-06,3.995204343179968e-08,5.404196716882088e-06
2017-05-25,1.0029808583085411e-05,223,2017-05-24 13:30:00,2017-05-25 13:30:00,133000,133000,201706,0.9679165259959487,False,False,True,1.4937496437650056e-07,9.959125747797118e-09,1.2723849732801501e-06,1.9413192414513125e-06,6.656770278229653e-06
2017-05-26,1.8859650637015405e-05,229,2017-05-25 13:30:00,2017-05-26 13:30:00,133000,133000,201706,0.9707021746453569,False,False,True,1.9580710015955975e-08,1.4079997559459488e-06,3.0340658555153054e-06,1.6483668348411617e-06,1.274963748069703e-05
2017-05-31,1.6584429742423876e-05,223,2017-05-26 13:30:00,2017-05-31 13:30:00,133000,133000,201706,0.9770212765957447,False,False,True,1.9631180746404996e-08,3.925847210769393e-08,2.190451520230194e-06,1.1888642281013903e-06,1.3146224341238194e-05
2017-06-01,1.4640817754937835e-05,230,2017-05-31 13:30:00,2017-06-01 13:30:00,133000,133000,201706,0.974676718084688,False,False,True,1.3915187523817486e-07,9.93729644600625e-09,5.528063026686409e-06,2.486306614515102e-07,8.715034895115733e-06
2017-06-02,1.8254394980392863e-05,226,2017-06-01 13:30:00,2017-06-02 13:30:00,133000,133000,201706,0.9682758468595625,False,False,True,8.874429594424423e-08,3.946149917476651e-08,1.880560405171818e-06,1.0010477241820434e-05,6.235151538281601e-06
2017-06-03,4.842342720935688e-06,228,2017-06-02 13:30:00,2017-06-03 13:29:56,133000,132956,201706,0.9604586518415567,False,False,True,1.7536354572665463e-07,8.76442788856851e-08,2.7431684974713097e-06,0.0,1.836166398852038e-06
2017-06-05,2.2407479363397444e-05,61,2017-06-03 13:29:56,2017-06-05 13:30:00,132956,133000,201706,0.9661094999216178,False,False,True,9.694197313237208e-09,0.0,0.0,0.0,1.7608842970049268e-05
2017-06-06,6.990610069616226e-06,226,2017-06-05 13:30:00,2017-06-06 13:30:00,133000,133000,201706,0.9680780733511727,False,False,True,2.593394595854508e-07,9.610745574981036e-09,2.4104800646092155e-06,3.845429118317714e-08,4.272725508663402e-06
2017-06-07,1.9787281255340492e-05,226,2017-06-06 13:30:00,2017-06-07 13:30:00,133000,133000,201706,0.9667696222451012,False,False,True,5.201335793387478e-07,9.639073557692979e-09,2.7104350004745386e-06,9.648544056047723e-09,1.6537425057913462e-05
2017-06-08,8.441455142432441e-06,227,2017-06-07 13:30:00,2017-06-08 13:30:00,133000,133000,201706,0.9663252930871851,False,False,True,8.664010057186482e-08,2.407876891525605e-07,2.2236169097528133e-06,1.5378700894061352e-07,5.73662343401459e-06
2017-06-09,1.018126187524829e-05,230,2017-06-08 13:30:00,2017-06-09 13:30:00,133000,133000,201706,0.9660240080284083,False,False,True,4.7954012091918875e-08,8.629355813928405e-08,2.6425765539684546e-06,1.528265927855882e-07,7.251611158263045e-06
2017-06-12,3.3969458177054225e-05,229,2017-06-09 13:30:00,2017-06-12 13:30:00,133000,133000,201706,0.9609124321801529,False,False,True,1.6362603399582913e-07,1.5396809460242554e-07,1.8394256504736793e-05,3.900305753745811e-06,1.1357301789973367e-05
2017-06-13,2.3144940009769487e-05,229,2017-06-12 13:30:00,2017-06-13 13:30:00,133000,133000,201706,0.9590041027136222,False,False,True,2.344810637540288e-07,4.787794956991391e-07,9.221822236374953e-06,8.793052089780465e-06,4.416805124160899e-06
