date,total_spillover
2018-11-27,34.36127555376379
2018-12-04,33.74230657018682
2018-12-11,34.57176445422849
2018-12-18,34.35830521930849
2018-12-25,35.38462556116475
2019-01-03,35.83821424800438
2019-01-10,36.01085992307966
2019-01-17,36.40707860701784
2019-01-24,37.51168649084431
2019-02-11,37.21452136438356
2019-02-18,37.32968261571526
2019-02-25,37.929864351065895
2019-03-06,39.33000163385611
2019-03-13,39.31293636026244
2019-03-20,39.08030314450146
2019-03-27,38.91593471257187
2019-04-03,39.30742615742824
2019-04-12,38.66099452485457
2019-04-19,38.1791882790323
2019-04-26,38.14476670619961
2019-05-06,38.013627096153435
2019-05-13,39.08361267351502
2019-05-20,39.355735238418454
2019-05-27,38.61976998874381
2019-06-03,37.91380264221112
2019-06-11,37.49046127072961
2019-06-18,36.9112658622815
2019-06-25,36.94102130852292
2019-07-02,40.55974277140194
2019-07-09,36.54109784667628
2019-07-16,37.93524979693212
2019-07-23,37.66017280707204
2019-07-30,37.45413814985421
2019-08-06,35.23089345622966
2019-08-14,33.38759604650641
2019-08-21,34.30402209754504
2019-08-28,34.066393037405476
2019-09-04,33.516427208372754
2019-09-12,33.214126770176264
2019-09-20,32.89124621816736
2019-09-27,32.974471957449126
2019-10-07,33.19773837548119
2019-10-16,33.75908536269915
2019-10-23,33.72708812669615
2019-10-30,32.49354270480794
2019-11-06,32.02396782456891
2019-11-13,32.56478861844532
2019-11-20,31.705622181866644
2019-11-27,31.036341314256305
2019-12-04,30.407906300771593
2019-12-11,30.349418670202155
2019-12-18,30.85486881534527
2019-12-25,30.89278758514311
2020-01-02,30.891789473604764
2020-01-09,31.092238220516894
2020-01-16,30.67378350500426
2020-02-03,33.994728009585195
2020-02-10,34.56261684385844
2020-02-17,34.666206832980365
2020-02-24,34.50254704438073
2020-03-03,34.218071740708226
2020-03-10,34.22447369569742
2020-03-17,44.53364290457571
2020-03-24,47.49480973829418
2020-03-31,45.48353885369424
2020-04-09,46.85680525777323
2020-04-16,45.95298881427127
2020-04-23,48.785926578686414
2020-04-30,46.93282336208809
2020-05-08,47.19036948399072
2020-05-15,47.650744467967385
2020-05-22,48.17339765105427
2020-05-29,48.64889565047456
2020-06-05,48.40025996131534
2020-06-12,49.3365970705413
2020-06-19,48.55898327118056
2020-06-30,47.978750321435676
2020-07-07,48.73765607567167
2020-07-14,47.86297749517933
2020-07-21,47.26627825351055
2020-07-28,45.92693475900372
2020-08-04,46.226654232810894
2020-08-11,46.0402968899899
2020-08-18,44.701782534706325
2020-08-25,48.17475674856021
2020-09-01,49.11351285933889
2020-09-08,49.368324772973594
2020-09-15,50.19497839895698
2020-09-22,50.391820703723745
2020-09-29,50.752357353487966
2020-10-08,51.84692182829323
2020-10-16,49.90810485733853
2020-10-23,51.182219221235
2020-10-30,51.16965628112434
2020-11-06,51.002672017346164
2020-11-13,49.53365415158888
2020-11-20,49.319819338737524
2020-11-27,49.967240940249944
2020-12-04,50.95857507792023
2020-12-11,51.19540186651187
2020-12-18,49.602589757568474
2020-12-25,44.357539939364
2021-01-04,42.27516693973678
2021-01-11,42.93194557108906
2021-01-18,41.81550419779145
2021-01-25,41.7542218323024
2021-02-01,42.139867245044016
2021-02-17,41.93093156476022
2021-02-24,41.855391412756966
2021-03-04,43.06619429946361
2021-03-11,44.35949759016011
2021-03-18,43.86968492387335
2021-03-25,44.37947284602682
2021-04-01,43.07483237989918
2021-04-13,43.302932756937615
2021-04-20,42.18441192377997
2021-04-27,41.401483801754196
2021-05-05,42.363450870547204
2021-05-12,45.89980139472012
2021-05-19,44.22213384193814
2021-05-26,42.226244017660974
2021-06-02,42.35001760166576
2021-06-09,43.165729461100796
2021-06-17,42.33591150754033
2021-06-24,42.825466394890086
2021-07-01,42.270054918741195
2021-07-08,42.76966778601313
2021-07-15,43.225063956483226
2021-07-22,42.231752682434276
2021-07-29,42.283466890356166
2021-08-05,44.43861456389342
2021-08-12,42.543570367636526
2021-08-19,84.25193013622962
2021-08-26,82.17302064146295
2021-09-02,82.02471340215766
2021-09-09,82.1193811467057
