date,index_call,index_put,index_total,index_pcr
2012-03-29,484677,647030,1131707,1.33
2012-03-30,410772,543232,954004,1.32
2012-04-02,467797,557513,1025310,1.19
2012-04-03,384833,629537,1014370,1.64
2012-04-04,464059,554030,1018089,1.19
2012-04-05,527823,687203,1215026,1.3
2012-04-09,337902,542572,880474,1.61
2012-04-10,883336,924432,1807768,1.05
2012-04-11,583772,712381,1296153,1.22
2012-04-12,564926,785005,1349931,1.39
2012-04-13,605126,624828,1229954,1.03
2012-04-16,528462,682160,1210622,1.29
2012-04-17,767818,738127,1505945,0.96
2012-04-18,578019,805913,1383932,1.39
2012-04-19,632156,850777,1482933,1.35
2012-04-20,505199,468200,973399,0.93
2012-04-23,423578,393415,816993,0.93
2012-04-24,316893,408339,725232,1.29
2012-04-25,399335,472746,872081,1.18
2012-04-26,571524,493392,1064916,0.86
2012-04-27,422244,478351,900595,1.13
2012-04-30,497540,460566,958106,0.93
2012-05-01,433891,560975,994866,1.29
2012-05-02,483608,481192,964800,1.0
2012-05-03,548516,494947,1043463,0.9
2012-05-04,671127,715376,1386503,1.07
2012-05-07,482889,425816,908705,0.88
2012-05-08,572395,762923,1335318,1.33
2012-05-09,561355,634511,1195866,1.13
2012-05-10,472764,608472,1081236,1.29
2012-05-11,388730,610350,999080,1.57
2012-05-14,632505,930623,1563128,1.47
2012-05-15,816580,911832,1728412,1.12
2012-05-16,1007919,1110028,2117947,1.1
2012-05-17,854597,1587739,2442336,1.86
2012-05-18,765730,1149943,1915673,1.5
2012-05-21,583025,703217,1286242,1.21
2012-05-22,675835,778477,1454312,1.15
2012-05-23,627036,649932,1276968,1.04
2012-05-24,785016,769474,1554490,0.98
2012-05-25,351619,637475,989094,1.81
2012-05-29,497161,552778,1049939,1.11
2012-05-30,444960,472657,917617,1.06
2012-05-31,595550,732936,1328486,1.23
2012-06-01,723674,1050274,1773948,1.45
2012-06-04,609913,705508,1315421,1.16
2012-06-05,463055,620153,1083208,1.34
2012-06-06,743282,1024202,1767484,1.38
2012-06-07,823570,847763,1671333,1.03
2012-06-08,571298,508710,1080008,0.89
2012-06-11,706165,527940,1234105,0.75
2012-06-12,484475,580037,1064512,1.2
2012-06-13,413281,606223,1019504,1.47
2012-06-14,706702,777665,1484367,1.1
2012-06-15,617932,921107,1539039,1.49
2012-06-18,600801,900177,1500978,1.5
2012-06-19,759571,871524,1631095,1.15
2012-06-20,645448,677320,1322768,1.05
2012-06-21,583833,756836,1340669,1.3
2012-06-22,438996,522793,961789,1.19
2012-06-25,384755,566620,951375,1.47
2012-06-26,315441,363048,678489,1.15
2012-06-27,336730,398149,734879,1.18
2012-06-28,432791,391084,823875,0.9
2012-06-29,680620,688440,1369060,1.01
2012-07-02,405072,529165,934237,1.31
2012-07-03,364896,402433,767329,1.1
2012-07-05,469529,423863,893392,0.9
2012-07-06,380112,434238,814350,1.14
2012-07-09,432130,448973,881103,1.04
2012-07-10,457869,495101,952970,1.08
2012-07-11,575802,458084,1033886,0.8
2012-07-12,758370,808215,1566585,1.07
2012-07-13,511256,719984,1231240,1.41
2012-07-16,410829,450547,861376,1.1
2012-07-17,840902,663998,1504900,0.79
2012-07-18,935654,830369,1766023,0.89
2012-07-19,868627,743953,1612580,0.86
2012-07-20,481338,536143,1017481,1.11
2012-07-23,535524,433667,969191,0.81
2012-07-24,606899,523460,1130359,0.86
2012-07-25,476083,409400,885483,0.86
2012-07-26,406621,503192,909813,1.24
2012-07-27,660922,667700,1328622,1.01
2012-07-30,478587,355383,833970,0.74
2012-07-31,368158,309441,677599,0.84
2012-08-01,388909,461347,850256,1.19
2012-08-02,515525,535439,1050964,1.04
2012-08-03,695055,759136,1454191,1.09
2012-08-06,734420,625370,1359790,0.85
2012-08-07,523769,487520,1011289,0.93
2012-08-08,395070,351105,746175,0.89
2012-08-09,428829,452294,881123,1.05
2012-08-10,332338,375109,707447,1.13
2012-08-13,735631,653302,1388933,0.89
2012-08-14,535917,587808,1123725,1.1
2012-08-15,560007,411182,971189,0.73
2012-08-16,967843,939903,1907746,0.97
2012-08-17,546857,538165,1085022,0.98
2012-08-20,426066,698874,1124940,1.64
2012-08-21,631002,609249,1240251,0.97
2012-08-22,609547,665945,1275492,1.09
2012-08-23,476871,562183,1039054,1.18
2012-08-24,406897,388640,795537,0.96
2012-08-27,273564,299712,573276,1.1
2012-08-28,275669,307968,583637,1.12
2012-08-29,291213,309384,600597,1.06
2012-08-30,427816,530071,957887,1.24
2012-08-31,346512,475804,822316,1.37
2012-09-04,378526,421797,800323,1.11
2012-09-05,406612,409404,816016,1.01
2012-09-06,822141,867948,1690089,1.06
2012-09-07,1056364,979167,2035531,0.93
2012-09-10,722684,553314,1275998,0.77
2012-09-11,1122362,912140,2034502,0.81
2012-09-12,720161,557460,1277621,0.77
2012-09-13,1051993,944320,1996313,0.9
2012-09-14,1047937,944362,1992299,0.9
2012-09-17,445968,536515,982483,1.2
2012-09-18,634262,710234,1344496,1.12
2012-09-19,1043380,756905,1800285,0.73
2012-09-20,882808,743752,1626560,0.84
2012-09-21,653223,662089,1315312,1.01
2012-09-24,486757,457036,943793,0.94
2012-09-25,553177,554880,1108057,1.0
2012-09-26,601127,599055,1200182,1.0
2012-09-27,562263,578369,1140632,1.03
2012-09-28,642107,600664,1242771,0.94
2012-10-01,417147,440477,857624,1.06
2012-10-02,302115,396448,698563,1.31
2012-10-03,462347,526092,988439,1.14
2012-10-04,487028,546257,1033285,1.12
2012-10-05,643724,662281,1306005,1.03
2012-10-08,273553,351255,624808,1.28
2012-10-09,489329,525966,1015295,1.07
2012-10-10,669347,684061,1353408,1.02
2012-10-11,494936,564963,1059899,1.14
2012-10-12,579804,737219,1317023,1.27
2012-10-15,723665,457182,1180847,0.63
2012-10-16,738545,644977,1383522,0.87
2012-10-17,1228686,1029453,2258139,0.84
2012-10-18,920510,876311,1796821,0.95
2012-10-19,689771,916400,1606171,1.33
2012-10-22,514868,567625,1082493,1.1
2012-10-23,748900,648639,1397539,0.87
2012-10-24,431102,423290,854392,0.98
2012-10-25,790476,487866,1278342,0.62
2012-10-26,382861,507108,889969,1.32
2012-10-31,498454,464176,962630,0.93
2012-11-01,504589,634961,1139550,1.26
2012-11-02,756772,555031,1311803,0.73
2012-11-05,547675,490358,1038033,0.9
2012-11-06,477902,492591,970493,1.03
2012-11-07,784927,815613,1600540,1.04
2012-11-08,704196,863566,1567762,1.23
2012-11-09,623886,941278,1565164,1.51
2012-11-12,599811,687284,1287095,1.15
2012-11-13,996377,645405,1641782,0.65
2012-11-14,898486,1099091,1997577,1.22
2012-11-15,885568,1202151,2087719,1.36
2012-11-16,925671,946911,1872582,1.02
2012-11-19,1020254,794337,1814591,0.78
2012-11-20,461150,782224,1243374,1.7
2012-11-21,696031,697130,1393161,1.0
2012-11-23,398597,433299,831896,1.09
2012-11-26,1060422,494542,1554964,0.47
2012-11-27,538808,557857,1096665,1.04
2012-11-28,516557,416573,933130,0.81
2012-11-29,654579,780521,1435100,1.19
2012-11-30,412291,553248,965539,1.34
2012-12-03,732130,598339,1330469,0.82
2012-12-04,499000,538318,1037318,1.08
2012-12-05,516096,507082,1023178,0.98
2012-12-06,387000,515720,902720,1.33
2012-12-07,743681,561579,1305260,0.76
2012-12-10,509493,504859,1014352,0.99
2012-12-11,736450,555640,1292090,0.75
2012-12-12,604844,747998,1352842,1.24
2012-12-13,631358,609911,1241269,0.97
2012-12-14,674914,685020,1359934,1.01
2012-12-17,589821,452242,1042063,0.77
2012-12-18,1032675,1003471,2036146,0.97
2012-12-19,959661,995218,1954879,1.04
2012-12-20,868239,964914,1833153,1.11
2012-12-21,672764,961136,1633900,1.43
2012-12-24,183134,266142,449276,1.45
2012-12-26,309730,414672,724402,1.34
2012-12-27,624357,745939,1370296,1.19
2012-12-28,543254,708387,1251641,1.3
2012-12-31,772825,806000,1578825,1.04
2013-01-02,1015907,1180352,2196259,1.16
2013-01-03,910062,918920,1828982,1.01
2013-01-04,833377,642335,1475712,0.77
2013-01-07,815194,825598,1640792,1.01
2013-01-08,769695,674135,1443830,0.88
2013-01-09,713716,685732,1399448,0.96
2013-01-10,860236,601878,1462114,0.7
2013-01-11,1035053,566418,1601471,0.55
2013-01-14,596680,575960,1172640,0.97
2013-01-15,666767,823405,1490172,1.23
2013-01-16,988267,863790,1852057,0.87
2013-01-17,1035049,874305,1909354,0.84
2013-01-18,921303,713759,1635062,0.77
2013-01-22,826367,912165,1738532,1.1
2013-01-23,786043,691534,1477577,0.88
2013-01-24,1097436,920503,2017939,0.84
2013-01-25,618073,585089,1203162,0.95
2013-01-28,420814,427125,847939,1.01
2013-01-29,555646,635871,1191517,1.14
2013-01-30,520787,596663,1117450,1.15
2013-01-31,739598,546931,1286529,0.74
2013-02-01,667026,760484,1427510,1.14
2013-02-04,443055,628235,1071290,1.42
2013-02-05,480037,471053,951090,0.98
2013-02-06,453444,582237,1035681,1.28
2013-02-07,446056,560593,1006649,1.26
2013-02-08,563201,678849,1242050,1.21
2013-02-11,394625,548454,943079,1.39
2013-02-12,733014,766418,1499432,1.05
2013-02-13,898321,717979,1616300,0.8
2013-02-14,873039,656626,1529665,0.75
2013-02-15,656648,771515,1428163,1.17
2013-02-19,631624,811283,1442907,1.28
2013-02-20,702721,826039,1528760,1.18
2013-02-21,884177,1075590,1959767,1.22
2013-02-22,497913,631340,1129253,1.27
2013-02-25,760742,896484,1657226,1.18
2013-02-26,1356980,1177209,2534189,0.87
2013-02-27,760471,931455,1691926,1.22
2013-02-28,568766,610161,1178927,1.07
2013-03-01,629174,772651,1401825,1.23
2013-03-04,455772,672765,1128537,1.48
2013-03-05,850138,942705,1792843,1.11
2013-03-06,893415,626237,1519652,0.7
2013-03-07,471347,543364,1014711,1.15
2013-03-08,967761,897580,1865341,0.93
2013-03-11,804800,863734,1668534,1.07
2013-03-12,798660,876110,1674770,1.1
2013-03-13,784620,572521,1357141,0.73
2013-03-14,1180232,866121,2046353,0.73
2013-03-15,669239,755392,1424631,1.13
2013-03-18,857974,744793,1602767,0.87
2013-03-19,1260084,1025769,2285853,0.81
2013-03-20,1429846,888881,2318727,0.62
2013-03-21,945116,715008,1660124,0.76
2013-03-22,856185,711755,1567940,0.83
2013-03-25,885124,661993,1547117,0.75
2013-03-26,631584,486699,1118283,0.77
2013-03-27,601877,426465,1028342,0.71
2013-03-28,584444,570091,1154535,0.98
2013-04-01,391059,324680,715739,0.83
2013-04-02,764469,563283,1327752,0.74
2013-04-03,759450,752339,1511789,0.99
2013-04-04,588636,657518,1246154,1.12
2013-04-05,781353,665905,1447258,0.85
2013-04-08,492675,400762,893437,0.81
2013-04-09,1068953,518584,1587537,0.49
2013-04-10,1066150,861369,1927519,0.81
2013-04-11,956142,777675,1733817,0.81
2013-04-12,693534,789468,1483002,1.14
2013-04-15,1349333,1226320,2575653,0.91
2013-04-16,1150153,765883,1916036,0.67
2013-04-17,1100008,1266080,2366088,1.15
2013-04-18,993283,1216499,2209782,1.22
2013-04-19,577978,658756,1236734,1.14
2013-04-22,405530,463210,868740,1.14
2013-04-23,777039,735392,1512431,0.95
2013-04-24,643934,520453,1164387,0.81
2013-04-25,437752,492982,930734,1.13
2013-04-26,496151,506721,1002872,1.02
2013-04-29,403672,426072,829744,1.06
2013-04-30,561664,450292,1011956,0.8
2013-05-01,513121,574069,1087190,1.12
2013-05-02,674114,676712,1350826,1.0
2013-05-03,1044697,967541,2012238,0.93
2013-05-06,685890,591303,1277193,0.86
2013-05-07,637151,681222,1318373,1.07
2013-05-08,777186,681748,1458934,0.88
2013-05-09,779550,793645,1573195,1.02
2013-05-10,1006352,648424,1654776,0.64
2013-05-13,528305,505393,1033698,0.96
2013-05-14,1057944,1011705,2069649,0.96
2013-05-15,1250028,862474,2112502,0.69
2013-05-16,711749,961918,1673667,1.35
2013-05-17,1003016,958160,1961176,0.96
2013-05-20,733769,674288,1408057,0.92
2013-05-21,924652,907806,1832458,0.98
2013-05-22,1187240,1173041,2360281,0.99
2013-05-23,788505,768865,1557370,0.98
2013-05-24,456725,796980,1253705,1.74
2013-05-28,516023,575239,1091262,1.11
2013-05-29,808959,571726,1380685,0.71
2013-05-30,470611,496218,966829,1.05
2013-05-31,594310,874699,1469009,1.47
2013-06-03,787500,732310,1519810,0.93
2013-06-04,474306,661608,1135914,1.39
2013-06-05,945626,1167477,2113103,1.23
2013-06-06,898605,1327650,2226255,1.48
2013-06-07,738881,900053,1638934,1.22
2013-06-10,474696,555382,1030078,1.17
2013-06-11,792559,659007,1451566,0.83
2013-06-12,726642,846055,1572697,1.16
2013-06-13,787881,909961,1697842,1.15
2013-06-14,735098,959690,1694788,1.31
2013-06-17,802226,835903,1638129,1.04
2013-06-18,842031,711141,1553172,0.84
2013-06-19,868996,996792,1865788,1.15
2013-06-20,1388202,1946189,3334391,1.4
2013-06-21,856045,1123401,1979446,1.31
2013-06-24,804990,1046299,1851289,1.3
2013-06-25,472835,731645,1204480,1.55
2013-06-26,739796,611130,1350926,0.83
2013-06-27,685241,820051,1505292,1.2
2013-06-28,533065,653463,1186528,1.23
2013-07-01,556002,590112,1146114,1.06
2013-07-02,511452,620551,1132003,1.21
2013-07-03,309917,436264,746181,1.41
2013-07-05,522459,635269,1157728,1.22
2013-07-08,1109190,1140992,2250182,1.03
2013-07-09,980927,937897,1918824,0.96
2013-07-10,699743,712538,1412281,1.02
2013-07-11,855514,1111934,1967448,1.3
2013-07-12,942900,693175,1636075,0.74
2013-07-15,907831,854791,1762622,0.94
2013-07-16,710778,789159,1499937,1.11
2013-07-17,797272,851113,1648385,1.07
2013-07-18,1079288,947310,2026598,0.88
2013-07-19,564537,551303,1115840,0.98
2013-07-22,366473,487657,854130,1.33
2013-07-23,455883,457140,913023,1.0
2013-07-24,370402,460954,831356,1.24
2013-07-25,436296,521488,957784,1.2
2013-07-26,499752,662562,1162314,1.33
2013-07-29,298623,367926,666549,1.23
2013-07-30,457549,410814,868363,0.9
2013-07-31,626998,636097,1263095,1.01
2013-08-01,743269,776601,1519870,1.04
2013-08-02,672820,775256,1448076,1.15
2013-08-05,610346,613241,1223587,1.0
2013-08-06,1301263,711619,2012882,0.55
2013-08-07,540574,576085,1116659,1.07
2013-08-08,662443,561891,1224334,0.85
2013-08-09,448963,555961,1004924,1.24
2013-08-12,539488,422649,962137,0.78
2013-08-13,678862,639533,1318395,0.94
2013-08-14,646163,615581,1261744,0.95
2013-08-15,1330138,1236987,2567125,0.93
2013-08-16,787775,813322,1601097,1.03
2013-08-19,606771,819051,1425822,1.35
2013-08-20,811270,609735,1421005,0.75
2013-08-21,1034328,998440,2032768,0.97
2013-08-22,485115,499604,984719,1.03
2013-08-23,387638,476716,864354,1.23
2013-08-26,416106,453274,869380,1.09
2013-08-27,792023,989255,1781278,1.25
2013-08-28,598796,612611,1211407,1.02
2013-08-29,519300,543999,1063299,1.05
2013-08-30,516308,589384,1105692,1.14
2013-09-03,742302,613057,1355359,0.83
2013-09-04,747997,565331,1313328,0.76
2013-09-05,513086,537713,1050799,1.05
2013-09-06,642419,715111,1357530,1.11
2013-09-09,793526,482886,1276412,0.61
2013-09-10,1075613,739701,1815314,0.69
2013-09-11,812832,911561,1724393,1.12
2013-09-12,756482,622957,1379439,0.82
2013-09-13,666287,515109,1181396,0.77
2013-09-16,753491,770876,1524367,1.02
2013-09-17,922644,808024,1730668,0.88
2013-09-18,1275644,1160654,2436298,0.91
2013-09-19,1043479,812770,1856249,0.78
2013-09-20,680761,859261,1540022,1.26
2013-09-23,518283,698758,1217041,1.35
2013-09-24,502637,590197,1092834,1.17
2013-09-25,515545,615449,1130994,1.19
2013-09-26,534293,492229,1026522,0.92
2013-09-27,814334,797788,1612122,0.98
2013-09-30,846083,905117,1751200,1.07
2013-10-01,699374,684301,1383675,0.98
2013-10-02,984718,776792,1761510,0.79
2013-10-03,1255756,1173242,2428998,0.93
2013-10-04,795527,857671,1653198,1.08
2013-10-07,654649,634258,1288907,0.97
2013-10-08,1594314,1378778,2973092,0.86
2013-10-09,1231103,1363255,2594358,1.11
2013-10-10,1285310,1196580,2481890,0.93
2013-10-11,756433,849042,1605475,1.12
2013-10-14,930700,939499,1870199,1.01
2013-10-15,1149684,1000434,2150118,0.87
2013-10-16,1338076,1405161,2743237,1.05
2013-10-17,1340846,1331395,2672241,0.99
2013-10-18,1424708,1234122,2658830,0.87
2013-10-21,522189,601602,1123791,1.15
2013-10-22,647094,662846,1309940,1.02
2013-10-23,446983,575425,1022408,1.29
2013-10-24,435835,482505,918340,1.11
2013-10-25,361202,477015,838217,1.32
2013-10-28,512046,603129,1115175,1.18
2013-10-29,519410,555007,1074417,1.07
2013-10-30,718478,776637,1495115,1.08
2013-10-31,439857,605839,1045696,1.38
2013-11-01,468487,488958,957445,1.04
2013-11-04,574785,481519,1056304,0.84
2013-11-05,661143,490045,1151188,0.74
2013-11-06,492586,541475,1034061,1.1
2013-11-07,923115,728234,1651349,0.79
2013-11-08,560505,670650,1231155,1.2
2013-11-11,522753,499539,1022292,0.96
2013-11-12,662027,626380,1288407,0.95
2013-11-13,765208,653918,1419126,0.85
2013-11-14,1133376,1126766,2260142,0.99
2013-11-15,660888,692918,1353806,1.05
2013-11-18,786944,760219,1547163,0.97
2013-11-19,986928,690501,1677429,0.7
2013-11-20,763844,834434,1598278,1.09
2013-11-21,692332,700441,1392773,1.01
2013-11-22,631602,882016,1513618,1.4
2013-11-25,463491,532267,995758,1.15
2013-11-26,510134,429555,939689,0.84
2013-11-27,525853,474992,1000845,0.9
2013-11-29,363722,462285,826007,1.27
2013-12-02,565292,493576,1058868,0.87
2013-12-03,649398,635793,1285191,0.98
2013-12-04,563817,666536,1230353,1.18
2013-12-05,617449,642094,1259543,1.04
2013-12-06,579718,731290,1311008,1.26
2013-12-09,443171,598933,1042104,1.35
2013-12-10,533696,544531,1078227,1.02
2013-12-11,793238,869076,1662314,1.1
2013-12-12,937166,694615,1631781,0.74
2013-12-13,725722,802454,1528176,1.11
2013-12-16,673023,619725,1292748,0.92
2013-12-17,817524,840455,1657979,1.03
2013-12-18,1119420,1118681,2238101,1.0
2013-12-19,1265402,1041702,2307104,0.82
2013-12-20,903749,1098473,2002222,1.22
2013-12-23,695846,515634,1211480,0.74
2013-12-24,543991,350124,894115,0.64
2013-12-26,720675,528375,1249050,0.73
2013-12-27,648434,492025,1140459,0.76
2013-12-30,710253,544852,1255105,0.77
2013-12-31,731912,551284,1283196,0.75
2014-01-02,702527,875622,1578149,1.25
2014-01-03,493132,711565,1204697,1.44
2014-01-06,735403,545654,1281057,0.74
2014-01-07,689124,611258,1300382,0.89
2014-01-08,673944,645348,1319292,0.96
2014-01-09,1073113,802927,1876040,0.75
2014-01-10,754723,701693,1456416,0.93
2014-01-13,1347252,930160,2277412,0.69
2014-01-14,971663,681506,1653169,0.7
2014-01-15,793063,624782,1417845,0.79
2014-01-16,790807,698137,1488944,0.88
2014-01-17,1094684,840849,1935533,0.77
2014-01-21,806649,670977,1477626,0.83
2014-01-22,759241,869509,1628750,1.15
2014-01-23,983404,881659,1865063,0.9
2014-01-24,1670486,1562879,3233365,0.94
2014-01-27,1467744,1369578,2837322,0.93
2014-01-28,748488,682273,1430761,0.91
2014-01-29,772090,946024,1718114,1.23
2014-01-30,737546,830486,1568032,1.13
2014-01-31,1665045,1167882,2832927,0.7
2014-02-03,2498842,1721298,4220140,0.69
2014-02-04,1093539,1244203,2337742,1.14
2014-02-05,973042,985601,1958643,1.01
2014-02-06,1112154,1087178,2199332,0.98
2014-02-07,1484649,1111378,2596027,0.75
2014-02-10,616001,646810,1262811,1.05
2014-02-11,1390950,1407071,2798021,1.01
2014-02-12,699011,688210,1387221,0.98
2014-02-13,754191,726782,1480973,0.96
2014-02-14,996963,1003360,2000323,1.01
2014-02-18,1062234,837531,1899765,0.79
2014-02-19,1272381,1160454,2432835,0.91
2014-02-20,946917,840352,1787269,0.89
2014-02-21,772604,618599,1391203,0.8
2014-02-24,788027,701722,1489749,0.89
2014-02-25,571259,485287,1056546,0.85
2014-02-26,554587,523381,1077968,0.94
2014-02-27,537343,591387,1128730,1.1
2014-02-28,1062371,942601,2004972,0.89
2014-03-03,1060288,866468,1926756,0.82
2014-03-04,770165,770542,1540707,1.0
2014-03-05,487915,638332,1126247,1.31
2014-03-06,612490,750962,1363452,1.23
2014-03-07,822875,776439,1599314,0.94
2014-03-10,956016,673972,1629988,0.7
2014-03-11,786435,644539,1430974,0.82
2014-03-12,607201,607550,1214751,1.0
2014-03-13,1245889,1121262,2367151,0.9
2014-03-14,1870095,1102638,2972733,0.59
2014-03-17,962086,800763,1762849,0.83
2014-03-18,1171881,789615,1961496,0.67
2014-03-19,895639,763528,1659167,0.85
2014-03-20,687764,793750,1481514,1.15
2014-03-21,619108,723057,1342165,1.17
2014-03-24,452708,656603,1109311,1.45
2014-03-25,609329,525067,1134396,0.86
2014-03-26,708516,805245,1513761,1.14
2014-03-27,550175,633943,1184118,1.15
2014-03-28,746993,733766,1480759,0.98
2014-03-31,533256,516384,1049640,0.97
2014-04-01,624944,1007693,1632637,1.61
2014-04-02,1041931,641723,1683654,0.62
2014-04-03,587161,593252,1180413,1.01
2014-04-04,1185343,961805,2147148,0.81
2014-04-07,909789,815229,1725018,0.9
2014-04-08,522551,519490,1042041,0.99
2014-04-09,580608,544076,1124684,0.94
2014-04-10,976251,863355,1839606,0.88
2014-04-11,1270346,1255072,2525418,0.99
2014-04-14,1495699,916615,2412314,0.61
2014-04-15,1270615,1004066,2274681,0.79
2014-04-16,867129,855957,1723086,0.99
2014-04-17,712522,682164,1394686,0.96
2014-04-21,426765,429973,856738,1.01
2014-04-22,966006,688957,1654963,0.71
2014-04-23,314260,363549,677809,1.16
2014-04-24,436935,489127,926062,1.12
2014-04-25,508972,663892,1172864,1.3
2014-04-28,461732,416494,878226,0.9
2014-04-29,319954,354723,674677,1.11
2014-04-30,562982,401215,964197,0.71
2014-05-01,842087,683497,1525584,0.81
2014-05-02,691022,654104,1345126,0.95
2014-05-05,440075,424510,864585,0.96
2014-05-06,616459,438815,1055274,0.71
2014-05-07,545072,413577,958649,0.76
2014-05-08,705449,648783,1354232,0.92
2014-05-09,776425,599074,1375499,0.77
2014-05-12,1653577,713334,2366911,0.43
2014-05-13,809428,720623,1530051,0.89
2014-05-14,685638,860430,1546068,1.25
2014-05-15,1064328,1093768,2158096,1.03
2014-05-16,919215,814726,1733941,0.89
2014-05-19,428358,490637,918995,1.15
2014-05-20,829739,831161,1660900,1.0
2014-05-21,1354851,963825,2318676,0.71
2014-05-22,676263,576812,1253075,0.85
2014-05-23,880715,576006,1456721,0.65
2014-05-27,605978,597328,1203306,0.99
2014-05-28,635102,588986,1224088,0.93
2014-05-29,808379,608338,1416717,0.75
2014-05-30,604148,595828,1199976,0.99
2014-06-02,576080,674862,1250942,1.17
2014-06-03,386241,532804,919045,1.38
2014-06-04,737716,547087,1284803,0.74
2014-06-05,1530656,1120329,2650985,0.73
2014-06-06,1047904,1089880,2137784,1.04
2014-06-09,717308,698549,1415857,0.97
2014-06-10,751511,582595,1334106,0.78
2014-06-11,712642,573860,1286502,0.81
2014-06-12,1023436,809873,1833309,0.79
2014-06-13,1033562,696486,1730048,0.67
2014-06-16,842679,658295,1500974,0.78
2014-06-17,880820,823296,1704116,0.93
2014-06-18,1287257,1160480,2447737,0.9
2014-06-19,1049566,935447,1985013,0.89
2014-06-20,883414,745083,1628497,0.84
2014-06-23,530722,454269,984991,0.86
2014-06-24,704717,646864,1351581,0.92
2014-06-25,424722,485681,910403,1.14
2014-06-26,524590,553152,1077742,1.05
2014-06-27,447794,576407,1024201,1.29
2014-06-30,480083,627700,1107783,1.31
2014-07-01,772719,811898,1584617,1.05
2014-07-02,599444,621648,1221092,1.04
2014-07-03,450044,626148,1076192,1.39
2014-07-07,449114,605200,1054314,1.35
2014-07-08,1220607,915292,2135899,0.75
2014-07-09,477906,516544,994450,1.08
2014-07-10,708003,752877,1460880,1.06
2014-07-11,722868,914702,1637570,1.27
2014-07-14,780271,762298,1542569,0.98
2014-07-15,1006117,808909,1815026,0.8
2014-07-16,894319,973852,1868171,1.09
2014-07-17,1385978,1077885,2463863,0.78
2014-07-18,769088,853760,1622848,1.11
2014-07-21,497613,525949,1023562,1.06
2014-07-22,392909,436230,829139,1.11
2014-07-23,480715,469178,949893,0.98
2014-07-24,428541,678245,1106786,1.58
2014-07-25,491009,733121,1224130,1.49
2014-07-28,366182,410842,777024,1.12
2014-07-29,379371,406330,785701,1.07
2014-07-30,746272,603844,1350116,0.81
2014-07-31,1694283,1260901,2955184,0.74
2014-08-01,1266681,1420550,2687231,1.12
2014-08-04,523820,808645,1332465,1.54
2014-08-05,709705,786666,1496371,1.11
2014-08-06,675239,808436,1483675,1.2
2014-08-07,875132,1032617,1907749,1.18
2014-08-08,730046,958641,1688687,1.31
2014-08-11,1110053,694148,1804201,0.63
2014-08-12,632897,818689,1451586,1.29
2014-08-13,777888,694082,1471970,0.89
2014-08-14,820784,859756,1680540,1.05
2014-08-15,1011582,1204718,2216300,1.19
2014-08-18,708891,733952,1442843,1.04
2014-08-19,1089472,962586,2052058,0.88
2014-08-20,932508,711386,1643894,0.76
2014-08-21,731042,585031,1316073,0.8
2014-08-22,746460,682422,1428882,0.91
2014-08-25,581842,489989,1071831,0.84
2014-08-26,521212,452619,973831,0.87
2014-08-27,421950,384521,806471,0.91
2014-08-28,450692,543851,994543,1.21
2014-08-29,399260,616831,1016091,1.54
2014-09-02,655148,468307,1123455,0.71
2014-09-03,489371,551993,1041364,1.13
2014-09-04,782072,708681,1490753,0.91
2014-09-05,613587,760886,1374473,1.24
2014-09-08,470527,521664,992191,1.11
2014-09-09,569537,636904,1206441,1.12
2014-09-10,612369,679325,1291694,1.11
2014-09-11,680336,709622,1389958,1.04
2014-09-12,1041388,956373,1997761,0.92
2014-09-15,826628,732482,1559110,0.89
2014-09-16,1103019,947913,2050932,0.86
2014-09-17,795590,758211,1553801,0.95
2014-09-18,721814,732269,1454083,1.01
2014-09-19,1071170,860153,1931323,0.8
2014-09-22,595955,681445,1277400,1.14
2014-09-23,609122,673666,1282788,1.11
2014-09-24,827992,657366,1485358,0.79
2014-09-25,1016887,1020911,2037798,1.0
2014-09-26,898866,842512,1741378,0.94
2014-09-29,1089528,721412,1810940,0.66
2014-09-30,515106,710023,1225129,1.38
2014-10-01,937627,1202015,2139642,1.28
2014-10-02,1025655,1030155,2055810,1.0
2014-10-03,936735,973797,1910532,1.04
2014-10-06,555792,709453,1265245,1.28
2014-10-07,776268,844118,1620386,1.09
2014-10-08,1023866,1172657,2196523,1.15
2014-10-09,1291949,1116261,2408210,0.86
2014-10-10,1492649,1586027,3078676,1.06
2014-10-13,1324061,1896963,3221024,1.43
2014-10-14,1867208,1647145,3514353,0.88
2014-10-15,2067098,2667763,4734861,1.29
2014-10-16,1870739,1799477,3670216,0.96
2014-10-17,807972,1375376,2183348,1.7
2014-10-20,975667,1084275,2059942,1.11
2014-10-21,1206830,1669005,2875835,1.38
2014-10-22,881698,1193674,2075372,1.35
2014-10-23,1180237,904833,2085070,0.77
2014-10-24,668302,639187,1307489,0.96
2014-10-27,387910,547211,935121,1.41
2014-10-28,991922,1102092,2094014,1.11
2014-10-29,841461,949372,1790833,1.13
2014-10-30,674174,763457,1437631,1.13
2014-10-31,1119665,1092384,2212049,0.98
2014-11-03,687980,741079,1429059,1.08
2014-11-04,522295,541795,1064090,1.04
2014-11-05,570452,605969,1176421,1.06
2014-11-06,606091,669707,1275798,1.1
2014-11-07,568372,747103,1315475,1.31
2014-11-10,599705,711466,1311171,1.19
2014-11-11,557291,548886,1106177,0.98
2014-11-12,657652,603771,1261423,0.92
2014-11-13,684872,886347,1571219,1.29
