date,index_call,index_put,index_total,index_pcr
2007-10-19,519344,853812,1373156,1.64
2007-10-22,322051,574215,896266,1.78
2007-10-23,353311,490903,844214,1.39
2007-10-24,383814,404527,788341,1.05
2007-10-25,295761,450483,746244,1.52
2007-10-26,337322,437580,774902,1.3
2007-10-29,198025,485382,683407,2.45
2007-10-30,300252,455147,755399,1.52
2007-10-31,362489,480477,842966,1.33
2007-11-01,488133,531912,1020045,1.09
2007-11-02,412296,475403,887699,1.15
2007-11-05,329060,494415,823475,1.5
2007-11-06,345261,384423,729684,1.11
2007-11-07,486865,680675,1167540,1.4
2007-11-08,827768,1010660,1838428,1.22
2007-11-09,682754,855689,1538443,1.25
2007-11-12,601871,737085,1338956,1.22
2007-11-13,662333,1008599,1670932,1.52
2007-11-14,621649,687450,1309099,1.11
2007-11-15,624818,930936,1555754,1.49
2007-11-16,549488,670222,1219710,1.22
2007-11-19,460654,703362,1164016,1.53
2007-11-20,551822,772187,1324009,1.4
2007-11-21,517208,933784,1450992,1.81
2007-11-23,155800,255959,411759,1.64
2007-11-26,304206,415276,719482,1.37
2007-11-27,311746,480915,792661,1.54
2007-11-28,478518,600372,1078890,1.25
2007-11-29,169204,316121,485325,1.87
2007-11-30,384258,718252,1102510,1.87
2007-12-03,197070,277101,474171,1.41
2007-12-04,240633,298311,538944,1.24
2007-12-05,315183,432522,747705,1.37
2007-12-06,320753,481966,802719,1.5
2007-12-07,301906,517581,819487,1.71
2007-12-10,318705,392925,711630,1.23
2007-12-11,457833,568825,1026658,1.24
2007-12-12,380837,420832,801669,1.11
2007-12-13,315059,447371,762430,1.42
2007-12-14,279615,428947,708562,1.53
2007-12-17,508248,670266,1178514,1.32
2007-12-18,553561,750671,1304232,1.36
2007-12-19,490123,789767,1279890,1.61
2007-12-20,505853,651367,1157220,1.29
2007-12-21,308116,585476,893592,1.9
2007-12-24,209159,205063,414222,0.98
2007-12-26,166665,248736,415401,1.49
2007-12-27,175330,331274,506604,1.89
2007-12-28,127468,223170,350638,1.75
2007-12-31,160438,283102,443540,1.76
2008-01-02,313170,548697,861867,1.75
2008-01-03,274694,456946,731640,1.66
2008-01-04,427295,626227,1053522,1.47
2008-01-07,352142,517742,869884,1.47
2008-01-08,423761,620783,1044544,1.46
2008-01-09,637535,833376,1470911,1.31
2008-01-10,467790,524682,992472,1.12
2008-01-11,367075,486321,853396,1.32
2008-01-14,454581,464174,918755,1.02
2008-01-15,493999,754317,1248316,1.53
2008-01-16,822906,1123498,1946404,1.37
2008-01-17,730403,1456733,2187136,1.99
2008-01-18,623283,834423,1457706,1.34
2008-01-22,528751,886187,1414938,1.68
2008-01-23,560900,766816,1327716,1.37
2008-01-24,427963,631160,1059123,1.47
2008-01-25,432660,616969,1049629,1.43
2008-01-28,358990,488954,847944,1.36
2008-01-29,300456,415255,715711,1.38
2008-01-30,527274,428330,955604,0.81
2008-01-31,358701,433648,792349,1.21
2008-02-01,360969,473775,834744,1.31
2008-02-04,281462,369863,651325,1.31
2008-02-05,307109,455086,762195,1.48
2008-02-06,294847,487466,782313,1.65
2008-02-07,434313,552093,986406,1.27
2008-02-08,366616,462658,829274,1.26
2008-02-11,443743,471506,915249,1.06
2008-02-12,560939,648686,1209625,1.16
2008-02-13,528755,581029,1109784,1.1
2008-02-14,613954,601567,1215521,0.98
2008-02-15,352822,446826,799648,1.27
2008-02-19,314846,570994,885840,1.81
2008-02-20,333329,314134,647463,0.94
2008-02-21,350028,366052,716080,1.05
2008-02-22,405807,515078,920885,1.27
2008-02-25,253393,409612,663005,1.62
2008-02-26,439045,521065,960110,1.19
2008-02-27,234236,447052,681288,1.91
2008-02-28,195438,308695,504133,1.58
2008-02-29,298787,531896,830683,1.78
2008-03-03,277317,490067,767384,1.77
2008-03-04,401342,541726,943068,1.35
2008-03-05,339556,412517,752073,1.21
2008-03-06,423053,545006,968059,1.29
2008-03-07,498811,585320,1084131,1.17
2008-03-10,446584,656873,1103457,1.47
2008-03-11,495815,666557,1162372,1.34
2008-03-12,391848,655066,1046914,1.67
2008-03-13,431189,643059,1074248,1.49
2008-03-14,620913,769274,1390187,1.24
2008-03-17,567023,722722,1289745,1.27
2008-03-18,651575,696173,1347748,1.07
2008-03-19,606470,921922,1528392,1.52
2008-03-20,353256,526679,879935,1.49
2008-03-24,355113,486797,841910,1.37
2008-03-25,350843,464166,815009,1.32
2008-03-26,267158,393885,661043,1.47
2008-03-27,187985,365034,553019,1.94
2008-03-28,168764,335005,503769,1.99
2008-03-31,177271,290451,467722,1.64
2008-04-01,519305,556868,1076173,1.07
2008-04-02,366704,614586,981290,1.68
2008-04-03,201937,371770,573707,1.84
2008-04-04,258080,702152,960232,2.72
2008-04-07,304919,511641,816560,1.68
2008-04-08,215367,396820,612187,1.84
2008-04-09,337230,537917,875147,1.6
2008-04-10,363641,380522,744163,1.05
2008-04-11,418345,583695,1002040,1.4
2008-04-14,330556,419194,749750,1.27
2008-04-15,396894,480998,877892,1.21
2008-04-16,643472,715023,1358495,1.11
2008-04-17,621729,696648,1318377,1.12
2008-04-18,449829,537474,987303,1.19
2008-04-21,229742,488758,718500,2.13
2008-04-22,268846,480428,749274,1.79
2008-04-23,196433,362711,559144,1.85
2008-04-24,328315,352264,680579,1.07
2008-04-25,274573,323592,598165,1.18
2008-04-28,190002,344582,534584,1.81
2008-04-29,175258,296595,471853,1.69
2008-04-30,260199,416960,677159,1.6
2008-05-01,320470,407673,728143,1.27
2008-05-02,387710,513243,900953,1.32
2008-05-05,262073,387034,649107,1.48
2008-05-06,326022,444733,770755,1.36
2008-05-07,373365,607567,980932,1.63
2008-05-08,263958,392192,656150,1.49
2008-05-09,279884,418382,698266,1.49
2008-05-12,334001,398266,732267,1.19
2008-05-13,460422,439976,900398,0.96
2008-05-14,673822,675979,1349801,1.0
2008-05-15,603130,594361,1197491,0.99
2008-05-16,422087,469600,891687,1.11
2008-05-19,405104,502865,907969,1.24
2008-05-20,356729,538058,894787,1.51
2008-05-21,360017,718783,1078800,2.0
2008-05-22,282795,337091,619886,1.19
2008-05-23,332917,441895,774812,1.33
2008-05-27,228964,246113,475077,1.07
2008-05-28,263390,323484,586874,1.23
2008-05-29,408769,373601,782370,0.91
2008-05-30,232135,318325,550460,1.37
2008-06-02,343719,442240,785959,1.29
2008-06-03,251946,366670,618616,1.46
2008-06-04,280724,344150,624874,1.23
2008-06-05,384209,413603,797812,1.08
2008-06-06,502972,761634,1264606,1.51
2008-06-09,487557,509639,997196,1.05
2008-06-10,484186,470032,954218,0.97
2008-06-11,479017,587162,1066179,1.23
2008-06-12,387785,404192,791977,1.04
2008-06-13,425293,488058,913351,1.15
2008-06-16,412977,402109,815086,0.97
2008-06-17,355067,490374,845441,1.38
2008-06-18,576102,860157,1436259,1.49
2008-06-19,605906,696514,1302420,1.15
2008-06-20,496838,856925,1353763,1.72
2008-06-23,336705,428164,764869,1.27
2008-06-24,444107,561579,1005686,1.26
2008-06-25,411786,466065,877851,1.13
2008-06-26,539623,751512,1291135,1.39
2008-06-27,479015,665754,1144769,1.39
2008-06-30,407281,469836,877117,1.15
2008-07-01,593862,700063,1293925,1.18
2008-07-02,429745,668775,1098520,1.56
2008-07-03,301000,486430,787430,1.62
2008-07-07,523186,604142,1127328,1.15
2008-07-08,571381,657132,1228513,1.15
2008-07-09,449588,523462,973050,1.16
2008-07-10,530719,612377,1143096,1.15
2008-07-11,740869,913586,1654455,1.23
2008-07-14,615647,689359,1305006,1.12
2008-07-15,923385,1170313,2093698,1.27
2008-07-16,785070,968917,1753987,1.23
2008-07-17,942374,898643,1841017,0.95
2008-07-18,438339,626007,1064346,1.43
2008-07-21,272551,425616,698167,1.56
2008-07-22,367942,485376,853318,1.32
2008-07-23,536094,577083,1113177,1.08
2008-07-24,339423,538297,877720,1.59
2008-07-25,254601,292143,546744,1.15
2008-07-28,301884,450997,752881,1.49
2008-07-29,279292,396417,675709,1.42
2008-07-30,362162,462364,824526,1.28
2008-07-31,294359,542018,836377,1.84
2008-08-01,208717,432506,641223,2.07
2008-08-04,281533,461615,743148,1.64
2008-08-05,388196,457936,846132,1.18
2008-08-06,409764,620382,1030146,1.51
2008-08-07,377139,571075,948214,1.51
2008-08-08,483322,671787,1155109,1.39
2008-08-11,687612,722119,1409731,1.05
2008-08-12,510449,745928,1256377,1.46
2008-08-13,568650,844570,1413220,1.49
2008-08-14,679196,832009,1511205,1.22
2008-08-15,392431,536572,929003,1.37
2008-08-18,412919,611466,1024385,1.48
2008-08-19,404864,651279,1056143,1.61
2008-08-20,252477,428846,681323,1.7
2008-08-21,330786,330648,661434,1.0
2008-08-22,280635,360179,640814,1.28
2008-08-25,198394,352873,551267,1.78
2008-08-26,224166,298813,522979,1.33
2008-08-27,248416,230522,478938,0.93
2008-08-28,423240,414468,837708,0.98
2008-08-29,181378,313874,495252,1.73
2008-09-02,299453,424837,724290,1.42
2008-09-03,297087,459497,756584,1.55
2008-09-04,663109,693491,1356600,1.05
2008-09-05,642930,646546,1289476,1.01
2008-09-08,488170,490409,978579,1.0
2008-09-09,557886,560388,1118274,1.0
2008-09-10,505312,674097,1179409,1.33
2008-09-11,626087,650138,1276225,1.04
2008-09-12,624467,624688,1249155,1.0
2008-09-15,616353,868911,1485264,1.41
2008-09-16,930224,1503191,2433415,1.62
2008-09-17,1017037,1688812,2705849,1.66
2008-09-18,1007116,1685775,2692891,1.67
2008-09-19,782194,900093,1682287,1.15
2008-09-22,453964,600962,1054926,1.32
2008-09-23,571591,601770,1173361,1.05
2008-09-24,431418,510802,942220,1.18
2008-09-25,483402,569011,1052413,1.18
2008-09-26,415984,513419,929403,1.23
2008-09-29,516619,908078,1424697,1.76
2008-09-30,594033,1122477,1716510,1.89
2008-10-01,452710,589948,1042658,1.3
2008-10-02,460867,789919,1250786,1.71
2008-10-03,526125,769778,1295903,1.46
2008-10-06,957664,2001380,2959044,2.09
2008-10-07,689272,1033050,1722322,1.5
2008-10-08,727184,1318993,2046177,1.81
2008-10-09,671617,1117711,1789328,1.66
2008-10-10,999237,1447644,2446881,1.45
2008-10-13,1009370,962430,1971800,0.95
2008-10-14,945347,883267,1828614,0.93
2008-10-15,871028,1250133,2121161,1.44
2008-10-16,1203223,1445718,2648941,1.2
2008-10-17,707696,763200,1470896,1.08
2008-10-20,490183,531273,1021456,1.08
2008-10-21,600174,518908,1119082,0.86
2008-10-22,552157,947386,1499543,1.72
2008-10-23,605899,918455,1524354,1.52
2008-10-24,367174,565000,932174,1.54
2008-10-27,361723,500658,862381,1.38
2008-10-28,463328,765397,1228725,1.65
2008-10-29,453789,557156,1010945,1.23
2008-10-30,378134,469817,847951,1.24
2008-10-31,299101,544318,843419,1.82
2008-11-03,285799,386513,672312,1.35
2008-11-04,471754,677921,1149675,1.44
2008-11-05,488208,449933,938141,0.92
2008-11-06,435387,710339,1145726,1.63
2008-11-07,278775,369217,647992,1.32
2008-11-10,276195,332651,608846,1.2
2008-11-11,286054,436674,722728,1.53
2008-11-12,502882,608416,1111298,1.21
2008-11-13,643498,707143,1350641,1.1
2008-11-14,423670,537946,961616,1.27
2008-11-17,424572,505613,930185,1.19
2008-11-18,700147,710135,1410282,1.01
2008-11-19,712256,1202676,1914932,1.69
2008-11-20,825304,1256471,2081775,1.52
2008-11-21,674309,793328,1467637,1.18
2008-11-24,460004,515682,975686,1.12
2008-11-25,376839,309229,686068,0.82
2008-11-26,336265,401267,737532,1.19
2008-11-28,131948,156212,288160,1.18
2008-12-01,320887,382998,703885,1.19
2008-12-02,311727,358724,670451,1.15
2008-12-03,299177,369863,669040,1.24
2008-12-04,372029,376939,748968,1.01
2008-12-05,285963,425037,711000,1.49
2008-12-08,390640,443980,834620,1.14
2008-12-09,330459,430515,760974,1.3
2008-12-10,418475,496586,915061,1.19
2008-12-11,425461,535717,961178,1.26
2008-12-12,481559,572370,1053929,1.19
2008-12-15,444907,522186,967093,1.17
2008-12-16,681941,760206,1442147,1.11
2008-12-17,583723,645511,1229234,1.11
2008-12-18,526852,538892,1065744,1.02
2008-12-19,402392,373594,775986,0.93
2008-12-22,256717,274992,531709,1.07
2008-12-23,212701,269459,482160,1.27
2008-12-24,47194,72659,119853,1.54
2008-12-26,63564,85439,149003,1.34
2008-12-29,195831,239742,435573,1.22
2008-12-30,147188,226146,373334,1.54
2008-12-31,226211,320632,546843,1.42
2009-01-02,255484,381463,636947,1.49
2009-01-05,309149,349999,659148,1.13
2009-01-06,375756,386703,762459,1.03
2009-01-07,301819,392178,693997,1.3
2009-01-08,269976,411814,681790,1.53
2009-01-09,381047,502843,883890,1.32
2009-01-12,444060,528809,972869,1.19
2009-01-13,678681,494570,1173251,0.73
2009-01-14,646106,678091,1324197,1.05
2009-01-15,681911,828777,1510688,1.22
2009-01-16,376246,491306,867552,1.31
2009-01-20,483717,421136,904853,0.87
2009-01-21,433184,534594,967778,1.23
2009-01-22,286017,352054,638071,1.23
2009-01-23,292644,294951,587595,1.01
2009-01-26,191853,233541,425394,1.22
2009-01-27,219309,256789,476098,1.17
2009-01-28,553080,396901,949981,0.72
2009-01-29,339996,400053,740049,1.18
2009-01-30,371725,394759,766484,1.06
2009-02-02,336021,244504,580525,0.73
2009-02-03,304529,304076,608605,1.0
2009-02-04,291763,233262,525025,0.8
2009-02-05,278535,314063,592598,1.13
2009-02-06,502274,382593,884867,0.76
2009-02-09,238167,278485,516652,1.17
2009-02-10,605063,468558,1073621,0.77
2009-02-11,282111,291830,573941,1.03
2009-02-12,510166,440198,950364,0.86
2009-02-13,279590,351642,631232,1.26
2009-02-17,507183,621577,1128760,1.23
2009-02-18,552236,793227,1345463,1.44
2009-02-19,595245,802340,1397585,1.35
2009-02-20,530743,485617,1016360,0.91
2009-02-23,410586,569519,980105,1.39
2009-02-24,331176,402134,733310,1.21
2009-02-25,330788,402681,733469,1.22
2009-02-26,297239,302374,599613,1.02
2009-02-27,407258,477457,884715,1.17
2009-03-02,513853,624519,1138372,1.22
2009-03-03,403737,563548,967285,1.4
2009-03-04,403352,638538,1041890,1.58
2009-03-05,550111,595190,1145301,1.08
2009-03-06,526178,526608,1052786,1.0
2009-03-09,330607,352188,682795,1.07
2009-03-10,495357,478522,973879,0.97
2009-03-11,399672,445270,844942,1.11
2009-03-12,539563,472953,1012516,0.88
2009-03-13,409309,376462,785771,0.92
2009-03-16,495250,565547,1060797,1.14
2009-03-17,856908,524328,1381236,0.61
2009-03-18,863071,753485,1616556,0.87
2009-03-19,544796,623888,1168684,1.15
2009-03-20,382774,629763,1012537,1.65
2009-03-23,511920,512938,1024858,1.0
2009-03-24,446922,421825,868747,0.94
2009-03-25,289713,380686,670399,1.31
2009-03-26,276723,405668,682391,1.47
2009-03-27,294058,361247,655305,1.23
2009-03-30,277912,620016,897928,2.23
2009-03-31,267200,357778,624978,1.34
2009-04-01,397525,500660,898185,1.26
2009-04-02,536777,580298,1117075,1.08
2009-04-03,307816,403853,711669,1.31
2009-04-06,338036,470820,808856,1.39
2009-04-07,327502,419446,746948,1.28
2009-04-08,257438,371026,628464,1.44
2009-04-09,467638,808829,1276467,1.73
2009-04-13,353955,568892,922847,1.61
2009-04-14,461632,586164,1047796,1.27
2009-04-15,461764,693373,1155137,1.5
2009-04-16,654984,725890,1380874,1.11
2009-04-17,361433,492990,854423,1.36
2009-04-20,404081,492545,896626,1.22
2009-04-21,290428,422175,712603,1.45
2009-04-22,265632,374430,640062,1.41
2009-04-23,277411,335917,613328,1.21
2009-04-24,335347,406227,741574,1.21
2009-04-27,248626,365322,613948,1.47
2009-04-28,199282,254029,453311,1.27
2009-04-29,350679,337085,687764,0.96
2009-04-30,298623,529847,828470,1.77
2009-05-01,238198,383978,622176,1.61
2009-05-04,329244,474446,803690,1.44
2009-05-05,405172,352387,757559,0.87
2009-05-06,329150,477065,806215,1.45
2009-05-07,409112,526674,935786,1.29
2009-05-08,352270,597488,949758,1.7
2009-05-11,372514,488361,860875,1.31
2009-05-12,395675,534477,930152,1.35
2009-05-13,574423,663535,1237958,1.16
2009-05-14,686857,826636,1513493,1.2
2009-05-15,420237,408233,828470,0.97
2009-05-18,263306,427258,690564,1.62
2009-05-19,413686,393319,807005,0.95
2009-05-20,485309,544599,1029908,1.12
2009-05-21,428225,464642,892867,1.09
2009-05-22,276436,279527,555963,1.01
2009-05-26,303113,312047,615160,1.03
2009-05-27,405234,355744,760978,0.88
2009-05-28,245052,369525,614577,1.51
2009-05-29,261143,290679,551822,1.11
2009-06-01,459569,537665,997234,1.17
2009-06-02,335780,470784,806564,1.4
2009-06-03,329640,509778,839418,1.55
2009-06-04,245879,374458,620337,1.52
2009-06-05,293550,341658,635208,1.16
2009-06-08,329657,385869,715526,1.17
2009-06-09,303248,420426,723674,1.39
2009-06-10,381792,490298,872090,1.28
2009-06-11,456131,547870,1004001,1.2
2009-06-12,274166,356444,630610,1.3
2009-06-15,446479,514638,961117,1.15
2009-06-16,579338,717922,1297260,1.24
2009-06-17,430264,744504,1174768,1.73
2009-06-18,469001,547623,1016624,1.17
2009-06-19,363038,364086,727124,1.0
2009-06-22,353276,395657,748933,1.12
2009-06-23,318201,418926,737127,1.32
2009-06-24,296260,347047,643307,1.17
2009-06-25,425794,407004,832798,0.96
2009-06-26,353630,247464,601094,0.7
2009-06-29,312393,252952,565345,0.81
2009-06-30,371959,506042,878001,1.36
2009-07-01,375183,357804,732987,0.95
2009-07-02,322507,420463,742970,1.3
2009-07-06,307561,277513,585074,0.9
2009-07-07,461381,414849,876230,0.9
2009-07-08,470315,496374,966689,1.06
2009-07-09,296068,294000,590068,0.99
2009-07-10,310928,331088,642016,1.06
2009-07-13,464738,468976,933714,1.01
2009-07-14,366525,468884,835409,1.28
2009-07-15,770351,665300,1435651,0.86
2009-07-16,704925,676096,1381021,0.96
2009-07-17,387567,491589,879156,1.27
2009-07-20,466847,357881,824728,0.77
2009-07-21,250269,331421,581690,1.32
2009-07-22,271049,598692,869741,2.21
2009-07-23,464989,601434,1066423,1.29
