date,total_call,total_put,total_total,total_pcr,equity_call,equity_put,equity_total,equity_pcr,index_call,index_put,index_total,index_pcr
2004-02-26,714777.0,460082.0,1174859.0,0.64,607116.0,316163.0,923279.0,0.52,107614,143869,251483,1.34
2004-02-27,624138.0,448697.0,1072835.0,0.72,528027.0,313869.0,841896.0,0.59,96090,134628,230718,1.4
2004-03-01,486328.0,357508.0,843836.0,0.74,360769.0,199757.0,560526.0,0.55,125511,157738,283249,1.26
2004-03-02,699614.0,495954.0,1195568.0,0.71,597318.0,305438.0,902756.0,0.51,102285,190216,292501,1.86
2004-03-03,619970.0,442675.0,1062645.0,0.71,508197.0,304249.0,812446.0,0.6,111688,138406,250094,1.24
2004-03-04,669444.0,475721.0,1145165.0,0.71,547185.0,326334.0,873519.0,0.6,122186,149181,271367,1.22
2004-03-05,696919.0,549202.0,1246121.0,0.79,556020.0,338207.0,894227.0,0.61,140029,210313,350342,1.5
2004-03-08,757246.0,620432.0,1377678.0,0.82,634998.0,417338.0,1052336.0,0.66,122022,202696,324718,1.66
2004-03-09,830649.0,803092.0,1633741.0,0.97,637026.0,545759.0,1182785.0,0.86,193309,256685,449994,1.33
2004-03-10,942219.0,853517.0,1795736.0,0.91,695671.0,504032.0,1199703.0,0.72,246283,349459,595742,1.42
2004-03-11,911050.0,1097093.0,2008143.0,1.2,675246.0,645835.0,1321081.0,0.96,235514,451181,686695,1.92
2004-03-12,758249.0,795143.0,1553392.0,1.05,563698.0,463767.0,1027465.0,0.82,194511,331355,525866,1.7
2004-03-15,722084.0,761678.0,1483762.0,1.05,520912.0,440227.0,961139.0,0.85,201129,321431,522560,1.6
2004-03-16,784976.0,830306.0,1615282.0,1.06,543232.0,504419.0,1047651.0,0.93,241657,325578,567235,1.35
2004-03-17,1001423.0,807241.0,1808664.0,0.81,721088.0,482881.0,1203969.0,0.67,280068,324325,604393,1.16
2004-03-18,876364.0,700998.0,1577362.0,0.8,607071.0,393536.0,1000607.0,0.65,269193,307298,576491,1.14
2004-03-19,853502.0,881695.0,1735197.0,1.03,677758.0,599883.0,1277641.0,0.89,175617,281549,457166,1.6
2004-03-22,867817.0,839966.0,1707783.0,0.97,659464.0,489962.0,1149426.0,0.74,208274,349929,558203,1.68
2004-03-23,819911.0,554977.0,1374888.0,0.68,641833.0,366452.0,1008285.0,0.57,177945,188525,366470,1.06
2004-03-24,690843.0,605230.0,1296073.0,0.88,543336.0,395211.0,938547.0,0.73,147460,209965,357425,1.42
2004-03-25,976574.0,679442.0,1656016.0,0.7,816089.0,488795.0,1304884.0,0.6,160446,190647,351093,1.19
2004-03-26,584342.0,449027.0,1033369.0,0.77,482828.0,300893.0,783721.0,0.62,101358,148087,249445,1.46
2004-03-29,727022.0,484474.0,1211496.0,0.67,582658.0,275790.0,858448.0,0.47,144087,208663,352750,1.45
2004-03-30,685330.0,418968.0,1104298.0,0.61,581353.0,267971.0,849324.0,0.46,103965,150896,254861,1.45
2004-03-31,617784.0,812143.0,1429927.0,1.31,503749.0,553298.0,1057047.0,1.1,113987,258635,372622,2.27
2004-04-01,862321.0,524115.0,1386436.0,0.61,676577.0,317796.0,994373.0,0.47,185616,206067,391683,1.11
2004-04-02,1154470.0,788367.0,1942837.0,0.68,994736.0,531671.0,1526407.0,0.53,158380,256449,414829,1.62
2004-04-05,957355.0,637365.0,1594720.0,0.67,795684.0,389406.0,1185090.0,0.49,161039,247854,408893,1.54
2004-04-06,846971.0,692316.0,1539287.0,0.82,728128.0,505325.0,1233453.0,0.69,118809,186971,305780,1.57
2004-04-07,721673.0,506208.0,1227881.0,0.7,601191.0,323103.0,924294.0,0.54,120460,183065,303525,1.52
2004-04-08,701853.0,516837.0,1218690.0,0.74,576071.0,338140.0,914211.0,0.59,125670,178637,304307,1.42
2004-04-12,616446.0,473888.0,1090334.0,0.77,518155.0,296210.0,814365.0,0.57,98129,177378,275507,1.81
2004-04-13,856548.0,785025.0,1641573.0,0.92,659012.0,510532.0,1169544.0,0.77,197213,274188,471401,1.39
2004-04-14,852572.0,698987.0,1551559.0,0.82,627311.0,379075.0,1006386.0,0.6,224969,319518,544487,1.42
2004-04-15,1005497.0,846617.0,1852114.0,0.84,757064.0,506667.0,1263731.0,0.67,248265,339585,587850,1.37
2004-04-16,1220955.0,936934.0,2157889.0,0.77,1043624.0,637847.0,1681471.0,0.61,177220,298987,476207,1.69
2004-04-19,794760.0,531366.0,1326126.0,0.67,670596.0,378865.0,1049461.0,0.56,123797,152500,276297,1.23
2004-04-20,833531.0,677967.0,1511498.0,0.81,699494.0,482043.0,1181537.0,0.69,133901,195846,329747,1.46
2004-04-21,776135.0,530939.0,1307074.0,0.68,641861.0,346031.0,987892.0,0.54,133999,184088,318087,1.37
2004-04-22,977611.0,617591.0,1595202.0,0.63,800523.0,430109.0,1230632.0,0.54,176969,187207,364176,1.06
2004-04-23,750552.0,526044.0,1276596.0,0.7,649924.0,409471.0,1059395.0,0.63,100463,116461,216924,1.16
2004-04-26,618295.0,407195.0,1025490.0,0.66,545893.0,292805.0,838698.0,0.54,71412,114369,185781,1.6
2004-04-27,876032.0,627839.0,1503871.0,0.72,772474.0,441571.0,1214045.0,0.57,103353,186257,289610,1.8
2004-04-28,817411.0,720636.0,1538047.0,0.88,702768.0,453822.0,1156590.0,0.65,114503,266791,381294,2.33
2004-04-29,797749.0,798591.0,1596340.0,1.0,664197.0,513577.0,1177774.0,0.77,133169,284011,417180,2.13
2004-04-30,794028.0,811936.0,1605964.0,1.02,681410.0,649293.0,1330703.0,0.95,112584,162625,275209,1.44
2004-05-03,604159.0,490665.0,1094824.0,0.81,503819.0,320393.0,824212.0,0.64,99544,170212,269756,1.71
2004-05-04,698925.0,467344.0,1166269.0,0.67,583332.0,291348.0,874680.0,0.5,115321,175945,291266,1.53
2004-05-05,533593.0,475515.0,1009108.0,0.89,438233.0,288426.0,726659.0,0.66,95147,186567,281714,1.96
2004-05-06,543069.0,682891.0,1225960.0,1.26,398820.0,385067.0,783887.0,0.97,143902,297406,441308,2.07
2004-05-07,684716.0,693425.0,1378141.0,1.01,529005.0,418012.0,947017.0,0.79,155003,274538,429541,1.77
2004-05-10,872813.0,1118006.0,1990819.0,1.28,640887.0,560050.0,1200937.0,0.87,231241,557835,789076,2.41
2004-05-11,799195.0,885934.0,1685129.0,1.11,603030.0,556511.0,1159541.0,0.92,195763,329273,525036,1.68
2004-05-12,849269.0,949087.0,1798356.0,1.12,592635.0,557502.0,1150137.0,0.94,256292,391376,647668,1.53
2004-05-13,684749.0,692405.0,1377154.0,1.01,538985.0,417575.0,956560.0,0.77,145455,274349,419804,1.89
2004-05-14,530308.0,516156.0,1046464.0,0.97,398858.0,326891.0,725749.0,0.82,131119,189060,320179,1.44
2004-05-17,622932.0,761623.0,1384555.0,1.22,441661.0,425646.0,867307.0,0.96,180113,335932,516045,1.87
2004-05-18,716116.0,710531.0,1426647.0,0.99,561884.0,423685.0,985569.0,0.75,152590,286542,439132,1.88
2004-05-19,968473.0,772361.0,1740834.0,0.8,721918.0,405761.0,1127679.0,0.56,246368,366489,612857,1.49
2004-05-20,642507.0,778148.0,1420655.0,1.21,432627.0,440072.0,872699.0,1.02,209719,337465,547184,1.61
2004-05-21,868694.0,973948.0,1842642.0,1.12,661326.0,534158.0,1195484.0,0.81,207021,439191,646212,2.12
2004-05-24,687410.0,526740.0,1214150.0,0.77,558321.0,347209.0,905530.0,0.62,129005,179341,308346,1.39
2004-05-25,829079.0,748788.0,1577867.0,0.9,648742.0,448555.0,1097297.0,0.69,180024,300188,480212,1.67
2004-05-26,618924.0,623225.0,1242149.0,1.01,519789.0,381312.0,901101.0,0.73,98810,241880,340690,2.45
2004-05-27,648734.0,608932.0,1257666.0,0.94,512473.0,320999.0,833472.0,0.63,135738,287841,423579,2.12
2004-05-28,388547.0,407570.0,796117.0,1.05,325223.0,228402.0,553625.0,0.7,63203,179147,242350,2.83
2004-06-01,500343.0,467935.0,968278.0,0.94,422150.0,306293.0,728443.0,0.73,77598,161572,239170,2.08
2004-06-02,581605.0,531082.0,1112687.0,0.91,462504.0,296992.0,759496.0,0.64,118708,233978,352686,1.97
2004-06-03,518239.0,585165.0,1103404.0,1.13,407717.0,409788.0,817505.0,1.01,110363,175184,285547,1.59
2004-06-04,569900.0,580062.0,1149962.0,1.02,424059.0,350459.0,774518.0,0.83,145739,229548,375287,1.58
2004-06-07,751705.0,637981.0,1389686.0,0.85,522695.0,327387.0,850082.0,0.63,228976,310122,539098,1.35
2004-06-08,617310.0,531082.0,1148392.0,0.86,457046.0,300707.0,757753.0,0.66,160203,230350,390553,1.44
2004-06-09,563453.0,520110.0,1083563.0,0.92,449561.0,327720.0,777281.0,0.73,113625,192256,305881,1.69
2004-06-10,486746.0,559901.0,1046647.0,1.15,364599.0,367379.0,731978.0,1.01,121969,192477,314446,1.58
2004-06-14,538233.0,710300.0,1248533.0,1.32,363741.0,433002.0,796743.0,1.19,173871,277058,450929,1.59
2004-06-15,737671.0,578207.0,1315878.0,0.78,534309.0,337034.0,871343.0,0.63,201844,240916,442760,1.19
2004-06-16,740529.0,513345.0,1253874.0,0.69,493559.0,260257.0,753816.0,0.53,246768,253031,499799,1.03
2004-06-17,818546.0,647093.0,1465639.0,0.79,604920.0,383811.0,988731.0,0.63,213372,263177,476549,1.23
2004-06-18,1095854.0,878324.0,1974178.0,0.8,907770.0,543536.0,1451306.0,0.6,187987,334500,522487,1.78
2004-06-21,690718.0,573578.0,1264296.0,0.83,569441.0,360845.0,930286.0,0.63,119745,212622,332367,1.78
2004-06-22,761243.0,620003.0,1381246.0,0.81,623543.0,431825.0,1055368.0,0.69,137246,188053,325299,1.37
2004-06-23,738101.0,614036.0,1352137.0,0.83,620417.0,356186.0,976603.0,0.57,117472,257814,375286,2.19
2004-06-24,861415.0,572208.0,1433623.0,0.66,698962.0,341775.0,1040737.0,0.49,162232,230245,392477,1.42
2004-06-25,567925.0,385072.0,952997.0,0.68,477164.0,272300.0,749464.0,0.57,90593,112563,203156,1.24
2004-06-28,837842.0,517724.0,1355566.0,0.62,735475.0,374297.0,1109772.0,0.51,102158,142896,245054,1.4
2004-06-29,589137.0,511491.0,1100628.0,0.87,500659.0,386514.0,887173.0,0.77,88133,124967,213100,1.42
2004-06-30,684227.0,531961.0,1216188.0,0.78,546725.0,400925.0,947650.0,0.73,136735,130859,267594,0.96
2004-07-01,736874.0,686859.0,1423733.0,0.93,576755.0,429000.0,1005755.0,0.74,159981,257784,417765,1.61
2004-07-02,559886.0,453271.0,1013157.0,0.81,459413.0,325758.0,785171.0,0.71,100185,126743,226928,1.27
2004-07-06,654782.0,705568.0,1360350.0,1.08,499103.0,499144.0,998247.0,1.0,155476,206298,361774,1.33
2004-07-07,602726.0,597852.0,1200578.0,0.99,480035.0,434571.0,914606.0,0.91,122204,163168,285372,1.34
2004-07-08,731641.0,667630.0,1399271.0,0.91,580709.0,477272.0,1057981.0,0.82,150572,190358,340930,1.26
2004-07-09,614062.0,457710.0,1071772.0,0.75,468279.0,315317.0,783596.0,0.67,145615,142263,287878,0.98
2004-07-12,542641.0,635693.0,1178334.0,1.17,405944.0,368269.0,774213.0,0.91,136586,267356,403942,1.96
2004-07-13,636712.0,505934.0,1142646.0,0.79,515012.0,326622.0,841634.0,0.63,121540,179285,300825,1.48
2004-07-14,939151.0,883419.0,1822570.0,0.94,700593.0,533493.0,1234086.0,0.76,238398,349881,588279,1.47
2004-07-15,935067.0,771837.0,1706904.0,0.83,708886.0,436307.0,1145193.0,0.62,226114,335510,561624,1.48
2004-07-16,1003161.0,1124042.0,2127203.0,1.12,812201.0,758206.0,1570407.0,0.93,190255,365652,555907,1.92
2004-07-19,851240.0,599463.0,1450703.0,0.7,685743.0,398101.0,1083844.0,0.58,165472,201310,366782,1.22
2004-07-20,811128.0,531659.0,1342787.0,0.66,673255.0,386264.0,1059519.0,0.57,137755,145329,283084,1.05
2004-07-21,840775.0,642570.0,1483345.0,0.76,706709.0,422885.0,1129594.0,0.6,134003,219660,353663,1.64
2004-07-22,828641.0,735463.0,1564104.0,0.89,639356.0,452128.0,1091484.0,0.71,189230,283335,472565,1.5
2004-07-23,566657.0,460356.0,1027013.0,0.81,473413.0,297719.0,771132.0,0.63,93137,162636,255773,1.75
2004-07-26,726589.0,587961.0,1314550.0,0.81,593357.0,422778.0,1016135.0,0.71,133144,165168,298312,1.24
2004-07-27,720204.0,520685.0,1240889.0,0.72,570934.0,314997.0,885931.0,0.55,149050,205662,354712,1.38
2004-07-28,756943.0,514160.0,1271103.0,0.68,635796.0,348299.0,984095.0,0.55,121034,165841,286875,1.37
2004-07-29,671863.0,435720.0,1107583.0,0.65,547501.0,306108.0,853609.0,0.56,124298,129612,253910,1.04
2004-07-30,544250.0,344652.0,888902.0,0.63,464179.0,247812.0,711991.0,0.53,79932,96680,176612,1.21
2004-08-02,484103.0,381474.0,865577.0,0.79,392553.0,260392.0,652945.0,0.66,91459,121052,212511,1.32
2004-08-03,488837.0,358603.0,847440.0,0.73,396065.0,215231.0,611296.0,0.54,92669,143337,236006,1.55
2004-08-04,528603.0,488441.0,1017044.0,0.92,403866.0,289736.0,693602.0,0.72,124643,198685,323328,1.59
2004-08-05,611312.0,525243.0,1136555.0,0.86,462895.0,321930.0,784825.0,0.7,148347,203311,351658,1.37
2004-08-06,753807.0,1042286.0,1796093.0,1.38,535745.0,683184.0,1218929.0,1.28,217898,358900,576798,1.65
2004-08-09,548918.0,512333.0,1061251.0,0.93,376267.0,326048.0,702315.0,0.87,172500,186256,358756,1.08
2004-08-10,606837.0,622547.0,1229384.0,1.03,420364.0,375145.0,795509.0,0.89,186412,247387,433799,1.33
2004-08-11,712094.0,631782.0,1343876.0,0.89,531373.0,365818.0,897191.0,0.69,180287,265636,445923,1.47
2004-08-12,658641.0,695880.0,1354521.0,1.06,506274.0,495092.0,1001366.0,0.98,152181,200688,352869,1.32
2004-08-13,575679.0,585383.0,1161062.0,1.02,418869.0,314266.0,733135.0,0.75,156588,271007,427595,1.73
2004-08-16,628640.0,532805.0,1161445.0,0.85,465604.0,310574.0,776178.0,0.67,162962,222226,385188,1.36
2004-08-17,711771.0,678781.0,1390552.0,0.95,537330.0,371034.0,908364.0,0.69,174285,307727,482012,1.77
2004-08-18,836750.0,816418.0,1653168.0,0.98,571227.0,467918.0,1039145.0,0.82,265396,348406,613802,1.31
2004-08-19,824248.0,731637.0,1555885.0,0.89,574296.0,421261.0,995557.0,0.73,249816,310160,559976,1.24
2004-08-20,1049280.0,1001436.0,2050716.0,0.95,784646.0,566482.0,1351128.0,0.72,264520,434522,699042,1.64
2004-08-23,666177.0,533040.0,1199217.0,0.8,537436.0,387781.0,925217.0,0.72,128673,145242,273915,1.13
2004-08-24,581836.0,458150.0,1039986.0,0.79,475033.0,282587.0,757620.0,0.59,106750,175543,282293,1.64
2004-08-25,623235.0,484308.0,1107543.0,0.78,495243.0,297051.0,792294.0,0.6,127898,187245,315143,1.46
2004-08-26,563139.0,472778.0,1035917.0,0.84,441929.0,309162.0,751091.0,0.7,121148,163594,284742,1.35
2004-08-27,478110.0,439606.0,917716.0,0.92,362855.0,266495.0,629350.0,0.73,114941,173084,288025,1.51
2004-08-30,448057.0,380550.0,828607.0,0.85,358137.0,247203.0,605340.0,0.69,89541,133127,222668,1.49
2004-08-31,529841.0,375877.0,905718.0,0.71,376647.0,221352.0,597999.0,0.59,152270,154417,306687,1.01
2004-09-01,419929.0,442284.0,862213.0,1.05,336482.0,259033.0,595515.0,0.77,83176,183111,266287,2.2
2004-09-02,537742.0,493922.0,1031664.0,0.92,404787.0,293349.0,698136.0,0.72,132851,200450,333301,1.51
2004-09-03,460669.0,472480.0,933149.0,1.03,331306.0,260532.0,591838.0,0.79,129296,211892,341188,1.64
2004-09-07,591019.0,507845.0,1098864.0,0.86,418271.0,292067.0,710338.0,0.7,172676,215778,388454,1.25
2004-09-08,522688.0,551202.0,1073890.0,1.05,437313.0,356345.0,793658.0,0.81,85196,194854,280050,2.29
2004-09-09,616250.0,558939.0,1175189.0,0.91,483669.0,349029.0,832698.0,0.72,132513,209903,342416,1.58
2004-09-10,688108.0,609139.0,1297247.0,0.89,573043.0,351284.0,924327.0,0.61,115043,257845,372888,2.24
2004-09-13,925613.0,632576.0,1558189.0,0.68,684933.0,381638.0,1066571.0,0.56,240560,250916,491476,1.04
2004-09-14,741513.0,692059.0,1433572.0,0.93,532990.0,355116.0,888106.0,0.67,208389,336928,545317,1.62
2004-09-15,764819.0,718152.0,1482971.0,0.94,591782.0,377246.0,969028.0,0.64,172878,340886,513764,1.97
2004-09-16,773434.0,582658.0,1356092.0,0.75,555654.0,340448.0,896102.0,0.61,217563,241747,459310,1.11
2004-09-17,905929.0,753552.0,1659481.0,0.83,742190.0,487054.0,1229244.0,0.66,163534,265956,429490,1.63
2004-09-20,801309.0,737399.0,1538708.0,0.92,652373.0,376265.0,1028638.0,0.58,148779,360944,509723,2.43
2004-09-21,834590.0,631199.0,1465789.0,0.76,672724.0,483557.0,1156281.0,0.72,161678,147346,309024,0.91
2004-09-22,629502.0,689662.0,1319164.0,1.1,500832.0,476806.0,977638.0,0.95,128422,212719,341141,1.66
