date,n_assets,mean_oc_var,is_friday,is_opex,is_triple_witch
2015-09-28,12,0.0005163319466089665,0,0,0
2015-09-29,12,0.00023853012833129677,0,0,0
2015-09-30,12,0.0001637684497743049,0,0,0
2015-10-01,12,0.00018013948609336375,0,0,0
2015-10-02,12,0.0010157284309092673,1,0,0
2015-10-05,12,0.00014045840593173548,0,0,0
2015-10-06,12,0.00017965380417660809,0,0,0
2015-10-07,12,7.038074402690416e-05,0,0,0
2015-10-08,12,9.944677288434386e-05,0,0,0
2015-10-09,12,0.0001231914743093721,1,0,0
2015-10-12,12,0.0002207314897337031,0,0,0
2015-10-13,12,0.00010135594745400277,0,0,0
2015-10-14,12,0.00020478145373320735,0,0,0
2015-10-15,12,0.0002483068782021521,0,0,0
2015-10-16,12,8.193289564476805e-05,1,1,0
2015-10-19,12,5.7840038125601046e-05,0,0,0
2015-10-20,12,0.0004752629094845685,0,0,0
2015-10-21,12,0.00018084271060428154,0,0,0
2015-10-22,12,0.0003108014795240797,0,0,0
2015-10-23,12,0.00020701279601223314,1,0,0
2015-10-26,12,0.00021832010031721911,0,0,0
2015-10-27,12,0.00011471741305326702,0,0,0
2015-10-28,12,0.00019230641789473298,0,0,0
2015-10-29,12,8.212280731328401e-05,0,0,0
2015-10-30,12,0.00017082069887574725,1,0,0
2015-11-02,12,0.00025113559392629696,0,0,0
2015-11-03,12,0.00015481452220414933,0,0,0
2015-11-04,12,0.0001638206319059908,0,0,0
2015-11-05,12,6.981161378136422e-05,0,0,0
2015-11-06,12,0.00015271422566865995,1,0,0
2015-11-09,12,0.00018329134129967985,0,0,0
2015-11-10,12,0.00016867505700728544,0,0,0
2015-11-11,12,8.576023371400832e-05,0,0,0
2015-11-12,12,0.0001158074272487545,0,0,0
2015-11-13,12,0.0004024415280391101,1,0,0
2015-11-16,12,0.0004522957623555477,0,0,0
2015-11-17,12,4.4775651207858434e-05,0,0,0
2015-11-18,12,0.00036182027288658627,0,0,0
2015-11-19,12,2.8444351419464235e-05,0,0,0
2015-11-20,12,6.392521449871378e-05,1,1,0
2015-11-23,12,8.777735253290725e-05,0,0,0
2015-11-24,12,0.00011618609348545545,0,0,0
2015-11-25,12,0.00014248025719260915,0,0,0
2015-11-27,12,2.3745241433070297e-05,1,0,0
2015-11-30,12,9.405481459644073e-05,0,0,0
2015-12-01,12,0.00023087730739574858,0,0,0
2015-12-02,12,0.00016003137116156425,0,0,0
2015-12-03,12,0.0003131151876652191,0,0,0
2015-12-04,12,0.0005269190858730053,1,0,0
2015-12-07,12,0.00011703283348782891,0,0,0
2015-12-08,12,0.00017097755590454307,0,0,0
2015-12-09,12,0.00016900589892517365,0,0,0
2015-12-10,12,2.640902770151306e-05,0,0,0
2015-12-11,12,0.00025410393717281964,1,0,0
2015-12-14,12,0.00016897116463977685,0,0,0
2015-12-15,12,0.0001183534847337831,0,0,0
2015-12-16,12,0.00032535363899127164,0,0,0
2015-12-17,12,0.00026397414981958674,0,0,0
2015-12-18,12,0.0003292237627641564,1,1,1
2015-12-21,12,3.148362160667698e-05,0,0,0
2015-12-22,12,5.5659140442078374e-05,0,0,0
2015-12-23,12,8.622650803302743e-05,0,0,0
2015-12-24,12,2.3454812695587648e-05,0,0,0
2015-12-28,12,6.133560605889253e-05,0,0,0
2015-12-29,12,0.0002006506427263665,0,0,0
2015-12-30,12,5.251884529214527e-05,0,0,0
2015-12-31,12,0.00010221863281055403,0,0,0
2016-01-04,12,0.00023259981579059792,0,0,0
2016-01-05,12,0.00013683796157433386,0,0,0
2016-01-06,12,0.00012601590488105972,0,0,0
2016-01-07,12,0.00024183817449992772,0,0,0
2016-01-08,12,0.0005577028988111224,1,0,0
2016-01-11,12,0.00012206302463438753,0,0,0
2016-01-12,12,7.062860127123994e-05,0,0,0
2016-01-13,12,0.0016649359265598301,0,0,0
2016-01-14,12,0.00037449153020048927,0,0,0
2016-01-15,12,0.00015732708654199638,1,1,0
2016-01-19,12,0.00023106850100039543,0,0,0
2016-01-20,12,0.0002781093987683834,0,0,0
2016-01-21,12,5.638598448612403e-05,0,0,0
2016-01-22,12,0.00015453417805428885,1,0,0
2016-01-25,12,0.00020871422268006927,0,0,0
2016-01-26,12,0.00016439713647025127,0,0,0
2016-01-27,12,0.00039704272739965024,0,0,0
2016-01-28,12,0.00023513382790233938,0,0,0
2016-01-29,12,0.0005821529794667706,1,0,0
2016-02-01,12,0.0002246337570773272,0,0,0
2016-02-02,12,0.0005128313247285115,0,0,0
2016-02-03,12,0.0006593208135887888,0,0,0
2016-02-04,12,0.0002025818387600911,0,0,0
2016-02-05,12,0.001326985168053247,1,0,0
2016-02-08,12,0.00047039812543366526,0,0,0
2016-02-09,12,0.00031154319927265416,0,0,0
2016-02-10,12,0.0002713584458861765,0,0,0
2016-02-11,12,0.0002381108647027993,0,0,0
2016-02-12,12,0.00020427716858909155,1,0,0
2016-02-16,12,0.00026102289998176936,0,0,0
2016-02-17,12,0.0005166670045481855,0,0,0
2016-02-18,12,0.0003289058789605396,0,0,0
2016-02-19,12,0.00016463434659602413,1,1,0
2016-02-22,12,0.00033839384184668935,0,0,0
2016-02-23,12,0.00020569236148038506,0,0,0
2016-02-24,12,0.000386214343901489,0,0,0
2016-02-25,12,0.00025256251462891843,0,0,0
2016-02-26,12,0.0001083303794008019,1,0,0
2016-02-29,12,0.00012185981360154773,0,0,0
2016-03-01,12,0.0008514355121878982,0,0,0
2016-03-02,12,0.00013257149375044833,0,0,0
2016-03-03,12,0.0001723670086172059,0,0,0
2016-03-04,12,7.082123463830186e-05,1,0,0
2016-03-07,12,0.0002849975562742468,0,0,0
2016-03-08,12,0.00010166581373323028,0,0,0
2016-03-09,12,8.676751050795959e-05,0,0,0
2016-03-10,12,0.0001333499358112316,0,0,0
2016-03-11,12,8.196048316875875e-05,1,0,0
2016-03-14,12,5.230835059127062e-05,0,0,0
2016-03-15,12,0.00011763934590661888,0,0,0
2016-03-16,12,0.00022825754111879806,0,0,0
2016-03-17,12,0.00010912913968475221,0,0,0
2016-03-18,12,0.00015725974788184647,1,1,1
2016-03-21,12,4.968202798725919e-05,0,0,0
2016-03-22,12,0.00013821372780489232,0,0,0
2016-03-23,12,0.00023236165072787807,0,0,0
2016-03-24,12,0.0003510211056037609,0,0,0
2016-03-28,12,4.094253577045478e-05,0,0,0
2016-03-29,12,0.00032757314190146064,0,0,0
2016-03-30,12,0.00014935502155827982,0,0,0
2016-03-31,12,2.8590924910502427e-05,0,0,0
2016-04-01,12,0.00025717212928874454,1,0,0
2016-04-04,12,7.128495101066044e-05,0,0,0
2016-04-05,12,0.0003493698694952978,0,0,0
2016-04-06,12,0.00031578461231054157,0,0,0
2016-04-07,12,0.00017512965542823108,0,0,0
2016-04-08,12,0.0002471496329953148,1,0,0
2016-04-11,12,4.096863197460291e-05,0,0,0
2016-04-12,12,7.987154092229243e-05,0,0,0
2016-04-13,12,0.00018900443086819894,0,0,0
2016-04-14,12,3.361757823045012e-05,0,0,0
2016-04-15,12,9.620813882568844e-05,1,1,0
2016-04-18,12,0.00010937353123197272,0,0,0
2016-04-19,12,0.0001393829591277105,0,0,0
2016-04-20,12,8.655957227025879e-05,0,0,0
2016-04-21,12,2.7831308013064125e-05,0,0,0
2016-04-22,12,5.845403180772089e-05,1,0,0
2016-04-25,12,3.05688398830885e-05,0,0,0
2016-04-26,12,7.606300148706882e-05,0,0,0
2016-04-27,12,0.00012301681980070292,0,0,0
2016-04-28,12,0.0002538948047638552,0,0,0
2016-04-29,12,0.0001220104641678489,1,0,0
2016-05-02,12,0.00010931623846729826,0,0,0
2016-05-03,12,7.992338499470846e-05,0,0,0
2016-05-04,12,0.00014977532043889934,0,0,0
2016-05-05,12,0.0005544419015326235,0,0,0
2016-05-06,12,0.00019895433794192208,1,0,0
2016-05-09,12,0.00010577597886964208,0,0,0
2016-05-10,12,8.72822269749743e-05,0,0,0
2016-05-11,12,9.019187507684572e-05,0,0,0
2016-05-12,12,0.00015194654636166197,0,0,0
2016-05-13,12,0.00019435100005380098,1,0,0
2016-05-16,12,0.00021860760851034625,0,0,0
2016-05-17,12,0.00018895582726066574,0,0,0
2016-05-18,12,0.0002505090222511487,0,0,0
2016-05-19,12,4.541937083769379e-05,0,0,0
2016-05-20,12,6.272765106220882e-05,1,1,0
2016-05-23,12,6.483471308532516e-05,0,0,0
2016-05-24,12,0.00015247643219399,0,0,0
2016-05-25,12,2.9295259667607024e-05,0,0,0
2016-05-26,12,7.27794715430428e-05,0,0,0
2016-05-27,12,4.043237462271599e-05,1,0,0
2016-05-31,12,7.147632348282904e-05,0,0,0
2016-06-01,12,5.8537658663910894e-05,0,0,0
2016-06-02,12,4.004631546231809e-05,0,0,0
2016-06-03,12,2.8007899213510267e-05,1,0,0
2016-06-06,12,4.786289969991667e-05,0,0,0
2016-06-07,12,0.00020621648405271326,0,0,0
2016-06-08,12,5.694190713889671e-05,0,0,0
2016-06-09,12,0.0001437817243474146,0,0,0
2016-06-10,12,0.0001622764381025344,1,0,0
2016-06-13,12,6.514948710565301e-05,0,0,0
2016-06-14,12,5.015791254554806e-05,0,0,0
2016-06-15,12,2.6802745594127456e-05,0,0,0
2016-06-16,12,0.00010992128942887867,0,0,0
2016-06-17,12,0.00011297104727400726,1,1,1
2016-06-20,12,5.219614504078412e-05,0,0,0
2016-06-21,12,6.443331380415544e-05,0,0,0
2016-06-22,12,4.270404188796828e-05,0,0,0
2016-06-23,12,6.186804138588495e-05,0,0,0
2016-06-24,12,9.785268138604477e-05,1,0,0
2016-06-27,12,0.00029785589037555467,0,0,0
2016-06-28,12,9.173044081760147e-05,0,0,0
2016-06-29,12,0.0001256895224351829,0,0,0
2016-06-30,12,9.016207435647872e-05,0,0,0
2016-07-01,12,0.0002230403512172986,1,0,0
2016-07-05,12,0.00011691197265387414,0,0,0
2016-07-06,12,0.00024118633296122644,0,0,0
2016-07-07,12,7.920903323717613e-05,0,0,0
2016-07-08,12,0.00012408238851335798,1,0,0
2016-07-11,12,5.516277544566513e-05,0,0,0
2016-07-12,12,2.76024217858824e-05,0,0,0
2016-07-13,12,4.6811206446530237e-05,0,0,0
2016-07-14,12,5.554706027517767e-05,0,0,0
2016-07-15,12,4.411826282562273e-05,1,1,0
2016-07-18,12,0.00012437601415110817,0,0,0
2016-07-19,12,6.33061223951359e-05,0,0,0
2016-07-20,12,2.6718840095336745e-05,0,0,0
2016-07-21,12,9.147268382988433e-05,0,0,0
2016-07-22,12,6.963548056490577e-05,1,0,0
2016-07-25,12,0.00015651157617148552,0,0,0
2016-07-26,12,2.6816436636001415e-05,0,0,0
2016-07-27,12,6.050998629587734e-05,0,0,0
2016-07-28,12,8.002399516953916e-05,0,0,0
2016-07-29,12,8.039376508422923e-05,1,0,0
2016-08-01,12,0.00014484324906993562,0,0,0
2016-08-02,12,8.578255078483441e-05,0,0,0
2016-08-03,12,4.884795568544094e-05,0,0,0
2016-08-04,12,8.349355559774215e-05,0,0,0
2016-08-05,12,5.491703019097901e-05,1,0,0
2016-08-08,12,1.6855604252214214e-05,0,0,0
2016-08-09,12,1.5959779943310224e-05,0,0,0
2016-08-10,12,6.978124475131527e-05,0,0,0
2016-08-11,12,2.764113519885027e-05,0,0,0
2016-08-12,12,4.612109066238381e-05,1,0,0
2016-08-15,12,3.828169257140873e-05,0,0,0
2016-08-16,12,1.885866752600595e-05,0,0,0
2016-08-17,12,5.320148004878633e-05,0,0,0
2016-08-18,12,3.5795398207346876e-05,0,0,0
2016-08-19,12,1.954259721812175e-05,1,1,0
2016-08-22,12,1.5093534419224238e-05,0,0,0
2016-08-23,12,7.217731282501115e-06,0,0,0
2016-08-24,12,0.00010575946338815913,0,0,0
2016-08-25,12,5.172471165376897e-05,0,0,0
2016-08-26,12,3.7577730840235e-05,1,0,0
2016-08-29,12,8.524821612221048e-05,0,0,0
2016-08-30,12,5.6449313164764284e-05,0,0,0
2016-08-31,12,1.5975931751074508e-05,0,0,0
2016-09-01,12,0.00022193817189154733,0,0,0
2016-09-02,12,5.7746965998589814e-05,1,0,0
2016-09-06,12,0.00012135394687921624,0,0,0
2016-09-07,12,5.735303309427375e-05,0,0,0
2016-09-08,12,4.863432155035881e-05,0,0,0
2016-09-09,12,0.0004325744627603183,1,0,0
2016-09-12,12,0.0004322257939059966,0,0,0
2016-09-13,12,6.771554735090285e-05,0,0,0
2016-09-14,12,7.64763676653543e-05,0,0,0
2016-09-15,12,0.0002681353699789438,0,0,0
2016-09-16,12,0.00010244838044447435,1,1,1
2016-09-19,12,4.870866195936314e-05,0,0,0
2016-09-20,12,8.517611768599058e-05,0,0,0
2016-09-21,12,9.66383068889548e-05,0,0,0
2016-09-22,12,3.2847311407601595e-05,0,0,0
2016-09-23,12,4.5261613354152786e-05,1,0,0
2016-09-26,12,4.3287432183996037e-05,0,0,0
2016-09-27,12,0.00024416620228507804,0,0,0
2016-09-28,12,0.00016098702414273392,0,0,0
2016-09-29,12,0.0001384516625877735,0,0,0
2016-09-30,12,3.8029847417423943e-05,1,0,0
2016-10-03,12,8.575106214424693e-06,0,0,0
2016-10-04,12,4.3075519216670875e-05,0,0,0
2016-10-05,12,5.751102166292067e-05,0,0,0
2016-10-06,12,1.0013145427317553e-05,0,0,0
2016-10-07,12,7.662052042171379e-05,1,0,0
2016-10-10,12,3.703820641108362e-05,0,0,0
2016-10-11,12,0.000140541199250341,0,0,0
2016-10-12,12,7.736580671250378e-06,0,0,0
2016-10-13,12,9.280649903063477e-06,0,0,0
2016-10-14,12,0.00010475732323737931,1,0,0
2016-10-17,12,3.8504597154083576e-05,0,0,0
2016-10-18,12,0.00010514458053575828,0,0,0
2016-10-19,12,4.937363278647536e-05,0,0,0
2016-10-20,12,3.051693289832695e-05,0,0,0
2016-10-21,12,6.917790369793217e-05,1,1,0
2016-10-24,12,0.00019338868301900926,0,0,0
2016-10-25,12,4.846873253825322e-05,0,0,0
2016-10-26,12,7.016184003419381e-05,0,0,0
2016-10-27,12,0.0002560799949395986,0,0,0
2016-10-28,12,5.9990492195207897e-05,1,0,0
2016-10-31,12,7.434056705107302e-05,0,0,0
2016-11-01,12,0.00033204290874086414,0,0,0
2016-11-02,12,0.00013604644785695957,0,0,0
2016-11-03,12,8.850009173622893e-05,0,0,0
2016-11-04,12,3.644950353583844e-05,1,0,0
2016-11-07,12,0.00017782663076254272,0,0,0
2016-11-08,12,6.273311652185697e-05,0,0,0
2016-11-09,12,0.00036100431600306703,0,0,0
2016-11-10,12,0.0009065796840271567,0,0,0
2016-11-11,12,0.0009686802240428524,1,0,0
2016-11-14,12,0.0007562790172206509,0,0,0
2016-11-15,12,0.00012099444966509226,0,0,0
2016-11-16,12,0.0003438725278724897,0,0,0
2016-11-17,12,0.00010677298037156522,0,0,0
2016-11-18,12,0.00011375311218901302,1,1,0
2016-11-21,12,0.0001430642620166895,0,0,0
2016-11-22,12,8.208256323553917e-05,0,0,0
2016-11-23,12,4.195057874514497e-05,0,0,0
2016-11-25,12,4.041361961190618e-05,1,0,0
2016-11-28,12,3.608221655593939e-05,0,0,0
2016-11-29,12,0.0001071703093910895,0,0,0
2016-11-30,12,0.00011113662285122741,0,0,0
2016-12-01,12,0.00047369645767218483,0,0,0
2016-12-02,12,6.534279023345575e-05,1,0,0
2016-12-05,12,0.00017682123268883288,0,0,0
2016-12-06,12,3.053527887952929e-05,0,0,0
2016-12-07,12,0.00028861288192650784,0,0,0
2016-12-08,12,7.298581952357848e-05,0,0,0
2016-12-09,12,9.96820838940544e-05,1,0,0
2016-12-12,12,4.033842563307769e-05,0,0,0
2016-12-13,12,0.0001454094951871496,0,0,0
2016-12-14,12,0.00021158839874019873,0,0,0
2016-12-15,12,5.2659516205317835e-05,0,0,0
2016-12-16,12,0.00011543641402814723,1,1,1
2016-12-19,12,9.301370934517214e-05,0,0,0
2016-12-20,12,7.847331697000312e-05,0,0,0
2016-12-21,12,8.182998056224633e-06,0,0,0
2016-12-22,12,3.308282181834188e-05,0,0,0
2016-12-23,12,0.00015428146505948296,1,0,0
2016-12-27,12,0.00023567035459984504,0,0,0
2016-12-28,12,0.0007433447678079349,0,0,0
2016-12-29,12,0.0003497731377851223,0,0,0
2016-12-30,12,0.00025882021238444504,1,0,0
2017-01-03,12,6.658273427990606e-05,0,0,0
2017-01-04,12,0.00030487517947573687,0,0,0
2017-01-05,12,0.0001785449934389293,0,0,0
2017-01-06,12,9.023792213444466e-05,1,0,0
2017-01-09,12,0.00015307495046958276,0,0,0
2017-01-10,12,4.683645984810246e-05,0,0,0
2017-01-11,12,5.530407138975861e-05,0,0,0
2017-01-12,12,5.620067608811134e-05,0,0,0
2017-01-13,12,0.00010148459292255622,1,0,0
2017-01-17,12,9.945557803109096e-05,0,0,0
2017-01-18,12,0.00011015419234104846,0,0,0
2017-01-19,12,9.197777897612712e-05,0,0,0
2017-01-20,12,5.225744595122505e-05,1,1,0
2017-01-23,12,6.513390898738223e-05,0,0,0
2017-01-24,12,8.27709579236129e-05,0,0,0
2017-01-25,12,6.313228121517302e-05,0,0,0
2017-01-26,12,4.622968683227262e-05,0,0,0
2017-01-27,12,3.572298093132974e-05,1,0,0
2017-01-30,12,3.4250460642587746e-05,0,0,0
2017-01-31,12,4.739736693520837e-05,0,0,0
2017-02-01,12,0.00015011276856821237,0,0,0
2017-02-02,12,8.417112815563754e-05,0,0,0
2017-02-03,12,3.0290699318156768e-05,1,0,0
2017-02-06,12,0.00014658689189323245,0,0,0
2017-02-07,12,1.7933017778499558e-05,0,0,0
2017-02-08,12,5.469992725690999e-05,0,0,0
2017-02-09,12,9.507280947044459e-05,0,0,0
2017-02-10,12,0.0002525145483475375,1,0,0
2017-02-13,12,0.0003002196891715708,0,0,0
2017-02-14,12,5.18344375583073e-05,0,0,0
2017-02-15,12,3.955883394880019e-05,0,0,0
2017-02-16,12,0.00013361056654390336,0,0,0
2017-02-17,12,6.90293151270927e-05,1,1,0
2017-02-21,12,0.00010499828533593688,0,0,0
2017-02-22,12,9.543339147040772e-05,0,0,0
2017-02-23,12,0.0003006267017875267,0,0,0
2017-02-24,12,0.00021369096192896465,1,0,0
2017-02-27,12,8.637445560248575e-05,0,0,0
2017-02-28,12,0.0001619682651413631,0,0,0
2017-03-01,12,0.00010202732448912385,0,0,0
