date,oc_var,friday_lag1,monthly_opex_lag1,triple_witching_lag1,baseline_har,augmented_proxy,ticker
2018-02-05,0.0012556353776068557,1.0,0.0,0.0,1.1781451693569344e-05,7.031807686129088e-05,SPY
2018-02-06,0.001207125234236349,0.0,0.0,0.0,6.204779930066736e-05,0.0003912431928223889,SPY
2018-02-07,9.585124869014872e-06,0.0,0.0,0.0,4.462881442898471e-05,0.000566503113868965,SPY
2018-02-08,0.0015602392288157885,0.0,0.0,0.0,2.7016096718206483e-05,4.0203948287343806e-05,SPY
2018-02-09,7.185081636258865e-06,0.0,0.0,0.0,0.00012541453761829747,0.0005126762634693417,SPY
2018-02-12,3.2571027486131864e-05,1.0,0.0,0.0,5.364025517180907e-05,0.0007681930949483292,SPY
2018-02-13,5.868852821398778e-05,0.0,0.0,0.0,4.779720731301015e-05,5.3124804417499024e-05,SPY
2018-02-14,0.0003912335781104244,0.0,0.0,0.0,2.835681051494778e-05,3.0465841420134736e-05,SPY
2018-02-15,2.874798545181041e-05,0.0,0.0,0.0,4.482274021886223e-05,5.177645457025764e-05,SPY
2018-02-16,8.390978166281283e-06,0.0,0.0,0.0,3.2561233388528124e-05,3.773214033830925e-05,SPY
2018-02-20,5.376021577826124e-06,1.0,1.0,0.0,2.192235688681044e-05,3.520362413419789e-05,SPY
2018-02-21,4.661130644271071e-05,0.0,0.0,0.0,2.590303598592853e-05,2.9448040410284473e-05,SPY
2018-02-22,6.68459008032466e-06,0.0,0.0,0.0,2.4347492526442227e-05,3.313449702002651e-05,SPY
2018-02-23,0.00011419538255564413,0.0,0.0,0.0,1.4848650739718966e-05,2.381944716971789e-05,SPY
2018-02-26,5.061085943381048e-05,1.0,0.0,0.0,2.7822412282444606e-05,2.6607894814563972e-05,SPY
2018-02-27,0.00017743501632928207,0.0,0.0,0.0,2.599737711046168e-05,2.7790936586125302e-05,SPY
2018-02-28,0.0002168637845303844,0.0,0.0,0.0,3.1334199293087684e-05,3.60733633421387e-05,SPY
2018-03-01,0.00018943696223307032,0.0,0.0,0.0,3.244022802169223e-05,4.141566559225096e-05,SPY
2018-03-02,0.00015041999374771787,0.0,0.0,0.0,4.1375642696021744e-05,6.825656286337759e-05,SPY
2018-03-05,0.00027295367722309595,1.0,0.0,0.0,3.154989156775206e-05,4.602849632939564e-05,SPY
2018-03-06,2.3651126177879595e-06,0.0,0.0,0.0,4.280182422363323e-05,4.837375274552277e-05,SPY
2018-03-07,7.550305579515632e-05,0.0,0.0,0.0,3.1257620778470806e-05,3.339607250021066e-05,SPY
2018-03-08,4.034673580676239e-06,0.0,0.0,0.0,2.689430897286365e-05,3.230371371191463e-05,SPY
2018-03-09,0.00013069848011294764,0.0,0.0,0.0,2.5285802327665297e-05,2.484156269191876e-05,SPY
2018-03-12,5.946691830990512e-06,1.0,0.0,0.0,3.132107259346908e-05,2.795841606588286e-05,SPY
2018-03-13,0.0001257051127454785,0.0,0.0,0.0,1.6106473994076327e-05,1.877800366358485e-05,SPY
2018-03-14,8.237468717523056e-05,0.0,0.0,0.0,1.5020464874302803e-05,1.766935435972641e-05,SPY
2018-03-15,1.0207440934009483e-05,0.0,0.0,0.0,1.4976836112530542e-05,1.769768970632668e-05,SPY
2018-03-16,1.1956313774852548e-06,0.0,0.0,0.0,1.3429347279860684e-05,1.5210051864429818e-05,SPY
2018-03-19,0.00011062737205091832,1.0,1.0,1.0,1.2078205338970069e-05,3.0296922955695573e-06,SPY
2018-03-20,1.3648518481322858e-09,0.0,0.0,0.0,1.7152823286885633e-05,2.0820545748301636e-05,SPY
2018-03-21,3.0153241847689257e-06,0.0,0.0,0.0,1.1972813112392428e-05,1.2825894481860195e-05,SPY
2018-03-22,0.0002544900638812509,0.0,0.0,0.0,9.712543573649406e-06,1.2142489605959264e-05,SPY
2018-03-23,0.0005494133874198772,0.0,0.0,0.0,2.5116051205179926e-05,2.5039490396335226e-05,SPY
2018-03-26,0.00012778485641632434,1.0,0.0,0.0,3.214168660008717e-05,4.917390500472314e-05,SPY
2018-03-27,0.00044726178998136614,0.0,0.0,0.0,4.070718499929575e-05,3.729730353510954e-05,SPY
2018-03-28,1.2493217240616906e-05,0.0,0.0,0.0,3.503429989139439e-05,4.6193369570613e-05,SPY
2018-03-29,5.997163509906082e-05,0.0,0.0,0.0,2.2378804671588034e-05,2.7734444947234235e-05,SPY
2018-04-02,0.0003817444004574106,0.0,0.0,0.0,2.8968363228050706e-05,3.0158821481394944e-05,SPY
2018-04-03,5.347652177283541e-05,0.0,0.0,0.0,3.910715763746857e-05,5.7272781853196074e-05,SPY
2018-04-04,0.0006852975255896234,0.0,0.0,0.0,2.8383301738252893e-05,2.863780389951e-05,SPY
2018-04-05,1.1489585904070874e-07,0.0,0.0,0.0,3.0431673524419912e-05,4.316547708261168e-05,SPY
2018-04-06,0.00020009899535744467,0.0,0.0,0.0,2.8696294128074853e-05,2.583235590655925e-05,SPY
2018-04-09,2.0067611087121586e-06,1.0,0.0,0.0,4.559575415285617e-05,6.495264960069458e-05,SPY
2018-04-10,1.1051730747766529e-05,0.0,0.0,0.0,2.4422540430488037e-05,2.8283127370441173e-05,SPY
2018-04-11,1.2102676394821827e-06,0.0,0.0,0.0,3.346922464823363e-05,2.926800127534067e-05,SPY
2018-04-12,6.363383780222985e-06,0.0,0.0,0.0,1.7361649867865367e-05,2.00511459989398e-05,SPY
2018-04-13,7.203586127553327e-05,0.0,0.0,0.0,1.859975235298068e-05,1.8174391030772956e-05,SPY
2018-04-16,1.5255749287370145e-06,1.0,0.0,0.0,1.259889563789231e-05,1.4190549177877122e-05,SPY
2018-04-17,1.0163857732940933e-05,0.0,0.0,0.0,1.528202309393183e-05,1.610590293936224e-05,SPY
2018-04-18,1.229544512648395e-06,0.0,0.0,0.0,1.5959553212291644e-05,1.6086631839526027e-05,SPY
2018-04-19,7.965775992657361e-06,0.0,0.0,0.0,1.1703952734065288e-05,1.3438820293611409e-05,SPY
2018-04-20,6.753453423600497e-05,0.0,0.0,0.0,1.300378108588336e-05,1.5153742996024562e-05,SPY
2018-04-23,6.682758224360736e-06,1.0,1.0,0.0,1.405242225793163e-05,1.3134007928705376e-05,SPY
2018-04-24,0.00032044671727014356,0.0,0.0,0.0,1.1212334239441975e-05,1.3784188873097003e-05,SPY
2018-04-25,7.479356702035735e-06,0.0,0.0,0.0,2.30903850664637e-05,2.7896849738227226e-05,SPY
2018-04-26,3.276352702677581e-05,0.0,0.0,0.0,1.5399495948598683e-05,1.841397295694717e-05,SPY
2018-04-27,2.7202187943993943e-06,0.0,0.0,0.0,1.8920912526158618e-05,1.655205211676782e-05,SPY
2018-04-30,0.00010697577084315673,1.0,0.0,0.0,1.2597483860409603e-05,8.99233908379683e-06,SPY
2018-05-01,1.7621976377594937e-05,0.0,0.0,0.0,1.5978891156441255e-05,1.548841677508993e-05,SPY
2018-05-02,3.49227375319146e-05,0.0,0.0,0.0,1.0836127724240244e-05,1.2519984338691916e-05,SPY
2018-05-03,1.8815238500701754e-06,0.0,0.0,0.0,1.1527532889529729e-05,1.2383911676665602e-05,SPY
2018-05-04,0.00029106858387669885,0.0,0.0,0.0,9.926380377762651e-06,1.4716321074908223e-05,SPY
2018-05-07,1.2632627835055976e-08,1.0,0.0,0.0,1.3279721469776458e-05,1.233994920630956e-05,SPY
2018-05-08,2.4799784596456554e-06,0.0,0.0,0.0,1.1310536046171313e-05,1.0219628616827286e-05,SPY
2018-05-09,4.591662179431353e-05,0.0,0.0,0.0,8.16309774435592e-06,8.333932501019256e-06,SPY
2018-05-10,3.837976094898023e-05,0.0,0.0,0.0,1.0575554428666373e-05,8.518967113085913e-06,SPY
2018-05-11,6.411398227252182e-06,0.0,0.0,0.0,1.0954563594706503e-05,9.377453940387717e-06,SPY
2018-05-14,1.7367430267962845e-06,1.0,0.0,0.0,7.03251718635612e-06,5.2680811415024605e-06,SPY
2018-05-15,3.2608546013925514e-06,0.0,0.0,0.0,6.681263596751282e-06,7.126714831801617e-06,SPY
2018-05-16,1.6391547750617825e-05,0.0,0.0,0.0,7.61182446330846e-06,8.548812642229466e-06,SPY
2018-05-17,6.625657339968869e-08,0.0,0.0,0.0,6.388606463801339e-06,6.462106406914549e-06,SPY
2018-05-18,1.1412006672299825e-06,0.0,0.0,0.0,5.212653699728513e-06,6.496375569133991e-06,SPY
2018-05-21,1.7363616268560142e-06,1.0,1.0,0.0,4.883402170079252e-06,3.3864576731529138e-06,SPY
2018-05-22,2.4402913324909416e-05,0.0,0.0,0.0,5.529248326185438e-06,6.1274833156384646e-06,SPY
2018-05-23,6.469908630050042e-05,0.0,0.0,0.0,5.25243069337963e-06,5.680121390336464e-06,SPY
2018-05-24,1.625724162388563e-07,0.0,0.0,0.0,6.371721918505984e-06,6.955872195027366e-06,SPY
2018-05-25,1e-12,0.0,0.0,0.0,5.542283181236975e-06,6.5771139768509056e-06,SPY
2018-05-29,2.2884302854319612e-05,1.0,0.0,0.0,5.951774376480807e-06,4.592354665752254e-06,SPY
2018-05-30,6.037368251588678e-05,0.0,0.0,0.0,6.838837581121956e-06,7.711668240040172e-06,SPY
2018-05-31,1.9855573191610518e-05,0.0,0.0,0.0,7.965500469171387e-06,6.880505842008151e-06,SPY
2018-06-01,1.9000098934814108e-05,0.0,0.0,0.0,5.572123275253696e-06,6.255846391673072e-06,SPY
2018-06-04,1.813958644078913e-06,1.0,0.0,0.0,6.5040550474726946e-06,4.598361109137995e-06,SPY
2018-06-05,3.3064031497318055e-08,0.0,0.0,0.0,5.571632574846377e-06,4.742262988196971e-06,SPY
2018-06-06,3.3881111365001466e-05,0.0,0.0,0.0,4.8983249829971445e-06,4.8724753508073165e-06,SPY
2018-06-07,4.36370361778884e-06,0.0,0.0,0.0,3.9019973895118805e-06,3.6356977118332467e-06,SPY
2018-06-08,2.331418956992592e-05,0.0,0.0,0.0,2.9729575489973113e-06,3.5105233249269747e-06,SPY
2018-06-11,1.8564222407603077e-07,1.0,0.0,0.0,3.342364653767421e-06,2.781756854663841e-06,SPY
2018-06-12,1.5543152728057576e-07,0.0,0.0,0.0,3.1382988603891864e-06,3.3183272599916176e-06,SPY
2018-06-13,1.7335108845488164e-05,0.0,0.0,0.0,2.9064734450262196e-06,3.3275275103353047e-06,SPY
2018-06-14,1.0081118580608343e-06,0.0,0.0,0.0,2.764397190606969e-06,3.2417456408751305e-06,SPY
2018-06-15,3.664492787584242e-06,0.0,0.0,0.0,2.7671606349269815e-06,3.2971683910252977e-06,SPY
2018-06-18,1.5027189762955006e-05,1.0,1.0,1.0,2.2787061589390377e-06,4.446791963615589e-07,SPY
2018-06-19,2.9806382705784956e-05,0.0,0.0,0.0,2.560011583124933e-06,2.6534479778617948e-06,SPY
2018-06-20,1.1803519914923084e-06,0.0,0.0,0.0,3.224301904206613e-06,3.947867056550263e-06,SPY
2018-06-21,3.909121669981146e-05,0.0,0.0,0.0,2.968539362709771e-06,3.0390724483470754e-06,SPY
2018-06-22,1.1176151786715095e-05,0.0,0.0,0.0,3.912843537537528e-06,3.9012249084722295e-06,SPY
2018-06-25,8.034267250645147e-05,1.0,0.0,0.0,3.4643471111084616e-06,2.3177412572194513e-06,SPY
2018-06-26,2.1696115895612283e-08,0.0,0.0,0.0,5.593911907340329e-06,6.32190865396044e-06,SPY
2018-06-27,0.00011547342474820584,0.0,0.0,0.0,4.196091924280695e-06,4.314194401647447e-06,SPY
2018-06-28,3.5093668701215106e-05,0.0,0.0,0.0,5.91890434773131e-06,6.4064303029864285e-06,SPY
2018-06-29,9.55820212348225e-06,0.0,0.0,0.0,5.6984244320056565e-06,5.486577344910222e-06,SPY
2018-07-02,7.537091438009614e-05,1.0,0.0,0.0,4.850325878066365e-06,4.431429199963361e-06,SPY
2018-07-03,5.250084725864056e-05,0.0,0.0,0.0,5.151150110540799e-06,4.863992491607092e-06,SPY
2018-07-05,1.1886431165594104e-05,0.0,0.0,0.0,5.917993917425214e-06,4.567896505976416e-06,SPY
2018-07-06,6.910125016601685e-05,0.0,0.0,0.0,6.253035234580302e-06,5.201412569096907e-06,SPY
2018-07-09,2.371419708278831e-05,1.0,0.0,0.0,6.861184012626884e-06,4.760219996524489e-06,SPY
2018-07-10,3.092013606273999e-06,0.0,0.0,0.0,7.133669379771015e-06,5.438816150297631e-06,SPY
2018-07-11,1.0960906775056638e-06,0.0,0.0,0.0,5.800072842086175e-06,5.130338769368915e-06,SPY
2018-07-12,1.5282266595502222e-05,0.0,0.0,0.0,5.812634781821651e-06,5.789819978484027e-06,SPY
2018-07-13,2.2598143361715596e-06,0.0,0.0,0.0,5.994251739136728e-06,5.251816650199025e-06,SPY
2018-07-16,1.1522933121194599e-06,1.0,0.0,0.0,3.98322130905755e-06,2.995905754098781e-06,SPY
2018-07-17,5.121454334731161e-05,0.0,0.0,0.0,3.368675432992473e-06,3.739527561821545e-06,SPY
2018-07-18,3.170407645852075e-06,0.0,0.0,0.0,4.776860043622039e-06,4.648293123738557e-06,SPY
2018-07-19,1.2243903097837795e-06,0.0,0.0,0.0,4.747580166905482e-06,4.436255859321612e-06,SPY
2018-07-20,1.0351115297388737e-07,0.0,0.0,0.0,4.729919160545325e-06,4.947063886471818e-06,SPY
2018-07-23,7.183729718221564e-06,1.0,1.0,0.0,4.3682994442368044e-06,3.2232397111150085e-06,SPY
2018-07-24,4.083976810428069e-07,0.0,0.0,0.0,4.3173869550429435e-06,4.159276816751108e-06,SPY
2018-07-25,8.989264916903344e-05,0.0,0.0,0.0,3.203613557129448e-06,4.05578017135368e-06,SPY
2018-07-26,2.4420606731364806e-07,0.0,0.0,0.0,5.758253604280364e-06,5.836810580862622e-06,SPY
2018-07-27,6.567962180365408e-05,0.0,0.0,0.0,4.9194592106870785e-06,4.856490747946682e-06,SPY
2018-07-30,3.087965127411797e-05,1.0,0.0,0.0,6.059146023276032e-06,4.910110271661563e-06,SPY
2018-07-31,3.422627384572527e-06,0.0,0.0,0.0,5.6041856326904115e-06,5.059480938529628e-06,SPY
2018-08-01,6.196553176480413e-06,0.0,0.0,0.0,5.600113904902805e-06,5.181640798295401e-06,SPY
2018-08-02,0.00011407176588082505,0.0,0.0,0.0,4.411474188396086e-06,4.229219975906003e-06,SPY
2018-08-03,1.42890113205861e-05,0.0,0.0,0.0,5.7680549715223924e-06,5.231960568110336e-06,SPY
2018-08-06,1.2386143279710987e-05,1.0,0.0,0.0,5.245219606507913e-06,3.3416551577623813e-06,SPY
2018-08-07,4.428047622873142e-07,0.0,0.0,0.0,5.0451651738823815e-06,3.976247259844913e-06,SPY
2018-08-08,6.010688411803179e-08,0.0,0.0,0.0,4.831172076884081e-06,3.920839000143942e-06,SPY
2018-08-09,2.5995379617361176e-06,0.0,0.0,0.0,4.3472867228840675e-06,3.6883901377600243e-06,SPY
2018-08-10,1.0478838845649328e-06,0.0,0.0,0.0,2.972597807898704e-06,2.6981083632196674e-06,SPY
2018-08-13,2.3470751105221938e-05,1.0,0.0,0.0,3.0628422999191916e-06,3.0363266512258442e-06,SPY
2018-08-14,1.1956535411585002e-05,0.0,0.0,0.0,3.0672345979923487e-06,3.506990174740468e-06,SPY
2018-08-15,4.524463285493683e-06,0.0,0.0,0.0,3.664315665703649e-06,3.1767259147583153e-06,SPY
2018-08-16,5.411062860767317e-06,0.0,0.0,0.0,3.949425348613292e-06,4.871137022948734e-06,SPY
2018-08-17,1.869918811107991e-05,0.0,0.0,0.0,3.8097854757036606e-06,3.824074723600578e-06,SPY
2018-08-20,1.2259584758024464e-07,1.0,1.0,0.0,3.6077374108352035e-06,2.1515879693951597e-06,SPY
2018-08-21,9.88148375918107e-08,0.0,0.0,0.0,3.3790722624132546e-06,3.081740343122364e-06,SPY
2018-08-22,1.0280486016020932e-06,0.0,0.0,0.0,3.1316845524842783e-06,3.7773056329028117e-06,SPY
2018-08-23,3.9640774717744786e-07,0.0,0.0,0.0,2.7679880280989756e-06,2.869723454764877e-06,SPY
2018-08-24,1.3902290512041991e-05,0.0,0.0,0.0,2.715089989691972e-06,2.980509568040011e-06,SPY
2018-08-27,1.0111886234537227e-05,1.0,0.0,0.0,2.4903925724311792e-06,2.077489755230761e-06,SPY
2018-08-28,1.7154707623782933e-06,0.0,0.0,0.0,3.010447184578294e-06,2.927937691798241e-06,SPY
2018-08-29,2.0601821073691593e-05,0.0,0.0,0.0,2.224066388033741e-06,2.2808791639204008e-06,SPY
2018-08-30,4.8498599424066644e-06,0.0,0.0,0.0,2.73688515165875e-06,2.6920347409615993e-06,SPY
2018-08-31,2.6252917218578924e-06,0.0,0.0,0.0,2.750055331809619e-06,2.7594993866339573e-06,SPY
2018-09-04,1.071360145427501e-08,1.0,0.0,0.0,2.3214180432360184e-06,2.183895012709526e-06,SPY
2018-09-05,1.726322106024399e-06,0.0,0.0,0.0,1.7524542810247006e-06,1.9053724761443803e-06,SPY
2018-09-06,1.1762631915552058e-05,0.0,0.0,0.0,1.5973352007258326e-06,1.8460083285280534e-06,SPY
2018-09-07,4.657317341708466e-06,0.0,0.0,0.0,1.4650222040487775e-06,1.6861473097179684e-06,SPY
2018-09-10,4.923659683321101e-06,1.0,0.0,0.0,1.4673792564294547e-06,1.4374381051698234e-06,SPY
2018-09-11,3.3978106325189334e-05,0.0,0.0,0.0,1.5270336118409256e-06,1.5528119349137102e-06,SPY
2018-09-12,4.307259454504913e-08,0.0,0.0,0.0,2.1396467507204458e-06,1.9593292076312684e-06,SPY
2018-09-13,3.0802697271345266e-06,0.0,0.0,0.0,2.0835016268425363e-06,2.2265642182755415e-06,SPY
2018-09-14,3.826601720747418e-07,0.0,0.0,0.0,2.0935319174317433e-06,1.8243652843226813e-06,SPY
2018-09-17,2.6031319565810742e-05,1.0,0.0,0.0,1.6906399114194643e-06,1.3176961619514038e-06,SPY
2018-09-18,2.0998413491708194e-05,0.0,0.0,0.0,2.210753234069118e-06,2.162150439313766e-06,SPY
2018-09-19,7.37582451418295e-07,0.0,0.0,0.0,2.2547462695894225e-06,2.1796120422675444e-06,SPY
2018-09-20,1.0284169720231718e-05,0.0,0.0,0.0,1.956068762384183e-06,1.843037582725272e-06,SPY
2018-09-21,1.4139065912286521e-05,0.0,0.0,0.0,2.480412138986041e-06,2.833731518294984e-06,SPY
2018-09-24,1.207805110039752e-06,1.0,1.0,1.0,2.1984858097528766e-06,8.51789558412505e-07,SPY
2018-09-25,7.177688588020048e-06,0.0,0.0,0.0,2.2336210065233663e-06,2.1218906574012106e-06,SPY
2018-09-26,1.2580446319239127e-05,0.0,0.0,0.0,1.9243557284835746e-06,1.8222776048309842e-06,SPY
2018-09-27,9.286895837073421e-07,0.0,0.0,0.0,2.171261931785333e-06,2.577192469696304e-06,SPY
2018-09-28,6.321216197895063e-06,0.0,0.0,0.0,2.069210699871651e-06,2.171965706313825e-06,SPY
2018-10-01,1.6942637687215366e-06,1.0,0.0,0.0,1.7922329537095243e-06,1.7476056005279152e-06,SPY
2018-10-02,1e-12,0.0,0.0,0.0,1.909604635436053e-06,2.061510772004305e-06,SPY
2018-10-03,1.2182664558257524e-05,0.0,0.0,0.0,1.914434198463516e-06,2.0768825691732866e-06,SPY
2018-10-04,3.5922970165902434e-05,0.0,0.0,0.0,1.5421312964209826e-06,1.8441959946654036e-06,SPY
2018-10-05,4.193966333460883e-05,0.0,0.0,0.0,2.6198739815268342e-06,3.236664449040066e-06,SPY
2018-10-08,7.17669863540121e-06,1.0,0.0,0.0,3.042212530519109e-06,3.4452677637078344e-06,SPY
2018-10-09,1.2056942958477799e-09,0.0,0.0,0.0,2.6653457719618362e-06,3.269257656346216e-06,SPY
2018-10-10,0.0009114381699609505,0.0,0.0,0.0,3.1236784162823918e-06,3.4573223100843045e-06,SPY
2018-10-11,0.00031966952197130127,0.0,0.0,0.0,2.630266940216415e-05,2.7363127713573832e-05,SPY
2018-10-12,8.80346017699527e-06,0.0,0.0,0.0,2.4585222457866363e-05,3.425112923873696e-05,SPY
2018-10-15,1.7490649794514657e-05,1.0,0.0,0.0,1.999272047363983e-05,2.278415758873416e-05,SPY
2018-10-16,0.00018617762240518164,0.0,0.0,0.0,1.4983041091641154e-05,1.4013523515900065e-05,SPY
2018-10-17,1.273950025955068e-09,0.0,0.0,0.0,2.7038173516768375e-05,2.0241536445646742e-05,SPY
2018-10-18,0.00011653969316978937,0.0,0.0,0.0,1.405423574014391e-05,1.8080380354283676e-05,SPY
2018-10-19,1.0115420975021312e-05,0.0,0.0,0.0,1.4985223250124169e-05,1.639425127014683e-05,SPY
2018-10-22,5.198424471161914e-05,1.0,1.0,0.0,1.0763084573037094e-05,1.1332957187285448e-05,SPY
2018-10-23,9.543989042969556e-05,0.0,0.0,0.0,1.2014711630357778e-05,1.1968079583352198e-05,SPY
2018-10-24,0.0008846540799159867,0.0,0.0,0.0,1.168286977675908e-05,1.825145449887809e-05,SPY
2018-10-25,0.00010094775247418425,0.0,0.0,0.0,3.8723115848459665e-05,3.918560003292107e-05,SPY
2018-10-26,4.934078116182901e-06,0.0,0.0,0.0,2.9689327067994416e-05,2.7557349919716687e-05,SPY
2018-10-29,0.0003440638909738549,1.0,0.0,0.0,3.1538133067209787e-05,5.972760379184964e-05,SPY
2018-10-30,0.00023808458780708958,0.0,0.0,0.0,2.3055633532252102e-05,4.7701538439945824e-05,SPY
2018-10-31,5.455050342295875e-09,0.0,0.0,0.0,3.246717175367575e-05,3.103920005072463e-05,SPY
2018-11-01,4.910928624685348e-05,0.0,0.0,0.0,3.06165261094979e-05,3.0297104942029975e-05,SPY
2018-11-02,0.00010949459852516581,0.0,0.0,0.0,2.3858180009373714e-05,2.0830660874011256e-05,SPY
2018-11-05,1.2117259511659831e-05,1.0,0.0,0.0,2.183237785052407e-05,2.690986715212455e-05,SPY
2018-11-06,4.3086774277418345e-05,0.0,0.0,0.0,2.001857580993376e-05,1.731742983442283e-05,SPY
2018-11-07,0.00015260089318971435,0.0,0.0,0.0,1.7263207514001876e-05,1.4928578142621738e-05,SPY
2018-11-08,1.935977525129114e-06,0.0,0.0,0.0,2.877342835122438e-05,2.1352332882911152e-05,SPY
2018-11-09,2.0810310440700323e-05,0.0,0.0,0.0,1.8773616692776036e-05,1.8264565557531704e-05,SPY
2018-11-12,0.00028249917315006776,1.0,0.0,0.0,1.69891308778552e-05,1.4853456088670513e-05,SPY
2018-11-13,1.4279152168748729e-05,0.0,0.0,0.0,2.3586862481301595e-05,1.8880689739701405e-05,SPY
2018-11-14,0.00021168562873979306,0.0,0.0,0.0,1.6446275435104857e-05,1.911042464357191e-05,SPY
2018-11-15,0.00024497933650812403,0.0,0.0,0.0,1.877485363841077e-05,2.4047538846409724e-05,SPY
2018-11-16,5.0587919635625635e-05,0.0,0.0,0.0,2.2639852663236276e-05,2.6964480488644333e-05,SPY
2018-11-19,0.00021233745659773024,1.0,1.0,0.0,2.0041111829938047e-05,1.580590005026874e-05,SPY
2018-11-20,2.1938100447493617e-05,0.0,0.0,0.0,2.734533323257737e-05,2.1946553159162545e-05,SPY
2018-11-21,1.0014351128919143e-05,0.0,0.0,0.0,3.0095304285873522e-05,2.4157068891796428e-05,SPY
2018-11-23,7.074010568200895e-08,0.0,0.0,0.0,2.0013858074199283e-05,1.808928260903069e-05,SPY
2018-11-26,4.16111695819617e-05,1.0,0.0,0.0,2.0338808509452453e-05,1.0656247735821453e-05,SPY
2018-11-27,5.936252587238546e-05,0.0,0.0,0.0,1.775237140260951e-05,1.2430619708448004e-05,SPY
2018-11-28,0.00033500738243398656,0.0,0.0,0.0,1.0932885268809084e-05,1.1670813284414305e-05,SPY
2018-11-29,9.722563604595491e-07,0.0,0.0,0.0,2.379668736800774e-05,2.039112118458376e-05,SPY
2018-11-30,4.485646088054966e-05,0.0,0.0,0.0,1.5300180339061375e-05,1.5486417866457975e-05,SPY
2018-12-03,1.226869644033879e-05,1.0,0.0,0.0,1.4711129568320232e-05,1.245951460014632e-05,SPY
2018-12-04,0.0008763784600264819,0.0,0.0,0.0,1.750486146809086e-05,1.412218886104932e-05,SPY
2018-12-06,0.00021414268853926218,0.0,0.0,0.0,3.8715681227364386e-05,3.360690343199323e-05,SPY
2018-12-07,0.0004884501997317898,0.0,0.0,0.0,1.976064504779454e-05,3.692845357734369e-05,SPY
2018-12-10,7.045723545994427e-06,1.0,0.0,0.0,3.8883012166677456e-05,4.907312456072814e-05,SPY
2018-12-11,0.00017625502706080347,0.0,0.0,0.0,2.6170953585270106e-05,3.848186567626181e-05,SPY
2018-12-12,5.690102894071051e-05,0.0,0.0,0.0,2.4524560157089097e-05,2.9707780194913654e-05,SPY
2018-12-13,1.869858706537966e-05,0.0,0.0,0.0,2.46029438237031e-05,2.309164604571201e-05,SPY
2018-12-14,9.052001610994264e-05,0.0,0.0,0.0,2.1722661870052336e-05,2.3555748386539715e-05,SPY
2018-12-17,0.0002463936648377735,1.0,0.0,0.0,2.4700030943891937e-05,1.9023214878492797e-05,SPY
2018-12-18,6.850560362850881e-05,0.0,0.0,0.0,2.957738345136551e-05,3.361452094082108e-05,SPY
