rep,pseudo_event_date,peak_total_variance_lift,avg20_total_variance_lift,peak_avg_abs_corr_delta
380,2017-01-24,0.033156444487214554,-0.11340088080164457,0.24673087918557632
381,2025-10-29,-0.035240104744402756,-0.21879289573042926,0.38680202625911114
382,2025-11-21,2.67224428065195,-0.2806399729925801,0.38335067224020425
383,2018-07-10,0.027801538469508502,-0.08157590735899023,0.21988256856569127
384,2017-03-23,-0.054701659301587546,-0.20532696530119326,0.3229597697096163
385,2017-10-13,0.2508350116735749,-0.04735882135473816,0.3061740098964229
386,2017-06-13,0.33255381890824753,0.056738519365864916,0.2861241513982648
387,2024-06-03,0.7973786265933613,0.15531344152059692,0.440700388817433
388,2024-10-17,1.089661954640158,0.36057806641729684,0.2773292608471301
389,2017-12-20,2.3949005319190375,-0.008259124491750475,0.36557915248714046
390,2023-11-22,0.11084863417653268,-0.046902685849169935,0.30171171684043707
391,2018-02-21,-0.018414003430182735,-0.21670295271818413,0.2529662500150608
392,2020-10-16,0.7185897768558198,0.14888311546637897,0.314458635507051
393,2022-12-22,-0.006601868603175354,-0.090743398500576,0.4325339954022705
394,2023-09-25,1.131798722689315,0.4876903661141124,0.2882425484267757
395,2024-09-10,0.29923262927639604,-0.17406615971167505,0.3099587389460098
396,2017-04-21,0.2096557842393243,-0.009835820896994746,0.2864658846532115
397,2018-04-02,0.0640920150267299,-0.11957124649992143,0.2856389693883826
398,2019-07-09,0.9454428157839496,-0.02250779347823515,0.4053372846907319
399,2019-09-12,-0.010442061067980735,-0.16319715067510612,0.18068053602699805
400,2026-03-18,0.5681887787839142,0.28722591396213454,0.36320886496178384
401,2024-02-01,0.43721102053164684,0.15613029944617302,0.22596315623677307
402,2019-10-04,-0.006182510292869536,-0.17611583798395303,0.17714767950024607
403,2026-01-20,4.839037341711796,2.7996063140909992,0.33308914108995064
404,2021-08-12,0.22437467571521608,-0.14167089171954667,0.24981279613874435
405,2021-08-16,0.18897793239738103,-0.18413581042504654,0.24299396322020508
406,2021-03-18,0.02013775785882599,-0.15046607567045664,0.22611297633273866
407,2017-11-30,2.4050997017213116,-0.027325846531083983,0.4395247057039174
408,2025-10-23,-0.04933242601385568,-0.23359056029408412,0.41801813489083334
409,2017-02-10,0.06847497451831708,-0.160026677497543,0.3259682498039116
410,2018-02-08,0.2572088650759161,0.08098375841065099,0.22196413893507225
411,2018-06-14,0.143572172388023,0.016919606722598988,0.21446669977965108
412,2019-07-05,0.9513651498256221,-0.061410777425952405,0.37648909205048975
413,2017-11-02,0.38050000158208497,0.09017767376507951,0.3331142439543726
414,2017-02-22,0.32040877948501634,0.07821114733388132,0.36588740486739546
415,2023-06-21,0.08199047685800753,-0.09624590435067833,0.2848098697147333
416,2026-01-13,3.9162521875804535,1.5934972884952328,0.32543774513685636
417,2017-10-11,0.14278342259363663,-0.12107186683504392,0.3138907953310741
418,2019-08-13,0.27580473325393196,0.14806603177661642,0.2562348019413011
419,2021-08-27,0.5110139763582082,0.07709256980192938,0.3117548576098797
420,2025-10-08,2.75482943755185,1.4864741709586422,0.2716324659580273
421,2023-07-28,0.9602454641399276,0.06255795441485312,0.2649874248808891
422,2024-01-08,0.061082948410974724,-0.11622872052565499,0.2693977718047467
423,2022-02-11,1.2528474115644261,0.3755053623450211,0.4952955658783072
424,2021-02-09,0.4757836372996318,0.11030042065011259,0.31143439464865935
425,2018-04-09,-0.049064987488438905,-0.2635743891847145,0.3264654018265144
426,2024-08-16,0.02591231008536088,-0.19488298292573977,0.3185710884108029
427,2024-04-03,0.699495226792465,0.29796667177625885,0.24248828257596475
428,2017-03-09,0.2383660025296792,0.01856204990273799,0.2885811355735165
429,2023-09-14,1.544713672890511,0.36690835192402693,0.3736310772402954
430,2017-07-20,0.4644344701491636,-0.03516947549586919,0.35359874140422093
431,2023-11-06,0.06581629591621341,-0.09544163112396419,0.30190730950179134
432,2024-05-21,0.8695813535114305,0.1637230426709231,0.42292290598557597
433,2017-11-01,0.333154016626104,0.039347677201875986,0.3343220001183601
434,2021-03-18,0.02013775785882599,-0.15046607567045664,0.22611297633273866
435,2017-10-16,0.2368797384764374,-0.06121018143144295,0.31827351813925325
436,2022-01-12,1.547778996639913,0.14517221326156293,0.428119820870822
437,2025-10-09,2.563723641569938,1.4297246576347444,0.2849151358303226
438,2017-07-13,0.34583223750513215,-0.12573580890520292,0.3586390221080446
439,2020-12-23,0.7193681596690571,0.030907392937266846,0.2298939727053953
440,2026-01-22,2.8527756726188596,1.6860116002319003,0.4561266928852131
441,2019-08-22,0.12199317034654578,-0.03860433938897656,0.23764922947845304
442,2017-11-03,0.5140713828682357,0.1571184434590201,0.3505119697635935
443,2021-07-20,0.17280116139826074,-0.07850003383391087,0.3024335051625544
444,2021-09-01,0.7736732079890145,0.15323634141709425,0.3102522063671094
445,2023-05-17,-0.01349738259567812,-0.13831176169677953,0.42968104943392865
446,2019-09-20,0.03343905063134911,-0.06995288518920531,0.14707432515159802
447,2025-12-10,4.764561728060596,0.043792469936433626,0.3688588707066841
448,2021-09-30,0.3696194499653249,-0.02660955340879015,0.33671007236354705
449,2019-07-22,0.9483869066019799,0.27099372994424303,0.45734951478518154
450,2025-12-22,6.1018046422387515,0.44578190489614195,0.3345514564210281
451,2025-10-02,2.7783138414076025,1.1580918285389334,0.3120190890039508
452,2021-08-12,0.22437467571521608,-0.14167089171954667,0.24981279613874435
453,2017-03-08,0.23283503723602572,0.022271412372458502,0.2703912136960006
454,2022-12-16,-0.024945162109279773,-0.12506417050081242,0.33350682764952155
455,2021-12-15,1.170671223513509,-0.07401654942064187,0.4522838371387799
456,2017-12-11,2.3909699208951207,-0.039915075522987696,0.44794792791536536
457,2023-03-14,0.1503575386188747,0.0016823317428901778,0.2536712257258651
458,2024-06-25,0.6152487812294241,-0.040873688199391744,0.38879821371544476
459,2017-09-07,0.17967165942133412,-0.00899638659303376,0.18499110275498418
460,2023-10-02,0.9658699220088107,0.5358267213058034,0.28332194711028824
461,2017-11-21,2.235577914725456,-0.05794236602529823,0.507421430443025
462,2023-11-28,0.20431996249777518,0.025373674089451216,0.29706572608456366
463,2021-02-12,0.6886299470620816,0.34329482577961684,0.318206933910853
464,2017-01-26,-0.011971775866336687,-0.1694699790865325,0.29290526311228204
465,2026-01-06,3.406046050432006,0.6033607551314359,0.3362215486324978
466,2018-01-22,2.285159777723072,1.1012727478463658,0.2707708578143243
467,2022-12-15,0.03721026540654071,-0.08360540174523375,0.325825293622659
468,2018-02-26,0.020050285980501403,-0.19093345449884142,0.2627573744577614
469,2025-10-21,0.6617017522205149,0.2630102723067308,0.3208661958235399
470,2023-11-03,0.05128371053448677,-0.10182263435817247,0.31738113052181954
471,2024-04-03,0.699495226792465,0.29796667177625885,0.24248828257596475
472,2021-03-15,-0.04552959137340307,-0.2227810416702075,0.215792558053926
473,2021-06-02,0.760989703487658,0.26437140050250363,0.36339059152339154
474,2023-03-14,0.1503575386188747,0.0016823317428901778,0.2536712257258651
475,2024-02-20,0.2459735730123973,-0.12157734485040116,0.3745681373672724
476,2024-07-10,0.7661905427343634,0.180977878170266,0.40044704098341494
477,2017-02-21,0.2832954422584162,0.03770485652476036,0.3545329436143462
478,2023-05-18,0.013151255125824823,-0.12618075712331542,0.44005247866849756
479,2017-09-14,-0.04088199299081918,-0.18029948407070714,0.2430751893186443
480,2019-07-24,1.0951509279268103,0.45191838337361245,0.4079977446955634
481,2024-05-30,0.7359002902825056,0.10912515245051013,0.4316754725738138
482,2019-05-01,1.2239618246309538,0.2785995351623094,0.3020620109556454
483,2024-03-18,0.6853449340242113,0.047527230176282485,0.2581087991288401
484,2021-05-21,0.3053492376616045,-0.14173145826032535,0.38950402436005294
485,2018-06-20,-0.005319515333731095,-0.06103054167035893,0.2600147898851441
486,2019-11-05,0.16404233546451263,-0.10797718923409799,0.2526682975954976
487,2021-10-21,0.3928414119082966,-0.11243886866021573,0.32634018266325626
488,2024-01-04,0.014968729110921952,-0.15697101024223223,0.2744404644772374
489,2023-01-09,-0.05150156866206246,-0.17941704378509413,0.4847956125852383
490,2025-10-21,0.6617017522205149,0.2630102723067308,0.3208661958235399
491,2024-08-23,0.08683488181032484,-0.1722176351681221,0.29878818095361326
492,2023-12-07,0.15209471351330128,-0.07110969288370216,0.21086873736888717
493,2023-01-03,0.09487989350720771,-0.07008350178470812,0.46886296718104303
494,2019-07-29,1.3337806798037062,0.7818504002283937,0.42565200833707567
495,2021-01-29,0.6334490594400966,0.07515074291953797,0.25224430773780276
496,2017-10-05,0.043224479873535726,-0.15628297450640896,0.3143858076999386
497,2020-11-02,0.6359430551795275,0.2507797489175946,0.312860418704017
498,2025-10-07,2.6745302218142206,1.3552070838837476,0.272903664709053
499,2021-03-01,0.08621439215679505,-0.0653576826195714,0.30197915058734714
500,2017-09-25,0.1640651209016668,-0.10082405145504666,0.21754029687746573
501,2023-04-24,0.2971707838339068,0.09250065365387847,0.3160355162760298
502,2025-12-26,5.532946279605702,0.4301972875390134,0.3194597833327083
503,2024-08-23,0.08683488181032484,-0.1722176351681221,0.29878818095361326
504,2019-06-24,1.144000232689336,0.04495893910478029,0.3915476251939917
505,2021-05-03,0.500824806326216,0.060975129273383215,0.28159827193374876
506,2021-10-21,0.3928414119082966,-0.11243886866021573,0.32634018266325626
507,2019-04-25,0.9691366812491835,0.07414831958276517,0.287584027962458
508,2019-06-11,1.0996334928205158,-0.04375912419248149,0.32900867928174454
509,2018-06-28,-0.00807525190441527,-0.06982088444672191,0.2797802203261657
510,2026-03-11,0.320582220660687,0.08113084057852668,0.4861249319509596
511,2023-11-21,0.06573099314296948,-0.0834820031878043,0.29796253494792474
512,2024-06-25,0.6152487812294241,-0.040873688199391744,0.38879821371544476
513,2024-05-01,0.18415421713888458,-0.1251329280314707,0.20794106375985608
514,2025-12-18,5.698975057839643,0.2882460949822731,0.3540467081126581
515,2017-09-06,0.14929600854787584,-0.027373073942384286,0.18710366713698617
516,2024-09-25,0.5281362757479058,-0.17899504175310432,0.35055756970587315
517,2017-06-09,0.21087752369761792,-0.013772460745237393,0.2828697032209073
518,2021-06-21,0.10232869703383352,-0.16141506657831434,0.3018243667924171
519,2022-12-12,-0.03334046948130098,-0.13636799576329772,0.23532977710978548
520,2020-09-25,0.41469599722870276,-0.13613817855044405,0.24206923765326485
521,2017-12-05,2.322812970129497,-0.0520276854505886,0.4513679922527392
522,2018-03-21,0.6213548673220719,0.43447980321213175,0.2476644784188994
523,2024-05-17,0.8087646008466871,0.10735841249788973,0.42075741163672165
524,2019-10-01,0.03445093383803233,-0.11868633158545915,0.1930668033275627
525,2019-09-12,-0.010442061067980735,-0.16319715067510612,0.18068053602699805
526,2024-12-27,0.1598271218952214,-0.10657820259049203,0.39276787116229284
527,2017-11-30,2.4050997017213116,-0.027325846531083983,0.4395247057039174
528,2024-12-09,0.22962569671705113,0.04484189518285415,0.28960779093722644
529,2024-12-20,0.04282739510659317,-0.15909470931530117,0.38507401571431343
530,2022-12-21,-0.029896157541677848,-0.10940943803178259,0.4252317435282354
531,2018-01-22,2.285159777723072,1.1012727478463658,0.2707708578143243
532,2017-12-27,2.723793053695972,0.10991960213153007,0.34329424108109985
533,2019-07-17,1.1848310838621492,0.2895692169335848,0.47070400270399243
534,2022-02-04,0.9724818942323386,0.14717570491245752,0.44706638377729335
535,2017-12-21,2.3474032754391967,-0.02322728906907671,0.35287093497579824
536,2021-05-06,0.5886397690597629,0.11199637032897455,0.26290983986506034
537,2017-09-28,-0.05035985871177584,-0.26873475480344783,0.2393691237614791
538,2021-11-11,0.44444984995251735,0.13775518169424505,0.3457669756231484
539,2017-02-28,0.4274512149143961,0.19869636880198588,0.3537178397615498
540,2023-08-30,0.8896348968361609,-0.13444257307521673,0.40335994329010605
541,2017-05-16,0.48486375688148375,0.20958602822461414,0.306626244852911
542,2018-03-27,0.06975732989200156,-0.07000049916428419,0.2660624223011299
543,2018-02-09,-0.014812588958979966,-0.15601558770307414,0.20678731488696664
544,2024-06-03,0.7973786265933613,0.15531344152059692,0.440700388817433
545,2017-05-11,0.36621697941046794,0.11001404036455152,0.30391321934488624
546,2021-03-09,0.0759645557698303,-0.14938847984582374,0.2545085824023184
547,2022-03-08,0.4184857971403808,0.10519744930951411,0.45237673495076314
548,2021-09-20,0.7591187038826925,0.24832334585817126,0.3851788683272163
549,2023-06-28,0.20348630711801863,-0.03197363557235015,0.3276736541505854
550,2024-04-02,0.7573807446427863,0.3222999454006677,0.2098119031930251
551,2020-12-15,0.43009446587287425,-0.13719940197386657,0.25315411247101577
552,2024-05-28,0.8234784183545152,0.16096281129387363,0.4116979721705444
553,2019-09-30,0.037896200128946456,-0.09823301946513598,0.18865083612114558
554,2026-02-17,-0.0031742248770258996,-0.2614491991789898,0.42409818263251964
555,2021-08-24,0.36858362241043685,-0.06293798293155922,0.29940068223695915
556,2023-10-30,0.13936878193090396,-0.0010708866535003977,0.32600613574646276
557,2024-09-11,0.35464999162527366,-0.15226994285876996,0.3100786303805887
558,2024-03-07,0.35405302930775195,-0.14012872575858132,0.2686959626006359
559,2024-07-18,0.6395508782557886,0.2644770000679785,0.3465803898596653
560,2021-11-03,0.7363637756540646,0.20927486548845173,0.29637766188206427
561,2017-04-19,0.1930739475183143,-0.03969291948880952,0.28445502125175304
562,2021-07-29,0.33246792047135276,-0.005624012897203283,0.3147850695887292
563,2018-02-26,0.020050285980501403,-0.19093345449884142,0.2627573744577614
564,2024-10-11,0.9611699201424182,0.10060518836316963,0.27007540863323765
565,2018-06-29,0.02901329812479103,-0.03987893528539829,0.27040613340512637
566,2018-06-11,-0.02578560262191354,-0.12653565507403797,0.22190624997501524
567,2019-04-29,1.1087940687900555,0.18081759361129732,0.30146036395745013
568,2023-03-31,0.01451068920762899,-0.21097484579822498,0.20475405051567602
569,2022-01-21,1.3981130177388694,0.18773923446619162,0.3959113392376342
570,2025-11-25,2.716329544422836,-0.3106193168289384,0.3696970270461743
571,2021-02-05,0.4215678084155323,0.03016322105630021,0.3279822320528957
572,2019-07-12,0.9474169436488749,0.04586293140330802,0.4452875464092208
573,2017-05-02,0.21637171070015926,0.0006036570524666139,0.39151690392508637
574,2017-01-27,-0.030477929311558905,-0.17468286680341583,0.28154305757853276
575,2020-10-30,0.6058546553661284,0.22093035823698076,0.31109753832923503
576,2025-10-06,3.113273698720719,1.5466261081358423,0.2994046386819987
577,2021-10-06,0.312826640400371,-0.1066611119270881,0.3221083860687469
578,2024-10-22,0.9271316768525455,0.36184415530487146,0.3247400668600349
579,2017-08-28,0.3834646560355597,0.15578910761924045,0.2401210969735791
580,2017-08-09,0.7225242264186691,0.3055327320111212,0.2613183977368408
581,2024-06-07,0.7823621284191853,0.1526969228130895,0.40027432217470543
582,2017-09-08,0.11303571494830544,-0.07611234963232463,0.2011654204821689
583,2017-05-09,0.26483381940578865,0.028476106696150194,0.3096080971050688
584,2021-01-08,0.6462332658785575,0.08265497830326936,0.31964487560952415
585,2025-10-02,2.7783138414076025,1.1580918285389334,0.3120190890039508
586,2023-07-18,0.5187232523922987,0.06440893470475208,0.15167284799979144
587,2017-08-22,0.34426933698714524,0.11114336196734664,0.23005951824392296
588,2024-06-17,0.4288962833098604,-0.13506938254050133,0.40485608716899757
589,2024-07-02,0.6357435033860337,-0.014701807775176516,0.3811136850001317
590,2024-03-26,0.9324722871786539,0.35742913245417546,0.25477214813175086
591,2024-11-11,0.05852714240737655,-0.08681610140129269,0.41167155316549353
592,2018-07-06,0.02345600186647201,-0.06817791687363473,0.23031256789220583
593,2026-02-05,-0.005725659297163732,-0.21261193239269813,0.3906517699461471
594,2019-10-04,-0.006182510292869536,-0.17611583798395303,0.17714767950024607
595,2024-03-28,0.9729618947728205,0.43724659044066677,0.28537996333712645
596,2022-02-09,1.3798730982351386,0.4029984966758723,0.45699371652989795
597,2024-02-07,0.06916486573340541,-0.17361727292336854,0.306156807735788
598,2023-02-28,0.47446617256589274,0.2158365622425515,0.42924274882063146
599,2023-03-31,0.01451068920762899,-0.21097484579822498,0.20475405051567602
600,2023-02-01,0.32893708680538647,-0.017183545272926253,0.3784426298946185
601,2024-02-06,0.039223365565118185,-0.1864092817883559,0.2999008930442614
602,2023-11-06,0.06581629591621341,-0.09544163112396419,0.30190730950179134
603,2017-11-08,2.6461581710427757,0.2619285266498489,0.41615676139508506
604,2024-05-21,0.8695813535114305,0.1637230426709231,0.42292290598557597
605,2021-11-02,0.6271012527809123,0.12795426626195208,0.30048173557975677
606,2019-10-10,0.03661496043566914,-0.19249821517709556,0.21544946824879146
607,2021-09-15,0.963964634263283,0.3377757985187234,0.3918974872221392
608,2026-01-07,3.524101524607027,0.7995739672643806,0.33945963763874093
609,2024-08-01,0.5031073095018919,0.28191680838002275,0.3687429261497423
610,2024-06-07,0.7823621284191853,0.1526969228130895,0.40027432217470543
611,2021-05-21,0.3053492376616045,-0.14173145826032535,0.38950402436005294
612,2024-02-16,0.19574214778472432,-0.14561503243884621,0.3848759350983541
613,2020-11-25,-0.05076902668206362,-0.2264088657228664,0.23215589604200487
614,2023-07-11,0.3652360679617699,0.048349620881563554,0.3006183622076639
615,2023-03-27,0.02072764299335983,-0.20755356490938429,0.2046766131359244
616,2019-04-30,1.1507149231426261,0.2196187925146412,0.31011946326735773
617,2019-06-06,1.067551660453177,-0.06711737796966438,0.3747608710901354
618,2017-05-30,0.01692592275194804,-0.1314497676876187,0.3157783629141847
619,2017-11-20,2.378637648428657,-0.014628552399945179,0.5207507715253398
620,2021-03-18,0.02013775785882599,-0.15046607567045664,0.22611297633273866
621,2021-06-25,-0.025241181419805803,-0.142058361441637,0.2966146392653991
622,2018-01-19,2.2123687751570436,0.9605851557764524,0.25961308711890957
623,2021-02-08,0.4432108622460387,0.06695250621856434,0.33449939227036146
624,2023-01-04,0.09195570210370518,-0.08183737528879886,0.4051320059490279
625,2018-06-20,-0.005319515333731095,-0.06103054167035893,0.2600147898851441
626,2019-11-13,0.08051567685062744,-0.1845700013777867,0.2447124122409233
627,2020-10-16,0.7185897768558198,0.14888311546637897,0.314458635507051
628,2021-08-25,0.42281678748468576,-0.011340989111449942,0.30875748074953374
629,2020-10-15,0.6280801440129884,0.06607015075600609,0.32958518166454054
630,2023-10-31,0.17159492255131803,0.020175039945783502,0.32902964286893666
631,2019-10-21,-0.02624295560728851,-0.16908362772722832,0.2646879444404543
632,2021-03-18,0.02013775785882599,-0.15046607567045664,0.22611297633273866
633,2020-11-12,-0.0032125846665642666,-0.2178526535590926,0.20790604096595572
634,2018-03-01,0.08469446969941452,-0.1372860870227583,0.28698182323108246
635,2023-07-11,0.3652360679617699,0.048349620881563554,0.3006183622076639
636,2018-06-27,0.05725840529883186,-0.011184116571390618,0.2720666679566416
637,2019-08-13,0.27580473325393196,0.14806603177661642,0.2562348019413011
638,2024-03-07,0.35405302930775195,-0.14012872575858132,0.2686959626006359
639,2025-11-25,2.716329544422836,-0.3106193168289384,0.3696970270461743
640,2023-06-05,-0.0257580532964391,-0.17784417852402873,0.41761478682082415
641,2024-12-11,0.260663557815475,0.0688387223215175,0.305373476768782
642,2024-07-25,0.5843926076023305,0.31494861755121484,0.35891333553509175
643,2021-07-01,0.1237489556960456,-0.04772855073103902,0.26922542247754777
644,2024-01-17,0.14427725602647778,-0.048078480967841335,0.30946019280202985
645,2019-10-22,-0.02975835737137511,-0.16096995824992097,0.26451554539451394
646,2021-05-17,0.1947964024433364,-0.22486445452557438,0.407539772713896
647,2021-11-01,0.5705457661067608,0.06652101394876493,0.30325420406115283
648,2025-12-22,6.1018046422387515,0.44578190489614195,0.3345514564210281
649,2024-07-12,0.6918145024250775,0.19699712545500697,0.4132309656789833
650,2021-07-21,0.13643197795337825,-0.11358945248431555,0.28951091367679604
651,2023-04-25,0.3459020141041198,0.13089909319402612,0.3040522222595828
652,2018-04-13,-0.048293401164526295,-0.2733557797849904,0.3136596795641174
653,2024-04-04,0.7502905081780531,0.3570753662984862,0.23561942369948072
654,2021-12-10,1.0317754331153357,-0.11111218585941389,0.4582824968133801
655,2021-10-26,0.5502385208803777,-0.013667716014736006,0.2889930214752928
656,2024-01-08,0.061082948410974724,-0.11622872052565499,0.2693977718047467
657,2023-03-10,0.4640234398047014,0.29742987403306625,0.3865627950004648
658,2017-06-22,0.478637656132461,0.059009102879316544,0.251892544969579
659,2019-07-25,1.1801883361280274,0.5510584983717539,0.4150852314200503
660,2018-02-14,0.05430605918723863,-0.14989624659622378,0.22622673141773228
661,2023-10-26,0.10025290088036942,-0.020969133691290952,0.3080678831351385
662,2017-03-30,0.10628658639376143,-0.09010214561630463,0.28441576910672034
663,2018-04-13,-0.048293401164526295,-0.2733557797849904,0.3136596795641174
664,2022-12-19,-0.018706879834412993,-0.11091874818684304,0.3846002557366823
665,2023-07-31,0.9540142438558983,0.0612969010691027,0.3167184436570408
666,2021-08-20,0.3601584701278828,-0.07510226134509053,0.2687145716245859
667,2024-08-08,0.06479190850120142,-0.13743946512582142,0.2502986959888981
668,2024-12-17,0.3226054882146563,0.08758305532801236,0.2914993099182184
669,2017-11-02,0.38050000158208497,0.09017767376507951,0.3331142439543726
670,2025-12-03,3.414142605258241,-0.22108093105771326,0.35070128479325746
671,2023-01-27,0.20892049432626614,-0.08246100673076409,0.3566223629479609
672,2023-03-17,0.12121864566899054,-0.05587658918010882,0.16055113908466717
673,2017-08-14,0.4296874070187835,0.13582755986771464,0.15000217626621054
674,2023-02-14,0.3333766230016977,-0.03953332809378014,0.3873980187695861
675,2023-10-06,0.703903662104467,0.4290129592109575,0.3043103330539886
676,2022-02-11,1.2528474115644261,0.3755053623450211,0.4952955658783072
677,2017-07-20,0.4644344701491636,-0.03516947549586919,0.35359874140422093
678,2021-10-05,0.30701675152009056,-0.10026405960433682,0.3330785088479093
679,2025-10-28,-0.05267610793733868,-0.24281435823811393,0.388887755144683
680,2023-10-02,0.9658699220088107,0.5358267213058034,0.28332194711028824
681,2017-11-15,3.1029772817757095,0.19308373248217212,0.5117517852230433
682,2025-12-19,5.919708207059966,0.3686004566107668,0.33073931632831904
683,2025-12-17,5.719255743614554,0.2580569557690635,0.3558376911002234
684,2018-01-30,2.042207856691651,1.4149176892337554,0.2598970397191871
685,2024-03-26,0.9324722871786539,0.35742913245417546,0.25477214813175086
686,2021-01-15,0.5345528615901782,-0.024048277698078095,0.30145523719876105
687,2022-12-09,0.00903784231115523,-0.11917325957281547,0.24562100151077346
688,2021-04-14,0.10820816812439649,-0.15582721944985578,0.2315705134025277
689,2024-02-14,0.12931502600884093,-0.1709837843276784,0.369338507846624
690,2026-03-16,0.4211143429401025,0.16499455738868007,0.3797604364193591
691,2024-03-13,0.6096716568152329,-0.058195688554426396,0.24373766095661872
692,2025-10-17,1.0677844017897895,0.555945760167724,0.32739400101099453
693,2025-11-18,2.285462008426304,-0.2943247280151343,0.3714800032606229
694,2017-08-02,0.6497913162961668,0.16078575624965788,0.3160386614809182
695,2019-05-08,0.9788220408877781,0.2674951505673986,0.2929937543331961
696,2023-09-28,0.8494067649692005,0.38336473960703593,0.3116928351105053
697,2022-03-04,0.6138335797227843,0.25865155343323837,0.428257273359554
698,2017-05-04,0.2133675007312381,-0.005473207940141077,0.35586118212196416
699,2017-08-14,0.4296874070187835,0.13582755986771464,0.15000217626621054
700,2021-09-29,0.3145061097693025,-0.06052393123984982,0.37125428883243616
701,2023-02-01,0.32893708680538647,-0.017183545272926253,0.3784426298946185
702,2018-01-25,2.131168721992127,1.2585814325815972,0.24176025929727266
703,2018-02-02,1.8329179730909488,1.4334435533934138,0.31117272580509137
704,2017-10-27,0.26966117647932575,0.02658351745895299,0.3412268965705974
705,2022-01-06,1.3012156802315071,0.0035781746914183643,0.42967981689955836
706,2017-01-30,0.023778465461993914,-0.1436159002131157,0.2832698264416448
707,2022-01-25,1.335235174299469,0.18122141460650024,0.4189533780301097
708,2021-06-21,0.10232869703383352,-0.16141506657831434,0.3018243667924171
709,2021-05-28,0.5802851106575668,0.10686294440613205,0.37189940314077735
710,2023-06-23,0.11397963413350021,-0.0845763161874073,0.2911547628970253
711,2021-10-04,0.29826963049996635,-0.09538576785722135,0.3427272685805329
712,2023-10-11,0.5281094900255128,0.3352304554883729,0.29539749802873344
713,2024-01-02,-0.028860443486344423,-0.19094113049217873,0.21916113032721923
714,2024-12-19,0.025778778024658777,-0.16224868301210035,0.39420546796038913
715,2024-03-22,0.8583761052170229,0.25211520585519265,0.23533765676361065
716,2021-09-23,0.6888407619792292,0.22369770623826554,0.2913869935981362
717,2021-07-28,0.26641610421581685,-0.04956837541966309,0.31899340754423894
718,2018-06-27,0.05725840529883186,-0.011184116571390618,0.2720666679566416
719,2022-12-22,-0.006601868603175354,-0.090743398500576,0.4325339954022705
720,2017-11-17,2.603999542799054,0.051341024878440264,0.49836897082931547
721,2025-10-16,1.2449779403408399,0.6707138849074857,0.2946039797950206
722,2024-07-05,0.6535426986488242,0.019916548544315155,0.3964969659228009
723,2017-10-06,0.04482374175228143,-0.16689781386350114,0.3400499354970339
724,2024-02-22,0.3610367853286831,-0.0592926820032759,0.35305050854439146
725,2017-10-02,-0.012130218085826705,-0.22320436710235653,0.23589169796312842
726,2023-09-27,0.8333210764930132,0.3392437055658508,0.3219377540612974
727,2017-07-27,0.505117382302805,0.027069790720242765,0.3207509469348935
728,2021-07-20,0.17280116139826074,-0.07850003383391087,0.3024335051625544
729,2023-05-05,0.04078358565020834,-0.18234235234350185,0.4473843175814296
730,2023-10-13,0.3082794236313471,0.16821731006770627,0.3302848800897396
731,2021-02-11,0.631147731011581,0.2740775005358017,0.3166636598065257
732,2024-12-23,0.038687135396587635,-0.17462001326364537,0.41262758887632794
733,2024-01-26,0.4032439697988326,0.1253938782898905,0.21422021240580574
734,2018-04-26,-0.007233554724756064,-0.2303664153057437,0.2971603550607714
735,2023-06-06,0.025687789652784065,-0.14475807856723674,0.42143337603896835
736,2023-10-17,0.1070029003633961,-0.007774435137738635,0.23942394648607718
737,2019-11-04,0.17900782300210416,-0.09042054221596144,0.24830864327975602
738,2023-11-02,0.15871901055422732,-0.0018036566608303033,0.3646494036100892
739,2024-10-31,1.3010004987641004,0.9336510862294729,0.31400974622638644
740,2024-05-01,0.18415421713888458,-0.1251329280314707,0.20794106375985608
741,2023-12-28,-0.03959512766907325,-0.22250970573198203,0.19125134951636058
742,2023-03-15,0.12688360252912467,-0.029197008104810095,0.2154350019410743
743,2019-06-14,1.421970423638352,0.12443767219258313,0.3215826917177293
744,2024-03-13,0.6096716568152329,-0.058195688554426396,0.24373766095661872
745,2020-10-09,0.5757291464698047,-0.05779911285191193,0.2688080442992116
746,2021-10-25,0.4935852556755074,-0.053513108451444275,0.30927106626315765
747,2019-09-23,0.022053879125618403,-0.09206662246685308,0.1596273660234598
748,2019-09-18,-0.04639193959261456,-0.14119513307616202,0.15233563027965935
749,2018-01-02,2.7195525937894858,0.1393191227801776,0.33973524346188655
750,2025-12-23,5.276561940970585,0.3076998672389386,0.33248993084953815
751,2017-12-08,2.247584376314824,-0.07829963055431509,0.4475583632154752
752,2017-07-25,0.592600668891833,0.07514373718249329,0.3359426155903432
753,2025-10-28,-0.05267610793733868,-0.24281435823811393,0.388887755144683
754,2021-12-15,1.170671223513509,-0.07401654942064187,0.4522838371387799
755,2021-03-26,0.059975247883917504,-0.10143715787337645,0.19641335495834303
756,2023-11-01,0.2182857614514968,0.054667222450360896,0.33916239370380596
757,2020-11-20,0.008309967145006647,-0.16300066603278932,0.20447591300709012
758,2017-10-25,0.3319874242800982,0.06937992602027579,0.3982084993648853
759,2023-10-16,0.110001374598663,-0.010196029337754976,0.25460058769097305
760,2018-02-13,0.008470690672314651,-0.17018341550168015,0.23540569063558087
761,2021-12-10,1.0317754331153357,-0.11111218585941389,0.4582824968133801
