event_date,flag,theta_eav_fitted,theta_eav_empirical,r2_d,g_d,vix2_d_lag,baseline_d,stock,guide_updated,guide_midpoint,guide_delta_pct,note
2015-05-04,stable,0.0003842648235393011,0.00013864662248142147,0.0004310625605303768,1.026811434497078,211.70250555038456,0.0002811603119256802,2303.TW,0.0,1.5,0.0,held
2015-05-12,stable,-5.712908055993329e-05,-0.0001991439799208334,4.5649413995581255e-05,0.7496131970384169,191.82251056671157,0.00026004127225231,2330.TW,0.0,12.0,0.0,held
2015-07-31,change,0.0007235338801488167,-0.0002169345005216449,7.831596087982018e-05,1.8957053758234217,147.13690277633668,0.00025824680668409524,2303.TW,1.0,1.35,-9.999999999999996,FY2015 tightened down (slowdown)
2015-08-12,stable,-5.712908055993329e-05,-6.24553663537985e-05,0.00023852442066751191,1.2186593212569685,187.96410104599,0.00025818227419994647,2330.TW,0.0,12.0,0.0,held
2015-11-02,stable,0.0003842648235393011,-0.00013817453614247947,0.0001569044524550101,1.056938094621763,227.10489080200205,0.00028662642112365245,2303.TW,0.0,1.35,0.0,held
2015-11-12,change,-3.395420727417256e-05,-0.0002301095175136712,5.250986859221875e-05,0.8499557606695269,257.9235828460696,0.00029188904889875845,2330.TW,1.0,8.1,-32.5,FY2015 CUT (smartphone slowdown)
2016-03-21,change,0.0007235338801488167,-0.0002550121029459377,1.4080618948897251e-05,0.67778461043058,196.56041283569357,0.00027578657721432243,2303.TW,1.0,2.8,107.40740740740738,FY2016 guide ~$2.8bn (28nm ramp)
2016-05-03,stable,0.0003842648235393011,0.0003781795571645061,0.0008761870842176974,1.3044603169491098,246.48999401092533,0.000293505945900038,2303.TW,0.0,2.8,0.0,held
2016-05-12,stable,-5.712908055993329e-05,-0.00020454267451099978,4.6589521068854396e-05,0.6948560576967379,215.79608767166155,0.00027159184326011626,2330.TW,0.0,9.5,0.0,held
2016-08-01,stable,0.0003842648235393011,-0.00025603230867846983,0.0,1.2385166499427656,140.89689728317262,0.00025603230867846983,2303.TW,0.0,2.8,0.0,held
2016-08-05,change,-3.395420727417256e-05,2.8904072036188815e-06,0.00020234063417578555,0.8264462748990591,154.2564018951416,0.0002419417619540183,2330.TW,1.0,10.15,6.842105263157898,FY2016 RAISED
2016-10-28,stable,0.0003842648235393011,0.00020763743641400985,0.00029728235568626744,0.5976778599112467,235.92958945312512,0.00028975819361721296,2303.TW,0.0,2.8,0.0,held
2016-11-10,stable,-5.712908055993329e-05,0.00012880648357939964,0.000362842009072599,0.9161370827544628,206.7844032913208,0.00026724997554970385,2330.TW,0.0,10.15,0.0,held
2017-02-17,change,-3.395420727417256e-05,-0.0002203778746219251,6.981070074386341e-06,0.5031448428729067,138.29760538330083,0.00023425274618877874,2330.TW,1.0,10.0,-1.4778325123152742,FY2017 guide
2017-02-24,change,0.0007235338801488167,0.010004112291266175,0.006671315190062063,0.6503013504993563,137.1241008934021,0.0002546933915749624,2303.TW,1.0,2.0,-28.57142857142857,FY2017 guide ~$2.0bn
2017-05-05,stable,0.0003842648235393011,-0.00012445005336872382,6.773911943579633e-05,0.5625774282374317,109.41160079803467,0.00024485858033011397,2303.TW,0.0,2.0,0.0,held
2017-05-11,stable,-5.712908055993329e-05,-5.280472117178507e-05,9.380936101868868e-05,0.568400679748113,104.24410077896118,0.00021784562341043182,2330.TW,0.0,10.0,0.0,held
2017-07-31,stable,0.0003842648235393011,-0.00024360671521089702,0.0,3.4265370288792822,105.8840992149353,0.00024360671521089702,2303.TW,0.0,2.0,0.0,held
2017-08-09,change,-3.395420727417256e-05,8.098917758572825e-05,0.00019291323999020055,0.6294385098382583,120.12160083618164,0.00022549547019944127,2330.TW,1.0,10.7,6.999999999999992,FY2017 RAISED mid-year
2017-10-30,change,0.0007235338801488167,0.000429055791098025,0.0005018051754965279,0.7498930812485899,96.04000373840336,0.00024011317184401246,2303.TW,1.0,1.5,-25.0,FY2017 trimmed to ~$1.5bn
2017-11-15,stable,-5.712908055993329e-05,-3.156471359739196e-05,0.00010964758616267526,0.5461203225412314,134.32810353698733,0.00023234022338332745,2330.TW,0.0,10.7,0.0,held
2018-02-22,change,-3.395420727417256e-05,-0.00020856522042179417,0.00015495887260069663,1.0183775874470513,400.80041832885763,0.00036072771349978863,2330.TW,1.0,11.75,9.81308411214954,FY2018 guide
2018-03-12,change,0.0007235338801488167,-0.00022402911145986395,9.770695690699065e-05,1.6827596136072898,214.32961005249035,0.0002820926376562995,2303.TW,1.0,1.0,-33.333333333333336,FY2018 guide ~$1.0bn (mature-node focus)
2018-04-27,stable,0.0003842648235393011,-0.00029962689765940774,0.0,0.6773624802275106,263.737592565918,0.00029962689765940774,2303.TW,0.0,1.0,0.0,held
2018-05-03,stable,-5.712908055993329e-05,-0.00019085700852157096,0.00012710802338271448,1.2756322550814383,255.04090852890022,0.00029050016420094794,2330.TW,0.0,11.75,0.0,held
2018-07-30,stable,0.0003842648235393011,-0.00024120051192744258,3.360384359770418e-05,1.3397402751431724,169.78089304122932,0.00026628286872537723,2303.TW,0.0,1.0,0.0,held
2018-08-15,stable,-5.712908055993329e-05,-0.00016674214917772762,6.802258172261709e-05,0.7888250159581057,177.1561111701967,0.0002529749388921828,2330.TW,0.0,11.75,0.0,held
2018-10-25,stable,0.0003842648235393011,-5.1840264578192625e-06,0.0007872344364832265,1.8447193791900272,636.5528769012453,0.0004319342657429308,2303.TW,0.0,1.0,0.0,held
2018-11-14,change,-3.395420727417256e-05,-0.00034058301252630165,1.9237272731833112e-05,0.9549544943432937,400.80041832885763,0.00036072771349978863,2330.TW,1.0,10.5,-10.638297872340424,FY2018 CUT year-end
2019-02-25,change,-3.395420727417256e-05,-0.0001943145114243668,3.9974665979215664e-05,0.6527027759781707,182.52010618438726,0.0002555593344133724,2330.TW,1.0,10.5,0.0,FY2019 guide
2019-03-11,change,0.0007235338801488167,-0.00012066807129846306,0.0001694000914630101,0.9582453011940144,257.60247550964414,0.00029744962321625527,2303.TW,1.0,0.6,-40.0,FY2019 guide ~$0.6bn (asset-lite pivot)
2019-05-02,stable,0.0003842648235393011,-0.00023143488066426922,5.486723757625695e-05,1.5376202880422465,172.13439699707033,0.00026711809712736355,2303.TW,0.0,0.6,0.0,held
2019-05-16,stable,-5.712908055993329e-05,-0.00021537740121403508,6.503418876912152e-05,0.7886569666331814,270.27361755981474,0.0002978393479419717,2330.TW,0.0,10.5,0.0,held
2019-07-25,stable,0.0003842648235393011,0.00021352521927087029,0.00047955269696260916,1.0176039308185412,145.68489263305673,0.000257731506886689,2303.TW,0.0,0.6,0.0,held
2019-08-15,change,-3.395420727417256e-05,-0.0003536396347029788,3.6361579848825184e-05,0.7375760343608919,488.41001686096206,0.00040293838921082073,2330.TW,1.0,10.75,2.380952380952381,FY2019 narrow tighten
2019-10-31,stable,0.0003842648235393011,0.0007905583358458251,0.0007935935614350634,0.7554139946319907,152.02889811859131,0.0002599829131572097,2303.TW,0.0,0.6,0.0,held
2019-11-15,change,-3.395420727417256e-05,-3.430816070477434e-05,0.00013147738879403436,0.6104872338495928,170.30250497817997,0.0002496728423951154,2330.TW,1.0,14.5,34.883720930232556,FY2019 MAJOR RAISE (5nm ramp)
2020-02-27,change,0.0007235338801488167,-0.0001144776525058925,0.0003770623174911851,1.044181614983074,759.5535705627444,0.0004755856360986674,2303.TW,1.0,1.0,66.66666666666667,FY2020 guide ~$1.0bn
2020-03-02,change,-3.395420727417256e-05,-0.0005885920965167533,0.000254388695187486,0.8002720612563484,1533.5055880493164,0.0009064698627205625,2330.TW,1.0,15.5,6.896551724137931,FY2020 guide
2020-04-28,stable,0.0003842648235393011,0.007906025836152663,0.0054567582504600155,0.6415677336697135,1108.2241609558114,0.0005993243616320923,2303.TW,0.0,1.0,0.0,held
2020-05-14,change,0.005680386621019778,0.031949140430576714,0.008507542956698326,0.22657984517785884,1244.678313867189,0.00559851942425346,0981.HK,1.0,4.3,0.0,FY2020 guide ~$4.3bn
2020-05-15,stable,-5.712908055993329e-05,-0.00020090560528613835,0.00028630309538115936,0.5976211258505008,1063.4121398071293,0.0006799768479128258,2330.TW,0.0,15.5,0.0,held
2020-07-30,stable,0.0003842648235393011,-0.0003668140167560168,8.043512684741111e-05,1.77412857842028,580.810018386841,0.000412151839406409,2303.TW,0.0,1.0,0.0,held
2020-08-17,change,-3.395420727417256e-05,3.0600223994353215e-06,0.0003445475366325628,0.8508716288843873,486.2024663543707,0.00040187478202495617,2330.TW,1.0,16.5,6.451612903225806,FY2020 RAISED
2020-08-28,change,0.005680386621019778,-0.003665047151574092,3.7776024259707496e-06,0.3029534969122968,598.7808663955693,0.003677516400037873,0981.HK,1.0,5.9,37.20930232558141,FY2020 RAISED to $5.9bn
2020-10-30,change,0.0007235338801488167,0.0037761890119190856,0.005002522733397949,1.1157187296640323,1413.0081114715576,0.0007074882809272217,2303.TW,1.0,1.25,25.0,FY2020 RAISED (capacity tight)
2020-11-12,change,0.005680386621019778,-0.0029247297581706947,0.00031189276090056974,0.5134758912140716,549.9025357818609,0.003532144373418014,0981.HK,1.0,4.7,-20.33898305084746,FY2020 CUT ~$4.7bn (ASML restriction)
2020-11-16,stable,-5.712908055993329e-05,0.003745599308300704,0.002164095162991331,0.5189284343249881,533.6100176239015,0.0004247159410579928,2330.TW,0.0,16.5,0.0,held
2021-02-05,change,0.005680386621019778,0.02979775740241385,0.012612089044958768,0.3809843476557038,473.9329199310305,0.003306198501717764,0981.HK,1.0,4.3,-8.510638297872347,FY2021 guide ~$4.3bn
2021-02-25,change,0.0007235338801488167,-0.00016585801578860492,0.0003282107359043438,1.6265299415657388,455.3956065124512,0.0003676438713802947,2303.TW,1.0,1.5,20.0,FY2021 guide ~$1.5bn (structural)
2021-03-02,change,-3.395420727417256e-05,-0.0005228883705648282,2.4386555418382117e-05,1.1547376410754007,781.202542648316,0.0005440070684845314,2330.TW,1.0,26.5,60.60606060606061,FY2021 MASSIVE RAISE ($100bn 3yr plan)
2021-04-29,change,0.0007235338801488167,0.0015565233570095172,0.0032002020955402993,1.7126917626035576,298.5984237304692,0.000311998560019788,2303.TW,1.0,1.8,20.000000000000004,FY2021 RAISED (28nm expansion)
2021-05-14,stable,0.005460262035420908,-0.00347138678598386,4.422685299266966e-06,0.2692538160058236,534.9968611770637,0.003487812496730969,0981.HK,0.0,4.3,0.0,held
2021-05-17,change,-3.395420727417256e-05,-0.0001147768979690436,0.00020928309830202317,0.9371714650979551,353.8160799087527,0.000338090460210451,2330.TW,1.0,30.0,13.20754716981132,FY2021 REVISED upward
2021-07-29,change,0.0007235338801488167,0.0016629270627372475,0.002771355276266017,1.3940875020183414,335.25608044281034,0.00032500789274702874,2303.TW,1.0,2.3,27.777777777777764,FY2021 further RAISED
2021-08-06,change,0.005680386621019778,-0.0026381423727455627,7.957827973915415e-05,0.5428884980117421,298.5984237304692,0.002784725474120153,0981.HK,1.0,4.7,9.302325581395358,FY2021 RAISED ($4.3→$4.7bn)
2021-08-16,stable,-5.712908055993329e-05,-0.00023573628080254979,2.652265442694533e-05,0.5656119080519822,238.70249410629276,0.0002826282469181355,2330.TW,0.0,30.0,0.0,held
2021-10-28,change,0.0007235338801488167,0.0005609004629462587,0.0011912558285869083,1.3704386567588718,288.3203844543459,0.00030835101555790414,2303.TW,1.0,2.8,21.73913043478261,FY2021 RAISED again (P6 Singapore)
2021-11-12,stable,0.005460262035420908,0.003778337356013394,0.0015249413934764454,0.23096244619387518,311.8755946105957,0.0028242139184755095,0981.HK,0.0,4.7,0.0,held
2021-11-15,stable,-5.712908055993329e-05,-0.00021817228006113955,4.3572540885262396e-05,0.5636689199156052,265.3641298278817,0.0002954739359547912,2330.TW,0.0,30.0,0.0,held
2021-12-01,change,0.0007029416032416556,0.0006625880668424944,0.001935319849983362,0.7443213975779809,739.2961290420535,0.001937525078205983,GFS,1.0,1.9,0.0,FY2021 initial guide ~$1.9bn (post-IPO)
2022-02-09,change,0.0007029416032416556,-0.0010778945783166591,0.0002824796836501321,0.6998201466956024,459.6736229003909,0.0014815406936563493,GFS,1.0,4.5,136.8421052631579,FY2022 guide ~$4.5bn major ramp
2022-02-11,change,0.005680386621019778,-0.0004391196122084397,0.0006060539250491499,0.19192170861258295,571.6880927032471,0.0035969381280520152,0981.HK,1.0,5.0,6.382978723404252,FY2022 guide ~$5.0bn
2022-02-25,change,0.0007235338801488167,-0.0005056070256822848,3.334701656388449e-05,1.2502904072764311,919.3023814941407,0.000532278442474585,2303.TW,1.0,3.0,7.1428571428571495,FY2022 guide ~$3.0bn sharp raise
2022-03-01,change,-3.395420727417256e-05,-0.0005343736653713305,0.0,0.701630307327726,761.2081084197998,0.0005343736653713305,2330.TW,1.0,42.0,40.0,FY2022 guide RAISED sharply
2022-04-28,stable,0.0003842648235393011,0.005220297473203458,0.007801176564644662,1.3495202874203336,998.5600241088869,0.0005604059644284049,2303.TW,0.0,3.0,0.0,held
2022-05-11,stable,0.0007029442221314269,0.004307123659076625,0.005292884655728582,0.7767844207295352,1088.340210745242,0.002506716210108246,GFS,0.0,4.5,0.0,held
2022-05-13,stable,0.005460262035420908,-0.004150358772485664,0.00019217757704764477,0.25685130245022836,1009.3329290863039,0.004898564349854244,0981.HK,0.0,5.0,0.0,held
2022-05-16,stable,-5.712908055993329e-05,-0.00015483269302945445,0.0003048223553629678,0.7356454700467278,833.4769484573371,0.0005691930986520238,2330.TW,0.0,42.0,0.0,held
2022-07-28,stable,0.0003842648235393011,-0.000268901651194196,0.0002760219055351735,2.14299612449541,540.0975893615723,0.00039770351993306997,2303.TW,0.0,3.0,0.0,held
2022-08-10,stable,0.0007029442221314269,-0.00018741230072945162,0.0012827727783500955,0.9737293567193134,473.9329199310305,0.0015047935314566534,GFS,0.0,4.5,0.0,held
2022-08-12,stable,0.005460262035420908,0.001231114827462033,0.0013531893823206633,0.31169874615652327,408.0400308227545,0.0031102224381076623,0981.HK,0.0,5.0,0.0,held
2022-08-15,stable,-5.712908055993329e-05,-0.00017105558835130356,0.0001331374700949944,0.7382785765948717,381.420926820374,0.0003513905923941653,2330.TW,0.0,42.0,0.0,held
2022-11-03,change,0.0007235338801488167,-0.0003724493972505463,7.981970860146395e-05,1.1256872516224414,668.7396315673832,0.00044335693261298435,2303.TW,1.0,2.7,-9.999999999999996,FY2022 CUT (demand softening)
2022-11-09,change,0.0007029416032416556,-0.0017903310124101014,3.862259481617086e-06,0.7267231042473089,652.2916467651376,0.0017956456356263502,GFS,1.0,4.2,-6.6666666666666625,FY2022 tightened
2022-11-11,stable,0.005460262035420908,-0.003480241007174757,1.2892668048353027e-05,0.20438131215633037,553.6609323135381,0.0035433224499560397,0981.HK,0.0,5.0,0.0,held
2022-11-15,change,-3.395420727417256e-05,0.004075035513561437,0.005732289050339255,1.2699007872143588,563.1128782745363,0.00043893054430167006,2330.TW,1.0,36.0,-14.285714285714285,FY2022 CUT (inventory correction)
2023-02-10,change,0.005680386621019778,0.004832786091324068,0.001958064767719575,0.24460333792999434,428.90406207885826,0.003172275427010463,0981.HK,1.0,6.5,30.0,FY2023 guide ~$6.5bn
2023-02-15,change,0.0007029416032416556,-0.0003198185591631762,0.0006531812968153723,0.656298837197308,357.588094229126,0.0013150683749403166,GFS,1.0,3.0,-28.571428571428573,FY2023 guide ~$3.0bn (CUT from $4.5bn)
2023-02-23,change,0.0007235338801488167,-0.00017851777834848687,0.00016985273463589754,0.8332827808650943,496.8441408142098,0.0003823534251856392,2303.TW,1.0,3.0,11.111111111111104,FY2023 guide ~$3.0bn
2023-03-01,change,-3.395420727417256e-05,8.715563087913284e-05,0.0004535967591830976,0.9429777750491142,469.5889033065796,0.0003938702969689253,2330.TW,1.0,34.0,-5.555555555555555,FY2023 guide
2023-04-27,change,0.0007235338801488167,-0.00022665614391363675,8.564549695146545e-05,0.8130440352543489,354.94560574951174,0.0003319954530258087,2303.TW,1.0,2.7,-9.999999999999996,FY2023 trimmed
2023-05-10,change,0.0007029416032416556,-0.0012216389507405793,2.4665618226140974e-05,1.1330471941587321,313.6440675720223,0.001243408227742721,GFS,1.0,2.3,-23.33333333333334,FY2023 further CUT (demand slow)
2023-05-12,stable,0.005460262035420908,-0.002735841765800915,6.142331315677877e-06,0.4627845239162338,286.62491033325205,0.002749114317060191,0981.HK,0.0,6.5,0.0,held
2023-05-15,change,-3.395420727417256e-05,-0.0003056403247281548,1.0171724555858104e-06,0.5936715916336982,290.02092338714647,0.00030735368354457837,2330.TW,1.0,32.0,-5.88235294117647,FY2023 tighten to low end
2023-07-27,stable,0.0003842648235393011,0.0002850491569523701,0.0005296786545634176,0.9581379889773854,173.97608893051165,0.00026777168999968557,2303.TW,0.0,2.7,0.0,held
2023-08-09,stable,0.0007029442221314269,-0.0007164229103043527,0.00023772927059990547,0.5497105357982904,255.68009268035894,0.0011488855522194738,GFS,0.0,2.3,0.0,held
2023-08-11,stable,0.005460262035420908,-8.941074861158228e-05,0.0004316871403957082,0.1689967345124465,251.22251209259048,0.002643821883484219,0981.HK,0.0,6.5,0.0,held
2023-08-15,stable,-5.712908055993329e-05,-0.00026822555106290963,3.410291666495419e-06,0.6539841826364935,219.63239095458994,0.000273440190433463,2330.TW,0.0,32.0,0.0,held
2023-10-26,stable,0.0003842648235393011,0.002606932420795463,0.0022049599970416487,0.7455165746708478,407.63612156524687,0.0003506946420436946,2303.TW,0.0,2.7,0.0,held
2023-11-08,stable,0.0007029442221314269,-0.0002676365845009994,0.0005430012406234989,0.6605996562406713,219.3361124290468,0.0010896189084301407,GFS,0.0,2.3,0.0,held
2023-11-10,stable,0.005460262035420908,0.01801594618120437,0.005016332370652187,0.2434178901921014,233.78409883346558,0.0025919572341665392,0981.HK,0.0,6.5,0.0,held
2023-11-15,change,-3.395420727417256e-05,0.00012920059606070047,0.0002437259121379507,0.6194971207586739,200.50559567871096,0.00026422481944319903,2330.TW,1.0,32.0,0.0,FY2023 reconfirm
2024-02-07,change,0.005680386621019778,0.008691440709674744,0.006867699090910155,0.6189698109377556,170.56361096038836,0.0024039293221938688,0981.HK,1.0,7.3,12.307692307692305,FY2024 guide ~$7.3bn
2024-02-14,change,0.0007029416032416556,-0.0010974722830195591,3.198384743717026e-05,0.724530655767078,251.22251209259048,0.0011416165123666366,GFS,1.0,0.7,-69.56521739130436,FY2024 guide ~$0.7bn (sharp CUT)
2024-02-29,change,0.0007235338801488167,-3.45925667736697e-05,0.0002083173401505972,0.8847759433065002,180.36490819702158,0.0002700390001069422,2303.TW,1.0,3.3,22.222222222222207,FY2024 guide ~$3.3bn
2024-03-01,change,-3.395420727417256e-05,-0.00025178421746847483,2.1035734547472314e-06,0.895549089956298,179.55998977661147,0.0002541331377882419,2330.TW,1.0,30.0,-6.25,FY2024 guide
2024-04-25,stable,0.0003842648235393011,-8.924347252822518e-05,0.00019718675669319193,0.9512278391675114,255.04090852890022,0.0002965405559123326,2303.TW,0.0,3.3,0.0,held
2024-05-08,stable,0.0007029442221314269,-0.0005664509837555089,0.00029045008430479447,0.6441248508938278,175.03288788757345,0.0010173730121506995,GFS,0.0,0.7,0.0,held
2024-05-10,stable,0.005460262035420908,-0.0016968818235817366,0.00022112130098617754,0.32579590357314464,161.03608935012835,0.0023755929386112522,0981.HK,0.0,7.3,0.0,held
2024-05-16,stable,-5.712908055993329e-05,-0.00023598720652296982,5.668721078543031e-06,0.8977981316495425,155.00249525070194,0.00024230123289338315,2330.TW,0.0,30.0,0.0,held
2024-08-01,stable,0.0003842648235393011,0.004126012036097878,0.0045076866880844,1.0182197716760173,267.6496199707035,0.00030101522606638427,2303.TW,0.0,3.3,0.0,held
2024-08-07,stable,0.0007029442221314269,-0.001826946031661143,0.0001521707277787614,0.9684227289954765,767.8440492614754,0.001984078576388387,GFS,0.0,0.7,0.0,held
2024-08-09,stable,0.005460262035420908,0.005890840434980677,0.0023220055692998415,0.24517640497781415,565.9641435607919,0.003579914181516608,0981.HK,0.0,7.3,0.0,held
2024-08-15,stable,-5.712908055993329e-05,-0.00028285012908357837,2.7965750825469605e-05,2.528800253666692,262.11611729278593,0.000293909029755911,2330.TW,0.0,30.0,0.0,held
2024-11-01,stable,0.0003842648235393011,0.0010640948104269283,0.001070637238521107,0.7555174250814042,414.122515525818,0.0003529965801597943,2303.TW,0.0,3.3,0.0,held
2024-11-06,stable,0.0007029442221314269,0.013306837121937174,0.015156951066469184,1.0294449479620134,419.8400906204224,0.0014165835879077964,GFS,0.0,0.7,0.0,held
2024-11-08,stable,0.005460262035420908,-0.0023638090426062568,0.00011158651364879324,0.5072419005986062,231.0399942016602,0.0025837958250804725,0981.HK,0.0,7.3,0.0,held
2024-11-15,change,-3.395420727417256e-05,-0.0002662823723024168,0.0,0.9115502560439357,204.7761120094301,0.0002662823723024168,2330.TW,1.0,31.0,3.3333333333333335,FY2024 narrow to high end
2025-02-11,change,0.005680386621019778,0.0015284702716232106,0.0028856888335617946,0.6922564605206009,249.9561132682802,0.002640055409439638,0981.HK,1.0,7.3,0.0,FY2025 guide ~$7.3bn reconfirm
2025-02-12,change,0.0007029416032416556,0.00924138696838798,0.006811760385516507,0.6554913613226687,256.64041466674826,0.0011504515628957082,GFS,1.0,0.7,0.0,FY2025 guide ~$0.7bn
2025-02-27,change,0.0007235338801488167,-0.00032917658748688367,5.249008756113364e-06,0.8305895829401494,364.8100145721437,0.00033549620533897945,2303.TW,1.0,1.8,-45.454545454545446,FY2025 guide ~$1.8bn (slowdown)
2025-03-03,change,-3.395420727417256e-05,-9.188440612796066e-06,0.00037706319756775905,1.0094146794260193,446.4768645339973,0.0003827348187793663,2330.TW,1.0,40.0,29.03225806451613,FY2025 guide RAISED
2025-04-24,stable,0.0003842648235393011,0.0004413266990145482,0.0014763040670528638,1.5796053660553842,809.4025434112555,0.0004932763979219443,2303.TW,0.0,1.8,0.0,held
2025-05-07,stable,0.0007029442221314269,-0.0015245600689820099,0.00011720978685475913,0.5659408605168567,613.0576113342286,0.0017316661378877166,GFS,0.0,0.7,0.0,held
2025-05-09,stable,0.005460262035420908,0.007893772205722,0.0023804834174833106,0.2107851521612226,505.3503794189455,0.003399639085707852,0981.HK,0.0,7.3,0.0,held
2025-05-16,stable,-5.712908055993329e-05,-0.00029276363712899136,2.522564315651137e-05,0.9000610782949522,317.9088972793579,0.00032079022750694443,2330.TW,0.0,40.0,0.0,held
2025-07-31,stable,0.0003842648235393011,0.0005274947084404973,0.0005655994175967813,0.6909635055906032,239.63038582763693,0.000291071558837734,2303.TW,0.0,1.8,0.0,held
2025-08-06,stable,0.0007029442221314269,-0.0010177994305713071,0.0002968304683436245,1.2699867337246726,318.6225136184694,0.0012515266502825455,GFS,0.0,0.7,0.0,held
2025-08-08,stable,0.005460262035420908,0.02425817207344519,0.007299067345728484,0.27062230691478356,274.5648898864747,0.0027132458741037277,0981.HK,0.0,7.3,0.0,held
2025-08-15,stable,-5.712908055993329e-05,-0.00025339740182681356,1.8031840150126858e-05,0.8933000909750465,219.9288977371216,0.0002735830486573707,2330.TW,0.0,40.0,0.0,held
2025-10-30,change,0.0007235338801488167,-0.00026300568851026125,2.9893363407086968e-05,0.6699019157385927,286.2864025817871,0.000307629181449714,2303.TW,1.0,1.65,-8.333333333333341,FY2025 trimmed
2025-11-13,change,0.0007029416032416556,0.002047049765905001,0.0018802165167303747,0.5734165808648165,306.60010801544195,0.0012319215430422678,GFS,1.0,0.68,-2.857142857142844,FY2025 reconfirm with slight tighten
2025-11-14,stable,0.005460262035420908,-0.000660426349499023,0.000793597171894647,0.3271373471440576,400.0,0.003086310091672857,0981.HK,0.0,7.3,0.0,held
2025-11-17,change,-3.395420727417256e-05,-0.00021219490950986778,0.0001088858077999838,0.7515336190236005,393.22889697418213,0.00035707972243606697,2330.TW,1.0,42.0,5.0,FY2025 RAISED to 42bn
